sub2	tbasej2	lap1_32	lap1_33	cur1_32	cur1_33	rp2431	rp3445
		0.29609	3.62881	0.0170421	0.0179233		
		0.296074	3.63098	0.0166767	0.0174343		
		0.296057	3.63316	0.0159135	0.0189291		
		0.296041	3.63534	0.0148106	0.0160769		
		0.296025	3.63753	0.0157194	0.0192499		
		0.29601	3.63971	0.0150735	0.0189895		
		0.295995	3.6419	0.0151915	0.0157305		
		0.29598	3.64409	0.0137619	0.0177083		
		0.295967	3.64628	0.0161498	0.0188989		
		0.295954	3.64847	0.016077	0.0187209		
		0.295941	3.65066	0.0168476	0.0185059		
		0.295927	3.65285	0.0147355	0.0161614		
		0.295914	3.65505	0.0127346	0.0176531		
		0.295903	3.65726	0.0147409	0.0172127		
		0.295892	3.65947	0.0179922	0.0186281		
		0.295882	3.66168	0.0132336	0.01673		
		0.295871	3.6639	0.0153744	0.0196122		
		0.29586	3.66612	0.0166447	0.020914		
		0.29585	3.66834	0.0140665	0.0189242		
		0.29584	3.67057	0.0176821	0.0171091		
		0.295831	3.6728	0.0129624	0.017834		
		0.295822	3.67503	0.0173595	0.0182608		
		0.295812	3.67727	0.0150345	0.0140217		
		0.295803	3.6795	0.0153603	0.0172234		
		0.295795	3.68174	0.0152398	0.017602		
		0.295787	3.68398	0.0166263	0.0183225		
		0.295778	3.68622	0.0143972	0.0151826		
		0.295769	3.68847	0.0142424	0.0176658		
		0.29576	3.69072	0.0158013	0.0158915		
		0.29575	3.69297	0.0148577	0.0181087		
		0.295741	3.69522	0.0159564	0.0174862		
		0.29573	3.69748	0.0133996	0.0167605		
		0.29572	3.69973	0.0166247	0.0170207		
		0.295709	3.70198	0.0109938	0.0196223		
		0.295699	3.70424	0.0164569	0.0187991		
		0.295689	3.7065	0.0133791	0.0192306		
		0.295678	3.70877	0.0137352	0.0179694		
		0.295667	3.71103	0.0150187	0.0163886		
		0.295655	3.71331	0.0160461	0.0183284		
		0.295643	3.71558	0.0143991	0.0172308		
		0.295631	3.71785	0.0146037	0.0190252		
		0.295619	3.72012	0.0166763	0.0196163		
		0.295607	3.72239	0.0165577	0.0176943		
		0.295595	3.72467	0.0133729	0.0179135		
		0.295582	3.72695	0.0166209	0.0196145		
		0.29557	3.72923	0.0137674	0.0180752		
		0.295558	3.73151	0.0159495	0.0181804		
		0.295546	3.7338	0.0125991	0.016115		
		0.295535	3.73609	0.0163888	0.0158281		
		0.295524	3.73839	0.0150621	0.019205		
		0.295513	3.74069	0.0140644	0.0187333		
		0.295504	3.743	0.0129424	0.0187066		
		0.295494	3.74531	0.0147932	0.0176261		
		0.295485	3.74762	0.0125614	0.0173417		
		0.295478	3.74994	0.017245	0.0183025		
		0.29547	3.75225	0.0151742	0.0184573		
		0.295462	3.75457	0.0156491	0.0199797		
		0.295456	3.75689	0.0142048	0.015777		
		0.295451	3.75921	0.0169066	0.0173226		
		0.295446	3.76154	0.0146307	0.0168202		
		0.29544	3.76388	0.0134779	0.0180124		
		0.295436	3.76621	0.0159498	0.0179914		
		0.29543	3.76855	0.0146726	0.0197028		
		0.295424	3.77089	0.0146326	0.0200619		
		0.295419	3.77323	0.0141256	0.0175258		
		0.295413	3.77557	0.0144993	0.0178947		
		0.295408	3.77792	0.0142884	0.0159584		
		0.295403	3.78026	0.0172097	0.0163199		
		0.295398	3.78261	0.0163563	0.0163247		
		0.295394	3.78497	0.015652	0.0207605		
		0.295391	3.78732	0.0145597	0.0155691		
		0.295385	3.78968	0.0139993	0.0159391		
		0.295381	3.79205	0.0138787	0.019164		
		0.295378	3.79442	0.0160001	0.0170708		
		0.295374	3.7968	0.013461	0.0168084		
		0.295371	3.79918	0.0151783	0.0154087		
		0.295367	3.80156	0.0131927	0.019094		
		0.295363	3.80394	0.0167299	0.0188848		
		0.295359	3.80633	0.0148884	0.0161486		
		0.295355	3.80872	0.0163804	0.0172217		
		0.295351	3.81111	0.0146824	0.0167801		
		0.295348	3.8135	0.0149569	0.0183414		
		0.295345	3.81589	0.0157719	0.0175908		
		0.295342	3.81828	0.0169785	0.0178822		
		0.29534	3.82067	0.015444	0.0209736		
		0.295338	3.82306	0.015597	0.0170543		
		0.295338	3.82546	0.0125241	0.0190422		
		0.295338	3.82786	0.0128669	0.0167222		
		0.295339	3.83026	0.0150581	0.0183476		
		0.295341	3.83266	0.0138831	0.0196448		
		0.295343	3.83506	0.0166937	0.0162478		
		0.295346	3.83748	0.0146683	0.0186047		
		0.295348	3.8399	0.0186493	0.0179931		
		0.295351	3.84232	0.0152855	0.016112		
		0.295353	3.84475	0.0157178	0.0173823		
		0.295354	3.84718	0.0140062	0.0200757		
		0.295357	3.84961	0.0155421	0.0182824		
		0.29536	3.85205	0.0152208	0.0178016		
		0.295364	3.85449	0.014704	0.0192505		
		0.29537	3.85693	0.0172089	0.0201171		
		0.295376	3.85938	0.0136554	0.0191877		
		0.295383	3.86183	0.0166084	0.0182631		
		0.295388	3.86429	0.0149152	0.0175573		
		0.295394	3.86674	0.0142651	0.016723		
		0.295402	3.8692	0.0178402	0.0167542		
		0.29541	3.87167	0.0149423	0.0154352		
		0.295416	3.87413	0.0132037	0.0186068		
		0.295424	3.87661	0.0176978	0.0186822		
		0.295431	3.8791	0.0142746	0.0183935		
		0.295436	3.88159	0.0158386	0.0183313		
		0.295441	3.88408	0.0154573	0.018145		
		0.295446	3.88659	0.0172751	0.0158951		
		0.295451	3.88909	0.0177595	0.0173011		
		0.295455	3.8916	0.0148472	0.0187271		
		0.295458	3.89411	0.0138567	0.0173662		
		0.295459	3.89662	0.0151676	0.017695		
		0.295462	3.89914	0.0141749	0.0179139		
		0.295464	3.90166	0.0148571	0.0173893		
		0.295465	3.90418	0.014735	0.0209654		
		0.295468	3.90671	0.0144275	0.0171213		
		0.295469	3.90925	0.0128289	0.01875		
		0.295472	3.91179	0.0144293	0.0187954		
		0.295477	3.91434	0.0141716	0.0191453		
		0.295481	3.9169	0.0156729	0.0150252		
		0.295484	3.91946	0.0127688	0.0170157		
		0.295487	3.92203	0.0139044	0.0163403		
		0.29549	3.92461	0.0150216	0.0184677		
		0.295494	3.9272	0.0151578	0.0211852		
		0.295499	3.9298	0.0159867	0.0171562		
		0.295504	3.93241	0.0132894	0.0174297		
		0.295509	3.93501	0.0141668	0.0176422		
		0.295515	3.93763	0.0142065	0.0186798		
		0.295522	3.94025	0.0149747	0.0166267		
		0.295529	3.94288	0.0134235	0.017975		
		0.295536	3.94551	0.0150083	0.0161626		
		0.295541	3.94815	0.0153078	0.0181383		
		0.295549	3.95079	0.0141885	0.0185091		
		0.295557	3.95343	0.0163171	0.01721		
		0.295566	3.95608	0.0129999	0.0158902		
		0.295575	3.95874	0.00972422	0.019263		
		0.295585	3.9614	0.0169561	0.0183655		
		0.295594	3.96407	0.0148482	0.0162173		
		0.295604	3.96675	0.0170878	0.018732		
		0.295614	3.96944	0.0163856	0.0154632		
		0.295626	3.97213	0.0154147	0.016091		
		0.295636	3.97483	0.0157666	0.0189031		
		0.295649	3.97754	0.0142261	0.0200691		
		0.295661	3.98026	0.0148797	0.0173062		
		0.295673	3.98298	0.0170806	0.0181179		
		0.295685	3.9857	0.0160665	0.0166758		
		0.295696	3.98843	0.0136209	0.0182779		
		0.295708	3.99117	0.0146441	0.0163571		
		0.295718	3.99392	0.0133326	0.0197045		
		0.295729	3.99667	0.0161503	0.0170443		
		0.295738	3.99944	0.0142796	0.0193373		
		0.295748	4.00221	0.013855	0.0176141		
		0.295759	4.00499	0.0142405	0.0180383		
		0.29577	4.00778	0.0171144	0.021857		
		0.295779	4.01058	0.017873	0.01917		
		0.295788	4.01339	0.0147228	0.0166982		
		0.295796	4.01621	0.0131118	0.0173379		
		0.295806	4.01903	0.0180668	0.0196716		
		0.295814	4.02185	0.0161832	0.0183956		
		0.295823	4.02469	0.0154611	0.0180583		
		0.295832	4.02754	0.0142223	0.0183029		
		0.295842	4.0304	0.0144287	0.0174069		
		0.295851	4.03326	0.0155546	0.019467		
		0.29586	4.03614	0.0147593	0.0175585		
		0.295868	4.03903	0.013628	0.0169537		
		0.295875	4.04192	0.0168262	0.0199274		
		0.295882	4.04482	0.0131627	0.0173635		
		0.295889	4.04773	0.0156274	0.0187338		
		0.295896	4.05065	0.0180409	0.0166452		
		0.295901	4.05358	0.0143439	0.017936		
		0.295906	4.05652	0.012952	0.0179795		
		0.295911	4.05947	0.0153099	0.0211035		
		0.295916	4.06242	0.0134304	0.0192294		
		0.29592	4.06538	0.0150188	0.0179473		
		0.295925	4.06836	0.0136302	0.0187281		
		0.295931	4.07133	0.0142151	0.0167872		
		0.295934	4.07432	0.0156893	0.0163158		
		0.295938	4.07731	0.0170587	0.0156485		
		0.29594	4.08032	0.0129666	0.0163348		
		0.295943	4.08334	0.0156317	0.0201275		
		0.295946	4.08636	0.0152025	0.0183857		
		0.295949	4.08939	0.0158371	0.0179348		
		0.295952	4.09244	0.0154096	0.0171571		
		0.295953	4.0955	0.0134367	0.0187798		
		0.295954	4.09856	0.0175617	0.0178806		
		0.295954	4.10164	0.0163579	0.0175352		
		0.295954	4.10473	0.0154395	0.0188108		
		0.295954	4.10782	0.015058	0.0175		
		0.295953	4.11092	0.0140051	0.0182812		
		0.295954	4.11402	0.0154132	0.0187734		
		0.295956	4.11713	0.0138413	0.0188791		
		0.295958	4.12025	0.0163559	0.0191437		
		0.295959	4.12338	0.0147619	0.0202659		
		0.29596	4.12651	0.0161399	0.0185496		
		0.29596	4.12965	0.0143379	0.0181254		
		0.295961	4.1328	0.0159369	0.0191139		
		0.295959	4.13596	0.0142589	0.0173493		
		0.295956	4.13912	0.0156396	0.0169582		
		0.295953	4.14229	0.0155941	0.018648		
		0.295952	4.14547	0.0178183	0.0167573		
		0.295951	4.14866	0.0131559	0.0163521		
		0.295949	4.15185	0.0144845	0.0189957		
		0.295946	4.15505	0.0137494	0.018345		
		0.295943	4.15826	0.0131942	0.0168449		
		0.295939	4.16147	0.0152188	0.0174366		
		0.295935	4.16468	0.0165724	0.0161972		
		0.295933	4.1679	0.0138941	0.0185188		
		0.295932	4.17113	0.0159877	0.0185408		
		0.295932	4.17436	0.0130068	0.0169897		
		0.295932	4.1776	0.0168543	0.0166251		
		0.295931	4.18086	0.0148854	0.0182644		
		0.295932	4.18412	0.0147969	0.0187185		
		0.295933	4.18739	0.0139745	0.017278		
		0.295933	4.19066	0.0130657	0.0172791		
		0.295932	4.19394	0.0156118	0.0151392		
		0.295932	4.19723	0.014982	0.0149473		
		0.295932	4.20052	0.0133243	0.018186		
		0.295932	4.20382	0.0148748	0.0171727		
		0.295931	4.20712	0.013013	0.0180028		
		0.295928	4.21042	0.015967	0.0169591		
		0.295925	4.21372	0.0189558	0.0186475		
		0.295921	4.21703	0.0133945	0.0174296		
		0.295918	4.22035	0.0156367	0.0193387		
		0.295914	4.22367	0.0169621	0.0180983		
		0.295908	4.22699	0.0168354	0.0176808		
		0.295902	4.23031	0.0160208	0.0175087		
		0.295897	4.23364	0.0141369	0.018078		
		0.295891	4.23697	0.0143332	0.017649		
		0.295883	4.24031	0.0168374	0.0178713		
		0.295875	4.24366	0.0146172	0.0176448		
		0.295866	4.24701	0.011797	0.0170033		
		0.295858	4.25037	0.0157347	0.0194439		
		0.29585	4.25373	0.0154117	0.0179285		
		0.29584	4.2571	0.0158929	0.0173818		
		0.295829	4.26048	0.0158278	0.0166046		
		0.295816	4.26386	0.0175224	0.0172859		
		0.295802	4.26725	0.013686	0.0178468		
		0.295787	4.27064	0.0165102	0.0153543		
		0.295773	4.27405	0.0120559	0.0177388		
		0.295759	4.27745	0.0147172	0.0182011		
		0.295746	4.28085	0.0144156	0.0150207		
		0.295731	4.28426	0.0149369	0.0176678		
		0.295718	4.28767	0.0145311	0.0184153		
		0.295703	4.29109	0.0159833	0.0174526		
		0.295687	4.29452	0.0148932	0.0178839		
		0.295672	4.29795	0.0144598	0.016964		
		0.295657	4.30139	0.015898	0.0185628		
		0.295643	4.30483	0.0157178	0.0185207		
		0.295629	4.30827	0.0152014	0.0217836		
		0.295618	4.31172	0.0159482	0.0158231		
		0.295607	4.31516	0.0169665	0.017435		
		0.295596	4.31861	0.0129041	0.0155102		
		0.295588	4.32206	0.0134674	0.0160878		
		0.295579	4.32551	0.0167928	0.0179101		
		0.295572	4.32896	0.0135615	0.017683		
		0.295565	4.33241	0.0163316	0.0166105		
		0.29556	4.33587	0.015009	0.0186824		
		0.295555	4.33933	0.0134536	0.0170273		
		0.29555	4.34279	0.0152778	0.0171047		
		0.295544	4.34625	0.0134505	0.0175848		
		0.295541	4.34972	0.0156749	0.0174391		
		0.295537	4.35319	0.0157311	0.0173593		
		0.295531	4.35665	0.0152247	0.0180737		
		0.295527	4.36011	0.0135365	0.0170164		
		0.295522	4.36357	0.0137368	0.0187256		
		0.295519	4.36704	0.0166656	0.0193418		
		0.295516	4.3705	0.0159813	0.0182331		
		0.295513	4.37396	0.0153018	0.0175155		
		0.295509	4.37742	0.0154521	0.0176613		
		0.295505	4.38088	0.0145723	0.0201974		
		0.2955	4.38434	0.0149044	0.0173681		
		0.295495	4.3878	0.0138576	0.0177935		
		0.295491	4.39126	0.0147511	0.0184495		
		0.295487	4.39472	0.0151146	0.0185584		
		0.295485	4.39818	0.0154245	0.0172507		
		0.295485	4.40164	0.0157585	0.0172645		
		0.295482	4.40511	0.0155427	0.0182575		
		0.295482	4.40857	0.0158951	0.0184068		
		0.295482	4.41204	0.0133827	0.0166682		
		0.295482	4.4155	0.0146167	0.019512		
		0.295481	4.41897	0.0146611	0.0178425		
		0.29548	4.42244	0.0144391	0.017337		
		0.29548	4.42591	0.0187049	0.0180627		
		0.29548	4.42937	0.0136642	0.0191981		
		0.295483	4.43283	0.014014	0.0178003		
		0.295487	4.4363	0.0159705	0.0177944		
		0.295493	4.43975	0.0153493	0.0185114		
		0.295498	4.44321	0.0152161	0.0184627		
		0.295504	4.44667	0.0145069	0.0166939		
		0.29551	4.45012	0.0156327	0.0169856		
		0.295514	4.45358	0.0159875	0.016295		
		0.295516	4.45704	0.0153009	0.0170116		
		0.295519	4.4605	0.0149813	0.0175171		
		0.295524	4.46396	0.0138673	0.0174236		
		0.295528	4.46741	0.0151389	0.0174366		
		0.295533	4.47087	0.020466	0.0178594		
		0.295539	4.47432	0.0145875	0.0175497		
		0.295545	4.47777	0.0145854	0.0195558		
		0.295552	4.48123	0.0134092	0.0179633		
		0.295559	4.48468	0.015357	0.0164506		
		0.295565	4.48813	0.0150354	0.0166694		
		0.29557	4.49158	0.0158325	0.0174269		
		0.295575	4.49503	0.0133207	0.0154819		
		0.295581	4.49848	0.0146546	0.0189807		
		0.295589	4.50192	0.0134557	0.0181793		
		0.295597	4.50537	0.0152376	0.0186467		
		0.295605	4.50882	0.0167204	0.0171296		
		0.295612	4.51227	0.0130816	0.0190356		
		0.295618	4.51571	0.0167747	0.0175226		
		0.295624	4.51916	0.0149933	0.0158554		
		0.29563	4.5226	0.015961	0.016836		
		0.295636	4.52603	0.0130532	0.0172249		
		0.295643	4.52947	0.0154507	0.0181288		
		0.29565	4.5329	0.0148021	0.0175763		
		0.29566	4.53633	0.0140608	0.0182216		
		0.295671	4.53977	0.0137559	0.0175896		
		0.295682	4.5432	0.0167274	0.0195785		
		0.295692	4.54663	0.0160669	0.0187753		
		0.295702	4.55006	0.0174913	0.0171599		
		0.295712	4.55349	0.0148688	0.0182364		
		0.295723	4.55692	0.0163798	0.0173877		
		0.295736	4.56035	0.0135534	0.0167713		
		0.29575	4.56379	0.0158353	0.0182451		
		0.295764	4.56721	0.0149289	0.0170407		
		0.295777	4.57064	0.0145091	0.0204527		
		0.295792	4.57406	0.0142305	0.0174124		
		0.295807	4.57748	0.0163354	0.0178103		
		0.295821	4.5809	0.0151501	0.0185903		
		0.295835	4.58432	0.0164663	0.0142954		
		0.295851	4.58773	0.0160252	0.0170827		
		0.295865	4.59114	0.0148761	0.0172599		
		0.295879	4.59455	0.014623	0.0161245		
		0.295894	4.59795	0.0154775	0.01885		
		0.295909	4.60135	0.0135868	0.0166513		
		0.295924	4.60475	0.0154216	0.0191983		
		0.295939	4.60814	0.0129487	0.0171742		
		0.295955	4.61153	0.014176	0.0165599		
		0.295973	4.61491	0.0129774	0.0192812		
		0.295991	4.61829	0.0146852	0.0174986		
		0.296008	4.62165	0.0152263	0.0177843		
		0.296024	4.62502	0.0151402	0.0177134		
		0.296037	4.62839	0.0151521	0.0196669		
		0.296051	4.63175	0.0151895	0.0173251		
		0.296064	4.63511	0.0141562	0.0172291		
		0.296077	4.63846	0.0169379	0.0185587		
		0.296091	4.6418	0.0177749	0.0152215		
		0.296106	4.64514	0.0155576	0.0179169		
		0.296119	4.64847	0.0144435	0.0172451		
		0.296131	4.65179	0.0135081	0.0152178		
		0.296144	4.65512	0.012218	0.0165201		
		0.296154	4.65844	0.0162128	0.0191082		
		0.296165	4.66176	0.0162741	0.0180768		
		0.296173	4.66507	0.0134019	0.0179464		
		0.29618	4.66838	0.0155184	0.0170268		
		0.296186	4.67168	0.0169652	0.019193		
		0.296189	4.67498	0.0170001	0.020015		
		0.296192	4.67828	0.0128291	0.016742		
		0.296196	4.68157	0.0154093	0.0161495		
		0.296197	4.68486	0.0143855	0.0171659		
		0.296198	4.68814	0.0160418	0.0168297		
		0.296199	4.69141	0.0158872	0.0189464		
		0.2962	4.69468	0.014923	0.018939		
		0.296202	4.69795	0.0131621	0.0182035		
		0.296204	4.70122	0.0149394	0.0181985		
		0.296206	4.70448	0.0159405	0.0169778		
		0.296208	4.70774	0.0167113	0.0165188		
		0.29621	4.711	0.0131999	0.0145561		
		0.296211	4.71425	0.0156705	0.0187652		
		0.296212	4.7175	0.0149625	0.0156576		
		0.296213	4.72075	0.0135046	0.0199267		
		0.296215	4.72399	0.0133408	0.0199485		
		0.296219	4.72723	0.0114461	0.0201036		
		0.296224	4.73046	0.0143667	0.0170728		
		0.296229	4.73369	0.015227	0.0167866		
		0.296232	4.73691	0.0154811	0.0180684		
		0.296234	4.74013	0.0177924	0.0175367		
		0.296233	4.74334	0.0145912	0.0159937		
		0.296234	4.74655	0.0161213	0.0170749		
		0.296234	4.74975	0.0157868	0.0189482		
		0.296234	4.75294	0.0140181	0.0192996		
		0.296235	4.75613	0.01474	0.0162867		
		0.296235	4.75932	0.015076	0.0194605		
		0.296236	4.7625	0.0145847	0.0182942		
		0.296235	4.76567	0.0144166	0.0180449		
		0.296233	4.76884	0.0138487	0.0177927		
		0.296229	4.77201	0.0148471	0.0165503		
		0.296224	4.77518	0.0142451	0.0160604		
		0.296217	4.77834	0.0165178	0.0173151		
		0.29621	4.78149	0.0122868	0.0178815		
		0.296202	4.78464	0.0153459	0.0174596		
		0.296193	4.78779	0.0163424	0.0175242		
		0.296187	4.79094	0.0161609	0.0192024		
		0.296182	4.79408	0.015642	0.017488		
		0.296178	4.79721	0.0158404	0.0193588		
		0.296173	4.80034	0.0152041	0.0194043		
		0.296168	4.80346	0.0152142	0.0163703		
		0.296164	4.80659	0.0162789	0.0173917		
		0.29616	4.80971	0.0165245	0.0170161		
		0.296157	4.81282	0.0151891	0.0173201		
		0.296154	4.81593	0.0167949	0.0179366		
		0.296152	4.81903	0.0164109	0.0159439		
		0.29615	4.82213	0.0134314	0.0185267		
		0.296149	4.82522	0.0144302	0.0190822		
		0.296149	4.82832	0.0151586	0.0178534		
		0.296146	4.8314	0.0138178	0.018571		
		0.296143	4.83449	0.0189304	0.0179389		
		0.29614	4.83757	0.0141784	0.0180681		
		0.296137	4.84065	0.0158548	0.0196805		
		0.296134	4.84372	0.01829	0.0185651		
		0.296129	4.84678	0.0140979	0.0171175		
		0.296125	4.84985	0.0151024	0.0174005		
		0.296119	4.8529	0.0152144	0.0184808		
		0.296112	4.85595	0.0154877	0.0210346		
		0.296105	4.859	0.0144129	0.0163687		
		0.296098	4.86205	0.0141	0.0227215		
		0.296089	4.86509	0.0178565	0.0190938		
		0.296079	4.86812	0.0154737	0.0181041		
		0.296067	4.87115	0.0158477	0.0162651		
		0.296057	4.87417	0.0153791	0.0199296		
		0.296046	4.87719	0.0155195	0.0186377		
		0.296036	4.8802	0.0148975	0.0201691		
		0.296026	4.88321	0.0158448	0.01694		
		0.296014	4.88622	0.0152058	0.0169354		
		0.296001	4.88922	0.0148545	0.0187098		
		0.295988	4.89222	0.0158139	0.0179858		
		0.295975	4.89521	0.0138394	0.0183943		
		0.295962	4.8982	0.0153576	0.0170018		
		0.295947	4.90119	0.0142047	0.0188061		
		0.295933	4.90417	0.0157818	0.0199862		
		0.29592	4.90715	0.0153955	0.0188991		
		0.295908	4.91013	0.0154751	0.0172645		
		0.295898	4.9131	0.0133999	0.0167765		
		0.295888	4.91607	0.0140751	0.016778		
		0.295878	4.91904	0.0163193	0.0182522		
		0.295868	4.92201	0.0147937	0.0180002		
		0.29586	4.92497	0.0158181	0.0153154		
		0.295852	4.92793	0.0145453	0.0181338		
		0.295842	4.93089	0.0147882	0.0179499		
		0.295833	4.93385	0.0142666	0.0192863		
		0.295825	4.93681	0.0147542	0.0191426		
		0.295818	4.93976	0.015872	0.0180057		
		0.295811	4.94272	0.0164244	0.0168188		
		0.295807	4.94567	0.0154909	0.0191999		
		0.295803	4.94862	0.0164978	0.0187912		
		0.295799	4.95157	0.0150779	0.0176928		
		0.295794	4.95452	0.0178832	0.017882		
		0.29579	4.95747	0.0137708	0.0157185		
		0.295784	4.96042	0.0149624	0.0176673		
		0.29578	4.96338	0.0143084	0.0200897		
		0.295778	4.96633	0.0152254	0.0208933		
		0.295775	4.96928	0.0159064	0.0176502		
		0.295774	4.97222	0.0146749	0.0178917		
		0.295772	4.97516	0.0149734	0.0176292		
		0.295772	4.97811	0.0151475	0.0176503		
		0.295773	4.98105	0.0125042	0.0181248		
		0.295774	4.984	0.0172517	0.017992		
		0.295778	4.98695	0.01506	0.0193476		
		0.295781	4.98989	0.0140734	0.0200913		
		0.295783	4.99283	0.0162993	0.0186799		
		0.295787	4.99577	0.0167548	0.0207424		
		0.295793	4.99872	0.0148868	0.015808		
		0.295797	5.00166	0.0163135	0.0175116		
		0.2958	5.00459	0.0149653	0.0190224		
		0.295802	5.00753	0.0147496	0.0180587		
		0.295804	5.01047	0.0162051	0.0184945		
		0.295806	5.0134	0.0166344	0.0155298		
		0.295808	5.01634	0.0159767	0.0182313		
		0.29581	5.01928	0.0169547	0.0164541		
		0.295813	5.02222	0.0164483	0.0196945		
		0.295817	5.02516	0.0157236	0.0179212		
		0.295823	5.02811	0.0137718	0.018164		
		0.295827	5.03104	0.0141714	0.0191404		
		0.295831	5.03398	0.0150057	0.0182369		
		0.295834	5.03691	0.0128362	0.0187979		
		0.295838	5.03985	0.0145924	0.0188058		
		0.295843	5.04279	0.0133156	0.0170725		
		0.295849	5.04572	0.0142367	0.0174771		
		0.295857	5.04866	0.0156965	0.017169		
		0.295865	5.0516	0.0162173	0.0194461		
		0.295874	5.05453	0.0157266	0.0166809		
		0.295883	5.05747	0.013348	0.0183207		
		0.295891	5.06041	0.0151872	0.0171638		
		0.2959	5.06335	0.0146583	0.016712		
		0.295909	5.06629	0.0168001	0.0175686		
		0.295918	5.06922	0.0172944	0.0171498		
		0.295927	5.07215	0.0138821	0.0179235		
		0.295938	5.07508	0.0131404	0.0181506		
		0.29595	5.07801	0.0182598	0.0204213		
		0.295963	5.08094	0.014934	0.016923		
		0.295976	5.08387	0.0162132	0.016196		
		0.295991	5.0868	0.013776	0.0173104		
		0.296004	5.08972	0.0156752	0.0168667		
		0.296017	5.09265	0.0147791	0.0170313		
		0.296028	5.09558	0.0165924	0.0174482		
		0.29604	5.09851	0.0176522	0.0183193		
		0.29605	5.10144	0.0145938	0.017992		
		0.296059	5.10437	0.0153153	0.0177812		
		0.296068	5.10731	0.015028	0.0169059		
		0.296074	5.11024	0.0149974	0.0185645		
		0.29608	5.11317	0.0160967	0.0175595		
		0.296086	5.11611	0.013448	0.0161498		
		0.29609	5.11904	0.0142212	0.019763		
		0.296093	5.12197	0.0147538	0.0179675		
		0.296096	5.12491	0.0157036	0.0180372		
		0.296098	5.12784	0.0151836	0.0225464		
		0.296102	5.13077	0.0162469	0.019509		
		0.296105	5.1337	0.0137567	0.0192134		
		0.296108	5.13664	0.0143202	0.0205399		
		0.29611	5.13957	0.0144894	0.0179123		
		0.296114	5.14251	0.0140919	0.0151102		
		0.296118	5.14545	0.0137574	0.0153098		
		0.296124	5.14839	0.014906	0.0163449		
		0.296131	5.15132	0.015494	0.0150782		
		0.296138	5.15426	0.0118134	0.0180782		
		0.296145	5.15721	0.0137615	0.0208153		
		0.29615	5.16015	0.0118741	0.01662		
		0.296156	5.1631	0.0146565	0.0187885		
		0.296163	5.16604	0.0144025	0.0158462		
		0.296169	5.16899	0.0157247	0.0174999		
		0.296174	5.17194	0.0141656	0.0181526		
		0.296178	5.17488	0.0147118	0.0187029		
		0.296182	5.17783	0.0131016	0.019199		
		0.296185	5.18077	0.0152117	0.0173553		
		0.296189	5.18371	0.0152961	0.0207815		
		0.296194	5.18665	0.016567	0.0165843		
		0.296199	5.18959	0.0166741	0.019183		
		0.296202	5.19253	0.0145876	0.0166733		
		0.296207	5.19548	0.0142549	0.0162816		
		0.296211	5.19843	0.0169777	0.0183169		
		0.296215	5.20138	0.0152295	0.0180714		
		0.296217	5.20433	0.0182823	0.0168772		
		0.296219	5.20728	0.0164732	0.0158911		
		0.29622	5.21023	0.0165678	0.0161363		
		0.296221	5.21318	0.0174617	0.0159017		
		0.296221	5.21613	0.0140467	0.0168126		
		0.296221	5.21908	0.0142008	0.0192552		
		0.296218	5.22203	0.0140172	0.0158165		
		0.296216	5.22498	0.0150698	0.019038		
		0.296214	5.22793	0.0140497	0.0167242		
		0.296211	5.23088	0.016498	0.0185419		
		0.296207	5.23383	0.0160626	0.0187353		
		0.296202	5.23678	0.0163654	0.0189096		
		0.296197	5.23973	0.0140728	0.0161674		
		0.296192	5.24269	0.0152511	0.0164985		
		0.296188	5.24564	0.01524	0.0183989		
		0.296185	5.24859	0.0143922	0.0172202		
		0.296182	5.25154	0.0146122	0.0160324		
		0.296179	5.25449	0.0148078	0.0161399		
		0.296177	5.25744	0.0165427	0.0178437		
		0.296174	5.26039	0.0144769	0.0194027		
		0.296169	5.26334	0.0134784	0.017706		
		0.296163	5.26628	0.0144465	0.0148488		
		0.296156	5.26923	0.015536	0.0181781		
		0.29615	5.27218	0.0154567	0.0191935		
		0.296141	5.27513	0.0143395	0.017767		
		0.296134	5.27807	0.0180618	0.0195662		
		0.296124	5.28101	0.0161117	0.0181568		
		0.296113	5.28395	0.0161811	0.0182286		
		0.296102	5.28689	0.012471	0.0181998		
		0.29609	5.28984	0.0145155	0.017976		
		0.296079	5.29278	0.0152319	0.0185441		
		0.296067	5.29573	0.013348	0.0166375		
		0.296055	5.29867	0.014619	0.0169776		
		0.296045	5.30162	0.0167022	0.0176882		
		0.296035	5.30457	0.0144595	0.01813		
		0.296025	5.30752	0.0146146	0.0149202		
		0.296014	5.31047	0.0139351	0.0164309		
		0.296002	5.31342	0.01226	0.018121		
		0.29599	5.31636	0.0156133	0.0154244		
		0.295978	5.3193	0.0150213	0.0194751		
		0.295965	5.32225	0.0168986	0.0171453		
		0.295951	5.32519	0.0153137	0.0171285		
		0.295937	5.32813	0.0161871	0.0189247		
		0.295923	5.33108	0.0145446	0.0218604		
		0.29591	5.33403	0.0131121	0.02065		
		0.295896	5.33697	0.0136452	0.0173499		
		0.295881	5.33992	0.0142154	0.0175916		
		0.295867	5.34287	0.0140696	0.0162084		
		0.295851	5.34583	0.014597	0.019088		
		0.295837	5.34879	0.0158295	0.0201164		
		0.29582	5.35175	0.0145302	0.0165232		
		0.295804	5.35471	0.015276	0.021281		
