sub1	tbasej	rp25b	rp610	rp56	jlap1_5	cur1_5
					0.221509	0.0127965
					0.209045	0.0163704
					0.21758	0.0119186
					0.221188	0.0143929
					0.219355	0.0154589
					0.209943	0.0148581
					0.218384	0.0145969
					0.220585	0.0158182
					0.218501	0.0146359
					0.22041	0.0140043
					0.219761	0.014926
					0.221836	0.0150946
					0.225697	0.0157539
					0.215115	0.0133457
					0.208599	0.0122846
					0.21585	0.0137071
					0.219486	0.0158757
					0.223313	0.0151312
					0.21834	0.0135669
					0.219267	0.0103311
					0.212951	0.0141859
					0.217433	0.0154073
					0.225474	0.0139279
					0.211836	0.0140872
					0.206544	0.0144354
					0.224053	0.0125341
					0.217916	0.0165764
					0.213272	0.013666
					0.227213	0.0154014
					0.209832	0.0131893
					0.216956	0.0129889
					0.216456	0.0137174
					0.21889	0.0139985
					0.22454	0.0154362
					0.21509	0.0141084
					0.219353	0.0156911
					0.208234	0.0135467
					0.219059	0.0154824
					0.213482	0.0129814
					0.216528	0.0146896
					0.219781	0.0142937
					0.225143	0.0131968
					0.214024	0.0170111
					0.218454	0.0155195
					0.217381	0.0137148
					0.22225	0.0141014
					0.218377	0.0154424
					0.210226	0.0132323
					0.215333	0.014304
					0.213372	0.0150664
					0.21617	0.0176272
					0.220536	0.0142681
					0.220607	0.0136853
					0.216332	0.0121835
					0.212834	0.0134547
					0.210239	0.0140095
					0.220415	0.014754
					0.21749	0.0161232
					0.222628	0.0162004
					0.226915	0.0146031
					0.216542	0.0154258
					0.223446	0.0153625
					0.221466	0.0133725
					0.215433	0.0157775
					0.215989	0.0155826
					0.216608	0.0131441
					0.21684	0.014337
					0.217301	0.0132577
					0.229298	0.0152528
					0.218175	0.0154149
					0.220206	0.0132782
					0.217558	0.0138122
					0.213721	0.0143889
					0.216827	0.0130411
					0.227632	0.014405
					0.219254	0.0154407
					0.20717	0.0158674
					0.219759	0.0155492
					0.215126	0.01489
					0.22473	0.0132925
					0.219336	0.0155669
					0.225255	0.0144626
					0.226287	0.0142298
					0.222872	0.012158
					0.217837	0.0140492
					0.223708	0.0122765
					0.210822	0.0147608
					0.222088	0.0141556
					0.206375	0.0148259
					0.211986	0.0132158
					0.212695	0.0138858
					0.220707	0.0154039
					0.212022	0.0142502
					0.221509	0.0142487
					0.22329	0.0152755
					0.222189	0.0133078
					0.214948	0.0131047
					0.221827	0.014044
					0.21667	0.0148422
					0.223648	0.0123946
					0.222489	0.0155301
					0.214752	0.0138772
					0.23004	0.0152472
					0.214813	0.0144213
					0.223893	0.0158545
					0.220184	0.0144976
					0.218511	0.0141032
					0.211864	0.0130761
					0.223197	0.0134685
					0.215706	0.0115157
					0.221207	0.0136738
					0.211129	0.0153573
					0.221679	0.0142762
					0.220528	0.0143249
					0.216181	0.0140008
					0.223143	0.0128015
					0.220698	0.0160522
					0.216437	0.0149722
					0.220736	0.0126125
					0.215195	0.0147526
					0.215691	0.0158227
					0.22072	0.0162087
					0.220259	0.0136629
					0.217368	0.0149538
					0.215627	0.0118885
					0.218301	0.0117831
					0.212067	0.013872
					0.21732	0.0149788
					0.223987	0.0136683
					0.214134	0.0127623
					0.219722	0.0152334
					0.218841	0.0145134
					0.207098	0.0149632
					0.209295	0.0127242
					0.229775	0.01496
					0.225425	0.0169663
					0.218031	0.0136018
					0.219018	0.0145321
					0.215497	0.0150127
					0.224767	0.014167
					0.214379	0.0131337
					0.222794	0.0135668
					0.216862	0.0125694
					0.226408	0.0125768
					0.213484	0.0137574
					0.212521	0.0139144
					0.2119	0.0127815
					0.21603	0.0133836
					0.230453	0.0138525
					0.208284	0.0157144
					0.223136	0.013456
					0.221029	0.0139974
					0.214847	0.0151932
					0.213315	0.0166736
					0.221583	0.014895
					0.218113	0.0140076
					0.226395	0.0144174
					0.214685	0.0135658
					0.206394	0.0145968
					0.214131	0.011086
					0.219602	0.013562
					0.211769	0.0151877
					0.224776	0.0129906
					0.222781	0.0134822
					0.217251	0.0117779
					0.213839	0.0134407
					0.210028	0.0158394
					0.213534	0.0150089
					0.218684	0.0138788
					0.210074	0.0148241
					0.217776	0.0165364
					0.215612	0.0120211
					0.220092	0.014508
					0.219591	0.0133221
					0.220362	0.0148461
					0.223109	0.0144995
					0.220943	0.0137602
					0.215142	0.0142957
					0.218308	0.0127846
					0.216711	0.0131345
					0.214409	0.0123276
					0.226152	0.013728
					0.215023	0.0115144
					0.206272	0.0148326
					0.219257	0.0154584
					0.216573	0.0153762
					0.227148	0.0152079
					0.213981	0.0138761
					0.217644	0.015
					0.222775	0.016032
					0.208403	0.0162981
					0.21648	0.0161254
					0.214036	0.0123655
					0.230961	0.0116428
					0.223133	0.0136445
					0.214581	0.0133883
					0.212665	0.0122466
					0.213435	0.0140122
					0.229001	0.0159718
					0.211203	0.0122446
					0.22289	0.0145054
					0.22252	0.0145459
					0.218054	0.0147906
					0.216193	0.0139534
					0.215982	0.0140619
					0.218903	0.0143058
					0.220433	0.013234
					0.209244	0.0124802
					0.209942	0.0147619
					0.215745	0.015332
					0.219849	0.0153291
					0.215753	0.0148397
					0.218184	0.0143213
					0.217064	0.0145846
					0.205101	0.0149914
					0.218246	0.0140195
					0.224488	0.0145869
					0.234033	0.0121849
					0.216681	0.0126072
					0.217649	0.0173753
					0.212981	0.013915
					0.222773	0.0150726
					0.212276	0.0174841
					0.212015	0.0141461
					0.215972	0.0155198
					0.227124	0.013848
					0.215378	0.0135041
					0.220135	0.0149094
					0.216725	0.0135479
					0.210441	0.0142295
					0.209272	0.0111234
					0.217787	0.013074
					0.223039	0.0152847
					0.219315	0.0135871
					0.2201	0.0129516
					0.216782	0.0144992
					0.209995	0.0130492
					0.22566	0.0147094
					0.21677	0.0129393
					0.219537	0.0146907
					0.229272	0.0164936
					0.208969	0.0145466
					0.220911	0.0162749
					0.227557	0.011681
					0.219346	0.0145124
					0.204638	0.0166826
					0.220332	0.0153599
					0.204121	0.0153602
					0.224459	0.013762
					0.210713	0.0152523
					0.226319	0.0135809
					0.217588	0.0133744
					0.215177	0.016189
					0.220933	0.0170504
					0.215041	0.0161548
					0.224699	0.0140005
					0.21646	0.0146578
					0.218529	0.0136316
					0.209861	0.0139547
					0.220164	0.0149228
					0.215355	0.0137414
					0.222513	0.0164872
					0.217308	0.0152322
					0.217792	0.0113404
					0.215801	0.0123533
					0.2154	0.0132905
					0.215762	0.0111855
					0.222463	0.0159023
					0.217598	0.0167586
					0.215949	0.0124576
					0.226509	0.0133387
					0.217906	0.0120538
					0.210407	0.0135932
					0.217479	0.0151236
					0.22016	0.0131771
					0.215731	0.0136012
					0.216945	0.014308
					0.218815	0.012215
					0.213074	0.0142276
					0.216365	0.0133733
					0.212075	0.0154413
					0.225686	0.0129839
					0.216645	0.0112582
					0.220436	0.0132125
					0.214753	0.0137611
					0.221645	0.0120307
					0.21437	0.0133897
					0.214825	0.0127038
					0.215701	0.0115312
					0.222539	0.0136515
					0.218583	0.0144248
					0.222725	0.0156495
					0.220758	0.0134847
					0.213327	0.0142839
					0.219595	0.013495
					0.218755	0.0140315
					0.230289	0.0139282
					0.22307	0.0150023
					0.211184	0.0157708
					0.218844	0.0123818
					0.208902	0.013302
					0.217564	0.0131859
					0.222011	0.0120861
					0.215357	0.0114495
					0.216118	0.0136912
					0.211243	0.0137488
					0.218092	0.0133912
					0.222809	0.0164743
					0.213111	0.0130687
					0.215522	0.0162959
					0.218141	0.0128471
					0.215704	0.013367
					0.218592	0.0154633
					0.223555	0.0145354
					0.219476	0.0142642
					0.223993	0.0156275
					0.220046	0.0129537
					0.215656	0.0122249
					0.218335	0.0127396
					0.2199	0.0129808
					0.229707	0.0141865
					0.223403	0.0126851
					0.216341	0.0129389
					0.22618	0.0138052
					0.214761	0.0149798
					0.219856	0.0147726
					0.209909	0.0138484
					0.224455	0.0141662
					0.221657	0.0183858
					0.220855	0.0145107
					0.215772	0.0154684
					0.219878	0.0166423
					0.20739	0.0140686
					0.217135	0.0152359
					0.215011	0.0123145
					0.219664	0.0156251
					0.215982	0.0140854
					0.212456	0.0134969
					0.211723	0.0150828
					0.221898	0.0143981
					0.211822	0.0115325
					0.21237	0.0152429
					0.22261	0.0150663
					0.219393	0.013755
					0.226163	0.014883
					0.215551	0.0150409
					0.206238	0.0146133
					0.221451	0.016203
					0.220843	0.014497
					0.222156	0.0142085
					0.226819	0.0124936
					0.220395	0.0125561
					0.225811	0.0136728
					0.209414	0.015422
					0.215664	0.0126035
					0.218113	0.0138786
					0.219123	0.0130555
					0.217001	0.0156074
					0.214478	0.0145508
					0.218734	0.0136522
					0.21991	0.0146874
					0.220853	0.0159982
					0.223286	0.0139906
					0.216841	0.0125021
					0.220047	0.0134614
					0.215451	0.0163179
					0.216494	0.0148996
					0.212811	0.0127344
					0.223794	0.0129705
					0.214353	0.0129439
					0.227048	0.0149168
					0.21192	0.014061
					0.224604	0.0152213
					0.221829	0.0131909
					0.211227	0.0132545
					0.224644	0.0142226
					0.221416	0.0129371
					0.22332	0.0130853
					0.220562	0.0144539
					0.223354	0.0142722
					0.218464	0.0132679
					0.212666	0.0119705
					0.211686	0.0120884
					0.212634	0.0127545
					0.225586	0.0148647
					0.218228	0.0138281
					0.211693	0.0144854
					0.22039	0.0138054
					0.223049	0.0156083
					0.218662	0.0126059
					0.219946	0.0137776
					0.218111	0.00939843
					0.207918	0.0156441
					0.205928	0.0140474
					0.21936	0.0138835
					0.214048	0.0130422
					0.213851	0.0148847
					0.224932	0.0165396
					0.21376	0.0136482
					0.21625	0.0131668
					0.215464	0.0143675
					0.21633	0.0152434
					0.216514	0.0128222
					0.216691	0.0132355
					0.207773	0.0150538
					0.221965	0.013032
					0.213976	0.014473
					0.217475	0.0145184
					0.219817	0.0142254
					0.223379	0.0149354
					0.22853	0.0145498
					0.218716	0.0129315
					0.21643	0.0144122
					0.218237	0.0146485
					0.212926	0.0107492
					0.216069	0.0122424
					0.221625	0.0158032
					0.219167	0.0174709
					0.213327	0.0126992
					0.21478	0.0157648
					0.222208	0.0145867
					0.228524	0.0132325
					0.226468	0.0171907
					0.218493	0.0147371
					0.212084	0.0162472
					0.220896	0.0140423
					0.226564	0.0154029
					0.231871	0.0131008
					0.221996	0.0121344
					0.217984	0.0144101
					0.221142	0.0128278
					0.222581	0.0148389
					0.223548	0.0149568
					0.216833	0.0172689
					0.216502	0.0120613
					0.218723	0.0140633
					0.216899	0.0144398
					0.2176	0.0133565
					0.222965	0.0143852
					0.213642	0.0179696
					0.209013	0.0151777
					0.22443	0.0130526
					0.223803	0.0150342
					0.211794	0.0133515
					0.2128	0.0152078
					0.222597	0.0149447
					0.207909	0.0154078
					0.211492	0.0132932
					0.209662	0.0141441
					0.220786	0.0125296
					0.206901	0.0133179
					0.219312	0.0143809
					0.217625	0.0164201
					0.225925	0.0115646
					0.218977	0.0140385
					0.20989	0.0142371
					0.228318	0.0145048
					0.22385	0.0144668
					0.215301	0.016003
					0.215664	0.0156727
					0.212739	0.0149007
					0.216941	0.0157561
					0.223892	0.0123584
					0.222299	0.0137433
					0.219492	0.0145724
					0.210936	0.015035
					0.222908	0.0146619
					0.221013	0.0135447
					0.213027	0.0129163
					0.211941	0.0140174
					0.209639	0.0151624
					0.219132	0.0128109
					0.215448	0.015587
					0.22194	0.0134249
					0.214793	0.0152976
					0.207396	0.0134587
					0.217712	0.014482
					0.210087	0.0121103
					0.210269	0.0140955
					0.21239	0.0141426
					0.220369	0.0138879
					0.216514	0.0128748
					0.211987	0.0143319
					0.223641	0.0116254
					0.216187	0.0147154
					0.21749	0.014167
					0.225109	0.0132578
					0.219524	0.0149242
					0.222199	0.014131
					0.221096	0.0142058
					0.211471	0.0135361
					0.200716	0.015982
					0.217861	0.0124596
					0.217515	0.0153274
					0.219079	0.0139992
					0.219838	0.0145908
					0.222414	0.0143723
					0.224102	0.0142235
					0.218594	0.0157432
					0.215802	0.0140807
					0.223104	0.0143521
					0.222082	0.0160763
					0.217692	0.0147673
					0.223148	0.015682
					0.209061	0.0153769
					0.218592	0.01488
					0.211812	0.0167998
					0.210059	0.015446
					0.221531	0.0134412
					0.217573	0.0170159
					0.218917	0.0158549
					0.223979	0.0138972
					0.220497	0.0138515
					0.213475	0.0163312
					0.230457	0.0146117
					0.207032	0.011791
					0.214491	0.0150737
					0.222124	0.0134751
					0.211365	0.0173298
					0.215843	0.0147103
					0.22392	0.0139582
					0.220532	0.0137321
					0.215687	0.0148714
					0.217047	0.0152996
					0.208011	0.0150986
					0.220098	0.0144877
					0.224678	0.0141281
					0.218469	0.0145223
					0.215372	0.0129923
					0.214273	0.0142709
					0.220548	0.0164324
					0.21575	0.0141694
					0.212003	0.013305
					0.215299	0.0156577
					0.219855	0.0135964
					0.220232	0.0154746
					0.221221	0.0138355
					0.21979	0.0142669
					0.226374	0.0135282
					0.215215	0.0148945
					0.218627	0.0118454
					0.215637	0.0120517
					0.218038	0.011878
					0.217775	0.0158278
					0.212768	0.0127203
					0.220131	0.0165275
					0.220212	0.0138812
					0.213116	0.0129941
					0.219864	0.0123045
					0.216926	0.0132318
					0.222588	0.0144191
					0.211222	0.0148392
					0.221809	0.014688
					0.22219	0.0133706
					0.215135	0.0144219
					0.211417	0.0140536
					0.220126	0.013096
					0.216899	0.0129798
					0.216925	0.0134283
					0.222575	0.0127421
					0.214894	0.0120059
					0.227881	0.0128697
					0.21901	0.0159506
					0.216929	0.0143887
					0.219178	0.0156543
					0.226054	0.0157834
					0.21638	0.0123581
					0.215999	0.0140556
					0.213775	0.0129752
					0.213538	0.0125655
					0.21476	0.0132523
					0.216299	0.015721
					0.218416	0.0127432
					0.210671	0.0142495
					0.211741	0.0162802
					0.216669	0.0131294
					0.220366	0.0167665
					0.21504	0.0145913
					0.211353	0.0153824
					0.220916	0.0148032
					0.221561	0.0159595
					0.226607	0.014132
					0.216	0.0142548
					0.219258	0.0142127
					0.21867	0.0160422
					0.219457	0.015646
					0.215562	0.0129482
					0.222192	0.012804
					0.207918	0.0145189
					0.22248	0.0137603
					0.211534	0.0135836
					0.229231	0.0134073
					0.227415	0.0139318
					0.2144	0.012843
					0.214762	0.0164068
					0.218716	0.014159
					0.206918	0.0165029
					0.216418	0.0160214
					0.213188	0.0141255
					0.209612	0.0147407
					0.21508	0.0153107
					0.222089	0.0140404
					0.218627	0.0149129
					0.225909	0.0150772
					0.209756	0.0138657
					0.212132	0.0110596
					0.219803	0.0156194
					0.221344	0.0149484
					0.225113	0.0143534
					0.217397	0.012441
					0.218592	0.013517
					0.218765	0.0134045
					0.209589	0.0116376
					0.212986	0.0132693
					0.218113	0.0147292
					0.216095	0.0132129
					0.216491	0.0130107
					0.232788	0.0157783
					0.216701	0.0150709
					0.214415	0.0135221
					0.215832	0.0146279
					0.237704	0.0152288
					0.211465	0.0143402
					0.220949	0.014784
					0.205359	0.0109896
					0.220273	0.0146348
					0.217441	0.0120698
					0.210429	0.012287
					0.220323	0.0125425
					0.223259	0.0139884
					0.215175	0.0136536
					0.223536	0.0138987
					0.212816	0.0138319
					0.221979	0.0147164
					0.224999	0.0136669
					0.222849	0.0165019
					0.220718	0.0127695
					0.212666	0.0134739
					0.214893	0.0152508
					0.21488	0.0111795
					0.210022	0.014747
					0.22086	0.0139875
					0.214563	0.0128653
					0.211387	0.0146645
					0.219647	0.0132094
					0.211429	0.0133605
					0.216348	0.0139055
					0.214002	0.014396
					0.218103	0.0130608
					0.22034	0.0135697
					0.209429	0.0126769
					0.223409	0.0156276
					0.222221	0.0150771
					0.219122	0.0130817
					0.215429	0.0149855
					0.222967	0.0139072
					0.215041	0.01474
					0.228407	0.0128708
					0.22027	0.0143627
					0.231542	0.0155008
					0.213235	0.0136552
					0.225631	0.0129179
					0.222539	0.014676
					0.217605	0.0149426
					0.227746	0.0139032
					0.206649	0.0146709
					0.228685	0.0152051
					0.220548	0.0131567
					0.215214	0.0117396
					0.216676	0.0174845
					0.209636	0.0176779
					0.21291	0.01496
					0.217199	0.014199
					0.220486	0.0146627
					0.21505	0.0158977
					0.220985	0.0177257
					0.216769	0.0153188
					0.214963	0.013226
					0.216401	0.0154281
					0.222657	0.0129846
					0.218938	0.0126725
					0.216666	0.0160515
					0.222627	0.0139991
					0.221753	0.0126774
					0.208453	0.0160539
					0.210681	0.0146217
					0.217433	0.0155086
					0.216237	0.0135117
					0.216342	0.016438
					0.227425	0.0138613
					0.214665	0.014632
					0.221242	0.0123474
					0.221355	0.014286
					0.212514	0.0156538
					0.223889	0.0147637
					0.213264	0.0133449
					0.212731	0.0134525
					0.225397	0.0156824
					0.227278	0.0135569
					0.217674	0.0154569
					0.228103	0.0130439
					0.221111	0.0144234
					0.215189	0.0146619
					0.221694	0.0150229
					0.212697	0.0137451
					0.219944	0.0143885
					0.2212	0.0142049
					0.214826	0.0141917
					0.211769	0.016087
					0.219525	0.0118137
					0.216426	0.0135284
					0.216433	0.0143507
					0.218703	0.013186
					0.216089	0.0131793
					0.220468	0.0136831
					0.213884	0.0130551
					0.209954	0.0125095
					0.218792	0.0115631
					0.228821	0.0162954
					0.218979	0.0119445
					0.213376	0.0155844
					0.215285	0.0135379
					0.212554	0.0144644
					0.216727	0.0156075
					0.209359	0.014562
					0.215728	0.0152067
					0.217424	0.0123395
					0.213271	0.0150072
					0.214458	0.0131953
					0.213525	0.0153975
					0.213876	0.0156158
					0.21411	0.0137511
					0.218112	0.0125955
					0.214258	0.0131308
					0.213011	0.0149998
					0.218368	0.0134642
					0.214825	0.0133978
					0.22086	0.0131962
					0.214944	0.0164366
					0.222667	0.0161865
					0.218349	0.0159092
					0.207904	0.014889
					0.218776	0.0163127
					0.213685	0.0156775
					0.217676	0.0142795
					0.217025	0.0150517
					0.215693	0.0147017
					0.215279	0.0154049
					0.220133	0.0169079
					0.222569	0.0158766
					0.210048	0.0122965
					0.209453	0.0148379
					0.216456	0.0145292
					0.226152	0.0136461
					0.211354	0.013553
					0.22146	0.0133982
					0.217414	0.0139382
					0.224629	0.0145852
					0.22115	0.0148967
					0.218551	0.0137639
					0.220317	0.0169612
					0.211172	0.0164658
					0.211675	0.0159333
					0.21459	0.0156895
					0.22784	0.0128789
					0.222886	0.0144279
					0.232767	0.0145435
					0.212925	0.0140477
					0.225436	0.0148628
					0.221502	0.0132525
					0.214174	0.0131297
					0.213778	0.0145798
					0.218589	0.0140226
					0.215567	0.0139456
					0.227899	0.0164478
					0.21208	0.0134812
					0.215487	0.0128732
					0.222267	0.0135302
					0.21919	0.0138994
					0.215955	0.0152626
					0.227321	0.015786
					0.223932	0.0136463
					0.224273	0.0156435
					0.216542	0.0147255
					0.226205	0.0135066
					0.224302	0.0165878
					0.220295	0.0130996
					0.21706	0.013968
					0.214017	0.0139066
					0.216847	0.0136513
					0.224428	0.0164638
					0.221313	0.0133263
					0.205305	0.0151112
					0.212679	0.0155806
					0.229513	0.0130646
					0.214983	0.0153235
					0.222758	0.0144825
					0.219193	0.0157146
					0.211111	0.0152547
					0.208519	0.0141151
					0.221135	0.0132105
					0.218565	0.0137016
					0.217889	0.0147897
					0.216346	0.0125514
					0.211483	0.0128971
					0.21246	0.0137886
					0.218484	0.011185
					0.218508	0.0144035
					0.22602	0.0134571
					0.206895	0.0121741
					0.223079	0.0149572
					0.213739	0.0132094
					0.223477	0.0148195
					0.210884	0.0129827
					0.212114	0.0145403
					0.224195	0.0150685
					0.214898	0.0155488
					0.215432	0.0149625
					0.221204	0.0155765
					0.216736	0.0151205
					0.2257	0.0125944
					0.210238	0.0109634
					0.208781	0.0156124
					0.222689	0.0130725
					0.215383	0.011726
					0.209737	0.0141973
					0.211902	0.0144066
					0.213759	0.014889
					0.219071	0.0127595
					0.231287	0.0155254
					0.222853	0.0148014
					0.222721	0.014213
					0.211361	0.0151196
					0.209708	0.0118007
					0.219726	0.0147561
					0.211418	0.0139655
					0.224719	0.0147328
					0.215621	0.0143869
					0.224476	0.0140899
					0.219264	0.0153487
					0.222329	0.0144532
					0.217747	0.0149312
					0.220121	0.0149097
					0.219765	0.0134676
					0.21836	0.013955
					0.217093	0.0138667
					0.223585	0.0139608
					0.229057	0.0136127
					0.208636	0.0151456
					0.216343	0.0133748
					0.219054	0.0135171
					0.225407	0.0156635
					0.210718	0.0147826
					0.211028	0.0147402
					0.211703	0.0136142
					0.224398	0.0163432
					0.216522	0.0156315
					0.219815	0.0134744
					0.222537	0.0146478
					0.213645	0.0160409
					0.216115	0.0146262
					0.209088	0.0150016
					0.217299	0.0146119
					0.221578	0.015981
					0.21804	0.0160566
					0.19992	0.0157068
					0.211908	0.0110836
					0.227308	0.0152203
					0.221328	0.0128833
					0.208489	0.014923
					0.223075	0.0150339
					0.214739	0.0134184
					0.213921	0.0146815
					0.217012	0.0135263
					0.222547	0.014278
					0.233514	0.0131779
					0.217039	0.0134129
					0.209374	0.0154708
					0.215601	0.014717
					0.224924	0.0143749
					0.222261	0.0132565
					0.219715	0.0131455
					0.219663	0.0147709
					0.213016	0.0141943
					0.219141	0.0134309
					0.232973	0.01285
					0.224433	0.0135366
					0.217611	0.0136596
					0.219724	0.0143488
					0.208973	0.0122579
					0.216184	0.013996
					0.216819	0.0138678
					0.214982	0.013629
					0.215703	0.0109284
					0.218405	0.0116002
					0.214693	0.0134235
					0.218888	0.0146987
					0.220581	0.0125782
					0.22105	0.0128333
					0.221265	0.0146448
					0.215116	0.0127022
					0.214336	0.0160379
					0.225383	0.0134673
					0.214875	0.0146829
					0.215467	0.0158348
					0.220021	0.0142753
					0.21695	0.0129863
					0.213229	0.0154938
					0.215529	0.0139517
					0.221354	0.0155979
					0.20663	0.0162511
					0.215308	0.0140546
					0.220174	0.0144146
					0.224911	0.0127653
					0.211077	0.0107629
					0.210751	0.0153799
					0.227072	0.0150039
					0.220932	0.0150707
					0.212991	0.0141611
					0.221701	0.0112148
					0.219836	0.0157356
					0.222498	0.0138911
					0.209783	0.0143295
					0.216527	0.0158534
					0.223018	0.0157942
					0.217111	0.0149686
					0.205456	0.0141166
					0.217324	0.0137753
					0.20959	0.0144746
					0.213193	0.0128149
					0.214138	0.0153572
					0.214442	0.0153053
					0.213468	0.0147596
					0.21254	0.0155202
					0.210179	0.0145476
					0.210899	0.0152292
					0.219666	0.0148721
					0.22059	0.0126012
					0.209368	0.0141557
					0.212161	0.0146824
					0.223924	0.0148554
					0.214311	0.0151929
					0.226469	0.0128428
					0.221521	0.0149239
					0.217152	0.013517
					0.209452	0.0122325
					0.225295	0.0151091
					0.224232	0.0155684
					0.205795	0.0156414
					0.21101	0.0119717
					0.212051	0.0130682
					0.217476	0.0139042
					0.210716	0.0155003
					0.21754	0.0159185
					0.207927	0.0152668
					0.227582	0.0180621
					0.216546	0.0145084
					0.224199	0.0140722
					0.207793	0.0136658
					0.21547	0.0152234
					0.218451	0.0156915
					0.210159	0.0149693
					0.217548	0.0129576
					0.212279	0.0162465
					0.209448	0.0159603
					0.228339	0.0136713
					0.205959	0.0151835
					0.219667	0.0121564
					0.220999	0.0130167
					0.215346	0.0160877
					0.227145	0.0143047
					0.208707	0.0153252
					0.213469	0.0169382
					0.219049	0.0174654
					0.214785	0.0166725
					0.217389	0.0154315
					0.239156	0.0158796
					0.229432	0.013029
					0.218317	0.0130516
					0.215571	0.0114796
					0.215647	0.0120672
					0.216654	0.0132696
					0.222645	0.0139576
					0.206039	0.0144742
					0.208943	0.0140367
					0.220208	0.0123292
					0.21729	0.0141644
					0.215126	0.0138745
					0.217806	0.0154439
					0.226237	0.0131587
					0.222046	0.0144103
					0.2218	0.012907
					0.215195	0.0144998
					0.219629	0.0161226
					0.212106	0.0162595
					0.220348	0.0137058
					0.2072	0.0125046
					0.221336	0.0177606
					0.222461	0.015752
					0.220674	0.0135708
					0.208396	0.0103436
					0.215266	0.0137302
					0.212407	0.0150617
					0.222036	0.0138816
					0.2082	0.0157596
					0.21188	0.0135159
					0.21877	0.0149767
					0.218465	0.015653
					0.216785	0.0154246
					0.215031	0.0139723
					0.224861	0.0132039
					0.221035	0.0146737
					0.209167	0.0170491
					0.215337	0.0126935
					0.226738	0.0140636
					0.20944	0.0131013
					0.214979	0.0135208
					0.224788	0.0137383
					0.216986	0.0160639
					0.213427	0.0131764
					0.223624	0.0136772
					0.220725	0.0162429
					0.208951	0.0138784
					0.212925	0.0138733
					0.219275	0.0141077
					0.21507	0.0136473
					0.219004	0.0132136
					0.216182	0.0126803
					0.212748	0.0142876
					0.221826	0.0135757
					0.209856	0.0146643
					0.215838	0.0134328
					0.215272	0.0133932
					0.223923	0.0121649
					0.222351	0.0129204
					0.226925	0.0133098
					0.215486	0.0136651
					0.220094	0.0150415
					0.233269	0.0139872
					0.219712	0.0142007
					0.215128	0.0139293
					0.217133	0.0130418
					0.221292	0.0139011
					0.228575	0.0145583
					0.212634	0.013447
					0.213662	0.0147603
					0.219072	0.016324
					0.220879	0.0130501
					0.215183	0.0135783
					0.207501	0.0151503
					0.216215	0.0140997
					0.21814	0.0113427
					0.215342	0.0158959
					0.223382	0.013348
					0.221221	0.0135995
					0.216001	0.0142966
					0.224018	0.0127933
					0.216385	0.0137708
					0.228385	0.0163615
					0.218482	0.012487
					0.222302	0.0150177
					0.222431	0.016729
					0.224921	0.0158892
					0.218283	0.0140905
					0.225106	0.0161507
					0.218091	0.0133041
					0.225308	0.0156824
					0.228483	0.0144028
					0.218925	0.0174981
					0.220204	0.0139378
					0.219218	0.0147875
					0.213988	0.0126748
					0.217131	0.0118703
					0.205827	0.0140363
					0.220626	0.0130924
					0.214532	0.014138
					0.218179	0.015896
					0.218423	0.015751
					0.222358	0.0144471
					0.214986	0.0161869
					0.229848	0.0167249
					0.224288	0.0135216
					0.222261	0.0158653
					0.205184	0.0134524
					0.222918	0.0143843
					0.229493	0.013967
					0.214465	0.0137408
					0.230094	0.0118364
					0.222987	0.0155718
					0.211794	0.0119291
					0.216652	0.0148253
					0.214784	0.0139002
					0.218113	0.0136196
					0.221123	0.0167355
					0.215836	0.0144315
					0.20339	0.015533
					0.226597	0.0155183
					0.223631	0.0150361
					0.213832	0.0150194
					0.206826	0.0121001
					0.213049	0.0152851
					0.217669	0.013753
					0.223263	0.0140557
					0.220452	0.0140285
					0.221293	0.0146778
					0.225751	0.0149779
					0.219925	0.0152967
					0.221507	0.0156607
					0.212694	0.0131084
					0.219878	0.0129747
					0.220302	0.0156392
					0.21939	0.0127256
					0.227961	0.0153235
					0.214434	0.0122384
					0.223015	0.0130817
					0.224371	0.0142347
					0.212623	0.0129698
					0.211029	0.0154684
					0.225643	0.0159364
					0.207996	0.0159487
					0.223722	0.0133792
					0.220962	0.0152271
					0.219762	0.0163836
					0.214002	0.0147051
					0.228326	0.0152087
					0.223275	0.0140274
					0.224829	0.015245
					0.217948	0.0129478
					0.213768	0.0145846
					0.217077	0.0165382
					0.221443	0.0136086
					0.215652	0.0116566
					0.219174	0.0175233
					0.220709	0.0160506
					0.217635	0.0143521
					0.213365	0.0146986
					0.213196	0.0146707
					0.221137	0.0136483
					0.206369	0.0131563
					0.211501	0.0139876
					0.211783	0.0138532
					0.212118	0.0167222
					0.221217	0.0151473
					0.213557	0.0137736
					0.216869	0.0130708
					0.223642	0.0127144
					0.215613	0.013863
					0.223301	0.0139351
					0.223707	0.0143153
					0.221661	0.0152408
					0.205315	0.0126695
					0.213379	0.0157618
					0.220024	0.0131094
					0.213664	0.0132237
					0.217776	0.0143754
					0.220026	0.0142245
					0.217466	0.0137862
					0.211345	0.0154706
					0.231893	0.0157773
					0.208309	0.0126285
					0.207395	0.0140231
					0.222912	0.0162172
					0.219817	0.0151043
					0.21147	0.0139958
					0.208565	0.0102804
					0.210178	0.0124196
					0.215772	0.0142547
					0.216182	0.0143812
					0.217908	0.0146778
					0.222752	0.0148922
					0.222846	0.0135678
					0.215475	0.0140169
					0.225015	0.0145312
