cur1_63	cur1_64	cur1_65	cur1_66	cur1_67	jlap1_63	jlap1_64	jlap1_65	jlap1_66	jlap1_67	rp5462	rp6367	rp6878	sub	sub3	tbasej3
-0.00622463	-0.00348354	-0.0059709	-0.00535205	-0.0068205	0.0550995	0.08055	0.119774	0.165324	0.306201						
-0.00652529	-0.00552462	-0.00641295	-0.00307517	-0.00299117	0.0522001	0.0857968	0.108671	0.164342	0.327545						
-0.0055412	-0.00570298	-0.00675425	-0.00488803	-0.0070983	0.0632549	0.0814163	0.109884	0.167264	0.308953						
-0.00473792	-0.00496237	-0.00555314	-0.00653682	-0.00655425	0.0550387	0.085508	0.116036	0.158019	0.320486						
-0.00386529	-0.00683642	-0.00507868	-0.00585034	-0.00420827	0.051335	0.0773859	0.118795	0.169307	0.323458						
-0.00685226	-0.00482546	-0.00718898	-0.00273859	-0.00351693	0.0653387	0.0768602	0.107646	0.153058	0.319939						
-0.0064808	-0.00435855	-0.00424863	-0.0022354	-0.00600032	0.0507015	0.0784911	0.114732	0.179256	0.312837						
-0.00323822	-0.00503216	-0.00261112	-0.00466048	-0.00295937	0.0512749	0.0763794	0.104421	0.156983	0.317806						
-0.00424182	-0.00640519	-0.00542091	-0.00550429	-0.00634975	0.0516043	0.0893936	0.122944	0.158681	0.310623						
-0.00423253	-0.00459186	-0.00564026	-0.00421864	-0.00842753	0.0581804	0.0776219	0.122651	0.162655	0.307022						
-0.00586394	-0.00478053	-0.00802162	-0.00537917	-0.00651644	0.0504395	0.0842846	0.122365	0.163337	0.311131						
-0.00441494	-0.00533951	-0.00550654	-0.00604732	-0.0059347	0.0589538	0.0861987	0.116265	0.171238	0.322307						
-0.00781109	-0.00638726	-0.00657408	-0.00519476	-0.00453432	0.0635957	0.0704225	0.110465	0.157179	0.313967						
-0.0068627	-0.00762772	-0.00513602	-0.00672142	-0.00733922	0.05343	0.0750115	0.124609	0.160356	0.318009						
-0.00507086	-0.00584715	-0.00620002	-0.00542238	-0.00467367	0.0484603	0.0919058	0.109728	0.178386	0.309226						
-0.00433217	-0.00570958	-0.00602009	-0.0064224	-0.00478083	0.0474994	0.0758358	0.108662	0.160639	0.32672						
-0.00586785	-0.00520613	-0.0048691	-0.00649938	-0.00462665	0.0504895	0.0790012	0.11467	0.160312	0.320543						
-0.00529026	-0.00487109	-0.00781069	-0.00695615	-0.00608272	0.0564318	0.0933288	0.114016	0.163296	0.313279						
-0.00515241	-0.00510693	-0.00456362	-0.00661289	-0.00542426	0.0596051	0.0803709	0.117565	0.164511	0.309614						
-0.0064835	-0.00353934	-0.00779444	-0.00477861	-0.00389917	0.0534922	0.0834623	0.115618	0.169263	0.334366						
-0.00613129	-0.00696315	-0.00448349	-0.00390894	-0.00709759	0.0568237	0.0849461	0.109023	0.1756	0.310157						
-0.00422255	-0.00666265	-0.00455906	-0.00426433	-0.00414175	0.0596104	0.0747893	0.121116	0.16399	0.324456						
-0.00615157	-0.00326793	-0.00423485	-0.00607225	-0.00361906	0.0561197	0.0805487	0.122705	0.149059	0.324761						
-0.00562388	-0.00630032	-0.00416512	-0.00663605	-0.00432905	0.0584435	0.0774622	0.106939	0.159794	0.304018						
-0.00765659	-0.00566562	-0.00619462	-0.00706096	-0.00490647	0.0533039	0.0719957	0.116353	0.15765	0.313091						
-0.00450592	-0.00482705	-0.00367139	-0.00482844	-0.00432409	0.0541987	0.0761564	0.119934	0.17066	0.315124						
-0.00654919	-0.00466253	-0.00698315	-0.00252736	-0.00521134	0.062468	0.0741775	0.107909	0.168197	0.328198						
-0.00536758	-0.0060811	-0.00412965	-0.00698821	-0.00576276	0.0584875	0.0793927	0.105904	0.158632	0.328053						
-0.0075477	-0.00443483	-0.0062109	-0.00363247	-0.00602152	0.0649501	0.0797733	0.108491	0.161568	0.322507						
-0.00665817	-0.00444694	-0.00550746	-0.00442782	-0.0038259	0.0520295	0.0814891	0.115215	0.159836	0.332604						
-0.00472331	-0.00548306	-0.00292132	-0.00517686	-0.00728054	0.0613114	0.0785549	0.123004	0.167051	0.324665						
-0.00855706	-0.00671392	-0.00647593	-0.00404775	-0.00466791	0.0536674	0.0800425	0.113506	0.164674	0.323099						
-0.00661605	-0.00729696	-0.00433094	-0.00534198	-0.00571604	0.0495582	0.0783161	0.115952	0.14382	0.312732						
-0.00570655	-0.003662	-0.00596966	-0.00717835	-0.00671721	0.0491657	0.078365	0.122535	0.171161	0.326265						
-0.00489204	-0.00520999	-0.00487621	-0.00345214	-0.00493699	0.0616351	0.0811172	0.11062	0.158164	0.321357						
-0.00497955	-0.00572338	-0.00609995	-0.00677356	-0.00560414	0.0546384	0.0761462	0.110942	0.167446	0.312331						
-0.00701151	-0.00444212	-0.00547175	-0.00440226	-0.00552986	0.0562264	0.0732838	0.115178	0.15971	0.322733						
-0.00756111	-0.00459817	-0.00559248	-0.00544546	-0.00594447	0.0527312	0.0822559	0.120028	0.159873	0.306855						
-0.00439756	-0.00410859	-0.00673653	-0.0047347	-0.00499853	0.0579475	0.085157	0.124166	0.168251	0.327992						
-0.00335124	-0.00562309	-0.00633074	-0.00606719	-0.00624429	0.0493655	0.0853596	0.113098	0.160484	0.317069						
-0.00501265	-0.00513409	-0.00353475	-0.00591717	-0.00556734	0.0584279	0.0783991	0.111719	0.16271	0.314395						
-0.00544436	-0.00393942	-0.00742295	-0.00426605	-0.0070383	0.0577546	0.0799889	0.11519	0.170321	0.303968						
-0.00609003	-0.00751256	-0.00680598	-0.00492744	-0.00620032	0.0618183	0.0749478	0.108353	0.152588	0.307156						
-0.00546823	-0.00496369	-0.00439024	-0.0059736	-0.00347118	0.0513787	0.0911943	0.108135	0.170303	0.323742						
-0.00449542	-0.00517456	-0.00486378	-0.00555713	-0.00581763	0.0464599	0.0837497	0.110682	0.151451	0.319726						
-0.00545194	-0.00409704	-0.00578161	-0.0051038	-0.0037087	0.0571876	0.0903181	0.116702	0.160998	0.325707						
-0.00522013	-0.00444204	-0.0048956	-0.00479054	-0.00297808	0.0552712	0.0812221	0.115489	0.172395	0.321168						
-0.00448661	-0.00584048	-0.00382102	-0.00409509	-0.00561321	0.0519793	0.0818966	0.108877	0.150225	0.303033						
-0.00581058	-0.00515967	-0.00499395	-0.00737974	-0.00560443	0.0611201	0.068651	0.116009	0.16987	0.315753						
-0.00600729	-0.00446675	-0.00493081	-0.00334498	-0.00439045	0.056146	0.0789962	0.115734	0.167371	0.307119						
-0.00419891	-0.00706261	-0.00475165	-0.00647931	-0.00733801	0.045646	0.0749097	0.0983336	0.158448	0.311546						
-0.00520332	-0.00387711	-0.00331815	-0.00510857	-0.00540593	0.0583823	0.071558	0.114137	0.159205	0.314848						
-0.00321472	-0.00539273	-0.00332655	-0.00576313	-0.00521903	0.0550948	0.0897321	0.11336	0.159226	0.311935						
-0.00657328	-0.00556138	-0.00435499	-0.00624343	-0.00448294	0.0542224	0.0730294	0.108211	0.162602	0.321266						
-0.0043194	-0.00407191	-0.00430359	-0.00668577	-0.00585588	0.05688	0.072546	0.104	0.162046	0.333077						
-0.00573082	-0.00611934	-0.0076564	-0.00369985	-0.00426658	0.055416	0.077703	0.106772	0.164015	0.325582						
-0.00615608	-0.00650085	-0.00753386	-0.00593288	-0.00519478	0.0494993	0.0771084	0.118533	0.16009	0.324377						
-0.00534986	-0.005908	-0.00474376	-0.00739061	-0.00394219	0.0645684	0.078364	0.117966	0.166226	0.327437						
-0.0072861	-0.00674517	-0.00292947	-0.00316747	-0.00598503	0.0595757	0.0734017	0.103199	0.16052	0.307306						
-0.00476556	-0.0053254	-0.00518727	-0.00700652	-0.00584241	0.0566056	0.0698952	0.10715	0.152267	0.314907						
-0.00578809	-0.0061143	-0.00510033	-0.00665675	-0.00654803	0.0541797	0.0861366	0.109266	0.157516	0.328834						
-0.00492772	-0.00657622	-0.00625248	-0.00556594	-0.00608525	0.0611644	0.0754164	0.121152	0.148077	0.317285						
-0.00539818	-0.00437983	-0.00656668	-0.00561252	-0.00459831	0.0617539	0.0948265	0.112152	0.160556	0.314726						
-0.00240651	-0.00504276	-0.00525658	-0.00555448	-0.00425025	0.0602402	0.0757222	0.120409	0.164119	0.3189						
-0.00697545	-0.00450157	-0.00741719	-0.00730688	-0.0063984	0.0464606	0.0696918	0.11056	0.157692	0.31077						
-0.00654354	-0.00455376	-0.00555554	-0.00571736	-0.00383807	0.0561543	0.0702499	0.103411	0.167245	0.299732						
-0.00675958	-0.00540994	-0.00239037	-0.00814676	-0.00494499	0.0585795	0.0776992	0.114799	0.147433	0.307196						
-0.0053593	-0.00520248	-0.00521991	-0.00678559	-0.00759194	0.0502399	0.0762899	0.111539	0.156057	0.307008						
-0.00559131	-0.00728403	-0.008721	-0.00720375	-0.00460704	0.062198	0.0730354	0.113871	0.159703	0.321941						
-0.00428868	-0.0040958	-0.00272301	-0.00741138	-0.00552393	0.0559665	0.0902531	0.120907	0.150866	0.314774						
-0.00899927	-0.00700881	-0.00694711	-0.00233672	-0.00342335	0.0530982	0.0766884	0.114719	0.160599	0.317247						
-0.00330967	-0.00563693	-0.00533177	-0.00590842	-0.00381842	0.0576212	0.0807464	0.125675	0.169183	0.30871						
-0.00648139	-0.00533264	-0.0056757	-0.00526431	-0.00612625	0.0592309	0.077812	0.119141	0.160152	0.311953						
-0.00654659	-0.00761468	-0.00594507	-0.00458755	-0.00365707	0.0507905	0.0783013	0.109646	0.156849	0.314957						
-0.00747705	-0.00319826	-0.00743746	-0.00564897	-0.00421952	0.0540682	0.074071	0.109203	0.153911	0.313012						
-0.00435567	-0.00466899	-0.0052025	-0.00599384	-0.0040328	0.0433398	0.0816339	0.119098	0.160192	0.320841						
-0.00484986	-0.00452188	-0.00574876	-0.00475951	-0.00412004	0.0633262	0.0811287	0.120925	0.164094	0.304816						
-0.00401891	-0.00550711	-0.00615787	-0.00515902	-0.00644387	0.0444814	0.0793517	0.114481	0.148873	0.311828						
-0.00629596	-0.00671402	-0.00554711	-0.00390384	-0.00533801	0.0602336	0.0842781	0.120009	0.159328	0.303212						
-0.00546044	-0.0054523	-0.00612977	-0.00508589	-0.00556541	0.0500901	0.0742164	0.113691	0.170922	0.311184						
-0.00344918	-0.00587739	-0.00609593	-0.0067025	-0.00572364	0.0633017	0.0827	0.102249	0.159789	0.32421						
-0.00554329	-0.00748075	-0.00381113	-0.0054361	-0.00454251	0.0479166	0.0742591	0.121039	0.154876	0.323319						
-0.00687325	-0.00476544	-0.0040357	-0.00729302	-0.00609917	0.0654756	0.0880056	0.110804	0.163179	0.32112						
-0.00569167	-0.0063197	-0.00810152	-0.00485578	-0.00575227	0.0512932	0.0800299	0.117578	0.167648	0.308551						
-0.00907156	-0.00578916	-0.00412535	-0.00698551	-0.00633979	0.0584105	0.0752261	0.115247	0.146317	0.311267						
-0.00633713	-0.00554142	-0.00667287	-0.00551491	-0.00354216	0.053	0.0757055	0.111834	0.159955	0.315081						
-0.00384705	-0.00611713	-0.00590308	-0.00508202	-0.0036879	0.0619531	0.0693731	0.109104	0.161472	0.31326						
-0.00821722	-0.00737356	-0.00517294	-0.00719196	-0.00685131	0.0519894	0.0821397	0.116166	0.153186	0.324197						
-0.00640659	-0.0046204	-0.00543079	-0.005545	-0.0041561	0.0536879	0.0813682	0.111753	0.166118	0.310085						
-0.0048012	-0.00517435	-0.00608886	-0.00727565	-0.00637471	0.0518798	0.0709211	0.112807	0.173262	0.301661						
-0.00594576	-0.00491049	-0.00556632	-0.00418903	-0.00579777	0.0465723	0.0796273	0.109451	0.164126	0.321733						
-0.006309	-0.00616766	-0.00522852	-0.00432016	-0.0042131	0.0517345	0.072841	0.119052	0.160446	0.311319						
-0.00609476	-0.00435756	-0.00522913	-0.00571955	-0.0052759	0.0533973	0.0806777	0.112744	0.161766	0.298977						
-0.00525518	-0.00611897	-0.00572518	-0.00533271	-0.00587293	0.0543618	0.0794531	0.118554	0.163165	0.316632						
-0.00227776	-0.00386389	-0.00708221	-0.00636671	-0.00703559	0.0569233	0.0775623	0.122383	0.152215	0.305805						
-0.00437005	-0.00465832	-0.00335004	-0.00677825	-0.00723949	0.0605573	0.0863997	0.125826	0.155716	0.311857						
-0.00602415	-0.00358982	-0.00660781	-0.00622228	-0.00482128	0.0569739	0.0833508	0.118603	0.168925	0.317401						
-0.00487488	-0.00453977	-0.00730795	-0.00479336	-0.00697846	0.0496785	0.0778915	0.120732	0.15786	0.325676						
-0.00506067	-0.00758763	-0.00575452	-0.00434283	-0.00453996	0.0584	0.0827307	0.122939	0.176783	0.330699						
-0.00650769	-0.00494455	-0.0062753	-0.0059864	-0.00662585	0.0570372	0.0765719	0.114672	0.15018	0.308368						
-0.0080802	-0.00559803	-0.00576003	-0.00583696	-0.0068239	0.0537053	0.0847953	0.113973	0.155055	0.321619						
-0.00717023	-0.00445518	-0.00278328	-0.00712467	-0.00514149	0.0551508	0.0865263	0.12284	0.159848	0.315701						
-0.00543982	-0.00474169	-0.00572682	-0.00636794	-0.00472391	0.0626295	0.0792606	0.103167	0.169613	0.318666						
-0.00420131	-0.00618118	-0.00434109	-0.00770101	-0.00483453	0.0519395	0.0874143	0.113322	0.155829	0.314996						
-0.00528205	-0.00742766	-0.00541275	-0.00522492	-0.00538509	0.0506667	0.0788865	0.117065	0.154119	0.316777						
-0.00699539	-0.00384689	-0.00413636	-0.0042916	-0.0070217	0.059613	0.0859114	0.121685	0.156434	0.31682						
-0.00443175	-0.00319706	-0.00668207	-0.00396608	-0.00448177	0.0555923	0.0853159	0.109384	0.162706	0.30584						
-0.00551746	-0.00593439	-0.00772115	-0.00698897	-0.00584559	0.0526033	0.0922614	0.114049	0.15018	0.306007						
-0.00434351	-0.00490736	-0.00525925	-0.00465758	-0.00676341	0.0665684	0.0903591	0.117547	0.164649	0.320298						
-0.00706871	-0.00716351	-0.00423427	-0.00500445	-0.00593496	0.0496245	0.0828925	0.114957	0.167474	0.311986						
-0.00648521	-0.00590476	-0.00618656	-0.00512437	-0.00809457	0.05738	0.0730338	0.105667	0.174418	0.311006						
-0.00444556	-0.00549208	-0.00672413	-0.00505312	-0.00673654	0.0597681	0.0782268	0.113583	0.158413	0.315765						
-0.00550117	-0.00670658	-0.00163014	-0.00560114	-0.00482995	0.0645635	0.0863038	0.118352	0.171267	0.314						
-0.00543346	-0.00687526	-0.00400028	-0.00639947	-0.00462948	0.0608434	0.0851628	0.108438	0.162765	0.309405						
-0.00650698	-0.00515384	-0.00387221	-0.00750923	-0.00863333	0.0490187	0.0806644	0.105182	0.166255	0.32659						
-0.00348077	-0.00421646	-0.00652571	-0.00525575	-0.00657298	0.0564179	0.0896656	0.10499	0.152383	0.316832						
-0.00646279	-0.00728194	-0.00540773	-0.00537507	-0.00647794	0.0516331	0.0623937	0.10967	0.165384	0.317035						
-0.00605083	-0.00587311	-0.00534649	-0.00555427	-0.00649971	0.0568624	0.0866574	0.102906	0.16085	0.324411						
-0.00827681	-0.00487177	-0.00778068	-0.00327323	-0.00494585	0.0616614	0.0762523	0.116298	0.168642	0.305164						
-0.00572553	-0.00515492	-0.00420206	-0.00592794	-0.00592848	0.051015	0.0764932	0.111559	0.164613	0.325168						
-0.00439676	-0.00608181	-0.00585149	-0.00397282	-0.00692882	0.0608335	0.0852271	0.112396	0.166401	0.300389						
-0.00547869	-0.00396145	-0.0056639	-0.00301831	-0.00714911	0.0608587	0.0736395	0.119856	0.172115	0.321518						
-0.00665681	-0.00492767	-0.00602652	-0.00454801	-0.00359736	0.0526928	0.0740089	0.115245	0.170013	0.319036						
-0.00467289	-0.00584344	-0.0031302	-0.00350471	-0.00376212	0.0672415	0.0857505	0.12439	0.162558	0.312297						
-0.00429157	-0.00528226	-0.00463407	-0.0049327	-0.00604861	0.0684134	0.0841797	0.126546	0.161601	0.315495						
-0.00589151	-0.00661753	-0.00254577	-0.00537931	-0.00562832	0.0472509	0.0744707	0.120296	0.161501	0.328226						
-0.00564583	-0.00554439	-0.00409348	-0.00470245	-0.00751704	0.0606824	0.0757325	0.128282	0.158795	0.313935						
-0.00620104	-0.00618505	-0.00457971	-0.00354937	-0.00530387	0.0617452	0.0773162	0.122353	0.155484	0.31323						
-0.00550624	-0.00682709	-0.00419717	-0.00421875	-0.00441442	0.0523316	0.07522	0.117321	0.163444	0.326279						
-0.00542472	-0.00263625	-0.00802018	-0.00469789	-0.00443235	0.0504089	0.0795798	0.11059	0.154414	0.308875						
-0.00443271	-0.00444309	-0.00603763	-0.00506955	-0.00670609	0.0547382	0.0759879	0.113484	0.160106	0.309817						
-0.00440547	-0.00551254	-0.0043502	-0.00329661	-0.00732142	0.0583821	0.0708044	0.114787	0.159054	0.314428						
-0.00513144	-0.0070804	-0.00559436	-0.00591215	-0.00704519	0.0580948	0.07769	0.119444	0.177206	0.316101						
-0.00558502	-0.00599234	-0.00670201	-0.00403915	-0.00448471	0.059837	0.0883787	0.113785	0.159653	0.300949						
-0.005298	-0.00538046	-0.00672742	-0.00520976	-0.00696711	0.0538896	0.0797972	0.115135	0.165064	0.318044						
-0.00514714	-0.00883013	-0.00324102	-0.00453321	-0.00547512	0.060404	0.0886629	0.115421	0.161237	0.316424						
-0.00499058	-0.0057227	-0.0046772	-0.00333664	-0.00664594	0.0647122	0.08522	0.119829	0.159757	0.321226						
-0.00546947	-0.00598221	-0.00436719	-0.00338661	-0.00569582	0.0601731	0.0862413	0.10481	0.160626	0.310501						
-0.00752074	-0.00418556	-0.00442757	-0.00906208	-0.00599558	0.0688314	0.0836028	0.126084	0.168125	0.318087						
-0.00571998	-0.00462497	-0.00649494	-0.00737995	-0.00814272	0.0578508	0.0776281	0.116667	0.150183	0.29831						
-0.00469666	-0.00447784	-0.00605525	-0.00600187	-0.0074273	0.0496714	0.0856514	0.113997	0.168358	0.316445						
-0.00448459	-0.00460276	-0.00547296	-0.00568411	-0.00652675	0.0576984	0.0848391	0.120615	0.156921	0.323197						
-0.0047641	-0.00696181	-0.00645221	-0.0035907	-0.00652704	0.0559887	0.0821543	0.119959	0.157275	0.321309						
-0.00736459	-0.00345786	-0.00652556	-0.00454173	-0.00678732	0.0667896	0.0850451	0.101844	0.155265	0.308899						
-0.00289101	-0.00379431	-0.00388137	-0.00516965	-0.00447435	0.0581157	0.0717017	0.114968	0.164497	0.307215						
-0.00466114	-0.00526998	-0.00508459	-0.00633872	-0.00523729	0.0620925	0.0710795	0.113327	0.169926	0.324539						
-0.00522772	-0.0038845	-0.00607525	-0.00467259	-0.00517826	0.0579886	0.0860008	0.118087	0.163883	0.310881						
-0.00552223	-0.00628088	-0.00570695	-0.0044648	-0.00571954	0.0478185	0.0859319	0.11004	0.152023	0.313749						
-0.00799884	-0.00317316	-0.00446345	-0.00899391	-0.00552241	0.0677252	0.0752219	0.129223	0.15954	0.303988						
-0.0066428	-0.00697771	-0.00419037	-0.00728613	-0.00459935	0.0675896	0.0864281	0.119163	0.155977	0.330309						
-0.00424824	-0.00455123	-0.00489633	-0.00551525	-0.00514786	0.0543613	0.0779741	0.115903	0.15539	0.322251						
-0.00705622	-0.00391452	-0.00508746	-0.00402061	-0.0038749	0.0531998	0.0900295	0.121531	0.161939	0.325704						
-0.0063238	-0.0066072	-0.00610562	-0.0064302	-0.00404196	0.0652949	0.0802583	0.114789	0.155667	0.310772						
-0.00559775	-0.00568208	-0.00529341	-0.00408415	-0.00507109	0.0588596	0.0787053	0.123512	0.167048	0.320328						
-0.00626148	-0.0035014	-0.00678619	-0.00485156	-0.00312457	0.0618535	0.0619647	0.10623	0.165705	0.322917						
-0.00748166	-0.00374841	-0.00390193	-0.00520682	-0.00777067	0.057331	0.0853147	0.118035	0.16239	0.313401						
-0.00666304	-0.00693497	-0.00619328	-0.00497696	-0.00578629	0.0506952	0.0905793	0.114799	0.169649	0.313231						
-0.00440281	-0.00456302	-0.00634085	-0.00509485	-0.00531317	0.0531081	0.0789759	0.122011	0.155945	0.302921						
-0.00666316	-0.0066409	-0.00514168	-0.00577384	-0.00285988	0.0520322	0.0779035	0.114489	0.150676	0.321158						
-0.00575107	-0.0060007	-0.00349932	-0.00665527	-0.00523135	0.0554094	0.0790702	0.121752	0.157542	0.306764						
-0.00558631	-0.00839004	-0.0101441	-0.0049104	-0.00633212	0.0563351	0.0746828	0.10437	0.178742	0.307358						
-0.00573513	-0.0042378	-0.00641112	-0.00681544	-0.00583299	0.0549558	0.0789581	0.120894	0.173023	0.318174						
-0.0064928	-0.00615144	-0.00479272	-0.00738078	-0.0047301	0.0561036	0.0833525	0.110075	0.167446	0.322489						
-0.00480316	-0.00557109	-0.00656096	-0.00560867	-0.00394961	0.0568056	0.075469	0.118399	0.166521	0.324402						
-0.0037413	-0.00467917	-0.00645885	-0.0075609	-0.00457192	0.0576448	0.0776394	0.110771	0.170366	0.31384						
-0.0085629	-0.00335098	-0.00714387	-0.0045904	-0.00465296	0.0649148	0.0812914	0.112896	0.162297	0.320183						
-0.00610599	-0.00610713	-0.00437853	-0.00648441	-0.0068098	0.0517376	0.0815983	0.122956	0.161583	0.307687						
-0.00634541	-0.00377324	-0.00499389	-0.00666827	-0.00486543	0.0568529	0.0766766	0.112642	0.163016	0.311115						
-0.00688195	-0.0042221	-0.00502318	-0.00450173	-0.00403828	0.068938	0.0804864	0.117947	0.153075	0.315664						
-0.0056192	-0.00588644	-0.00728895	-0.00564372	-0.00274684	0.0625651	0.0748835	0.114618	0.158268	0.333408						
-0.00478158	-0.00336519	-0.0045213	-0.00841485	-0.00321944	0.0586702	0.0769488	0.123793	0.155846	0.330989						
-0.00469199	-0.00552614	-0.00588472	-0.00402272	-0.00275635	0.0639379	0.0631037	0.123171	0.161861	0.326526						
-0.00462056	-0.00543415	-0.00596728	-0.00474577	-0.00780653	0.0571281	0.0823814	0.124954	0.166182	0.318865						
-0.00422115	-0.00411851	-0.00345538	-0.0051386	-0.00537592	0.0510915	0.0847454	0.12109	0.163799	0.311076						
-0.00569075	-0.00388165	-0.00562842	-0.00420439	-0.00629039	0.061931	0.0799059	0.113178	0.15691	0.33071						
-0.00426884	-0.00429611	-0.00679083	-0.00289988	-0.00602197	0.0596961	0.0833215	0.116225	0.155862	0.314096						
-0.00610635	-0.00480857	-0.00529436	-0.00599808	-0.00414624	0.0553314	0.0776936	0.112616	0.158225	0.320972						
-0.00413209	-0.00443351	-0.00320741	-0.0044466	-0.00443962	0.044757	0.0742026	0.117533	0.158497	0.318359						
-0.00522953	-0.00738666	-0.00608429	-0.00473989	-0.00642503	0.0558409	0.0900317	0.112274	0.151473	0.306873						
-0.00509833	-0.00601775	-0.00615338	-0.00629326	-0.00692715	0.0553516	0.0758247	0.11026	0.159739	0.309636						
-0.00439829	-0.00734108	-0.00536722	-0.00434817	-0.00414855	0.0621874	0.0822491	0.109259	0.168988	0.325836						
-0.00416363	-0.00554101	-0.00234608	-0.00817535	-0.00458517	0.0583132	0.0750351	0.120217	0.169734	0.314332						
-0.00608838	-0.00627406	-0.00599044	-0.00566712	-0.00421752	0.0527178	0.0823352	0.107624	0.157247	0.315459						
-0.00558778	-0.00486123	-0.00643126	-0.00644028	-0.0062023	0.0600349	0.0834697	0.109224	0.166647	0.316014						
-0.00393721	-0.00551622	-0.00332626	-0.0071019	-0.0069904	0.0495332	0.0810399	0.105059	0.155835	0.309953						
-0.0071323	-0.00458896	-0.00900805	-0.0057041	-0.00584346	0.0516344	0.0785622	0.104377	0.165263	0.314616						
-0.00481667	-0.00738717	-0.0056534	-0.00592035	-0.00514871	0.0570639	0.0828388	0.10733	0.167452	0.312978						
-0.00657757	-0.00347971	-0.0045005	-0.00461933	-0.00618674	0.057613	0.0882537	0.122486	0.15272	0.319893						
-0.00455597	-0.00446141	-0.00316236	-0.0054408	-0.00568017	0.0606498	0.0730375	0.11291	0.153121	0.299929						
-0.00437404	-0.00519683	-0.00549496	-0.00736883	-0.00582484	0.0605889	0.0850558	0.11023	0.161333	0.317497						
-0.00483131	-0.00803151	-0.00372987	-0.00450141	-0.00578646	0.0604284	0.0744053	0.118086	0.156112	0.316495						
-0.00529708	-0.00600995	-0.00691776	-0.00448039	-0.00722006	0.0512877	0.0825043	0.116144	0.167268	0.313148						
-0.00506244	-0.00764365	-0.00470663	-0.00521567	-0.00521695	0.057061	0.077183	0.115688	0.153055	0.306445						
-0.00592977	-0.00461151	-0.00482388	-0.00550173	-0.00380979	0.0468735	0.0823021	0.111014	0.158882	0.312284						
-0.00494468	-0.00535136	-0.00416794	-0.00533384	-0.00890145	0.0607417	0.0809881	0.111573	0.163705	0.325374						
-0.00674088	-0.00649834	-0.00624537	-0.00598689	-0.00488219	0.0636357	0.0758572	0.105719	0.149934	0.330344						
-0.00651884	-0.00513576	-0.008428	-0.00432997	-0.00669136	0.0537656	0.074797	0.114299	0.156095	0.312393						
-0.00643169	-0.00686738	-0.00638882	-0.00835281	-0.0065666	0.0598847	0.0842883	0.114732	0.156181	0.303865						
-0.00572368	-0.00394927	-0.00587163	-0.00389919	-0.00722561	0.0597446	0.0883412	0.107488	0.158159	0.316068						
-0.00490236	-0.00343078	-0.00610527	-0.00706665	-0.00509129	0.0484921	0.0800445	0.112238	0.157598	0.329344						
-0.00473718	-0.0041978	-0.00558181	-0.00767102	-0.00667082	0.0586141	0.0661456	0.117546	0.168556	0.3227						
-0.00570826	-0.00430009	-0.00523068	-0.00444941	-0.0040195	0.065007	0.0820774	0.118688	0.168075	0.313898						
-0.00482088	-0.00409008	-0.00657624	-0.00906024	-0.00576866	0.0714139	0.0759967	0.1104	0.167272	0.313667						
-0.00616589	-0.00524456	-0.00275651	-0.00647413	-0.00662418	0.0643309	0.0769836	0.114182	0.16358	0.317672						
-0.00482442	-0.0066667	-0.00669182	-0.00334103	-0.00698802	0.0601053	0.0708665	0.117444	0.160608	0.312224						
-0.0070915	-0.00310612	-0.00430243	-0.00644272	-0.00739282	0.0491059	0.0790402	0.126787	0.165565	0.319401						
-0.00761596	-0.00341594	-0.00496063	-0.00710211	-0.00940766	0.0515081	0.0712847	0.113375	0.164757	0.3139						
-0.00469765	-0.00726041	-0.00502635	-0.00433316	-0.00718242	0.0513574	0.0796205	0.118654	0.152655	0.335717						
-0.00442926	-0.00414462	-0.00722048	-0.00549823	-0.00607723	0.0572223	0.0861026	0.101139	0.154716	0.322604						
-0.0050638	-0.00779883	-0.00368996	-0.00591752	-0.00711753	0.0568807	0.0766177	0.115143	0.171211	0.319191						
-0.00469735	-0.00661976	-0.00399079	-0.00572169	-0.00837118	0.0575074	0.0811964	0.113411	0.161312	0.307479						
-0.00586095	-0.00366312	-0.00330291	-0.00497431	-0.0039464	0.0607547	0.0697778	0.121822	0.164831	0.308026						
-0.0061781	-0.00677197	-0.00338752	-0.00568526	-0.0040293	0.0494583	0.0780738	0.107282	0.162299	0.324508						
-0.00780609	-0.00599097	-0.00351328	-0.00549637	-0.00423724	0.0530283	0.0767838	0.117423	0.171047	0.329088						
-0.00289621	-0.00497526	-0.00374782	-0.00709811	-0.00674198	0.054349	0.0828123	0.109798	0.157143	0.315341						
-0.00652282	-0.00533044	-0.0055246	-0.00572768	-0.00473435	0.0573259	0.0854658	0.115582	0.156182	0.312512						
-0.00556209	-0.00683267	-0.00589891	-0.00569547	-0.00431988	0.050587	0.076653	0.118847	0.15912	0.305587						
-0.00680369	-0.00363462	-0.00404922	-0.00618063	-0.00608381	0.0576421	0.0698927	0.114783	0.170598	0.323254						
-0.00649654	-0.00394356	-0.00495346	-0.00645168	-0.00651658	0.0552161	0.0834004	0.119875	0.164248	0.324737						
-0.0043204	-0.00595744	-0.00456324	-0.00828204	-0.00584166	0.0635752	0.0874612	0.118003	0.155847	0.310864						
-0.00338945	-0.00664466	-0.00384721	-0.00569413	-0.00477855	0.0601994	0.0843847	0.107843	0.163762	0.305057						
