cur1_63	cur1_64	cur1_65	cur1_66	cur1_67	jlap1_63	jlap1_64	jlap1_65	jlap1_66	jlap1_67	rp5462	rp6367	rp6878	sub	sub3	tbasej3
-0.00973677	-0.00266091	-0.00710021	-0.00755033	-0.00516094	0.00382295	0.0109357	0.00335806	0.0135184	-0.00493782	-0.0498616	-0.0509169	-0.0506085	-0.0007469	0.000400655	1.20473
-0.00475654	-0.0071265	-0.00339401	-0.00566768	-0.00513455	-0.00488148	0.00107824	0.00975037	0.0148517	0.0110933	-0.0507387	-0.0514583	-0.0508529	-0.0001142	0.000621308	1.25336
-0.00861015	-0.00672663	-0.0066628	-0.00318771	-0.00565512	-0.00100015	0.0027255	-0.00596309	-0.00554535	0.0108949	-0.0511831	-0.0517428	-0.0507825	0.0004006	0.000625573	1.3022
-0.00831031	-0.0069879	-0.00768343	-0.00771844	-0.00560722	-0.0155221	-0.00823988	0.00268864	-0.0132148	0.00291883	-0.0511423	-0.0519525	-0.050521	0.0006213	0.00046277	1.35213
-0.00841183	-0.00442462	-0.00487716	-0.0063395	-0.00291944	0.00666639	-0.00363987	0.00110722	-0.00124658	-0.00112752	-0.0510524	-0.0521605	-0.0504268	0.0006256	7.99E-06	1.40264
-0.00650228	-0.0069719	-0.00680066	-0.0055607	-0.00812559	0.00973326	0.00310498	0.00676355	0.0032733	-0.005237	-0.0511884	-0.0522638	-0.0507257	0.0004627	-0.000562008	1.4522
-0.00793564	-0.00770087	-0.00596905	-0.00370328	-0.00557324	-0.00603915	0.0048786	0.00678191	0.00162558	0.00765688	-0.0513304	-0.0522266	-0.0513224	8.00E-06	-0.000680435	1.50049
-0.00659804	-0.00623514	-0.00732486	-0.00516138	-0.00738711	0.00749685	0.00111083	0.00181806	0.0187416	-0.0134683	-0.0512105	-0.0522705	-0.0517725	-0.000562	-0.000176951	1.54876
-0.00648622	-0.00439997	-0.00381637	-0.00421861	-0.00346897	0.000151134	0.01198	0.013606	-0.000997969	0.00276184	-0.0509504	-0.0525501	-0.0516309	-0.0006805	0.000611197	1.5986
-0.00753093	-0.00424937	-0.00246816	-0.00732204	-0.00408791	0.00965821	0.0233927	0.0174703	0.00980337	0.0107566	-0.0508654	-0.0528781	-0.0510424	-0.000177	0.000992212	1.65001
-0.00714324	-0.00679944	-0.00481839	-0.00479644	-0.00589112	0.0155991	0.0186621	-0.00945599	0.00837479	-0.00176856	-0.0511607	-0.0530161	-0.0505495	0.0006112	0.000520732	1.70152
-0.00737218	-0.00805676	-0.00403947	-0.0063503	-0.00518131	0.0135021	0.0151465	-0.00365814	0.0113016	-0.000414725	-0.0516533	-0.0529025	-0.0506611	0.0009922	-0.000413962	1.75281
-0.00541408	-0.00600688	-0.0068805	-0.00488497	-0.00616592	-0.00411563	0.0118064	0.014793	0.00147833	0.00673975	-0.0518439	-0.0528364	-0.0513232	0.0005207	-0.00125863	1.80521
-0.00620161	-0.00816455	-0.00533251	-0.00450852	-0.00596708	0.00576814	0.000391902	-0.000572101	0.010702	-0.00509236	-0.0514306	-0.0531598	-0.0518445	-0.0004139	-0.00155111	1.85973
-0.00623378	-0.00901742	-0.00446827	-0.0055192	-0.00553754	0.0142965	0.0136704	0.0222618	0.00879787	3.18E-05	-0.0505264	-0.0536331	-0.0517851	-0.0012587	-0.00125076	1.91413
-0.00793515	-0.00694672	-0.00592631	-0.00759037	-0.00659759	-0.0058129	0.00792926	0.00290692	-0.00887166	0.0139557	-0.0497218	-0.0537026	-0.0512729	-0.0015511	-0.000866249	1.96631
-0.00609098	-0.00480787	-0.00452237	-0.00693687	-0.00581406	0.0111903	0.0150645	0.00373679	0.00582099	0.0104332	-0.0494933	-0.053139	-0.050744	-0.0012507	-0.000639711	2.01782
-0.00899509	-0.0088951	-0.00688982	-0.00555749	-0.00658242	0.00231783	0.0265951	-0.00522749	0.000171589	0.00595315	-0.0496929	-0.052361	-0.0505591	-0.0008662	-0.000637908	2.0706
-0.00846813	-0.00420146	-0.00610092	-0.00459241	-0.0052261	0.00302639	0.0198086	0.00469282	-0.000762555	0.0271006	-0.0499361	-0.0519439	-0.0505758	-0.0006397	-0.000790026	2.12398
-0.00784451	-0.00684859	-0.00610413	-0.00546966	-0.00412803	0.00633652	0.0278331	0.00540824	0.00969598	0.0151984	-0.0498154	-0.0518876	-0.0504533	-0.0006379	-0.00105423	2.17657
-0.00769885	-0.00528675	-0.00569134	-0.00537949	-0.00468846	-0.00530148	0.0128985	0.00765127	0.00715894	0.0211831	-0.0492406	-0.051683	-0.0500307	-0.0007901	-0.00131024	2.22899
-0.00730661	-0.00310619	-0.00648216	-0.00543298	-0.00410157	-0.0109057	0.0262432	0.00926375	0.00416044	0.022808	-0.0484515	-0.050932	-0.0495057	-0.0010542	-0.00119189	2.2826
-0.00847329	-0.00572231	-0.00757107	-0.00455637	-0.00522049	-0.00465408	0.0310004	-0.000598643	0.00926194	0.0253393	-0.0478755	-0.0498993	-0.0491858	-0.0013103	-0.000966273	2.33816
-0.00560596	-0.00724715	-0.0032618	-0.0050009	-0.00503328	-0.0018574	0.0302099	0.00775763	0.00571762	0.0133901	-0.0476676	-0.0490915	-0.0488595	-0.0011919	-0.000846617	2.39428
-0.0090448	-0.0057638	-0.00590325	-0.00612869	-0.00445009	0.0136586	0.0309896	-0.00426391	0.00740958	0.0177566	-0.0473823	-0.0486786	-0.0483486	-0.0009663	-0.00121203	2.44925
-0.00826877	-0.006191	-0.00553514	-0.00289742	-0.00496199	-0.000883712	0.0313608	0.00402873	0.0168437	0.0276142	-0.0468798	-0.0481945	-0.0477264	-0.0008466	-0.00185164	2.50376
-0.00837935	-0.00623216	-0.00687257	-0.00697636	-0.00585714	-0.00461453	0.0233923	0.0108742	0.0114519	0.027445	-0.0462103	-0.0471914	-0.0474223	-0.001212	-0.00240396	2.55992
-0.00847017	-0.00900835	-0.00474566	-0.00439926	-0.00556483	0.00176129	0.0296168	0.00500869	0.0088904	0.0411314	-0.0456556	-0.0462355	-0.0475072	-0.0018516	-0.00267401	2.61861
-0.00789119	-0.00589075	-0.00413546	-0.00318177	-0.00557147	0.00509837	0.0365914	-7.64E-05	0.00497337	0.0331222	-0.0451242	-0.0458284	-0.0475281	-0.0024039	-0.00215939	2.67787
-0.00768258	-0.00514941	-0.00653714	-0.00530365	-0.00498829	0.000202405	0.0279155	0.00614442	0.0113214	0.0326769	-0.0445078	-0.0458463	-0.0471818	-0.002674	-0.00145874	2.73597
-0.00860887	-0.00388029	-0.00293816	-0.00393707	-0.00606746	-0.0115853	0.0338224	-0.00416769	0.020237	0.0260075	-0.0442526	-0.0455465	-0.046412	-0.0021594	-0.00123781	2.79332
-0.00408586	-0.00530611	-0.00755045	-0.00527134	-0.00572416	0.00369663	0.0375511	0.00588908	0.00867324	0.0380904	-0.0446334	-0.044489	-0.0460921	-0.0014587	-0.00169805	2.85176
-0.00540127	-0.00483279	-0.00523762	-0.00508539	-0.00626456	0.000657184	0.0335488	-0.00416009	0.0012885	0.0428314	-0.0451381	-0.043744	-0.0463759	-0.0012378	-0.00197152	2.91169
-0.00794256	-0.00626118	-0.00570707	-0.00445311	-0.00606484	-0.0012071	0.0372719	-0.000279813	-0.000723818	0.0483371	-0.0449497	-0.0437681	-0.0466478	-0.0016981	-0.00185325	2.97118
-0.00910054	-0.00585253	-0.00470123	-0.00633637	-0.00716426	0.010013	0.0344995	-0.0196779	0.00387774	0.044117	-0.0443284	-0.0441325	-0.0462999	-0.0019715	-0.00164897	3.03093
-0.00657357	-0.00463886	-0.00515066	-0.00622837	-0.00592133	0.00566793	0.0444959	0.00435241	0.00985955	0.0565364	-0.0438191	-0.0441314	-0.0456724	-0.0018533	-0.00143494	3.09394
-0.00791013	-0.00448209	-0.00596575	-0.00561572	-0.00592854	0.0175622	0.0491857	-0.00225039	0.00862953	0.0583106	-0.0440548	-0.0435648	-0.0457038	-0.001649	-0.00137717	3.15858
-0.00476895	-0.00506852	-0.00592114	-0.00540148	-0.00732602	0.000215904	0.0635817	0.00147776	0.0139437	0.056079	-0.0450067	-0.043145	-0.0464417	-0.001435	-0.00205873	3.22073
-0.00761507	-0.00677326	-0.00566357	-0.00396377	-0.00493341	0.000188312	0.0423467	-0.00370274	0.00564214	0.0521664	-0.0462006	-0.0436654	-0.0475778	-0.0013772	-0.00327387	3.28108
-0.00697732	-0.00733757	-0.00606264	-0.0068909	-0.00746587	-0.00185726	0.0569529	0.00117759	0.00750425	0.0480486	-0.0463809	-0.0450816	-0.0484396	-0.0020587	-0.00343223	3.34447
-0.00524909	-0.00716558	-0.00539252	-0.00696924	-0.00391802	0.0011354	0.048568	0.00612436	0.00503644	0.0665562	-0.0457898	-0.0463035	-0.0490636	-0.0032738	-0.00161926	3.41478
-0.0062263	-0.00516383	-0.00702196	-0.00369171	-0.00524479	0.000598901	0.0622668	0.0100296	0.015527	0.0669067	-0.0460319	-0.0467136	-0.0494641	-0.0034322	0.000647254	3.48644
-0.00711308	-0.00424838	-0.0062282	-0.00566981	-0.00531363	0.000861062	0.0550861	-0.00441881	-0.00914243	0.063272	-0.047913	-0.0460181	-0.0495323	-0.0016193	0.000765637	3.55415
-0.00813628	-0.00584314	-0.0066605	-0.00728432	-0.00591298	0.00308622	0.0553635	0.00354084	-0.00188225	0.0530933	-0.0504322	-0.0450803	-0.0497849	0.0006473	-0.000663891	3.62196
-0.0060553	-0.00679207	-0.00597433	-0.00434157	-0.00632499	0.00439383	0.0604393	0.00166536	0.00385695	0.0663696	-0.0515648	-0.0458413	-0.0507992	0.0007656	-0.000891361	3.69159
-0.00646471	-0.00592567	-0.00391014	-0.00368633	-0.00456267	-0.000426787	0.0492762	0.00543191	-0.00263811	0.0650352	-0.0512365	-0.0482827	-0.0519004	-0.0006639	0.000348356	3.76105
-0.00725808	-0.00642592	-0.00551352	-0.00652914	-0.00552479	0.0225671	0.0612297	0.00294265	-0.00313086	0.0767549	-0.0511891	-0.050532	-0.0520805	-0.0008914	0.00102555	3.83092
-0.00764644	-0.00434812	-0.00622058	-0.00459655	-0.00488095	-0.00052844	0.0508705	0.0149593	0.00598337	0.0803231	-0.0523097	-0.05121	-0.0519614	0.0003483	0.00058502	3.9076
-0.00806438	-0.00450166	-0.00493386	-0.00509	-0.00397356	-0.00794491	0.0750726	-0.00317387	-0.00943841	0.0821344	-0.0535868	-0.0515319	-0.0525613	0.0010255	0.000147231	3.9939
-0.00715711	-0.00583224	-0.00722704	-0.00723023	-0.00569439	0.00117185	0.0617598	-0.00202052	0.000977143	0.0800728	-0.0540592	-0.0523352	-0.0534741	0.0005851	2.76E-05	4.08073
-0.00760104	-0.00618871	-0.00416193	-0.00391309	-0.00505097	0.0106421	0.0667526	0.00192803	0.0134797	0.0748114	-0.0541803	-0.0531589	-0.0540331	0.0001472	0.00037688	4.16723
-0.00819695	-0.00656696	-0.00391251	-0.0050717	-0.00582011	-0.000520332	0.0619132	-0.0116837	-0.00446151	0.088141	-0.0544434	-0.0531747	-0.0544158	2.76E-05	0.000274468	4.25332
-0.00755187	-0.00553167	-0.00671302	-0.00459569	-0.00486209	0.0157255	0.0612175	-0.00244349	0.00168906	0.0838352	-0.054957	-0.0535996	-0.0545801	0.0003769	-0.000146978	4.33618
-0.00872482	-0.0049677	-0.00640127	-0.00758455	-0.00524769	-0.00175425	0.0670377	0.0164134	-0.00309745	0.0882877	-0.0552658	-0.054328	-0.0549913	0.0002745	0.00027176	4.41836
-0.00874989	-0.00474145	-0.00823833	-0.0050457	-0.00439499	0.00161409	0.0565346	0.000309443	-0.0183429	0.0703299	-0.0551741	-0.0542331	-0.0553211	-0.000147	0.000500865	4.49967
-0.0075965	-0.00431156	-0.00369889	-0.00582652	-0.00652398	0.0150232	0.0640019	-8.99E-05	-0.00341472	0.0920964	-0.0555433	-0.0545851	-0.0552715	0.0002718	0.000664659	4.77441
-0.00540544	-0.00586215	-0.00528395	-0.00509261	-0.00547004	0.00077258	0.0644636	0.014236	0.00231145	0.105577	-0.0557595	-0.0551496	-0.0552586	0.0005009	0.00108532	4.8
-0.00943216	-0.00474249	-0.0041861	-0.00521325	-0.00669743	0.00472411	0.0607711	0.00307687	0.0204662	0.101666	-0.056076	-0.0545754	-0.0554113	0.0006647	0.000187993	4.9
-0.0071	-0.00665326	-0.00494421	-0.00647751	-0.0055438	0.00181364	0.0574629	0.00845296	0.0191486	0.106425						
-0.00780405	-0.00395929	-0.00423239	-0.00758328	-0.00557458	0.0135176	0.0580584	0.0220253	0.00591986	0.101514						
-0.00750085	-0.00662041	-0.0055483	-0.00386172	-0.00665616	-0.00517622	0.058976	0.0109653	0.00394939	0.106545						
-0.00675317	-0.00645015	-0.00376446	-0.00650758	-0.00571353	0.0105273	0.0570117	0.0140852	0.0199115	0.103127						
-0.00710423	-0.00572958	-0.00511014	-0.00472614	-0.00474026	0.00893596	0.0582695	0.00214876	0.00465562	0.106018						
-0.00664931	-0.0036987	-0.00848122	-0.0064891	-0.00704872	-0.00670732	0.0716286	0.0212217	0.00755022	0.117016						
-0.00929317	-0.00621962	-0.0037827	-0.00549659	-0.00459858	-0.00227832	0.077723	0.0240562	0.020512	0.11129						
-0.00781528	-0.00756737	-0.00356142	-0.00653215	-0.00606023	-0.00221932	0.0748789	0.0040292	0.0232705	0.120448						
-0.00688874	-0.00830482	-0.00422057	-0.00676301	-0.00758978	-0.0132725	0.0811881	0.0293708	0.0239235	0.116645						
-0.0091025	-0.00267653	-0.00483927	-0.00551284	-0.00483141	0.00218746	0.0807294	0.0114531	0.0179541	0.102906						
-0.00726206	-0.00786218	-0.00754937	-0.00448634	-0.00532827	-0.000841792	0.0813721	0.0121465	0.0260588	0.104317						
-0.00852473	-0.00402983	-0.0051711	-0.00563863	-0.00416156	0.00497097	0.0758431	0.014443	0.0271351	0.117846						
-0.0069095	-0.00533537	-0.00783709	-0.00881623	-0.0041061	0.00770331	0.0681729	0.0185597	0.0282756	0.118902						
-0.00471019	-0.00507391	-0.00616325	-0.00527605	-0.00474626	0.0166792	0.0749643	0.00697501	0.0374401	0.13407						
-0.00787854	-0.0071271	-0.00634289	-0.00721101	-0.00673686	0.00038238	0.0712403	0.0207722	0.0240417	0.138726						
-0.00988607	-0.00385323	-0.0065099	-0.00613169	-0.00703764	-0.0127422	0.0910985	0.0293677	0.037123	0.132373						
-0.00852372	-0.00427274	-0.00720972	-0.0056179	-0.00417975	0.0110629	0.0751363	0.0147414	0.0247431	0.143229						
-0.00766836	-0.00618649	-0.00722281	-0.00563051	-0.00490261	0.00307833	0.0754152	-0.00264737	0.0451248	0.135968						
-0.00889535	-0.00551067	-0.00562404	-0.00577094	-0.00684083	-0.0093728	0.0783572	0.0198279	0.0368687	0.129915						
-0.00757909	-0.00442402	-0.00548198	-0.00657648	-0.00627614	0.0171801	0.0854944	0.0179495	0.0405907	0.136914						
-0.00559919	-0.00808058	-0.00616342	-0.00641888	-0.00426947	-0.00507349	0.0827202	0.00841724	0.0608261	0.143477						
-0.0076378	-0.00701015	-0.00419897	-0.00619663	-0.00503778	-0.0113911	0.0715193	0.0133211	0.0488555	0.14446						
-0.00545161	-0.00730931	-0.00463387	-0.00736534	-0.00594857	-0.00629722	0.0877564	0.0141795	0.0547141	0.155054						
-0.00682879	-0.00313055	-0.003418	-0.00508011	-0.00529506	0.00500736	0.0747186	0.0163515	0.0595599	0.145882						
-0.00866566	-0.00602335	-0.00418955	-0.00553479	-0.00660501	0.00561457	0.0802503	0.0190816	0.0491532	0.145833						
-0.00529119	-0.00497124	-0.00728755	-0.0056735	-0.00411143	0.00473358	0.0829394	0.0079273	0.0513558	0.159146						
-0.00766399	-0.00738551	-0.00590333	-0.00517334	-0.0050215	0.00538853	0.0709829	-0.00667639	0.0526485	0.15952						
-0.00834056	-0.00337572	-0.0052727	-0.00366889	-0.00526932	-0.0103359	0.0836266	0.00784959	0.0589269	0.15674						
-0.00973912	-0.00669201	-0.00772821	-0.00415045	-0.00589774	-0.00540178	0.0838451	-0.00392852	0.0704352	0.154876						
-0.00932217	-0.00558437	-0.0056411	-0.00538697	-0.00622355	-0.0059424	0.0796185	0.0121653	0.0572993	0.154249						
-0.00922423	-0.00583393	-0.00551501	-0.00606192	-0.00448555	-0.00319626	0.0732764	-0.0160553	0.0576152	0.161239						
-0.00655845	-0.00723944	-0.00541436	-0.00568145	-0.00711606	-0.00354548	0.0858665	0.0036992	0.0718731	0.162637						
-0.00665568	-0.00501868	-0.00212288	-0.00342722	-0.00790237	-0.00184397	0.0809638	-0.0082991	0.0547437	0.16048						
-0.00496311	-0.00510535	-0.00505304	-0.00406638	-0.00642618	0.00986129	0.0845971	0.00761829	0.0695955	0.162649						
-0.0080469	-0.00680026	-0.00639381	-0.0055886	-0.00656224	-0.000948601	0.0799166	-0.0045186	0.0723071	0.162242						
-0.00765539	-0.00616757	-0.00757507	-0.0051723	-0.00674546	-0.000714714	0.0831016	-0.000327693	0.0641429	0.174871						
-0.00713216	-0.00306628	-0.00491734	-0.00376906	-0.00393628	0.0255328	0.079794	0.012526	0.0733627	0.179177						
-0.00630624	-0.00378676	-0.00685193	-0.00512251	-0.00678432	-0.00565734	0.0814382	-0.00510181	0.0714557	0.178428						
-0.00875663	-0.00474555	-0.00476253	-0.00131048	-0.0053105	0.0221095	0.0871375	-0.00241898	0.081458	0.183408						
-0.00711593	-0.00565411	-0.00385522	-0.00668262	-0.00488792	0.00137948	0.0795219	-0.00455184	0.0843599	0.183157						
-0.00668443	-0.00576205	-0.00482417	-0.00466339	-0.00870483	0.00749335	0.0772542	-7.87E-05	0.0904095	0.184274						
-0.00633976	-0.00570769	-0.00556886	-0.00524959	-0.00583066	0.00162541	0.0856375	0.0107689	0.0867939	0.185371						
-0.00850509	-0.00810433	-0.00370983	-0.0055734	-0.00602142	0.00510029	0.0762754	-0.0100558	0.0805242	0.183769						
-0.0116426	-0.00502113	-0.00688319	-0.00600346	-0.00729154	0.00578323	0.0695684	0.0130262	0.0752435	0.183251						
-0.0104854	-0.00691491	-0.00452223	-0.00427827	-0.00678867	0.00847822	0.0823392	0.00361571	0.0674429	0.186323						
-0.00857244	-0.00432775	-0.004966	-0.00621431	-0.00492373	0.0138703	0.0690429	-0.00698709	0.0856289	0.184652						
-0.00511799	-0.00682872	-0.00410065	-0.00796649	-0.00628008	0.0144235	0.0835685	0.0155458	0.0777917	0.195515						
-0.0080047	-0.00586709	-0.00618816	-0.00641828	-0.00628617	0.00829383	0.0843599	0.00962612	0.102352	0.194267						
-0.00633962	-0.00577827	-0.00535875	-0.00560577	-0.0069163	0.00607137	0.0760974	-0.00492544	0.0844609	0.192925						
