sub2	tbasej2	rp2837	rp4150b	cur2_38	cur2_39	lap2_38	lap2_39
				0.0169425	0.0197094	3.35015	0.408657
				0.0155489	0.0182168	3.35028	0.408655
				0.0157843	0.0209048	3.35041	0.408654
				0.0180005	0.0155785	3.35054	0.408654
				0.0161555	0.0167513	3.35066	0.408655
				0.0171549	0.0184011	3.35078	0.408655
				0.0178374	0.0191974	3.35089	0.408657
				0.017995	0.0157261	3.35101	0.40866
				0.0164166	0.018237	3.35112	0.408664
				0.0163811	0.018953	3.35123	0.408668
				0.0201305	0.0170843	3.35133	0.40867
				0.0198088	0.0190677	3.35143	0.408673
				0.0192199	0.0175269	3.35153	0.408674
				0.0177677	0.0173109	3.35162	0.408675
				0.01882	0.0179915	3.35171	0.408675
				0.0199475	0.0161985	3.35179	0.408674
				0.0183106	0.0182543	3.35188	0.408675
				0.0176554	0.0179328	3.35196	0.408675
				0.0160458	0.0179053	3.35204	0.408675
				0.0204134	0.0159978	3.35212	0.408677
				0.018752	0.020443	3.3522	0.408679
				0.0173258	0.0216263	3.35228	0.408681
				0.0187705	0.0183015	3.35235	0.408683
				0.0191106	0.0193383	3.35242	0.408684
				0.0156919	0.0190066	3.35248	0.408682
				0.017172	0.0192374	3.35254	0.40868
				0.0175503	0.0175499	3.3526	0.408677
				0.0189076	0.0161736	3.35265	0.408676
				0.0166909	0.0185577	3.3527	0.408676
				0.0195397	0.0170389	3.35275	0.408675
				0.0185044	0.0171172	3.3528	0.408674
				0.0158994	0.0188334	3.35284	0.408672
				0.0168331	0.0149731	3.35289	0.40867
				0.0172654	0.0172422	3.35293	0.408668
				0.0169513	0.0174443	3.35297	0.408668
				0.0142092	0.0174577	3.353	0.408667
				0.0190356	0.0179401	3.35303	0.408665
				0.0171886	0.014369	3.35306	0.408666
				0.0201576	0.0191379	3.35308	0.408666
				0.0165833	0.0186942	3.35311	0.408667
				0.0183957	0.0188868	3.35313	0.40867
				0.016795	0.0176618	3.35316	0.408673
				0.0161296	0.0180705	3.35319	0.408678
				0.0185502	0.017608	3.35321	0.408685
				0.0185607	0.018507	3.35324	0.408691
				0.0174235	0.0171509	3.35327	0.408699
				0.0191014	0.0171164	3.3533	0.408708
				0.0174003	0.0164186	3.35332	0.408717
				0.0166003	0.0178749	3.35335	0.408723
				0.0211409	0.0165002	3.35337	0.40873
				0.0200902	0.0192978	3.35339	0.408736
				0.018251	0.0191659	3.3534	0.408744
				0.0171942	0.0165074	3.35342	0.408748
				0.0182771	0.0177354	3.35344	0.40875
				0.017559	0.0199066	3.35346	0.408752
				0.0185808	0.019178	3.35348	0.408753
				0.0183779	0.0185291	3.3535	0.408753
				0.0176395	0.0192368	3.35352	0.408754
				0.0209291	0.0192201	3.35354	0.408756
				0.0177187	0.0163293	3.35355	0.408758
				0.0174851	0.0163126	3.35357	0.408758
				0.0189184	0.0183444	3.35358	0.408758
				0.0181999	0.016118	3.3536	0.408759
				0.0182444	0.0181375	3.35361	0.408758
				0.0158095	0.016796	3.35362	0.408758
				0.0159576	0.018035	3.35363	0.408757
				0.0164165	0.0184076	3.35365	0.408755
				0.0167389	0.0191539	3.35366	0.408755
				0.0193968	0.0166707	3.35367	0.408755
				0.0192314	0.0184006	3.35368	0.408754
				0.0183858	0.0165262	3.35369	0.408754
				0.0174481	0.0175912	3.3537	0.408753
				0.0165338	0.0199119	3.35371	0.408751
				0.016689	0.0161174	3.35372	0.40875
				0.0176383	0.0189463	3.35373	0.40875
				0.0179999	0.0178429	3.35374	0.408746
				0.0177487	0.017563	3.35374	0.408744
				0.0181579	0.0175316	3.35375	0.408739
				0.0179391	0.0192764	3.35375	0.408735
				0.0164733	0.0156319	3.35376	0.40873
				0.0205842	0.0162585	3.35376	0.408725
				0.0177731	0.0194916	3.35376	0.40872
				0.0177424	0.0185069	3.35376	0.408713
				0.0166021	0.0191628	3.35376	0.408708
				0.0185442	0.0181498	3.35376	0.408703
				0.0181326	0.0190262	3.35377	0.408697
				0.0172631	0.0177998	3.35377	0.408691
				0.0194104	0.0192774	3.35377	0.408686
				0.0157535	0.0173619	3.35377	0.408679
				0.0160857	0.0172711	3.35378	0.408671
				0.0165015	0.0174653	3.35379	0.408663
				0.0177119	0.0186466	3.3538	0.408655
				0.0180448	0.0188358	3.35381	0.408648
				0.0161584	0.0160495	3.35383	0.40864
				0.0204623	0.0163127	3.35384	0.408631
				0.0185572	0.0196427	3.35386	0.408621
				0.0185002	0.0166319	3.35388	0.408611
				0.0167898	0.0171567	3.3539	0.408601
				0.0180808	0.0178236	3.35391	0.408593
				0.0192067	0.0184867	3.35393	0.408585
				0.0153652	0.0174374	3.35395	0.408577
				0.015217	0.0184405	3.35397	0.40857
				0.0162383	0.0186851	3.35399	0.408564
				0.0169773	0.0153857	3.35401	0.408557
				0.0170568	0.0166517	3.35403	0.408548
				0.0169765	0.0192626	3.35406	0.408539
				0.0182892	0.0174623	3.35408	0.40853
				0.019346	0.0172124	3.3541	0.40852
				0.0172339	0.0150898	3.35413	0.408511
				0.0161706	0.0154967	3.35415	0.408503
				0.0181716	0.019732	3.35417	0.408497
				0.0154733	0.0175434	3.3542	0.40849
				0.0181782	0.017326	3.35422	0.408483
				0.0168311	0.016391	3.35425	0.408478
				0.0151428	0.0192001	3.35428	0.408473
				0.0184943	0.0188772	3.35431	0.40847
				0.0197173	0.0176861	3.35434	0.408468
				0.0151486	0.0154187	3.35437	0.408464
				0.0186908	0.0161488	3.3544	0.408461
				0.0176808	0.0179436	3.35442	0.408459
				0.0153732	0.0180826	3.35444	0.408457
				0.0177402	0.0162547	3.35447	0.408456
				0.017739	0.0179013	3.35449	0.408454
				0.0173921	0.0157743	3.35451	0.408453
				0.018136	0.0182319	3.35453	0.408454
				0.0177853	0.0186848	3.35456	0.408454
				0.0172651	0.0169742	3.35459	0.408455
				0.0190496	0.0203895	3.35461	0.408458
				0.0195805	0.0154264	3.35464	0.408461
				0.0190984	0.0165543	3.35466	0.408466
				0.0176452	0.0185767	3.35468	0.408471
				0.0179223	0.0210218	3.35471	0.408477
				0.0176703	0.0173382	3.35473	0.408482
				0.0183401	0.0194046	3.35475	0.408488
				0.0189567	0.0159622	3.35477	0.408494
				0.0174644	0.0160241	3.35479	0.408499
				0.0193749	0.0174955	3.3548	0.408505
				0.0189642	0.0187664	3.35482	0.408512
				0.0177517	0.0165156	3.35484	0.408518
				0.0177511	0.0160626	3.35486	0.408524
				0.0181457	0.0181719	3.35487	0.408531
				0.018293	0.0167268	3.35489	0.408537
				0.0198547	0.0190375	3.3549	0.408541
				0.0173305	0.0193005	3.35492	0.408545
				0.0190019	0.0188232	3.35493	0.408544
				0.0153113	0.0171169	3.35494	0.408546
				0.0163553	0.0177536	3.35495	0.408546
				0.018974	0.0174089	3.35496	0.408545
				0.0148151	0.0189528	3.35497	0.408545
				0.0190684	0.0174717	3.35498	0.408545
				0.0165069	0.0173583	3.35499	0.408543
				0.0191072	0.0204221	3.355	0.408543
				0.0183807	0.0180982	3.35501	0.408541
				0.0188324	0.0184791	3.35502	0.408542
				0.0194602	0.0174455	3.35503	0.408545
				0.0164086	0.0180262	3.35503	0.408547
				0.0199069	0.0166786	3.35504	0.40855
				0.0162304	0.0172739	3.35504	0.408551
				0.0174986	0.0172241	3.35504	0.408552
				0.0173157	0.0186971	3.35504	0.408554
				0.0180125	0.017505	3.35504	0.408555
				0.0175756	0.0181476	3.35503	0.408558
				0.0161214	0.0183611	3.35503	0.408562
				0.0196095	0.0164364	3.35502	0.408567
				0.017129	0.0162636	3.35501	0.408571
				0.019812	0.0202407	3.35501	0.408575
				0.0199031	0.0185935	3.35501	0.408578
				0.0194277	0.0165182	3.355	0.408582
				0.0182649	0.0160749	3.35499	0.408584
				0.0194321	0.018277	3.35499	0.408585
				0.0181622	0.0173788	3.35498	0.408587
				0.018814	0.017283	3.35498	0.408588
				0.0189565	0.0195853	3.35497	0.408588
				0.0205784	0.0173801	3.35497	0.408588
				0.0188748	0.016748	3.35497	0.408587
				0.0172999	0.0170569	3.35496	0.408587
				0.017962	0.0187275	3.35495	0.40859
				0.0190364	0.016527	3.35495	0.40859
				0.0157549	0.0188855	3.35494	0.408592
				0.0174159	0.0160138	3.35494	0.408594
				0.016664	0.01535	3.35493	0.408595
				0.0191228	0.0193545	3.35493	0.408596
				0.0169303	0.0193432	3.35492	0.408597
				0.0161936	0.017988	3.35492	0.408598
				0.0171656	0.0179412	3.35492	0.408598
				0.0189551	0.0176719	3.35492	0.408597
				0.0171556	0.0173763	3.35491	0.408597
				0.018152	0.0157229	3.35491	0.408597
				0.0185439	0.0183872	3.35491	0.408596
				0.0172326	0.0184005	3.35491	0.408596
				0.0165225	0.0179182	3.3549	0.408597
				0.0190125	0.0190496	3.35489	0.408599
				0.0181445	0.0183125	3.35489	0.408602
				0.0163237	0.0181198	3.35487	0.408606
				0.017931	0.0178565	3.35486	0.408609
				0.0166115	0.020696	3.35485	0.408613
				0.0194769	0.0188667	3.35484	0.408616
				0.0190375	0.0183754	3.35483	0.40862
				0.0192008	0.0184595	3.35481	0.408624
				0.0185474	0.0164353	3.3548	0.408629
				0.0190859	0.0184015	3.35478	0.408634
				0.0155322	0.0173931	3.35477	0.408639
				0.0192278	0.0169927	3.35475	0.408642
				0.0199587	0.017352	3.35473	0.408647
				0.019224	0.020009	3.35471	0.408653
				0.017406	0.016438	3.3547	0.408659
				0.0189457	0.0176628	3.35468	0.408666
				0.0198068	0.0193159	3.35466	0.408673
				0.0194861	0.0211376	3.35464	0.408681
				0.0193176	0.019798	3.35462	0.408687
				0.0165479	0.0210984	3.35461	0.40869
				0.0195319	0.0181047	3.35459	0.408691
				0.0177247	0.0181575	3.35457	0.408693
				0.0183667	0.018752	3.35456	0.408694
				0.0198836	0.0171703	3.35454	0.408693
				0.0164985	0.0188326	3.35452	0.408691
				0.0201144	0.0167237	3.35451	0.408687
				0.0184737	0.019295	3.35449	0.408682
				0.0173196	0.0184177	3.35447	0.408677
				0.0186354	0.0161142	3.35445	0.408674
				0.0162905	0.0150719	3.35444	0.408667
				0.017393	0.0182307	3.35442	0.40866
				0.0164626	0.0161481	3.35441	0.40865
				0.0148609	0.0162717	3.35439	0.408641
				0.0173195	0.0155508	3.35438	0.40863
				0.0192071	0.0180608	3.35437	0.408619
				0.0194969	0.0187746	3.35435	0.408608
				0.0188732	0.0194606	3.35433	0.408597
				0.0185397	0.0180294	3.35432	0.408585
				0.0162697	0.0204368	3.35431	0.40857
				0.0191646	0.0156434	3.35429	0.408553
				0.0186593	0.0179606	3.35428	0.408537
				0.0170191	0.0173012	3.35427	0.408521
				0.0186969	0.0199713	3.35426	0.408505
				0.0152403	0.0191746	3.35425	0.408487
				0.0178667	0.0173373	3.35424	0.40847
				0.0180765	0.0194356	3.35423	0.408452
				0.0168845	0.0182902	3.35422	0.408435
				0.0190764	0.0175263	3.35421	0.408416
				0.0169788	0.0173381	3.35421	0.408398
				0.0165434	0.0185827	3.3542	0.40838
				0.0185727	0.015087	3.3542	0.408361
				0.0166316	0.020476	3.3542	0.408344
				0.0189429	0.0165808	3.3542	0.408328
				0.0180068	0.019308	3.3542	0.408313
				0.0186375	0.0165381	3.3542	0.408301
				0.0143757	0.0189137	3.3542	0.408287
				0.0184928	0.0186052	3.3542	0.408275
				0.0177152	0.0174564	3.3542	0.408261
				0.0161004	0.0181666	3.35419	0.408248
				0.0195105	0.0181196	3.35419	0.408237
				0.016126	0.0168058	3.35419	0.408227
				0.0157225	0.0185602	3.35419	0.408216
				0.0184543	0.0180542	3.35419	0.408203
				0.0197502	0.0185904	3.35418	0.40819
				0.0186524	0.0172999	3.35418	0.408178
				0.0177288	0.0182459	3.35418	0.408166
				0.018875	0.0177572	3.35417	0.408155
				0.0174156	0.0162721	3.35417	0.408144
				0.0166567	0.0175724	3.35417	0.408134
				0.0195655	0.0172493	3.35417	0.408123
				0.0181149	0.0205567	3.35418	0.408114
				0.018891	0.0189083	3.35418	0.408103
				0.0189786	0.0173729	3.35419	0.408092
				0.0167444	0.0186393	3.35419	0.408081
				0.0172526	0.0185141	3.35419	0.408071
				0.0187283	0.0174285	3.35419	0.40806
				0.0175855	0.0194704	3.35419	0.408051
				0.0173818	0.0189024	3.3542	0.40804
				0.0162242	0.0212672	3.3542	0.408032
				0.0162211	0.0183772	3.3542	0.408024
				0.0193694	0.0179725	3.3542	0.408017
				0.0186893	0.0176423	3.3542	0.408011
				0.0195415	0.0180924	3.3542	0.408003
				0.0207118	0.0196966	3.3542	0.407995
				0.0187987	0.0155943	3.35419	0.407988
				0.018574	0.015346	3.3542	0.40798
				0.0177607	0.0176695	3.35419	0.407971
				0.0179374	0.0171268	3.35419	0.407963
				0.0170458	0.0162893	3.35419	0.407954
				0.0199901	0.0187232	3.35419	0.407947
				0.0171376	0.0169122	3.35418	0.407941
				0.0172128	0.0180653	3.35418	0.407934
				0.0157649	0.0167546	3.35417	0.407927
				0.0192294	0.02039	3.35417	0.407923
				0.0179274	0.0176215	3.35416	0.407919
				0.0193573	0.0174975	3.35416	0.407917
				0.0211296	0.0191687	3.35415	0.407914
				0.0200157	0.0194009	3.35415	0.407911
				0.0175794	0.0185855	3.35414	0.407908
				0.0172767	0.0179898	3.35414	0.407904
				0.0165115	0.0193878	3.35413	0.407901
				0.0173677	0.0179107	3.35412	0.407896
				0.0181916	0.0175888	3.35412	0.407891
				0.0179985	0.0184442	3.35411	0.407884
				0.0185433	0.0174384	3.3541	0.407879
				0.0165728	0.018539	3.3541	0.407875
				0.0177462	0.0185014	3.35409	0.407872
				0.0188182	0.017974	3.35408	0.407869
				0.016962	0.0170121	3.35406	0.407865
				0.01833	0.0162703	3.35405	0.407861
				0.0168935	0.0181474	3.35404	0.407856
				0.0157985	0.0178789	3.35403	0.407851
				0.0181009	0.0210539	3.35402	0.407846
				0.0192743	0.018049	3.35401	0.407839
				0.0163851	0.0191667	3.354	0.407833
				0.0189203	0.0188645	3.35398	0.407827
				0.0184658	0.0190098	3.35397	0.407821
				0.0211443	0.0192214	3.35395	0.407814
				0.0178668	0.0189925	3.35394	0.407805
				0.0164248	0.0168091	3.35392	0.407798
				0.0174198	0.0159609	3.3539	0.407791
				0.0178676	0.0198841	3.35389	0.407786
				0.0182429	0.0163439	3.35387	0.407782
				0.0173304	0.0176677	3.35385	0.407781
				0.0180971	0.0162794	3.35383	0.40778
				0.0181423	0.0168194	3.35382	0.407779
				0.0173716	0.0174655	3.3538	0.40778
				0.018382	0.0202983	3.35378	0.407781
				0.0173636	0.0195507	3.35377	0.407785
				0.0203709	0.0184599	3.35376	0.407788
				0.01695	0.0183194	3.35375	0.407794
				0.01821	0.0153462	3.35374	0.407802
				0.0196429	0.0168142	3.35373	0.407811
				0.0165741	0.018207	3.35372	0.407819
				0.0161881	0.0171249	3.35371	0.407829
				0.0186804	0.0151355	3.3537	0.407839
				0.0163843	0.0194622	3.35369	0.407851
				0.0171664	0.0181729	3.35369	0.407861
				0.0165483	0.0205875	3.35368	0.407873
				0.0174492	0.0183627	3.35368	0.407885
				0.0171595	0.0168387	3.35368	0.407897
				0.0203076	0.0182207	3.35368	0.407908
				0.0175962	0.0186683	3.35367	0.40792
				0.0212874	0.01775	3.35367	0.407932
				0.0185678	0.0171308	3.35367	0.407944
				0.0191251	0.0169434	3.35368	0.407956
				0.0205268	0.0166736	3.35367	0.407968
				0.019148	0.0166948	3.35367	0.40798
				0.0172936	0.0187506	3.35368	0.407993
				0.0193627	0.0186825	3.35368	0.408005
				0.0178368	0.0191331	3.35368	0.408017
				0.0177968	0.0181145	3.35368	0.408027
				0.0174046	0.0177485	3.35367	0.408036
				0.0168174	0.0191836	3.35367	0.408044
				0.0178677	0.0183072	3.35367	0.408052
				0.0197306	0.018472	3.35367	0.408059
				0.016726	0.0192976	3.35368	0.408066
				0.0143066	0.0173783	3.35369	0.408074
				0.0182991	0.0176458	3.3537	0.408083
				0.0180716	0.0169485	3.35371	0.408093
				0.0180173	0.016172	3.35373	0.4081
				0.0196455	0.0174023	3.35374	0.408108
				0.0177743	0.0193707	3.35375	0.408117
				0.0184262	0.0178225	3.35377	0.408129
				0.0179685	0.0178465	3.35379	0.40814
				0.016815	0.0183469	3.35381	0.40815
				0.0165825	0.0174537	3.35383	0.408159
				0.0191334	0.0156777	3.35386	0.408167
				0.0202159	0.0182406	3.35388	0.408176
				0.0177498	0.017287	3.3539	0.408185
				0.0185692	0.0188132	3.35392	0.408194
				0.0193889	0.0178532	3.35394	0.408203
				0.0167822	0.0196013	3.35397	0.408214
				0.0176206	0.0191628	3.35399	0.408222
				0.0170446	0.0201547	3.35402	0.40823
				0.018563	0.019997	3.35404	0.40824
				0.0180779	0.0184789	3.35407	0.40825
				0.017642	0.0163554	3.3541	0.408259
				0.0197435	0.0189286	3.35414	0.408268
				0.0178847	0.0177461	3.35417	0.408274
				0.0171489	0.0190426	3.3542	0.408279
				0.0179801	0.0191946	3.35423	0.408284
				0.0183645	0.0175126	3.35427	0.408287
				0.0180369	0.0182508	3.3543	0.408292
				0.0168683	0.0158329	3.35434	0.408296
				0.0180873	0.0178512	3.35439	0.408302
				0.0177591	0.0159572	3.35443	0.408306
				0.017457	0.0176707	3.35447	0.408309
				0.0175004	0.0178818	3.35452	0.408311
				0.0200656	0.0177692	3.35457	0.408313
				0.0190788	0.0178783	3.35463	0.408314
				0.0170697	0.0151665	3.35468	0.408314
				0.0174049	0.0188017	3.35474	0.408316
				0.0170616	0.0166503	3.35479	0.408317
				0.0183883	0.0184962	3.35485	0.408317
				0.0188607	0.017283	3.35491	0.408315
				0.0172314	0.0171654	3.35496	0.408314
				0.0189139	0.0181017	3.35501	0.408312
				0.0175132	0.015774	3.35507	0.408309
				0.019424	0.015911	3.35512	0.408305
				0.0192338	0.0178463	3.35518	0.408302
				0.0194999	0.0183933	3.35523	0.408299
				0.0169042	0.0179019	3.35529	0.408297
				0.0170577	0.0192391	3.35535	0.408294
				0.017557	0.0169317	3.35541	0.40829
				0.0201633	0.0179802	3.35547	0.408286
				0.0183786	0.0190254	3.35554	0.408282
				0.0187405	0.0176486	3.35561	0.408279
				0.0190517	0.0173671	3.35568	0.408274
				0.0181649	0.0170142	3.35575	0.408271
				0.0207688	0.0155331	3.35583	0.408267
				0.0176837	0.0158848	3.3559	0.408264
				0.022092	0.0182701	3.35598	0.408263
				0.0198645	0.0167013	3.35607	0.408263
				0.0169106	0.0177296	3.35616	0.408265
				0.0188772	0.0190759	3.35625	0.408265
				0.019062	0.0180972	3.35634	0.408265
				0.0182225	0.0186317	3.35644	0.408263
				0.0175661	0.0171151	3.35654	0.408263
				0.0181181	0.0182048	3.35664	0.408263
				0.0199234	0.0171225	3.35674	0.408264
				0.0179214	0.017644	3.35685	0.408265
				0.0168066	0.0160332	3.35696	0.408265
				0.0189126	0.0186697	3.35708	0.408265
				0.0181842	0.0173732	3.35719	0.408264
				0.0172755	0.0193559	3.3573	0.408263
				0.0160222	0.020131	3.35742	0.408262
				0.0199179	0.0172705	3.35753	0.408262
				0.0176413	0.0180061	3.35766	0.408261
				0.0207122	0.0161397	3.35778	0.408258
				0.0185716	0.0168043	3.35791	0.408254
				0.0179466	0.0188494	3.35803	0.408246
				0.0175892	0.0184378	3.35816	0.408238
				0.0193922	0.0177726	3.35829	0.408231
				0.0183621	0.0188353	3.35842	0.408225
				0.0173375	0.0186765	3.35856	0.408219
				0.019205	0.0172378	3.3587	0.408212
				0.0184483	0.017346	3.35883	0.408204
				0.017808	0.0178916	3.35898	0.408197
				0.0170054	0.0172416	3.35912	0.408189
				0.0194973	0.020085	3.35926	0.408182
				0.0169216	0.0160477	3.35941	0.408177
				0.0172072	0.0194508	3.35955	0.408172
				0.0185207	0.0181299	3.3597	0.408166
				0.0168694	0.0179071	3.35985	0.40816
				0.0175982	0.0163328	3.36	0.408156
				0.0195454	0.0164551	3.36016	0.408151
				0.0165511	0.0199737	3.36031	0.408145
				0.0189027	0.0149138	3.36047	0.408138
				0.02162	0.0158931	3.36063	0.40813
				0.0158552	0.0162694	3.3608	0.408124
				0.0181855	0.0196109	3.36097	0.40812
				0.0176395	0.0177489	3.36114	0.408115
				0.0187546	0.0180072	3.36131	0.408112
				0.0173862	0.0175415	3.36148	0.408109
				0.0177207	0.0169086	3.36166	0.408104
				0.0177148	0.0166602	3.36184	0.408099
				0.0187304	0.01892	3.36201	0.408094
				0.0177431	0.0199537	3.36219	0.408088
				0.0187378	0.0201617	3.36237	0.408081
				0.0192262	0.0188237	3.36255	0.408072
				0.0165125	0.0157421	3.36273	0.408062
				0.016505	0.0186919	3.36292	0.408051
				0.0175367	0.0171013	3.36311	0.408038
				0.0162062	0.0182587	3.3633	0.408024
				0.0156999	0.0182352	3.36349	0.408011
				0.0181264	0.0186121	3.36369	0.407998
				0.0199003	0.0159592	3.36389	0.407987
				0.0179172	0.0154286	3.3641	0.407975
				0.0176232	0.0180322	3.36431	0.407962
				0.0162234	0.0170492	3.36452	0.40795
				0.0177448	0.0174043	3.36474	0.407937
				0.0186244	0.0182409	3.36496	0.407924
				0.0174321	0.0170324	3.36518	0.40791
				0.0173671	0.0195055	3.36541	0.407898
				0.0179696	0.0181257	3.36565	0.407885
				0.0166052	0.0170441	3.36589	0.407869
				0.0175069	0.0180925	3.36613	0.407855
				0.0173784	0.0179748	3.36637	0.407843
				0.0176503	0.0160089	3.36662	0.407831
				0.0198813	0.0177509	3.36687	0.407821
				0.0180399	0.016878	3.36712	0.407812
				0.0182571	0.0201105	3.36738	0.407803
				0.0163941	0.0190612	3.36764	0.407795
				0.0165363	0.0167363	3.36791	0.407789
				0.0165605	0.0173053	3.36817	0.407784
				0.0163842	0.0199892	3.36843	0.407776
				0.0195914	0.0185446	3.3687	0.407771
				0.0153338	0.0170031	3.36898	0.407768
				0.0195289	0.0191373	3.36926	0.407765
				0.0183319	0.0145068	3.36954	0.407763
				0.0164727	0.0188985	3.36983	0.407762
				0.0171374	0.0185715	3.37012	0.407762
				0.0165344	0.0182324	3.37042	0.407762
				0.0191088	0.0190138	3.37072	0.407761
				0.014654	0.0154212	3.37103	0.40776
				0.018139	0.0202495	3.37135	0.407759
				0.0188591	0.0178946	3.37167	0.407759
				0.0174362	0.015932	3.372	0.407758
				0.0184965	0.0177804	3.37233	0.407761
				0.0160365	0.0179785	3.37268	0.407764
				0.0188934	0.0151601	3.37303	0.407765
				0.0168968	0.018278	3.37339	0.407766
				0.0157686	0.0173362	3.37375	0.407769
				0.0173043	0.0185708	3.37412	0.407774
				0.0169041	0.016102	3.3745	0.407777
				0.0179797	0.0175866	3.37489	0.40778
				0.0186642	0.0187424	3.37528	0.407781
				0.0199558	0.0191733	3.37568	0.40778
				0.0183538	0.0187987	3.37608	0.407781
				0.0175448	0.0177727	3.37649	0.407781
				0.0181377	0.0182519	3.37691	0.40778
				0.01674	0.0187771	3.37733	0.407777
				0.0148438	0.0173778	3.37775	0.407773
				0.0183805	0.0182825	3.37818	0.407765
				0.0193702	0.0177112	3.37862	0.407757
				0.0177785	0.0184304	3.37906	0.40775
				0.0157088	0.016954	3.3795	0.407745
				0.0172179	0.0183683	3.37995	0.40774
				0.019654	0.0161706	3.3804	0.407733
				0.0178848	0.0175037	3.38085	0.407726
				0.0174247	0.0199905	3.38132	0.407717
				0.0185281	0.0185239	3.38179	0.407708
				0.0168453	0.0166692	3.38226	0.407699
				0.0188548	0.0173672	3.38274	0.407689
				0.0178817	0.018019	3.38324	0.407677
				0.0194429	0.0179576	3.38374	0.407666
				0.0180812	0.0167085	3.38425	0.407656
				0.0157863	0.0180633	3.38476	0.407644
				0.0172117	0.0178716	3.38527	0.407633
				0.018483	0.0192644	3.38579	0.407624
				0.0176258	0.0159023	3.38632	0.407617
				0.015144	0.0189079	3.38685	0.407612
				0.0156669	0.016396	3.38739	0.407607
				0.018385	0.0174355	3.38793	0.4076
				0.0178347	0.0183771	3.38848	0.407593
				0.0178549	0.0173787	3.38904	0.407587
				0.0192973	0.0153659	3.38961	0.407581
				0.0168327	0.0172818	3.39018	0.407576
				0.0165439	0.0171917	3.39076	0.407571
				0.0185688	0.0183876	3.39134	0.407566
				0.0195366	0.0187289	3.39193	0.407558
				0.0195874	0.0173879	3.39252	0.40755
				0.019859	0.0172331	3.39313	0.40754
				0.0215941	0.0156946	3.39374	0.407533
				0.0186452	0.0177731	3.39437	0.407527
				0.0195922	0.0161245	3.395	0.407518
				0.0184278	0.018727	3.39564	0.407511
				0.0176223	0.0180726	3.39628	0.407505
				0.0184181	0.0153112	3.39693	0.4075
				0.0186553	0.019367	3.39758	0.407495
				0.0186363	0.0158576	3.39824	0.40749
				0.0168617	0.0175198	3.39891	0.407484
				0.0167311	0.0181368	3.39958	0.40748
				0.0182525	0.0174499	3.40026	0.407475
				0.0164501	0.0182755	3.40096	0.407472
				0.0173875	0.0195304	3.40166	0.407471
				0.01946	0.0178902	3.40237	0.407469
				0.0193795	0.0184989	3.4031	0.407467
				0.0167916	0.0190724	3.40383	0.407467
				0.0169047	0.0175951	3.40458	0.407469
				0.0162104	0.0172838	3.40533	0.407472
				0.0173633	0.0173545	3.40609	0.407478
				0.0173422	0.0188376	3.40686	0.407484
				0.01765	0.0203483	3.40764	0.407491
				0.0181194	0.0189254	3.40843	0.407499
				0.0174887	0.0172403	3.40923	0.407505
				0.0209286	0.0185421	3.41003	0.407511
				0.0196553	0.0200441	3.41085	0.407517
				0.0186514	0.0204241	3.41167	0.407524
				0.0184032	0.0181522	3.4125	0.407531
				0.0180624	0.0169114	3.41334	0.40754
				0.0180951	0.0182353	3.41419	0.407548
				0.0194225	0.0190553	3.41504	0.407555
				0.0168441	0.0199916	3.41591	0.407563
				0.0171599	0.017316	3.41677	0.407569
				0.0172529	0.0211173	3.41765	0.407576
				0.0170907	0.0187357	3.41854	0.407584
				0.0195175	0.0176333	3.41944	0.407589
				0.0191984	0.0162803	3.42035	0.407596
				0.0178431	0.0177684	3.42127	0.407601
				0.0185135	0.0163609	3.4222	0.407607
				0.0187189	0.0174684	3.42314	0.40761
				0.018313	0.0197787	3.42409	0.407613
				0.0175599	0.0185864	3.42505	0.407614
				0.0181369	0.017784	3.42602	0.407613
				0.0175084	0.0155637	3.42701	0.40761
				0.0198337	0.0171956	3.42801	0.407611
				0.0190359	0.0194951	3.42902	0.407611
				0.0193675	0.0174482	3.43003	0.40761
				0.0183403	0.0163115	3.43106	0.40761
				0.0165594	0.018042	3.43208	0.40761
				0.0187531	0.0166245	3.43312	0.407608
				0.017216	0.0164241	3.43417	0.407606
				0.0176618	0.0194258	3.43522	0.407604
				0.0192946	0.018786	3.43629	0.407603
				0.0185248	0.0181186	3.43736	0.407602
				0.018441	0.0172285	3.43844	0.407602
				0.0188716	0.017622	3.43954	0.407601
				0.0174104	0.0196383	3.44064	0.407601
				0.0168299	0.0180627	3.44175	0.407599
				0.0162676	0.0200852	3.44287	0.407597
				0.0161573	0.0173168	3.44399	0.407595
				0.0171018	0.0175962	3.44513	0.407594
				0.019545	0.0176972	3.44627	0.407592
				0.0179038	0.0172058	3.44743	0.407589
				0.0171563	0.0191745	3.44859	0.407587
				0.0204167	0.0176161	3.44976	0.407585
				0.01773	0.0177209	3.45094	0.407585
				0.0171399	0.0177921	3.45212	0.407585
				0.0186026	0.0170492	3.45332	0.407585
				0.0177048	0.0175229	3.45452	0.407586
				0.0185411	0.017578	3.45573	0.407589
				0.0175155	0.0179669	3.45696	0.407593
				0.0179658	0.0182233	3.45819	0.407599
				0.0190022	0.0197359	3.45944	0.407607
				0.0143662	0.0185658	3.46069	0.407616
				0.0178632	0.0175341	3.46196	0.407623
				0.0185864	0.0181586	3.46323	0.407632
				0.0175453	0.0166915	3.46453	0.407641
				0.0181992	0.0186221	3.46583	0.40765
