jlap1_35	jlap1_36	jlap1_42	jlap1_44	cur1_35	cur1_36	cur1_42	cur1_44
0.116022	0.150441	0.114618	3.7496	-0.168386	-0.166962	-0.169871	0.513736
0.119157	0.157017	0.123952	3.75229	-0.168177	-0.165749	-0.167873	0.512346
0.119059	0.154146	0.119104	3.76823	-0.168511	-0.164931	-0.169982	0.508647
0.116835	0.143078	0.122759	3.77023	-0.169092	-0.168788	-0.171103	0.512371
0.11778	0.151441	0.115115	3.75537	-0.166969	-0.165528	-0.17003	0.51197
0.121005	0.144814	0.115332	3.76944	-0.169652	-0.167008	-0.168134	0.510328
0.122139	0.15767	0.125978	3.79177	-0.169587	-0.167905	-0.169719	0.511316
0.121302	0.153192	0.125655	3.77989	-0.170792	-0.166408	-0.170563	0.512408
0.119427	0.144193	0.123052	3.78043	-0.171255	-0.168396	-0.171011	0.51199
0.119139	0.151004	0.114123	3.80656	-0.16809	-0.170333	-0.170302	0.51124
0.12048	0.155515	0.115349	3.80145	-0.168017	-0.167672	-0.170338	0.508588
0.120264	0.148847	0.12185	3.78966	-0.168721	-0.166086	-0.170803	0.507247
0.123152	0.154349	0.118585	3.79352	-0.169597	-0.164881	-0.169667	0.512207
0.105008	0.151139	0.124567	3.80764	-0.168106	-0.16992	-0.169676	0.511436
0.117841	0.146572	0.119409	3.80088	-0.168829	-0.167459	-0.170115	0.514386
0.122111	0.155453	0.11363	3.81252	-0.168378	-0.167139	-0.170188	0.510984
0.122202	0.136968	0.119062	3.79519	-0.169199	-0.166746	-0.171142	0.512458
0.117548	0.153696	0.11899	3.82752	-0.169284	-0.167027	-0.169813	0.513273
0.124149	0.151608	0.119927	3.79034	-0.169224	-0.168667	-0.168802	0.51308
0.118095	0.153081	0.113225	3.82793	-0.170375	-0.168042	-0.170702	0.51065
0.116573	0.147703	0.11235	3.82836	-0.168113	-0.166293	-0.167106	0.511591
0.121706	0.155226	0.115717	3.8415	-0.170454	-0.164694	-0.168296	0.51018
0.117213	0.148943	0.121205	3.83304	-0.168124	-0.164524	-0.17026	0.510946
0.115506	0.140658	0.122793	3.84796	-0.170814	-0.167911	-0.170928	0.510868
0.120897	0.141587	0.121144	3.83784	-0.169061	-0.166801	-0.169607	0.508688
0.127988	0.146285	0.114697	3.83496	-0.169888	-0.164798	-0.173213	0.511038
0.114546	0.148918	0.115089	3.84125	-0.169749	-0.166529	-0.170321	0.511366
0.119075	0.143731	0.120217	3.8498	-0.170152	-0.167179	-0.171075	0.51286
0.112114	0.154243	0.12086	3.85462	-0.166655	-0.168039	-0.169677	0.513598
0.115086	0.15023	0.12299	3.84762	-0.17096	-0.16884	-0.170709	0.514563
0.119064	0.148691	0.111926	3.85818	-0.168404	-0.170231	-0.169544	0.511072
0.120422	0.151626	0.124249	3.88438	-0.168017	-0.165884	-0.170303	0.511176
0.120424	0.14515	0.117539	3.86689	-0.169185	-0.170479	-0.172934	0.512439
0.113378	0.15297	0.125608	3.86518	-0.169489	-0.169647	-0.168002	0.510758
0.123661	0.143044	0.120286	3.88139	-0.170508	-0.169031	-0.168976	0.509196
0.11807	0.156874	0.109736	3.87439	-0.169483	-0.167496	-0.168477	0.512988
0.1164	0.147743	0.124206	3.87142	-0.170682	-0.168006	-0.16891	0.509557
0.125972	0.15764	0.126223	3.88716	-0.169765	-0.165043	-0.169641	0.510411
0.114237	0.143943	0.110239	3.88464	-0.16909	-0.166853	-0.171135	0.512994
0.121881	0.148077	0.118	3.8935	-0.17063	-0.16774	-0.169166	0.51042
0.111099	0.157018	0.119596	3.89668	-0.171086	-0.167888	-0.168465	0.512258
0.113878	0.15715	0.12061	3.88628	-0.172343	-0.166918	-0.168334	0.514441
0.121554	0.147618	0.112847	3.90768	-0.166923	-0.16733	-0.17071	0.511945
0.116701	0.14589	0.119564	3.89764	-0.167891	-0.168472	-0.170403	0.512162
0.116016	0.14697	0.125317	3.92168	-0.16838	-0.167982	-0.169655	0.512461
0.115723	0.154306	0.117944	3.90884	-0.168996	-0.167866	-0.171025	0.514891
0.116297	0.159784	0.126567	3.90904	-0.167563	-0.165762	-0.169864	0.511285
0.117602	0.148722	0.110742	3.93154	-0.170019	-0.167784	-0.169008	0.136057
0.119305	0.151716	0.113975	3.92612	-0.170185	-0.166623	-0.16851	-0.16595
0.116733	0.146609	0.121981	3.94247	-0.168803	-0.165518	-0.170275	-0.166895
0.114498	0.153473	0.111093	3.93795	-0.169746	-0.167517	-0.171632	-0.166283
0.120265	0.152346	0.117625	3.93799	-0.167584	-0.165613	-0.171124	-0.16652
0.119561	0.156253	0.115018	3.94714	-0.169669	-0.168591	-0.168404	-0.169166
0.126806	0.154644	0.1174	3.94588	-0.171063	-0.166038	-0.169394	-0.167315
0.121363	0.148721	0.117942	3.93037	-0.170466	-0.167695	-0.170782	-0.166466
0.126345	0.145728	0.117267	3.9396	-0.168513	-0.166984	-0.169752	-0.167733
0.127566	0.145299	0.113667	3.94792	-0.172797	-0.169935	-0.168524	-0.165942
0.125248	0.144916	0.120784	3.96198	-0.170081	-0.166436	-0.167985	-0.167848
0.116918	0.148342	0.127599	3.94643	-0.168863	-0.16794	-0.169366	-0.167837
0.122192	0.150002	0.118669	3.95907	-0.168656	-0.167413	-0.169048	-0.165544
0.11882	0.157346	0.114375	3.96613	-0.1677	-0.166925	-0.169997	-0.165014
0.109283	0.149106	0.107157	3.98185	-0.169244	-0.167189	-0.168955	-0.163551
0.124299	0.150704	0.116864	3.96618	-0.168669	-0.168727	-0.170363	-0.16469
0.120715	0.149592	0.127455	3.97694	-0.170836	-0.16776	-0.165697	-0.165878
0.124615	0.141631	0.123123	3.9923	-0.168949	-0.168328	-0.168427	-0.166637
0.115271	0.147245	0.128598	3.99617	-0.168851	-0.16762	-0.169774	-0.169921
0.113181	0.147545	0.133907	3.99064	-0.17248	-0.166452	-0.168706	-0.16803
0.118979	0.145679	0.117354	3.99348	-0.169739	-0.169217	-0.16741	-0.169014
0.123012	0.144233	0.110785	4.00666	-0.167949	-0.168676	-0.167664	-0.166352
0.122235	0.148865	0.117748	3.99216	-0.171117	-0.167676	-0.166533	-0.165965
0.12342	0.147758	0.120426	4.01237	-0.169347	-0.169332	-0.166892	-0.166853
0.120853	0.160494	0.115717	4.01535	-0.170382	-0.166453	-0.167284	-0.166983
0.122165	0.150415	0.115054	3.99966	-0.167249	-0.16938	-0.167768	-0.166609
0.124149	0.147649	0.124029	4.01998	-0.167562	-0.16857	-0.170357	-0.165638
0.114574	0.148283	0.121967	4.01429	-0.171227	-0.168659	-0.169141	-0.168539
0.118118	0.152581	0.113196	4.01103	-0.169289	-0.168573	-0.169098	-0.166523
0.10781	0.14105	0.115257	4.02819	-0.167355	-0.169744	-0.16901	-0.16662
0.116975	0.148205	0.118937	4.03714	-0.169313	-0.168231	-0.168956	-0.164789
0.116136	0.149911	0.11157	4.03906	-0.168629	-0.166717	-0.170607	-0.167791
0.114815	0.151266	0.112892	4.05379	-0.168478	-0.166724	-0.168187	-0.167529
0.127195	0.155357	0.113814	4.06332	-0.169448	-0.168395	-0.168794	-0.168551
0.11739	0.155722	0.113197	4.0527	-0.170281	-0.168042	-0.168439	-0.167045
0.125138	0.148186	0.1201	4.05388	-0.169698	-0.165147	-0.169221	-0.166256
0.121109	0.156353	0.117846	4.05257	-0.171539	-0.167845	-0.166397	-0.166179
0.124545	0.157579	0.118351	4.06323	-0.170001	-0.166317	-0.167078	-0.165858
0.107206	0.144792	0.113033	4.05037	-0.168773	-0.165701	-0.169155	-0.170241
0.116909	0.148622	0.12076	4.05916	-0.172439	-0.167343	-0.168697	-0.169287
0.127747	0.155019	0.110806	4.04839	-0.170116	-0.166843	-0.169642	-0.16806
0.123371	0.146473	0.113942	4.07838	-0.171067	-0.168162	-0.168683	-0.168271
0.118649	0.150117	0.119156	4.08563	-0.172204	-0.168202	-0.170129	-0.164998
0.117055	0.149701	0.120933	4.09039	-0.171273	-0.166592	-0.168147	-0.167328
0.128168	0.150834	0.109769	4.08456	-0.170328	-0.167966	-0.168192	-0.166274
0.112254	0.156459	0.119026	4.09848	-0.171043	-0.167888	-0.170783	-0.164547
0.126939	0.15412	0.103272	4.08705	-0.168718	-0.166581	-0.169493	-0.16787
0.109112	0.152206	0.123203	4.10399	-0.16986	-0.168045	-0.167986	-0.165548
0.121622	0.161843	0.116338	4.09706	-0.170909	-0.168361	-0.171585	-0.166012
0.121087	0.145557	0.11697	4.11076	-0.170113	-0.166811	-0.167755	-0.16687
0.126347	0.149791	0.117918	4.11081	-0.168837	-0.16712	-0.169863	-0.16647
0.118554	0.150593	0.119621	4.10067	-0.168239	-0.167355	-0.168495	-0.166367
0.110399	0.149593	0.123974	4.12528	-0.169484	-0.166867	-0.169795	-0.166696
0.118862	0.155962	0.118495	4.12855	-0.171005	-0.166552	-0.169267	-0.16688
0.114657	0.151951	0.120336	4.12782	-0.167512	-0.166677	-0.166933	-0.171122
0.12522	0.151947	0.120719	4.11042	-0.170801	-0.168071	-0.170818	-0.167821
0.114298	0.151113	0.1128	4.1409	-0.170064	-0.165427	-0.169126	-0.168091
0.121033	0.157873	0.117768	4.1162	-0.17266	-0.168986	-0.170154	-0.171083
0.120272	0.149737	0.11959	4.13013	-0.168481	-0.166628	-0.170901	-0.168491
0.111355	0.142302	0.11711	4.13564	-0.172042	-0.16536	-0.168013	-0.168538
0.11592	0.15985	0.124067	4.12884	-0.169063	-0.16581	-0.169133	-0.168714
0.123844	0.153585	0.116732	4.15799	-0.170824	-0.166921	-0.168648	-0.166729
0.114029	0.148097	0.1112	4.18302	-0.169613	-0.168982	-0.168973	-0.167288
0.123644	0.163399	0.124802	4.17565	-0.17157	-0.164583	-0.167972	-0.165975
0.117702	0.154899	0.116736	4.15638	-0.170796	-0.164985	-0.169088	-0.165417
0.121237	0.150161	0.113325	4.14976	-0.16809	-0.168789	-0.169978	-0.167421
0.11985	0.165815	0.119611	4.17158	-0.170982	-0.16733	-0.171275	-0.166959
0.115843	0.150011	0.122142	4.17737	-0.169058	-0.167708	-0.169455	-0.168897
0.123309	0.15161	0.125702	4.17163	-0.169154	-0.165489	-0.169075	-0.167637
0.123412	0.151814	0.117897	4.17599	-0.16791	-0.16847	-0.168323	-0.166821
0.125731	0.1512	0.116635	4.18247	-0.172426	-0.168852	-0.16858	-0.168528
0.117957	0.156462	0.121053	4.17361	-0.169871	-0.166016	-0.170482	-0.168455
0.112651	0.14545	0.126919	4.18951	-0.169251	-0.168498	-0.171664	-0.16656
0.115565	0.15445	0.117129	4.19665	-0.171421	-0.165266	-0.171285	-0.1677
0.120825	0.152473	0.127209	4.18187	-0.169899	-0.165789	-0.172078	-0.168915
0.118414	0.147226	0.120891	4.20951	-0.168154	-0.168432	-0.170306	-0.167202
0.117109	0.148482	0.124583	4.21167	-0.169646	-0.168885	-0.168503	-0.165362
0.121775	0.150854	0.11067	4.23555	-0.170188	-0.16895	-0.168487	-0.168288
0.118841	0.152289	0.114488	4.21188	-0.168887	-0.168299	-0.16799	-0.167044
0.1237	0.14368	0.124413	4.21924	-0.168293	-0.166088	-0.169457	-0.167662
0.120129	0.148988	0.129682	4.21943	-0.170085	-0.166862	-0.168771	-0.16867
0.123059	0.150664	0.115093	4.19979	-0.169608	-0.166871	-0.169438	-0.166882
0.120975	0.151759	0.113739	4.22097	-0.168252	-0.168893	-0.170017	-0.166239
0.11184	0.157256	0.120028	4.21417	-0.170809	-0.167749	-0.169532	-0.167838
0.116868	0.14895	0.11621	4.24195	-0.16781	-0.167722	-0.168773	-0.167214
0.124345	0.148915	0.119693	4.25484	-0.169675	-0.169123	-0.168596	-0.166597
0.123387	0.153309	0.1189	4.25554	-0.170095	-0.168377	-0.167424	-0.170399
0.125704	0.147173	0.128542	4.23849	-0.16885	-0.166267	-0.169709	-0.167008
0.119937	0.149541	0.119198	4.24028	-0.169936	-0.16841	-0.168719	-0.16724
0.117594	0.153249	0.122117	4.2461	-0.170369	-0.166383	-0.170122	-0.168403
0.122368	0.150712	0.109743	4.26804	-0.170112	-0.167187	-0.168268	-0.167573
0.115751	0.146549	0.111966	4.25026	-0.169364	-0.16635	-0.171214	-0.167385
0.120252	0.140846	0.117414	4.25332	-0.168819	-0.169058	-0.168678	-0.167149
0.115734	0.149767	0.11481	4.28474	-0.167739	-0.166603	-0.171718	-0.167097
0.118127	0.148888	0.118955	4.25867	-0.167175	-0.16557	-0.168046	-0.166456
0.122428	0.147881	0.118565	4.27949	-0.169713	-0.165812	-0.172022	-0.165798
0.119095	0.142826	0.126874	4.28715	-0.169243	-0.167504	-0.170422	-0.166316
0.125043	0.166154	0.121185	4.29209	-0.16894	-0.168351	-0.17085	-0.165276
0.121881	0.147161	0.118424	4.28121	-0.16894	-0.168309	-0.169494	-0.166938
0.118337	0.151066	0.113759	4.27757	-0.168858	-0.16594	-0.169782	-0.164683
0.116686	0.146171	0.125951	4.29968	-0.168442	-0.167067	-0.169316	-0.165474
0.119205	0.150768	0.113323	4.30039	-0.170458	-0.168609	-0.16896	-0.168669
0.118787	0.152187	0.114711	4.30886	-0.167995	-0.167607	-0.169398	-0.168838
0.114781	0.140995	0.111438	4.29982	-0.168426	-0.164957	-0.169746	-0.167108
0.125507	0.148245	0.118411	4.32288	-0.169237	-0.1664	-0.168953	-0.169361
0.126111	0.147987	0.113884	4.32493	-0.167908	-0.166662	-0.169128	-0.167286
0.122236	0.154577	0.112018	4.33021	-0.168006	-0.16589	-0.171161	-0.165126
0.117773	0.148687	0.117284	4.32642	-0.168552	-0.166515	-0.169974	-0.166136
0.117879	0.166158	0.116134	4.33872	-0.169173	-0.1662	-0.170742	-0.167469
0.119812	0.147237	0.111366	4.33494	-0.168553	-0.163968	-0.170209	-0.167405
0.126405	0.143846	0.111909	4.34069	-0.168931	-0.166759	-0.170197	-0.166162
0.116575	0.149248	0.124171	4.34846	-0.167683	-0.168008	-0.167332	-0.165351
0.120158	0.159166	0.126908	4.34537	-0.167001	-0.16834	-0.169834	-0.167871
0.114994	0.154459	0.126663	4.34064	-0.168477	-0.167398	-0.171458	-0.167193
0.120409	0.153443	0.125455	4.35212	-0.167627	-0.166271	-0.168791	-0.169341
0.113776	0.150202	0.11381	4.36289	-0.168425	-0.167941	-0.168283	-0.165136
0.115127	0.146241	0.106274	4.351	-0.170204	-0.167131	-0.171163	-0.166495
0.116305	0.148646	0.119466	4.33845	-0.170207	-0.167363	-0.171853	-0.167852
0.111509	0.152526	0.118138	4.3628	-0.169122	-0.16825	-0.170969	-0.16724
0.113808	0.135671	0.109683	4.35352	-0.168054	-0.16578	-0.169922	-0.166302
0.130785	0.145552	0.119246	4.36145	-0.167966	-0.16629	-0.169308	-0.16682
0.118473	0.158146	0.123815	4.38386	-0.168761	-0.165577	-0.170166	-0.166777
0.126237	0.154127	0.12444	4.3794	-0.169753	-0.1667	-0.170505	-0.168265
0.123382	0.160684	0.117518	4.38147	-0.166685	-0.166221	-0.170246	-0.163099
0.117897	0.152953	0.119142	4.38764	-0.16777	-0.167044	-0.171552	-0.165832
0.11472	0.154968	0.113988	4.38237	-0.169901	-0.167474	-0.172008	-0.165948
0.11282	0.148527	0.120572	4.38666	-0.166338	-0.169847	-0.169065	-0.167519
0.118897	0.147732	0.118831	4.405	-0.169055	-0.167614	-0.17005	-0.166442
0.121729	0.15416	0.119871	4.39948	-0.167845	-0.169108	-0.171184	-0.166365
0.112709	0.159269	0.128477	4.42278	-0.168539	-0.166354	-0.16821	-0.167495
0.118715	0.148805	0.120612	4.3939	-0.16842	-0.165684	-0.170496	-0.167962
0.11422	0.151958	0.11923	4.42766	-0.168471	-0.167882	-0.170083	-0.166824
0.118253	0.148678	0.11947	4.4238	-0.1686	-0.165546	-0.169052	-0.169414
0.11548	0.155821	0.123349	4.43265	-0.168995	-0.167189	-0.170411	-0.16847
0.115149	0.152102	0.118249	4.41777	-0.171626	-0.167418	-0.169133	-0.167007
0.113494	0.15536	0.115576	4.42673	-0.168568	-0.166649	-0.170711	-0.165713
0.122496	0.141347	0.117883	4.43014	-0.169519	-0.167275	-0.170137	-0.167511
0.117302	0.147335	0.112229	4.42831	-0.170409	-0.165133	-0.168122	-0.167871
0.114954	0.147053	0.124889	4.43261	-0.169462	-0.167287	-0.169399	-0.167439
0.122873	0.14774	0.120508	4.42004	-0.167952	-0.16751	-0.17093	-0.165891
0.120478	0.153738	0.115827	4.46253	-0.169589	-0.168941	-0.170246	-0.166279
0.125571	0.149183	0.115156	4.47424	-0.166334	-0.165935	-0.168124	-0.165676
0.12563	0.146517	0.116108	4.46615	-0.168107	-0.16598	-0.170651	-0.164679
0.117448	0.140575	0.120456	4.46557	-0.168601	-0.165084	-0.17257	-0.166582
0.129546	0.153175	0.123678	4.4655	-0.170272	-0.16791	-0.17224	-0.167617
0.11517	0.153531	0.120995	4.4624	-0.168018	-0.16727	-0.168348	-0.168095
0.125223	0.15972	0.114671	4.47291	-0.169397	-0.166977	-0.173091	-0.167776
0.127771	0.156697	0.122871	4.48144	-0.168855	-0.168236	-0.171053	-0.163815
0.105963	0.155352	0.109153	4.46269	-0.16954	-0.168414	-0.168419	-0.166072
0.110936	0.148654	0.125861	4.46939	-0.168999	-0.165646	-0.167266	-0.165813
0.118749	0.153515	0.124464	4.50209	-0.169855	-0.16616	-0.169887	-0.166104
0.119518	0.145894	0.117224	4.49853	-0.170041	-0.168371	-0.168795	-0.168044
0.116704	0.148939	0.127925	4.50329	-0.170806	-0.167993	-0.1688	-0.166394
0.11242	0.144995	0.117966	4.50995	-0.169627	-0.168249	-0.168977	-0.166398
0.120485	0.145985	0.115488	4.51523	-0.167804	-0.166304	-0.17041	-0.167011
0.111693	0.157142	0.111796	4.51456	-0.168233	-0.167176	-0.170593	-0.165135
0.111614	0.145632	0.115335	4.51731	-0.169651	-0.166909	-0.17271	-0.168672
0.122504	0.163593	0.117412	4.51621	-0.16968	-0.164407	-0.172018	-0.167433
0.114006	0.151781	0.121172	4.51916	-0.17088	-0.164436	-0.169287	-0.165317
0.116508	0.158285	0.119704	4.5139	-0.17043	-0.169945	-0.170121	-0.166051
0.128802	0.146776	0.118802	4.50486	-0.168955	-0.168362	-0.170543	-0.166468
0.118006	0.151312	0.125996	4.53759	-0.169114	-0.16863	-0.171306	-0.166281
0.116513	0.140808	0.122085	4.51315	-0.168211	-0.168676	-0.169675	-0.168495
0.122236	0.153108	0.130038	4.55144	-0.170894	-0.168823	-0.16842	-0.16734
0.118115	0.15969	0.113707	4.54247	-0.16924	-0.168332	-0.169609	-0.168902
0.12137	0.157815	0.122174	4.54312	-0.169913	-0.166838	-0.1688	-0.16755
0.118838	0.144517	0.126822	4.53722	-0.170421	-0.166766	-0.168738	-0.167658
0.119673	0.149902	0.117044	4.55588	-0.170129	-0.166176	-0.167914	-0.166205
0.117489	0.150794	0.114593	4.54567	-0.168782	-0.168219	-0.168369	-0.166063
0.115723	0.147443	0.117056	4.55399	-0.170742	-0.167753	-0.167825	-0.165965
0.11255	0.151567	0.112997	4.56616	-0.168797	-0.165772	-0.168959	-0.166514
0.115499	0.15453	0.125183	4.54864	-0.1686	-0.167865	-0.169574	-0.166868
0.121908	0.147194	0.11693	4.57148	-0.168583	-0.167155	-0.170627	-0.164803
0.116404	0.159534	0.120291	4.56766	-0.169087	-0.168134	-0.17077	-0.164986
0.113008	0.144718	0.120331	4.58128	-0.169426	-0.167937	-0.171099	-0.165591
0.121616	0.14997	0.115842	4.58447	-0.171031	-0.16924	-0.170302	-0.16364
0.109023	0.142807	0.125278	4.59117	-0.168222	-0.16941	-0.16912	-0.166556
0.111818	0.152731	0.120976	4.58694	-0.167577	-0.168464	-0.171769	-0.166239
0.119675	0.150086	0.118647	4.59509	-0.170592	-0.166422	-0.172274	-0.167028
0.124368	0.147	0.117529	4.60156	-0.168658	-0.168342	-0.167472	-0.165824
0.11759	0.154721	0.113261	4.59171	-0.166572	-0.166586	-0.16837	-0.170598
0.115056	0.149916	0.112361	4.59267	-0.169614	-0.167256	-0.169247	-0.166831
0.127665	0.152811	0.119652	4.60038	-0.171	-0.165983	-0.169245	-0.167247
0.119602	0.147055	0.110483	4.61744	-0.169465	-0.165943	-0.172088	-0.166782
0.116545	0.148069	0.124051	4.61927	-0.169795	-0.165704	-0.171401	-0.167043
0.119422	0.143359	0.110614	4.60472	-0.169906	-0.168677	-0.168343	-0.169571
0.113492	0.146261	0.115882	4.62863	-0.169394	-0.167693	-0.168831	-0.167446
0.116061	0.151467	0.111417	4.62499	-0.172118	-0.168606	-0.17044	-0.165408
0.125753	0.150396	0.107743	4.64044	-0.170093	-0.168944	-0.169236	-0.168576
0.124703	0.142983	0.115921	4.60458	-0.170863	-0.168555	-0.17038	-0.166018
0.118947	0.150272	0.125204	4.61775	-0.169635	-0.165977	-0.169588	-0.166294
0.112594	0.146312	0.11703	4.62447	-0.168291	-0.168696	-0.168748	-0.168743
0.108229	0.149233	0.11754	4.63128	-0.171257	-0.168874	-0.17056	-0.167816
0.111156	0.150372	0.11982	4.65157	-0.167961	-0.167346	-0.169822	-0.165406
0.121179	0.15489	0.109022	4.65079	-0.167897	-0.169367	-0.169208	-0.166014
0.120402	0.159573	0.11727	4.64835	-0.169577	-0.168839	-0.168745	-0.167071
0.117524	0.150767	0.121491	4.64041	-0.167626	-0.166143	-0.170312	-0.167534
0.112158	0.147616	0.125227	4.65053	-0.169424	-0.165142	-0.165739	-0.168074
0.118817	0.152077	0.121814	4.63741	-0.170225	-0.166193	-0.170509	-0.168873
0.113287	0.152894	0.123445	4.68576	-0.171143	-0.166179	-0.168628	-0.165969
0.111439	0.141571	0.106744	4.65831	-0.171029	-0.165135	-0.168326	-0.168949
0.117861	0.156199	0.116799	4.67476	-0.169228	-0.16797	-0.169763	-0.166647
0.124403	0.145073	0.12028	4.67792	-0.170677	-0.16819	-0.168984	-0.165677
0.113377	0.151016	0.119653	4.67143	-0.17046	-0.167742	-0.170203	-0.167044
0.116011	0.147922	0.111859	4.67868	-0.169402	-0.165489	-0.167364	-0.166418
0.115687	0.156929	0.113762	4.66137	-0.170187	-0.168397	-0.169439	-0.167882
0.117884	0.150623	0.117375	4.67171	-0.172655	-0.167252	-0.166675	-0.168586
0.11352	0.152987	0.1111	4.6896	-0.170802	-0.168513	-0.170416	-0.167403
0.113619	0.1452	0.121707	4.68718	-0.167798	-0.166583	-0.169608	-0.165129
0.11432	0.145913	0.115967	4.69516	-0.170111	-0.168681	-0.167438	-0.164913
0.120389	0.150646	0.121175	4.70577	-0.169001	-0.165603	-0.170876	-0.166565
0.116534	0.149115	0.117026	4.68491	-0.170028	-0.166725	-0.170973	-0.16757
0.111485	0.145004	0.12061	4.69252	-0.169836	-0.167201	-0.169586	-0.168083
0.115311	0.150384	0.117604	4.72941	-0.169967	-0.164724	-0.170315	-0.165376
0.116881	0.15028	0.120171	4.71002	-0.171455	-0.166929	-0.16979	-0.166088
0.113434	0.151406	0.119469	4.70815	-0.171033	-0.167221	-0.167447	-0.168515
0.114183	0.149911	0.111548	4.70143	-0.168945	-0.166794	-0.167738	-0.166293
0.11658	0.151526	0.116175	4.70271	-0.170973	-0.168834	-0.166398	-0.16583
0.122027	0.151144	0.107261	4.71504	-0.170126	-0.167462	-0.168805	-0.168729
0.115595	0.153289	0.115394	4.70827	-0.171309	-0.165388	-0.166226	-0.16572
0.116847	0.155381	0.115434	4.71165	-0.16973	-0.167848	-0.16982	-0.167381
0.118385	0.153304	0.120364	4.75193	-0.166842	-0.166067	-0.168798	-0.165629
0.120995	0.155747	0.117412	4.75208	-0.172146	-0.169581	-0.16928	-0.167961
0.123282	0.151587	0.12313	4.72917	-0.169349	-0.166568	-0.167301	-0.169336
0.120213	0.153847	0.111226	4.74189	-0.169476	-0.167866	-0.170952	-0.166901
0.114634	0.160797	0.126603	4.74321	-0.17228	-0.168438	-0.171001	-0.165578
0.122007	0.142536	0.121265	4.76173	-0.170864	-0.168523	-0.168883	-0.166591
0.112367	0.152275	0.11672	4.74618	-0.169198	-0.169424	-0.170764	-0.166369
0.118406	0.154042	0.117255	4.76113	-0.169785	-0.167497	-0.168224	-0.168738
0.116186	0.139923	0.115772	4.75745	-0.168602	-0.168168	-0.167502	-0.166253
0.120477	0.156136	0.117657	4.76958	-0.169655	-0.166247	-0.166884	-0.166609
0.113832	0.148163	0.126115	4.76499	-0.167052	-0.16474	-0.167102	-0.169499
0.12456	0.14955	0.118468	4.76391	-0.170827	-0.16516	-0.167667	-0.166834
0.119939	0.143728	0.127222	4.76137	-0.17141	-0.168315	-0.168241	-0.168366
0.116246	0.149976	0.118618	4.78743	-0.170953	-0.165949	-0.166861	-0.164508
0.118608	0.151869	0.116799	4.80451	-0.17192	-0.167606	-0.168425	-0.167442
0.123219	0.148497	0.121857	4.79784	-0.168611	-0.167699	-0.167247	-0.166539
0.121741	0.153491	0.114499	4.81301	-0.171801	-0.166614	-0.170682	-0.16662
0.112877	0.152081	0.114414	4.79849	-0.169428	-0.167321	-0.171219	-0.165643
0.125084	0.157074	0.118195	4.79792	-0.168919	-0.168346	-0.169471	-0.168582
0.116639	0.157276	0.120787	4.81104	-0.170263	-0.167936	-0.16997	-0.169583
0.111871	0.145227	0.1191	4.79443	-0.169425	-0.170042	-0.16897	-0.168805
0.120787	0.147458	0.112038	4.80845	-0.169845	-0.169301	-0.167354	-0.168505
0.124692	0.156765	0.114658	4.8044	-0.169247	-0.168329	-0.167887	-0.166302
0.123844	0.15178	0.119251	4.82432	-0.167693	-0.166908	-0.169369	-0.166636
0.115784	0.157625	0.11766	4.81862	-0.16896	-0.167421	-0.168308	-0.164066
0.113948	0.15154	0.121471	4.82529	-0.17235	-0.167502	-0.167915	-0.168712
0.118722	0.156583	0.12221	4.82044	-0.172185	-0.167056	-0.169288	-0.168377
0.122685	0.139609	0.112984	4.83382	-0.169133	-0.16731	-0.168735	-0.170756
0.120406	0.148501	0.115894	4.83424	-0.170569	-0.166667	-0.168775	-0.167457
0.120328	0.149027	0.122515	4.85185	-0.17066	-0.168122	-0.169581	-0.168123
0.124521	0.142379	0.118425	4.8484	-0.170187	-0.166904	-0.168473	-0.168111
0.110962	0.149636	0.122819	4.83498	-0.168886	-0.167664	-0.169298	-0.166056
0.117041	0.159787	0.121919	4.87	-0.169323	-0.163813	-0.169029	-0.168189
0.120979	0.14981	0.112756	4.87233	-0.172433	-0.16464	-0.167381	-0.169648
0.120566	0.147702	0.123555	4.88311	-0.168318	-0.167573	-0.167522	-0.168218
0.111731	0.151821	0.120322	4.88337	-0.167647	-0.168211	-0.168654	-0.167141
0.111379	0.141756	0.120043	4.8674	-0.16989	-0.16884	-0.168239	-0.16587
0.122456	0.153528	0.120257	4.86034	-0.168656	-0.169769	-0.165708	-0.166803
0.121095	0.161292	0.110965	4.88595	-0.170547	-0.167199	-0.169299	-0.1668
0.118141	0.149869	0.117088	4.88182	-0.169814	-0.167441	-0.167344	-0.168994
0.119887	0.153707	0.113524	4.88329	-0.170123	-0.166314	-0.168678	-0.167827
0.113658	0.155015	0.120572	4.88393	-0.170846	-0.167235	-0.167853	-0.165259
0.121074	0.157169	0.116007	4.88567	-0.170649	-0.166898	-0.16771	-0.167556
0.121731	0.150145	0.11082	4.91008	-0.169452	-0.168152	-0.167742	-0.170456
0.117189	0.144608	0.117051	4.91928	-0.168979	-0.167178	-0.169306	-0.167996
0.128113	0.15235	0.119072	4.91328	-0.169633	-0.169668	-0.167385	-0.166475
0.118422	0.146944	0.127121	4.90506	-0.169187	-0.168232	-0.168776	-0.169125
0.115154	0.156999	0.124542	4.93789	-0.169809	-0.168516	-0.169608	-0.167283
0.119623	0.153037	0.117781	4.91941	-0.169146	-0.16764	-0.170225	-0.16612
0.122064	0.142715	0.116475	4.93615	-0.169265	-0.167394	-0.167488	-0.166552
