sub2	tbasej2	rp2033	rp3664b	rp3435	jlap1_34	jlap1_35	cur1_34	cur1_35	rp6778	rp6566	jlap1_65	jlap1_66	cur1_65	cur1_66
					0.290129	0.160947	0.0129587	0.0140698			0.291516	0.279816	0.0129839	0.0151764
					0.282181	0.158979	0.0119348	0.0161081			0.28623	0.286376	0.012075	0.0163794
					0.283676	0.156655	0.0115411	0.0145397			0.293935	0.278596	0.0128264	0.0135058
					0.282862	0.159225	0.0132304	0.0121483			0.294577	0.270432	0.0127158	0.0155471
					0.27627	0.158483	0.0157905	0.013032			0.28537	0.272138	0.0132903	0.0150553
					0.277236	0.163588	0.0108334	0.0147414			0.287286	0.275423	0.012743	0.0152305
					0.284179	0.15557	0.0108189	0.0127883			0.298327	0.272208	0.0124813	0.0152742
					0.288597	0.150809	0.0123357	0.0145753			0.289297	0.270917	0.0118789	0.0143235
					0.281742	0.158056	0.0123556	0.0135021			0.295999	0.268916	0.0123259	0.0136468
					0.273122	0.155182	0.0130189	0.0149493			0.289301	0.275423	0.0118643	0.0150295
					0.284697	0.162462	0.0119628	0.0126057			0.285676	0.264781	0.012429	0.0154014
					0.294245	0.149903	0.013744	0.013077			0.288228	0.27816	0.0141702	0.0134633
					0.27408	0.1626	0.0127135	0.0122598			0.28319	0.266104	0.00872742	0.0125212
					0.276997	0.155911	0.0117677	0.0145853			0.293182	0.271017	0.010828	0.0127947
					0.288153	0.158592	0.0116921	0.0149926			0.298123	0.272423	0.0131247	0.0140703
					0.284324	0.160328	0.0113339	0.0130327			0.297817	0.270945	0.0117787	0.011338
					0.278309	0.161139	0.0132903	0.0133966			0.286994	0.272368	0.0132062	0.0146573
					0.277947	0.168656	0.0120905	0.014625			0.290862	0.290683	0.0159239	0.0132419
					0.279464	0.158994	0.0123493	0.0158453			0.287995	0.270393	0.0115067	0.0136837
					0.278641	0.152483	0.012671	0.0140429			0.298918	0.270526	0.0122081	0.0128596
					0.282475	0.154085	0.0122985	0.016306			0.298298	0.276031	0.0124336	0.0160298
					0.285976	0.165581	0.0129457	0.0138352			0.294622	0.278384	0.0102969	0.013956
					0.291854	0.166528	0.0114694	0.0156234			0.278613	0.273135	0.0102709	0.012662
					0.278941	0.165681	0.0133175	0.0161902			0.290843	0.270421	0.0125598	0.013456
					0.285273	0.154688	0.0118743	0.0161404			0.283569	0.265174	0.010501	0.0127845
					0.286316	0.156026	0.0132252	0.0129172			0.300258	0.281511	0.0131084	0.0163436
					0.285459	0.160211	0.0136338	0.0141624			0.292976	0.275641	0.0110619	0.0161343
					0.277148	0.155797	0.0123268	0.013704			0.290712	0.282372	0.0117472	0.0131295
					0.288228	0.158964	0.0138891	0.0133836			0.29378	0.271906	0.0129134	0.0132796
					0.28038	0.164508	0.0105029	0.0132784			0.288304	0.263851	0.0135862	0.0136575
					0.293389	0.164634	0.0132742	0.015577			0.279583	0.27145	0.0136793	0.0134312
					0.280747	0.163603	0.0122546	0.0133774			0.294542	0.268944	0.0114901	0.0147527
					0.2893	0.163628	0.0115193	0.0149142			0.286161	0.279532	0.0128652	0.0133454
					0.283567	0.164136	0.0119264	0.0140535			0.296	0.276818	0.0119626	0.0128566
					0.293391	0.160633	0.0114141	0.0160489			0.296217	0.274307	0.011987	0.0143459
					0.292567	0.153985	0.0117163	0.0144868			0.295326	0.266573	0.0142262	0.0132041
					0.284428	0.16366	0.0115265	0.0145238			0.290123	0.271144	0.0142347	0.0147964
					0.281727	0.157296	0.0116166	0.0143669			0.284145	0.284892	0.0115509	0.0122414
					0.276146	0.1663	0.0130844	0.0138461			0.292127	0.27081	0.0120831	0.0144301
					0.287662	0.151735	0.0123952	0.0148627			0.294088	0.270839	0.0117284	0.0129027
					0.283645	0.159656	0.0114349	0.0147575			0.287092	0.275745	0.00978439	0.014018
					0.291497	0.155114	0.0115282	0.0122273			0.292434	0.268628	0.0102665	0.0162346
					0.286001	0.161143	0.013165	0.0156236			0.3017	0.259415	0.0161249	0.0145644
					0.272685	0.155899	0.0110254	0.0156643			0.287778	0.26819	0.0134766	0.0147949
					0.288629	0.16282	0.0120595	0.0159671			0.29547	0.267064	0.013764	0.0126674
					0.280115	0.163894	0.0122077	0.0141192			0.294423	0.278326	0.0113813	0.0144052
					0.284113	0.154847	0.0122659	0.0137609			0.291717	0.271393	0.0124622	0.015419
					0.275922	0.159875	0.0118446	0.0146136			0.285869	0.267765	0.0119955	0.01382
					0.28816	0.154542	0.0105146	0.0156525			0.287221	0.284174	0.0131391	0.0149158
					0.276772	0.16153	0.0153973	0.0150988			0.291098	0.263718	0.0107777	0.0146024
					0.278337	0.152261	0.0125847	0.0133443			0.281654	0.278405	0.0133111	0.0152096
					0.277166	0.15257	0.0109542	0.0165235			0.285592	0.273928	0.0132727	0.012326
					0.28888	0.152672	0.0115749	0.014068			0.293435	0.270279	0.0122153	0.0151438
					0.28927	0.159531	0.0121642	0.0163357			0.29862	0.271377	0.010942	0.0144561
					0.278952	0.165606	0.0126872	0.0133793			0.289083	0.273405	0.00933726	0.0159883
					0.279007	0.1539	0.0115042	0.014083			0.282816	0.264658	0.0119472	0.0105084
					0.284425	0.159458	0.0125212	0.0140803			0.282123	0.264757	0.013685	0.0145043
					0.280326	0.157752	0.0104705	0.0130392			0.293871	0.265816	0.0122692	0.0132595
					0.288484	0.163921	0.0106448	0.0154512			0.296075	0.268342	0.0117538	0.0136492
					0.272391	0.158258	0.00999816	0.0171079			0.285845	0.275645	0.0107121	0.0124246
					0.283401	0.157132	0.0112704	0.0131162			0.284271	0.268573	0.0132607	0.0143313
					0.284143	0.159158	0.0110626	0.0115018			0.281968	0.271008	0.0118911	0.0154507
					0.290049	0.158755	0.0148736	0.0153451			0.291633	0.28109	0.0129129	0.0130002
					0.27428	0.162231	0.0139164	0.0133937			0.280332	0.268318	0.0114369	0.0139478
					0.279854	0.164034	0.0139494	0.0132962			0.302342	0.274508	0.0137674	0.0171432
					0.280123	0.150053	0.0120315	0.0144647			0.280289	0.273784	0.0134142	0.0141288
					0.284319	0.166486	0.0131238	0.0151745			0.292602	0.266674	0.0132556	0.0147662
					0.274624	0.157816	0.0130338	0.0153884			0.29625	0.277053	0.0128506	0.0142601
					0.279102	0.166641	0.010704	0.0134574			0.292945	0.276118	0.0141513	0.0129818
					0.285146	0.157591	0.0130178	0.0147635			0.296126	0.268574	0.0146014	0.0159578
					0.285628	0.154187	0.0129396	0.0150449			0.281915	0.283059	0.0123881	0.0126736
					0.288039	0.148368	0.0128493	0.0155764			0.286685	0.278154	0.0128668	0.0133407
					0.283703	0.161038	0.0118278	0.0148741			0.28146	0.277031	0.0123433	0.0135908
					0.279114	0.169908	0.0115256	0.0143296			0.292709	0.281747	0.0120931	0.0158392
					0.267082	0.15555	0.0118122	0.0134994			0.292991	0.277269	0.0106513	0.0131593
					0.279043	0.164087	0.00933386	0.0171553			0.285929	0.273994	0.0108026	0.0146948
					0.275126	0.156389	0.0117353	0.0137219			0.292187	0.271647	0.0126492	0.0155649
					0.279984	0.171551	0.0114997	0.0114906			0.292678	0.274533	0.0111579	0.0158253
					0.276986	0.161223	0.0129276	0.0125498			0.286288	0.271134	0.013425	0.0132576
					0.279092	0.174072	0.0137654	0.0152673			0.294273	0.279258	0.0146835	0.011624
					0.281936	0.158759	0.0110277	0.0123627			0.29103	0.264553	0.0131081	0.0132506
					0.277344	0.153634	0.0108857	0.0150397			0.298109	0.274647	0.0135774	0.0153497
					0.279535	0.163903	0.0145476	0.013943			0.295762	0.271568	0.013608	0.0140095
					0.272281	0.162911	0.0145379	0.0140313			0.293646	0.268335	0.011838	0.0134041
					0.289746	0.15744	0.0127776	0.0148244			0.286082	0.270458	0.0132442	0.0141727
					0.27488	0.156314	0.011496	0.0152987			0.294387	0.274566	0.0133803	0.0124238
					0.277104	0.154755	0.0113721	0.0127133			0.281155	0.261182	0.0135196	0.0153664
					0.284972	0.157066	0.0106607	0.0158887			0.291225	0.274905	0.00864029	0.0145681
					0.282754	0.153514	0.0128898	0.017066			0.288658	0.272615	0.0106867	0.0130499
					0.293773	0.146941	0.0142692	0.0146616			0.290537	0.275125	0.0116148	0.0146596
					0.281288	0.160935	0.0106599	0.0124195			0.293065	0.282071	0.0110381	0.0132897
					0.282408	0.149942	0.0131499	0.0130716			0.290609	0.267018	0.0128336	0.0136694
					0.281379	0.156669	0.00994571	0.0134419			0.28203	0.278871	0.0108725	0.0119573
					0.276318	0.154697	0.0105206	0.014247			0.294476	0.274987	0.012434	0.014402
					0.28297	0.157406	0.0121016	0.0125074			0.296678	0.280547	0.0108094	0.0126487
					0.282222	0.16487	0.0123366	0.0110803			0.290153	0.261014	0.00827538	0.0142459
					0.28271	0.167438	0.0127037	0.0120079			0.29118	0.275139	0.0123221	0.0118835
					0.268336	0.159944	0.010613	0.0135054			0.28632	0.25991	0.0120088	0.0128383
					0.275151	0.171302	0.0134127	0.0125266			0.284066	0.280045	0.0119783	0.014091
					0.269738	0.167958	0.0112926	0.0129913			0.292201	0.264277	0.0119759	0.0148593
					0.285124	0.165276	0.0124203	0.0158267			0.291923	0.279442	0.0113459	0.0134739
					0.287247	0.161473	0.0112655	0.0138094			0.283539	0.270356	0.0104975	0.0117259
					0.292407	0.160834	0.0116659	0.0162085			0.292801	0.273705	0.0106597	0.0179328
					0.277257	0.15489	0.012615	0.0133176			0.291776	0.267763	0.0123403	0.0141376
					0.265479	0.160539	0.0110189	0.0118806			0.283958	0.262038	0.0129886	0.0130363
					0.287544	0.15423	0.00974324	0.0115264			0.282358	0.270531	0.00901595	0.0151162
					0.280435	0.16161	0.012471	0.0144948			0.27883	0.271992	0.0116347	0.0129407
					0.283263	0.156104	0.0126201	0.0134719			0.295884	0.276702	0.0117044	0.0135925
					0.290105	0.155394	0.00959789	0.0133167			0.291907	0.277912	0.00976844	0.0132923
					0.272157	0.157598	0.0113395	0.0137902			0.290113	0.275798	0.0129563	0.0119467
					0.274419	0.157709	0.0124432	0.0122706			0.29326	0.277361	0.0116041	0.012449
					0.275494	0.159882	0.0125306	0.0135703			0.28424	0.266793	0.0138848	0.0144141
					0.280057	0.168459	0.0107034	0.0128548			0.291627	0.282732	0.0124426	0.0118784
					0.277507	0.165709	0.0145566	0.0134544			0.288837	0.278914	0.0135939	0.0147848
					0.281408	0.161289	0.0145258	0.0129105			0.27689	0.270711	0.0129454	0.0142949
					0.287464	0.166709	0.0149447	0.0140689			0.299395	0.267326	0.00939239	0.014395
					0.269782	0.166216	0.012342	0.011288			0.289674	0.279306	0.00993969	0.0174797
					0.280416	0.161958	0.013125	0.0118343			0.285943	0.278121	0.0102697	0.0128833
					0.288551	0.159566	0.0116566	0.0154538			0.2945	0.27015	0.0120417	0.0135672
					0.278758	0.167796	0.0117609	0.0123241			0.289412	0.264033	0.0101494	0.0147857
					0.282318	0.156307	0.0110676	0.0156777			0.29169	0.27082	0.0129769	0.0145816
					0.285767	0.159351	0.0139435	0.0137629			0.290707	0.279524	0.0109478	0.0153783
					0.296864	0.160174	0.0110026	0.0142498			0.282336	0.270748	0.0117935	0.0142821
					0.280942	0.154146	0.0110425	0.0120709			0.278098	0.272849	0.0140164	0.0134146
					0.295782	0.155771	0.0125395	0.0132215			0.297352	0.275413	0.0124285	0.0139895
					0.286766	0.160341	0.0109293	0.0151626			0.299146	0.277038	0.010141	0.0137423
					0.277074	0.161674	0.0137855	0.0143739			0.283706	0.275624	0.0121893	0.013739
					0.29584	0.157675	0.0144192	0.01323			0.293416	0.27232	0.0100855	0.0136761
					0.271325	0.155217	0.0124228	0.0114718			0.289577	0.278283	0.0114083	0.0138525
					0.27629	0.160971	0.0110456	0.0134194			0.275039	0.2673	0.0113528	0.0162305
					0.278638	0.158481	0.0130006	0.014462			0.289364	0.278507	0.0136549	0.014274
					0.28379	0.15042	0.0177163	0.0154194			0.289672	0.27843	0.0139066	0.0148499
					0.282688	0.158045	0.0131942	0.013247			0.298718	0.268527	0.0118405	0.0135658
					0.271342	0.160811	0.011676	0.015732			0.281937	0.261017	0.0143884	0.01282
					0.283644	0.159324	0.0122577	0.014181			0.294836	0.273856	0.0130665	0.0119862
					0.275173	0.15985	0.0119022	0.015298			0.302951	0.272479	0.0137025	0.0139122
					0.280546	0.161015	0.0105832	0.0123979			0.284553	0.277407	0.0122449	0.0132227
					0.276597	0.158893	0.0125841	0.014237			0.286358	0.273469	0.0122382	0.0138459
					0.276578	0.159159	0.0116187	0.0148789			0.275885	0.275822	0.0117615	0.0140931
					0.268003	0.157779	0.011023	0.0148172			0.287246	0.273139	0.0131922	0.014462
					0.287405	0.163836	0.0124956	0.0131968			0.285448	0.268621	0.0110328	0.0139
					0.283186	0.16179	0.0128371	0.0151476			0.279449	0.274024	0.0132789	0.0134316
					0.279443	0.15776	0.0140103	0.0141634			0.280087	0.264303	0.0135358	0.0153156
					0.291258	0.162286	0.0131778	0.0141065			0.284637	0.275212	0.0127144	0.013016
					0.288382	0.153223	0.0129396	0.0131299			0.294266	0.261733	0.0130212	0.0126793
					0.283653	0.168631	0.0148314	0.0149144			0.283797	0.278247	0.0108984	0.0112634
					0.280288	0.161615	0.0138188	0.0133056			0.284476	0.254301	0.0104868	0.0150506
					0.294451	0.156999	0.0146646	0.0145814			0.287169	0.278816	0.013021	0.0129525
					0.292039	0.148478	0.0125227	0.0141503			0.286252	0.277719	0.0142493	0.0161912
					0.291159	0.162476	0.0120273	0.0144679			0.279748	0.276116	0.0138853	0.014767
					0.285449	0.161291	0.0104665	0.0157286			0.290805	0.266177	0.0121616	0.0122008
					0.290119	0.158261	0.0119545	0.0132928			0.295519	0.27536	0.0111993	0.0144562
					0.290379	0.164017	0.00926686	0.0135321			0.291891	0.279318	0.0131834	0.0158963
					0.278697	0.152433	0.0139543	0.0150707			0.289428	0.269873	0.012746	0.0148724
					0.282355	0.152941	0.00745121	0.0143843			0.286349	0.268106	0.0105489	0.0138446
					0.272657	0.152797	0.0133427	0.0146956			0.292815	0.271738	0.0126197	0.0140784
					0.272139	0.154822	0.0142546	0.0133808			0.288002	0.269744	0.0132296	0.016071
					0.282401	0.163557	0.010444	0.0127025			0.285518	0.270614	0.012521	0.0125378
					0.287211	0.157516	0.0120859	0.0162357			0.281222	0.270251	0.00913557	0.0131172
					0.284153	0.157499	0.0115351	0.0164826			0.290366	0.265199	0.0107472	0.013873
					0.279517	0.156506	0.0142764	0.0142814			0.29241	0.275337	0.0117456	0.013613
					0.279902	0.16033	0.0127921	0.0126522			0.280827	0.275698	0.0119247	0.0150055
					0.285919	0.153432	0.0151407	0.0133706			0.282129	0.256955	0.011029	0.0158441
					0.286229	0.162352	0.0135127	0.0147742			0.282812	0.277528	0.0129736	0.0150737
					0.274276	0.16252	0.0110356	0.0139974			0.286922	0.26662	0.0131574	0.0154014
					0.272326	0.157987	0.0118427	0.016765			0.286841	0.266232	0.0117364	0.0133238
					0.278499	0.15557	0.0126043	0.0175329			0.291108	0.274682	0.0108996	0.0141003
					0.278641	0.164306	0.0123396	0.0133676			0.300102	0.272833	0.0131038	0.0128943
					0.284859	0.150868	0.0111556	0.012495			0.297124	0.268662	0.0118367	0.0142601
					0.275025	0.166856	0.0134833	0.0151032			0.293848	0.266162	0.0120581	0.0144258
					0.280856	0.160191	0.0112577	0.0130532			0.29782	0.27305	0.0138728	0.0112507
					0.286798	0.160945	0.0103805	0.0145598			0.285355	0.271883	0.0125997	0.0152444
					0.278065	0.159712	0.0115927	0.0143022			0.284413	0.272156	0.0117701	0.013878
					0.285858	0.172905	0.0143467	0.014005			0.28803	0.274815	0.0114994	0.0146732
					0.271424	0.15955	0.0108707	0.0141217			0.291103	0.274336	0.013056	0.0139849
					0.275748	0.162084	0.0114394	0.0142241			0.285064	0.274	0.011882	0.0126311
					0.265955	0.1533	0.0114101	0.0109122			0.287583	0.278374	0.0132379	0.0167918
					0.282615	0.154384	0.0124953	0.0147659			0.28459	0.272884	0.0104133	0.0138795
					0.281392	0.160751	0.0147321	0.0129081			0.295864	0.265137	0.0111297	0.0134742
					0.273246	0.161013	0.0118157	0.0156549			0.294782	0.273318	0.0106621	0.0121598
					0.278343	0.164213	0.0140738	0.0142612			0.289347	0.277155	0.011076	0.0135823
					0.263274	0.157782	0.0103496	0.0135415			0.285932	0.277383	0.0141583	0.0163593
					0.2779	0.162622	0.0118029	0.016098			0.292697	0.276653	0.0140969	0.0158716
					0.287445	0.161134	0.0122954	0.0151323			0.288355	0.270843	0.012426	0.0131356
					0.273217	0.166194	0.0125938	0.014234			0.292545	0.275143	0.0115869	0.0145293
					0.290377	0.158219	0.0102316	0.0126138			0.291971	0.279798	0.0137728	0.0149355
					0.284603	0.166152	0.0118789	0.0125604			0.294583	0.28071	0.0126707	0.0145425
					0.272298	0.164777	0.0118088	0.0142757			0.285566	0.264243	0.0146602	0.0135601
					0.272235	0.159076	0.00988134	0.0158372			0.295027	0.281656	0.0118262	0.0133574
					0.287376	0.164461	0.0126605	0.01637			0.287105	0.279962	0.0131506	0.0162514
					0.272272	0.168225	0.0124885	0.0131533			0.297722	0.277068	0.0122242	0.0123593
					0.276508	0.16604	0.0117269	0.014317			0.295561	0.274545	0.0113237	0.0163042
					0.277142	0.148743	0.0136765	0.0117777			0.294188	0.273618	0.0115396	0.0135641
					0.279666	0.156024	0.0115947	0.0143696			0.289848	0.263039	0.0138117	0.0141842
					0.276671	0.160701	0.0142468	0.0128396			0.285958	0.267951	0.0139264	0.0140229
					0.274532	0.149464	0.0123164	0.012101			0.282887	0.27043	0.0105555	0.0147632
					0.280866	0.156662	0.0129167	0.015369			0.302064	0.27467	0.0116941	0.016747
					0.281558	0.159368	0.0109643	0.0133807			0.296359	0.267331	0.0124967	0.0161652
					0.274873	0.15697	0.012825	0.0147946			0.283833	0.284932	0.0144571	0.0133038
					0.282944	0.162776	0.0133936	0.0167345			0.288891	0.271683	0.0125113	0.0144044
					0.27877	0.162611	0.0104871	0.013199			0.300649	0.276065	0.0135934	0.0150162
					0.287228	0.160013	0.0139288	0.0130509			0.289358	0.264898	0.0130122	0.0144818
					0.279885	0.16197	0.0115635	0.016434			0.286033	0.275788	0.0114758	0.0165758
					0.281246	0.150176	0.0117863	0.0139629			0.292998	0.272268	0.0110873	0.0142964
					0.285586	0.160446	0.0136179	0.0145728			0.282855	0.269173	0.0109868	0.0152792
					0.27387	0.168898	0.0116061	0.0139796			0.284307	0.278437	0.0128874	0.0149663
					0.287018	0.161164	0.0130033	0.0156108			0.299034	0.275304	0.0127885	0.0163878
					0.280748	0.16407	0.01297	0.0152627			0.281452	0.262601	0.0137891	0.0143902
					0.272412	0.155707	0.0106364	0.013637			0.288867	0.274086	0.0106055	0.013644
					0.278276	0.162498	0.0131671	0.0149255			0.284359	0.277525	0.0132301	0.0122929
					0.277857	0.147858	0.0129492	0.0133095			0.290656	0.271173	0.0107886	0.0155098
					0.284802	0.153343	0.00959518	0.0138093			0.283951	0.265444	0.0112948	0.0127493
					0.284278	0.151851	0.0109171	0.0153457			0.288167	0.268372	0.0132883	0.0138569
					0.290755	0.155518	0.0124345	0.0163872			0.293414	0.258919	0.0140808	0.012725
					0.285382	0.16441	0.012659	0.0149736			0.286901	0.271644	0.013318	0.0159216
					0.279439	0.150627	0.0118007	0.0145781			0.30266	0.265698	0.0108308	0.0135423
					0.282698	0.163892	0.0113029	0.0144744			0.284664	0.271613	0.00991071	0.0143931
					0.284695	0.158417	0.0109952	0.0150363			0.299916	0.262807	0.0132678	0.0140911
					0.279321	0.162149	0.0125758	0.0137158			0.291425	0.269331	0.0142122	0.0147996
					0.280929	0.166271	0.011191	0.0145852			0.291873	0.277474	0.0114776	0.0138489
					0.269608	0.161999	0.0120709	0.0131256			0.295435	0.266891	0.0122476	0.0111472
					0.272073	0.161011	0.0117548	0.0143525			0.295347	0.280167	0.0132226	0.0133296
					0.290299	0.156627	0.0131389	0.0143381			0.285748	0.278263	0.0150981	0.011956
					0.287021	0.16203	0.0114101	0.0153092			0.286839	0.268213	0.0131543	0.0135335
					0.280265	0.157335	0.012532	0.016049			0.281227	0.279502	0.013401	0.0137845
					0.288154	0.157484	0.0114889	0.0151967			0.286556	0.277181	0.0101479	0.0132078
					0.2806	0.159219	0.0115259	0.0136736			0.289729	0.264525	0.0118078	0.0147109
					0.280737	0.164736	0.0147389	0.0162107			0.289695	0.280897	0.0134798	0.0139192
					0.283432	0.158004	0.0123605	0.0132946			0.286573	0.273767	0.0109965	0.0141539
					0.290399	0.163841	0.0108934	0.0139973			0.290994	0.26849	0.0134872	0.0130653
					0.283629	0.158471	0.0108899	0.0136922			0.294044	0.265593	0.010994	0.0147116
					0.271775	0.160963	0.0123583	0.0130773			0.29282	0.274389	0.0108684	0.0168579
					0.280124	0.160194	0.0112676	0.0142406			0.301572	0.283645	0.0115028	0.0146758
					0.278021	0.150073	0.0123501	0.0156952			0.2872	0.262977	0.0111529	0.0151176
					0.288136	0.164253	0.0119062	0.0151627			0.286542	0.27062	0.0123747	0.0116419
					0.295094	0.154856	0.0115348	0.014519			0.293092	0.265761	0.0108747	0.0145918
					0.277894	0.164002	0.0121245	0.0157672			0.299027	0.267101	0.0132219	0.0135822
					0.294469	0.160808	0.0126764	0.0139458			0.299535	0.284286	0.0125753	0.0144419
					0.27859	0.162779	0.011004	0.0141448			0.293497	0.28521	0.0121852	0.0120173
					0.280936	0.162816	0.0124321	0.0159693			0.294265	0.282717	0.0136116	0.014861
					0.278613	0.160423	0.0101418	0.013725			0.282787	0.267951	0.0141407	0.0137471
					0.287716	0.15492	0.0103972	0.0152072			0.299177	0.274024	0.0115803	0.0136051
					0.273034	0.160482	0.0129531	0.0131993			0.301531	0.27006	0.010891	0.0146693
					0.271934	0.151149	0.0118131	0.0151033			0.291192	0.272584	0.0120612	0.0158152
					0.285507	0.156964	0.0110618	0.01412			0.292237	0.275984	0.0121866	0.0126327
					0.285824	0.165597	0.0155939	0.014589			0.298038	0.271118	0.0144945	0.0169058
					0.279312	0.1643	0.0107821	0.013787			0.292565	0.277063	0.0121721	0.0133874
					0.280453	0.158017	0.00894934	0.0154539			0.281765	0.277767	0.0134916	0.014809
					0.298173	0.149486	0.0121412	0.0142057			0.304657	0.270322	0.0116754	0.0141258
					0.284593	0.152026	0.011419	0.0158263			0.292735	0.278163	0.011824	0.0169939
					0.284947	0.150979	0.012481	0.0138541			0.282631	0.26888	0.0115149	0.0139243
					0.284887	0.15522	0.00991628	0.0144734			0.291235	0.277932	0.0135578	0.0165043
					0.287839	0.159158	0.01166	0.0157353			0.289172	0.270726	0.0122083	0.01441
					0.27251	0.161661	0.0110588	0.0164189			0.293738	0.265136	0.010469	0.0126201
					0.277784	0.153422	0.00873991	0.0122575			0.276697	0.265323	0.013343	0.0121071
					0.274882	0.159256	0.0101029	0.0143894			0.293794	0.282305	0.0109749	0.0163117
					0.283685	0.163078	0.0111025	0.0155597			0.294396	0.268266	0.0123327	0.016841
					0.28262	0.166426	0.0120633	0.0137982			0.287169	0.26049	0.0100592	0.0140296
					0.270511	0.165297	0.0131505	0.0133548			0.291	0.275233	0.0118486	0.0139878
					0.277693	0.155222	0.0137573	0.0135901			0.296335	0.270299	0.0115209	0.0101518
					0.278739	0.157091	0.0124812	0.0143773			0.287452	0.268535	0.0119503	0.0128814
					0.288334	0.159064	0.0112826	0.013671			0.286394	0.274624	0.0124384	0.0144569
					0.288505	0.157057	0.0118539	0.0156361			0.286448	0.275944	0.0122619	0.0139612
					0.280262	0.15736	0.0125432	0.0115907			0.281598	0.272302	0.01236	0.0161393
					0.280176	0.156058	0.0133953	0.014762			0.276186	0.272984	0.013629	0.0133848
					0.28204	0.162668	0.0121631	0.0132941			0.28711	0.273995	0.0114939	0.0132679
					0.282872	0.156569	0.0127415	0.0157425			0.279872	0.267734	0.0141916	0.00939881
					0.28156	0.160156	0.0124486	0.0153375			0.284472	0.2731	0.0116084	0.0136981
					0.286337	0.157982	0.0107072	0.01303			0.283048	0.277712	0.0106716	0.0133812
					0.276443	0.143422	0.0143398	0.0142195			0.278237	0.273828	0.0124034	0.0150865
					0.289747	0.16751	0.0113003	0.0156452			0.285427	0.270905	0.0112154	0.0138721
					0.280253	0.158518	0.0128408	0.0126458			0.290588	0.27101	0.0117875	0.012914
					0.276212	0.157695	0.0136904	0.00962914			0.286852	0.269115	0.0107527	0.0129456
					0.28088	0.155898	0.00896186	0.0141214			0.298536	0.273667	0.0137545	0.0139381
					0.27696	0.162099	0.014492	0.0150397			0.289466	0.261862	0.013761	0.015369
					0.295584	0.164902	0.0139123	0.0126298			0.29564	0.280167	0.0115435	0.014599
					0.285512	0.159943	0.0121363	0.0125532			0.284744	0.272731	0.0111348	0.0127972
					0.274566	0.155008	0.01184	0.01259			0.288243	0.272764	0.0120815	0.0143103
					0.287119	0.163047	0.0117927	0.01409			0.285572	0.267183	0.0135218	0.0150582
					0.287659	0.158744	0.0130306	0.0136648			0.295147	0.27073	0.0109836	0.0121664
					0.281517	0.165856	0.0118161	0.0139359			0.29162	0.271903	0.0109176	0.013978
					0.279151	0.157934	0.0131085	0.0128176			0.289324	0.262654	0.0102881	0.0133364
					0.290145	0.168373	0.0136584	0.0127485			0.291993	0.270831	0.011088	0.0147829
					0.277689	0.152026	0.0116741	0.0128563			0.296943	0.266969	0.0120183	0.0121699
					0.285598	0.159559	0.0117834	0.0143893			0.293061	0.269909	0.0141382	0.0133594
					0.292633	0.158398	0.0111907	0.0116574			0.28869	0.269666	0.0110116	0.0134604
					0.278402	0.168353	0.0124974	0.0131361			0.287546	0.264761	0.00972566	0.0148966
					0.288593	0.149226	0.0128966	0.0142208			0.284901	0.277865	0.0123321	0.0138987
					0.269663	0.148653	0.0109436	0.0119202			0.289548	0.285895	0.012559	0.0132745
					0.278551	0.155107	0.0142158	0.0159628			0.285544	0.279587	0.0122883	0.0123076
					0.284918	0.161196	0.0123495	0.0153445			0.280003	0.263216	0.0131556	0.0139527
					0.287924	0.164517	0.0123311	0.0138318			0.29067	0.266839	0.0121015	0.0137685
					0.277486	0.157047	0.0130908	0.0139475			0.296344	0.263069	0.0123344	0.0143097
					0.285226	0.15898	0.0133288	0.0129827			0.281576	0.278723	0.0132873	0.0140783
					0.266248	0.167448	0.0119602	0.0143251			0.29011	0.26727	0.012807	0.0152557
					0.277327	0.163751	0.0126626	0.0132834			0.280517	0.267606	0.0123233	0.0156062
					0.271281	0.16419	0.010804	0.0133805			0.287687	0.276317	0.0133959	0.014558
					0.277328	0.157827	0.0152096	0.0145809			0.292185	0.270539	0.0103543	0.0136943
					0.284922	0.160812	0.0119542	0.0128664			0.286469	0.273126	0.0106461	0.0156365
					0.286548	0.158257	0.0138403	0.0138107			0.287439	0.270369	0.0116702	0.015931
					0.26772	0.153991	0.0131961	0.0143469			0.290043	0.273769	0.0104649	0.0152721
					0.275698	0.16665	0.0110552	0.0143903			0.2988	0.267607	0.0134637	0.013848
					0.279844	0.15783	0.0134011	0.016769			0.291026	0.277669	0.0107582	0.0130964
					0.283002	0.160362	0.0123857	0.0143965			0.297617	0.277095	0.0125958	0.0135224
					0.277638	0.159021	0.0138511	0.0134161			0.297383	0.283248	0.011897	0.0132502
					0.279375	0.17135	0.0140979	0.0117646			0.297448	0.277331	0.0119812	0.0134027
					0.273431	0.15368	0.0123526	0.0140377			0.29331	0.2745	0.0103708	0.0146175
					0.277181	0.158838	0.0132055	0.0137264			0.290496	0.275083	0.0129521	0.0164841
					0.280319	0.161332	0.0149122	0.017394			0.28164	0.273455	0.0112928	0.0142745
					0.28891	0.153781	0.0127042	0.0127538			0.286717	0.278902	0.0128719	0.0129384
					0.276907	0.156827	0.013284	0.0116951			0.275784	0.287383	0.0103067	0.0126523
					0.280463	0.166458	0.0121061	0.0134007			0.288436	0.273896	0.0153926	0.0129782
