rp1214	rp2232	sub1	lap1_20_samp	lap1_19_samp	lap1_18_samp	lap1_17_samp	cur1_21_samp	cur1_20_samp	cur1_19_samp	cur1_18_samp	cur1_17_samp	lap1_21_samp
			2.04441	1.40029	1.26908	1.39918	-0.000985198	-0.000839673	-0.000544432	-0.000634242	-0.000921047	1.22346
			2.04537	1.40029	1.26908	1.39918	-0.000583828	-0.000586246	-0.00092799	-0.00101559	-0.000659542	1.22206
			2.04634	1.40029	1.26908	1.39918	-0.000784738	-0.000931451	-0.000819602	-0.000909055	-0.000751471	1.22067
			2.0473	1.40029	1.26908	1.39918	-0.000783596	-0.000859632	-0.000769301	-0.000495592	-0.000756894	1.21927
			2.04826	1.40029	1.26908	1.39918	-0.000816784	-0.000663335	-0.000858952	-0.000842835	-0.000644824	1.21787
			2.04923	1.40029	1.26908	1.39918	-0.000834159	-0.000590259	-0.000791698	-0.000536219	-0.00103712	1.21647
			2.05019	1.40029	1.26908	1.39918	-0.000724573	-0.000791592	-0.000689223	-0.000888709	-0.000810852	1.21508
			2.05115	1.40029	1.26908	1.39918	-0.000773455	-0.000681876	-0.00101677	-0.000649148	-0.000724895	1.21368
			2.05212	1.40029	1.26908	1.39918	-0.000753243	-0.000744096	-0.000698126	-0.0006468	-0.000699683	1.21228
			2.05308	1.40029	1.26908	1.39918	-0.000768317	-0.00100641	-0.000779863	-0.000875237	-0.000639518	1.21089
			2.05404	1.40029	1.26908	1.39918	-0.0011446	-0.00088184	-0.000759914	-0.000612273	-0.000845918	1.20949
			2.05501	1.40029	1.26908	1.39918	-0.000922151	-0.000728088	-0.000736658	-0.000928873	-0.000835597	1.20809
			2.05597	1.40029	1.26908	1.39918	-0.000650119	-0.00101583	-0.000840861	-0.000649671	-0.000874399	1.20669
			2.05693	1.40029	1.26908	1.39918	-0.000668196	-0.000887921	-0.000988732	-0.0010006	-0.00092689	1.2053
			2.0579	1.40029	1.26908	1.39918	-0.000669283	-0.000757782	-0.000848254	-0.000500075	-0.000859617	1.2039
			2.05886	1.40029	1.26908	1.39918	-0.000672199	-0.000603368	-0.000745634	-0.000684441	-0.000598557	1.20269
			2.05982	1.40029	1.26908	1.39918	-0.000752668	-0.000805337	-0.000775996	-0.000773815	-0.000838092	1.20173
			2.06079	1.40029	1.26908	1.39918	-0.000920957	-0.000911086	-0.00104366	-0.00095259	-0.000942237	1.20076
			2.06175	1.40029	1.26908	1.39918	-0.000652006	-0.000929851	-0.000834591	-0.000591471	-0.00077524	1.19979
			2.06271	1.40029	1.26908	1.39918	-0.000659626	-0.00102715	-0.000773296	-0.000587995	-0.000837214	1.19882
			2.06367	1.40029	1.26908	1.39918	-0.000650375	-0.000760193	-0.000925459	-0.000887003	-0.00085365	1.19785
			2.06464	1.40029	1.26908	1.39918	-0.000622927	-0.000736454	-0.000798485	-0.000640036	-0.000756879	1.19689
			2.0656	1.40029	1.26908	1.39918	-0.000778764	-0.00077073	-0.000841644	-0.000849735	-0.000863305	1.19592
			2.06656	1.40029	1.26908	1.39918	-0.000843896	-0.000946952	-0.000866244	-0.00100011	-0.000748706	1.19495
			2.06753	1.40029	1.26908	1.39918	-0.000884554	-0.000861446	-0.000690509	-0.000740825	-0.000845868	1.19398
			2.06849	1.40029	1.26908	1.39918	-0.00088468	-0.000796802	-0.00092993	-0.000765403	-0.000696141	1.19301
			2.06945	1.40029	1.26908	1.39918	-0.000775123	-0.000757447	-0.000643817	-0.000632812	-0.000755116	1.19205
			2.07042	1.40029	1.26908	1.39918	-0.00066662	-0.000933962	-0.000845868	-0.000831763	-0.000835706	1.19108
			2.07138	1.40029	1.26908	1.39918	-0.000628015	-0.00071315	-0.000724587	-0.000754875	-0.000816632	1.19011
			2.07234	1.40029	1.26908	1.39918	-0.001018	-0.00081198	-0.000643414	-0.000878137	-0.000841491	1.18914
			2.07331	1.40029	1.26908	1.39918	-0.00082605	-0.000812068	-0.000892021	-0.000740721	-0.000712588	1.18817
			2.07427	1.40029	1.26908	1.39918	-0.00093395	-0.000775317	-0.00095965	-0.000795579	-0.000674703	1.18721
			2.07523	1.40029	1.26908	1.39918	-0.000810544	-0.000785565	-0.000831333	-0.000627273	-0.000757328	1.18624
			2.0762	1.40029	1.26908	1.39918	-0.000939866	-0.000708099	-0.000582002	-0.00086727	-0.000856774	1.18527
			2.07716	1.40029	1.26908	1.39918	-0.000635828	-0.000955141	-0.000658589	-0.000601994	-0.000794273	1.1843
			2.07812	1.40029	1.26908	1.39918	-0.000702858	-0.000513979	-0.000701889	-0.000646055	-0.000565547	1.18333
			2.07909	1.40029	1.26908	1.39918	-0.000748116	-0.000837804	-0.000849681	-0.000722831	-0.000831561	1.18237
			2.08005	1.40029	1.26908	1.39918	-0.00076553	-0.000931735	-0.000722347	-0.000711154	-0.000854653	1.1814
			2.08101	1.40029	1.26908	1.39918	-0.000749865	-0.000875991	-0.000758049	-0.000751224	-0.000825509	1.18043
			2.08198	1.40029	1.26908	1.39918	-0.000718185	-0.000679096	-0.000803626	-0.00100498	-0.000844689	1.17946
			2.08294	1.40029	1.26908	1.39918	-0.000891205	-0.000828928	-0.000905824	-0.000901185	-0.00105573	1.17849
			2.0839	1.40029	1.26908	1.39918	-0.000910264	-0.000886816	-0.000724299	-0.00106464	-0.000925543	1.17753
			2.08487	1.40029	1.26908	1.39918	-0.000767564	-0.000741057	-0.000776819	-0.000903587	-0.00102269	1.17656
			2.08583	1.40029	1.26908	1.39918	-0.000944078	-0.000897321	-0.000673461	-0.000730073	-0.000918372	1.17559
			2.08679	1.40029	1.26908	1.39918	-0.000740357	-0.000867652	-0.00102975	-0.000657046	-0.000770044	1.17462
			2.08776	1.40029	1.26908	1.39918	-0.00100431	-0.000909173	-0.00101917	-0.000835851	-0.000870188	1.17365
			2.08872	1.40029	1.26908	1.39918	-0.000788461	-0.00110888	-0.000706511	-0.000963624	-0.0007508	1.17269
			2.08968	1.40029	1.26908	1.39918	-0.000785209	-0.00108118	-0.000691858	-0.000642858	-0.000756618	1.17172
			2.09065	1.40029	1.26908	1.39918	-0.000758812	-0.000880234	-0.000715315	-0.000777767	-0.000895475	1.17075
			2.09161	1.40029	1.26908	1.39918	-0.00082677	-0.00075743	-0.000803591	-0.00064635	-0.000675767	1.16978
			2.09228	1.40029	1.26908	1.39918	-0.000604423	-0.000895724	-0.000929064	-0.000610797	-0.000729138	1.16881
			2.09191	1.40029	1.26908	1.39918	-0.000592392	-0.000818788	-0.000963768	-0.000641341	-0.000838934	1.16785
			2.09152	1.40029	1.26908	1.39918	-0.000781326	-0.000531832	-0.000898102	-0.000922752	-0.000907272	1.16688
			2.09113	1.40029	1.26908	1.39918	-0.000916908	-0.000618333	-0.00102254	-0.000823126	-0.000772381	1.16591
			2.09075	1.40029	1.26908	1.39918	-0.000616583	-0.000676091	-0.000686112	-0.000892894	-0.000888243	1.16494
			2.09036	1.40029	1.26908	1.39918	-0.000799816	-0.000950346	-0.000784243	-0.00072153	-0.000962668	1.16397
			2.08997	1.40029	1.26908	1.39918	-0.000882302	-0.000858586	-0.000910199	-0.000781255	-0.00092875	1.16301
			2.08959	1.40029	1.26908	1.39918	-0.00065348	-0.000836326	-0.000834165	-0.000970748	-0.00120098	1.16204
			2.0892	1.40029	1.26908	1.39918	-0.00105803	-0.000717334	-0.000533927	-0.000770832	-0.000863094	1.16107
			2.08882	1.40029	1.26908	1.39918	-0.000856485	-0.000730811	-0.000740044	-0.00102628	-0.000953249	1.1601
			2.08843	1.40029	1.26908	1.39918	-0.000961846	-0.000900159	-0.000633705	-0.000918189	-0.000854223	1.15913
			2.08804	1.40029	1.26908	1.39918	-0.00078287	-0.000764694	-0.000633347	-0.00103991	-0.000523181	1.15817
			2.08766	1.40029	1.26908	1.39918	-0.000939012	-0.000838348	-0.000901387	-0.000672775	-0.000782165	1.1572
			2.08727	1.40029	1.26908	1.39918	-0.00100663	-0.000648645	-0.000949203	-0.000861341	-0.000947121	1.15623
			2.08688	1.40029	1.26908	1.39918	-0.000761041	-0.00057157	-0.000691264	-0.000920623	-0.000627666	1.15526
			2.0865	1.40029	1.26908	1.39918	-0.000700619	-0.000852499	-0.000815458	-0.00103377	-0.000722881	1.15429
			2.08611	1.40029	1.26908	1.39918	-0.000828074	-0.000760498	-0.000646815	-0.000802749	-0.000596789	1.15333
			2.08573	1.40029	1.26908	1.39918	-0.000756507	-0.000719826	-0.000741064	-0.000868461	-0.000692678	1.15236
			2.08534	1.40029	1.26908	1.39918	-0.000861281	-0.000932096	-0.000563182	-0.000635682	-0.000746949	1.15139
			2.08495	1.40029	1.26908	1.39918	-0.00094496	-0.000506186	-0.000764814	-0.000769827	-0.0005774	1.15042
			2.08457	1.40029	1.26908	1.39918	-0.000736383	-0.000677785	-0.000771345	-0.000936169	-0.000772135	1.14945
			2.08418	1.40029	1.26908	1.39918	-0.000747053	-0.000807454	-0.000776073	-0.000929558	-0.000878337	1.14849
			2.08379	1.40029	1.26908	1.39918	-0.00076323	-0.00108655	-0.000675325	-0.000810193	-0.000887594	1.14752
			2.08341	1.40029	1.26908	1.39918	-0.00082987	-0.000873466	-0.000786749	-0.00093257	-0.000834357	1.14655
			2.08302	1.40029	1.26908	1.39918	-0.000741407	-0.000871551	-0.000841612	-0.000686351	-0.000817842	1.14558
			2.08264	1.40029	1.26908	1.39918	-0.000656922	-0.000889119	-0.000824067	-0.000698848	-0.000822456	1.14461
			2.08225	1.40029	1.26908	1.39918	-0.00072691	-0.000865652	-0.000804561	-0.00074063	-0.000813634	1.14365
			2.08186	1.40029	1.26908	1.39918	-0.000970608	-0.000954629	-0.000649125	-0.00104192	-0.00056666	1.14268
			2.08148	1.40029	1.26908	1.39918	-0.000836146	-0.000716506	-0.000890903	-0.000831776	-0.000843237	1.14171
			2.08109	1.40029	1.26908	1.39918	-0.000651908	-0.000822555	-0.00100269	-0.000795984	-0.000701206	1.14074
			2.08071	1.40029	1.26908	1.39918	-0.000976571	-0.000848861	-0.00083022	-0.000785788	-0.000610756	1.13977
			2.08032	1.40029	1.26908	1.39918	-0.00080459	-0.000790346	-0.000681403	-0.000555368	-0.000930436	1.13881
			2.07978	1.40029	1.26908	1.39918	-0.000720917	-0.000933831	-0.000807334	-0.000767562	-0.000834343	1.13784
			2.07879	1.40029	1.26908	1.39918	-0.00070962	-0.000742661	-0.000942995	-0.000859524	-0.00089451	1.13687
			2.07779	1.40029	1.26908	1.39918	-0.000976036	-0.000708203	-0.000938221	-0.000894299	-0.00104331	1.1359
			2.0768	1.40029	1.26908	1.39918	-0.000907536	-0.000731542	-0.000945778	-0.000701026	-0.00099282	1.13493
			2.0758	1.40029	1.26908	1.39918	-0.00100714	-0.000762491	-0.000763698	-0.000794977	-0.000735603	1.13397
			2.0748	1.40029	1.26908	1.39918	-0.000837692	-0.000625713	-0.000883566	-0.000959191	-0.00076886	1.133
			2.07381	1.40029	1.26908	1.39918	-0.000840048	-0.00084068	-0.000818069	-0.000803841	-0.000713499	1.13203
			2.07281	1.40029	1.26908	1.39918	-0.00106894	-0.000811449	-0.000716702	-0.000891007	-0.000780282	1.13107
			2.07181	1.40029	1.26908	1.39918	-0.00078751	-0.00081842	-0.000991848	-0.000632788	-0.000827668	1.1305
			2.07082	1.40029	1.26908	1.39918	-0.000843569	-0.000797393	-0.000622344	-0.000727104	-0.00100825	1.13007
			2.06982	1.40029	1.26908	1.39918	-0.000713187	-0.000686276	-0.000670039	-0.000848828	-0.000762264	1.12965
			2.06882	1.40029	1.26908	1.39918	-0.000872544	-0.000980429	-0.000868933	-0.000944927	-0.000878411	1.12922
			2.06783	1.40029	1.26908	1.39918	-0.000767998	-0.000814078	-0.000763693	-0.000841857	-0.000726545	1.12879
			2.06683	1.40029	1.26908	1.39918	-0.000867067	-0.00106622	-0.000603122	-0.00079002	-0.000773335	1.12837
			2.06583	1.40029	1.26908	1.39918	-0.000848645	-0.000808137	-0.000912601	-0.000792554	-0.000862458	1.12794
			2.06484	1.40029	1.26908	1.39918	-0.000939262	-0.00103683	-0.00101914	-0.000757389	-0.000851202	1.12751
			2.06384	1.40029	1.26908	1.39918	-0.000845611	-0.000925742	-0.000666503	-0.00066127	-0.000644433	1.12708
			2.06284	1.40029	1.26908	1.39918	-0.000819284	-0.000749465	-0.0010213	-0.000757575	-0.000653715	1.12666
			2.06185	1.40029	1.26908	1.39918	-0.000559975	-0.000924385	-0.00104769	-0.000836658	-0.000788735	1.12623
			2.06085	1.40029	1.26908	1.39918	-0.000820429	-0.000687726	-0.000984057	-0.000690467	-0.000748126	1.1258
			2.05985	1.40029	1.26908	1.39918	-0.000653004	-0.000481015	-0.000590022	-0.000897978	-0.000861477	1.12538
			2.05886	1.40029	1.26908	1.39918	-0.000899875	-0.000652604	-0.000832212	-0.000684998	-0.000810544	1.12495
			2.05786	1.40029	1.26908	1.39918	-0.000780886	-0.000806161	-0.000798614	-0.00103562	-0.000835627	1.12452
			2.05686	1.40029	1.26908	1.39918	-0.000857362	-0.000661753	-0.00071728	-0.000961587	-0.000849168	1.1241
			2.05587	1.40029	1.26908	1.39918	-0.000772871	-0.000693152	-0.000825216	-0.00110124	-0.000622669	1.12367
			2.05487	1.40029	1.26908	1.39918	-0.00077715	-0.0011212	-0.000679384	-0.000775615	-0.000807551	1.12324
			2.05387	1.40029	1.26908	1.39918	-0.000703051	-0.0011008	-0.000774906	-0.000718175	-0.000679832	1.12282
			2.05288	1.40029	1.26908	1.39918	-0.000861766	-0.000907072	-0.000910651	-0.000887526	-0.000910203	1.12239
			2.05188	1.40029	1.26908	1.39918	-0.000751217	-0.000943854	-0.000639259	-0.00100355	-0.000740044	1.12196
			2.05088	1.40029	1.26908	1.39918	-0.000765175	-0.000716042	-0.000649819	-0.000967035	-0.000894381	1.12154
			2.04989	1.40029	1.26908	1.39918	-0.000703193	-0.000740615	-0.000909642	-0.000846259	-0.000923659	1.12111
			2.04889	1.40029	1.26908	1.39918	-0.000783652	-0.00101175	-0.000880719	-0.000894138	-0.000798665	1.12068
			2.04789	1.40029	1.26908	1.39918	-0.000791905	-0.000860289	-0.000646034	-0.000718853	-0.000945163	1.12026
			2.0469	1.40029	1.26908	1.39918	-0.000846942	-0.000826481	-0.000866136	-0.000827595	-0.000850984	1.11983
			2.04592	1.40029	1.26908	1.39918	-0.000740459	-0.000617717	-0.000855957	-0.00073471	-0.000730089	1.1194
			2.04498	1.40029	1.26908	1.39918	-0.000833339	-0.000740753	-0.00100329	-0.000814822	-0.00084018	1.11898
			2.04404	1.40029	1.26908	1.39918	-0.000774359	-0.000844533	-0.000755788	-0.000800451	-0.000742437	1.11855
			2.0431	1.40029	1.26908	1.39918	-0.000869723	-0.000610406	-0.000807903	-0.000838559	-0.000922929	1.11812
			2.04216	1.40029	1.26908	1.39918	-0.000855175	-0.000717972	-0.000931423	-0.000953646	-0.000794678	1.1177
			2.04122	1.40029	1.26908	1.39918	-0.000889416	-0.000769987	-0.00064543	-0.000877631	-0.000868893	1.11727
			2.04028	1.40029	1.26908	1.39918	-0.000666634	-0.000768381	-0.0009107	-0.000992514	-0.000974162	1.11684
			2.03934	1.40029	1.26908	1.39918	-0.000890754	-0.000654559	-0.000607254	-0.000691715	-0.000873152	1.11642
			2.0384	1.40029	1.26908	1.39918	-0.000863674	-0.000973631	-0.000636128	-0.000851009	-0.00105948	1.11599
			2.03746	1.40029	1.26908	1.39918	-0.000904925	-0.000952295	-0.000879503	-0.000859573	-0.000809218	1.11556
			2.03652	1.40029	1.26908	1.39918	-0.000937291	-0.000851249	-0.000933588	-0.00089005	-0.00058152	1.11514
			2.03559	1.40029	1.26908	1.39918	-0.00078641	-0.000692542	-0.000746635	-0.000757191	-0.000684456	1.11471
			2.03465	1.40029	1.26908	1.39918	-0.000844465	-0.000769893	-0.000926529	-0.000626434	-0.000898215	1.11428
			2.03371	1.40029	1.26908	1.39918	-0.000971019	-0.000669001	-0.000979763	-0.00081093	-0.000630571	1.11385
			2.03277	1.40029	1.26908	1.39918	-0.00105545	-0.000553475	-0.000951551	-0.000879487	-0.00045436	1.11343
			2.03183	1.40029	1.26908	1.39918	-0.000819692	-0.00080954	-0.00104573	-0.000943695	-0.000545858	1.113
			2.03089	1.40029	1.26908	1.39918	-0.000825832	-0.000922318	-0.000554243	-0.000845756	-0.000744602	1.11257
			2.02995	1.40029	1.26908	1.39918	-0.000753044	-0.000817159	-0.000892457	-0.000822012	-0.000760197	1.11215
			2.02901	1.40029	1.26908	1.39918	-0.000624416	-0.000713635	-0.000849554	-0.0010076	-0.000751383	1.11172
			2.02807	1.40029	1.26908	1.39918	-0.000828598	-0.000882282	-0.000697191	-0.000759666	-0.000686502	1.11129
			2.02713	1.40029	1.26908	1.39918	-0.000886088	-0.000818373	-0.000776868	-0.000733507	-0.000644705	1.11087
			2.02619	1.40029	1.26908	1.39918	-0.000822672	-0.000752651	-0.000682654	-0.000804485	-0.000690942	1.11044
			2.02525	1.40029	1.26908	1.39918	-0.000659368	-0.000783332	-0.000638138	-0.000933178	-0.000704234	1.11001
			2.02431	1.40029	1.26908	1.39918	-0.000787986	-0.000914333	-0.000829908	-0.00076841	-0.000720436	1.10959
			2.02337	1.40029	1.26908	1.39918	-0.000976102	-0.000884108	-0.000733386	-0.000771483	-0.000712788	1.10916
			2.02243	1.40029	1.26908	1.39918	-0.000842706	-0.00104851	-0.000836119	-0.000946967	-0.000943674	1.10873
			2.02149	1.40029	1.26908	1.39918	-0.00105175	-0.00100175	-0.000993553	-0.000983059	-0.000683893	1.10831
			2.02056	1.40029	1.26908	1.39918	-0.000752958	-0.000731425	-0.000874233	-0.000743535	-0.000751576	1.10788
			2.01962	1.40029	1.26908	1.39918	-0.000840735	-0.00079094	-0.000741228	-0.000586843	-0.000870828	1.10745
			2.01868	1.40029	1.26908	1.39918	-0.000595966	-0.000840535	-0.000696075	-0.00113638	-0.000707567	1.10703
			2.01774	1.40029	1.26908	1.39918	-0.000883407	-0.000617685	-0.000888964	-0.000766975	-0.000837411	1.1066
			2.0168	1.40029	1.26908	1.39918	-0.00080916	-0.000887654	-0.00109623	-0.000798466	-0.000798583	1.10617
			2.01586	1.40029	1.26908	1.39918	-0.000790077	-0.000850905	-0.000665351	-0.000715983	-0.000916675	1.10575
			2.01489	1.40029	1.26908	1.39918	-0.00111442	-0.000712461	-0.000710932	-0.00119246	-0.000708819	1.10532
			2.01391	1.40029	1.26908	1.39918	-0.000736007	-0.000882871	-0.000986522	-0.000860658	-0.000703589	1.10489
			2.01293	1.40029	1.26908	1.39918	-0.000638887	-0.000913421	-0.000803874	-0.000724716	-0.00073261	1.10447
			2.01195	1.40029	1.26908	1.39918	-0.000553866	-0.000811021	-0.000995666	-0.000805258	-0.00109034	1.10404
			2.01097	1.40029	1.26908	1.39918	-0.000950622	-0.000778029	-0.000786113	-0.000926393	-0.00101956	1.10361
			2.00999	1.40029	1.26908	1.39918	-0.000814314	-0.00090148	-0.00100363	-0.000770374	-0.00107398	1.10319
			2.00901	1.40029	1.26908	1.39918	-0.000874869	-0.000723093	-0.000723557	-0.000772325	-0.000955252	1.10276
			2.00803	1.40029	1.26908	1.39918	-0.000422188	-0.000784298	-0.000753844	-0.000983083	-0.00101261	1.10233
			2.00705	1.40029	1.26908	1.39918	-0.00085754	-0.000974617	-0.00100968	-0.000946498	-0.000795347	1.10191
			2.00607	1.40029	1.26908	1.39918	-0.00088836	-0.000889513	-0.000817705	-0.000825379	-0.000886118	1.10148
			2.00509	1.40029	1.26908	1.39918	-0.000559277	-0.000934184	-0.000998058	-0.000712464	-0.000511416	1.10105
			2.00411	1.40029	1.26908	1.39918	-0.000688355	-0.00114817	-0.000636309	-0.000761241	-0.000825294	1.10063
			2.00313	1.40029	1.26908	1.39918	-0.000613814	-0.000894083	-0.000833208	-0.000947912	-0.000765352	1.1002
			2.00215	1.40029	1.26908	1.39918	-0.000897435	-0.000756755	-0.000873542	-0.000883631	-0.000794696	1.09977
			2.00117	1.40029	1.26908	1.39918	-0.000783277	-0.000704542	-0.000874031	-0.000950506	-0.000870155	1.09934
			2.00019	1.40029	1.26908	1.39918	-0.000955113	-0.00101486	-0.000760484	-0.000886345	-0.00077903	1.09892
			1.99921	1.40029	1.26908	1.39918	-0.000775586	-0.000790513	-0.000704741	-0.000763245	-0.000903504	1.09849
			1.99823	1.40029	1.26908	1.39918	-0.000791999	-0.000709108	-0.000910155	-0.000855192	-0.000661576	1.09806
			1.99725	1.40029	1.26908	1.39918	-0.000726791	-0.000790324	-0.000906104	-0.00080827	-0.000780847	1.09764
			1.99627	1.40029	1.26908	1.39918	-0.000865338	-0.00102587	-0.000792847	-0.000733963	-0.000733464	1.09721
			1.99529	1.40029	1.26908	1.39918	-0.000779588	-0.000681457	-0.000732333	-0.000702054	-0.000720718	1.09678
			1.99431	1.40029	1.26908	1.39918	-0.000727237	-0.000596873	-0.00062775	-0.000614809	-0.000752044	1.09636
			1.99333	1.40029	1.26908	1.39918	-0.000807143	-0.0007782	-0.000732963	-0.000884135	-0.000986303	1.09593
			1.99235	1.40029	1.26908	1.39918	-0.000936695	-0.000876868	-0.000676325	-0.000865483	-0.000844327	1.0955
			1.99137	1.40029	1.26908	1.39918	-0.000880264	-0.000932989	-0.000884055	-0.000717004	-0.000719976	1.09508
			1.99039	1.40029	1.26908	1.39918	-0.000989994	-0.000875318	-0.000887047	-0.000907601	-0.000708489	1.09465
			1.98941	1.40029	1.26908	1.39918	-0.000815038	-0.000647606	-0.000983664	-0.000724163	-0.000891591	1.09422
			1.98843	1.40029	1.26908	1.39918	-0.00106791	-0.000878744	-0.000576725	-0.000967162	-0.00106653	1.0938
			1.98745	1.40029	1.26908	1.39918	-0.000934127	-0.000910298	-0.000757871	-0.000956696	-0.000688877	1.09337
			1.98647	1.40029	1.26908	1.39918	-0.000980709	-0.0010088	-0.000921996	-0.000736991	-0.000887366	1.09294
			1.98549	1.40029	1.26908	1.39918	-0.00070825	-0.000644111	-0.000785716	-0.000914323	-0.000659441	1.09252
			1.98451	1.40029	1.26908	1.39918	-0.000761951	-0.000816064	-0.00120373	-0.000895916	-0.000659639	1.09209
			1.98353	1.40029	1.26908	1.39918	-0.000958299	-0.000885561	-0.000841229	-0.000775466	-0.000765182	1.09166
			1.98256	1.40029	1.26908	1.39918	-0.00083552	-0.000739402	-0.000626305	-0.000785965	-0.000684026	1.09124
			1.98161	1.40029	1.26908	1.39918	-0.000830108	-0.000724224	-0.00068319	-0.000777231	-0.000826334	1.09081
			1.98065	1.40029	1.26908	1.39918	-0.000659248	-0.000849355	-0.000915445	-0.000889437	-0.000814937	1.09038
			1.9797	1.40029	1.26908	1.39918	-0.000781087	-0.000605906	-0.000750648	-0.000605531	-0.00084752	1.08996
			1.97875	1.40029	1.26908	1.39918	-0.00084832	-0.000926008	-0.000909318	-0.000825564	-0.000888283	1.08953
			1.97779	1.40029	1.26908	1.39918	-0.000686676	-0.000616908	-0.000682907	-0.000941892	-0.000683186	1.0891
			1.97684	1.40029	1.26908	1.39918	-0.000794947	-0.000910685	-0.000890292	-0.000756441	-0.000823542	1.08868
			1.97589	1.40029	1.26908	1.39918	-0.000961455	-0.000744565	-0.00077684	-0.0010261	-0.000807693	1.08825
			1.97493	1.40029	1.26908	1.39918	-0.000860421	-0.000776114	-0.000637886	-0.000992839	-0.000773833	1.08816
			1.97398	1.40029	1.26908	1.39918	-0.000724721	-0.00103046	-0.000866557	-0.000716624	-0.000995581	1.08816
			1.97302	1.40029	1.26908	1.39918	-0.000887164	-0.000793028	-0.000902858	-0.00065166	-0.000953847	1.08816
			1.97207	1.40029	1.26908	1.39918	-0.000796369	-0.000775923	-0.000777573	-0.000823471	-0.000778655	1.08816
			1.97112	1.40029	1.26908	1.39918	-0.000912797	-0.000982316	-0.000619948	-0.000723562	-0.000775208	1.08816
			1.97016	1.40029	1.26908	1.39918	-0.000782076	-0.000823359	-0.00081227	-0.000784915	-0.000942261	1.08816
			1.96921	1.40029	1.26908	1.39918	-0.000802025	-0.000832431	-0.000545658	-0.00088677	-0.000597029	1.08816
			1.96826	1.40029	1.26908	1.39918	-0.000824068	-0.000635007	-0.000830111	-0.000752635	-0.000774445	1.08816
			1.9673	1.40029	1.26908	1.39918	-0.000902561	-0.000760754	-0.000819661	-0.000984692	-0.000791675	1.08816
			1.96635	1.40029	1.26908	1.39918	-0.000557168	-0.000939133	-0.000793987	-0.000691732	-0.000780467	1.08816
			1.9654	1.40029	1.26908	1.39918	-0.000782022	-0.00074801	-0.000731546	-0.000868338	-0.000820236	1.08816
			1.96444	1.40029	1.26908	1.39918	-0.000727281	-0.00078401	-0.000776433	-0.000833572	-0.00108164	1.08816
			1.96349	1.40029	1.26908	1.39918	-0.000758995	-0.00101899	-0.00100392	-0.000729662	-0.000674506	1.08816
			1.96253	1.40029	1.26908	1.39918	-0.00085471	-0.000694841	-0.000757278	-0.000842479	-0.000889293	1.08816
			1.96158	1.40029	1.26908	1.39918	-0.000821422	-0.0010307	-0.000643424	-0.000783129	-0.000845607	1.08816
			1.96063	1.40029	1.26908	1.39918	-0.000934412	-0.000608727	-0.000717164	-0.000816956	-0.000791575	1.08816
			1.95967	1.40029	1.26908	1.39918	-0.000981099	-0.000858415	-0.000933586	-0.000967538	-0.000996568	1.08816
			1.95872	1.40029	1.26908	1.39918	-0.000988045	-0.000884829	-0.000689863	-0.000908761	-0.000911102	1.08816
			1.95777	1.40029	1.26908	1.39918	-0.000646541	-0.000789478	-0.000733568	-0.00106106	-0.000839251	1.08816
			1.95681	1.40029	1.26908	1.39918	-0.000533997	-0.000657197	-0.000725753	-0.000682931	-0.000641913	1.08816
			1.95586	1.40029	1.26908	1.39918	-0.000775311	-0.000806731	-0.000679086	-0.000953579	-0.00092122	1.08816
			1.95491	1.40029	1.26908	1.39918	-0.000700818	-0.000564344	-0.00065501	-0.000930866	-0.000875636	1.08816
			1.95395	1.40029	1.26908	1.39918	-0.000857901	-0.000793935	-0.000713455	-0.000847435	-0.000555307	1.08816
			1.953	1.40029	1.26908	1.39918	-0.000641267	-0.000976725	-0.000782212	-0.000863172	-0.000877537	1.08816
			1.95204	1.40029	1.26908	1.39918	-0.000766488	-0.00102087	-0.00103009	-0.000857759	-0.00096512	1.08816
			1.95109	1.40029	1.26908	1.39918	-0.000771921	-0.000624284	-0.000702934	-0.000743072	-0.000838354	1.08816
			1.95014	1.40029	1.26908	1.39918	-0.000821499	-0.000912446	-0.00069307	-0.000609301	-0.000946394	1.08816
			1.94918	1.40029	1.26908	1.39918	-0.000910029	-0.000613457	-0.000665873	-0.000786956	-0.000794975	1.08816
			1.94823	1.40029	1.26908	1.39918	-0.000841477	-0.00078986	-0.000984383	-0.000597716	-0.000866446	1.08816
			1.94728	1.40029	1.26908	1.39918	-0.000820842	-0.000671807	-0.000811258	-0.000882319	-0.000857928	1.08816
			1.94632	1.40029	1.26908	1.39918	-0.000774357	-0.00103592	-0.000724195	-0.000865385	-0.000982502	1.08816
			1.94537	1.40029	1.26908	1.39918	-0.000884032	-0.00077883	-0.000775852	-0.000745008	-0.000826869	1.08816
			1.94442	1.40029	1.26908	1.39918	-0.000899036	-0.000785761	-0.000813694	-0.000554079	-0.000976749	1.08816
			1.9436	1.40029	1.26908	1.39918	-0.000931765	-0.000843497	-0.000848346	-0.000819865	-0.000729261	1.08816
			1.94281	1.40029	1.26908	1.39918	-0.000699863	-0.000875076	-0.000849792	-0.000909921	-0.000703585	1.08816
			1.94202	1.40029	1.26908	1.39918	-0.000872149	-0.000635692	-0.000938356	-0.000520181	-0.000806008	1.08816
			1.94123	1.40029	1.26908	1.39918	-0.000755712	-0.000799867	-0.000688035	-0.00064801	-0.000803694	1.08816
