jlap1_66	jlap1_67	cur1_66	cur1_67
0.105828	0.050212	-0.103442	-0.100985
0.109043	0.0495277	-0.102926	-0.101941
0.106524	0.0532032	-0.105396	-0.103479
0.114984	0.0626969	-0.105645	-0.101342
0.113749	0.05608	-0.10287	-0.102161
0.10375	0.0549623	-0.104381	-0.101971
0.111419	0.0616082	-0.103795	-0.103498
0.118374	0.0555538	-0.104526	-0.103518
0.108316	0.0544539	-0.101994	-0.102514
0.117693	0.060634	-0.103371	-0.104128
0.12154	0.0656172	-0.104134	-0.100557
0.115856	0.0619793	-0.104015	-0.103435
0.110361	0.0582962	-0.104187	-0.103133
0.131383	0.0611577	-0.104479	-0.100852
0.11544	0.0580906	-0.105343	-0.102561
0.115031	0.0612637	-0.102922	-0.102187
0.115447	0.0502985	-0.103276	-0.101401
0.118131	0.0600028	-0.104241	-0.101647
0.108511	0.0609032	-0.106111	-0.100476
0.119316	0.0567236	-0.102884	-0.100685
0.129837	0.0567737	-0.103841	-0.103658
0.124896	0.0682825	-0.104211	-0.102941
0.121618	0.0667832	-0.103536	-0.101977
0.122371	0.0610009	-0.105729	-0.103794
0.121822	0.0596714	-0.104412	-0.102279
0.12137	0.054629	-0.103605	-0.102574
0.135652	0.0555883	-0.106163	-0.10074
0.138648	0.0547235	-0.103444	-0.101652
0.140044	0.0520352	-0.104839	-0.103745
0.137267	0.0574758	-0.103454	-0.102509
0.133731	0.0604755	-0.103552	-0.10128
0.138005	0.0631714	-0.10467	-0.103151
0.138545	0.0553206	-0.105717	-0.104505
0.140207	0.0633818	-0.104706	-0.103292
0.139163	0.0577679	-0.10351	-0.103367
0.13813	0.0572887	-0.104203	-0.101031
0.139081	0.0465839	-0.10521	-0.103397
0.138556	0.059133	-0.103244	-0.103904
0.137211	0.0506175	-0.104051	-0.101865
0.136589	0.0536083	-0.103198	-0.102092
0.137433	0.0584568	-0.104986	-0.103101
0.140087	0.0780163	-0.104487	-0.10209
0.135399	0.0663224	-0.106567	-0.102005
0.1406	0.0611221	-0.106258	-0.10162
0.13565	0.0681822	-0.103913	-0.100194
0.140511	0.063191	-0.104026	-0.102667
0.134473	0.0653848	-0.104857	-0.102504
0.14209	0.0686993	-0.103756	-0.102658
0.147542	0.0681185	-0.102484	-0.104025
0.146451	0.062975	-0.103758	-0.101084
0.146395	0.0602833	-0.103274	-0.101815
0.147743	0.0682217	-0.102026	-0.100184
0.148803	0.0612683	-0.104782	-0.101059
0.14506	0.0620007	-0.102007	-0.101745
0.14458	0.0693379	-0.102472	-0.102219
0.141682	0.0670853	-0.104001	-0.103672
0.146328	0.0607212	-0.102858	-0.102486
0.15338	0.062871	-0.104876	-0.100616
0.14544	0.0637237	-0.104479	-0.10288
0.147181	0.0571816	-0.103139	-0.10284
0.149257	0.0720752	-0.105498	-0.104337
0.143508	0.0688888	-0.10362	-0.10377
0.153416	0.0658573	-0.105063	-0.102635
0.142014	0.0584795	-0.101559	-0.100767
0.144168	0.0634525	-0.106329	-0.101688
0.14324	0.0654372	-0.103501	-0.102357
0.148436	0.06774	-0.103784	-0.100628
0.143651	0.0614333	-0.102154	-0.100016
0.137139	0.0589636	-0.104241	-0.0996069
0.144046	0.065847	-0.102418	-0.105134
0.157065	0.064465	-0.103276	-0.10044
0.14244	0.0576202	-0.103333	-0.102719
0.144289	0.0731687	-0.103185	-0.102202
0.148681	0.0684493	-0.101699	-0.103617
0.130459	0.0751181	-0.101725	-0.102455
0.150762	0.0687103	-0.105422	-0.102826
0.150641	0.072204	-0.103373	-0.100932
0.151078	0.073654	-0.104046	-0.0998848
0.14929	0.0724564	-0.104877	-0.103309
0.13692	0.0839503	-0.104662	-0.103832
0.142805	0.0682331	-0.102109	-0.102754
0.146434	0.077708	-0.103299	-0.101551
0.152692	0.084513	-0.106051	-0.100285
0.149673	0.0861314	-0.103436	-0.100129
0.139328	0.0781827	-0.105261	-0.105204
0.145977	0.0826415	-0.105459	-0.100453
0.147868	0.0824114	-0.105282	-0.101685
0.155765	0.0869626	-0.103655	-0.101293
0.155645	0.0788403	-0.103396	-0.102573
0.146343	0.0817688	-0.101921	-0.102418
0.157064	0.0825199	-0.102267	-0.102022
0.15614	0.0837621	-0.104097	-0.103536
0.148482	0.0836286	-0.103976	-0.10118
0.151948	0.0823284	-0.1038	-0.102284
0.164841	0.0874145	-0.102455	-0.0997808
0.157697	0.0882477	-0.102449	-0.101102
0.15766	0.0827677	-0.105349	-0.102285
0.161892	0.10119	-0.103844	-0.101188
0.148271	0.0955543	-0.104025	-0.103298
0.148627	0.104072	-0.105213	-0.0999781
0.160091	0.097605	-0.101545	-0.10026
0.156059	0.099915	-0.105069	-0.103336
0.158752	0.10699	-0.103393	-0.103291
0.152774	0.0937786	-0.103533	-0.103521
0.155338	0.101284	-0.102956	-0.10195
0.156785	0.104937	-0.104233	-0.102595
0.150974	0.106175	-0.105698	-0.10182
0.163185	0.108924	-0.103816	-0.10246
0.158621	0.107619	-0.102424	-0.102129
0.165136	0.108569	-0.102964	-0.100771
0.153261	0.10424	-0.1029	-0.102941
0.160167	0.101333	-0.104036	-0.101176
0.166504	0.10803	-0.105084	-0.102339
0.147395	0.111969	-0.103985	-0.102817
0.152032	0.10885	-0.103911	-0.102471
0.162783	0.113727	-0.103108	-0.101234
0.150035	0.1045	-0.104843	-0.102231
0.153939	0.112838	-0.105691	-0.103949
0.15572	0.112742	-0.102913	-0.100772
0.161835	0.0992089	-0.105668	-0.103608
0.165751	0.105194	-0.10252	-0.100429
0.145309	0.104491	-0.105341	-0.104189
0.157843	0.101996	-0.104999	-0.103815
0.143124	0.111596	-0.102535	-0.103996
0.162226	0.106522	-0.102885	-0.101412
0.157877	0.110066	-0.101976	-0.102161
0.154888	0.110145	-0.102142	-0.101966
0.159245	0.129234	-0.105382	-0.101855
0.161588	0.118525	-0.104214	-0.104028
0.152363	0.116058	-0.103474	-0.102483
0.159057	0.121906	-0.1028	-0.101434
0.151174	0.116856	-0.105468	-0.10237
0.1626	0.1166	-0.102046	-0.103199
0.155612	0.114382	-0.104547	-0.103859
0.14711	0.123368	-0.103573	-0.101825
0.151562	0.117482	-0.102389	-0.102771
0.15762	0.102341	-0.104412	-0.10287
0.160368	0.120241	-0.104331	-0.100497
0.150046	0.107466	-0.103875	-0.104058
0.163034	0.115037	-0.104197	-0.10271
0.159614	0.107569	-0.104566	-0.102066
0.161482	0.114963	-0.106555	-0.101469
0.153092	0.114808	-0.10427	-0.103266
0.152886	0.113316	-0.103834	-0.101893
0.160069	0.116034	-0.105207	-0.101049
0.154684	0.126081	-0.106601	-0.102383
0.15097	0.114988	-0.102884	-0.10323
0.150618	0.124193	-0.104132	-0.104245
0.159205	0.118049	-0.105239	-0.102353
0.151376	0.115855	-0.104649	-0.101164
0.15622	0.10845	-0.103535	-0.102883
0.143046	0.123606	-0.102411	-0.101056
0.139384	0.0988024	-0.106128	-0.10249
0.160401	0.123052	-0.102604	-0.100299
0.14582	0.113744	-0.104705	-0.102871
0.157303	0.117949	-0.103795	-0.101246
0.153216	0.113789	-0.103634	-0.102837
0.161196	0.109999	-0.102955	-0.10215
0.148159	0.127819	-0.103522	-0.102607
0.15359	0.111471	-0.103911	-0.104877
0.15496	0.109383	-0.104557	-0.102973
0.157507	0.104866	-0.10429	-0.102599
0.150933	0.116847	-0.104179	-0.10136
0.149787	0.119162	-0.103346	-0.104256
0.153307	0.102376	-0.104377	-0.101558
0.135793	0.114058	-0.103091	-0.10317
0.144097	0.104764	-0.104668	-0.100977
0.148003	0.114686	-0.105091	-0.102085
0.145625	0.108766	-0.104663	-0.103516
0.149396	0.12231	-0.107048	-0.102874
0.156156	0.120423	-0.10327	-0.102478
0.151456	0.11118	-0.104	-0.103003
0.144466	0.117762	-0.10456	-0.1011
0.15129	0.116574	-0.103478	-0.10259
0.136814	0.113155	-0.103749	-0.102414
0.151905	0.108673	-0.104081	-0.102736
0.143254	0.113747	-0.102299	-0.100753
0.138447	0.121115	-0.103849	-0.102776
0.142662	0.110662	-0.104194	-0.101171
0.145571	0.119142	-0.104721	-0.100611
0.140273	0.122615	-0.106117	-0.101
0.148735	0.106465	-0.104588	-0.103072
0.138906	0.110012	-0.101482	-0.102963
0.140343	0.111015	-0.104596	-0.101238
0.138873	0.116678	-0.101326	-0.10311
0.143494	0.120025	-0.104444	-0.102908
0.147406	0.123779	-0.104971	-0.101171
0.141421	0.125953	-0.104032	-0.0994393
0.151149	0.120879	-0.104339	-0.102937
0.148745	0.120366	-0.102635	-0.100862
0.137614	0.128671	-0.103232	-0.100905
0.147278	0.115696	-0.104715	-0.101977
0.151823	0.122406	-0.104608	-0.103106
0.144704	0.120793	-0.103602	-0.10278
0.138985	0.121593	-0.102167	-0.102371
0.140406	0.120408	-0.104335	-0.102058
0.147349	0.122856	-0.103864	-0.103985
0.146427	0.122496	-0.104463	-0.103345
0.141355	0.122661	-0.102709	-0.103578
0.155756	0.12206	-0.103745	-0.103048
0.144896	0.121558	-0.102162	-0.0998412
0.148217	0.118502	-0.10384	-0.10179
0.139763	0.122656	-0.104828	-0.103185
0.148704	0.122875	-0.103988	-0.102806
0.137232	0.123055	-0.106505	-0.103434
0.140574	0.12262	-0.103334	-0.102021
0.133786	0.123642	-0.104254	-0.102292
0.125721	0.119801	-0.105822	-0.102373
0.140004	0.1211	-0.101671	-0.102708
0.141992	0.123029	-0.101684	-0.102135
0.143845	0.123146	-0.102777	-0.0998939
0.135371	0.119215	-0.104538	-0.101941
0.132716	0.137718	-0.105234	-0.101735
0.139706	0.137535	-0.104478	-0.102303
0.142767	0.137984	-0.102628	-0.102987
0.141848	0.13719	-0.103946	-0.101858
0.139593	0.140127	-0.10337	-0.100774
0.135496	0.141944	-0.102083	-0.104669
0.136741	0.138004	-0.102609	-0.101892
0.131584	0.137046	-0.103044	-0.104241
0.144139	0.137063	-0.104762	-0.101637
0.138448	0.138858	-0.102144	-0.102888
0.131777	0.140591	-0.104671	-0.102315
0.145079	0.138849	-0.103174	-0.102711
0.12968	0.135658	-0.10461	-0.101866
0.141206	0.141707	-0.104496	-0.103066
0.13306	0.138018	-0.101969	-0.101573
0.130126	0.138553	-0.10501	-0.100854
0.138643	0.135211	-0.103297	-0.103481
0.135009	0.148349	-0.103303	-0.104217
0.138056	0.134595	-0.104276	-0.10251
0.141577	0.136876	-0.102089	-0.104237
0.1309	0.133981	-0.100472	-0.103059
0.14329	0.142308	-0.104582	-0.102379
0.133977	0.129107	-0.10444	-0.100138
0.138328	0.131989	-0.102113	-0.103849
0.138627	0.135982	-0.104024	-0.10267
0.146727	0.139201	-0.104706	-0.103999
0.139057	0.132334	-0.102938	-0.103973
0.129049	0.137311	-0.104869	-0.102306
0.135433	0.136358	-0.104542	-0.102887
0.13598	0.143844	-0.105798	-0.102243
0.141001	0.145339	-0.105437	-0.101363
0.141241	0.129648	-0.104236	-0.104044
0.13999	0.138025	-0.102853	-0.102996
0.140538	0.133021	-0.103419	-0.102531
0.147444	0.144439	-0.103577	-0.103061
0.148896	0.143637	-0.102008	-0.102024
0.143833	0.14993	-0.105146	-0.101707
0.139269	0.145155	-0.105542	-0.101435
0.131176	0.138692	-0.102004	-0.102001
0.139703	0.143464	-0.103289	-0.100601
0.131625	0.133082	-0.101672	-0.104441
0.148339	0.130558	-0.104948	-0.100793
0.140725	0.143021	-0.103727	-0.101366
0.129432	0.139729	-0.1058	-0.102953
0.136959	0.146932	-0.104879	-0.10122
0.150306	0.151642	-0.104994	-0.101748
0.130016	0.147271	-0.104145	-0.10319
0.146257	0.156432	-0.105709	-0.10156
0.139752	0.153596	-0.103041	-0.101796
0.132454	0.151735	-0.104606	-0.101067
0.143086	0.144777	-0.10561	-0.101716
0.131764	0.146857	-0.104597	-0.101618
0.135565	0.141017	-0.101912	-0.102471
0.131704	0.153647	-0.104918	-0.10377
0.144433	0.141629	-0.103572	-0.102936
0.140275	0.156365	-0.104005	-0.103043
0.141277	0.140541	-0.101466	-0.102562
0.135091	0.152114	-0.105551	-0.103133
0.136905	0.140565	-0.104644	-0.103866
0.127621	0.143522	-0.103572	-0.103527
0.134868	0.140348	-0.104325	-0.104769
0.113673	0.14137	-0.10527	-0.101608
0.118292	0.144391	-0.103256	-0.0994158
0.1195	0.142879	-0.104955	-0.102214
0.120101	0.142695	-0.103814	-0.102654
0.125998	0.143864	-0.103645	-0.100214
0.124775	0.151201	-0.104663	-0.100874
0.122055	0.158021	-0.103436	-0.103151
0.124171	0.14624	-0.103695	-0.102417
0.123535	0.143036	-0.102817	-0.104572
0.118243	0.150177	-0.10157	-0.102625
0.116243	0.148102	-0.103653	-0.10271
0.124439	0.145615	-0.10409	-0.100244
0.125596	0.148604	-0.104288	-0.101841
0.116177	0.152546	-0.104334	-0.100946
0.131444	0.144377	-0.105671	-0.102037
0.116058	0.146446	-0.104531	-0.102423
0.132556	0.151386	-0.102941	-0.101637
0.110589	0.152683	-0.103467	-0.102677
0.120933	0.131206	-0.104385	-0.102635
0.119868	0.138151	-0.105053	-0.100433
0.120209	0.142628	-0.102926	-0.10223
0.122466	0.145059	-0.105402	-0.101816
0.119167	0.14551	-0.104295	-0.102238
0.110652	0.143823	-0.104411	-0.104103
0.136486	0.136723	-0.102454	-0.102932
0.129239	0.144284	-0.103259	-0.102401
0.123723	0.14974	-0.104317	-0.102244
0.125162	0.151719	-0.105096	-0.104137
0.120075	0.145637	-0.102698	-0.101337
0.117105	0.149194	-0.10378	-0.104426
0.129629	0.132487	-0.103406	-0.101811
0.108744	0.133047	-0.104112	-0.102338
0.126619	0.142201	-0.10141	-0.101196
0.129796	0.146998	-0.103834	-0.10051
0.126493	0.149189	-0.102008	-0.101863
0.122841	0.150273	-0.104722	-0.100846
0.121385	0.142903	-0.1031	-0.102223
0.120501	0.150397	-0.105228	-0.101408
0.126024	0.144292	-0.104727	-0.103384
0.111079	0.148636	-0.103674	-0.101181
0.119597	0.141867	-0.104595	-0.104152
0.115128	0.143859	-0.106133	-0.102404
0.121659	0.149783	-0.103258	-0.103165
0.117829	0.146823	-0.103208	-0.103422
0.112404	0.143089	-0.104392	-0.101019
0.108249	0.145519	-0.103633	-0.102343
0.115974	0.149887	-0.103399	-0.102872
0.110041	0.156576	-0.104489	-0.102176
0.124662	0.152599	-0.103651	-0.100923
0.116247	0.148187	-0.105258	-0.100203
0.119439	0.15975	-0.105629	-0.103197
0.115772	0.132658	-0.102951	-0.10211
0.118897	0.144205	-0.102262	-0.102606
0.115317	0.150144	-0.104365	-0.102435
0.116283	0.14323	-0.103842	-0.101819
0.104132	0.147827	-0.103892	-0.104663
0.105896	0.136323	-0.102477	-0.100237
0.117605	0.15948	-0.103662	-0.101673
0.106895	0.146444	-0.105951	-0.097733
0.123106	0.135074	-0.104124	-0.106396
0.115281	0.137566	-0.101081	-0.101146
0.112309	0.149933	-0.101663	-0.102643
0.11225	0.138776	-0.103241	-0.103265
0.112689	0.143613	-0.104392	-0.104222
0.106833	0.142773	-0.101908	-0.0998191
0.117674	0.144024	-0.103772	-0.102675
0.125006	0.146143	-0.10542	-0.101006
0.110261	0.146211	-0.103802	-0.101339
0.105049	0.154266	-0.10411	-0.103343
0.111926	0.155216	-0.104171	-0.103839
0.11527	0.145157	-0.105569	-0.101389
0.116077	0.148067	-0.103406	-0.103654
0.113503	0.144774	-0.102623	-0.102753
0.116934	0.144911	-0.105066	-0.0982732
0.104626	0.144292	-0.103785	-0.102076
0.116927	0.145521	-0.104266	-0.101795
0.11218	0.144177	-0.1052	-0.101542
0.12554	0.150654	-0.104323	-0.10325
0.117335	0.138154	-0.106272	-0.103478
0.119415	0.14749	-0.104061	-0.101443
0.117781	0.139039	-0.1025	-0.0994071
0.113303	0.140455	-0.105347	-0.102119
0.105862	0.134154	-0.103883	-0.103265
0.116958	0.132839	-0.105762	-0.100217
0.114042	0.138322	-0.104923	-0.102022
0.11714	0.133104	-0.103208	-0.0991803
0.121332	0.142077	-0.103989	-0.103491
0.114946	0.140541	-0.106025	-0.102406
0.116726	0.132553	-0.107249	-0.102372
0.120799	0.133748	-0.102343	-0.100432
0.112447	0.130341	-0.103618	-0.10334
0.117444	0.149209	-0.102788	-0.100707
0.118707	0.12572	-0.103405	-0.102199
0.109584	0.138491	-0.104652	-0.103184
0.109733	0.134525	-0.10164	-0.10242
0.114831	0.13793	-0.104642	-0.10483
0.110572	0.154228	-0.104131	-0.103494
0.115262	0.14009	-0.102584	-0.103619
0.105703	0.139604	-0.104296	-0.103117
0.113448	0.148257	-0.104812	-0.1023
0.123923	0.143906	-0.104124	-0.102214
0.113504	0.135317	-0.104969	-0.101449
0.107003	0.13974	-0.103821	-0.101486
0.12052	0.142836	-0.104036	-0.10169
0.123231	0.145513	-0.103233	-0.101325
0.120357	0.132894	-0.10248	-0.102739
0.114624	0.1463	-0.101083	-0.101673
0.104191	0.133178	-0.102498	-0.102824
0.117627	0.139797	-0.104483	-0.102754
0.119384	0.139894	-0.106102	-0.103598
0.114947	0.143757	-0.102549	-0.10215
0.108387	0.142012	-0.102519	-0.103763
0.114056	0.138361	-0.106545	-0.102562
0.107358	0.130989	-0.102817	-0.102887
0.120154	0.141482	-0.101936	-0.103028
0.113944	0.133513	-0.103034	-0.101424
0.110328	0.139735	-0.102562	-0.101074
0.12081	0.142421	-0.103709	-0.101624
0.106896	0.137234	-0.102979	-0.0997987
0.110943	0.145502	-0.103457	-0.101834
0.122634	0.141125	-0.103526	-0.102753
0.11295	0.139908	-0.106312	-0.100329
0.12021	0.136125	-0.105403	-0.102879
0.114002	0.136001	-0.102833	-0.10267
0.10654	0.138271	-0.103286	-0.10183
0.114706	0.134757	-0.102528	-0.104117
0.115225	0.129577	-0.10549	-0.101774
0.124651	0.141097	-0.102623	-0.102008
0.114939	0.134859	-0.103758	-0.102058
0.11589	0.148081	-0.103134	-0.105845
0.122948	0.128449	-0.102358	-0.100717
0.114208	0.118666	-0.106688	-0.101337
0.109339	0.128898	-0.105715	-0.101128
0.109777	0.114508	-0.103673	-0.103037
0.119921	0.129577	-0.103694	-0.102477
0.112234	0.122168	-0.103572	-0.102668
0.115416	0.120509	-0.104051	-0.101874
0.125137	0.11305	-0.102021	-0.101334
0.122853	0.113687	-0.103686	-0.104003
0.111725	0.120722	-0.10469	-0.101855
0.103858	0.117452	-0.105359	-0.102571
0.106458	0.117136	-0.102323	-0.103899
0.114651	0.124153	-0.102183	-0.101627
0.110777	0.124893	-0.102388	-0.101345
0.121663	0.125323	-0.102405	-0.101888
0.109667	0.12432	-0.105442	-0.099457
0.11622	0.121586	-0.103222	-0.103631
0.113289	0.107485	-0.104104	-0.101019
0.121066	0.130983	-0.102759	-0.102838
0.107798	0.111102	-0.105645	-0.101774
0.11521	0.121235	-0.10426	-0.102834
0.112386	0.128467	-0.102365	-0.100976
0.110531	0.118208	-0.104697	-0.101249
0.113723	0.112618	-0.102802	-0.102433
0.114728	0.0960288	-0.105754	-0.103961
0.129071	0.12018	-0.107102	-0.104894
0.121391	0.119915	-0.105427	-0.102335
0.106469	0.121764	-0.103234	-0.102126
0.119099	0.114006	-0.103505	-0.103786
0.114275	0.109752	-0.105729	-0.103112
0.113747	0.113178	-0.101194	-0.100609
0.121494	0.115188	-0.104441	-0.1029
0.113579	0.118072	-0.104129	-0.100286
0.107724	0.122219	-0.103957	-0.102588
0.121683	0.114108	-0.1052	-0.103203
0.127444	0.120645	-0.102543	-0.101654
0.111955	0.122155	-0.103528	-0.102619
0.112489	0.114288	-0.103766	-0.101265
0.114482	0.116633	-0.101675	-0.102953
0.112621	0.122051	-0.104798	-0.102544
0.116208	0.122501	-0.102514	-0.101288
0.107936	0.117562	-0.102938	-0.102523
0.114713	0.121571	-0.104724	-0.103268
0.11499	0.117488	-0.106682	-0.103329
0.128222	0.106795	-0.102122	-0.101837
0.104095	0.109116	-0.106908	-0.104016
0.112122	0.116938	-0.10518	-0.103084
0.119046	0.122908	-0.103501	-0.103378
0.120611	0.123107	-0.102161	-0.100991
0.116186	0.110644	-0.105192	-0.101719
0.122407	0.112933	-0.104058	-0.100712
0.109005	0.1158	-0.105	-0.1034
0.112158	0.115779	-0.10342	-0.104029
0.0998165	0.118357	-0.103223	-0.099579
0.121722	0.114298	-0.104592	-0.104571
0.110913	0.10662	-0.101241	-0.100809
0.135072	0.114172	-0.103876	-0.102448
0.122638	0.125811	-0.103071	-0.102632
0.114292	0.109308	-0.100346	-0.102576
0.116218	0.107695	-0.103826	-0.103655
0.110407	0.115572	-0.102734	-0.10113
0.11052	0.111812	-0.103874	-0.105174
0.120111	0.108667	-0.104732	-0.102291
0.107433	0.1138	-0.104261	-0.103972
0.115944	0.117879	-0.101865	-0.102001
0.107886	0.115013	-0.10472	-0.100727
0.117861	0.126863	-0.103697	-0.101738
0.112114	0.109095	-0.103613	-0.101562
0.117688	0.11276	-0.103322	-0.0995691
0.107513	0.117807	-0.103242	-0.101956
0.117088	0.113819	-0.104712	-0.101934
0.109797	0.11452	-0.103324	-0.101906
0.110842	0.111908	-0.103755	-0.101976
0.116733	0.110052	-0.105465	-0.101017
0.121143	0.11568	-0.104855	-0.101669
0.110314	0.105234	-0.103799	-0.101699
