sub2e	tbasej22	rp610	rp1220	rp1112	jlap1_11	cur1_11
					0.169523	0.0134213
					0.169476	0.0136618
					0.156778	0.0128641
					0.16128	0.0128365
					0.165146	0.0138832
					0.164814	0.012598
					0.156009	0.0145551
					0.157456	0.0161482
					0.160871	0.0136259
					0.158278	0.0114001
					0.159688	0.0123247
					0.166808	0.0132433
					0.154196	0.0162143
					0.166468	0.0138761
					0.159395	0.0143872
					0.155874	0.0133628
					0.160711	0.0149581
					0.16028	0.0124215
					0.160677	0.0124524
					0.152413	0.014504
					0.155802	0.0120965
					0.169238	0.0160702
					0.163534	0.0161042
					0.157926	0.013804
					0.157375	0.0149551
					0.168936	0.0120504
					0.155302	0.0130121
					0.160123	0.0140529
					0.157477	0.0140417
					0.168288	0.0127429
					0.162711	0.0134448
					0.166694	0.0125197
					0.154347	0.0132362
					0.158146	0.0160736
					0.164515	0.0134955
					0.160827	0.0157342
					0.166737	0.0132019
					0.15675	0.0138416
					0.149772	0.0154697
					0.151801	0.0154775
					0.16101	0.0133865
					0.16165	0.0131271
					0.164106	0.0129333
					0.158758	0.0140243
					0.161535	0.0164681
					0.161397	0.0142172
					0.15453	0.0146562
					0.15898	0.0157368
					0.158581	0.0148782
					0.156401	0.0150908
					0.159139	0.0172877
					0.161813	0.0142877
					0.163439	0.016946
					0.164208	0.0174678
					0.155908	0.0157802
					0.172463	0.0130277
					0.168045	0.014201
					0.161851	0.0144517
					0.161087	0.0157404
					0.156067	0.0146824
					0.157226	0.0149883
					0.160846	0.0137351
					0.172425	0.0148308
					0.158187	0.0170326
					0.160312	0.0171505
					0.160572	0.0167021
					0.162696	0.0127355
					0.1603	0.0153973
					0.167654	0.0149035
					0.162756	0.0136742
					0.163494	0.0131068
					0.153124	0.0143006
					0.160834	0.0127371
					0.156251	0.0128452
					0.15541	0.0152718
					0.156286	0.0139372
					0.159485	0.0124197
					0.160945	0.0159587
					0.160952	0.0152096
					0.162342	0.016188
					0.153694	0.0181757
					0.160415	0.0152223
					0.151265	0.0137886
					0.155867	0.013713
					0.152656	0.0140403
					0.169405	0.0134429
					0.153079	0.0136729
					0.166465	0.0129121
					0.156155	0.0145142
					0.161542	0.0136383
					0.157833	0.0138777
					0.152585	0.0144487
					0.166561	0.0128686
					0.159411	0.0119056
					0.160019	0.0140675
					0.159781	0.0136207
					0.156045	0.0167007
					0.160915	0.0140161
					0.167441	0.0126327
					0.170338	0.0135866
					0.165402	0.0149617
					0.162179	0.0163313
					0.150672	0.0133363
					0.157616	0.0135143
					0.152897	0.0143283
					0.159526	0.0127082
					0.166781	0.0131967
					0.159594	0.0137143
					0.158177	0.0133898
					0.154915	0.014557
					0.161383	0.0138871
					0.169646	0.0146293
					0.171457	0.0134143
					0.168666	0.0125468
					0.156503	0.0131877
					0.159695	0.012456
					0.156179	0.0140089
					0.16767	0.0135424
					0.172099	0.0136443
					0.162938	0.0114294
					0.164086	0.0137802
					0.167144	0.012211
					0.165458	0.0141838
					0.1571	0.0108603
					0.166417	0.0139395
					0.155717	0.0133196
					0.165091	0.0125465
					0.159566	0.0132361
					0.16715	0.0134571
					0.154995	0.0109262
					0.161514	0.0128263
					0.160091	0.0128417
					0.160025	0.011931
					0.167268	0.0130345
					0.165179	0.0139741
					0.164125	0.0122266
					0.159438	0.0148834
					0.159585	0.01274
					0.157263	0.0125761
					0.159116	0.0137426
					0.164036	0.0146461
					0.153557	0.0142365
					0.155076	0.0134105
					0.159964	0.0144224
					0.160083	0.0110553
					0.15856	0.0139823
					0.162805	0.0151695
					0.160863	0.0157157
					0.154739	0.013354
					0.146944	0.0169982
					0.167143	0.01506
					0.161816	0.0147779
					0.164411	0.0141873
					0.158701	0.0123647
					0.164306	0.0119543
					0.164253	0.0148129
					0.163679	0.0142582
					0.156519	0.0145201
					0.165943	0.0144767
					0.165432	0.0139497
					0.163294	0.0139982
					0.170218	0.0164581
					0.163323	0.0147268
					0.160738	0.0152672
					0.159648	0.0173259
					0.164942	0.0155383
					0.15788	0.0135424
					0.16035	0.016968
					0.167222	0.0156636
					0.160265	0.0147186
					0.161505	0.0167212
					0.16082	0.0135488
					0.156336	0.0165438
					0.166622	0.0110132
					0.162681	0.0128104
					0.159358	0.0106371
					0.159408	0.0156226
					0.161973	0.0107247
					0.164413	0.0167361
					0.167157	0.0147463
					0.154128	0.0144024
					0.154888	0.0152403
					0.158297	0.0130971
					0.169644	0.0135977
					0.153253	0.0160046
					0.158161	0.0139211
					0.152566	0.0146719
					0.166199	0.0170662
					0.167242	0.0158465
					0.159369	0.0138642
					0.16204	0.0164849
					0.162761	0.0144286
					0.160766	0.0139237
					0.164935	0.0137058
					0.157903	0.016744
					0.155188	0.0146099
					0.158272	0.0159108
					0.16795	0.0154822
					0.15358	0.013888
					0.172906	0.0146205
					0.162991	0.0171878
					0.164802	0.015669
					0.160082	0.013447
					0.16527	0.0152553
					0.16979	0.0131563
					0.152535	0.0138003
					0.161823	0.0145891
					0.167474	0.014703
					0.16084	0.0158027
					0.16617	0.0140329
					0.153318	0.0121385
					0.167569	0.0133735
					0.14938	0.0142055
					0.154191	0.0144559
					0.158741	0.0148701
					0.161809	0.0145949
					0.173134	0.0126424
					0.154015	0.0148646
					0.165015	0.0137687
					0.169003	0.0126054
					0.156822	0.012852
					0.163939	0.0123862
					0.155887	0.0142731
					0.169225	0.016712
					0.155697	0.0141881
					0.158513	0.0124865
					0.161995	0.013421
					0.160193	0.014789
					0.166027	0.0139967
					0.167829	0.0132624
					0.16377	0.0144592
					0.167016	0.0156913
					0.169405	0.0163851
					0.167835	0.0163287
					0.166371	0.0145481
					0.157517	0.0130212
					0.162126	0.0149437
					0.157604	0.0137696
					0.153156	0.0160963
					0.161407	0.0146982
					0.164863	0.0116909
					0.16837	0.012366
					0.152884	0.0129288
					0.160461	0.0159496
					0.156292	0.0131369
					0.159204	0.0134823
					0.156744	0.0130368
					0.161985	0.0129199
					0.156368	0.0148487
					0.165902	0.0133627
					0.155767	0.0145812
					0.160824	0.0134127
					0.16866	0.0158981
					0.153726	0.0120366
					0.156765	0.0124429
					0.16628	0.0142236
					0.167096	0.0151182
					0.162344	0.0128279
					0.156263	0.0155913
					0.160279	0.015071
					0.162017	0.013943
					0.162753	0.0137175
					0.154535	0.0135123
					0.162375	0.0130846
					0.164128	0.0143248
					0.153513	0.0138105
					0.164896	0.0141729
					0.160812	0.0134843
					0.161328	0.0149913
					0.165385	0.0141644
					0.157316	0.0131059
					0.158623	0.0164716
					0.164232	0.0146238
					0.16214	0.012273
					0.161704	0.0150595
					0.157748	0.0161006
					0.164846	0.0113564
					0.162634	0.0178201
					0.16522	0.013233
					0.160724	0.0161036
					0.161732	0.017339
					0.160147	0.013706
					0.160818	0.016478
					0.157994	0.0144685
					0.163254	0.0166026
					0.158633	0.0132663
					0.158765	0.0125436
					0.165387	0.0148715
					0.161293	0.0146757
					0.16376	0.013842
					0.14964	0.0135014
					0.156464	0.0130624
					0.157929	0.0130726
					0.157665	0.0166564
					0.166046	0.014606
					0.15329	0.0147819
					0.152472	0.0148127
					0.152516	0.0133171
					0.163897	0.0169415
					0.162322	0.0151369
					0.156914	0.0127
					0.156286	0.0136481
					0.172143	0.0150708
					0.162043	0.0151823
					0.149497	0.0126554
					0.16393	0.014359
					0.164331	0.0138126
					0.15925	0.0142215
					0.16172	0.012225
					0.169454	0.0131644
					0.153195	0.0144198
					0.161049	0.0159668
					0.15978	0.0148641
					0.150784	0.0144948
					0.160414	0.0133788
					0.165268	0.0157707
					0.163411	0.0136135
					0.163724	0.013642
					0.158381	0.0144305
					0.16449	0.0137141
					0.168831	0.0163509
					0.160628	0.0145242
					0.159295	0.0149485
					0.164264	0.0150232
					0.161721	0.0134443
					0.159928	0.0159746
					0.159822	0.0153609
					0.168689	0.0152601
					0.164947	0.0124494
					0.163783	0.0138783
					0.164909	0.0132391
					0.169126	0.0157909
					0.160889	0.0146731
					0.169658	0.0153113
					0.157067	0.0132378
					0.163509	0.0150735
					0.157025	0.0130324
					0.154709	0.0142153
					0.167637	0.0153772
					0.164413	0.0112708
					0.159028	0.0159172
					0.158496	0.0126815
					0.153537	0.0154071
					0.148266	0.0126591
					0.154865	0.0126808
					0.159492	0.0148858
					0.162274	0.0145873
					0.161105	0.0160443
					0.155607	0.0142579
					0.172709	0.0139716
					0.153443	0.0136942
					0.162044	0.0147287
					0.159187	0.0143033
					0.163955	0.0148192
					0.164505	0.0158719
					0.160464	0.0150857
					0.155625	0.0146064
					0.163187	0.0154799
					0.161304	0.0126845
					0.150997	0.0137676
					0.163309	0.0156402
					0.157757	0.0136418
					0.166491	0.0135277
					0.161045	0.0159835
					0.15793	0.0164487
					0.156532	0.0151784
					0.163047	0.013831
					0.157197	0.0140535
					0.156536	0.0152288
					0.154403	0.0146339
					0.166613	0.0127085
					0.164308	0.0142973
					0.161476	0.0130727
					0.153177	0.0137124
					0.160412	0.017222
					0.161496	0.0162107
					0.160929	0.0129572
					0.162402	0.0151378
					0.168395	0.016983
					0.158078	0.0124818
					0.167691	0.0164355
					0.165579	0.0144869
					0.162824	0.014501
					0.158516	0.0155155
					0.16703	0.0142919
					0.165931	0.0143133
					0.165348	0.0137742
					0.161221	0.0156362
					0.153864	0.0125498
					0.16121	0.0149613
					0.161037	0.013367
					0.161394	0.0146463
					0.163742	0.0136797
					0.160267	0.0124084
					0.159934	0.0129953
					0.163613	0.0139266
					0.170713	0.017131
					0.1691	0.0159634
					0.159332	0.0139018
					0.163654	0.0129394
					0.167314	0.014278
					0.172309	0.014016
					0.163036	0.0140756
					0.167954	0.0137844
					0.160473	0.0138868
					0.158753	0.01414
					0.154382	0.011161
					0.167539	0.0125696
					0.159069	0.00983725
					0.162271	0.0152249
					0.155278	0.0150705
					0.17267	0.0147954
					0.163357	0.0118016
					0.167906	0.0157432
					0.162935	0.0139461
					0.156031	0.0127634
					0.161031	0.0139674
					0.167646	0.01498
					0.163866	0.0147409
					0.161192	0.012808
					0.156308	0.0116013
					0.163457	0.0144879
					0.164666	0.0138844
					0.158184	0.0126423
					0.16221	0.0120001
					0.159512	0.011508
					0.161802	0.0132207
					0.160134	0.0145206
					0.156485	0.0167747
					0.157078	0.0138303
					0.161461	0.0127414
					0.159396	0.0117001
					0.16485	0.0129232
					0.163145	0.0135638
					0.159702	0.0168995
					0.172329	0.0145148
					0.161804	0.0136245
					0.163909	0.0135206
					0.153365	0.0162703
					0.163789	0.0145469
					0.164202	0.0125684
					0.161023	0.0151791
					0.158051	0.0142781
					0.161607	0.0166274
					0.162938	0.0137432
					0.165777	0.0128985
					0.155042	0.0148467
					0.16609	0.0138929
					0.16889	0.0163757
					0.165646	0.0166529
					0.161812	0.0144157
					0.150705	0.0141823
					0.15919	0.0148414
					0.156858	0.0131617
					0.156367	0.0141809
					0.15721	0.0136853
					0.159645	0.016582
					0.166712	0.0141161
					0.156581	0.0161767
					0.166498	0.0139574
					0.164464	0.0152941
					0.168335	0.0149179
					0.167731	0.0162157
					0.151175	0.01535
					0.164336	0.013648
					0.154528	0.0172035
					0.162588	0.0175801
					0.158311	0.0121244
					0.159415	0.0155151
					0.163567	0.0118635
					0.169863	0.0120002
					0.165556	0.0152278
					0.165997	0.0131683
					0.160655	0.0136929
					0.162827	0.013372
					0.166777	0.0132898
					0.159598	0.0152621
					0.15543	0.015904
					0.16541	0.0155999
					0.15619	0.0160841
					0.155785	0.0153698
					0.155313	0.0152782
					0.151179	0.0137434
					0.161381	0.0139241
					0.159665	0.0139859
					0.161848	0.0131913
					0.157952	0.014594
					0.161874	0.016663
					0.156294	0.0114618
					0.157166	0.0169351
					0.162751	0.013962
					0.162992	0.0130279
					0.164093	0.0138348
					0.151848	0.0141826
					0.1562	0.0162554
					0.156366	0.0144646
					0.15758	0.0132675
					0.164086	0.0158246
					0.158265	0.0140644
					0.162402	0.0146518
					0.165782	0.0155352
					0.162415	0.0145582
					0.15803	0.0140026
					0.162257	0.0149624
					0.158306	0.0150058
					0.157197	0.0147601
					0.15921	0.0154504
					0.157483	0.0142845
					0.160626	0.0133051
					0.166803	0.016319
					0.164703	0.0141341
					0.154894	0.0165838
					0.158267	0.0139647
					0.171629	0.0138005
					0.156113	0.0168216
					0.164276	0.0134906
					0.159099	0.0132368
					0.161882	0.0135319
					0.167108	0.0139797
					0.165034	0.0156162
					0.162371	0.0140232
					0.169118	0.0119325
					0.165806	0.0103915
					0.161774	0.0127432
					0.163452	0.0159261
					0.153987	0.0125444
					0.170998	0.015055
					0.166878	0.0136506
					0.166446	0.0139884
					0.16518	0.0120075
					0.153766	0.0142737
					0.162614	0.0144041
					0.163118	0.0153282
					0.164642	0.0128717
					0.156636	0.014539
					0.155133	0.0142555
					0.16025	0.0167633
					0.166344	0.014889
					0.170523	0.0145283
					0.166522	0.0150765
					0.164566	0.0160234
					0.167906	0.0142409
					0.162628	0.0131484
					0.159309	0.014667
					0.153572	0.0144887
					0.170273	0.0129686
					0.161534	0.0126762
					0.160728	0.014232
					0.159882	0.0148328
					0.161573	0.0169284
					0.175111	0.017446
					0.155193	0.0144401
					0.159134	0.0153058
					0.161718	0.014099
					0.150582	0.0149207
					0.154169	0.0132592
					0.158702	0.0150658
					0.165777	0.0129678
					0.161977	0.0133059
					0.158617	0.0165317
					0.169171	0.0149494
					0.166425	0.0131286
					0.156061	0.0141204
					0.157178	0.0152145
					0.15464	0.0143883
					0.160856	0.0170325
					0.160842	0.0146455
					0.165945	0.013916
					0.163507	0.0150373
					0.157638	0.0152828
					0.164545	0.0146438
					0.161518	0.0147898
					0.1543	0.0144806
					0.158266	0.0128785
					0.164521	0.0116558
					0.158727	0.0155672
					0.161438	0.0143625
					0.163293	0.0133249
					0.155915	0.0164259
					0.159403	0.0139763
					0.151656	0.0150094
					0.158882	0.0143485
					0.159134	0.0135943
					0.164932	0.0146207
					0.163453	0.0152205
					0.166305	0.0166116
					0.165735	0.0129864
					0.156897	0.0121253
					0.154039	0.0134811
					0.148765	0.0147303
					0.16267	0.0145203
					0.168691	0.0129003
					0.156346	0.0129228
					0.167949	0.0157495
					0.154395	0.0150885
					0.169923	0.0129882
					0.172914	0.0122686
					0.165119	0.0152734
					0.16632	0.0152008
					0.158005	0.0155225
					0.156666	0.0155884
					0.159242	0.0133936
					0.162703	0.014262
					0.158255	0.0137492
					0.161293	0.0132433
					0.155672	0.0172025
					0.158229	0.0133739
					0.164445	0.0137468
					0.161305	0.0151857
					0.162352	0.0124325
					0.162009	0.0137758
					0.168611	0.0171465
					0.169776	0.0132316
					0.159507	0.0144975
					0.156588	0.0141267
					0.16462	0.0128638
					0.157285	0.0125032
					0.161172	0.0141768
					0.158592	0.0121152
					0.160507	0.0122341
					0.163482	0.0145579
					0.160461	0.013335
					0.153738	0.0128927
					0.163398	0.0136235
					0.169373	0.0149893
					0.155692	0.0110537
					0.161653	0.0114561
					0.163812	0.0171516
					0.163933	0.0167716
					0.161031	0.0146203
					0.159636	0.013319
					0.158459	0.0153507
					0.151472	0.0132139
					0.161233	0.0137345
					0.157696	0.0129004
					0.160403	0.0156916
					0.160222	0.014651
					0.165812	0.0154044
					0.156212	0.0131837
					0.159787	0.01406
					0.155369	0.0144354
					0.162981	0.0149933
					0.160992	0.0147943
					0.159684	0.0157173
					0.162917	0.0162368
					0.167821	0.0174995
					0.158898	0.0146957
					0.153886	0.0169281
					0.154566	0.0169806
					0.156636	0.0144189
					0.16272	0.013077
					0.153267	0.0149067
					0.165548	0.0136029
					0.160162	0.0142155
					0.168642	0.0155345
					0.158642	0.0156586
					0.162123	0.013423
					0.160777	0.0169584
					0.161409	0.0147106
					0.153825	0.0160305
					0.165362	0.0174916
					0.162811	0.0148707
					0.154183	0.0141401
					0.156421	0.0145136
					0.16281	0.0151832
					0.157598	0.013364
					0.162076	0.0124544
					0.155717	0.0133912
					0.163061	0.0145705
					0.157862	0.0111626
					0.164159	0.0139147
					0.164208	0.013784
					0.15691	0.0131558
					0.175393	0.0151509
					0.154535	0.0138514
					0.164221	0.0149772
					0.164045	0.0164876
					0.150703	0.01559
					0.158975	0.0158254
					0.162601	0.0148391
					0.159402	0.0132361
					0.15173	0.017178
					0.157099	0.0128769
					0.159678	0.0153805
					0.164616	0.0147212
					0.159101	0.0150201
					0.161595	0.0121241
					0.1545	0.011479
					0.1603	0.0131788
					0.161357	0.0152178
					0.165972	0.0140135
					0.166451	0.0140548
					0.16546	0.0143928
					0.15975	0.0154505
					0.155607	0.0151188
					0.163382	0.0135045
					0.165083	0.0158642
					0.167044	0.0121474
					0.159235	0.0138336
					0.161599	0.0116762
					0.164815	0.0155867
					0.16149	0.0131924
					0.154668	0.0132457
					0.15169	0.013066
					0.158125	0.0131656
					0.157718	0.0158433
					0.168683	0.0133087
					0.153555	0.0141776
					0.16917	0.0166036
					0.163465	0.0130302
					0.163821	0.0134039
					0.165979	0.0151049
					0.161005	0.0131914
					0.155053	0.015621
					0.148706	0.0133264
					0.168209	0.0135685
					0.156229	0.0131732
					0.161864	0.0142939
					0.156218	0.0157335
					0.162121	0.0125707
					0.162601	0.014809
					0.164983	0.0132826
					0.160301	0.0111036
					0.163832	0.0143947
					0.164311	0.0148739
					0.156924	0.0141919
					0.165848	0.0148384
					0.162633	0.0118983
					0.158834	0.0133566
					0.166698	0.011955
					0.162038	0.0151851
					0.173138	0.0140757
					0.168182	0.0143443
					0.157772	0.0121003
					0.163882	0.0141548
					0.166672	0.0152196
					0.167728	0.0129607
					0.169915	0.0144801
					0.166322	0.0144415
					0.15331	0.0167057
					0.162802	0.0119201
					0.160885	0.0158817
					0.157719	0.0137174
					0.164472	0.0147939
					0.167079	0.0140176
					0.153767	0.0155682
					0.150409	0.0155841
					0.164523	0.0145021
					0.161124	0.0136762
					0.171547	0.0143406
					0.160095	0.0130008
					0.158517	0.0121478
					0.171066	0.0122802
					0.161649	0.0149634
					0.160465	0.0145158
					0.156582	0.0146951
					0.16479	0.0144569
					0.157929	0.0150889
					0.166885	0.0155448
					0.155053	0.0149386
					0.165007	0.0144244
					0.160887	0.0174977
					0.16576	0.0141519
					0.165068	0.0147211
					0.15787	0.0150529
					0.159887	0.013261
					0.164319	0.0141763
					0.161443	0.0127528
					0.161794	0.0129999
					0.158205	0.0164718
					0.171529	0.0133265
					0.171023	0.0154055
					0.161133	0.0162955
					0.16251	0.0150184
					0.1648	0.0177174
					0.162257	0.0138964
					0.162937	0.015506
					0.157149	0.0164144
					0.167775	0.0134524
					0.149357	0.0125698
					0.16792	0.0154114
					0.169529	0.0138603
					0.160109	0.0149352
					0.16453	0.0133491
					0.157997	0.015256
					0.154344	0.0154748
					0.158054	0.0137386
					0.162629	0.0133179
					0.163204	0.0136845
					0.162603	0.0127557
					0.164109	0.0142624
					0.158282	0.0134357
					0.158418	0.0147189
					0.16064	0.0151514
					0.150114	0.0144476
					0.164108	0.0140476
					0.166875	0.0124338
					0.156962	0.01275
					0.154221	0.0135304
					0.162168	0.0164553
					0.159897	0.0134409
					0.159794	0.0152312
					0.164399	0.0144632
					0.16123	0.0134136
					0.166297	0.0165383
					0.168216	0.0145775
					0.166454	0.013931
					0.173052	0.0147689
					0.156651	0.0156291
					0.1723	0.0136127
					0.161385	0.014755
					0.159449	0.0136382
					0.15775	0.0136758
					0.162393	0.0158603
					0.152846	0.017269
					0.166172	0.0148753
					0.156084	0.0150752
					0.154475	0.0141772
					0.164342	0.0164797
					0.166528	0.014031
					0.162869	0.0145814
					0.164	0.0129253
					0.158012	0.015623
					0.15627	0.0152434
					0.161255	0.0156486
					0.161173	0.0132058
					0.170195	0.0157194
					0.152608	0.0146705
					0.156169	0.0113936
					0.17761	0.0132877
					0.156457	0.0128093
					0.164341	0.0152506
					0.164118	0.0117292
					0.161876	0.0130484
					0.163472	0.0143178
					0.165515	0.0154841
					0.160213	0.0148598
					0.152419	0.0151049
					0.172987	0.0142706
					0.156219	0.0132102
					0.153134	0.0160097
					0.161679	0.0144184
					0.15787	0.015144
					0.159943	0.0149084
					0.163821	0.0139767
					0.154693	0.0132336
					0.169915	0.012859
					0.164879	0.014361
					0.16179	0.0147357
					0.165775	0.0168479
					0.167323	0.015175
					0.160833	0.0139853
					0.160064	0.0157157
					0.150723	0.0141465
					0.171593	0.0138281
					0.152036	0.0125407
					0.154003	0.0132031
					0.162142	0.0177927
					0.158957	0.0149504
					0.167464	0.0134844
					0.15581	0.0128017
					0.162295	0.0136407
					0.165507	0.0134221
					0.163083	0.0158594
					0.166158	0.014332
					0.152296	0.0131166
					0.160188	0.0125686
					0.162096	0.0138157
					0.161529	0.0140557
					0.164973	0.012553
					0.154765	0.01301
					0.172796	0.0140459
					0.166642	0.0162918
					0.167257	0.0145839
					0.166377	0.0145973
					0.162326	0.0162663
					0.154988	0.0131447
					0.161934	0.0123029
					0.161578	0.0139252
					0.16725	0.0102439
					0.166286	0.0133987
					0.16801	0.0135618
					0.165173	0.0166022
					0.168881	0.0138706
					0.16958	0.0155473
					0.161365	0.0134579
					0.1641	0.0148868
					0.171062	0.0145056
					0.169905	0.012425
					0.161335	0.0147799
					0.162434	0.0132775
					0.166017	0.0161668
					0.160743	0.0158151
					0.165211	0.0130072
					0.166333	0.0143867
					0.158349	0.014721
					0.171936	0.0144601
					0.169526	0.0148007
					0.160932	0.0144899
					0.16083	0.0137626
					0.165103	0.0151953
					0.164236	0.0132701
					0.165783	0.0174783
					0.162574	0.0141227
					0.157245	0.0154478
					0.167837	0.0125576
					0.156655	0.0117177
					0.172296	0.0133908
					0.157013	0.0143781
					0.163104	0.0136761
					0.163977	0.0132565
					0.155282	0.0142859
					0.157488	0.0157949
					0.166691	0.0146813
					0.166036	0.0159753
					0.159254	0.0149271
					0.16057	0.0126966
					0.155789	0.013107
					0.160142	0.0173127
					0.153288	0.0151459
					0.170288	0.0158607
					0.162786	0.0129892
					0.147292	0.0154658
					0.16107	0.0130876
					0.160922	0.0163111
					0.160893	0.0145109
					0.153852	0.0147709
					0.164248	0.0145455
					0.161108	0.0151344
					0.164946	0.013493
					0.162011	0.0152626
					0.166875	0.0149763
					0.163509	0.0153741
					0.16698	0.0147091
					0.159571	0.0148741
					0.157535	0.0141934
					0.167166	0.0170897
					0.155269	0.0146167
					0.155491	0.0143575
					0.155118	0.0162198
					0.165555	0.0163025
					0.162687	0.013709
					0.162546	0.0148893
					0.15714	0.0141296
					0.162371	0.0156414
					0.162844	0.0155112
					0.154971	0.0135454
					0.16029	0.013654
					0.165337	0.0149122
					0.156963	0.0142648
					0.159773	0.0151536
					0.156053	0.0159213
					0.163418	0.0144266
					0.151594	0.0159398
					0.163302	0.0153402
					0.160625	0.0148963
					0.156798	0.0160101
					0.161443	0.0150297
					0.157336	0.0143219
					0.165465	0.0148455
					0.156002	0.0133431
					0.167541	0.0135317
					0.16358	0.0127381
					0.156107	0.0159709
					0.158001	0.0146697
					0.156066	0.0167506
					0.1601	0.0161807
					0.167537	0.0163036
					0.164658	0.0159625
					0.173787	0.0155255
					0.157685	0.0130801
					0.150749	0.0162374
					0.166565	0.0172869
					0.16259	0.014683
					0.165908	0.0133076
					0.160469	0.0117163
					0.161265	0.0131407
					0.158074	0.0131685
					0.158366	0.0137358
					0.148579	0.0159761
					0.154833	0.0153916
					0.152625	0.0126769
					0.155835	0.0119328
					0.152236	0.0139222
					0.151913	0.0133841
					0.153587	0.0135841
					0.159542	0.0144694
					0.163109	0.0143455
					0.16709	0.014162
					0.160599	0.0164331
					0.159429	0.01434
					0.159629	0.0133831
					0.165425	0.0147825
					0.159768	0.0131178
					0.161405	0.0134699
					0.170641	0.0131161
					0.167017	0.012672
					0.157006	0.0159721
					0.16374	0.0143811
					0.168746	0.0136573
					0.166919	0.0148498
					0.159847	0.0131159
					0.16427	0.016678
					0.165011	0.0120144
					0.163315	0.0121149
					0.150323	0.013336
					0.151605	0.0146448
					0.158421	0.0160037
					0.160575	0.0139147
					0.153556	0.0127969
					0.164205	0.0136967
					0.157442	0.0143739
					0.162602	0.0135923
					0.16499	0.0143205
					0.159839	0.0130417
					0.161353	0.0119066
					0.162739	0.0133746
					0.158597	0.0149348
					0.155686	0.0153982
					0.162147	0.0144441
					0.159319	0.0172334
					0.159756	0.0141281
					0.171861	0.017932
					0.156098	0.0150482
					0.158537	0.0141211
					0.160838	0.0147082
					0.163899	0.0151134
					0.171733	0.0138537
					0.155962	0.0159415
					0.158279	0.0143737
					0.166115	0.0134524
					0.166574	0.0136622
					0.16388	0.0145817
					0.162102	0.0150862
					0.165145	0.014141
					0.161152	0.0144452
					0.166474	0.0160955
					0.157463	0.0148765
					0.161213	0.0143606
					0.163673	0.0180718
					0.159244	0.0158913
					0.161594	0.0146881
					0.153084	0.0151648
					0.166557	0.0164723
					0.164149	0.014633
					0.158745	0.0135114
					0.150599	0.014374
					0.16017	0.0139615
					0.167085	0.0140416
					0.162116	0.01414
					0.157936	0.0141437
					0.162865	0.0145653
					0.158008	0.0148555
					0.151596	0.0147308
					0.166016	0.0155505
					0.17627	0.0147682
					0.153968	0.0157713
					0.161765	0.0134179
					0.167814	0.0132496
					0.165694	0.0147551
					0.157665	0.0157734
					0.171171	0.0137785
					0.162628	0.0139345
					0.153054	0.0139037
					0.154737	0.0134831
					0.147678	0.0129786
					0.161314	0.0154362
					0.156647	0.0119914
					0.160181	0.0129854
					0.160644	0.0158831
					0.163404	0.0132757
					0.157575	0.0134834
					0.159064	0.0145086
					0.160117	0.0133912
					0.158469	0.0149249
					0.172295	0.0149369
					0.152217	0.013358
					0.158576	0.0166567
					0.169805	0.0163016
					0.164366	0.01532
					0.153217	0.01605
					0.15809	0.0161764
					0.16143	0.0152065
					0.159756	0.011826
					0.16491	0.0138898
					0.166146	0.013682
					0.153655	0.0151202
					0.159097	0.0153527
					0.152623	0.0139532
					0.161718	0.0148859
					0.163559	0.0147176
					0.164341	0.0151247
					0.161533	0.0147756
					0.163997	0.0135315
					0.153892	0.0118346
					0.163491	0.0135204
					0.157479	0.0140702
					0.162252	0.01347
					0.154166	0.0166128
					0.162999	0.0146209
					0.157198	0.0154143
					0.161482	0.0145147
					0.162156	0.0154121
					0.157824	0.0143959
					0.156776	0.0152479
					0.168305	0.0158661
					0.156327	0.0149833
					0.166074	0.0163089
					0.159857	0.0168065
					0.159025	0.0132777
					0.166901	0.0139332
					0.159231	0.0149304
					0.159239	0.0133265
					0.167208	0.0150102
					0.15653	0.0148036
					0.163996	0.0141107
					0.157424	0.0141579
					0.160002	0.0159483
					0.163147	0.0157977
					0.169811	0.0143715
					0.159	0.0149764
					0.163639	0.0155248
					0.157804	0.0173389
					0.165347	0.0142966
					0.168267	0.0143279
					0.15936	0.0164948
					0.156504	0.0127387
					0.163054	0.0164766
					0.160063	0.0143861
					0.164397	0.0140613
					0.164363	0.0137347
					0.157431	0.0122801
					0.164877	0.0151492
					0.172593	0.0138471
					0.16335	0.0136843
					0.165437	0.0134899
					0.155428	0.0141762
					0.159709	0.0129053
					0.159971	0.01314
					0.157077	0.0137785
					0.159843	0.0144766
					0.162771	0.0151765
					0.154666	0.0145302
					0.159022	0.0130445
					0.156944	0.0137062
					0.162681	0.0129478
					0.162238	0.0124477
					0.151551	0.015127
					0.165997	0.0138922
					0.164617	0.0132694
					0.16249	0.0158567
					0.163897	0.0144747
					0.164959	0.0140999
					0.160937	0.0135004
					0.158318	0.0147911
					0.157224	0.0167689
					0.164487	0.0134087
					0.161935	0.0145742
					0.168663	0.0144326
					0.156989	0.0148256
					0.166941	0.0137012
					0.158111	0.013864
					0.155846	0.0140799
					0.163867	0.0125832
					0.156601	0.0145479
					0.159999	0.0137519
					0.163935	0.0147884
					0.156425	0.0129447
					0.151463	0.0152361
					0.160162	0.0145615
					0.163138	0.0166025
					0.168119	0.00997779
					0.157495	0.0146542
					0.156403	0.0153761
