sub2e	tbasej22	rp610	rp1220	rp1112	jlap1_11	cur1_11
					0.149995	0.0165079
					0.160134	0.0175382
					0.159913	0.0170922
					0.163683	0.0172273
					0.166422	0.0158422
					0.16008	0.0184614
					0.160003	0.0170669
					0.173668	0.0165213
					0.163907	0.0173039
					0.162026	0.0164549
					0.171209	0.0166067
					0.164688	0.0146946
					0.161016	0.0154899
					0.162685	0.0172865
					0.153234	0.0190826
					0.168896	0.0185083
					0.156517	0.0146659
					0.163534	0.0181332
					0.164325	0.0172793
					0.157271	0.0171453
					0.154473	0.0176293
					0.154641	0.0157126
					0.160886	0.017161
					0.167314	0.0153478
					0.164527	0.0163933
					0.159503	0.0163097
					0.166058	0.0156598
					0.167918	0.0167784
					0.157425	0.0172036
					0.155724	0.0169187
					0.158308	0.0172238
					0.159431	0.0169436
					0.152377	0.0151075
					0.153458	0.0157878
					0.173429	0.0163674
					0.163205	0.0162238
					0.167224	0.0161617
					0.163962	0.0170273
					0.154367	0.0167145
					0.163893	0.0156895
					0.164396	0.0147453
					0.171035	0.0162596
					0.165398	0.0157364
					0.157885	0.0157161
					0.166179	0.0152211
					0.161125	0.0155333
					0.160466	0.0156204
					0.167944	0.0161369
					0.165265	0.0154245
					0.162766	0.0161614
					0.159977	0.0161899
					0.168106	0.0153176
					0.173209	0.0146337
					0.156202	0.0141449
					0.165965	0.0165068
					0.155372	0.012997
					0.154276	0.0155555
					0.163448	0.0158502
					0.164952	0.0170369
					0.161744	0.016224
					0.158414	0.017273
					0.149813	0.0155633
					0.17312	0.0147923
					0.163327	0.0150874
					0.165356	0.0151759
					0.171808	0.0160311
					0.168181	0.0154669
					0.15813	0.0171921
					0.170096	0.0176558
					0.169915	0.0172888
					0.165785	0.0137844
					0.171141	0.017302
					0.163261	0.0153992
					0.15353	0.0176043
					0.153287	0.0170511
					0.166852	0.0154148
					0.15951	0.0174716
					0.163708	0.0172039
					0.163445	0.0169138
					0.171561	0.0184049
					0.16904	0.0179403
					0.171905	0.0143267
					0.158542	0.0173668
					0.167402	0.0161493
					0.161993	0.0173893
					0.148885	0.0150601
					0.166422	0.0173338
					0.154658	0.0146969
					0.157642	0.0164019
					0.168114	0.0170538
					0.15653	0.0147769
					0.159194	0.0151439
					0.153311	0.0127228
					0.157783	0.0161769
					0.168439	0.0185949
					0.1516	0.0184562
					0.158215	0.0162716
					0.166153	0.0173854
					0.155385	0.0149048
					0.161988	0.0141407
					0.168506	0.0149123
					0.158034	0.0177487
					0.158513	0.0164152
					0.165592	0.0149821
					0.158037	0.0168008
					0.162493	0.0173514
					0.157376	0.0178734
					0.164915	0.0166918
					0.158875	0.0171404
					0.166707	0.0172392
					0.164203	0.0170551
					0.161053	0.0147679
					0.154486	0.015292
					0.162996	0.0173038
					0.161888	0.0155238
					0.166257	0.0158356
					0.162204	0.0159759
					0.150428	0.0161226
					0.15464	0.0159545
					0.155629	0.0134153
					0.157449	0.0146895
					0.157678	0.016717
					0.16234	0.0163407
					0.16363	0.0154207
					0.159671	0.0144128
					0.165199	0.0156168
					0.159455	0.0169366
					0.161041	0.0143368
					0.153137	0.0170994
					0.159737	0.0153403
					0.159893	0.0181802
					0.162406	0.0170153
					0.16297	0.0179747
					0.164254	0.0183111
					0.161382	0.0169645
					0.156522	0.0161604
					0.162988	0.0157934
					0.164214	0.0161851
					0.159886	0.0166944
					0.161307	0.016104
					0.164696	0.014843
					0.160068	0.0170285
					0.151366	0.0174934
					0.159301	0.0169864
					0.16607	0.0175485
					0.158535	0.017258
					0.158051	0.0167098
					0.15434	0.0165468
					0.159314	0.0173361
					0.164851	0.0182646
					0.170217	0.0170851
					0.17295	0.0174712
					0.154942	0.0141206
					0.164179	0.0139313
					0.15495	0.0166688
					0.157876	0.0148829
					0.167795	0.0169029
					0.167714	0.0180709
					0.162101	0.0175723
					0.158926	0.0195177
					0.159352	0.0169663
					0.157316	0.0136981
					0.158154	0.0177504
					0.16384	0.0141046
					0.161311	0.0165169
					0.159027	0.0144893
					0.168098	0.0158183
					0.155805	0.0163724
					0.161346	0.0156583
					0.163172	0.0159913
					0.152562	0.0163503
					0.166241	0.0170513
					0.157762	0.0182968
					0.161578	0.0166956
					0.164942	0.0170608
					0.166088	0.0190444
					0.166028	0.0167929
					0.158541	0.0151665
					0.163629	0.0171221
					0.162853	0.0152387
					0.167148	0.0144247
					0.155497	0.0153118
					0.159001	0.0149793
					0.163246	0.01538
					0.164855	0.0147557
					0.161161	0.0162725
					0.161513	0.0140293
					0.162309	0.0154893
					0.166616	0.0159101
					0.164309	0.0158055
					0.156582	0.0156193
					0.15849	0.0170114
					0.150562	0.0164031
					0.161643	0.0174855
					0.161578	0.0173222
					0.161589	0.0173464
					0.16635	0.0170211
					0.159723	0.0168843
					0.159233	0.0167546
					0.160472	0.0150857
					0.167625	0.0170168
					0.161097	0.0151931
					0.164817	0.0170503
					0.160306	0.0165636
					0.166244	0.0171054
					0.167394	0.0164968
					0.15804	0.0166982
					0.159303	0.0168651
					0.15729	0.0169354
					0.157187	0.0176103
					0.152093	0.0144325
					0.164808	0.0157261
					0.158385	0.0160766
					0.152837	0.0164666
					0.158787	0.0147115
					0.163495	0.0152809
					0.155011	0.0161146
					0.170937	0.0168981
					0.165254	0.01707
					0.160783	0.0162342
					0.160089	0.0144928
					0.179219	0.014789
					0.161658	0.0161472
					0.15784	0.0176149
					0.1534	0.017289
					0.154245	0.0160075
					0.158205	0.0151462
					0.159512	0.0147497
					0.158698	0.015025
					0.163091	0.0167855
					0.164751	0.0148223
					0.163918	0.0151055
					0.165412	0.0159719
					0.170744	0.0165889
					0.164712	0.0138556
					0.161	0.013748
					0.162738	0.0159966
					0.16419	0.0157925
					0.164057	0.0152729
					0.152211	0.015205
					0.159664	0.0155357
					0.154495	0.0148094
					0.15293	0.0149301
					0.154782	0.0150613
					0.162961	0.0159955
					0.153788	0.0159177
					0.16833	0.0154605
					0.160167	0.0172391
					0.158957	0.016963
					0.162721	0.0140062
					0.157565	0.0155202
					0.154932	0.0165612
					0.164297	0.0158402
					0.160693	0.0157323
					0.155254	0.0168965
					0.165601	0.0153004
					0.153462	0.0173077
					0.160264	0.0172666
					0.166104	0.0169545
					0.165996	0.0168618
					0.160488	0.0163215
					0.161057	0.0163442
					0.165853	0.0155097
					0.171951	0.0161311
					0.164007	0.0180006
					0.167862	0.016839
					0.166818	0.0177584
					0.164978	0.0146769
					0.168467	0.0173941
					0.170025	0.0173456
					0.158352	0.0165722
					0.160572	0.0158789
					0.155577	0.0172267
					0.163705	0.0158674
					0.169741	0.0164477
					0.157277	0.0172455
					0.165324	0.0175355
					0.1598	0.0170337
					0.16026	0.0177184
					0.154379	0.0168878
					0.163941	0.0163528
					0.159399	0.016805
					0.163635	0.0145053
					0.152015	0.015696
					0.162934	0.01708
					0.166159	0.0166517
					0.158269	0.0183613
					0.167108	0.0157968
					0.153611	0.0168408
					0.165229	0.0153501
					0.158709	0.0160723
					0.159091	0.0153939
					0.158394	0.0161243
					0.15671	0.0169771
					0.158929	0.0141105
					0.162356	0.0182436
					0.156447	0.0172953
					0.162617	0.015525
					0.15692	0.0139723
					0.16853	0.0166785
					0.167293	0.0162919
					0.15728	0.015506
					0.162148	0.0141127
					0.161512	0.0165217
					0.161823	0.0158103
					0.155461	0.013884
					0.16315	0.0154373
					0.159192	0.0178851
					0.171437	0.0173437
					0.15566	0.0181308
					0.166843	0.0160822
					0.164001	0.0161323
					0.163844	0.0181228
					0.161818	0.0176881
					0.158026	0.0175195
					0.154524	0.0164612
					0.165698	0.014089
					0.15275	0.017453
					0.165854	0.0154762
					0.163078	0.0166289
					0.163954	0.0162204
					0.162748	0.0178966
					0.149976	0.0160215
					0.168336	0.0178203
					0.170376	0.0179454
					0.16173	0.018101
					0.155353	0.0161551
					0.161915	0.0146507
					0.162606	0.0152419
					0.166135	0.0177454
					0.17034	0.0148419
					0.168186	0.0146343
					0.164003	0.0198329
					0.162375	0.0132565
					0.156776	0.0146808
					0.160598	0.0184564
					0.160553	0.0145648
					0.164687	0.0174961
					0.155319	0.0137943
					0.168224	0.0184576
					0.156134	0.0151808
					0.159979	0.0141046
					0.159207	0.0147271
					0.159477	0.0185706
					0.156813	0.0147827
					0.15663	0.0165475
					0.154954	0.0172218
					0.168583	0.0182201
					0.164593	0.0155782
					0.151603	0.0159273
					0.154359	0.0164972
					0.162732	0.0155253
					0.158078	0.0164971
					0.15895	0.0172214
					0.161729	0.0183555
					0.165997	0.016059
					0.165059	0.0178144
					0.155536	0.0183421
					0.161269	0.0180386
					0.169283	0.0153563
					0.15611	0.017973
					0.154536	0.0183144
					0.158941	0.0139337
					0.154202	0.0134505
					0.156759	0.013965
					0.168962	0.0149536
					0.158178	0.016391
					0.157931	0.0160232
					0.152348	0.0152981
					0.160914	0.0189301
					0.160844	0.0152255
					0.161229	0.0177795
					0.163773	0.0168796
					0.166343	0.0154666
					0.164422	0.0181679
					0.154843	0.0182562
					0.151683	0.0143476
					0.161072	0.01394
					0.161624	0.0141544
					0.158158	0.0176297
					0.155011	0.0154499
					0.156534	0.0155918
					0.158827	0.0151985
					0.158485	0.0168177
					0.155859	0.016164
					0.155399	0.0163246
					0.159879	0.0159989
					0.156205	0.0169138
					0.160883	0.016739
					0.16203	0.0157386
					0.166034	0.016891
					0.158076	0.0158065
					0.162006	0.0155188
					0.163463	0.0169409
					0.156429	0.01462
					0.16333	0.0184333
					0.164707	0.0155243
					0.162631	0.0144611
					0.173964	0.0183237
					0.158661	0.0153202
					0.153651	0.0146648
					0.164292	0.0149972
					0.167135	0.0166191
					0.159195	0.0155805
					0.156495	0.0177823
					0.155846	0.0173959
					0.145561	0.0177851
					0.159129	0.0161226
					0.167711	0.0183274
					0.165594	0.0178503
					0.153519	0.0158449
					0.153306	0.0145911
					0.164776	0.0170248
					0.159283	0.0178736
					0.157154	0.0159403
					0.151654	0.0155312
					0.157171	0.0165521
					0.155836	0.0173747
					0.168712	0.0132879
					0.166821	0.0153964
					0.158843	0.0196077
					0.169297	0.0164342
					0.168828	0.0174602
					0.159352	0.0181507
					0.158994	0.0182496
					0.154261	0.0169872
					0.160134	0.0174372
					0.154045	0.0181312
					0.164271	0.0173401
					0.163801	0.0137655
					0.165063	0.0169324
					0.164286	0.0170576
					0.161558	0.014023
					0.163229	0.0158154
					0.168057	0.0162582
					0.157983	0.0164344
					0.155546	0.0145247
					0.165318	0.0153446
					0.168282	0.0185577
					0.162047	0.0164098
					0.165224	0.0157123
					0.163876	0.0164989
					0.162492	0.0157392
					0.164382	0.0160256
					0.162287	0.0168805
					0.16183	0.0172834
					0.1584	0.0172669
					0.156339	0.0146552
					0.162146	0.0158003
					0.156169	0.0158488
					0.160645	0.0169361
					0.159114	0.014859
					0.151347	0.0155043
					0.164827	0.0165554
					0.16258	0.0125447
					0.158401	0.0152577
					0.164211	0.0156889
					0.153938	0.0180899
					0.165079	0.0168605
					0.162947	0.017234
					0.166401	0.0146161
					0.164589	0.016684
					0.164451	0.0182909
					0.159436	0.0172243
					0.160889	0.0177873
					0.15169	0.0157434
					0.165131	0.0167196
					0.164088	0.0146752
					0.1747	0.0150048
					0.164304	0.0174557
					0.159734	0.0157818
					0.158818	0.0177431
					0.153191	0.0169297
					0.158836	0.016645
					0.16327	0.0180406
					0.161233	0.017315
					0.16135	0.018429
					0.162775	0.0154207
					0.159861	0.0156577
					0.159821	0.0135187
					0.160343	0.0167262
					0.16447	0.0171971
					0.153745	0.0164347
					0.167855	0.0147338
					0.153755	0.0169239
					0.160115	0.0152708
					0.166323	0.0160875
					0.150192	0.017565
					0.159779	0.0148087
					0.158279	0.0177376
					0.156753	0.0177919
					0.162002	0.0158608
					0.156719	0.0147408
					0.158648	0.0148422
					0.160486	0.0168936
					0.158361	0.0156969
					0.155841	0.0152429
					0.159092	0.0163794
					0.1707	0.0146998
					0.163523	0.0164081
					0.166163	0.0155481
					0.172415	0.0163447
					0.161812	0.0175165
					0.165831	0.017145
					0.16831	0.0152487
					0.162292	0.0169168
					0.1653	0.0165
					0.157211	0.0154094
					0.167417	0.0144492
					0.157024	0.0155606
					0.164799	0.0159303
					0.161427	0.0178163
					0.163817	0.0152258
					0.155215	0.0149117
					0.173448	0.0152431
					0.166346	0.0153411
					0.163388	0.0132495
					0.173343	0.0137481
					0.156155	0.0176061
					0.163688	0.0154305
					0.164069	0.0173217
					0.160677	0.0158698
					0.168715	0.0155097
					0.160877	0.0174347
					0.152407	0.0169126
					0.160322	0.0187049
					0.171472	0.0179138
					0.17388	0.0157214
					0.160055	0.0150741
					0.157704	0.0164487
					0.163452	0.0166306
					0.148817	0.0149992
					0.162929	0.0172183
					0.166923	0.0176526
					0.160268	0.0152733
					0.163254	0.0181118
					0.162247	0.0162314
					0.1634	0.0171988
					0.154619	0.0179173
					0.16219	0.0149823
					0.163917	0.0185099
					0.164675	0.0165376
					0.165627	0.0173877
					0.167119	0.0168283
					0.157033	0.0157264
					0.16584	0.0148321
					0.163951	0.0147751
					0.165037	0.0165327
					0.166056	0.0178067
					0.162651	0.0166898
					0.168412	0.0157892
					0.168178	0.0167715
					0.166633	0.0170347
					0.150254	0.0170905
					0.151985	0.0161533
					0.153383	0.0179999
					0.154821	0.014831
					0.159077	0.0177662
					0.161443	0.0182569
					0.163753	0.0174744
					0.165009	0.0140007
					0.161932	0.0194954
					0.170123	0.016686
					0.156699	0.0162337
					0.165212	0.0165256
					0.159875	0.0162744
					0.157324	0.0140232
					0.16191	0.0167483
					0.152797	0.01595
					0.161326	0.0171346
					0.165482	0.0199943
					0.171478	0.0184237
					0.171389	0.016566
					0.165411	0.0190454
					0.160766	0.0169923
					0.163112	0.0169385
					0.159509	0.0180061
					0.158232	0.0182097
					0.162214	0.016477
					0.160436	0.0169495
					0.158263	0.0140958
					0.15902	0.0157089
					0.165896	0.0154479
					0.162771	0.0151806
					0.159852	0.0152413
					0.154995	0.0147568
					0.16389	0.0168944
					0.157112	0.0172768
					0.163979	0.0171408
					0.152342	0.0152449
					0.156229	0.0187533
					0.164209	0.0160136
					0.154717	0.0164274
					0.158045	0.0168615
					0.162333	0.0173322
					0.151978	0.0172957
					0.161578	0.0160138
					0.170327	0.0154574
					0.165092	0.0161778
					0.155175	0.0167373
					0.162764	0.0173189
					0.151519	0.0153604
					0.166686	0.0151025
					0.165661	0.0156219
					0.166273	0.0181867
					0.161297	0.0152036
					0.163879	0.0149598
					0.166246	0.0185099
					0.156753	0.01611
					0.164624	0.0161546
					0.160558	0.0176982
					0.160539	0.0138054
					0.159885	0.0162167
					0.159616	0.0147957
					0.162688	0.0161557
					0.162791	0.0139344
					0.164701	0.0148529
					0.159448	0.0145756
					0.158815	0.0160733
					0.162177	0.0158218
					0.150749	0.0169827
					0.162825	0.0168465
					0.154269	0.016275
					0.164456	0.0180025
					0.158327	0.0156263
					0.157978	0.0172369
					0.156855	0.0169389
					0.165658	0.0151985
					0.154978	0.0155067
					0.169939	0.0173978
					0.158313	0.0175846
					0.153471	0.0143396
					0.156118	0.0170467
					0.16727	0.0169997
					0.160953	0.0154742
					0.160291	0.0159253
					0.161024	0.015958
					0.154374	0.0172012
					0.163588	0.0156903
					0.160374	0.0159602
					0.158745	0.0149732
					0.149361	0.015277
					0.16508	0.0174742
					0.158138	0.0152915
					0.15899	0.0165436
					0.163034	0.0152797
					0.162317	0.0171518
					0.160509	0.0138235
					0.158627	0.0170873
					0.159631	0.0139344
					0.170087	0.0160065
					0.170779	0.01613
					0.163013	0.0150841
					0.163614	0.0142829
					0.166034	0.0168671
					0.168173	0.0177206
					0.174263	0.0185541
					0.164324	0.0146927
					0.156986	0.0177522
					0.151324	0.0162652
					0.162458	0.0186045
					0.162942	0.0153754
					0.16405	0.0136722
					0.151846	0.016172
					0.163239	0.012973
					0.154307	0.0144245
					0.159659	0.0165515
					0.152673	0.0134029
					0.159432	0.0168905
					0.161642	0.0187228
					0.165197	0.015633
					0.150252	0.016322
					0.163346	0.0151489
					0.163479	0.0170255
					0.164722	0.0155217
					0.161668	0.0173333
					0.167404	0.0167741
					0.158326	0.0169349
					0.155722	0.0158031
					0.163975	0.0143509
					0.159925	0.0175888
					0.169601	0.0163009
					0.162028	0.0168238
					0.167285	0.0141375
					0.159416	0.0148617
					0.166291	0.0164035
					0.161229	0.0143459
					0.162416	0.0146247
					0.160041	0.0173824
					0.14902	0.0161672
					0.161042	0.0166237
					0.152829	0.0154152
					0.160796	0.0161482
					0.156662	0.0159583
					0.157048	0.0164009
					0.166227	0.0155009
					0.158701	0.0156559
					0.161315	0.0141293
					0.160654	0.0156594
					0.158897	0.0140331
					0.159969	0.0165072
					0.153803	0.015995
					0.156823	0.0165963
					0.159177	0.016112
					0.154431	0.0146355
					0.17159	0.0171061
					0.173529	0.0172382
					0.15883	0.0133717
					0.160863	0.0139751
					0.153932	0.014953
					0.161548	0.0169113
					0.156062	0.0159587
					0.159621	0.0171846
					0.155874	0.0149362
					0.159503	0.0153766
					0.155068	0.0174835
					0.165974	0.0155634
					0.167088	0.0168541
					0.16682	0.0143176
					0.167416	0.0166101
					0.161142	0.0162515
					0.168359	0.0173144
					0.16684	0.0196351
					0.171022	0.0171736
					0.162313	0.0181161
					0.161937	0.0163284
					0.1586	0.0184357
					0.171511	0.016947
					0.155357	0.016196
					0.16326	0.0161851
					0.160354	0.0166014
					0.158754	0.0162834
					0.165707	0.0170152
					0.148942	0.0170821
					0.16068	0.0149109
					0.160532	0.017743
					0.163363	0.016564
					0.170716	0.016067
					0.159319	0.0174275
					0.16316	0.0149779
					0.155968	0.0160718
					0.165551	0.0176965
					0.156045	0.0149758
					0.157153	0.0168673
					0.152691	0.0173615
					0.164719	0.0163075
					0.167314	0.0145805
					0.165481	0.0167856
					0.162493	0.0138385
					0.156581	0.016379
					0.157911	0.0174383
					0.16727	0.0164303
					0.156746	0.0159104
					0.165068	0.0168206
					0.167199	0.0162346
					0.160536	0.0165177
					0.17317	0.0163131
					0.155994	0.0161852
					0.162078	0.0154614
					0.166696	0.0139625
					0.160384	0.0178412
					0.165427	0.0145911
					0.159281	0.0124987
					0.159586	0.0157018
					0.169	0.0174967
					0.166156	0.0167704
					0.170219	0.0159501
					0.166916	0.015668
					0.162516	0.0183266
					0.156041	0.0160254
					0.162488	0.0162224
					0.164765	0.0184648
					0.162584	0.0158109
					0.160251	0.0177659
					0.161842	0.0162193
					0.161764	0.0151057
					0.154625	0.0170299
					0.155765	0.0194469
					0.159223	0.0167147
					0.154354	0.0155385
					0.156545	0.014953
					0.167795	0.0122512
					0.156972	0.0161111
					0.163999	0.0181594
					0.169141	0.0161923
					0.159926	0.0159655
					0.171843	0.0158355
					0.159667	0.0174358
					0.155694	0.0150334
					0.178153	0.014881
					0.157382	0.0169913
					0.167569	0.0152592
					0.154378	0.0147718
					0.17056	0.016441
					0.165192	0.0173037
					0.159065	0.0196741
					0.165985	0.0168524
					0.163308	0.0163569
					0.166691	0.0147822
					0.161642	0.0165825
					0.156767	0.0138122
					0.159258	0.013381
					0.154089	0.0158704
					0.15864	0.0162063
					0.165748	0.014055
					0.158902	0.0179232
					0.15794	0.0160041
					0.157332	0.0163739
					0.160441	0.014526
					0.158964	0.0161984
					0.164941	0.0174055
					0.163461	0.0155741
					0.155832	0.0156988
					0.160844	0.0157293
					0.157291	0.016119
					0.154439	0.0189145
					0.168388	0.0158191
					0.156535	0.014743
					0.155816	0.0149856
					0.16952	0.0151579
					0.152268	0.0181659
					0.163966	0.0176963
					0.161874	0.0152768
					0.149326	0.0148203
					0.164045	0.0157573
					0.164668	0.0160362
					0.166608	0.0160162
					0.152524	0.0170357
					0.162073	0.0148815
					0.155561	0.0150168
					0.151858	0.015268
					0.161831	0.0181001
					0.167486	0.0181593
					0.152301	0.0162565
					0.173107	0.0152766
					0.161022	0.0143268
					0.155899	0.0161064
					0.170552	0.0168396
					0.155675	0.0174323
					0.160321	0.0166223
					0.1577	0.015892
					0.158331	0.015663
					0.159352	0.0179626
					0.156647	0.0156919
					0.158362	0.0156336
					0.160647	0.0161145
					0.157197	0.0171586
					0.162897	0.0172162
					0.156816	0.0164556
					0.163394	0.0165749
					0.154826	0.017738
					0.157079	0.0162903
					0.164969	0.0161094
					0.166483	0.0171281
					0.173485	0.0171024
					0.167083	0.0160222
					0.161041	0.0161483
					0.161051	0.0176507
					0.170328	0.0151787
					0.165876	0.015865
					0.161318	0.0141548
					0.156574	0.0153378
					0.158468	0.016538
					0.166537	0.0145458
					0.152961	0.0180543
					0.164887	0.0165405
					0.161536	0.0151296
					0.162182	0.0157995
					0.159189	0.0159605
					0.160896	0.0166484
					0.157695	0.0172961
					0.157672	0.0173429
					0.155012	0.0137955
					0.163838	0.0172931
					0.16725	0.0165263
					0.16647	0.0163559
					0.165739	0.0161758
					0.163842	0.0154109
					0.15566	0.0177805
					0.162179	0.0142897
					0.166141	0.0158342
					0.149936	0.0169683
					0.16327	0.0171514
					0.162014	0.0150692
					0.154272	0.0165775
					0.162137	0.0153548
					0.157103	0.0164775
					0.161216	0.0186193
					0.163078	0.0145704
					0.156426	0.0165487
					0.156339	0.0177215
					0.1676	0.0158176
					0.164241	0.0184357
					0.163061	0.0138844
					0.154185	0.0146753
					0.163046	0.0165172
					0.167923	0.0149191
					0.165457	0.0155719
					0.155086	0.015655
					0.157487	0.0189401
					0.163887	0.0180149
					0.166347	0.0158929
					0.1579	0.0168512
					0.165035	0.0157848
					0.169216	0.0169049
					0.156719	0.0155997
					0.165273	0.0171052
					0.155817	0.0160949
					0.163259	0.0173578
					0.158931	0.0154251
					0.155373	0.0164802
					0.158591	0.0157889
					0.160123	0.015128
					0.168023	0.0155553
					0.164364	0.0163288
					0.165743	0.0152112
					0.160092	0.0171572
					0.163778	0.0156133
					0.160769	0.0168584
					0.163443	0.0190124
					0.164792	0.0167748
					0.159713	0.0155935
					0.164917	0.0159749
					0.166327	0.0136488
					0.166489	0.016228
					0.153988	0.0177151
					0.155041	0.0176783
					0.161944	0.0168167
					0.1629	0.0157141
					0.160289	0.0156739
					0.163144	0.0155606
					0.172331	0.0152086
					0.152114	0.0159002
					0.159521	0.0160576
					0.165899	0.0169611
					0.166234	0.017999
					0.163736	0.015764
					0.164085	0.0171112
					0.156204	0.0168218
					0.158969	0.0180475
					0.160134	0.01792
					0.163661	0.0157549
					0.163182	0.0162004
					0.153686	0.0133221
					0.156942	0.0157078
					0.155248	0.0156767
					0.164405	0.0164729
					0.155971	0.0152706
					0.148925	0.0162792
					0.154281	0.0158724
					0.163721	0.0139396
					0.165495	0.0154949
					0.162157	0.0176328
					0.154866	0.01667
					0.167279	0.01364
					0.159886	0.0174784
					0.161584	0.0139133
					0.156091	0.016665
					0.151124	0.0145493
					0.159762	0.0147113
					0.162415	0.0177663
					0.162232	0.0157497
					0.164655	0.0161094
					0.158947	0.0154181
					0.16915	0.0161685
					0.167899	0.0154285
					0.165516	0.0164762
					0.162224	0.0152644
					0.161805	0.0178442
					0.1622	0.0168191
					0.157588	0.0168151
					0.166955	0.0167699
					0.150811	0.0160464
					0.172457	0.014864
					0.160287	0.0159603
					0.170758	0.0144943
					0.172315	0.015315
					0.167994	0.0161881
					0.160499	0.0159491
					0.156999	0.0161721
					0.161257	0.0171584
					0.157778	0.0191558
					0.160054	0.0168777
					0.160836	0.0156977
					0.167391	0.0162513
					0.156969	0.0161333
					0.165518	0.0175319
					0.155272	0.0154569
					0.156708	0.0167198
					0.167993	0.0165574
					0.163091	0.0150931
					0.16722	0.0172253
					0.162578	0.015847
					0.161185	0.0155374
					0.167108	0.0161932
					0.164395	0.0158486
					0.162957	0.0156588
					0.168349	0.0154912
					0.161074	0.0164775
					0.163892	0.0155059
					0.157787	0.0170699
					0.15291	0.0159219
					0.162583	0.0161647
					0.159583	0.0169279
					0.155196	0.016954
					0.169726	0.0161788
					0.168498	0.0152304
					0.161042	0.0150688
					0.166883	0.0172109
					0.156736	0.0146802
					0.160995	0.0139313
					0.164567	0.0153163
					0.161173	0.0141944
					0.165143	0.0170602
					0.161158	0.0171337
					0.162792	0.016666
					0.162681	0.018654
					0.164837	0.0184209
					0.159491	0.015998
					0.158462	0.017837
					0.154579	0.017416
					0.156128	0.0171893
					0.148192	0.0182872
					0.167447	0.0187144
					0.162978	0.0141137
					0.173637	0.0161036
					0.167971	0.0146939
					0.155636	0.0172524
					0.151375	0.0138545
					0.15434	0.0158979
					0.155306	0.0170962
					0.156717	0.0158753
					0.153028	0.0164286
					0.155663	0.014917
					0.164015	0.0167899
					0.17235	0.0154842
					0.150632	0.0191792
					0.162857	0.0161049
					0.160238	0.0174323
					0.165288	0.0166052
					0.158164	0.01676
					0.161084	0.0165787
					0.165499	0.0165365
					0.162665	0.0155672
					0.168352	0.0165467
					0.16066	0.0146272
					0.162777	0.0155337
					0.152958	0.0165553
					0.16888	0.0152573
					0.16485	0.0182135
					0.166505	0.017094
					0.161576	0.0189661
					0.160109	0.0158637
					0.164382	0.0152252
					0.163683	0.0158565
					0.161286	0.0175708
					0.1712	0.016598
					0.152907	0.0164237
					0.164327	0.0151666
					0.167356	0.0155858
					0.171472	0.0134846
					0.163387	0.0128661
					0.155789	0.0157284
					0.160286	0.0153207
					0.17016	0.0164902
					0.16949	0.0182658
					0.161418	0.0153186
					0.168247	0.0174661
					0.162431	0.0153738
					0.162434	0.0183365
					0.165259	0.0172419
					0.162855	0.0157489
					0.156455	0.0133998
					0.166122	0.0130771
					0.160947	0.014665
					0.160155	0.0186222
					0.1595	0.0174486
					0.157354	0.0152466
					0.166151	0.0129147
					0.154028	0.0161732
					0.153966	0.0172902
					0.160285	0.015936
					0.1635	0.0149514
					0.165791	0.0162456
					0.165338	0.0163779
					0.166394	0.0170943
					0.16476	0.0179023
					0.155309	0.0155095
					0.164884	0.0168863
					0.159734	0.0180345
					0.158611	0.0159595
					0.164264	0.0133671
					0.165309	0.014644
					0.155055	0.0139913
					0.155543	0.0139303
					0.161636	0.0141421
					0.162912	0.0147516
					0.155677	0.0156062
					0.162076	0.0155397
					0.163319	0.0145348
					0.163108	0.0159288
					0.163949	0.0163436
					0.161425	0.016036
					0.159654	0.0146236
					0.157113	0.0161482
					0.16386	0.0152141
					0.1597	0.0136181
					0.165586	0.015276
					0.164423	0.0150463
					0.154568	0.0150349
					0.169987	0.0173311
					0.159237	0.0143785
					0.162311	0.0188267
					0.165616	0.0156014
					0.160206	0.0127531
					0.162948	0.0159798
					0.161716	0.0179061
					0.165514	0.0186896
					0.165285	0.0171597
					0.158409	0.017046
					0.162358	0.016701
					0.156901	0.0170697
					0.166154	0.0178817
					0.164261	0.0161883
					0.16716	0.0169387
					0.171941	0.01705
					0.152282	0.0176411
					0.166111	0.0159345
					0.169112	0.0156968
					0.164075	0.0148848
					0.159782	0.0174159
					0.170622	0.0188865
					0.165309	0.0179363
					0.16662	0.0149399
					0.155409	0.0171365
					0.16305	0.0171807
					0.164772	0.0184524
					0.163324	0.0174996
					0.163759	0.0152491
					0.165691	0.0163184
					0.16257	0.0150774
					0.167303	0.0180745
					0.162444	0.0174404
					0.170449	0.0179931
					0.159419	0.0163762
					0.166399	0.0166416
					0.155401	0.0164626
					0.169457	0.0165741
					0.162922	0.0172728
					0.162976	0.0171136
					0.147685	0.0182448
					0.160874	0.0163513
					0.157695	0.0171066
					0.163921	0.0174164
					0.154778	0.0173184
					0.162337	0.0170893
					0.155427	0.0197716
					0.159047	0.0176225
					0.150965	0.0141042
					0.158401	0.0184044
					0.157768	0.0158518
					0.164926	0.016965
					0.166919	0.0166889
					0.166493	0.0167797
					0.152265	0.0159395
					0.162008	0.0172742
					0.157369	0.0201524
					0.157002	0.0185576
					0.162796	0.0169918
					0.156912	0.014234
					0.155656	0.0167863
					0.161134	0.0165735
					0.158165	0.0146359
