sub11	rp811	rp1316	lap1_11	cur1_11	lap1_12	cur1_12
			0.111822	0.0125451	0.0875697	0.0148278
			0.111825	0.0116419	0.0875683	0.0176173
			0.111829	0.0170853	0.0875673	0.0165787
			0.111833	0.0150271	0.0875641	0.0148723
			0.111836	0.0116463	0.0875622	0.0149863
			0.111841	0.0159067	0.0875599	0.0157965
			0.111849	0.0137795	0.0875579	0.0166303
			0.111856	0.014118	0.0875571	0.0184161
			0.111863	0.0121149	0.0875561	0.0168285
			0.111869	0.0119614	0.0875546	0.0163109
			0.111878	0.0144852	0.0875522	0.0156473
			0.111886	0.0135442	0.0875515	0.0152456
			0.111895	0.0122183	0.0875506	0.0166201
			0.111904	0.0140308	0.0875505	0.0146618
			0.111915	0.0126136	0.0875513	0.0168454
			0.111926	0.0157401	0.0875513	0.0134444
			0.111936	0.0118944	0.0875517	0.0172741
			0.111948	0.0135113	0.0875524	0.0170355
			0.11196	0.0132976	0.0875525	0.0176805
			0.111972	0.01445	0.0875528	0.0174745
			0.111985	0.0147807	0.0875532	0.0166026
			0.111996	0.0130994	0.0875536	0.0181189
			0.112007	0.0118695	0.0875534	0.0151586
			0.112017	0.0155775	0.0875552	0.016012
			0.112026	0.0144516	0.0875555	0.0163908
			0.112037	0.011782	0.087556	0.0147196
			0.112047	0.0121824	0.0875566	0.016776
			0.112055	0.0119673	0.0875564	0.0157943
			0.112062	0.0120302	0.0875561	0.0155846
			0.11207	0.00952335	0.0875548	0.0138344
			0.112078	0.0133256	0.0875534	0.0141432
			0.112085	0.0139334	0.0875514	0.0151743
			0.112092	0.0130548	0.0875498	0.0167246
			0.112099	0.0141781	0.0875494	0.0142043
			0.112108	0.0137659	0.0875491	0.0179513
			0.112116	0.0130231	0.0875505	0.0173738
			0.112125	0.0139861	0.0875512	0.0156902
			0.112133	0.0151631	0.0875508	0.0154949
			0.112142	0.0159006	0.0875484	0.0159783
			0.11215	0.0132905	0.0875477	0.0148974
			0.112158	0.0133245	0.087547	0.0140658
			0.112164	0.0117764	0.087547	0.015345
			0.112169	0.0140204	0.0875462	0.0157919
			0.112174	0.0111283	0.0875444	0.0143274
			0.112182	0.0121008	0.0875409	0.0163844
			0.112189	0.0141903	0.0875387	0.0158945
			0.112196	0.0143151	0.0875376	0.0159302
			0.112202	0.0124364	0.0875354	0.0148947
			0.112209	0.0148929	0.0875343	0.0171546
			0.112218	0.015314	0.087533	0.0170262
			0.112229	0.0124658	0.0875319	0.0166588
			0.112239	0.013755	0.0875331	0.0135423
			0.11225	0.0112858	0.0875347	0.0159706
			0.112261	0.0131145	0.087536	0.0157237
			0.112272	0.0135885	0.0875373	0.0165143
			0.112282	0.0147278	0.0875397	0.0146906
			0.11229	0.0147099	0.0875423	0.0159889
			0.1123	0.0157366	0.0875457	0.0153193
			0.112308	0.0135845	0.0875499	0.0141459
			0.112316	0.0147048	0.0875542	0.0157626
			0.112325	0.0124559	0.0875568	0.0152778
			0.112333	0.0137391	0.0875608	0.0148983
			0.112342	0.0131697	0.0875646	0.0166939
			0.112349	0.0154073	0.0875677	0.0143817
			0.112357	0.0153811	0.0875698	0.0170592
			0.112363	0.0136523	0.0875735	0.0137908
			0.112369	0.0144544	0.0875752	0.0136585
			0.112375	0.0127751	0.0875756	0.0134999
			0.112382	0.0140182	0.0875766	0.0163205
			0.112389	0.0140195	0.0875776	0.014594
			0.112393	0.0140938	0.0875793	0.0131832
			0.112397	0.0149587	0.0875815	0.0159289
			0.112403	0.0158603	0.0875833	0.0157904
			0.112409	0.0115491	0.0875856	0.0175471
			0.112414	0.0153552	0.0875885	0.0166936
			0.112417	0.0156155	0.0875893	0.0154809
			0.112421	0.0136266	0.0875886	0.0117676
			0.112426	0.0147254	0.0875889	0.0158594
			0.112431	0.0137138	0.0875885	0.0139312
			0.112436	0.0142942	0.0875869	0.0139529
			0.11244	0.0141414	0.0875853	0.0141819
			0.112445	0.013982	0.0875838	0.0145192
			0.112451	0.0153009	0.0875818	0.0125956
			0.112456	0.0154773	0.0875791	0.0142934
			0.112462	0.0156209	0.0875756	0.016568
			0.112468	0.0139863	0.087572	0.0159789
			0.112473	0.0153041	0.0875681	0.0144142
			0.112479	0.0147781	0.0875643	0.0165982
			0.112487	0.01332	0.0875586	0.0139102
			0.112495	0.0142758	0.087552	0.0146127
			0.112501	0.0148555	0.0875463	0.0147262
			0.112505	0.0129052	0.0875404	0.0154618
			0.112509	0.0122499	0.0875352	0.0145218
			0.112514	0.0122756	0.0875294	0.0169097
			0.112519	0.0135009	0.0875258	0.0149701
			0.112525	0.0124107	0.087521	0.0146476
			0.11253	0.0147544	0.0875163	0.0160303
			0.112535	0.0143718	0.0875121	0.014904
			0.11254	0.0141165	0.0875091	0.0143174
			0.112544	0.0144618	0.0875064	0.0144582
			0.112546	0.0144496	0.087505	0.0167124
			0.112548	0.0123887	0.0875038	0.0142405
			0.112552	0.015526	0.0875023	0.0150452
			0.112553	0.0128707	0.0875004	0.0153047
			0.112555	0.0130325	0.0874997	0.0163013
			0.112559	0.0132075	0.087499	0.0157241
			0.11256	0.0140758	0.0874986	0.0157004
			0.112561	0.0122958	0.0874983	0.0172377
			0.112561	0.0142519	0.0874962	0.0171589
			0.112562	0.0147093	0.0874948	0.0170011
			0.112564	0.0134803	0.0874926	0.0167925
			0.112563	0.0153993	0.0874921	0.0159491
			0.112562	0.0134118	0.0874906	0.0139342
			0.112561	0.0135782	0.0874887	0.0170987
			0.112561	0.0133977	0.0874862	0.0162043
			0.11256	0.0156041	0.0874828	0.0188048
			0.112558	0.0141013	0.08748	0.0164476
			0.112557	0.015348	0.0874766	0.0134644
			0.112552	0.0153002	0.0874731	0.0169091
			0.112548	0.014655	0.0874716	0.0161948
			0.112544	0.0115468	0.0874709	0.0158816
			0.11254	0.0135609	0.0874703	0.0166277
			0.112538	0.01223	0.0874697	0.0164031
			0.112537	0.0152585	0.0874692	0.0157158
			0.112536	0.0128626	0.0874683	0.0162816
			0.112535	0.0156902	0.0874686	0.0169549
			0.112534	0.0144747	0.0874699	0.0154976
			0.112532	0.00932829	0.087471	0.0150589
			0.112532	0.0135795	0.0874714	0.015406
			0.112532	0.0136205	0.0874713	0.0153047
			0.112529	0.0133825	0.0874727	0.0164756
			0.112525	0.0130953	0.0874742	0.0128198
			0.112522	0.0117404	0.0874751	0.0131243
			0.112519	0.0148199	0.0874748	0.0169282
			0.112517	0.0141772	0.0874722	0.015798
			0.112513	0.0136201	0.0874697	0.0156452
			0.112509	0.0132812	0.0874674	0.0175274
			0.112506	0.0161029	0.0874659	0.0163778
			0.112503	0.01366	0.0874659	0.0159294
			0.1125	0.013802	0.0874681	0.0184933
			0.112498	0.0131614	0.0874694	0.0156602
			0.112495	0.0142691	0.0874711	0.0163456
			0.112493	0.0137631	0.087472	0.0159389
			0.112491	0.0126215	0.0874743	0.0153112
			0.11249	0.014141	0.0874778	0.013229
			0.112486	0.0134252	0.0874825	0.0158703
			0.112483	0.0109034	0.087486	0.0152719
			0.11248	0.0152047	0.087489	0.0148917
			0.112479	0.0112029	0.087491	0.0166315
			0.112476	0.0132491	0.0874903	0.0132369
			0.11247	0.0140826	0.0874893	0.0164557
			0.112464	0.0123769	0.0874875	0.0182963
			0.112458	0.0152249	0.0874844	0.0143634
			0.112451	0.0142901	0.087481	0.0161792
			0.112444	0.0164438	0.0874777	0.0156157
			0.112437	0.0149839	0.0874736	0.0170479
			0.112432	0.014376	0.0874698	0.0141618
			0.112426	0.0139298	0.0874661	0.0153519
			0.112422	0.0150298	0.087462	0.0158255
			0.11242	0.014396	0.0874572	0.0163908
			0.112419	0.0131297	0.0874511	0.0155181
			0.112417	0.0137666	0.0874452	0.0131024
			0.112415	0.0145214	0.0874376	0.0153878
			0.112413	0.0125269	0.0874302	0.0148694
			0.112412	0.0134444	0.0874251	0.0139159
			0.112409	0.0130885	0.0874203	0.0153202
			0.112407	0.0129357	0.0874136	0.0158738
			0.112404	0.0124036	0.0874077	0.0151545
			0.112403	0.0120425	0.0874023	0.0172701
			0.112401	0.0133472	0.0873959	0.013636
			0.112398	0.014913	0.0873901	0.0157559
			0.112396	0.0164464	0.0873833	0.0169261
			0.112395	0.0160466	0.0873771	0.0161058
			0.112393	0.0153337	0.0873707	0.0155499
			0.112392	0.0142463	0.0873641	0.0130657
			0.112391	0.0131495	0.0873573	0.0162881
			0.112392	0.0130993	0.0873517	0.0164899
			0.112392	0.0143173	0.0873473	0.0138184
			0.112391	0.0135861	0.0873424	0.0152226
			0.112391	0.0130689	0.0873375	0.0154847
			0.112389	0.0137881	0.0873335	0.016228
			0.112388	0.0156483	0.0873306	0.0135318
			0.112386	0.0139985	0.087328	0.013268
			0.112383	0.0119524	0.0873255	0.0157325
			0.112382	0.0156273	0.0873245	0.0163248
			0.11238	0.0164514	0.0873244	0.016026
			0.112377	0.0154642	0.087324	0.0180764
			0.112373	0.013535	0.0873237	0.0137476
			0.112369	0.0151112	0.0873226	0.0142969
			0.112363	0.0154596	0.0873235	0.0161922
			0.112358	0.0136171	0.0873245	0.0155639
			0.112353	0.0153132	0.0873257	0.0172788
			0.11235	0.0144626	0.0873276	0.0148936
			0.112349	0.0127114	0.0873293	0.014308
			0.112345	0.0141101	0.0873326	0.0154076
			0.112342	0.0127899	0.0873345	0.0139269
			0.112339	0.0142746	0.0873376	0.0122342
			0.112337	0.0140521	0.0873402	0.0135717
			0.112335	0.0140611	0.0873408	0.015741
			0.112333	0.0124319	0.0873398	0.0154609
			0.112332	0.0124407	0.0873389	0.014707
			0.112332	0.014156	0.0873373	0.0143803
			0.112332	0.0141004	0.0873357	0.0150368
			0.112333	0.0131733	0.0873357	0.0155305
			0.112334	0.0121414	0.087336	0.0165844
			0.112334	0.0158958	0.0873363	0.0185176
			0.112333	0.0140073	0.0873368	0.0145942
			0.112333	0.0139824	0.0873361	0.014285
			0.112334	0.013541	0.0873356	0.0160996
			0.112335	0.0140773	0.0873368	0.0166241
			0.112336	0.0131284	0.0873385	0.0145261
			0.112336	0.0142305	0.0873406	0.0167639
			0.112338	0.0137198	0.0873411	0.0170999
			0.112342	0.0122171	0.087343	0.0128374
			0.112344	0.0143357	0.0873454	0.0173961
			0.112348	0.0137138	0.0873475	0.0135136
			0.11235	0.0119723	0.0873498	0.0154762
			0.112352	0.012549	0.087352	0.0166174
			0.112354	0.0138454	0.0873549	0.0145096
			0.112358	0.0145499	0.0873573	0.0157723
			0.112361	0.0141855	0.0873589	0.0163395
			0.112363	0.0118673	0.0873587	0.0181046
			0.112365	0.0154231	0.087359	0.0152193
			0.112366	0.0155992	0.0873597	0.0165685
			0.112365	0.0153452	0.0873602	0.014816
			0.112366	0.0155327	0.0873593	0.0158974
			0.112369	0.0145291	0.0873569	0.0157896
			0.112371	0.0137246	0.087354	0.0172379
			0.112374	0.0126321	0.0873504	0.0143122
			0.112376	0.01249	0.0873476	0.013825
			0.112379	0.0136972	0.087344	0.0166791
			0.112385	0.0134937	0.0873392	0.0161568
			0.112391	0.0155506	0.0873347	0.0151104
			0.112397	0.0145328	0.0873313	0.0166709
			0.112402	0.0155385	0.0873301	0.0166089
			0.112406	0.0124495	0.0873301	0.0150941
			0.11241	0.0109522	0.0873309	0.01784
			0.112414	0.0130357	0.0873306	0.0160516
			0.112416	0.0116181	0.0873301	0.016415
			0.112418	0.0147648	0.0873289	0.0182911
			0.112419	0.014354	0.087326	0.0151068
			0.11242	0.0139639	0.087323	0.0165302
			0.11242	0.0132514	0.0873203	0.0150857
			0.112422	0.0174049	0.0873189	0.0162808
			0.112423	0.0132563	0.0873162	0.0142407
			0.112425	0.0119022	0.0873138	0.0150607
			0.112427	0.0138191	0.0873115	0.016129
			0.112429	0.0141459	0.0873094	0.0151371
			0.11243	0.0138351	0.087308	0.0159024
			0.112431	0.0120898	0.0873079	0.0170321
			0.112432	0.0129959	0.0873117	0.0146407
			0.112434	0.0129459	0.087316	0.0152137
			0.112435	0.0109971	0.0873214	0.0166353
			0.112435	0.0125906	0.0873277	0.016024
			0.112437	0.0126714	0.0873347	0.0161891
			0.112439	0.0125849	0.0873417	0.0156042
			0.11244	0.0168152	0.0873483	0.0170787
			0.11244	0.0126027	0.0873545	0.0161263
			0.11244	0.0155894	0.087361	0.0135664
			0.11244	0.01463	0.0873679	0.016823
			0.112437	0.0134541	0.0873756	0.0161693
			0.112433	0.0135515	0.0873851	0.0158454
			0.11243	0.0123804	0.0873955	0.0146891
			0.112429	0.0119313	0.0874065	0.0160603
			0.112427	0.0153	0.0874159	0.0170155
			0.112424	0.0108653	0.0874239	0.0156863
			0.112423	0.0133496	0.0874326	0.0153657
			0.112422	0.0131949	0.0874422	0.0140651
			0.11242	0.0140508	0.0874523	0.0164423
			0.112417	0.0135885	0.0874625	0.0178567
			0.112415	0.0130954	0.0874747	0.0157601
			0.112413	0.0145962	0.0874848	0.0186919
			0.112412	0.0127363	0.0874953	0.0173995
			0.11241	0.0148496	0.0875039	0.0173876
			0.112408	0.0149528	0.087513	0.0168252
			0.112405	0.013565	0.0875223	0.017565
			0.112402	0.0128664	0.0875318	0.0143076
			0.1124	0.0132772	0.0875416	0.0156051
			0.112397	0.0153845	0.0875513	0.015238
			0.112394	0.012912	0.0875603	0.0151473
			0.11239	0.014271	0.0875696	0.017201
			0.112388	0.0147743	0.0875799	0.0135354
			0.112385	0.0157807	0.0875889	0.0140291
			0.112382	0.015724	0.0875964	0.017369
			0.11238	0.0134489	0.0876038	0.0146215
			0.112379	0.0134675	0.0876086	0.0164378
			0.112378	0.014721	0.0876124	0.0146705
			0.112378	0.012179	0.0876161	0.0167832
			0.112379	0.0140742	0.0876201	0.0181658
			0.11238	0.0139113	0.0876245	0.0162173
			0.112381	0.0133238	0.0876267	0.0169383
			0.112381	0.0143769	0.0876279	0.0150755
			0.11238	0.014199	0.0876283	0.0168817
			0.112379	0.0135262	0.0876278	0.0171368
			0.112377	0.0137548	0.0876268	0.0161901
			0.112377	0.0141593	0.0876238	0.0139571
			0.112377	0.0124019	0.0876209	0.0146252
			0.112375	0.0142811	0.0876175	0.0145884
			0.112371	0.0136409	0.087615	0.0166593
			0.112367	0.0150519	0.0876139	0.0151578
			0.112362	0.0158312	0.0876146	0.0155004
			0.112357	0.0117861	0.0876167	0.0154424
			0.112351	0.0119003	0.0876189	0.0166638
			0.112344	0.0148161	0.0876217	0.0122197
			0.112337	0.0158228	0.0876229	0.017287
			0.112332	0.0127602	0.0876234	0.0169999
			0.112328	0.0130802	0.0876236	0.0160896
			0.112324	0.0137785	0.0876224	0.0157566
			0.112318	0.0137377	0.0876221	0.0156492
			0.112312	0.0123183	0.087621	0.0162523
			0.112307	0.015497	0.0876182	0.0157744
			0.112301	0.0152202	0.0876143	0.017508
			0.112295	0.0130088	0.0876103	0.0146735
			0.112288	0.0130465	0.0876078	0.0162646
			0.11228	0.0159069	0.087604	0.0140568
			0.112272	0.0147239	0.0875998	0.0153672
			0.112263	0.0123489	0.0875953	0.0146733
			0.112253	0.0124122	0.0875902	0.0116656
			0.112245	0.0110273	0.087585	0.0151804
			0.112238	0.014385	0.0875792	0.0153714
			0.112231	0.0139746	0.0875742	0.0156846
			0.112227	0.0143629	0.0875692	0.016028
			0.112222	0.0123957	0.0875651	0.0167908
			0.112218	0.0145668	0.0875602	0.0153542
			0.112215	0.0142389	0.0875551	0.0166953
			0.112212	0.0110307	0.0875506	0.0156509
			0.112208	0.014573	0.0875468	0.0159857
			0.112203	0.0130582	0.0875441	0.0167735
			0.112197	0.0125505	0.0875409	0.0163979
			0.112191	0.0153733	0.0875377	0.0152467
			0.112186	0.0129284	0.0875344	0.0143329
			0.112179	0.0128545	0.0875311	0.0137542
			0.112172	0.0141839	0.0875289	0.0173006
			0.112165	0.0136068	0.0875267	0.0131785
			0.112158	0.0142176	0.0875242	0.0151169
			0.112152	0.0125343	0.0875202	0.0162506
			0.112147	0.0149774	0.0875161	0.0154921
			0.112142	0.013917	0.0875118	0.0163206
			0.112139	0.0135483	0.0875081	0.0158389
			0.112136	0.012495	0.0875032	0.0137558
			0.112132	0.0147382	0.0874993	0.0155698
			0.112129	0.0136829	0.0874962	0.0145344
			0.112126	0.0145334	0.087492	0.0152074
			0.112125	0.0127757	0.0874873	0.0137599
			0.112122	0.0137446	0.0874819	0.0151645
			0.112121	0.0122722	0.0874773	0.0174189
			0.11212	0.0136721	0.0874721	0.0137963
			0.112118	0.0147427	0.0874667	0.0158044
			0.112116	0.0129853	0.0874608	0.0153486
			0.112115	0.00993741	0.0874539	0.0156206
			0.112113	0.0128021	0.0874473	0.0173332
			0.112112	0.0132512	0.0874384	0.0150848
			0.112111	0.0120613	0.0874302	0.0152437
			0.112111	0.0145414	0.0874211	0.0167594
			0.112111	0.0152156	0.0874109	0.015822
			0.11211	0.0138262	0.0874	0.0137459
			0.112108	0.0122195	0.0873879	0.018009
			0.112108	0.0134874	0.0873762	0.0158856
			0.112107	0.0131852	0.0873638	0.0157427
			0.112107	0.0122365	0.0873518	0.0182536
			0.112107	0.0134922	0.0873387	0.0139574
			0.11211	0.0108466	0.0873263	0.0159752
			0.112112	0.0135825	0.0873124	0.0163875
			0.112114	0.0138535	0.0872972	0.0134944
			0.112114	0.0123987	0.0872823	0.015089
			0.112114	0.0152579	0.0872696	0.0163464
			0.112114	0.0119189	0.087256	0.0156212
			0.112116	0.0132457	0.0872424	0.0148706
			0.112118	0.0155965	0.0872288	0.014643
			0.112121	0.0159154	0.087214	0.0156249
			0.112123	0.0150613	0.0871987	0.0144953
			0.112125	0.0130681	0.0871819	0.0158137
			0.112126	0.0122812	0.0871664	0.0151904
			0.112127	0.0147421	0.0871509	0.0163
			0.112127	0.0128106	0.0871369	0.0164272
			0.112127	0.0140151	0.087123	0.0153647
			0.112127	0.012145	0.0871085	0.0169164
			0.112128	0.0137695	0.0870944	0.0156413
			0.112126	0.0147652	0.0870798	0.0155359
			0.112125	0.0128455	0.0870649	0.0159369
			0.112124	0.0152397	0.087051	0.0154488
			0.112124	0.0125522	0.0870371	0.012772
			0.112123	0.0136008	0.0870215	0.0158137
			0.112123	0.0143884	0.0870065	0.0132365
			0.112122	0.0148717	0.086993	0.017786
			0.112121	0.0133167	0.0869809	0.0176456
			0.112119	0.0128005	0.0869707	0.0175106
			0.112116	0.0129292	0.0869605	0.0176123
			0.112114	0.013667	0.0869511	0.0160684
			0.112111	0.0139765	0.0869409	0.0141312
			0.11211	0.0149299	0.0869304	0.0168286
			0.112108	0.0137187	0.0869213	0.0169236
			0.112109	0.0157173	0.0869138	0.0168703
			0.11211	0.0137849	0.086907	0.0165053
			0.112112	0.0142581	0.0869004	0.0134051
			0.112112	0.0147679	0.0868922	0.0168121
			0.112111	0.0117776	0.0868855	0.0144058
			0.112111	0.0124446	0.0868799	0.0150748
			0.112112	0.011949	0.0868739	0.0169636
			0.112113	0.0130968	0.0868681	0.013056
			0.112113	0.0123012	0.0868612	0.0183638
			0.112114	0.0136867	0.0868519	0.0142018
			0.112115	0.013282	0.0868416	0.0167094
			0.112117	0.0138086	0.0868318	0.0159381
			0.11212	0.0116418	0.0868196	0.0154262
			0.112123	0.0129855	0.0868074	0.0159034
			0.112124	0.014689	0.0867966	0.0164537
			0.112124	0.0157732	0.0867856	0.0148127
			0.112125	0.011725	0.0867757	0.0156009
			0.112125	0.0142565	0.0867648	0.0158165
			0.112126	0.0153223	0.086755	0.015692
			0.112126	0.0131339	0.086747	0.0152653
			0.112125	0.0150161	0.0867395	0.0168344
			0.112127	0.0137163	0.0867323	0.013995
			0.112128	0.0141209	0.0867232	0.0165183
			0.11213	0.0147033	0.086715	0.0139403
			0.112134	0.0152641	0.0867077	0.0153245
			0.112138	0.0147401	0.0867007	0.0146316
			0.112143	0.0142584	0.0866951	0.0147158
			0.112146	0.0146963	0.0866892	0.0144033
			0.112148	0.0142314	0.0866845	0.0155754
			0.112148	0.0139176	0.08668	0.0181144
			0.112146	0.0128601	0.0866749	0.0170539
			0.112146	0.01317	0.0866698	0.0153884
			0.112145	0.0115254	0.086665	0.0152015
			0.112145	0.0127457	0.0866599	0.01448
			0.112145	0.0124039	0.0866543	0.0146548
			0.112145	0.0153992	0.0866501	0.0142886
			0.112146	0.0156575	0.086646	0.0141537
			0.112148	0.0144682	0.0866415	0.0169635
			0.11215	0.0146256	0.0866378	0.0163832
			0.112151	0.0151427	0.0866343	0.0166211
			0.112153	0.0136819	0.0866314	0.0145544
			0.112155	0.0138824	0.0866275	0.0146764
			0.112155	0.0143288	0.0866235	0.0159863
			0.112155	0.012696	0.086619	0.0140058
			0.112154	0.0146011	0.0866148	0.0138056
			0.112152	0.013322	0.0866103	0.0140334
			0.112151	0.0149736	0.0866057	0.0145761
			0.112148	0.0148331	0.0866003	0.0156793
			0.112146	0.0136378	0.0865967	0.0136477
			0.112145	0.0136398	0.0865906	0.0154896
			0.112143	0.0143304	0.0865857	0.0145458
			0.112142	0.0150804	0.0865824	0.0172429
			0.112139	0.0144748	0.0865785	0.0159534
			0.112136	0.0116889	0.0865739	0.0143558
			0.11213	0.0136105	0.0865686	0.0167902
			0.112126	0.0151902	0.0865639	0.0151336
			0.112121	0.0153737	0.0865586	0.0134299
			0.112118	0.0124049	0.0865538	0.0124885
			0.112113	0.0139132	0.0865497	0.0167824
			0.112108	0.0143778	0.0865453	0.0155186
			0.112102	0.0131226	0.086541	0.0151624
			0.112097	0.0148943	0.0865356	0.0141344
			0.112094	0.0145916	0.0865306	0.0168576
			0.112091	0.0153971	0.0865256	0.0137024
			0.112087	0.0155235	0.0865215	0.0158332
			0.112086	0.0132993	0.0865183	0.0158805
			0.112084	0.0114287	0.086516	0.0186236
			0.112082	0.0125609	0.0865144	0.0159748
			0.112079	0.0117201	0.0865125	0.0159339
			0.112077	0.013067	0.0865124	0.0157441
			0.112072	0.0167907	0.0865107	0.0162562
			0.112067	0.0119957	0.0865106	0.0147735
			0.112062	0.0141692	0.0865116	0.014091
			0.112058	0.0119226	0.0865121	0.0152021
			0.112054	0.0141761	0.0865108	0.0160635
			0.11205	0.0140336	0.0865101	0.0146659
			0.112045	0.0134591	0.0865104	0.0156992
			0.112039	0.0162147	0.0865091	0.0150323
			0.112032	0.0153903	0.0865087	0.0168591
			0.112027	0.0146113	0.0865078	0.0179441
			0.112021	0.0136114	0.0865067	0.0162077
			0.112016	0.0127514	0.086505	0.0135846
			0.112012	0.0137549	0.0865031	0.0168596
			0.112008	0.0141849	0.0865015	0.0153616
			0.112005	0.0124615	0.0864996	0.0163183
			0.112002	0.0144203	0.0864982	0.0150462
			0.111999	0.0139648	0.0864968	0.013793
			0.111997	0.0119209	0.0864957	0.0139594
			0.111996	0.0157258	0.0864954	0.0153159
			0.111993	0.0123362	0.0864955	0.0163141
			0.11199	0.0150869	0.0864957	0.0154881
			0.111989	0.0122841	0.0864969	0.0155788
			0.111988	0.013763	0.0864988	0.0163332
			0.111987	0.0135057	0.0864999	0.0148699
			0.111987	0.0131305	0.086499	0.0146427
			0.111988	0.0123753	0.0864985	0.0169
			0.111988	0.0152934	0.0864993	0.0157251
			0.111988	0.0149113	0.0864986	0.0154984
			0.111988	0.0143033	0.0864982	0.0169329
			0.111989	0.0131131	0.0864981	0.0152905
			0.11199	0.0149954	0.0864976	0.0165856
			0.11199	0.0143966	0.0864967	0.0172926
			0.11199	0.0160125	0.0864959	0.0140279
			0.111989	0.0146226	0.0864961	0.0145994
			0.111989	0.0119479	0.0864986	0.0185133
			0.111989	0.0128658	0.0865009	0.0166746
			0.111989	0.0128115	0.0865019	0.0151851
			0.11199	0.0129358	0.0865032	0.0170207
			0.111992	0.0147954	0.0865029	0.0163302
			0.111996	0.013626	0.086505	0.0161775
			0.112001	0.0118635	0.0865085	0.0140452
			0.112006	0.0129951	0.0865114	0.0153145
			0.11201	0.0133884	0.0865137	0.016137
			0.112015	0.0138046	0.0865187	0.01554
			0.11202	0.0139511	0.0865248	0.0153858
			0.112027	0.0125414	0.0865298	0.0154273
			0.112034	0.0132003	0.0865356	0.0166489
			0.112041	0.0158801	0.0865411	0.0144434
			0.112048	0.012107	0.0865492	0.015052
			0.112057	0.0147132	0.0865565	0.0181803
			0.112067	0.0143056	0.0865634	0.0165154
			0.112077	0.0129788	0.0865703	0.018491
			0.112087	0.0159166	0.0865764	0.0152848
			0.112095	0.0139514	0.0865846	0.0158323
			0.112103	0.014346	0.086593	0.0164985
			0.11211	0.014745	0.0866005	0.014343
			0.112116	0.0138066	0.0866084	0.0179021
			0.112122	0.0131888	0.0866156	0.0176652
			0.11213	0.0121605	0.0866227	0.0166291
			0.112138	0.0146205	0.0866287	0.0162024
			0.112147	0.0142574	0.0866343	0.0130192
			0.112156	0.0136057	0.0866397	0.0149761
			0.112162	0.0121385	0.0866456	0.0166646
			0.112168	0.0142186	0.0866511	0.0169415
			0.112173	0.0118895	0.0866572	0.0140392
			0.112177	0.0144399	0.0866627	0.0162971
			0.112181	0.0153544	0.0866669	0.0171982
			0.112185	0.0143252	0.0866705	0.0165922
			0.112188	0.0152015	0.0866745	0.0164207
			0.112191	0.0161382	0.0866787	0.014849
			0.112195	0.0131702	0.0866816	0.0172869
			0.112199	0.0147891	0.0866866	0.0158386
			0.112202	0.0162765	0.0866919	0.0146448
			0.112206	0.0121535	0.086696	0.0157303
			0.112211	0.0131741	0.0867002	0.0143561
			0.112217	0.0143787	0.0867051	0.0139963
			0.112224	0.0130471	0.0867101	0.0155023
			0.11223	0.0139128	0.0867148	0.0148839
			0.112237	0.0153807	0.0867207	0.0150146
			0.112244	0.0153037	0.0867258	0.0169023
			0.112251	0.0132808	0.0867333	0.0158368
			0.112259	0.0140049	0.0867385	0.0174676
			0.112266	0.0138635	0.0867448	0.0164132
			0.112274	0.013495	0.086752	0.0148885
			0.112282	0.0154043	0.0867596	0.014952
			0.112291	0.0142493	0.0867683	0.0154904
			0.112299	0.0137025	0.0867762	0.0156872
			0.112307	0.0175883	0.0867855	0.0139498
			0.112313	0.0152349	0.0867944	0.0145124
			0.112321	0.0143637	0.0868026	0.0151219
			0.11233	0.0146248	0.0868117	0.0133007
			0.112338	0.016079	0.0868215	0.0126049
			0.112345	0.0130408	0.0868324	0.0169344
			0.112351	0.0141202	0.0868437	0.01476
			0.112356	0.0133503	0.0868552	0.0147966
			0.112361	0.0123737	0.0868659	0.0159806
			0.112366	0.0151945	0.0868765	0.0155759
			0.112372	0.0137434	0.0868872	0.0150475
			0.112378	0.0173027	0.0868985	0.0155952
			0.112383	0.0168953	0.0869106	0.013499
			0.112389	0.0145129	0.0869216	0.0164033
			0.112397	0.0139027	0.0869336	0.0146011
			0.112405	0.0154366	0.0869442	0.0159173
			0.112415	0.0123681	0.0869541	0.0164681
			0.112424	0.0133574	0.0869639	0.0147614
			0.112435	0.0145812	0.0869755	0.0154998
			0.112445	0.0149504	0.086987	0.0159862
			0.112456	0.0141818	0.0869965	0.0140484
			0.112466	0.012725	0.0870085	0.0134235
			0.112477	0.0116945	0.0870189	0.0155573
			0.112488	0.0128765	0.0870315	0.0169035
			0.112499	0.0145515	0.0870447	0.017451
			0.112509	0.012882	0.0870591	0.0151052
			0.112519	0.0138504	0.0870742	0.0162421
			0.112528	0.0140581	0.0870881	0.0144535
			0.112537	0.0127958	0.087102	0.0152318
			0.112547	0.0160582	0.0871154	0.01671
			0.112556	0.0128099	0.0871283	0.0162725
			0.112563	0.0137975	0.0871415	0.0165676
			0.11257	0.0143913	0.0871536	0.0146396
			0.112577	0.0143514	0.0871647	0.0139662
			0.112585	0.013799	0.0871765	0.0153505
			0.112592	0.0125272	0.0871877	0.0160991
			0.112599	0.0122354	0.0871963	0.0141232
			0.112606	0.011731	0.087206	0.0141457
			0.112613	0.0140873	0.0872167	0.017459
			0.112618	0.0119159	0.0872263	0.0173835
