sub11	rp811	rp1316	lap1_11	cur1_11	lap1_12	cur1_12
			0.0333764	0.0161769	0.0313755	0.0151375
			0.0335476	0.0155756	0.0314868	0.0132234
			0.0337265	0.0134868	0.0316038	0.014979
			0.0339102	0.0134434	0.0317275	0.0157535
			0.0341008	0.0139582	0.0318551	0.0161651
			0.0342965	0.0116565	0.0319889	0.0154664
			0.0344973	0.012925	0.0321305	0.0155576
			0.0347041	0.0126875	0.0322766	0.0158774
			0.0349163	0.0146097	0.0324277	0.0164065
			0.0351326	0.0125245	0.0325858	0.0181782
			0.0353565	0.0120554	0.0327493	0.0173129
			0.0355877	0.0143703	0.0329165	0.0166937
			0.0358279	0.0154762	0.033086	0.015811
			0.0360733	0.0123925	0.0332632	0.0161466
			0.0363252	0.0142574	0.0334486	0.0171816
			0.0365794	0.0182987	0.0336404	0.0179289
			0.0368401	0.0134558	0.0338402	0.0144287
			0.0371066	0.0147325	0.0340475	0.0136347
			0.0373768	0.0148002	0.0342642	0.0133425
			0.03765	0.0135381	0.0344922	0.015389
			0.0379266	0.014667	0.0347275	0.015541
			0.0382085	0.0144594	0.0349726	0.0177738
			0.0384946	0.0134451	0.0352249	0.0156522
			0.0387853	0.0135369	0.035485	0.0156737
			0.0390803	0.0143222	0.0357522	0.0157889
			0.0393808	0.0129324	0.0360282	0.0147872
			0.0396845	0.0132273	0.036311	0.0164441
			0.0399931	0.015289	0.0366036	0.0140974
			0.0403066	0.0154227	0.0369044	0.015315
			0.0406265	0.0140653	0.0372154	0.0151081
			0.0409519	0.0160035	0.0375346	0.0146612
			0.0412839	0.0122735	0.0378614	0.0159026
			0.0416196	0.0141965	0.0382001	0.0161686
			0.0419575	0.0150808	0.0385479	0.01554
			0.0423005	0.0132006	0.038903	0.0145124
			0.0426494	0.0146256	0.0392683	0.0152556
			0.0430003	0.0136048	0.0396396	0.013551
			0.0433555	0.0139504	0.0400212	0.0149413
			0.0437142	0.0154134	0.0404122	0.0153593
			0.0440771	0.0133583	0.0408117	0.0164556
			0.0444442	0.0130465	0.0412191	0.0178881
			0.044815	0.0148095	0.0416339	0.0156825
			0.0451927	0.0120242	0.0420597	0.0140182
			0.045577	0.0148351	0.0424968	0.0142635
			0.0459693	0.0135476	0.0429421	0.0147665
			0.0463674	0.013065	0.0433966	0.0162685
			0.0467697	0.0131813	0.0438621	0.0157531
			0.0471749	0.0133497	0.0443404	0.0150394
			0.0475866	0.0134549	0.0448312	0.0158734
			0.0480073	0.0133546	0.0453312	0.0147201
			0.0484324	0.01475	0.0458444	0.0168129
			0.0488662	0.0153809	0.0463664	0.0160265
			0.0493051	0.0142089	0.0469025	0.0152179
			0.0497463	0.0119446	0.0474536	0.0153173
			0.0501932	0.013159	0.0480172	0.0164977
			0.0506456	0.0150543	0.0485912	0.0173101
			0.0511041	0.0128663	0.0491752	0.0154734
			0.0515681	0.0133569	0.0497689	0.0134804
			0.0520384	0.0139711	0.0503739	0.0156365
			0.0525142	0.0142541	0.0509889	0.0157831
			0.0529951	0.0140933	0.0516168	0.0170925
			0.0534802	0.0127516	0.0522585	0.0149805
			0.0539723	0.0128611	0.0529088	0.0158537
			0.054465	0.0138679	0.0535713	0.0172978
			0.0549602	0.0127123	0.0542433	0.0152041
			0.0554559	0.014185	0.0549268	0.0134466
			0.0559521	0.0124638	0.0556243	0.0134319
			0.0564494	0.0138299	0.0563359	0.0172456
			0.0569494	0.0123644	0.0570602	0.0165824
			0.0574504	0.0135668	0.0577958	0.015887
			0.057953	0.0133991	0.0585417	0.0156145
			0.0584583	0.0115908	0.0592975	0.015198
			0.0589646	0.0133412	0.0600619	0.0143208
			0.0594712	0.0130344	0.060834	0.0166976
			0.059981	0.0131949	0.0616163	0.0157842
			0.0604932	0.0124506	0.0624087	0.0135497
			0.0610082	0.0137053	0.0632086	0.0177273
			0.0615268	0.0138863	0.064014	0.0165639
			0.0620467	0.0138094	0.0648275	0.0152276
			0.0625693	0.0130725	0.0656494	0.0181586
			0.0630961	0.0150017	0.0664775	0.0153463
			0.0636263	0.0127912	0.0673128	0.0162425
			0.0641592	0.0140427	0.0681546	0.014768
			0.0646929	0.0130242	0.0690043	0.0141279
			0.0652261	0.0147642	0.0698592	0.0142573
			0.0657599	0.0169632	0.0707216	0.0179615
			0.0662925	0.0137122	0.07159	0.0145256
			0.0668257	0.0126605	0.072464	0.0157966
			0.0673597	0.0132702	0.0733443	0.0158391
			0.0678941	0.013184	0.0742306	0.0146658
			0.0684293	0.0148723	0.075126	0.0163062
			0.0689641	0.0113705	0.0760281	0.0156211
			0.0694995	0.0124666	0.0769401	0.0177724
			0.0700336	0.0152396	0.0778581	0.0161419
			0.0705659	0.0136559	0.0787844	0.015142
			0.0710995	0.0137539	0.0797177	0.0168433
			0.0716337	0.0128543	0.0806599	0.0159798
			0.0721683	0.0128076	0.0816103	0.0149396
			0.0727032	0.0117552	0.0825671	0.0139581
			0.0732373	0.0140003	0.0835298	0.0166357
			0.0737709	0.0161526	0.0844988	0.016628
			0.0743025	0.0132238	0.0854734	0.0144364
			0.0748329	0.0125604	0.0864534	0.0178891
			0.0753619	0.0144363	0.0874399	0.0164429
			0.0758895	0.014297	0.0884304	0.0150911
			0.0764148	0.0143315	0.0894251	0.0127529
			0.0769392	0.0109437	0.0904255	0.0148766
			0.0774637	0.0123946	0.0914297	0.0154799
			0.0779867	0.0154031	0.0924405	0.01547
			0.0785096	0.0140913	0.0934555	0.0148512
			0.0790319	0.0146012	0.0944745	0.0168237
			0.0795525	0.0130749	0.0954986	0.0138418
			0.0800704	0.0145278	0.0965274	0.0127563
			0.0805859	0.0164572	0.0975638	0.0150881
			0.0810996	0.0137206	0.098604	0.0156012
			0.0816109	0.0142921	0.0996482	0.0152733
			0.0821215	0.015871	0.100696	0.0149805
			0.0826293	0.0147034	0.101745	0.0135749
			0.083132	0.0140864	0.102796	0.01552
			0.0836322	0.0135218	0.103848	0.0158715
			0.0841304	0.0142593	0.104898	0.0152597
			0.084628	0.0137314	0.105948	0.0181954
			0.0851235	0.0162327	0.106998	0.0144761
			0.085617	0.0148788	0.10805	0.0174581
			0.0861086	0.0172878	0.109103	0.0132951
			0.0865993	0.0136097	0.110159	0.0163987
			0.0870894	0.0123202	0.111216	0.0168495
			0.0875789	0.0132975	0.112275	0.0168535
			0.0880667	0.0120073	0.113336	0.0153346
			0.0885534	0.0159162	0.114397	0.0155516
			0.0890372	0.0148345	0.115456	0.0156424
			0.0895185	0.0126888	0.116517	0.0161301
			0.0899978	0.012264	0.117578	0.0162613
			0.090476	0.0142875	0.118636	0.0169729
			0.0909569	0.0160917	0.119694	0.0173013
			0.0914382	0.0140389	0.120751	0.0161345
			0.0919191	0.0139354	0.121805	0.015444
			0.0924019	0.0125927	0.122862	0.015605
			0.0928842	0.0176579	0.123917	0.0176706
			0.0933672	0.0141847	0.124972	0.0153719
			0.09385	0.0166334	0.126029	0.0181199
			0.0943322	0.0141964	0.127085	0.0166669
			0.0948141	0.0120807	0.128141	0.017001
			0.0952911	0.0148909	0.129196	0.015849
			0.0957668	0.0159807	0.130248	0.0169533
			0.0962399	0.015305	0.131301	0.0152439
			0.0967116	0.0132778	0.132354	0.0154379
			0.097182	0.0127916	0.133404	0.0169242
			0.0976499	0.0147876	0.134447	0.014248
			0.0981144	0.0141542	0.135485	0.0133716
			0.098576	0.0129547	0.13652	0.017164
			0.0990355	0.0138639	0.13755	0.013474
			0.0994937	0.0132941	0.138578	0.0164936
			0.0999505	0.0135997	0.139602	0.0146382
			0.100407	0.0143646	0.140619	0.0173166
			0.100862	0.014957	0.14163	0.0175916
			0.101314	0.0132151	0.142636	0.0140739
			0.101765	0.01508	0.143637	0.0138979
			0.102214	0.0152934	0.144635	0.0184228
			0.102661	0.013557	0.145628	0.0146988
			0.103106	0.0138013	0.146617	0.0163457
			0.103551	0.0150802	0.1476	0.0166121
			0.103997	0.01459	0.148577	0.0148493
			0.104441	0.0141573	0.149549	0.015355
			0.104886	0.0135352	0.150516	0.016985
			0.105331	0.014335	0.15148	0.0164421
			0.105777	0.0152323	0.152438	0.0152766
			0.106224	0.0130928	0.153389	0.015877
			0.106671	0.0147048	0.154332	0.0161097
			0.107117	0.0154213	0.155266	0.0161705
			0.107565	0.013854	0.156192	0.0145161
			0.108012	0.0150747	0.157113	0.0157674
			0.108459	0.014229	0.158028	0.0155202
			0.108904	0.0149252	0.158938	0.0146243
			0.109351	0.0148535	0.159844	0.0181014
			0.109796	0.0133362	0.160743	0.0158018
			0.110242	0.0126897	0.161636	0.0162527
			0.110687	0.0121901	0.162525	0.0159575
			0.111133	0.0150889	0.163411	0.0147816
			0.111578	0.0129516	0.164288	0.0163049
			0.112023	0.0118515	0.16516	0.0164375
			0.112466	0.0148049	0.166026	0.0147566
			0.112909	0.0114826	0.166886	0.0158958
			0.113351	0.0137106	0.167742	0.0168446
			0.113794	0.0136739	0.168592	0.0154269
			0.114239	0.0148501	0.169435	0.0131158
			0.114684	0.0139565	0.170272	0.0142696
			0.115131	0.0145892	0.171106	0.0157844
			0.115581	0.0128398	0.171934	0.0133821
			0.116034	0.0147898	0.172758	0.0174271
			0.11649	0.0102996	0.173577	0.0150156
			0.116949	0.0155966	0.174387	0.0157609
			0.117412	0.0117956	0.175191	0.0157353
			0.117877	0.0141465	0.175985	0.0177601
			0.118347	0.0133933	0.176771	0.014863
			0.118821	0.0144281	0.177548	0.0146136
			0.119296	0.0112234	0.178318	0.0136895
			0.119775	0.014036	0.179078	0.0152702
			0.120259	0.0120498	0.17983	0.0145973
			0.120746	0.0138673	0.180573	0.0151543
			0.121239	0.0141213	0.181309	0.0150826
			0.121735	0.0124456	0.182035	0.0153404
			0.122236	0.0143678	0.182754	0.0133932
			0.122742	0.0152189	0.183464	0.0150252
			0.123249	0.0140973	0.184165	0.0156504
			0.123759	0.0126559	0.184859	0.0126471
			0.124273	0.0133063	0.185544	0.0165906
			0.124792	0.0148309	0.186222	0.0150534
			0.125311	0.0150097	0.186891	0.0164436
			0.125835	0.0128149	0.187553	0.0157383
			0.12636	0.012511	0.188209	0.0155212
			0.126889	0.00955787	0.188857	0.0161075
			0.127421	0.0158162	0.189495	0.0156397
			0.127956	0.0151864	0.190125	0.0172298
			0.128496	0.0126025	0.190745	0.0180454
			0.12904	0.0144997	0.191354	0.0176941
			0.129589	0.0112884	0.191955	0.0154337
			0.130142	0.0143314	0.192545	0.0136705
			0.1307	0.0130029	0.193128	0.0157063
			0.131265	0.0137389	0.193704	0.0184398
			0.131836	0.0149369	0.194272	0.0149759
			0.132413	0.0135551	0.194835	0.0162148
			0.132995	0.012318	0.195391	0.014972
			0.133582	0.0132592	0.195941	0.0160904
			0.134175	0.0155826	0.196483	0.0153452
			0.134774	0.012791	0.197018	0.0169976
			0.135377	0.0130088	0.197543	0.0145509
			0.135983	0.0145664	0.19806	0.0171629
			0.136592	0.0116373	0.198568	0.0162373
			0.137205	0.0123491	0.19907	0.016662
			0.137821	0.0149994	0.199563	0.0173027
			0.138442	0.013768	0.200049	0.0144308
			0.139068	0.0148709	0.200525	0.0177927
			0.139698	0.0133932	0.200994	0.017313
			0.140329	0.0141468	0.201454	0.0151567
			0.140961	0.0139024	0.201906	0.0153071
			0.141592	0.0160376	0.202349	0.0156794
			0.142226	0.01605	0.202786	0.0171419
			0.142861	0.0142676	0.203212	0.0131272
			0.143497	0.0140255	0.203631	0.0155356
			0.144134	0.0152709	0.204041	0.0151558
			0.144772	0.0140704	0.204441	0.0158648
			0.145413	0.016117	0.204833	0.0146219
			0.146054	0.0136838	0.205214	0.0156879
			0.1467	0.0129825	0.205588	0.0153437
			0.147346	0.0164501	0.205954	0.0163638
			0.147994	0.0152441	0.206309	0.0163326
			0.148642	0.0143905	0.206654	0.0159498
			0.149293	0.0136588	0.20699	0.0151802
			0.149948	0.0132668	0.207319	0.0174977
			0.150606	0.0162086	0.207642	0.0151667
			0.151267	0.0146503	0.207957	0.0178425
			0.15193	0.0134364	0.208264	0.015185
			0.152595	0.0114853	0.208564	0.015874
			0.153261	0.0149365	0.208855	0.0152662
			0.15393	0.0134139	0.20914	0.0148123
			0.154602	0.0150792	0.209418	0.0155952
			0.155277	0.0136389	0.209689	0.0165343
			0.155954	0.0120668	0.209952	0.0140139
			0.156632	0.0132557	0.210207	0.0165183
			0.157311	0.0127648	0.210454	0.0157584
			0.157991	0.0146476	0.210692	0.0163489
			0.158672	0.0103001	0.210922	0.0188557
			0.15935	0.0167488	0.211144	0.0162066
			0.160029	0.0141724	0.211359	0.015756
			0.160708	0.015086	0.211566	0.0165691
			0.161388	0.014376	0.211765	0.0165165
			0.162068	0.0132479	0.211956	0.014946
			0.162748	0.0149498	0.21214	0.0158164
			0.163427	0.0146315	0.212317	0.0169712
			0.164107	0.0151899	0.212489	0.0166161
			0.164787	0.0142413	0.212655	0.0170789
			0.165469	0.0157681	0.212815	0.0165568
			0.166151	0.0161042	0.212968	0.0174327
			0.166834	0.0139933	0.213115	0.0163659
			0.167516	0.0128898	0.213253	0.0161107
			0.168198	0.0132632	0.213385	0.0172095
			0.16888	0.0147996	0.21351	0.0179324
			0.16956	0.0122677	0.213628	0.0171249
			0.170241	0.0125688	0.213737	0.0161629
			0.17092	0.0140586	0.213843	0.0154596
			0.171601	0.0132788	0.213942	0.0166166
			0.172281	0.0137121	0.214035	0.0152292
			0.172961	0.0141434	0.214123	0.0164315
			0.173641	0.0169154	0.214202	0.0153789
			0.174321	0.0135245	0.214275	0.0182459
			0.175001	0.0128535	0.214343	0.0165377
			0.17568	0.0151946	0.214403	0.0154954
			0.176359	0.0142682	0.214456	0.0134879
			0.177034	0.0132577	0.214502	0.0140968
			0.177704	0.0152573	0.214542	0.0165932
			0.17837	0.0160409	0.214575	0.0162017
			0.179031	0.0138102	0.214602	0.0171095
			0.179688	0.0133312	0.214623	0.0143134
			0.180342	0.0148872	0.214639	0.0152613
			0.180991	0.0124468	0.214649	0.0153537
			0.181635	0.0127368	0.214656	0.0148276
			0.182275	0.0131049	0.214656	0.0151067
			0.182909	0.0135401	0.214651	0.018575
			0.183537	0.0136226	0.214641	0.0148615
			0.184159	0.0128746	0.214625	0.0157335
			0.184774	0.0121093	0.214602	0.0152929
			0.185383	0.0122586	0.214574	0.0159539
			0.185985	0.0143001	0.214539	0.0169806
			0.186581	0.0122202	0.2145	0.0166931
			0.187173	0.0152775	0.214454	0.014397
			0.18776	0.015537	0.214404	0.013267
			0.188342	0.0125909	0.21435	0.0147698
			0.188917	0.0137606	0.214291	0.0145839
			0.189487	0.014302	0.214226	0.0148346
			0.190051	0.0146064	0.214155	0.0169508
			0.190611	0.0132813	0.214077	0.0139166
			0.191164	0.0115066	0.213995	0.0150776
			0.191712	0.0114389	0.21391	0.016874
			0.192254	0.0134316	0.21382	0.0144446
			0.192789	0.012368	0.213727	0.0153996
			0.193318	0.0126901	0.21363	0.0147736
			0.19384	0.0144661	0.213529	0.015278
			0.194357	0.01255	0.213423	0.0127663
			0.194868	0.0136147	0.213314	0.0155822
			0.195371	0.0160173	0.2132	0.0151015
			0.195864	0.0155544	0.213082	0.0134347
			0.196348	0.0154759	0.21296	0.0165158
			0.196826	0.0150903	0.212832	0.0127501
			0.197295	0.0147826	0.2127	0.0124169
			0.197754	0.0149944	0.212562	0.01329
			0.198203	0.0154582	0.212421	0.0148104
			0.198644	0.0161031	0.212279	0.0181192
			0.199077	0.0152366	0.212133	0.0154094
			0.199502	0.0129798	0.211981	0.0141658
			0.199921	0.0145306	0.211823	0.0173293
			0.200333	0.0131994	0.211662	0.0136343
			0.200737	0.014432	0.211498	0.0162152
			0.201133	0.012469	0.211332	0.0171157
			0.20152	0.0114316	0.211164	0.0155934
			0.201903	0.0157295	0.210993	0.014257
			0.202279	0.0147914	0.21082	0.0191157
			0.202649	0.0144915	0.210646	0.0131433
			0.203011	0.0160458	0.210468	0.0135402
			0.203364	0.014491	0.210288	0.0142116
			0.203712	0.0145407	0.210106	0.0143214
			0.204053	0.013379	0.20992	0.0150845
			0.204388	0.0140262	0.209731	0.016811
			0.204713	0.0139983	0.209542	0.0165456
			0.205032	0.0154884	0.209351	0.0164635
			0.205344	0.0150949	0.209158	0.0169954
			0.205649	0.0150721	0.208963	0.0151758
			0.205946	0.0140466	0.208768	0.0167878
			0.206235	0.0147745	0.208571	0.0158317
			0.206517	0.0131306	0.208374	0.0185668
			0.20679	0.0138893	0.208176	0.0149087
			0.207055	0.0126908	0.207974	0.0146452
			0.207311	0.0149738	0.207771	0.0188159
			0.207555	0.0128741	0.207566	0.0162431
			0.20779	0.0134177	0.207356	0.0153955
			0.208018	0.012633	0.207142	0.0137794
			0.208234	0.0136324	0.206924	0.0155727
			0.20844	0.014039	0.206702	0.014694
			0.208634	0.014002	0.206477	0.0153926
			0.208819	0.0156209	0.206249	0.0144403
			0.208996	0.0129583	0.206018	0.0165057
			0.209164	0.0149035	0.205784	0.0161519
			0.209323	0.0162722	0.205547	0.0162021
			0.209474	0.0136295	0.205308	0.0177364
			0.209619	0.0133006	0.205066	0.0171438
			0.209756	0.0136657	0.204822	0.0171626
			0.209887	0.0141634	0.204575	0.0182304
			0.210009	0.0137483	0.204324	0.0162751
			0.210124	0.0130681	0.20407	0.0177582
			0.210233	0.01257	0.203813	0.0175968
			0.210335	0.0134423	0.203553	0.0155557
			0.210428	0.0163726	0.20329	0.0170695
			0.210514	0.0159344	0.203024	0.0164017
			0.210591	0.0163757	0.202754	0.0143479
			0.210661	0.0149541	0.202481	0.0156083
			0.210723	0.0141893	0.202208	0.0173944
			0.210777	0.0144462	0.201933	0.0134071
			0.210823	0.0151691	0.201656	0.0151472
			0.210863	0.013254	0.201376	0.0179833
			0.210895	0.0146161	0.201095	0.0168836
			0.210919	0.0157632	0.200813	0.0160685
			0.210937	0.0122711	0.200528	0.0175019
			0.210945	0.0146859	0.200241	0.0180478
			0.210948	0.0136245	0.199952	0.0164666
			0.210941	0.0140829	0.199661	0.0146338
			0.210927	0.0128087	0.199368	0.0136664
			0.210901	0.0164172	0.199075	0.0180011
			0.210868	0.0141811	0.198779	0.0151694
			0.210828	0.0152518	0.198483	0.0172101
			0.210777	0.0151666	0.198185	0.0158419
			0.210722	0.0148086	0.197885	0.0147439
			0.210662	0.0122724	0.197584	0.016235
			0.210596	0.0131162	0.19728	0.015883
			0.210526	0.0136806	0.196975	0.0158474
			0.21045	0.0138	0.196669	0.0156372
			0.210366	0.0140316	0.196362	0.01685
			0.210277	0.0120917	0.196055	0.0168576
			0.210184	0.0127915	0.195743	0.0165533
			0.210085	0.0151898	0.195432	0.0153919
			0.209978	0.0158805	0.195118	0.0150007
			0.209866	0.0124858	0.194803	0.0151015
