sub3	tbasej3	rp3444	rp6275b	lap2_61	lap2_62	cur2_61	cur2_62
				0.377413	2.96112	0.00453967	0.00369425
				0.377413	2.96483	0.00419072	0.00325921
				0.377414	2.96854	0.00727546	0.00147302
				0.377412	2.97226	0.00475635	0.000905203
				0.377408	2.97598	0.00323278	0.00295323
				0.377406	2.97972	0.00773838	0.00159045
				0.377404	2.98346	0.00297471	-0.000485429
				0.377402	2.9872	0.00641416	0.0015274
				0.3774	2.99095	0.00324711	0.0050215
				0.377398	2.99471	0.00422904	0.00188025
				0.377394	2.99848	0.0054921	0.00323027
				0.377389	3.00225	0.00456032	0.00167413
				0.377384	3.00603	0.00364267	0.0023822
				0.377378	3.00983	0.00481879	0.00123077
				0.377373	3.01363	0.00431046	0.00278769
				0.377369	3.01743	0.00498377	0.00141268
				0.377365	3.02124	0.0048144	0.00100957
				0.377362	3.02506	0.00539741	0.00107164
				0.377359	3.02889	0.00411711	0.000200134
				0.377356	3.03273	0.00547358	-0.00112491
				0.377354	3.03659	0.00436113	0.0016415
				0.377353	3.04044	0.00481211	-1.85E-05
				0.377351	3.04431	0.00479245	0.00182997
				0.377351	3.04819	0.00475013	0.000235008
				0.37735	3.05209	0.00276543	0.00374964
				0.377349	3.05599	0.00382045	0.00269197
				0.377348	3.0599	0.00707106	0.00291284
				0.377347	3.06383	0.00414202	0.00130231
				0.377347	3.06776	0.00420729	0.00213132
				0.377348	3.07171	0.00373259	0.00466757
				0.37735	3.07566	0.00442652	0.00348445
				0.377351	3.07961	0.00373195	0.000806188
				0.377353	3.08357	0.00454624	0.0034332
				0.377355	3.08754	0.00530629	0.00131006
				0.377357	3.09152	0.00272249	0.00140721
				0.377359	3.0955	0.00519161	0.00551441
				0.377361	3.09949	0.00538872	0.00186821
				0.377364	3.10349	0.00582892	0.00230726
				0.377367	3.1075	0.00403208	0.0025459
				0.377371	3.11152	0.00475663	0.00155869
				0.377375	3.11555	0.00259645	0.0013245
				0.377379	3.11958	0.00605734	0.00215091
				0.377382	3.12362	0.00611666	0.00111281
				0.377385	3.12767	0.0062354	0.00237946
				0.377388	3.13173	0.0046088	0.00315815
				0.377389	3.1358	0.00596663	0.00122845
				0.377389	3.13987	0.00249517	0.00426992
				0.377389	3.14394	0.00328041	0.00200283
				0.377386	3.14803	0.00374669	0.00421491
				0.377385	3.15211	0.00390734	0.00322202
				0.377384	3.15621	0.0057423	0.00197974
				0.377384	3.1603	0.00187376	0.00155199
				0.377384	3.16441	0.00395366	0.00196219
				0.377386	3.16851	0.00461093	0.00319865
				0.37739	3.17263	0.00651201	0.0023985
				0.377394	3.17675	0.00659532	0.00121607
				0.3774	3.18088	0.00595593	0.00191191
				0.377406	3.18502	0.00252109	0.00160113
				0.377414	3.18916	0.00654558	-4.20E-05
				0.377424	3.1933	0.00369798	0.00338576
				0.377435	3.19745	0.00560133	0.00354395
				0.377447	3.2016	0.00548439	0.000902
				0.37746	3.20576	0.00378857	0.00211358
				0.377473	3.20992	0.003949	0.0017585
				0.377487	3.21408	0.00306627	0.000351176
				0.377502	3.21824	0.00483035	0.00423574
				0.377516	3.2224	0.0034632	0.00503896
				0.377532	3.22657	0.00430207	0.000697436
				0.377546	3.23073	0.00234944	0.00391873
				0.377561	3.23491	0.00545485	0.000947705
				0.377578	3.23909	0.00298294	0.00530384
				0.377595	3.24327	0.0027947	0.00193854
				0.377613	3.24746	0.00634953	0.00383347
				0.37763	3.25165	0.00492359	0.00347355
				0.377646	3.25584	0.00488859	0.00126902
				0.377661	3.26004	0.00418682	0.00336971
				0.377677	3.26424	0.0042601	0.00186765
				0.377693	3.26844	0.00712953	0.00263709
				0.37771	3.27264	0.00408904	0.00417367
				0.377728	3.27684	0.00284777	0.00115971
				0.377747	3.28104	0.00529237	0.000496165
				0.377767	3.28525	0.00837882	0.00378935
				0.377787	3.28946	0.00716197	0.00322547
				0.377806	3.29367	0.00596378	0.00222034
				0.377824	3.29788	0.00471524	0.00225777
				0.377844	3.30209	0.00416013	0.00164695
				0.377862	3.30631	0.00326111	0.000241775
				0.377882	3.31053	0.00455867	0.00208248
				0.3779	3.31475	0.0043562	0.000566168
				0.377917	3.31896	0.00475265	0.00236105
				0.377933	3.32318	0.00467387	0.00188606
				0.377949	3.3274	0.00600094	0.00202935
				0.377966	3.33162	0.00339325	0.00266113
				0.377983	3.33583	0.00442612	0.00348403
				0.377999	3.34005	0.0058176	0.00177148
				0.378015	3.34427	0.00530559	0.000870117
				0.37803	3.34849	0.00459694	0.00130565
				0.378043	3.35271	0.00427539	0.00138891
				0.378056	3.35693	0.00482321	0.00170078
				0.378069	3.36115	0.00213254	0.00254566
				0.378081	3.36537	0.00530757	0.0016516
				0.378093	3.36959	0.00587962	0.00162185
				0.378103	3.37381	0.0049655	-0.000249618
				0.378112	3.37803	0.00588821	0.00042164
				0.378122	3.38225	0.00594587	0.00290115
				0.378133	3.38646	0.00584561	0.0016413
				0.378143	3.39068	0.00473356	0.00173488
				0.378151	3.3949	0.00823702	0.000836647
				0.378158	3.39911	0.0027099	0.000344668
				0.378167	3.40332	0.00575736	0.00273148
				0.378175	3.40754	0.00543427	0.00176893
				0.378184	3.41175	0.00322581	0.00146522
				0.378192	3.41595	0.00480043	0.000790117
				0.378201	3.42016	0.00291142	0.00316689
				0.37821	3.42437	0.00626543	0.00273962
				0.378218	3.42857	0.00256413	0.00163674
				0.378227	3.43277	0.0046243	0.00130448
				0.378236	3.43698	0.00349311	0.0028964
				0.378242	3.44118	0.00350644	-0.00051985
				0.37825	3.44538	0.00637028	0.00453375
				0.378257	3.44957	0.00712848	-0.000470062
				0.378264	3.45376	0.00558099	0.00147564
				0.378269	3.45795	0.0046557	0.00289164
				0.378275	3.46214	0.00236496	0.00229661
				0.37828	3.46632	0.00416616	0.00296709
				0.378286	3.47051	0.00221086	0.00108381
				0.378292	3.47468	0.00574068	0.000369946
				0.378298	3.47886	0.0055663	0.00219242
				0.378303	3.48304	0.00362099	0.00113036
				0.37831	3.48721	0.00584823	0.00371752
				0.378315	3.49138	0.00433491	0.00143985
				0.378321	3.49555	0.00515454	0.00269986
				0.378326	3.49971	0.0052484	5.77E-05
				0.378332	3.50388	0.00621836	0.00247395
				0.378339	3.50803	0.00581716	0.00285912
				0.378347	3.51219	0.00703388	0.00293944
				0.378354	3.51634	0.00408717	0.000342116
				0.378362	3.52049	0.00613984	0.00215021
				0.37837	3.52464	0.00456388	0.00292607
				0.378378	3.52879	0.00523539	0.0032919
				0.378386	3.53294	0.00432278	0.00244097
				0.378395	3.53708	0.0033894	0.0032322
				0.378404	3.54123	0.00247589	0.00194156
				0.378413	3.54537	0.00429945	0.00221804
				0.378421	3.54951	0.00478006	0.00154701
				0.378429	3.55365	0.00473585	-0.000664142
				0.378438	3.55778	0.0021044	0.00163082
				0.378448	3.5619	0.00529638	0.00249504
				0.378458	3.56603	0.00540183	0.000604318
				0.378468	3.57016	0.00612957	0.00126622
				0.378478	3.57429	0.00621267	0.00224688
				0.378488	3.57841	0.00205251	0.00241168
				0.378498	3.58253	0.00534048	0.00483173
				0.378508	3.58665	0.00422592	0.00278988
				0.378517	3.59077	0.00369969	0.00446266
				0.378524	3.59489	0.00366831	0.00338728
				0.37853	3.599	0.00620084	0.00101049
				0.378536	3.60311	0.00486975	0.00282453
				0.37854	3.60723	0.00343053	0.00192396
				0.378544	3.61134	0.0042213	0.00269299
				0.378548	3.61545	0.00512773	0.00335898
				0.378548	3.61957	0.00609681	0.0037805
				0.378549	3.62368	0.00575029	0.000948825
				0.378548	3.6278	0.00340059	0.00212937
				0.378546	3.63191	0.00622896	0.00198744
				0.378544	3.63603	0.00450215	0.00164061
				0.378541	3.64016	0.00387377	0.000882718
				0.378537	3.64428	0.00594012	0.00301535
				0.378534	3.6484	0.00580928	0.00429977
				0.378528	3.65252	0.00408048	0.00426215
				0.378523	3.65664	0.00349246	0.00222614
				0.378517	3.66076	0.0053338	-0.000674709
				0.37851	3.66488	0.0062317	0.000610371
				0.378504	3.66901	0.00703525	0.00258622
				0.378498	3.67313	0.00494999	0.00267915
				0.378494	3.67725	0.00443831	0.00116935
				0.37849	3.68138	0.00506784	-0.000877525
				0.378486	3.6855	0.00398077	-0.00014356
				0.378481	3.68963	0.00465688	0.00142835
				0.378476	3.69375	0.0061811	0.000437105
				0.378469	3.69788	0.00385607	0.00393385
				0.378462	3.702	0.00394626	0.00439246
				0.378455	3.70612	0.00428527	0.00203109
				0.378446	3.71024	0.00544821	0.00251506
				0.378436	3.71436	0.00505515	0.00205543
				0.378427	3.71848	0.00370737	0.00223556
				0.378416	3.72261	0.00582924	0.000460046
				0.378407	3.72673	0.00392244	0.00401698
				0.378398	3.73085	0.00508008	0.00024139
				0.378389	3.73498	0.00429332	0.0035796
				0.378382	3.73912	0.00525708	0.00294537
				0.378376	3.74324	0.00781637	0.000813248
				0.378371	3.74737	0.00607768	0.00113297
				0.378366	3.75151	0.00827009	0.00255242
				0.378361	3.75564	0.00426125	0.00181996
				0.378358	3.75979	0.00323593	0.00496531
				0.378355	3.76393	0.00461819	5.11E-05
				0.378351	3.76807	0.0058849	0.00131486
				0.37835	3.77221	0.00507466	0.00197367
				0.378349	3.77636	0.00416857	0.000561229
				0.378349	3.7805	0.00549739	0.00175905
				0.37835	3.78465	0.00394	0.00240108
				0.378353	3.7888	0.00308659	0.00134829
				0.378355	3.79295	0.00483511	0.000465048
				0.378359	3.7971	0.00174656	0.000112548
				0.378363	3.80125	0.00418402	0.00368676
				0.378369	3.80541	0.0068723	0.00349326
				0.378376	3.80956	0.00444587	0.000824641
				0.378385	3.81372	0.00256315	0.00201018
				0.378395	3.81788	0.00554173	0.00237491
				0.378404	3.82204	0.00453612	0.00159646
				0.378414	3.82621	0.00265196	0.00389416
				0.378423	3.83037	0.00373414	0.00114817
				0.378432	3.83454	0.00729896	0.00171417
				0.378439	3.83871	0.006353	0.00207316
				0.378446	3.84288	0.00406924	-0.00101517
				0.378453	3.84706	0.00283248	0.00208092
				0.378459	3.85125	0.00491181	0.00239969
				0.378464	3.85543	0.00350003	0.00218577
				0.378471	3.85961	0.00419646	0.00186375
				0.378476	3.8638	0.00527245	0.00262287
				0.37848	3.86799	0.00549707	0.0044512
				0.378483	3.87219	0.006758	0.0025798
				0.378489	3.87637	0.00482107	0.00129903
				0.378496	3.88057	0.00402749	0.0014008
				0.378503	3.88476	0.00641802	0.00112548
				0.37851	3.88896	0.00573411	0.00076545
				0.378516	3.89316	0.00298998	0.000797162
				0.378523	3.89736	0.00505111	0.00289297
				0.378529	3.90156	0.00683892	0.00337893
				0.378534	3.90575	0.00601771	0.00160853
				0.37854	3.90995	0.00433478	1.24E-05
				0.378546	3.91416	0.00243801	0.00263995
				0.378552	3.91837	0.00561313	-0.000396332
				0.378557	3.92258	0.00588142	0.0019581
				0.378562	3.9268	0.00125688	0.00227622
				0.378567	3.93102	0.00393548	0.00503083
				0.378574	3.93524	0.0057967	0.00230965
				0.37858	3.93946	0.00618307	0.00194927
				0.378584	3.94368	0.00418093	0.00245277
				0.378588	3.9479	0.00379365	0.00103903
				0.378591	3.95212	0.00358446	0.00347541
				0.378592	3.95634	0.00468166	0.000713552
				0.378593	3.96056	0.00441887	0.00317906
				0.378595	3.96479	0.00281482	0.0008499
				0.378597	3.96901	0.0029394	0.00231274
				0.378601	3.97324	0.00324237	0.000812675
				0.378604	3.97747	0.00510384	0.00288224
				0.378607	3.9817	0.0068078	0.00447968
				0.378609	3.98594	0.00545398	0.0023367
				0.37861	3.99017	0.0032253	0.00370198
				0.378613	3.9944	0.0047375	0.0033553
				0.378614	3.99865	0.00447065	0.00174517
				0.378614	4.00288	0.00418575	0.00107415
				0.378614	4.00712	0.00347513	0.00246586
				0.378613	4.01136	0.00422474	0.00201587
				0.378614	4.0156	0.00662774	0.00537182
				0.378615	4.01984	0.00415804	0.00230561
				0.378616	4.02409	0.00618677	0.00211428
				0.378618	4.02833	0.00133547	0.00340467
				0.378619	4.03257	0.00329448	0.00365409
				0.378623	4.03682	0.00449838	0.00405204
				0.378626	4.04106	0.00413268	-0.000852742
				0.378631	4.0453	0.00565368	0.00402149
				0.378635	4.04954	0.00559427	0.000978243
				0.378641	4.05377	0.00393962	0.00138981
				0.378645	4.05801	0.00621634	0.00320435
				0.37865	4.06224	0.00901701	0.00317288
				0.378656	4.06648	0.00583713	0.00267533
				0.378662	4.07071	0.00527193	0.00212765
				0.378668	4.07495	0.00340621	0.00132782
				0.378673	4.07918	0.00282654	0.00116444
				0.378679	4.08342	0.0043528	0.00272416
				0.378685	4.08765	0.00530361	0.00181981
				0.37869	4.09188	0.00603817	0.00200376
				0.378693	4.0961	0.00606598	0.00200824
				0.378695	4.10033	0.00547449	0.00139069
				0.378697	4.10455	0.00482584	0.00331056
				0.378698	4.10877	0.00589152	0.00195562
				0.378698	4.11299	0.00506834	0.00426438
				0.378699	4.11721	0.00452935	0.00373232
				0.3787	4.12143	0.005786	0.00380396
				0.378701	4.12565	0.00497233	0.000927881
				0.378703	4.12987	0.00203856	0.00184946
				0.378705	4.13409	0.00188188	0.00227496
				0.378708	4.13832	0.0037048	0.00346197
				0.378711	4.14254	0.00503892	0.00281276
				0.378712	4.14675	0.00280202	0.00402984
				0.378714	4.15097	0.00546718	0.00347275
				0.378717	4.15519	0.00449896	0.0042144
				0.37872	4.1594	0.00598314	0.00136051
				0.378722	4.1636	0.00433376	0.00364842
				0.378723	4.16781	0.005247	0.00217741
				0.378726	4.17202	0.00543717	0.00284435
				0.378727	4.17622	0.00716975	0.00431413
				0.378726	4.18042	0.00531466	0.00128989
				0.378725	4.18461	0.00308942	0.00262434
				0.378723	4.18881	0.00469528	0.00443616
				0.378723	4.193	0.00458323	0.00161906
				0.37872	4.19719	0.00818816	0.00433635
				0.378717	4.20137	0.00457318	0.00116526
				0.378712	4.20556	0.00432847	0.00251847
				0.378707	4.20974	0.00369951	0.00440216
				0.378703	4.21391	0.00321479	-8.64E-05
				0.378698	4.21809	0.00400683	0.00117154
				0.378693	4.22227	0.00665623	0.00242018
				0.378687	4.22644	0.00526349	0.00249372
				0.378678	4.23061	0.00473271	0.00217717
				0.37867	4.23478	0.00444322	0.00309373
				0.378659	4.23895	0.00264594	0.00236907
				0.378648	4.24312	0.00386827	0.00277583
				0.378637	4.24728	0.00499104	0.0024051
				0.378626	4.25145	0.00559989	0.00371519
				0.378616	4.25561	0.0049505	0.000538331
				0.378608	4.25977	0.00459876	0.00225508
				0.3786	4.26392	0.00310821	0.00275676
				0.378593	4.26808	0.00439565	0.00415367
				0.378585	4.27223	0.00616458	0.00222237
				0.378577	4.27637	0.00594376	0.00234728
				0.378571	4.28052	0.00356656	0.00159884
				0.378565	4.28467	0.00510995	0.00279184
				0.378561	4.28881	0.00550938	0.0025104
				0.378558	4.29294	0.00237893	0.00144633
				0.378556	4.29708	0.0057331	0.00344057
				0.378551	4.30122	0.00653448	0.00215225
				0.378546	4.30536	0.00448245	0.00129612
				0.37854	4.30951	0.00516381	0.00301274
				0.378534	4.31364	0.00117803	-0.000941814
				0.37853	4.31778	0.00421521	-0.000903678
				0.378525	4.32192	0.00463217	0.00297209
				0.378522	4.32606	0.0067589	0.00148458
				0.37852	4.3302	0.00250183	0.00109765
				0.378516	4.33434	0.00553561	1.39E-05
				0.378511	4.33848	0.0048258	0.00185256
				0.378505	4.34261	0.00499383	0.00124678
				0.378502	4.34674	0.00279429	0.00529192
				0.378498	4.35087	0.00394123	-0.000699237
				0.378493	4.355	0.00372315	0.00361116
				0.378487	4.35912	0.0041856	0.00191095
				0.37848	4.36324	0.00450617	0.00317349
				0.378474	4.36736	0.00366192	0.00311247
				0.378469	4.37148	0.00305014	0.00148088
				0.378464	4.3756	0.00389352	0.000485095
				0.378461	4.37972	0.0051161	0.00124056
				0.378459	4.38384	0.00469974	0.00475594
				0.378456	4.38796	0.00624793	0.0030446
				0.378451	4.39208	0.00491242	0.00268515
				0.378446	4.39619	0.00478479	0.000919884
				0.37844	4.40031	0.00509433	0.00211264
				0.378434	4.40442	0.0058995	0.00146148
				0.37843	4.40853	0.0051915	0.00114718
				0.378426	4.41264	0.00400321	0.00147472
				0.378422	4.41674	0.00614915	0.00368176
				0.378418	4.42085	0.00432707	0.00132622
				0.378415	4.42495	0.00608259	0.00131675
				0.378412	4.42905	0.00238705	0.00115667
				0.378409	4.43316	0.00576303	0.00145495
				0.378405	4.43726	0.00296462	0.00239804
				0.378403	4.44137	0.00391507	0.00133723
				0.378401	4.44547	0.0078284	0.00230996
				0.378398	4.44957	0.00301852	0.00165815
				0.378394	4.45367	0.00475016	0.00349149
				0.378388	4.45776	0.00574967	0.0035291
				0.378383	4.46186	0.00297615	-0.000158556
				0.378378	4.46595	0.00555883	0.00452102
				0.378372	4.47005	0.00465781	0.00246987
				0.378365	4.47414	0.00223447	0.00145457
				0.378357	4.47824	0.00286986	-0.000439994
				0.378349	4.48234	0.00390595	0.0034485
				0.378341	4.48644	0.00242854	0.00370211
				0.378333	4.49053	0.00167289	0.001708
				0.378326	4.49463	0.00657923	5.64E-05
				0.37832	4.49872	0.0049926	0.00310673
				0.378314	4.50282	0.0054345	0.000861035
				0.378307	4.50692	0.00545415	0.00154628
				0.378302	4.51103	0.00516457	0.00267356
				0.378297	4.51513	0.00316135	0.00110968
				0.378292	4.51924	0.00635791	0.0024799
				0.378288	4.52334	0.00414852	0.00317465
				0.378283	4.52745	0.00409863	0.00080124
				0.378278	4.53157	0.00381389	0.00537565
				0.378273	4.53568	0.00400532	0.00273797
				0.378268	4.53979	0.005524	0.00216527
				0.378261	4.54389	0.00338968	0.00182075
				0.378255	4.548	0.00477834	0.00150005
				0.378248	4.55211	0.00358317	0.000391075
				0.378242	4.55622	0.00510056	0.00463003
				0.378236	4.56032	0.00233533	0.000577419
				0.378231	4.56443	0.00486997	0.000779501
				0.378224	4.56853	0.00500387	-0.000271993
				0.378216	4.57263	0.00302476	0.0013175
				0.378207	4.57674	0.00681598	0.00412158
				0.378198	4.58084	0.00347577	0.00399874
				0.378189	4.58495	0.0021758	0.00147577
				0.378178	4.58906	0.00577983	0.00293832
				0.378169	4.59316	0.00505553	0.00279759
				0.378159	4.59727	0.00261418	0.00206115
				0.37815	4.60138	0.0042242	0.0025258
				0.378141	4.60549	0.00519368	0.00337301
				0.378132	4.60959	0.00599599	0.00267782
				0.378125	4.61369	0.00782285	0.00357836
				0.378119	4.61779	0.00396984	0.00245834
				0.378115	4.6219	0.00417739	0.00388572
				0.37811	4.626	0.00489398	-0.000277411
				0.378103	4.6301	0.00737741	0.00183507
				0.378097	4.63421	0.00567367	0.00357176
				0.378091	4.63831	0.00334559	0.00281649
				0.378085	4.64241	0.00517328	0.00321094
				0.37808	4.6465	0.00387541	0.00321496
				0.378075	4.6506	0.0039221	0.00208616
				0.37807	4.65469	0.00447943	0.00313345
				0.378066	4.65878	0.00486585	0.00226952
				0.378062	4.66287	0.00357769	0.00213882
				0.378058	4.66696	0.00454271	0.00119589
				0.378053	4.67104	0.00505837	0.000233763
				0.378045	4.67512	0.00797775	0.00275103
				0.378038	4.67921	0.00573946	0.00334001
				0.378032	4.68328	0.00434583	0.00178797
				0.378025	4.68736	0.003886	0.00258787
				0.378017	4.69143	0.00520606	0.00294928
				0.378009	4.6955	0.00528047	0.00280122
				0.377999	4.69957	0.00631666	0.00148986
				0.377987	4.70364	0.00484179	0.00251976
				0.377974	4.7077	0.00397331	0.00462823
				0.377961	4.71176	0.00337242	0.00212704
				0.377947	4.71581	0.00493164	0.00135286
				0.377933	4.71986	0.0026905	0.00430649
				0.377919	4.7239	0.00176517	0.00399512
				0.377905	4.72794	0.00739369	0.00277294
				0.37789	4.73198	0.00325194	0.00234027
				0.377875	4.736	0.004268	-0.000929184
				0.377858	4.74002	0.00539345	0.000450958
				0.377841	4.74404	0.00501575	0.00220788
				0.377825	4.74805	0.00533779	0.00106335
				0.377812	4.75207	0.00478795	0.00276759
				0.377798	4.75607	0.0055882	0.00184302
				0.377783	4.76008	0.0057632	0.000997136
				0.377766	4.76408	0.00489311	0.00332805
				0.37775	4.76808	0.00369379	0.00315839
				0.377732	4.77207	0.00698184	0.00235888
				0.377715	4.77606	0.00383196	0.00370716
				0.377698	4.78005	0.00619377	0.00224925
				0.377681	4.78402	0.00453606	0.00251753
				0.377664	4.78799	0.00452332	0.00336205
				0.377646	4.79195	0.00647701	0.00152887
				0.377628	4.79591	0.00415394	0.00069131
				0.377609	4.79986	0.00470247	0.00159458
				0.377592	4.80381	0.0058058	0.00363778
				0.377576	4.80774	0.00630418	0.00235388
				0.377561	4.81168	0.00425401	0.00290293
				0.377546	4.81561	0.00320785	-0.000415059
				0.37753	4.81953	0.00318651	0.0019553
				0.377515	4.82344	0.00324686	-0.000984965
				0.377499	4.82735	0.00537053	0.00196259
				0.377483	4.83126	0.0048498	0.00490873
				0.377468	4.83516	0.00496704	0.00228196
				0.377452	4.83905	0.00406135	0.00020312
				0.377438	4.84293	0.00515671	0.00122474
				0.377423	4.8468	0.00505991	0.000396391
				0.377406	4.85066	0.00559608	0.000253518
				0.377389	4.85452	0.00521374	0.00311776
				0.377373	4.85837	0.00347832	0.00133976
				0.377357	4.86221	0.00325088	0.000199395
				0.377341	4.86605	0.00189754	0.00156245
				0.377325	4.86987	0.00213567	0.000804639
				0.37731	4.8737	0.00441611	0.00139126
				0.377294	4.87751	0.00574409	0.0020795
				0.37728	4.88132	0.00432653	0.00143735
				0.377268	4.88512	0.00370658	0.00229191
				0.377257	4.8889	0.00410831	0.00158755
				0.377244	4.89267	0.00543127	0.00184858
				0.377232	4.89644	0.00410217	-0.000558255
				0.377221	4.90019	0.00424552	0.00288966
				0.377209	4.90394	0.00473516	-4.91E-05
				0.377196	4.90767	0.0043035	0.000604383
				0.377184	4.91138	0.00279218	0.00146479
				0.377173	4.91509	0.00486463	0.00293668
				0.377163	4.91879	0.00345349	0.00272395
				0.377154	4.92247	0.00410515	0.000757882
				0.377144	4.92615	0.00572854	0.00125589
				0.377134	4.92981	0.00206136	0.00311157
				0.377125	4.93345	0.00427419	0.00140278
				0.377116	4.93709	0.00450307	0.00157104
				0.377109	4.94071	0.00556291	0.00204307
				0.377103	4.94433	0.0062361	0.00270263
				0.377097	4.94793	0.00447795	-0.00098478
				0.377091	4.95153	0.00409217	0.00330459
				0.377084	4.95511	0.00385522	0.00240803
				0.377078	4.95869	0.00601069	0.00200803
				0.377072	4.96225	0.00523223	-0.00116155
				0.377065	4.9658	0.00441217	0.0024675
				0.37706	4.96935	0.00430466	0.000170232
				0.377055	4.97288	0.00484598	0.00365501
				0.377051	4.9764	0.00426774	0.00298894
				0.377046	4.9799	0.00565059	0.00250837
				0.377041	4.9834	0.00477828	0.00205627
				0.377038	4.98688	0.00357016	0.00134948
				0.377034	4.99035	0.00501066	0.000479129
				0.37703	4.99382	0.00672224	0.00147381
				0.377026	4.99727	0.0068401	0.00297747
				0.377022	5.00071	0.0052491	0.00178564
				0.377016	5.00414	0.00459647	0.000791415
				0.377009	5.00756	0.00275269	0.00332757
				0.377003	5.01097	0.00700287	0.00121397
				0.376996	5.01437	0.0049378	0.00190178
				0.37699	5.01775	0.00469061	-1.99E-05
				0.376983	5.02111	0.00693245	0.00321368
				0.376976	5.02447	0.00362126	0.000124167
				0.37697	5.02781	0.00503579	0.000610135
				0.376965	5.03113	0.00408384	0.00315978
				0.37696	5.03445	0.00365966	0.00277021
				0.376954	5.03776	0.00575769	0.000129122
				0.376949	5.04105	0.00537656	0.0010551
				0.376944	5.04434	0.00489077	1.45E-05
				0.376939	5.04761	0.00618004	0.000467609
				0.376936	5.05088	0.00282241	0.00233541
				0.376935	5.05413	0.0051035	0.000723148
				0.376932	5.05737	0.00366084	0.00419429
				0.37693	5.06059	0.00304205	0.00320208
				0.37693	5.0638	0.00209913	0.00368617
				0.376929	5.06701	0.00253756	0.00278179
				0.376929	5.0702	0.00311111	0.00166428
				0.37693	5.07338	0.00568593	0.00326177
				0.376932	5.07654	0.0055968	0.000973057
				0.376936	5.0797	0.00461982	0.00260166
				0.376941	5.08285	0.00345498	0.004104
				0.376947	5.08599	0.00417741	0.001637
				0.376953	5.08911	0.00463256	0.00128545
				0.376959	5.09223	0.00451254	0.00335482
				0.376964	5.09534	0.00316721	0.000921227
				0.376969	5.09843	0.00260717	-0.00100072
				0.376975	5.10152	0.00506664	0.000443779
				0.376981	5.1046	0.00319734	0.0017628
				0.376988	5.10767	0.00538224	-0.000626374
				0.376993	5.11073	0.00648513	0.00368324
				0.376996	5.11377	0.00311682	0.00340525
				0.377002	5.11681	0.00470787	0.00329523
				0.377008	5.11984	0.00261468	0.0003277
				0.377016	5.12285	0.00226517	0.00172209
				0.377026	5.12586	0.00103404	0.00247738
				0.377036	5.12887	0.0051815	0.00185306
				0.377046	5.13186	0.00447048	0.00238564
				0.377058	5.13485	0.00365131	0.00200087
				0.377068	5.13783	0.00243861	0.00272317
				0.377077	5.14081	0.00441106	0.000557475
				0.377086	5.14378	0.0046749	0.00175561
				0.377094	5.14674	0.00233019	0.00402945
				0.377102	5.1497	0.00375929	-0.00013406
				0.377111	5.15264	0.0024736	0.00112196
				0.377119	5.15558	0.00669322	0.00110119
				0.377126	5.15851	0.00691567	0.00105482
				0.377133	5.16144	0.00630238	0.00459452
				0.377141	5.16435	0.00633367	-0.00169542
				0.377148	5.16727	0.00405105	0.00167026
				0.377156	5.17017	0.00465936	0.00155657
				0.377164	5.17307	0.00573922	0.000967027
				0.377173	5.17596	0.00436783	0.00425616
				0.377183	5.17885	0.00518098	0.00116994
				0.377191	5.18174	0.0047389	0.00190708
				0.3772	5.18462	0.00588269	0.000751027
				0.377212	5.18751	0.00360705	0.00095042
				0.377223	5.19039	0.00579379	0.00281091
				0.377234	5.19326	0.00771357	0.00187523
				0.377246	5.19613	0.00591199	2.20E-05
				0.37726	5.199	0.00433919	0.00249256
				0.377273	5.20186	0.00456743	0.00229262
				0.377287	5.20472	0.00483757	0.00172106
				0.377302	5.20758	0.00498574	0.00288657
				0.377318	5.21043	0.0025191	0.0030439
				0.377334	5.21328	0.00546834	0.00065887
				0.377349	5.21612	0.00388348	0.00233415
				0.377365	5.21896	0.00343061	0.00165059
				0.377379	5.2218	0.00480148	0.00406908
				0.377393	5.22464	0.00601571	0.00212311
				0.377406	5.22748	0.0046867	0.000564394
				0.377419	5.23033	0.0054204	-0.000278681
				0.37743	5.23317	0.00355741	0.00293591
				0.37744	5.23602	0.00388056	0.00204471
				0.377449	5.23886	0.0057623	-0.00125212
				0.377457	5.2417	0.0043085	0.00282522
				0.377465	5.24455	0.00451273	-0.000126382
				0.377474	5.2474	0.00613395	0.0040766
				0.377482	5.25025	0.00318915	0.00249795
				0.37749	5.2531	0.00326485	0.00154208
				0.377496	5.25595	0.0038279	0.00182116
				0.377501	5.25881	0.00197082	0.00391902
				0.377504	5.26166	0.00626787	0.00458795
				0.377508	5.26451	0.00406511	0.00343951
				0.377512	5.26736	0.00411772	0.00195038
				0.377517	5.27021	0.00491961	0.00387842
				0.377523	5.27307	0.00577033	0.0037416
				0.377529	5.27593	0.00500271	-0.0002281
				0.377536	5.27878	0.00686324	0.00224299
				0.377542	5.28164	0.00485267	0.000899378
				0.377547	5.2845	0.00553912	0.00236855
				0.377552	5.28737	0.00655737	0.00283898
				0.377555	5.29023	0.00404252	0.00356125
				0.377558	5.2931	0.00313973	0.0010657
				0.377562	5.29597	0.00372668	0.00301381
				0.377567	5.29885	0.00245892	0.0039284
				0.377571	5.30173	0.00227499	0.00147586
				0.377576	5.30461	0.00391391	0.00146879
				0.377582	5.3075	0.00518732	0.00250222
				0.377586	5.31039	0.00415938	0.00448912
				0.377591	5.31328	0.00339232	0.00239175
