Vm1_50b_samp	Vm1_53b_samp	Vm1_56b_samp
-0.0573573	-0.0573673	-0.0519192
-0.0574493	-0.0573635	-0.0519113
-0.0575206	-0.0573285	-0.0518183
-0.0574763	-0.0572998	-0.0517696
-0.0575831	-0.0573398	-0.0517513
-0.0575695	-0.0573538	-0.0516377
-0.0575543	-0.0573502	-0.0515944
-0.0575668	-0.0573386	-0.0515638
-0.0576136	-0.0573417	-0.0516053
-0.0576009	-0.0573256	-0.0515078
-0.0575669	-0.0573081	-0.0514379
-0.0575652	-0.0573059	-0.0514326
-0.0576389	-0.0572535	-0.0513841
-0.0576401	-0.0572379	-0.0513408
-0.0576144	-0.0572966	-0.0512492
-0.0576405	-0.0573327	-0.0511977
-0.0576629	-0.0573194	-0.0512017
-0.0577001	-0.0573067	-0.0512227
-0.0576725	-0.057331	-0.0512238
-0.0577179	-0.0572993	-0.0511588
-0.0577433	-0.057324	-0.0511134
-0.0577513	-0.0573679	-0.051126
-0.0577436	-0.0573234	-0.0511642
-0.0577392	-0.0572995	-0.051141
-0.0577307	-0.0573278	-0.0510627
-0.0577009	-0.0573281	-0.0510387
-0.0578008	-0.0573972	-0.0510856
-0.0577868	-0.0574096	-0.0510335
-0.0578422	-0.0573992	-0.0509871
-0.0578348	-0.0573802	-0.0509969
-0.0577928	-0.057343	-0.0509923
-0.0578039	-0.0574058	-0.050894
-0.0577729	-0.0573768	-0.0508125
-0.0576997	-0.0573678	-0.0507727
-0.0576626	-0.0573482	-0.0506728
-0.057589	-0.0572996	-0.0506356
-0.0575077	-0.0573683	-0.0506139
-0.0574542	-0.0572806	-0.0505514
-0.0573473	-0.0572973	-0.0504347
-0.0572313	-0.0572274	-0.0504464
-0.0571327	-0.0572095	-0.0503751
-0.0570554	-0.0572187	-0.0502676
-0.0569328	-0.0571785	-0.0501964
-0.056851	-0.0571668	-0.0501593
-0.0567649	-0.0571077	-0.0501312
-0.0567743	-0.057032	-0.0500537
-0.0566679	-0.0570937	-0.0499595
-0.0565593	-0.0570922	-0.0498542
-0.05645	-0.0570829	-0.0497185
-0.0563352	-0.0570439	-0.0496292
-0.056253	-0.0569818	-0.0496096
-0.0562421	-0.056973	-0.0495402
-0.0561711	-0.0569422	-0.0494918
-0.0560708	-0.0569277	-0.0494533
-0.0560022	-0.0569388	-0.0494029
-0.0559565	-0.0569134	-0.0493578
-0.055859	-0.056936	-0.0492854
-0.0558559	-0.0568293	-0.0492971
-0.0558096	-0.0568288	-0.0492868
-0.0557714	-0.0568995	-0.0493288
-0.0557489	-0.0568808	-0.049304
-0.0557071	-0.0568361	-0.0492676
-0.0556422	-0.056821	-0.0491948
-0.0556243	-0.0567926	-0.049121
-0.0556133	-0.0567647	-0.0491185
-0.0556139	-0.056829	-0.0491251
-0.0555535	-0.0567944	-0.049151
-0.0555141	-0.056801	-0.0491447
-0.0555167	-0.0568176	-0.0490914
-0.0555291	-0.0568275	-0.0491943
-0.0555243	-0.056835	-0.0492021
-0.0555471	-0.0568161	-0.049254
-0.0555626	-0.0568052	-0.0492459
-0.0555568	-0.056833	-0.0492785
-0.0555938	-0.0568255	-0.049255
-0.0555924	-0.0568937	-0.0492292
-0.0556809	-0.0569178	-0.0493071
-0.0556708	-0.05693	-0.0493149
-0.0557035	-0.0568915	-0.0493409
-0.0558118	-0.0569275	-0.0494134
-0.0558926	-0.0569454	-0.0494059
-0.0559435	-0.0569424	-0.0494732
-0.0559866	-0.0569118	-0.0494754
-0.0560348	-0.0570041	-0.0495099
-0.0561113	-0.057013	-0.0495682
-0.0561211	-0.0570415	-0.0495864
-0.0560945	-0.0569951	-0.0496776
-0.0561231	-0.0569963	-0.0496757
-0.056151	-0.057021	-0.0497648
-0.0561286	-0.0569789	-0.0497744
-0.0561235	-0.0571097	-0.0497984
-0.0561169	-0.0571116	-0.0498089
-0.0560579	-0.0570869	-0.049848
-0.05601	-0.0571594	-0.0499015
-0.0560734	-0.0571474	-0.0499007
-0.0561328	-0.0571146	-0.0499245
-0.0561264	-0.0571191	-0.0499429
-0.0561219	-0.0571797	-0.0499655
-0.0561886	-0.0572112	-0.0499802
-0.0561495	-0.0572613	-0.0499953
-0.0561357	-0.0572561	-0.0500118
-0.0561783	-0.0571951	-0.0500306
-0.0561598	-0.0572004	-0.0501018
-0.056134	-0.0572087	-0.0501396
-0.0561938	-0.0572143	-0.05019
-0.0562489	-0.0572016	-0.0502221
-0.0561872	-0.0571945	-0.0502664
-0.0561722	-0.0572195	-0.050333
-0.0562087	-0.0572701	-0.0503481
-0.0562471	-0.0572623	-0.050414
-0.056305	-0.0572577	-0.0504257
-0.056247	-0.0572653	-0.0504249
-0.0562366	-0.0572496	-0.05042
-0.0562169	-0.0572439	-0.0504526
-0.0562982	-0.0573185	-0.0505441
-0.0563158	-0.0573219	-0.0505609
-0.0563885	-0.0573325	-0.0505696
-0.0563967	-0.0573507	-0.0506281
-0.0563443	-0.0573525	-0.0506394
-0.0563362	-0.0573322	-0.0507064
-0.0563061	-0.0573068	-0.0507178
-0.0563381	-0.0573138	-0.0507672
-0.0564034	-0.0573712	-0.050868
-0.0563484	-0.0573598	-0.0509507
-0.0563588	-0.0573391	-0.0509951
-0.0563328	-0.0573784	-0.0510536
-0.0563885	-0.0573615	-0.0510905
-0.0563325	-0.0573543	-0.0511628
-0.0562856	-0.0573341	-0.0511985
-0.0562753	-0.0573335	-0.0512217
-0.0562348	-0.0573963	-0.051225
-0.0562839	-0.0573482	-0.0513117
-0.056264	-0.057394	-0.0513494
-0.0562835	-0.0574041	-0.0514564
-0.0562657	-0.0573086	-0.0515281
-0.0562304	-0.0573004	-0.0515274
-0.0562599	-0.0573025	-0.0516504
-0.0562368	-0.0573449	-0.0516706
-0.0561592	-0.0573628	-0.0516696
-0.0561678	-0.057368	-0.0517084
-0.0561629	-0.057388	-0.0517617
-0.0561408	-0.0574055	-0.0517942
-0.0561688	-0.0574143	-0.0518456
-0.0561378	-0.0574296	-0.0518483
-0.0560896	-0.0574466	-0.0519246
-0.0560843	-0.0574153	-0.0519967
-0.0561416	-0.0574372	-0.0519348
-0.0561092	-0.0573772	-0.0519824
-0.0560536	-0.0573802	-0.0520603
-0.0560672	-0.0574151	-0.0520311
-0.0560059	-0.0573812	-0.0520678
-0.0559422	-0.0574905	-0.0520822
-0.0559751	-0.0575315	-0.0521413
-0.0560222	-0.0575526	-0.0522212
-0.0560302	-0.0576256	-0.0522346
-0.0560247	-0.0575988	-0.0522312
-0.0560498	-0.0575478	-0.0522713
-0.0560421	-0.0575817	-0.0522831
-0.0561058	-0.0575776	-0.0523515
-0.056083	-0.0576273	-0.0524125
-0.0559905	-0.0575906	-0.0524563
-0.0559368	-0.0576225	-0.0525309
-0.0558938	-0.0576413	-0.0525124
-0.0560052	-0.0576749	-0.0524817
-0.0559995	-0.0576997	-0.0525621
-0.0559421	-0.0577137	-0.0526768
-0.0558514	-0.0577305	-0.0526708
-0.0558291	-0.0576906	-0.0527195
-0.0558307	-0.0576459	-0.0527625
-0.0558433	-0.0576879	-0.0527412
-0.0558331	-0.0576739	-0.0527742
-0.0558567	-0.0576865	-0.0528058
-0.0558141	-0.0576748	-0.0528206
-0.0557765	-0.0577152	-0.0528498
-0.0557969	-0.0577271	-0.0529377
-0.0557994	-0.0576513	-0.0529679
-0.0558012	-0.0576669	-0.0529567
-0.0558457	-0.0576057	-0.0529164
-0.0558242	-0.0576052	-0.0529582
-0.0558155	-0.057599	-0.0529424
-0.055781	-0.057633	-0.052978
-0.0557413	-0.0575814	-0.053052
-0.0557295	-0.0575273	-0.0530899
-0.0556948	-0.0575357	-0.0531282
-0.0557202	-0.0575403	-0.0531809
-0.0557459	-0.0575017	-0.053209
-0.0557623	-0.0574971	-0.0532457
-0.0557932	-0.0574825	-0.0532313
-0.0557513	-0.0575618	-0.0532728
-0.0557702	-0.0575282	-0.0533634
-0.0558128	-0.0575277	-0.0533647
-0.055812	-0.057565	-0.0534059
-0.0557184	-0.0575615	-0.0534222
-0.0557162	-0.0575515	-0.0534673
-0.0557146	-0.0574788	-0.0534681
-0.0557395	-0.0575542	-0.0534601
-0.0557728	-0.0575156	-0.0534927
-0.055807	-0.0574965	-0.0534819
-0.0558287	-0.0575246	-0.0535529
-0.0558737	-0.0574542	-0.0534897
-0.0558191	-0.0574046	-0.0535043
-0.0558495	-0.0574174	-0.0535358
-0.0558832	-0.0574235	-0.0535474
-0.0558625	-0.057381	-0.0535981
-0.0558831	-0.0573833	-0.0537074
-0.0558687	-0.057323	-0.0537611
-0.0558677	-0.0573655	-0.053794
-0.0558378	-0.0573733	-0.0538388
-0.0558866	-0.0573392	-0.0538672
-0.055902	-0.0573497	-0.053856
-0.0559217	-0.0572699	-0.0538569
-0.055903	-0.0572875	-0.053904
-0.0558708	-0.0572725	-0.0539674
-0.0558769	-0.057249	-0.0539737
-0.0558442	-0.0572692	-0.0540229
-0.0558756	-0.0572264	-0.0540942
-0.0558475	-0.0571916	-0.0541251
-0.0558556	-0.05716	-0.0541747
-0.0558807	-0.0571975	-0.0542465
-0.0559147	-0.0571981	-0.0542651
-0.0558817	-0.0571856	-0.0542566
-0.0558569	-0.0572272	-0.054248
-0.0559019	-0.0571817	-0.0542718
-0.0558876	-0.0571382	-0.0543205
-0.0558831	-0.0570517	-0.0542734
-0.0558621	-0.0570516	-0.0542878
-0.0558878	-0.0570406	-0.0543211
-0.0558896	-0.0569814	-0.054337
-0.0558611	-0.0569758	-0.0542992
-0.0558639	-0.0569601	-0.0542514
-0.0558407	-0.05698	-0.0542282
-0.0558276	-0.0569982	-0.0542747
-0.0557985	-0.0570542	-0.0542247
-0.0557736	-0.0570734	-0.054252
-0.0557045	-0.0570231	-0.0542492
-0.0557328	-0.0570573	-0.0542087
-0.0557123	-0.0570581	-0.0542182
-0.0556385	-0.0570549	-0.0542304
-0.0556874	-0.0569861	-0.0542396
-0.0556504	-0.0570044	-0.0541789
-0.0556394	-0.0569711	-0.0542027
-0.0556566	-0.0570027	-0.0542038
-0.0556349	-0.0569991	-0.0542675
-0.0556056	-0.0569886	-0.0542552
-0.0555748	-0.0569704	-0.0542105
-0.0555461	-0.056944	-0.0542363
-0.0555784	-0.0569099	-0.0542748
-0.0555613	-0.056911	-0.054322
-0.0555253	-0.0569497	-0.0543193
-0.0554903	-0.0569647	-0.054324
-0.0555165	-0.0569453	-0.0543033
-0.0555414	-0.0568918	-0.0543146
-0.0555001	-0.0568996	-0.0543202
-0.055475	-0.0568427	-0.054305
-0.0554605	-0.056836	-0.054306
-0.0555118	-0.0568392	-0.0543524
-0.0555706	-0.0566848	-0.054321
-0.055539	-0.0566716	-0.0542593
-0.0554564	-0.0567591	-0.0543444
-0.0554202	-0.0566454	-0.0543006
-0.055476	-0.05662	-0.0543533
-0.0554555	-0.0566187	-0.0544015
-0.0554187	-0.0566111	-0.0543879
-0.0554295	-0.0565803	-0.0543824
-0.0554219	-0.0566084	-0.05437
-0.0554537	-0.0565804	-0.0544638
-0.0553873	-0.0565537	-0.0544267
-0.0553639	-0.0565696	-0.0544872
-0.0554129	-0.0565528	-0.0544991
-0.055344	-0.0565352	-0.0544685
-0.0553023	-0.0565709	-0.0544418
-0.0553601	-0.056496	-0.0544176
-0.0553408	-0.0565044	-0.0543557
-0.0553229	-0.0564271	-0.0543128
-0.0553142	-0.0564392	-0.0542868
-0.0552474	-0.0564862	-0.0541971
-0.0552201	-0.056454	-0.054127
-0.0552357	-0.0564955	-0.0541481
-0.0552218	-0.0564665	-0.0540582
-0.055323	-0.0565016	-0.0539839
-0.0553451	-0.0564534	-0.0539781
-0.0553003	-0.0565056	-0.0539543
-0.0552883	-0.0565154	-0.0538551
-0.0552769	-0.0565521	-0.0538374
-0.0552861	-0.0565797	-0.0538022
-0.0553102	-0.0565954	-0.0537698
-0.0552551	-0.0565817	-0.0537213
-0.0552155	-0.0565568	-0.0536188
-0.0552579	-0.0565335	-0.0536389
-0.0552364	-0.0565187	-0.0536108
-0.0552306	-0.0565071	-0.0535095
-0.0552591	-0.0565594	-0.0535233
-0.0551686	-0.0565658	-0.0534761
-0.0551985	-0.0565151	-0.0533401
-0.055196	-0.0565397	-0.0532767
-0.0552813	-0.0565353	-0.053239
-0.0552378	-0.0565636	-0.0532039
-0.0552312	-0.0566155	-0.0531413
-0.055223	-0.0565507	-0.0531423
-0.0552345	-0.0565798	-0.0531405
-0.0552586	-0.0566268	-0.0531109
-0.0553459	-0.0566188	-0.0531096
-0.0553501	-0.0566283	-0.0531044
-0.0553489	-0.0566315	-0.0530499
-0.0553817	-0.0565909	-0.053039
-0.0553669	-0.0566249	-0.0530226
-0.055294	-0.056589	-0.0530026
-0.0553137	-0.0565508	-0.0529643
-0.0552681	-0.0564903	-0.0528662
-0.0552176	-0.0565589	-0.0527724
-0.0551855	-0.0565584	-0.052728
-0.055233	-0.0565616	-0.0527134
-0.0552651	-0.0565463	-0.0526494
-0.0552308	-0.0565083	-0.0526749
-0.0552164	-0.0564908	-0.0526709
-0.0551521	-0.0564277	-0.052605
-0.0551397	-0.0564406	-0.052587
-0.0550963	-0.0564248	-0.0526159
-0.0550742	-0.0564017	-0.0526254
-0.0550616	-0.0564262	-0.0526175
-0.0550294	-0.0564199	-0.0525978
-0.0549876	-0.0564421	-0.0526584
-0.0550051	-0.0564484	-0.0526529
-0.0549899	-0.0563904	-0.0526261
-0.0549572	-0.0564617	-0.052652
-0.0549573	-0.0564539	-0.0526847
-0.0549168	-0.0564562	-0.0526408
-0.0548941	-0.0564351	-0.0527429
-0.0548836	-0.0564301	-0.0527983
-0.0548887	-0.0564255	-0.0527768
-0.0548361	-0.0563903	-0.0528012
-0.054854	-0.0563618	-0.0527908
-0.0548293	-0.0563304	-0.0527593
-0.0548817	-0.0562805	-0.0528328
-0.0548635	-0.0563319	-0.0528948
-0.054813	-0.0563337	-0.0528689
-0.0547654	-0.0562759	-0.0529156
-0.0547678	-0.0562266	-0.0528729
-0.0547074	-0.0561	-0.0528974
-0.0546544	-0.0560067	-0.0528745
-0.0546388	-0.0559273	-0.0529728
-0.0546336	-0.0558921	-0.0530692
-0.054583	-0.0558542	-0.0530499
-0.05457	-0.0557541	-0.0530901
-0.0546509	-0.0557433	-0.0530907
-0.0546333	-0.0557453	-0.0531236
-0.0546425	-0.055677	-0.0531564
-0.0546493	-0.0556696	-0.0531748
-0.0546599	-0.0556068	-0.0532204
-0.0547018	-0.0556325	-0.0532221
-0.0547078	-0.0556189	-0.0532582
-0.0547729	-0.0555976	-0.0532945
-0.0548104	-0.0556175	-0.0533201
-0.0547508	-0.0555358	-0.0533562
-0.0548143	-0.0554364	-0.0533251
-0.054806	-0.0554704	-0.053386
-0.054975	-0.0554369	-0.0534011
-0.0549203	-0.0553902	-0.0533729
-0.0549956	-0.0553923	-0.0533336
-0.0550058	-0.0553186	-0.0533923
-0.0550735	-0.0552875	-0.0533139
-0.0550522	-0.0552657	-0.0533024
-0.055049	-0.0553114	-0.0533403
-0.055066	-0.0553295	-0.0533615
-0.0550808	-0.0552116	-0.0534455
-0.0551016	-0.0552447	-0.0534287
-0.0551168	-0.0551715	-0.0534595
-0.0551504	-0.0551016	-0.0534388
-0.0551416	-0.0550506	-0.0534392
-0.0551112	-0.0550186	-0.0534535
-0.0551853	-0.0550041	-0.053444
-0.055271	-0.0548872	-0.0534493
-0.0553193	-0.0548685	-0.0534767
-0.0553575	-0.0548128	-0.053478
-0.0553926	-0.0547373	-0.0535332
-0.0553702	-0.0547112	-0.0534714
-0.0553697	-0.0546834	-0.0534604
-0.055457	-0.0546286	-0.0533939
-0.0554752	-0.0546427	-0.0533898
-0.0554992	-0.0546793	-0.0534589
-0.0555132	-0.0546266	-0.053464
-0.0555132	-0.0545327	-0.0534999
-0.0555778	-0.0545051	-0.0535476
-0.0556421	-0.0544898	-0.0535828
-0.0556015	-0.054426	-0.0535669
-0.0556513	-0.0543907	-0.053584
-0.0556442	-0.0543962	-0.0535979
-0.055578	-0.0543812	-0.0536407
-0.0555732	-0.054354	-0.0536944
-0.0555944	-0.0543963	-0.0537348
-0.0556314	-0.054293	-0.053772
-0.0557287	-0.0542063	-0.053787
-0.0557548	-0.0541614	-0.0538057
-0.0557605	-0.0542404	-0.0538599
-0.0557218	-0.0541589	-0.0538972
-0.0557358	-0.0541486	-0.0539068
-0.0557631	-0.0541849	-0.0539207
-0.0558055	-0.0541505	-0.0538821
-0.0557769	-0.0541176	-0.0539145
-0.0557029	-0.0540668	-0.0539869
-0.0557261	-0.0540543	-0.0541062
-0.0557493	-0.05403	-0.0541338
-0.0557054	-0.0540654	-0.0541347
-0.0557185	-0.0540762	-0.0542111
-0.0557266	-0.0540531	-0.0542191
-0.0556774	-0.0541169	-0.054222
-0.0556938	-0.054223	-0.0542593
-0.055731	-0.0541697	-0.054271
-0.0557266	-0.0541425	-0.0543098
-0.0557396	-0.0541941	-0.0543157
-0.0557341	-0.0542388	-0.0543634
-0.055701	-0.0542575	-0.0544071
-0.0556625	-0.0543434	-0.0543819
-0.0555622	-0.0543137	-0.054387
-0.0555782	-0.0544163	-0.0543601
-0.0556224	-0.0544674	-0.0543395
-0.0555536	-0.0545136	-0.054389
-0.0555853	-0.0545367	-0.0543839
-0.0555987	-0.054541	-0.0544836
-0.0555731	-0.0546465	-0.0545729
-0.0555841	-0.0546757	-0.0545829
-0.0556214	-0.054647	-0.0546331
-0.0555932	-0.0547218	-0.0546353
-0.0555384	-0.0547976	-0.054702
-0.0554705	-0.0548137	-0.0546787
-0.0554223	-0.0548737	-0.0546947
-0.0554246	-0.0549017	-0.054744
-0.0554341	-0.0549061	-0.0547419
-0.0553968	-0.0550179	-0.0547196
-0.0554052	-0.0549912	-0.054654
-0.0553706	-0.0549675	-0.0546613
-0.0553632	-0.054989	-0.0547032
-0.055364	-0.0549585	-0.0547511
-0.0553357	-0.0549675	-0.0547447
-0.0553039	-0.0550117	-0.0546603
-0.0552199	-0.0550435	-0.05467
-0.0551984	-0.0549998	-0.0546845
-0.0552945	-0.0550151	-0.0546326
-0.0552558	-0.0550382	-0.0545955
-0.0552497	-0.0550449	-0.0545941
-0.0552233	-0.0551474	-0.0546313
-0.0551918	-0.0551143	-0.0545417
-0.0552021	-0.0551331	-0.0544847
-0.055217	-0.0551458	-0.0545051
-0.0552675	-0.0551602	-0.0544456
-0.0552741	-0.0551621	-0.0543871
-0.0553022	-0.0552012	-0.054372
-0.0552744	-0.0552588	-0.0544329
-0.0552899	-0.0552952	-0.0544416
-0.0552636	-0.0553181	-0.0544679
-0.0552803	-0.055326	-0.0544258
-0.0552614	-0.0553731	-0.0543658
-0.0553176	-0.0553804	-0.0543423
-0.0552975	-0.0554023	-0.0543192
-0.0552323	-0.0554277	-0.0543251
-0.0552432	-0.0555228	-0.0543629
-0.0552238	-0.0555509	-0.0544024
-0.0552157	-0.055599	-0.0545053
-0.055171	-0.0556436	-0.0545201
-0.0551133	-0.0556788	-0.0544858
-0.05509	-0.0556433	-0.0545066
-0.055074	-0.0556714	-0.0545395
-0.0550451	-0.0557188	-0.0545952
-0.0550773	-0.0557656	-0.0546098
-0.0551176	-0.055782	-0.0546009
-0.0550662	-0.0557866	-0.0546018
-0.0550816	-0.0558751	-0.0546809
-0.0550834	-0.0558643	-0.0546518
-0.0551229	-0.0559043	-0.054709
-0.0551599	-0.055896	-0.0547226
-0.0551265	-0.0559207	-0.0546685
-0.0551579	-0.0559056	-0.0546556
-0.0551181	-0.0559161	-0.0546495
-0.055131	-0.0559305	-0.0546673
-0.0551405	-0.0559292	-0.054626
-0.0551626	-0.0559431	-0.0546175
-0.0551752	-0.0559615	-0.0546255
-0.0551598	-0.0560143	-0.0546505
-0.0551698	-0.0560278	-0.054667
-0.0551603	-0.0560599	-0.0547037
-0.0552178	-0.0560411	-0.0546655
-0.0552484	-0.0560472	-0.0547031
-0.0553062	-0.0561317	-0.0547877
-0.0553447	-0.0560742	-0.0548629
-0.0553691	-0.0560107	-0.0548013
-0.0553709	-0.0560441	-0.0547745
-0.0553937	-0.0561016	-0.0547448
-0.055409	-0.0561148	-0.0547764
-0.0554297	-0.0560996	-0.0547607
-0.0554682	-0.0561346	-0.0547995
-0.0554605	-0.0560589	-0.0548136
-0.0554502	-0.0560761	-0.0547883
-0.0555106	-0.0561667	-0.0547796
-0.0555298	-0.0561864	-0.0547707
-0.0555147	-0.0561016	-0.0547841
-0.0555636	-0.0560578	-0.0547845
-0.0555997	-0.0560483	-0.0548419
-0.0555735	-0.0560171	-0.0547657
-0.0556017	-0.0560273	-0.0547505
-0.0556183	-0.056064	-0.0547111
-0.0555924	-0.0560527	-0.0547182
-0.0555581	-0.0560937	-0.0547588
-0.0555602	-0.0560322	-0.0547664
-0.0555824	-0.05606	-0.0548469
-0.0555901	-0.0561001	-0.0548782
-0.0555838	-0.0560587	-0.0548868
-0.055538	-0.0560119	-0.0549484
-0.0555219	-0.0560139	-0.0550345
-0.0555531	-0.0560382	-0.0550727
-0.0554898	-0.0559672	-0.0550133
-0.0554268	-0.0559671	-0.0550408
-0.0554334	-0.0560106	-0.0550826
-0.0554112	-0.0559853	-0.0551104
-0.0554197	-0.0559814	-0.0550341
-0.0553807	-0.0559467	-0.0550331
-0.0553698	-0.0559491	-0.0550201
-0.055426	-0.056047	-0.0550607
-0.0554591	-0.0559897	-0.0550939
-0.0554015	-0.0559441	-0.0550942
-0.0553778	-0.0558943	-0.0550484
-0.0553208	-0.0559166	-0.0550337
-0.0552795	-0.0559254	-0.0550982
-0.055269	-0.0559053	-0.055144
-0.0553309	-0.0559244	-0.0551333
-0.0553171	-0.0558735	-0.0551695
-0.0552944	-0.0558293	-0.0552102
-0.0552834	-0.0558664	-0.0551795
-0.055316	-0.0558949	-0.0551277
-0.0552535	-0.0558505	-0.0551366
-0.055328	-0.0558722	-0.0551831
-0.0553227	-0.0558755	-0.0552355
-0.0552798	-0.0558428	-0.0552917
-0.0552995	-0.0559119	-0.0552673
-0.0552792	-0.0559451	-0.0552697
-0.0553192	-0.0559608	-0.0552855
-0.0552981	-0.0559914	-0.0553396
-0.0552649	-0.0560261	-0.0553483
-0.0552326	-0.0560521	-0.0554104
-0.0552805	-0.0560379	-0.0554573
-0.0553045	-0.0560442	-0.0554602
-0.0552633	-0.0560038	-0.0554913
-0.0552693	-0.0559596	-0.055483
-0.0553278	-0.0560127	-0.0555284
-0.0553367	-0.0559533	-0.0555364
-0.055341	-0.0559606	-0.0555323
-0.0553673	-0.055953	-0.0556288
-0.0553545	-0.055949	-0.0556515
-0.0553593	-0.0559417	-0.0556514
-0.0553756	-0.0559424	-0.0556402
-0.0554	-0.0559279	-0.0556504
-0.0554138	-0.0559214	-0.0556498
-0.0554507	-0.055886	-0.0556246
-0.0554785	-0.0559305	-0.0556361
-0.055451	-0.0559001	-0.0556779
-0.0554618	-0.0558611	-0.0557467
-0.0554767	-0.0558581	-0.0557502
-0.0554214	-0.0558461	-0.0557847
-0.0554079	-0.0558789	-0.055795
-0.0553675	-0.0558278	-0.0557598
-0.0553856	-0.0557918	-0.0558326
-0.0553903	-0.055801	-0.0558027
-0.0553487	-0.0558439	-0.0558056
-0.0553752	-0.0558396	-0.0557746
-0.0553285	-0.0558743	-0.055743
-0.0553157	-0.055907	-0.0558279
-0.055352	-0.0558976	-0.0559122
-0.0553994	-0.0559189	-0.0558961
-0.055363	-0.0559011	-0.055941
-0.0554221	-0.0559465	-0.055972
-0.055445	-0.0559268	-0.0559838
-0.0554273	-0.0559344	-0.0559781
-0.055379	-0.0558808	-0.0560532
-0.0554559	-0.0558547	-0.056071
-0.0554894	-0.0558683	-0.056105
-0.0555307	-0.0558786	-0.0560774
-0.0555338	-0.0559311	-0.056031
-0.0555708	-0.0559802	-0.0560323
-0.055579	-0.055999	-0.0559874
-0.05563	-0.0560027	-0.0559341
-0.055639	-0.056058	-0.0560144
-0.055733	-0.0560691	-0.0559883
-0.0556188	-0.0560232	-0.0560046
-0.0556683	-0.0561327	-0.0560263
-0.0556793	-0.0561675	-0.056008
-0.0556756	-0.0561885	-0.0560156
-0.055637	-0.0560881	-0.0559986
-0.0556841	-0.0561165	-0.0559985
-0.0556835	-0.0561283	-0.0560253
-0.0556723	-0.0560812	-0.0560962
-0.055712	-0.0560649	-0.0560861
-0.0556604	-0.0560619	-0.0561476
-0.0556576	-0.0560379	-0.0561411
-0.0556994	-0.0560152	-0.0561046
-0.0557039	-0.0560439	-0.056116
-0.0556731	-0.0559917	-0.0561417
-0.0556705	-0.056004	-0.0561849
-0.0556882	-0.0560367	-0.0562693
-0.0556904	-0.0560483	-0.0562098
-0.0557065	-0.0560452	-0.0562902
-0.0557418	-0.0560519	-0.0563118
-0.0556933	-0.0560715	-0.0562739
-0.0556766	-0.0560499	-0.0563103
-0.0557366	-0.0560302	-0.0563317
-0.0557818	-0.0560218	-0.0564362
-0.0557795	-0.0560605	-0.0564407
-0.0557664	-0.0560715	-0.0564674
-0.0557572	-0.0560395	-0.0565308
-0.0557532	-0.0560075	-0.0565619
-0.0556712	-0.0561008	-0.0565779
-0.0556782	-0.0560963	-0.0565647
-0.0555896	-0.0561453	-0.0566003
-0.0555377	-0.0561724	-0.0566418
-0.0555042	-0.0561627	-0.0566501
-0.0554617	-0.0561661	-0.0566963
-0.0554469	-0.0562592	-0.0567136
-0.0553602	-0.0562522	-0.0567322
-0.0553395	-0.0562476	-0.0567974
-0.0553997	-0.0562819	-0.0568248
-0.0553727	-0.0562981	-0.0568886
-0.0553253	-0.0562737	-0.0568584
-0.0554622	-0.0563486	-0.0568331
-0.0555106	-0.0564212	-0.0568225
-0.0555269	-0.0564282	-0.0568684
-0.0555403	-0.056539	-0.056942
-0.0554582	-0.0565153	-0.0569851
-0.0555341	-0.0565743	-0.0570294
-0.0555388	-0.0566574	-0.057026
-0.0555731	-0.0566978	-0.0570427
-0.0556413	-0.0567778	-0.0570608
-0.0556461	-0.056706	-0.057134
-0.0556257	-0.056753	-0.0572446
-0.0556503	-0.0568163	-0.057275
-0.0556938	-0.0568447	-0.0572275
-0.0556515	-0.0569286	-0.0572867
-0.0557166	-0.0569283	-0.0572983
-0.0557129	-0.0570075	-0.0572638
-0.0557555	-0.0570558	-0.0572745
-0.055758	-0.0569826	-0.0573308
-0.0557368	-0.0569895	-0.0573282
-0.0557449	-0.0570829	-0.0573589
-0.0557794	-0.0570691	-0.0573753
-0.0557493	-0.0571335	-0.0573462
-0.0557455	-0.0572387	-0.0573837
-0.0557914	-0.057304	-0.0573113
-0.0557701	-0.0573425	-0.0573092
-0.0557469	-0.0573894	-0.0574014
-0.0557499	-0.0574823	-0.0574247
-0.0557474	-0.0575647	-0.0574501
-0.0557977	-0.0574976	-0.0574784
-0.055837	-0.0575258	-0.0575068
-0.0558015	-0.0575797	-0.05758
-0.0558009	-0.0576164	-0.0575578
-0.0558325	-0.0576149	-0.0575917
-0.0558807	-0.0577244	-0.0576437
-0.0558638	-0.0576674	-0.0577407
-0.0558941	-0.0576784	-0.0577962
-0.0558846	-0.0577105	-0.0578337
-0.0559112	-0.0577706	-0.0578476
-0.0559324	-0.0578721	-0.0577942
-0.0559969	-0.0579699	-0.0578243
-0.0560475	-0.0580594	-0.0578233
-0.0560184	-0.058098	-0.0578239
-0.0560193	-0.0581125	-0.0578037
-0.0560495	-0.0580948	-0.0578028
-0.056117	-0.0580272	-0.0577739
-0.056075	-0.0580407	-0.0578376
-0.0561015	-0.0581319	-0.0578734
-0.0560858	-0.0581333	-0.057886
-0.0560537	-0.0581786	-0.0578806
-0.0559787	-0.0582498	-0.0578239
-0.0559847	-0.05833	-0.0578544
-0.0560313	-0.0584167	-0.0579047
-0.0559143	-0.0584648	-0.0579561
-0.0558981	-0.058493	-0.0579999
