t,initial_ramp,delta_ramp
-0.5,0.0,7.8283593442954205
-0.453,0.0,7.804610733638343
-0.41,0.0,7.739463832690321
-0.366,0.0,7.639185146845276
-0.32,0.0,7.504156774828278
-0.274,0.0,7.368887209610887
-0.23,0.0,7.288296405426515
-0.188,0.0,7.229286948087516
-0.145,0.0,7.155232923896606
-0.103,0.0,7.021850779404944
-0.06,0.0,6.802000481922109
-0.016,0.0,6.571130364236594
0.027,0.0,6.367289922915902
0.072,0.0,6.158323365217311
0.12,0.0,5.962690223667788
0.171,0.0,5.790287873226469
0.218,0.0,5.621453983066289
0.267,0.0,5.4379112697612895
0.322,0.0,5.2706365067668495
0.375,0.0,5.161876859823405
0.426,0.0,5.028419324681203
0.476,0.0,4.8369062158221015
0.526,0.0,4.587325532592291
0.575,0.0,4.322562289702462
0.623,0.0,4.101040828440614
0.667,0.0,3.988011367832573
0.712,0.0,3.887793479633817
0.76,0.0,3.7240446761032535
0.81,0.0,3.4989977424648124
0.862,0.0,3.2530335842431746
0.913,0.0,2.9935462128799872
0.971,0.0,2.7319917271003242
1.045,0.0,2.5124085139587775
1.124,0.0,2.2817846300097773
1.194,0.0,2.0404299677018365
1.27,0.0,1.7977904371362956
1.35,0.0,1.5602459386073675
1.442,0.0,1.3725127277541502
1.54,0.0,1.1826342864334594
1.688,0.0,0.9595957022556266
1.844,0.0,0.7313617352729556
1.936,0.0,0.567244300490349
2.014,0.0,0.43866319686171384
2.085,0.0,0.3239016780647227
2.161,0.0,0.24136512876756797
2.254,0.0,0.18832730793723199
2.346,0.0,0.06193501385419989
2.423,0.0,-0.0582566539457332
2.503,0.0,-0.11365246891794556
2.584,0.0,-0.09767550265446098
2.68,0.0,-0.08871538379208779
2.774,0.0,-0.05870239281464453
2.877,0.0,0.041109665210852686
2.996,0.0,0.0470296277803198
3.102,0.0,0.09420321532526851
3.196,0.0,0.17272487995423122
-4.157,1.376085109512907,0.25240617848968583
-4.009,1.1446893265773,0.5848856489048657
-3.885,0.923635354691065,0.8501171297809549
-3.796,0.7534611147433736,1.056169565217381
-3.672,0.6004825269695999,1.3163455377574138
-3.499,0.46072188623733723,1.5662434782608443
-2.177,0.3438094311866635,1.7549280483817924
-2.049,0.23356301078784014,1.935289669826723
-1.568,0.0894463713632021,2.1517292579274
-1.423,-0.0634847172278441,2.370227394573355
-1.349,-0.12335980712649786,2.5095466165413143
-1.275,-0.1299381006864877,2.5651621118012073
-1.195,-0.127515315462567,2.5869935272964852
-1.117,-0.09832332461587612,2.600816737495876
-1.056,-0.03432142857142395,2.690837365151978
-0.996,0.07418527296503186,2.7283262177181626
-0.936,0.17974803857470079,2.764760346518436
-0.873,0.2501495750245155,2.79381493952269
-0.813,0.2927376430205939,2.84432082379859
-0.755,0.30308958810069697,3.00894913370378
-0.702,0.4332449329846355,3.028091565871158
-0.653,0.6121174730303949,2.972774370709338
-0.608,0.7532701699901949,2.9388748610656705
-0.564,0.8870667048054912,2.918953121935232
-0.523,1.0060205786204577,2.879808074534118
-0.48,1.1360581726054164,2.803207159202316
-0.437,1.3670929879045346,2.5499477607060754
-0.392,1.553697204968934,2.352771951618145
-0.345,1.6862988394900142,2.2103920889179136
-0.299,1.8094944262830879,2.088706668846001
-0.25,1.9199693854200603,2.0291796011768284
-0.201,1.9735635665249873,2.0674175547564317
-0.153,2.046088705459283,2.1684393265772854
-0.11,2.21649704151681,2.170764530892427
-0.067,2.3777771003595802,2.206533638443908
-0.025,2.4259074043804887,2.2633508336057204
0.018,2.4030449329846206,2.306793102320981
0.059,2.3357218862373017,2.41105279503104
0.102,2.2612705949656515,2.5874777051323647
0.146,2.265123978424299,2.6896529911735456
0.199,2.2805682085648655,2.719886498855807
0.264,2.1956887381496983,2.7640025171624387
0.333,2.052413354037249,2.7948850604772417
0.391,1.9774003105589841,2.743428865642329
0.449,2.010145259888837,2.583214710689731
0.509,2.082183474991801,2.398213076168659
0.573,2.1514461752206344,2.1350606407322417
0.653,2.1511622915985384,2.028591467799913
0.746,2.1962479731938274,1.9224978424321435
0.822,2.2671836711343403,1.7938893756129204
0.892,2.3085524190911926,1.7007739130434487
0.948,2.344389457338984,1.6393494932984325
1.005,2.4883690258254134,1.4900679960771157
1.061,2.716857943772453,1.2735175220660153
1.118,2.902089620791081,1.100158450473998
1.173,3.061598152991145,0.931169859431165
1.23,3.2708557535141836,0.7051367440339931
1.289,3.49206869892118,0.5310451781627918
1.351,3.7040183556717423,0.33911088591042926
1.412,3.900954053612246,0.0762812683883567
1.481,4.004414890487048,-0.1264457665903933
1.55,4.049668208564846,-0.26487803203660576
1.614,4.162080173259191,-0.41847319385419013
1.673,4.3656178326249915,-0.6102358287021801
1.733,4.570659741745622,-0.8288281137626612
1.792,4.700064743380139,-0.9427361229159814
1.847,4.761538362209819,-0.9567459954233257
1.899,4.813065299117305,-0.9275271330500061
1.952,4.893396681922148,-0.9473459954233405
2.008,4.9722435599868575,-1.0324628963713351
2.064,5.0027118175873895,-1.031598757763966
2.122,5.0211886400784,-0.9825763975155155
2.184,5.1018709872506705,-1.0200952271984107
2.257,5.221558041843679,-1.1430066688460059
2.339,5.304630451127757,-1.2802963713631712
2.419,5.332882298136575,-1.361034553775717
2.523,5.321040552468055,-1.4571216083687233
2.633,5.256654674730235,-1.5859905197776811
2.724,5.137524762994381,-1.6872384439358967
2.801,5.0142401274925845,-1.8164602157567629
2.881,4.909949411572363,-1.9281133050016237
2.949,4.77651779993456,-1.9375608368747663
3.008,4.59975500163447,-1.899738378555064
3.057,4.417395766590339,-1.8995114743379915
3.107,4.250455459300376,-1.9088304674730097
3.168,4.114783671134312,-1.828135011441617
3.235,3.977658728342554,-1.729989016018287
3.298,3.84067170643997,-1.658433769205601
3.364,3.7261017816279463,-1.6390503759398385
3.437,3.59000070284403,-1.5766729650212312
3.51,3.463523389996695,-1.4412946060803975
3.574,3.3537777868584087,-1.291336874795661
3.648,3.232302239293851,-1.2429207584177604
3.726,3.0810608532199737,-1.2098024517816128
3.794,2.8871212978097063,-1.088030205949643
3.861,2.6812014874141568,-0.943154037267071
3.94,2.4461939032363205,-0.8044186662307808
4.021,2.17295160183064,-0.6142352075841657
4.075,1.9275139424648344,-0.4106864988558314
4.137,1.6394381006864833,-0.0948280483818209
-10.778,0.0,0.08517927858777297
-9.655,0.0,-0.0033711104282441173
-9.505,0.0,-0.03734470310558957
-8.678,0.0,-0.0407971123896691
-8.535,0.0,0.019220524092840696
-8.408,0.0,0.09009689545603061
-8.286,0.0,0.10298211611637687
-7.288,0.0,0.06332007296502074
-7.156,0.0,0.10811091637790016
-7.045,0.0,0.1463912040536106
-6.93,0.0,0.2053319624713934
-4.993,0.0,0.27479356430205626
-4.896,0.0,0.3088005306309214
-4.824,0.0,0.281950892186986
-4.76,0.0,0.20874363393265538
-4.689,0.0,0.20211599745014475
-4.602,0.0,0.16437682451781432
-4.523,0.0,0.10453748159529153
-4.451,0.0,0.04143473559986899
-4.389,0.0,0.0206767297155932
-4.327,0.0,0.0029414665576987797
-4.247,0.0,-0.014916558940829772
-4.113,0.0,-0.013112949918273387
-3.975,0.0,0.025268978816606502
-3.811,0.0,0.09079282974828295
-3.736,0.0,0.0921221759398485
-3.669,0.0,0.08335001510297402
-3.601,0.0,0.13788983857469628
-3.54,0.0,0.12011787388035167
-3.476,0.0,0.10068380392284948
-3.412,0.0,0.1294294005230454
-3.356,0.0,0.19617309454069698
-3.305,0.0,0.237623617587444
-3.251,0.0,0.23364030604772523
-3.189,0.0,0.22076079313500885
-3.121,0.0,0.2572524015037565
-3.057,0.0,0.34544051199738046
-2.997,0.0,0.41413554305328004
-2.939,0.0,0.4697991488067934
-2.878,0.0,0.5421214600196071
-2.818,0.0,0.6379024178489621
-2.758,0.0,0.7715969814318306
-2.691,0.0,0.9523608356325473
-2.596,0.0,1.123630299509629
-2.529,0.0,1.2002674129453914
-2.465,0.0,1.2804326270676527
-2.404,0.0,1.3993755234390144
-2.341,0.0,1.5542055626675184
-2.286,0.0,1.6654809042824241
-2.235,0.0,1.8356868179797083
-2.184,0.0,2.0306934966328605
-2.131,0.0,2.237319289375584
-2.072,0.0,2.4536839477606742
-2.017,0.0,2.6978908912062414
-1.961,0.0,2.995636376659
-1.906,0.0,3.34278508865638
-1.847,0.0,3.7512469618175386
-1.788,0.0,4.083162970317045
-1.726,0.0,4.419947586204585
-1.654,0.0,4.767259057273557
-1.566,0.0,5.091046510689702
-1.452,0.0,5.4162273541025785
-1.384,0.0,5.750408246551086
-1.325,0.0,6.059308579993384
-1.268,0.0,6.388219197842351
-1.204,0.0,6.773105036351661
-1.138,0.0,7.137574150441229
-1.079,0.0,7.453772061523277
-1.023,0.0,7.678191682314382
-0.968,0.0,7.826118331546156
-0.907,0.0,7.926661198496137
-0.842,0.0,7.986753424713856
-0.774,0.0,7.995282751291168
-0.71,0.0,7.901533823537
-0.647,0.0,7.737407233147986
-0.581,0.0,7.503994948087512
-0.517,0.0,7.172866507420632
-0.446,0.0,6.678805036351663
-0.327,0.0,6.214992555148661
-0.202,0.0,5.776317592742651
0.29,0.0,5.3612875665903195
1.465,0.0,5.005640750637398
1.64,0.0,4.731137001046032
1.724,0.0,4.502108481922138
1.822,0.0,4.334252094213739
2.082,0.0,4.200524405426555
2.214,0.0,4.064619501863302
3.378,0.0,3.7726006362209388
3.613,0.0,3.46883874998361
-2.592,0.0,0.12212066113435616
-2.421,0.0,0.39318186960117196
-2.326,0.0,0.6478664900653726
-2.256,0.0,0.8246178163157789
-2.193,0.0,0.8962231092219564
-2.13,0.0,1.0183380418796861
-2.069,0.0,1.2078437666263329
-2.011,0.0,1.5403462352762143
-1.944,0.0,1.6882327895423124
-1.864,0.0,1.7113482614285491
-1.785,0.0,1.6930825626707855
-1.712,0.0,1.6868418913729757
-1.64,0.0,1.8425525914383547
-1.579,0.0,2.159165766822463
-1.528,0.0,2.393268814713928
-1.476,0.0,2.4976703062144168
-1.422,0.0,2.669431105004869
-1.368,0.0,3.105184603043438
-1.308,0.0,3.780621500558957
-1.247,0.0,4.498571300657019
-1.191,0.0,5.131732055642299
-1.141,0.0,5.662261707129707
-1.092,0.0,6.094461155544216
-1.042,0.0,6.437514772412469
-0.991,0.0,6.738919189215341
-0.938,0.0,7.058380248385001
-0.888,0.0,7.359752719780878
-0.844,0.0,7.532349414779241
-0.802,0.0,7.55349999993779
-0.757,0.0,7.516241971170219
-0.712,0.0,7.44749423007836
-0.666,0.0,7.33852276881651
-0.623,0.0,7.195214282383038
-0.578,0.0,7.006448571366368
-0.529,0.0,6.792165786142442
-0.481,0.0,6.662581886175134
-0.436,0.0,6.7161796566883725
-0.389,0.0,6.877358237924069
-0.344,0.0,6.970719888790363
-0.301,0.0,6.9336534912748355
-0.257,0.0,6.857490202618414
-0.214,0.0,6.836749574962316
-0.172,0.0,6.873786106508574
-0.13,0.0,6.923834651784808
-0.091,0.0,6.970811663880262
-0.055,0.0,7.027049512850513
-0.016,0.0,7.073393445508244
0.022,0.0,7.054830575289219
0.061,0.0,6.927922451719426
0.1,0.0,6.691646211117926
0.138,0.0,6.3823015200424145
0.179,0.0,6.0508264301437595
0.221,0.0,5.741275338283677
0.263,0.0,5.468335544233338
0.305,0.0,5.224194082971491
0.348,0.0,4.978072438643283
0.393,0.0,4.691307580846621
0.438,0.0,4.355021242173856
0.484,0.0,4.0130641908498985
0.534,0.0,3.727812677283378
0.591,0.0,3.5142447760084536
0.653,0.0,3.3481805949035195
0.715,0.0,3.2351954232788067
0.774,0.0,3.166745024455663
0.828,0.0,3.1118821150081324
0.881,0.0,3.094884305266387
0.934,0.0,3.1181599705164684
0.985,0.0,3.1316077769891715
1.037,0.0,3.13378156678976
1.087,0.0,3.1337679293265364
1.135,0.0,3.1358284729682495
1.185,0.0,3.171307940768184
1.237,0.0,3.1260117478946965
1.292,0.0,3.0181614105295456
1.351,0.0,2.9022135347531495
1.409,0.0,2.815262208502742
1.469,0.0,2.6806287083392917
1.538,0.0,2.5273844232788165
1.596,0.0,2.310005158159499
1.659,0.0,2.0362131140274338
1.723,0.0,1.7672958580941254
1.788,0.0,1.5764176258286817
1.853,0.0,1.4674158463255775
1.91,0.0,1.3634646555769683
1.966,0.0,1.1770459806832145
2.023,0.0,1.0544497807812874
2.096,0.0,0.9192581346224138
2.199,0.0,0.9358258744066568
2.26,0.0,0.9658333167080622
2.316,0.0,0.9233284092219561
2.372,0.0,0.7874263899346091
2.43,0.0,0.5290679728048315
2.49,0.0,0.2021611257960092
2.553,0.0,0.07472013854527537
2.611,0.0,0.07018588486760291
2.662,0.0,0.008654203272311145
2.711,0.0,-0.1771007630565522
2.76,0.0,-0.29906695691075114
2.814,0.0,-0.2787836718502741
2.884,0.0,-0.11607249139914844
-4.139,0.0,1.2469748316443159
-4.084,0.0,1.390401147433792
-4.03,0.0,1.530403501144157
-3.976,0.0,1.616801997384755
-3.921,0.0,1.6175333801895917
-3.859,0.0,1.6796164792415667
-3.794,0.0,1.7835425335076707
-3.728,0.0,1.8838402124877192
-3.657,0.0,2.0095653514220118
-3.57,0.0,2.145349463877068
-3.484,0.0,2.2628526348479667
-3.151,0.0,2.4177779045439465
-3.037,0.0,2.4907218077802895
-2.948,0.0,2.481533510951266
-2.838,0.0,2.4069492023536867
-2.738,0.0,2.412374145145442
-2.644,0.0,2.5049453775743373
-2.558,0.0,2.6454152696959525
-2.479,0.0,2.801968326250382
-2.406,0.0,2.9179469140241565
-2.328,0.0,2.9937675416802563
-2.245,0.0,3.035484409937858
-2.163,0.0,3.024969568486398
-2.093,0.0,3.046490980712612
-2.031,0.0,3.0948470774762598
-1.97,0.0,3.2275028800261154
-1.914,0.0,3.362506345210818
-1.864,0.0,3.5001409970578194
-1.807,0.0,3.6593107911081617
-1.742,0.0,3.8094841811048923
-1.685,0.0,3.877987155933262
-1.63,0.0,3.958877806472664
-1.566,0.0,3.9231895423340504
-1.498,0.0,3.908406312520391
-1.426,0.0,3.974228345864617
-1.336,0.0,4.114258878718495
-1.251,0.0,4.315753223275529
-1.183,0.0,4.437195949656704
-1.12,0.0,4.538185717554704
-0.997,0.0,4.551189640405305
-0.876,0.0,4.567046979404985
-0.781,0.0,4.522490359594585
-0.709,0.0,4.527207816279777
-0.637,0.0,4.589700885910382
-0.583,0.0,4.624951556064026
-0.533,0.0,4.610918081072192
-0.477,0.0,4.539481271657351
-0.424,0.0,4.428794903563201
-0.378,0.0,4.275679081399112
-0.33,0.0,4.076259172932282
-0.28,0.0,3.8831645668518675
-0.233,0.0,3.727377283425909
-0.183,0.0,3.4682030107877964
-0.132,0.0,3.2705125890813633
-0.085,0.0,3.1756718568159172
-0.038,0.0,3.0305846714612272
0.009,0.0,2.8932921248773837
0.054,0.0,2.787020336711315
0.099,0.0,2.656106999019265
0.147,0.0,2.5233958188950325
0.198,0.0,2.484645737168975
0.25,0.0,2.4272514906832114
0.3,0.0,2.393197028440632
0.358,0.0,2.380586861719493
0.423,0.0,2.3660755508335853
0.491,0.0,2.3237900980712354
0.579,0.0,2.182898401438351
0.655,0.0,2.0321252402745813
0.72,0.0,1.895864109185986
0.795,0.0,1.7638981072245628
0.876,0.0,1.7397509676364677
0.946,0.0,1.7145475351421808
1.008,0.0,1.6132877770513119
1.063,0.0,1.5330544328211673
1.116,0.0,1.4998899673095636
1.169,0.0,1.46830882968289
1.224,0.0,1.4104123929388521
1.286,0.0,1.40080036286367
1.381,0.0,1.2951188002615126
1.526,0.0,1.197443350768225
1.673,0.0,1.1223589440993678
1.84,0.0,0.9775890519777732
1.957,0.0,0.8286872540045707
2.068,0.0,0.6772460640732234
2.159,0.0,0.4866466198103936
2.247,0.0,0.313312850604774
2.416,0.0,0.12975547891468153
2.686,0.0,-0.005638538738139687
2.83,0.0,-0.09320947695324122
2.938,0.0,-0.1533139555410159
3.073,0.0,-0.16720424648576682
3.34,0.0,-0.14392046093494315
3.477,0.0,-0.08055602811375451
3.589,0.0,0.03782265773129012
3.704,0.0,0.1629517195161867
3.796,0.0,0.35433949329846115
3.906,0.0,0.4766520137299821
4.022,0.0,0.6730524387054615
4.111,0.0,0.8586787544949317
4.187,0.0,1.0687240634194168
-4.541,-0.8977372638116847,0.5800001307616824
-4.366,-1.034760277868564,0.3977565544295487
-4.2,-1.152345992154288,0.3176835567178955
-3.974,-1.2062170938214933,0.2516708401438379
-3.613,-1.2408617489375544,0.1696788819875934
-2.667,-1.208605161817566,0.11409957502451107
-2.578,-1.097914445897331,0.14904704151683745
-2.198,-1.0210227819548692,0.3096673095783018
-2.101,-0.8745781922196585,0.5020990846681812
-2.021,-0.7462442268715037,0.7747292579274117
-1.947,-0.5797640372670614,0.9341130434782414
-1.88,-0.3700956162144351,0.8612273945733762
-1.813,-0.17593157567831952,0.8502197450147051
-1.756,0.0670013762667665,0.7853442955213907
-1.704,0.25752563255965555,0.75072860411899
-1.653,0.3339255344884009,0.9981426283098855
-1.601,0.48308578293559634,1.0556294213795212
-1.548,0.5951282804838129,1.1395152010460805
-1.492,0.6866340339980326,1.3395984635501677
-1.435,0.8454080778031923,1.4154582543314689
-1.352,1.046618898332781,1.3240881006864882
-1.236,1.2188877770513145,1.2950808434128618
-1.152,1.3552528636809242,1.3645355998692281
-1.074,1.4631976495586656,1.3995385746975941
-1.002,1.486670974174558,1.450705361229133
-0.937,1.478521611637781,1.5715245178162576
-0.878,1.4634170676691625,1.7282590715919994
-0.825,1.4790036319058473,1.9485767898005477
-0.776,1.558543383458634,2.0290531546256645
-0.73,1.693246946714602,1.9036956194834573
-0.686,1.8297218404707252,1.8496174893755892
-0.645,1.952352994442613,1.9057397842431882
-0.606,2.0527938247793216,2.0035351748937273
-0.568,2.197231811049342,2.065919777705105
-0.53,2.2987782641385834,2.222492121608333
-0.49,2.387796472703471,2.342793788819847
-0.45,2.596806737495889,2.3204048381823767
-0.407,2.7926112487740866,2.443708695652134
-0.357,2.953430634194156,2.6186593984961917
-0.305,3.1372057240928157,2.5794960771493507
-0.252,3.283967705132362,2.487158777378191
-0.192,3.37342749591366,2.4592845047400758
-0.14,3.4157997090552144,2.414007224583152
-0.082,3.3985539424648223,2.401179764628928
-0.029,3.37689653808431,2.4111647597253594
0.025,3.392353680941447,2.3313365152010093
0.076,3.4804674762994097,2.2103644328211516
0.124,3.6887950016344817,1.969674828375254
0.177,3.9330836907485676,1.5169491990846424
0.229,4.112327234390278,1.1817253350768055
0.282,4.1653476985942675,1.15363942464856
0.337,4.258201016672068,1.0881690748610424
0.398,4.433741552794977,0.9151967636482468
0.462,4.665527267080691,0.6939734226871437
0.525,4.834932268715207,0.5329008826413855
0.59,4.949870712651133,0.33543935926773116
0.663,5.052186861719463,0.14304403399803078
0.735,5.024275681595235,0.12336717881660775
0.797,4.880964697613543,0.1253767571101676
0.857,4.674541781627923,0.09699172932331379
0.92,4.442593105590014,0.061324158221637504
0.984,4.266560480549138,-0.06574040536121117
1.054,4.144964795684821,-0.1312732592350443
1.127,3.9719891827394136,0.019951454723766915
1.202,3.870058649885543,0.04367440339979822
1.28,3.893253615560596,-0.1593889179470409
1.369,3.88077473357302,-0.2952421052631635
1.492,3.874740604772761,-0.4588389342922454
1.571,3.844800559006167,-0.5459821837201702
1.632,3.785297191892731,-0.47609561948348045
1.691,3.7444802255638763,-0.3885344557044874
1.75,3.8303757142856654,-0.419261327231105
1.808,3.837491765282728,-0.35377159202353425
1.867,3.814087711670439,-0.17739522719843137
1.923,3.796790261523327,-0.026693298463548842
1.979,3.7364322687152267,-0.04950627656096884
2.031,3.6195478947367974,0.05877904543968526
2.084,3.3457960804184026,0.44355681595291685
2.137,3.0665073586138902,0.7564500490356281
2.191,2.815732464857767,0.992365446224234
2.248,2.6456515887544683,1.0295117358613837
2.309,2.558736387708379,0.9643375939849506
2.376,2.4730553154625383,1.0131776397515466
2.464,2.328557374959111,1.1186090552468073
2.563,2.2246153350767983,1.0525382151029632
2.645,2.1438785910427924,0.9263053612291543
2.777,2.049050183066335,0.8852497875122509
2.912,1.9085752239293683,0.8762684537430374
3.13,1.776236387708387,0.8511624060150211
3.344,1.5712863386727562,0.9746612618502652
3.449,1.3634382510624334,1.1650365478914537
3.574,1.176941160509962,1.149286237332447
3.682,0.9238452141222595,1.1892159856161868
3.808,0.7469832984635545,1.2003248447204697
3.937,0.5837541386073895,0.9573780647270169
4.045,0.3225321052631571,0.867770317097083
4.166,0.07174920235371474,0.964915920235363
4.397,-0.22744027133049372,1.035401046093483
4.561,-0.49648476299442024,0.9357010787839002
4.659,-0.7218459594638631,0.7973926446551047
-2.539,0.0,0.24548739519450474
-2.464,0.0,0.32489576753840704
-2.387,0.0,0.4324863994442572
-2.316,0.0,0.5659630594638696
-2.258,0.0,0.6219688064400049
-2.201,0.0,0.7299256779666463
-2.145,0.0,0.8456453383131635
-2.101,0.0,0.9270148123242767
-2.061,0.0,1.0143476390650406
-2.014,0.0,1.1010508590715775
-1.968,0.0,1.174881534128785
-1.925,0.0,1.2458864922850441
-1.883,0.0,1.3081186488721634
-1.842,0.0,1.3787694772474486
-1.804,0.0,1.4509219437397654
-1.767,0.0,1.532813351062419
-1.732,0.0,1.601497380156893
-1.698,0.0,1.636988197090531
-1.662,0.0,1.698479946028092
-1.625,0.0,1.7214442546256719
-1.587,0.0,1.730258350735512
-1.547,0.0,1.763646833899944
-1.506,0.0,1.8121022866622842
-1.464,0.0,1.845825395521388
-1.422,0.0,1.853208010755124
-1.382,0.0,1.9727094981693105
-1.343,0.0,2.0715169417783317
-1.291,0.0,2.1874930843085685
-1.244,0.0,2.3562280499836246
-1.199,0.0,2.5456112503759067
-1.153,0.0,2.7507605377247106
-1.106,0.0,2.977533064694306
-1.058,0.0,3.2835266737168585
-1.011,0.0,3.675029883916265
-0.96,0.0,4.156960619450747
-0.878,0.0,4.685151897646229
-0.806,0.0,5.1791880303693345
-0.751,0.0,5.734943754462168
-0.694,0.0,6.310452437038165
-0.622,0.0,6.809918148054831
-0.559,0.0,7.228346019908373
-0.504,0.0,7.585795196109741
-0.448,0.0,7.960713705426507
-0.402,0.0,8.312855957796558
-0.356,0.0,8.617036775057096
-0.307,0.0,8.854300603105475
-0.26,0.0,9.011226150670037
-0.215,0.0,9.119128419385301
-0.17,0.0,9.198965941451336
-0.127,0.0,9.231779782575884
-0.082,0.0,9.165725245145355
-0.038,0.0,8.999247353677555
0.009,0.0,8.815465997025058
0.056,0.0,8.596662410885799
0.103,0.0,8.304558729944318
0.147,0.0,7.916264872474562
0.199,0.0,7.5168432346844405
0.25,0.0,7.143249628930931
0.301,0.0,6.7203659479894515
0.353,0.0,6.162130851552715
0.401,0.0,5.549797062732847
0.444,0.0,4.982295728963649
0.497,0.0,4.538237598855776
0.554,0.0,4.093103306603411
0.606,0.0,3.646443921183346
0.659,0.0,3.244989668159487
0.715,0.0,2.9100070431186285
0.769,0.0,2.6694573242562583
0.823,0.0,2.5019009986596603
0.878,0.0,2.3188190895390353
0.932,0.0,2.1105495766263216
0.985,0.0,1.9200779846027867
1.035,0.0,1.7728166737168778
1.085,0.0,1.630666454691054
1.14,0.0,1.5096752386073682
1.19,0.0,1.4382515642039695
1.243,0.0,1.4390833033344042
1.302,0.0,1.4230316442955029
1.357,0.0,1.4068105975482001
1.405,0.0,1.2947057878064558
1.467,0.0,1.1459115311866475
1.528,0.0,1.0265705821837068
1.583,0.0,0.9506402951618054
1.638,0.0,0.866809716541342
1.69,0.0,0.776936321641049
1.744,0.0,0.674165781922188
1.8,0.0,0.5609777659038828
1.853,0.0,0.4541060032363459
1.905,0.0,0.3309772144164716
1.956,0.0,0.1927801941484119
2.009,0.0,0.06957469006211087
2.067,0.0,-0.01531940343249405
2.132,0.0,-0.08555002095455921
2.202,0.0,-0.133375870905523
2.267,0.0,-0.13592884083033502
2.333,0.0,-0.09064899937888088
2.431,0.0,0.00045175119320040036
2.483,0.0,0.06058561520104527
2.536,0.0,0.13743088489702343
2.588,0.0,0.1945699751225865
-18.256,0.0,0.46219448512585615
-18.009,0.0,0.39745381824125303
-17.573,0.0,0.41155202026806137
-17.354,0.0,0.5514410362863629
-17.26,0.0,0.784026685191229
-16.259,0.0,0.924527796665565
-16.106,0.0,1.0684229584831613
-15.137,0.0,1.1722617947041485
-15.004,0.0,1.2306631023210102
-14.455,0.0,1.1421402190258263
-14.209,0.0,1.0508071036286353
-14.01,0.0,1.0637182837528556
-13.83,0.0,1.0040670251716222
-12.953,0.0,0.9994298234717149
-12.836,0.0,0.8453428996403929
-12.467,0.0,0.71005192219679
-11.736,0.0,0.5555364596273265
-11.128,0.0,0.46181687806473093
-10.98,0.0,0.36545143184047646
-10.72,0.0,0.41548889506374564
-10.052,0.0,0.4538554200719176
-9.93,0.0,0.49902796011767947
-9.571,0.0,0.7058310003269028
-8.997,0.0,1.0069752631578766
-8.847,0.0,1.2744191990846616
-7.775,0.0,1.4667256390977386
-7.685,0.0,1.6761208989865892
-7.578,0.0,1.7812696077149255
-7.363,0.0,1.8844181203007437
-6.582,0.0,1.8485512683883414
-6.429,0.0,1.8941456456358168
-6.249,0.0,2.023016387708381
-5.245,0.0,1.9798733017325745
-5.15,0.0,2.0032432265446047
-4.97,0.0,1.9006531317423807
-4.62,0.0,1.7915922621771685
-4.296,0.0,1.5706671559332932
-3.957,0.0,1.645889450800901
-3.886,0.0,1.6881671886237157
-3.651,0.0,2.13454620137297
-3.231,0.0,2.7228139686171673
-2.97,0.0,3.2424300523046483
-2.728,0.0,4.5047620889179
-2.577,0.0,5.885675361229083
-2.098,0.0,7.152950320366038
-1.922,0.0,8.394367907812907
-1.452,0.0,9.240687195161705
-1.292,0.0,9.97048892775404
-0.925,0.0,10.64043999019274
-0.423,0.0,11.138316583850795
-0.152,0.0,11.546955975808949
-0.049,0.0,11.801367777051176
0.067,0.0,11.792862971559188
0.213,0.0,11.675455223929255
0.475,0.0,11.294143128473223
0.951,0.0,10.731881408957044
1.252,0.0,10.070812857142734
1.359,0.0,9.37623770186324
1.94,0.0,8.533000663615454
2.135,0.0,8.049590627656002
2.44,0.0,7.391851399149957
2.578,0.0,6.842691673749513
3.881,0.0,6.697662317750819
3.979,0.0,6.182975916966257
4.702,0.0,5.434234269369014
4.901,0.0,4.610314033997987
5.132,0.0,3.6438046518469633
5.238,0.0,2.890560585158518
5.387,0.0,2.2073765707747484
6.43,0.0,1.619229136972848
6.525,0.0,1.1566884047074026
6.749,0.0,0.7838641484145157
7.469,0.0,0.5339647041516784
7.625,0.0,0.3513351193200478
7.858,0.0,0.1625251487414232
8.595,0.0,0.050902788492969364
8.927,0.0,-0.014761186662312298
9.022,0.0,-0.12573905524681095
10.112,0.0,-0.10409583850931625
10.206,0.0,0.023742670807457955
10.309,0.0,0.08265993135011485
10.878,0.0,0.0637431938542008
11.318,0.0,-0.00312195815625671
11.403,0.0,0.0005763419418158833
11.554,0.0,0.026093112128151574
12.323,0.0,0.10259582543314849
12.455,0.0,0.19034067669173282
13.104,0.0,0.22924698594312076
13.458,0.0,0.28302148741419586
13.707,0.0,0.2722365903890065
13.822,0.0,0.26196839816932993
14.225,0.0,0.267904586466166
14.598,0.0,0.3151694115723984
14.956,0.0,0.3736011866622988
15.067,0.0,0.3868670905524709
16.02,0.0,0.4213678097417457
16.113,0.0,0.37927084995096294
17.083,0.0,0.3726381922196822
17.271,0.0,0.2967570219025859
17.612,0.0,0.4040146551160504
-7.091,0.0,0.23572620464203453
-7.04,0.0,0.33715788166067284
-6.98,0.0,0.39020623079436234
-6.92,0.0,0.4589733115397223
-6.859,0.0,0.5271931873161151
-6.792,0.0,0.6252782151029663
-6.709,0.0,0.7020403595946192
-6.626,0.0,0.8099777247466307
-6.508,0.0,1.0086798823144676
-6.361,0.0,1.2562122131415308
-5.144,0.0,1.5185423864007532
