lap2_7_samp	cur2_7_samp	lap2_8_samp	cur2_8_samp	lap2_9_samp	cur2_9_samp	lap2_10_samp	cur2_10_samp	lap2_11_samp	rp1327	in_delta_vm	ind_t
0.466745	0.00578381	0.595521	0.0068713	0.509266	0.00908024	0.514843	0.00715042	0.461633			
0.466742	0.00559422	0.595519	0.00684868	0.509263	0.0091715	0.51484	0.00700999	0.46163			
0.466739	0.00593296	0.595516	0.00686875	0.50926	0.00929901	0.514837	0.0072453	0.461627			
0.466736	0.00563626	0.595513	0.00685366	0.509257	0.00920684	0.514835	0.00702776	0.461624			
0.466733	0.00568791	0.59551	0.00683853	0.509255	0.00898964	0.514832	0.00719727	0.461621			
0.466731	0.00557753	0.595507	0.00682399	0.509252	0.00897475	0.514829	0.00699514	0.461619			
0.466728	0.00551369	0.595504	0.00657795	0.509249	0.00917529	0.514826	0.00715946	0.461616			
0.466725	0.0055382	0.595502	0.0065712	0.509245	0.00913319	0.514823	0.00708276	0.461613			
0.466722	0.00580371	0.595499	0.00665388	0.509242	0.00904717	0.51482	0.00711893	0.46161			
0.466719	0.00564854	0.595496	0.00668531	0.509239	0.00915199	0.514817	0.00704781	0.461607			
0.466716	0.00561907	0.595494	0.00685504	0.509237	0.00893711	0.514814	0.00709292	0.461604			
0.466713	0.00575033	0.595491	0.00668273	0.509234	0.00920665	0.514812	0.00704096	0.461601			
0.46671	0.00565219	0.595488	0.00679059	0.509231	0.00918374	0.514809	0.00697401	0.461598			
0.466707	0.00558434	0.595485	0.0066793	0.509228	0.00889675	0.514806	0.00713523	0.461595			
0.466704	0.00554856	0.595482	0.00679101	0.509225	0.0090378	0.514803	0.00706395	0.461592			
0.466701	0.00572155	0.595479	0.00665784	0.509222	0.00912021	0.5148	0.00724634	0.461589			
0.466699	0.00570069	0.595476	0.00698323	0.509219	0.0088506	0.514797	0.00696543	0.461586			
0.466696	0.00571071	0.595473	0.00663491	0.509216	0.00904391	0.514794	0.00721319	0.461583			
0.466693	0.00569368	0.59547	0.00678353	0.509213	0.00886185	0.514792	0.00709569	0.46158			
0.46669	0.00558329	0.595468	0.00669196	0.50921	0.00915478	0.514789	0.00725984	0.461577			
0.466687	0.0056147	0.595465	0.00668129	0.509207	0.0091706	0.514786	0.00722642	0.461574			
0.466684	0.00550277	0.595462	0.00673418	0.509204	0.00918145	0.514783	0.00730358	0.461571			
0.466681	0.00588191	0.595459	0.00693509	0.509201	0.00911398	0.51478	0.00713196	0.461569			
0.466678	0.00552442	0.595456	0.00678623	0.509198	0.00914713	0.514777	0.00712323	0.461566			
0.466675	0.00566596	0.595453	0.00698891	0.509195	0.00921038	0.514774	0.00708471	0.461563			
0.466673	0.00566597	0.59545	0.00690589	0.509192	0.00910006	0.514771	0.00717727	0.46156			
0.46667	0.0056677	0.595447	0.00674399	0.509189	0.00918882	0.514768	0.00713121	0.461557			
0.466667	0.00560666	0.595445	0.00654248	0.509186	0.00927521	0.514765	0.00700417	0.461554			
0.466664	0.00560394	0.595442	0.00680001	0.509183	0.00907364	0.514762	0.00699442	0.461551			
0.466661	0.00543203	0.595439	0.00676218	0.50918	0.00917182	0.51476	0.00723194	0.461548			
0.466658	0.00571397	0.595436	0.00654126	0.509177	0.00913471	0.514757	0.00700504	0.461545			
0.466655	0.00546	0.595433	0.00675179	0.509175	0.00921241	0.514754	0.00703802	0.461543			
0.466652	0.00580983	0.59543	0.00664231	0.509172	0.00917445	0.514751	0.00714343	0.46154			
0.466649	0.00556405	0.595427	0.0066744	0.509169	0.00899514	0.514748	0.00731011	0.461537			
0.466646	0.00574908	0.595424	0.00679865	0.509166	0.00906266	0.514745	0.00699016	0.461534			
0.466644	0.00556437	0.595421	0.00677933	0.509163	0.00899926	0.514742	0.00716619	0.461531			
0.466641	0.00555128	0.595418	0.00659647	0.50916	0.00906273	0.51474	0.0069955	0.461528			
0.466638	0.00577689	0.595415	0.00675517	0.509157	0.00897516	0.514737	0.00727748	0.461525			
0.466635	0.00577526	0.595412	0.00685648	0.509154	0.00904445	0.514734	0.00710809	0.461522			
0.466632	0.00568958	0.595409	0.00669662	0.509151	0.00922243	0.514731	0.00716414	0.461519			
0.466629	0.00559895	0.595406	0.00678288	0.509147	0.00898253	0.514728	0.00718687	0.461517			
0.466626	0.00576036	0.595404	0.00668515	0.509145	0.00918486	0.514725	0.00696389	0.461514			
0.466623	0.00573849	0.595401	0.00660245	0.509142	0.00909157	0.514722	0.00703152	0.461511			
0.46662	0.00554577	0.595398	0.00684039	0.509139	0.00892909	0.514719	0.00703406	0.461508			
0.466617	0.00569906	0.595395	0.00654389	0.509136	0.00922272	0.514716	0.00709859	0.461505			
0.466615	0.00574668	0.595392	0.00704126	0.509133	0.00915201	0.514713	0.00726887	0.461502			
0.466612	0.00574346	0.595389	0.00676623	0.50913	0.00913444	0.51471	0.00693175	0.461499			
0.466609	0.00572041	0.595387	0.00680903	0.509127	0.00915755	0.514707	0.00691085	0.461497			
0.466606	0.00580616	0.595384	0.00667157	0.509124	0.00914754	0.514705	0.00699979	0.461494			
0.466603	0.00574001	0.595381	0.00681037	0.509121	0.00918302	0.514702	0.00721162	0.461491			
0.4666	0.00594161	0.595379	0.0067567	0.509118	0.00914815	0.514699	0.00705329	0.461488			
0.466597	0.00562349	0.595376	0.00665698	0.509115	0.00903805	0.514696	0.00722444	0.461485			
0.466594	0.00556479	0.595373	0.00671653	0.509112	0.0091105	0.514693	0.00703977	0.461482			
0.466591	0.00584823	0.59537	0.00660274	0.509109	0.00893774	0.51469	0.00726134	0.461479			
0.466588	0.00577824	0.595367	0.00679079	0.509107	0.00914388	0.514688	0.00719309	0.461476			
0.466585	0.00568646	0.595365	0.00688335	0.509104	0.0091555	0.514685	0.00694841	0.461473			
0.466582	0.00578384	0.595362	0.0068216	0.509101	0.00883429	0.514682	0.00707966	0.46147			
0.466579	0.00589401	0.595359	0.00671702	0.509098	0.00907559	0.514679	0.00722538	0.461467			
0.466576	0.0055438	0.595356	0.00670383	0.509095	0.00935137	0.514676	0.00719131	0.461464			
0.466573	0.00558344	0.595353	0.00666373	0.509093	0.0089894	0.514673	0.00718016	0.461461			
0.46657	0.00560291	0.59535	0.00695527	0.50909	0.00912656	0.51467	0.00702637	0.461458			
0.466567	0.00568824	0.595348	0.00677178	0.509087	0.00924024	0.514668	0.00710647	0.461455			
0.466565	0.00547584	0.595345	0.00681138	0.509084	0.00903088	0.514665	0.0071595	0.461453			
0.466562	0.00572423	0.595342	0.0068223	0.509081	0.00900269	0.514662	0.00688573	0.46145			
0.466559	0.00548299	0.595339	0.00667253	0.509078	0.00917865	0.514659	0.00720289	0.461447			
0.466556	0.00583463	0.595336	0.00663002	0.509075	0.00899485	0.514656	0.00726733	0.461444			
0.466553	0.00560397	0.595334	0.00688523	0.509072	0.00895237	0.514653	0.00713181	0.461441			
0.46655	0.00564351	0.595331	0.00677161	0.509069	0.00915627	0.51465	0.00704707	0.461438			
0.466547	0.00561089	0.595328	0.00681565	0.509066	0.00890671	0.514647	0.00719894	0.461435			
0.466544	0.00568836	0.595325	0.00691019	0.509063	0.00913286	0.514645	0.00724728	0.461432			
0.466541	0.00567623	0.595322	0.00666969	0.50906	0.00909775	0.514642	0.00715328	0.461429			
0.466538	0.00568066	0.595319	0.00666137	0.509057	0.00913223	0.514639	0.00709536	0.461426			
0.466535	0.00576201	0.595316	0.00670618	0.509054	0.00909528	0.514636	0.00690884	0.461423			
0.466532	0.00560713	0.595313	0.00663541	0.509051	0.00909956	0.514633	0.00710489	0.461421			
0.466529	0.00579804	0.59531	0.00675263	0.509048	0.00930435	0.514631	0.0071329	0.461418			
0.466526	0.00567197	0.595307	0.00667631	0.509045	0.00909883	0.514628	0.00711716	0.461415			
0.466524	0.00561739	0.595305	0.00680717	0.509042	0.00919945	0.514625	0.00725262	0.461412			
0.466521	0.0055458	0.595302	0.00669143	0.509039	0.00902868	0.514622	0.00724685	0.461409			
0.466518	0.00571781	0.595299	0.00676917	0.509036	0.00909859	0.514619	0.00721274	0.461406			
0.466515	0.00587765	0.595296	0.00682462	0.509033	0.00908787	0.514616	0.00706592	0.461403			
0.466512	0.00574975	0.595293	0.00677128	0.509031	0.00879713	0.514613	0.0070655	0.4614			
0.466509	0.00570527	0.59529	0.00687804	0.509027	0.00905008	0.51461	0.00706863	0.461397			
0.466507	0.00589893	0.595288	0.00661512	0.509024	0.00911829	0.514608	0.0068531	0.461394			
0.466504	0.00562034	0.595285	0.00655217	0.509021	0.00919673	0.514605	0.00704857	0.461391			
0.466501	0.00560495	0.595282	0.00675901	0.509018	0.00930882	0.514602	0.00705665	0.461388			
0.466498	0.00560394	0.595279	0.00689203	0.509015	0.00911328	0.514599	0.00725145	0.461386			
0.466495	0.00554182	0.595277	0.00689358	0.509013	0.00916138	0.514596	0.00708247	0.461383			
0.466492	0.00567194	0.595273	0.00665482	0.50901	0.00924967	0.514593	0.0070078	0.46138			
0.466489	0.00562378	0.595271	0.00679961	0.509007	0.00922607	0.51459	0.00709646	0.461377			
0.466486	0.00560669	0.595268	0.00669647	0.509004	0.00919204	0.514588	0.00732999	0.461374			
0.466483	0.00563469	0.595265	0.00664282	0.509001	0.00902862	0.514585	0.00693249	0.461371			
0.46648	0.00574911	0.595262	0.00656915	0.508999	0.00914816	0.514582	0.00702671	0.461368			
0.466477	0.00562228	0.595259	0.00681634	0.508996	0.00911616	0.514579	0.00719334	0.461365			
0.466475	0.00557352	0.595256	0.00669747	0.508993	0.00899401	0.514576	0.00706086	0.461362			
0.466472	0.00557852	0.595254	0.00675449	0.50899	0.00913292	0.514574	0.00731053	0.461359			
0.466469	0.00562348	0.595251	0.00683367	0.508987	0.00906391	0.514571	0.00710295	0.461356			
0.466466	0.0056415	0.595248	0.00678386	0.508984	0.0089975	0.514568	0.00738603	0.461353			
0.466463	0.00558306	0.595245	0.0067149	0.508981	0.00913701	0.514565	0.00708771	0.46135			
0.46646	0.0057883	0.595242	0.0067662	0.508978	0.009245	0.514562	0.00688797	0.461348			
0.466457	0.00582121	0.59524	0.006926	0.508975	0.00918456	0.514559	0.00722435	0.461345			
0.466454	0.00578035	0.595237	0.00675209	0.508972	0.00903917	0.514556	0.00692303	0.461342			
0.466452	0.00579103	0.595234	0.00672888	0.508969	0.00940948	0.514553	0.00715794	0.461339			
0.466449	0.00566092	0.595231	0.00683646	0.508966	0.00897937	0.51455	0.00708704	0.461336			
0.466446	0.00563445	0.595228	0.00663676	0.508963	0.00881123	0.514548	0.00711056	0.461333			
0.466443	0.00560247	0.595226	0.00679923	0.50896	0.0088656	0.514545	0.00714157	0.46133			
0.46644	0.0057171	0.595223	0.00678931	0.508956	0.00920242	0.514542	0.00716933	0.461327			
0.466437	0.00588353	0.59522	0.0067334	0.508953	0.00924116	0.514539	0.0073075	0.461324			
0.466434	0.00568233	0.595217	0.00690114	0.50895	0.00914226	0.514536	0.0069471	0.461321			
0.466431	0.00580698	0.595214	0.00665475	0.508947	0.0090562	0.514533	0.00726893	0.461318			
0.466428	0.00570626	0.595212	0.00699659	0.508945	0.00900574	0.514531	0.00698699	0.461316			
0.466425	0.0056974	0.595209	0.00649725	0.508942	0.00905002	0.514528	0.00695685	0.461313			
0.466422	0.00568375	0.595206	0.00680397	0.508939	0.0091558	0.514525	0.00719263	0.46131			
0.466419	0.00560051	0.595203	0.00669646	0.508936	0.00905704	0.514522	0.00706413	0.461307			
0.466417	0.00567354	0.5952	0.00671677	0.508933	0.00883282	0.514519	0.0072599	0.461304			
0.466414	0.00562651	0.595197	0.00677982	0.50893	0.00920775	0.514516	0.00714591	0.461301			
0.466411	0.00580287	0.595195	0.00682522	0.508927	0.00918393	0.514513	0.00714411	0.461298			
0.466408	0.00571618	0.595192	0.00669291	0.508924	0.00919577	0.514511	0.00712509	0.461295			
0.466405	0.00591165	0.595189	0.00650792	0.508921	0.0091104	0.514508	0.00714938	0.461292			
0.466402	0.00573403	0.595186	0.00685925	0.508918	0.00912063	0.514505	0.00711636	0.461289			
0.466399	0.00577657	0.595183	0.00663632	0.508915	0.00911789	0.514502	0.00690594	0.461286			
0.466396	0.00556159	0.595181	0.00653153	0.508912	0.00910489	0.514499	0.00722496	0.461283			
0.466393	0.00560461	0.595178	0.00664813	0.508909	0.00913076	0.514496	0.00712482	0.461281			
0.46639	0.00566879	0.595175	0.00659837	0.508906	0.00900364	0.514494	0.00711335	0.461278			
0.466388	0.00563903	0.595172	0.0067038	0.508903	0.00899878	0.51449	0.00715898	0.461275			
0.466385	0.00575068	0.595169	0.00677956	0.5089	0.00925887	0.514488	0.00719786	0.461272			
0.466382	0.00584736	0.595167	0.00661725	0.508897	0.00916982	0.514485	0.00718916	0.461269			
0.466379	0.00561348	0.595164	0.00656543	0.508894	0.00892282	0.514481	0.00726816	0.461266			
0.466376	0.00558226	0.595161	0.00663973	0.508891	0.00907818	0.514479	0.00706281	0.461263			
0.466373	0.00564032	0.595158	0.00674147	0.508888	0.00902993	0.514476	0.00700905	0.46126			
0.46637	0.00557583	0.595155	0.00680322	0.508885	0.00905058	0.514473	0.00717007	0.461258			
0.466367	0.00565993	0.595152	0.00665052	0.508882	0.00915559	0.51447	0.00705886	0.461255			
0.466364	0.00565103	0.59515	0.00666988	0.508879	0.00902907	0.514468	0.00730526	0.461252			
0.466361	0.00557201	0.595147	0.00668518	0.508876	0.00896817	0.514464	0.00701727	0.461249			
0.466358	0.00574936	0.595143	0.00677586	0.508873	0.00914157	0.514461	0.00696586	0.461246			
0.466355	0.00569432	0.59514	0.0066841	0.50887	0.00920734	0.514458	0.00729981	0.461243			
0.466352	0.00568243	0.595138	0.00661448	0.508867	0.00901158	0.514456	0.00691622	0.46124			
0.466349	0.00567424	0.595135	0.00664138	0.508864	0.0091275	0.514453	0.00707061	0.461237			
0.466346	0.00573484	0.595132	0.00680288	0.508861	0.00911628	0.51445	0.00710325	0.461234			
0.466343	0.0059382	0.595129	0.00672193	0.508858	0.00900027	0.514447	0.00718385	0.461231			
0.46634	0.00563068	0.595127	0.00665729	0.508855	0.00914511	0.514444	0.00694544	0.461228			
0.466338	0.00552717	0.595124	0.00664017	0.508852	0.009235	0.514442	0.00730264	0.461225			
0.466335	0.00555275	0.595121	0.00683586	0.50885	0.00884877	0.514439	0.00707496	0.461222			
0.466332	0.00559036	0.595118	0.00682327	0.508847	0.00911886	0.514436	0.00708927	0.461219			
0.466329	0.00579439	0.595115	0.0068113	0.508844	0.00892837	0.514433	0.00710363	0.461216			
0.466326	0.00570963	0.595113	0.00667734	0.508841	0.00905174	0.51443	0.00707424	0.461213			
0.466323	0.00563674	0.59511	0.0069796	0.508838	0.00930775	0.514427	0.00707315	0.461211			
0.46632	0.00586566	0.595107	0.00661207	0.508835	0.00906193	0.514424	0.00707163	0.461208			
0.466317	0.00562759	0.595104	0.00659023	0.508832	0.00902365	0.514421	0.00692	0.461205			
0.466314	0.00565049	0.595101	0.0067664	0.508829	0.009157	0.514418	0.00735433	0.461202			
0.466311	0.00567209	0.595098	0.0068302	0.508826	0.00910344	0.514416	0.00705008	0.461199			
0.466308	0.00563009	0.595096	0.00676779	0.508824	0.00902655	0.514413	0.00710369	0.461196			
0.466306	0.00548439	0.595093	0.00663806	0.50882	0.00900797	0.51441	0.00705353	0.461193			
0.466303	0.00569688	0.59509	0.00667658	0.508817	0.00927061	0.514407	0.0069622	0.46119			
0.4663	0.00557765	0.595087	0.00675836	0.508815	0.00900024	0.514404	0.00735052	0.461187			
0.466297	0.00581087	0.595084	0.00682259	0.508812	0.0090925	0.514402	0.00720002	0.461184			
0.466294	0.00564506	0.595082	0.00660042	0.508809	0.00914156	0.514399	0.00716107	0.461181			
0.466291	0.00557011	0.595079	0.00674733	0.508806	0.00905348	0.514396	0.00713463	0.461178			
0.466288	0.00563794	0.595076	0.00686686	0.508803	0.00911572	0.514393	0.00706528	0.461175			
0.466285	0.00563471	0.595073	0.00681182	0.508799	0.00891568	0.51439	0.00708867	0.461172			
0.466282	0.00560775	0.59507	0.00647183	0.508796	0.00916557	0.514387	0.00730095	0.461169			
0.46628	0.00563555	0.595068	0.00684276	0.508793	0.00912535	0.514384	0.00727794	0.461166			
0.466277	0.0055533	0.595065	0.00655017	0.508791	0.00910994	0.514381	0.00721669	0.461163			
0.466274	0.00547806	0.595062	0.00653358	0.508788	0.00899639	0.514378	0.00717213	0.46116			
0.466271	0.0057844	0.59506	0.00678441	0.508785	0.00910402	0.514376	0.00705216	0.461158			
0.466268	0.00567692	0.595057	0.00667712	0.508782	0.00909566	0.514373	0.00713045	0.461154			
0.466265	0.00574297	0.595054	0.00669062	0.508779	0.00931614	0.51437	0.00705275	0.461152			
0.466262	0.00545712	0.595051	0.00703391	0.508776	0.00923082	0.514367	0.00702472	0.461149			
0.466259	0.00553073	0.595048	0.00681479	0.508773	0.00932176	0.514364	0.00723875	0.461146			
0.466256	0.00553063	0.595046	0.00693665	0.50877	0.00900725	0.514362	0.00696556	0.461143			
0.466253	0.00574005	0.595043	0.00682434	0.508767	0.00901653	0.514359	0.00718265	0.46114			
0.46625	0.00559624	0.59504	0.00676719	0.508764	0.00897939	0.514356	0.0072651	0.461137			
0.466248	0.00568354	0.595037	0.00663568	0.508761	0.00912424	0.514353	0.00700698	0.461134			
0.466245	0.00572844	0.595034	0.00668457	0.508758	0.00891605	0.51435	0.00721458	0.461131			
0.466242	0.00561095	0.595031	0.0065563	0.508755	0.00914278	0.514347	0.00725909	0.461128			
0.466239	0.00572994	0.595029	0.00680937	0.508752	0.0089112	0.514344	0.00710588	0.461125			
0.466236	0.00565127	0.595026	0.00691109	0.508749	0.00906445	0.514341	0.00730829	0.461121			
0.466233	0.00577432	0.595023	0.00666791	0.508747	0.00904021	0.514339	0.00713005	0.461119			
0.46623	0.00576944	0.59502	0.00670678	0.508744	0.00898864	0.514336	0.00720734	0.461116			
0.466227	0.00570401	0.595017	0.00654952	0.508741	0.00888274	0.514333	0.00718624	0.461113			
0.466224	0.00557959	0.595014	0.00678207	0.508738	0.00890363	0.51433	0.00713725	0.46111			
0.466221	0.00584285	0.595011	0.00659993	0.508735	0.00910484	0.514327	0.00717826	0.461107			
0.466219	0.00572534	0.595009	0.00686338	0.508732	0.00909871	0.514324	0.00724693	0.461104			
0.466216	0.00591523	0.595006	0.00668833	0.508729	0.0090031	0.514322	0.00710247	0.461101			
0.466213	0.00591286	0.595003	0.00686923	0.508726	0.00889022	0.514319	0.0070084	0.461098			
0.46621	0.00578314	0.595001	0.00676238	0.508723	0.00900752	0.514316	0.00711789	0.461095			
0.466207	0.00567705	0.594998	0.00687096	0.508721	0.00916663	0.514313	0.00700128	0.461092			
0.466204	0.00570788	0.594995	0.0068127	0.508717	0.00916996	0.51431	0.00706078	0.461089			
0.466201	0.00560853	0.594992	0.00692702	0.508714	0.00912632	0.514307	0.00713302	0.461086			
0.466198	0.0056036	0.594989	0.0066605	0.508711	0.00938267	0.514305	0.00725954	0.461083			
0.466195	0.00575033	0.594986	0.00681421	0.508708	0.00906074	0.514302	0.00709445	0.46108			
0.466192	0.00566538	0.594984	0.00675697	0.508706	0.00910824	0.514299	0.00711227	0.461077			
0.466189	0.00563605	0.594981	0.00663454	0.508702	0.00901042	0.514296	0.00709126	0.461074			
0.466186	0.00582218	0.594978	0.00666399	0.5087	0.00907515	0.514293	0.00725208	0.461071			
0.466183	0.00593453	0.594975	0.00694957	0.508697	0.00892886	0.51429	0.00736662	0.461068			
0.466181	0.00579843	0.594972	0.00659236	0.508694	0.00910369	0.514287	0.00708494	0.461065			
0.466178	0.00572425	0.59497	0.00671295	0.508691	0.00889957	0.514285	0.00699696	0.461062			
0.466175	0.0058073	0.594967	0.00654524	0.508688	0.00909307	0.514282	0.00721408	0.461059			
0.466172	0.00567653	0.594964	0.00662885	0.508685	0.0091797	0.514279	0.00705323	0.461056			
0.466169	0.00569791	0.594961	0.00667811	0.508682	0.00893565	0.514277	0.00723072	0.461053			
0.466166	0.00548313	0.594959	0.00681894	0.508679	0.00882746	0.514274	0.00687893	0.46105			
0.466163	0.00576447	0.594956	0.00680364	0.508676	0.0089219	0.514271	0.00708245	0.461047			
0.466161	0.0058878	0.594953	0.00682205	0.508673	0.00914706	0.514268	0.00698419	0.461045			
0.466158	0.00543406	0.59495	0.0066722	0.50867	0.00914523	0.514265	0.00720849	0.461042			
0.466155	0.0058426	0.594947	0.00673985	0.508667	0.00924096	0.514262	0.00702365	0.461039			
0.466152	0.00585541	0.594944	0.00674739	0.508664	0.00931967	0.514259	0.00720224	0.461036			
0.466149	0.00568162	0.594941	0.00684124	0.508661	0.00917102	0.514256	0.00718264	0.461033			
0.466146	0.00587552	0.594938	0.00685266	0.508658	0.00893113	0.514253	0.00708785	0.46103			
0.466143	0.00584065	0.594936	0.00675631	0.508655	0.00922458	0.51425	0.00713827	0.461027			
0.46614	0.0057322	0.594933	0.00680279	0.508652	0.00936449	0.514247	0.00705012	0.461024			
0.466137	0.00566222	0.59493	0.00670423	0.508649	0.00902009	0.514245	0.00703707	0.461021			
0.466134	0.00594096	0.594927	0.00665396	0.508646	0.00890728	0.514242	0.00712468	0.461018			
0.466131	0.00576245	0.594924	0.0067765	0.508643	0.00895491	0.514239	0.00719687	0.461015			
0.466128	0.00588915	0.594921	0.00672482	0.50864	0.00913861	0.514236	0.00701466	0.461012			
0.466125	0.00572868	0.594918	0.00676531	0.508637	0.00930258	0.514233	0.00707784	0.461009			
0.466122	0.00585603	0.594916	0.0067514	0.508634	0.00907256	0.51423	0.00715631	0.461006			
0.46612	0.00574594	0.594913	0.0067518	0.508631	0.00906148	0.514228	0.00717558	0.461003			
0.466117	0.00555402	0.59491	0.00691431	0.508628	0.00905393	0.514225	0.00713502	0.461001			
0.466114	0.00572708	0.594907	0.00663934	0.508625	0.00923512	0.514222	0.00696851	0.460998			
0.466111	0.00562946	0.594904	0.0067832	0.508622	0.00895798	0.514219	0.00716394	0.460995			
0.466108	0.00581241	0.594901	0.00676474	0.508619	0.00891774	0.514216	0.0069786	0.460992			
0.466105	0.00559162	0.594899	0.00678395	0.508616	0.00914891	0.514213	0.00718819	0.460989			
0.466102	0.00566221	0.594896	0.00680529	0.508613	0.00917098	0.51421	0.00701059	0.460986			
0.466099	0.0054261	0.594893	0.00665271	0.50861	0.00907036	0.514208	0.00712785	0.460983			
0.466096	0.00567772	0.59489	0.00669945	0.508607	0.00926281	0.514205	0.0071195	0.46098			
0.466094	0.00569306	0.594887	0.00675867	0.508604	0.00907035	0.514202	0.00718538	0.460977			
0.466091	0.00572644	0.594884	0.0068276	0.508601	0.00918922	0.514199	0.00713342	0.460974			
0.466088	0.00578077	0.594881	0.0067832	0.508598	0.00919095	0.514197	0.00723399	0.460971			
0.466085	0.005698	0.594879	0.00654371	0.508595	0.00900755	0.514194	0.00705371	0.460968			
0.466082	0.00579163	0.594876	0.00691213	0.508592	0.00912312	0.514191	0.00712917	0.460965			
0.466079	0.00552022	0.594873	0.00671268	0.508589	0.00922712	0.514188	0.0071653	0.460962			
0.466076	0.0057098	0.59487	0.00676901	0.508586	0.00913027	0.514185	0.00685413	0.460959			
0.466074	0.00574112	0.594867	0.00681215	0.508583	0.00912419	0.514182	0.00742605	0.460956			
0.466071	0.0056326	0.594864	0.00684466	0.508581	0.00901786	0.514179	0.0072836	0.460953			
0.466068	0.00556184	0.594862	0.00660644	0.508578	0.00909349	0.514176	0.00689848	0.46095			
0.466065	0.00564684	0.594859	0.00693174	0.508575	0.00911825	0.514173	0.00702646	0.460947			
0.466062	0.00561531	0.594856	0.00673436	0.508572	0.00896494	0.51417	0.00702104	0.460944			
0.466059	0.00568424	0.594853	0.00656032	0.508569	0.00902182	0.514167	0.00716835	0.460942			
0.466056	0.00558891	0.59485	0.00674214	0.508566	0.00928931	0.514165	0.00713489	0.460939			
0.466053	0.00562627	0.594847	0.00664945	0.508564	0.00915444	0.514162	0.00689367	0.460936			
0.466051	0.00573809	0.594844	0.00686485	0.508561	0.00919199	0.514159	0.0071596	0.460933			
0.466048	0.00580777	0.594841	0.00668133	0.508558	0.00905096	0.514156	0.00721118	0.46093			
0.466045	0.00553475	0.594838	0.00677843	0.508555	0.0090598	0.514153	0.00704618	0.460927			
0.466042	0.00553329	0.594835	0.00678545	0.508552	0.00885144	0.514151	0.00705886	0.460924			
0.466039	0.00585544	0.594832	0.00661688	0.508549	0.00911533	0.514148	0.00680001	0.460921			
0.466036	0.00578962	0.59483	0.00688799	0.508546	0.00913107	0.514145	0.00717849	0.460918			
0.466033	0.0054486	0.594827	0.00677279	0.508543	0.00906881	0.514142	0.00725908	0.460915			
0.46603	0.0056969	0.594824	0.00683226	0.508541	0.00924086	0.514139	0.00717473	0.460912			
0.466028	0.00568868	0.594821	0.00670804	0.508538	0.00906811	0.514136	0.00714157	0.460909			
0.466025	0.00566249	0.594818	0.00676247	0.508535	0.008932	0.514133	0.00706543	0.460906			
0.466022	0.00563314	0.594816	0.00691314	0.508532	0.00921323	0.514131	0.00709989	0.460903			
0.466019	0.00595069	0.594813	0.00680205	0.508529	0.00929179	0.514128	0.00688185	0.4609			
0.466016	0.00569011	0.59481	0.00666999	0.508526	0.00922576	0.514125	0.00712288	0.460898			
0.466013	0.00566034	0.594808	0.00671149	0.508523	0.00891608	0.514122	0.0070394	0.460895			
0.46601	0.00563432	0.594804	0.00668918	0.50852	0.00898429	0.514119	0.00724655	0.460892			
0.466007	0.00552663	0.594802	0.00679432	0.508518	0.00906053	0.514116	0.0070908	0.460889			
0.466004	0.00563975	0.594799	0.00679414	0.508515	0.00911861	0.514113	0.00723882	0.460886			
0.466001	0.00577284	0.594796	0.00654785	0.508512	0.00908568	0.51411	0.00723526	0.460883			
0.465999	0.00578373	0.594793	0.00668961	0.508509	0.00927564	0.514107	0.00712041	0.46088			
0.465996	0.00590861	0.59479	0.0069492	0.508506	0.00896977	0.514104	0.0072943	0.460877			
0.465993	0.00571108	0.594787	0.00682084	0.508503	0.00925139	0.514101	0.00706354	0.460874			
0.46599	0.00548358	0.594784	0.00671378	0.5085	0.00887586	0.514098	0.00723701	0.460871			
0.465987	0.00574957	0.594781	0.006595	0.508497	0.00898412	0.514095	0.00722336	0.460868			
0.465984	0.0057917	0.594778	0.00676303	0.508494	0.00911443	0.514093	0.00711121	0.460865			
0.465981	0.00568951	0.594775	0.00681504	0.508491	0.00901561	0.51409	0.00723996	0.460862			
0.465978	0.00579887	0.594773	0.00679003	0.508489	0.00919329	0.514087	0.00707256	0.460859			
0.465975	0.00557851	0.59477	0.00686734	0.508486	0.00910805	0.514084	0.00708891	0.460856			
0.465973	0.00584952	0.594767	0.00660776	0.508483	0.0092155	0.514081	0.00715862	0.460853			
0.46597	0.00568367	0.594764	0.00666925	0.50848	0.00890211	0.514078	0.00711518	0.46085			
0.465967	0.00557702	0.594761	0.0065593	0.508477	0.00927643	0.514075	0.00727127	0.460848			
0.465964	0.00559557	0.594758	0.00683075	0.508474	0.00923376	0.514073	0.00695377	0.460845			
0.465961	0.00572323	0.594755	0.00682444	0.508471	0.00903014	0.514069	0.00701676	0.460842			
0.465958	0.00573251	0.594753	0.00670886	0.508468	0.00913856	0.514067	0.00725324	0.460839			
0.465955	0.00579323	0.59475	0.00681102	0.508465	0.0091102	0.514064	0.00705693	0.460836			
0.465952	0.00563594	0.594747	0.00688781	0.508462	0.00893458	0.514061	0.00716172	0.460833			
0.46595	0.0058694	0.594744	0.00675366	0.50846	0.00915092	0.514058	0.00716957	0.46083			
0.465947	0.00573103	0.594741	0.00672225	0.508457	0.00919665	0.514055	0.00712371	0.460827			
0.465944	0.0054791	0.594738	0.00674728	0.508454	0.00912033	0.514052	0.00701562	0.460824			
0.465941	0.00576074	0.594735	0.00694408	0.508451	0.00896167	0.51405	0.00715263	0.460821			
