lap2_7_samp	cur2_7_samp	lap2_8_samp	cur2_8_samp	lap2_9_samp	cur2_9_samp	lap2_10_samp	cur2_10_samp	lap2_11_samp	rp1327	in_delta_vm	ind_t
0.47906	0.00384347	0.607651	0.00618386	0.521741	0.00820036	0.527031	0.00691255	0.474023			
0.479057	0.00374045	0.607648	0.00609289	0.521738	0.00801587	0.527028	0.0069664	0.47402			
0.479054	0.00384917	0.607645	0.00638923	0.521735	0.00791115	0.527025	0.00689836	0.474017			
0.479051	0.00364115	0.607642	0.0062008	0.521732	0.00798423	0.527022	0.00673996	0.474014			
0.479048	0.00371885	0.607639	0.0063312	0.521729	0.00785992	0.527019	0.00678048	0.474011			
0.479045	0.00385758	0.607636	0.00618809	0.521726	0.00785111	0.527016	0.00699747	0.474008			
0.479042	0.00392323	0.607633	0.00613073	0.521723	0.00789635	0.527013	0.00701337	0.474005			
0.479039	0.00384883	0.60763	0.00649536	0.52172	0.00799379	0.52701	0.00694382	0.474002			
0.479036	0.00402695	0.607627	0.00616138	0.521717	0.00783388	0.527008	0.00668945	0.474			
0.479034	0.00372287	0.607624	0.00623625	0.521714	0.00807605	0.527004	0.00692202	0.473997			
0.479031	0.00369565	0.607621	0.00622308	0.521712	0.00782726	0.527001	0.00676188	0.473994			
0.479028	0.00368685	0.607618	0.00641388	0.521709	0.00794224	0.526999	0.00693053	0.473991			
0.479025	0.00367621	0.607616	0.00624671	0.521706	0.0081777	0.526996	0.00667667	0.473988			
0.479022	0.00373978	0.607613	0.00627139	0.521703	0.00782665	0.526993	0.00701981	0.473985			
0.479019	0.00387917	0.60761	0.00616106	0.5217	0.00803786	0.52699	0.00701272	0.473982			
0.479016	0.00381861	0.607607	0.00636426	0.521697	0.00817565	0.526987	0.00684551	0.473979			
0.479013	0.0037709	0.607604	0.00623904	0.521694	0.00790901	0.526984	0.00685932	0.473976			
0.47901	0.00403214	0.607601	0.00604324	0.521691	0.00798052	0.526981	0.00673026	0.473973			
0.479007	0.00383221	0.607598	0.00610502	0.521688	0.00789545	0.526979	0.00698412	0.47397			
0.479005	0.0038179	0.607596	0.00615991	0.521685	0.008105	0.526976	0.00705633	0.473967			
0.479002	0.00402241	0.607593	0.0063178	0.521682	0.00801774	0.526973	0.00674251	0.473965			
0.478999	0.00400292	0.60759	0.006226	0.521679	0.00812737	0.52697	0.00696691	0.473962			
0.478996	0.00393495	0.607587	0.00632836	0.521676	0.00806494	0.526967	0.00701021	0.473959			
0.478993	0.00395096	0.607584	0.00630223	0.521674	0.00799833	0.526964	0.0068535	0.473956			
0.47899	0.00364632	0.607582	0.00611379	0.521671	0.0080669	0.526962	0.00699078	0.473953			
0.478987	0.0038099	0.607579	0.00625384	0.521668	0.00806621	0.526959	0.00693213	0.47395			
0.478985	0.00377	0.607576	0.00620219	0.521665	0.00807567	0.526956	0.00680598	0.473947			
0.478982	0.00381261	0.607574	0.00598989	0.521662	0.00805553	0.526953	0.00696874	0.473944			
0.478979	0.00400017	0.60757	0.00621258	0.521659	0.00807873	0.52695	0.00704936	0.473941			
0.478976	0.00390946	0.607568	0.00621617	0.521656	0.00801293	0.526947	0.00699056	0.473938			
0.478973	0.00393812	0.607565	0.00603798	0.521653	0.00815627	0.526944	0.00701952	0.473935			
0.47897	0.00390435	0.607562	0.00625515	0.52165	0.00837845	0.526941	0.00687312	0.473932			
0.478967	0.00370759	0.607559	0.00607674	0.521647	0.00821567	0.526938	0.00705542	0.473929			
0.478965	0.00390201	0.607556	0.00635963	0.521644	0.00811248	0.526935	0.00695606	0.473927			
0.478962	0.00360812	0.607553	0.00665199	0.521641	0.00838171	0.526933	0.00694625	0.473924			
0.478958	0.00390096	0.607551	0.00611046	0.521638	0.00830256	0.52693	0.00707515	0.473921			
0.478956	0.00403626	0.607548	0.00624886	0.521636	0.00829765	0.526927	0.00697759	0.473918			
0.478953	0.00381524	0.607545	0.00628727	0.521633	0.00844174	0.526924	0.00683467	0.473915			
0.47895	0.00382203	0.607542	0.00613177	0.52163	0.00858468	0.526921	0.0068197	0.473912			
0.478947	0.00377812	0.607539	0.00631055	0.521627	0.00834709	0.526918	0.0070793	0.473909			
0.478944	0.00387808	0.607537	0.00625091	0.521624	0.00842779	0.526915	0.00710224	0.473906			
0.478941	0.00400989	0.607534	0.0062887	0.521621	0.00831653	0.526912	0.00685624	0.473903			
0.478938	0.00394183	0.607531	0.0061739	0.521618	0.00839031	0.526909	0.00675331	0.4739			
0.478936	0.00383601	0.607528	0.00608823	0.521615	0.00845627	0.526906	0.00712142	0.473897			
0.478933	0.00396993	0.607525	0.00623175	0.521612	0.00847401	0.526904	0.00701526	0.473895			
0.47893	0.00397318	0.607522	0.00634266	0.521609	0.00841759	0.526901	0.00692691	0.473892			
0.478927	0.00403213	0.60752	0.00618104	0.521606	0.00848643	0.526898	0.00709742	0.473889			
0.478924	0.003772	0.607517	0.00617065	0.521603	0.00873507	0.526895	0.00664182	0.473886			
0.478921	0.0035959	0.607514	0.00622752	0.5216	0.00846267	0.526892	0.00683037	0.473883			
0.478918	0.00369796	0.607511	0.00618157	0.521597	0.00867106	0.526889	0.00674592	0.47388			
0.478916	0.00370075	0.607508	0.00611918	0.521594	0.00879008	0.526886	0.00695574	0.473877			
0.478913	0.00376781	0.607505	0.00615741	0.521591	0.00869907	0.526884	0.00686263	0.473874			
0.47891	0.00392077	0.607502	0.00628351	0.521588	0.00873508	0.526881	0.0068832	0.473871			
0.478907	0.00393992	0.6075	0.00621982	0.521586	0.00850386	0.526878	0.00696008	0.473868			
0.478904	0.00385561	0.607497	0.0062599	0.521582	0.00856508	0.526875	0.00677928	0.473865			
0.478901	0.00373454	0.607494	0.00619502	0.52158	0.00858985	0.526872	0.00683413	0.473862			
0.478898	0.00391969	0.607491	0.00621772	0.521577	0.00875835	0.526869	0.00679367	0.473859			
0.478895	0.00376529	0.607488	0.00637604	0.521574	0.00857357	0.526866	0.00708888	0.473856			
0.478892	0.00385261	0.607485	0.00629905	0.521571	0.00863898	0.526864	0.00693489	0.473853			
0.478889	0.00366693	0.607482	0.00623548	0.521568	0.00863	0.526861	0.0068892	0.47385			
0.478887	0.00383212	0.607479	0.00611963	0.521565	0.00891459	0.526858	0.00688817	0.473848			
0.478884	0.00368677	0.607476	0.00626661	0.521563	0.00914603	0.526855	0.00703388	0.473845			
0.478881	0.00392958	0.607474	0.00637862	0.52156	0.00900789	0.526852	0.00688999	0.473842			
0.478878	0.0038951	0.60747	0.00624509	0.521557	0.00866827	0.52685	0.00684368	0.473839			
0.478875	0.00387955	0.607468	0.00604673	0.521554	0.00863665	0.526847	0.00697111	0.473836			
0.478872	0.0038738	0.607465	0.00624167	0.521551	0.00897146	0.526844	0.00693915	0.473833			
0.478869	0.00380669	0.607462	0.00621115	0.521548	0.00887453	0.526841	0.00684765	0.47383			
0.478866	0.00368329	0.607459	0.00633263	0.521545	0.00890666	0.526838	0.00665143	0.473827			
0.478863	0.00397296	0.607457	0.00620662	0.521543	0.00877289	0.526836	0.00700192	0.473824			
0.47886	0.00375839	0.607454	0.00619809	0.52154	0.00871269	0.526833	0.00673625	0.473821			
0.478858	0.00373164	0.60745	0.00648963	0.521537	0.00904084	0.52683	0.00689809	0.473818			
0.478855	0.00383235	0.607448	0.00597729	0.521534	0.00897412	0.526827	0.0068344	0.473815			
0.478852	0.00381161	0.607445	0.00626358	0.521531	0.00900953	0.526824	0.006751	0.473812			
0.478849	0.00375985	0.607442	0.00618509	0.521528	0.00881701	0.526821	0.00685052	0.473809			
0.478846	0.00369094	0.607439	0.00624752	0.521525	0.00907837	0.526818	0.00698035	0.473806			
0.478843	0.00375749	0.607436	0.00621936	0.521522	0.00901358	0.526816	0.00695068	0.473804			
0.47884	0.00376624	0.607434	0.00608121	0.521519	0.0089397	0.526813	0.00678026	0.473801			
0.478837	0.00382268	0.607431	0.00609329	0.521516	0.0091115	0.52681	0.006938	0.473798			
0.478835	0.00367994	0.607428	0.00636319	0.521513	0.00900893	0.526807	0.00687794	0.473795			
0.478832	0.00375945	0.607425	0.00606719	0.52151	0.00896124	0.526804	0.00679401	0.473792			
0.478829	0.00381385	0.607422	0.00601278	0.521507	0.00927886	0.526801	0.00672622	0.473789			
0.478826	0.00365404	0.607419	0.00633853	0.521504	0.00899645	0.526798	0.00668093	0.473786			
0.478823	0.00382422	0.607416	0.00651294	0.521501	0.00899017	0.526796	0.00684163	0.473783			
0.47882	0.00379754	0.607414	0.00632178	0.521499	0.00912446	0.526793	0.00676437	0.47378			
0.478817	0.00396037	0.607411	0.00626415	0.521496	0.00900923	0.52679	0.0069297	0.473777			
0.478815	0.00385212	0.607408	0.00624882	0.521492	0.00903972	0.526787	0.00688786	0.473775			
0.478812	0.00386739	0.607405	0.00635054	0.521489	0.00898234	0.526784	0.00704576	0.473772			
0.478809	0.00367305	0.607402	0.00625066	0.521486	0.00917489	0.526781	0.00701246	0.473769			
0.478806	0.00369729	0.607399	0.00620699	0.521483	0.00938495	0.526778	0.00688106	0.473766			
0.478803	0.00376634	0.607396	0.00596488	0.52148	0.00969134	0.526775	0.00700897	0.473763			
0.4788	0.00388301	0.607393	0.00620311	0.521477	0.00942029	0.526772	0.00691749	0.47376			
0.478797	0.00393511	0.60739	0.00634353	0.521474	0.00941716	0.52677	0.00691397	0.473757			
0.478794	0.00374368	0.607387	0.00602665	0.521472	0.00949201	0.526767	0.00696763	0.473754			
0.478791	0.00397808	0.607384	0.00636043	0.521469	0.00951803	0.526764	0.00691357	0.473751			
0.478788	0.00380764	0.607381	0.00628452	0.521466	0.00930666	0.526761	0.00694842	0.473749			
0.478786	0.0038442	0.607379	0.00631509	0.521463	0.00927707	0.526758	0.00686226	0.473746			
0.478783	0.00373346	0.607376	0.00625267	0.52146	0.00943529	0.526755	0.00695547	0.473743			
0.47878	0.00404629	0.607373	0.00617469	0.521456	0.00942763	0.526753	0.0068934	0.47374			
0.478777	0.00379107	0.60737	0.00620645	0.521453	0.00945495	0.52675	0.00684315	0.473737			
0.478774	0.00358228	0.607367	0.00607248	0.52145	0.00933406	0.526747	0.00684629	0.473734			
0.478771	0.00387002	0.607364	0.00630946	0.521447	0.00954438	0.526744	0.00697304	0.473731			
0.478768	0.00374965	0.607361	0.00631591	0.521444	0.0094735	0.526741	0.00696412	0.473728			
0.478765	0.00360077	0.607358	0.00629096	0.521441	0.00929044	0.526739	0.00684588	0.473725			
0.478762	0.00388127	0.607355	0.00628736	0.521438	0.00929885	0.526736	0.00693829	0.473722			
0.478759	0.00379349	0.607352	0.00620837	0.521435	0.00971626	0.526733	0.00696303	0.47372			
0.478757	0.00374183	0.607349	0.00613301	0.521433	0.00917755	0.52673	0.0066723	0.473717			
0.478754	0.00369367	0.607347	0.00617303	0.52143	0.00953738	0.526727	0.00678292	0.473714			
0.478751	0.00390287	0.607344	0.00632719	0.521427	0.00964367	0.526724	0.00707496	0.473711			
0.478748	0.00382265	0.607341	0.00617095	0.521424	0.00966572	0.526721	0.00694363	0.473708			
0.478745	0.00374036	0.607338	0.00623615	0.521421	0.00980382	0.526718	0.00663339	0.473705			
0.478742	0.00367933	0.607335	0.00638361	0.521418	0.00952242	0.526716	0.00710424	0.473702			
0.478739	0.00392378	0.607332	0.00620283	0.521415	0.00959387	0.526713	0.00693683	0.4737			
0.478736	0.00380105	0.607329	0.00620404	0.521412	0.00961431	0.52671	0.00713528	0.473697			
0.478733	0.00402837	0.607326	0.00631119	0.52141	0.00970349	0.526707	0.0070779	0.473694			
0.47873	0.00396389	0.607324	0.00623944	0.521406	0.00955804	0.526704	0.00693246	0.473691			
0.478728	0.00395578	0.607321	0.00623585	0.521403	0.00946627	0.526701	0.00686611	0.473688			
0.478725	0.00369252	0.607318	0.00627279	0.5214	0.00975059	0.526698	0.00667712	0.473685			
0.478722	0.0039143	0.607315	0.00621564	0.521397	0.00963006	0.526695	0.00677539	0.473682			
0.478719	0.00378488	0.607313	0.00628512	0.521394	0.00981947	0.526693	0.00689139	0.473679			
0.478716	0.00390493	0.607309	0.00636234	0.521391	0.00964787	0.52669	0.00694127	0.473676			
0.478713	0.00373473	0.607307	0.00603793	0.521388	0.00968038	0.526687	0.00663159	0.473673			
0.47871	0.00396451	0.607304	0.00634252	0.521386	0.00962347	0.526684	0.00685225	0.473671			
0.478707	0.00375391	0.607301	0.00627973	0.521383	0.00979847	0.526681	0.00696148	0.473668			
0.478704	0.00372911	0.607298	0.00623701	0.52138	0.00966961	0.526678	0.00684521	0.473665			
0.478701	0.00382441	0.607295	0.00632722	0.521377	0.00978333	0.526675	0.00677107	0.473662			
0.478699	0.00406909	0.607292	0.00613909	0.521374	0.00949009	0.526672	0.00711138	0.473659			
0.478696	0.00387291	0.607289	0.00626976	0.521371	0.00984893	0.526669	0.00679959	0.473656			
0.478693	0.00378819	0.607286	0.00631651	0.521368	0.00970951	0.526666	0.00703213	0.473653			
0.47869	0.00386541	0.607283	0.00632316	0.521365	0.00952756	0.526663	0.00709232	0.47365			
0.478687	0.00374956	0.607281	0.00617771	0.521362	0.0097222	0.526661	0.00681333	0.473647			
0.478684	0.00381918	0.607278	0.00614369	0.521359	0.00948526	0.526658	0.0070207	0.473644			
0.478681	0.00381295	0.607275	0.00625444	0.521356	0.00969642	0.526655	0.00695457	0.473641			
0.478678	0.00396354	0.607272	0.00620635	0.521353	0.00952305	0.526652	0.00716781	0.473639			
0.478675	0.00376411	0.607269	0.00609296	0.52135	0.00967085	0.526649	0.00681351	0.473636			
0.478673	0.00392989	0.607266	0.00630414	0.521347	0.00968648	0.526646	0.00692763	0.473633			
0.47867	0.0036036	0.607264	0.00634023	0.521345	0.0095104	0.526643	0.00696751	0.47363			
0.478667	0.00391763	0.607261	0.00622533	0.521342	0.00966717	0.52664	0.00676429	0.473627			
0.478664	0.00377664	0.607258	0.00626115	0.521339	0.00965677	0.526637	0.00703281	0.473624			
0.478661	0.00380943	0.607255	0.00623714	0.521336	0.0094372	0.526634	0.00688168	0.473621			
0.478658	0.00374549	0.607252	0.00618281	0.521333	0.0096502	0.526631	0.0069463	0.473618			
0.478655	0.00380748	0.60725	0.00623325	0.52133	0.00967669	0.526628	0.00676351	0.473615			
0.478652	0.00375678	0.607246	0.00630592	0.521327	0.00969526	0.526626	0.00686512	0.473612			
0.478649	0.0037012	0.607244	0.0060563	0.521324	0.00982655	0.526623	0.00692237	0.473609			
0.478646	0.00381902	0.607241	0.00600361	0.521321	0.00973464	0.52662	0.00675517	0.473607			
0.478643	0.00370928	0.607238	0.0063298	0.521318	0.00975943	0.526617	0.0068047	0.473604			
0.47864	0.00383611	0.607235	0.00602967	0.521315	0.00958551	0.526614	0.00687886	0.473601			
0.478637	0.00388289	0.607232	0.00624849	0.521312	0.00988317	0.526611	0.00668428	0.473598			
0.478635	0.00387984	0.607229	0.00613414	0.521309	0.00965343	0.526608	0.0067973	0.473595			
0.478632	0.00387514	0.607226	0.00639835	0.521306	0.00966504	0.526605	0.00696393	0.473592			
0.478629	0.00362929	0.607224	0.00620047	0.521303	0.00963722	0.526603	0.0069634	0.473589			
0.478626	0.00411111	0.607221	0.00622647	0.5213	0.0098114	0.5266	0.00705137	0.473586			
0.478623	0.00355076	0.607218	0.00624503	0.521297	0.00983478	0.526597	0.00695691	0.473583			
0.47862	0.00376732	0.607215	0.00616737	0.521294	0.00953636	0.526594	0.00695495	0.47358			
0.478617	0.00373241	0.607212	0.00625752	0.521291	0.00974443	0.526591	0.00692378	0.473577			
0.478615	0.00372069	0.607209	0.00636448	0.521288	0.00955136	0.526588	0.00700723	0.473574			
0.478612	0.00391084	0.607206	0.0062503	0.521286	0.00924639	0.526586	0.00677135	0.473571			
0.478609	0.00372745	0.607203	0.00627884	0.521283	0.0095538	0.526583	0.00683403	0.473568			
0.478606	0.00395627	0.607201	0.00623317	0.52128	0.00980389	0.52658	0.00675251	0.473565			
0.478603	0.003952	0.607198	0.00626055	0.521277	0.00997715	0.526577	0.00684426	0.473562			
0.4786	0.00387609	0.607195	0.00615672	0.521274	0.00985184	0.526574	0.00683528	0.473559			
0.478597	0.00375974	0.607192	0.00634496	0.521271	0.00958212	0.526571	0.00688171	0.473557			
0.478594	0.00374104	0.607189	0.0062469	0.521268	0.00959961	0.526569	0.00706575	0.473554			
0.478591	0.00383396	0.607186	0.00638828	0.521265	0.00983938	0.526566	0.00684947	0.473551			
0.478588	0.00386979	0.607184	0.00633592	0.521262	0.0096481	0.526563	0.00691165	0.473548			
0.478586	0.00388711	0.607181	0.00618961	0.521259	0.00954944	0.52656	0.00686603	0.473545			
0.478583	0.0041243	0.607178	0.00627887	0.521257	0.00980029	0.526557	0.00680402	0.473542			
0.47858	0.00409043	0.607175	0.00612388	0.521254	0.00970383	0.526554	0.00696296	0.473539			
0.478577	0.00403575	0.607172	0.00624332	0.521251	0.00961062	0.526551	0.00684455	0.473536			
0.478574	0.00363347	0.607169	0.00629598	0.521248	0.00973528	0.526548	0.00690356	0.473533			
0.478571	0.00390511	0.607166	0.00621528	0.521245	0.00959015	0.526545	0.00690419	0.47353			
0.478568	0.00402681	0.607163	0.00628771	0.521242	0.00982325	0.526542	0.00673457	0.473528			
0.478566	0.00378911	0.607161	0.00630033	0.521239	0.0098219	0.526539	0.00693585	0.473525			
0.478563	0.00394377	0.607158	0.00609486	0.521236	0.00966026	0.526536	0.00702411	0.473522			
0.47856	0.00387707	0.607155	0.00615639	0.521233	0.00974808	0.526533	0.00694642	0.473519			
0.478557	0.00377175	0.607152	0.00616169	0.52123	0.00972289	0.52653	0.0067123	0.473516			
0.478554	0.00391673	0.607149	0.0063283	0.521227	0.00976985	0.526527	0.00695128	0.473513			
0.478551	0.00392297	0.607147	0.00624618	0.521224	0.00966777	0.526525	0.00696266	0.47351			
0.478548	0.00390239	0.607144	0.00627329	0.521221	0.00977344	0.526522	0.00698899	0.473507			
0.478546	0.00372705	0.607141	0.00611058	0.521218	0.0098497	0.526519	0.00685621	0.473504			
0.478542	0.00384637	0.607138	0.00612722	0.521215	0.00973233	0.526516	0.00685645	0.473501			
0.47854	0.00383669	0.607135	0.00631982	0.521213	0.00988906	0.526513	0.00687071	0.473498			
0.478537	0.00395576	0.607132	0.00625341	0.52121	0.00989248	0.52651	0.0069939	0.473496			
0.478534	0.00375209	0.60713	0.00655022	0.521207	0.00973606	0.526508	0.00698952	0.473493			
0.478531	0.00361171	0.607127	0.00624382	0.521204	0.00982853	0.526505	0.00707488	0.47349			
0.478528	0.00376645	0.607124	0.00613007	0.521201	0.00976263	0.526502	0.0069991	0.473487			
0.478525	0.00407338	0.607121	0.00627287	0.521199	0.00978589	0.526499	0.006987	0.473484			
0.478522	0.00370685	0.607118	0.00624647	0.521196	0.00988881	0.526496	0.00683562	0.473481			
0.478519	0.00385659	0.607116	0.00626703	0.521193	0.00963875	0.526493	0.00694327	0.473478			
0.478517	0.00379065	0.607112	0.00626345	0.52119	0.0097077	0.526491	0.00689101	0.473475			
0.478514	0.00363876	0.607109	0.00611807	0.521187	0.0098487	0.526488	0.00679126	0.473472			
0.478511	0.00380841	0.607107	0.00638308	0.521184	0.00986098	0.526485	0.00666957	0.473469			
0.478508	0.00372055	0.607104	0.00621708	0.521181	0.00976372	0.526482	0.00689502	0.473466			
0.478505	0.00391882	0.607101	0.00625201	0.521177	0.00974628	0.526479	0.00708493	0.473463			
0.478502	0.00397126	0.607098	0.00621631	0.521175	0.00980959	0.526476	0.00699508	0.47346			
0.478499	0.0039362	0.607095	0.00619477	0.521172	0.00995066	0.526473	0.00672697	0.473457			
0.478496	0.00373075	0.607092	0.006055	0.521168	0.00978664	0.52647	0.00682245	0.473454			
0.478493	0.00375693	0.60709	0.00616724	0.521165	0.00985548	0.526468	0.00705202	0.473451			
0.478491	0.00375003	0.607087	0.00632132	0.521163	0.00972889	0.526465	0.00699752	0.473448			
0.478488	0.00394839	0.607084	0.00630137	0.52116	0.00984638	0.526462	0.00676295	0.473445			
0.478485	0.00379908	0.607081	0.00614919	0.521157	0.00978229	0.526459	0.00712349	0.473442			
0.478482	0.0041249	0.607078	0.00622154	0.521154	0.00986899	0.526456	0.00697977	0.473439			
0.478479	0.00374554	0.607075	0.00613887	0.521151	0.0100699	0.526454	0.0070966	0.473436			
0.478476	0.00371196	0.607072	0.00629827	0.521148	0.0100537	0.526451	0.0069853	0.473433			
0.478473	0.00386859	0.607069	0.00630991	0.521145	0.00986059	0.526448	0.00683103	0.47343			
0.47847	0.00360949	0.607067	0.00610157	0.521142	0.00984968	0.526445	0.00690871	0.473427			
0.478467	0.0037877	0.607064	0.00611588	0.521139	0.00997883	0.526442	0.00701693	0.473425			
0.478464	0.00393499	0.607061	0.00628644	0.521137	0.00987738	0.526439	0.00705443	0.473422			
0.478461	0.00370389	0.607058	0.00613227	0.521134	0.00986262	0.526436	0.00695078	0.473419			
0.478458	0.00386146	0.607055	0.00631919	0.521131	0.0100333	0.526434	0.00703304	0.473416			
0.478455	0.00379374	0.607052	0.00605696	0.521128	0.00983774	0.526431	0.00710935	0.473413			
0.478452	0.00391154	0.60705	0.00630599	0.521125	0.00989413	0.526428	0.00686735	0.47341			
0.478449	0.00402654	0.607047	0.00604458	0.521122	0.00985822	0.526425	0.00683773	0.473407			
0.478447	0.00376872	0.607044	0.00617267	0.521119	0.00992473	0.526422	0.00693855	0.473404			
0.478444	0.00395661	0.607041	0.00618973	0.521116	0.00998919	0.526419	0.00705124	0.473401			
0.478441	0.00377249	0.607038	0.00627007	0.521113	0.00990522	0.526416	0.00695297	0.473398			
0.478438	0.00376532	0.607035	0.00624545	0.52111	0.00984643	0.526413	0.00682656	0.473395			
0.478435	0.0039123	0.607032	0.00618454	0.521107	0.00996474	0.52641	0.00697442	0.473392			
0.478432	0.00376165	0.607029	0.00621483	0.521104	0.0099945	0.526407	0.00707911	0.47339			
0.478429	0.003907	0.607026	0.00620963	0.521102	0.00996529	0.526405	0.0070452	0.473387			
0.478426	0.00379017	0.607023	0.00634478	0.521099	0.00984167	0.526402	0.00678831	0.473384			
0.478423	0.00402972	0.60702	0.00605771	0.521096	0.00996592	0.526399	0.00678805	0.473381			
0.47842	0.00388181	0.607017	0.00634175	0.521093	0.00998818	0.526396	0.00683744	0.473378			
0.478417	0.00382516	0.607015	0.00616525	0.52109	0.00988471	0.526393	0.00710155	0.473375			
0.478414	0.00391167	0.607012	0.00614146	0.521087	0.00995328	0.52639	0.0071404	0.473372			
0.478412	0.00387332	0.60701	0.00614146	0.521084	0.00994751	0.526388	0.00693999	0.473369			
0.478409	0.00400451	0.607007	0.00636613	0.521081	0.0100389	0.526385	0.00680652	0.473366			
0.478406	0.0037668	0.607004	0.00623358	0.521078	0.00994071	0.526382	0.0069887	0.473364			
0.478403	0.00371961	0.607001	0.00622714	0.521075	0.00978992	0.526379	0.0069978	0.473361			
0.4784	0.00362447	0.606998	0.00610272	0.521072	0.0100106	0.526376	0.00711167	0.473358			
0.478397	0.00369782	0.606995	0.00625204	0.521069	0.00996704	0.526373	0.00684282	0.473355			
0.478394	0.00367695	0.606992	0.00619707	0.521066	0.00988419	0.52637	0.0070983	0.473352			
0.478391	0.00379177	0.60699	0.00628925	0.521063	0.00991631	0.526368	0.00686593	0.473349			
0.478389	0.00381478	0.606987	0.00631423	0.52106	0.00991587	0.526365	0.00693856	0.473346			
0.478386	0.00379067	0.606984	0.00631426	0.521057	0.00993622	0.526362	0.00690883	0.473343			
0.478383	0.00378303	0.606981	0.00618421	0.521054	0.00996778	0.526359	0.00680065	0.47334			
0.47838	0.00390415	0.606978	0.00628705	0.521051	0.0100439	0.526356	0.00676458	0.473337			
0.478377	0.0037756	0.606976	0.00622782	0.521048	0.00985745	0.526353	0.00681392	0.473334			
0.478374	0.00392255	0.606973	0.00610545	0.521045	0.0099188	0.52635	0.0070685	0.473331			
0.478371	0.00396918	0.60697	0.00611836	0.521042	0.00980775	0.526347	0.0068288	0.473329			
0.478368	0.00388403	0.606967	0.00638075	0.521039	0.00997771	0.526344	0.00686233	0.473325			
0.478366	0.00399399	0.606964	0.00602475	0.521036	0.00993484	0.526342	0.00665507	0.473323			
0.478363	0.00378774	0.606961	0.00622635	0.521033	0.00999355	0.526339	0.00703103	0.47332			
0.47836	0.0039499	0.606959	0.00623358	0.521031	0.0100056	0.526336	0.00688787	0.473317			
0.478357	0.00389753	0.606956	0.00637197	0.521028	0.0100562	0.526333	0.00684372	0.473314			
0.478354	0.00384408	0.606953	0.00613212	0.521025	0.00983362	0.52633	0.00688314	0.473311			
0.478351	0.00391834	0.60695	0.00618112	0.521022	0.00984208	0.526327	0.00693672	0.473308			
0.478348	0.00358617	0.606947	0.00597486	0.521019	0.00994204	0.526324	0.00703704	0.473305			
0.478345	0.00376187	0.606944	0.00637081	0.521016	0.00993633	0.526321	0.0068782	0.473302			
0.478342	0.00365256	0.606941	0.00615042	0.521013	0.0100943	0.526318	0.00680021	0.4733			
0.478339	0.00383445	0.606939	0.0061266	0.52101	0.0100791	0.526315	0.00694865	0.473297			
0.478336	0.00387237	0.606936	0.0061765	0.521007	0.00991237	0.526312	0.00688389	0.473294			
0.478333	0.00373629	0.606933	0.0061478	0.521004	0.0100447	0.526309	0.00690866	0.473291			
0.47833	0.00372936	0.60693	0.00627266	0.521001	0.0100134	0.526306	0.00687897	0.473288			
0.478327	0.00390769	0.606927	0.0061636	0.520998	0.00992514	0.526303	0.00694751	0.473285			
0.478325	0.0038257	0.606925	0.00624025	0.520995	0.0100235	0.5263	0.00687908	0.473282			
0.478322	0.00377042	0.606922	0.00613847	0.520992	0.00986877	0.526297	0.00686333	0.473279			
0.478319	0.00378351	0.606919	0.00629408	0.520989	0.00993447	0.526294	0.00704863	0.473276			
0.478316	0.00394816	0.606916	0.00625128	0.520986	0.00994896	0.526291	0.00702295	0.473273			
0.478313	0.00389813	0.606913	0.00636062	0.520984	0.00991199	0.526288	0.00691319	0.47327			
0.47831	0.0039336	0.60691	0.00618974	0.520981	0.00988781	0.526285	0.00703496	0.473267			
0.478307	0.00384777	0.606907	0.00603895	0.520978	0.0098719	0.526282	0.00692695	0.473264			
0.478304	0.00371962	0.606905	0.00617458	0.520975	0.0099007	0.52628	0.00682886	0.473261			
0.478301	0.00366488	0.606902	0.00628741	0.520972	0.0098572	0.526277	0.00681819	0.473258			
0.478298	0.00379362	0.606899	0.00616271	0.520969	0.00995162	0.526274	0.00700625	0.473255			
0.478296	0.00386552	0.606896	0.0061567	0.520966	0.00997463	0.526271	0.00691925	0.473252			
0.478293	0.00381666	0.606893	0.00640679	0.520963	0.00996629	0.526268	0.00695471	0.473249			
0.47829	0.00382098	0.606891	0.0062637	0.52096	0.00981054	0.526265	0.00711626	0.473247			
0.478287	0.0037807	0.606888	0.00606064	0.520957	0.00992802	0.526262	0.00693552	0.473244			
0.478284	0.00399834	0.606885	0.00634546	0.520954	0.00986931	0.52626	0.00694883	0.473241			
0.478281	0.00392167	0.606882	0.00623752	0.520951	0.0100282	0.526257	0.00706612	0.473238			
0.478278	0.003732	0.60688	0.00620958	0.520948	0.00990686	0.526254	0.00675335	0.473235			
0.478275	0.0037463	0.606877	0.00621572	0.520945	0.00990171	0.526251	0.00672458	0.473232			
0.478273	0.00386426	0.606874	0.00617799	0.520942	0.0100319	0.526248	0.00695853	0.473229			
0.47827	0.00382312	0.606871	0.00636976	0.520939	0.00995755	0.526245	0.00685329	0.473226			
0.478267	0.0039363	0.606868	0.00604891	0.520936	0.0100853	0.526242	0.00689469	0.473223			
0.478264	0.00392417	0.606865	0.00627348	0.520933	0.00993663	0.52624	0.0068014	0.473221			
0.478261	0.00387786	0.606863	0.0062997	0.52093	0.00997418	0.526237	0.00678624	0.473218			
0.478258	0.00385547	0.60686	0.00641144	0.520927	0.00999892	0.526234	0.00697947	0.473215			
