lap2_7_samp	cur2_7_samp	lap2_8_samp	cur2_8_samp	lap2_9_samp	cur2_9_samp	lap2_10_samp	cur2_10_samp	lap2_11_samp	cur2_11_samp	sub	ind_delta_vm	ind_t
0.354424	0.00157408			0.42582	0.00165062			13.8395	0.0017108			
0.354422	0.00156242			0.426279	0.00182138			13.8411	0.0015862			
0.354419	0.00166098			0.426738	0.00200422			13.8426	0.00162642			
0.354416	0.00136361			0.427197	0.00168603			13.8442	0.00159069			
0.354413	0.00149705			0.427656	0.00162793			13.8457	0.00146098			
0.35441	0.00153734			0.428115	0.00163194			13.8473	0.00142067			
0.354407	0.00138626			0.428574	0.00175798			13.8488	0.00175036			
0.354404	0.00128082			0.429058	0.00148822			13.8503	0.00139761			
0.354401	0.00165957			0.429729	0.00177197			13.8519	0.00157215			
0.354398	0.00142226			0.430409	0.00190334			13.8534	0.00168342			
0.354396	0.00157603			0.431089	0.00174454			13.855	0.0017066			
0.354393	0.00143181			0.431769	0.00178898			13.8565	0.00163916			
0.35439	0.00121812			0.432449	0.00160377			13.8581	0.00151379			
0.354387	0.00145783			0.433129	0.00167238			13.8597	0.00170542			
0.354384	0.00156209			0.433809	0.00189732			13.8614	0.00160464			
0.354381	0.00147539			0.43449	0.00170245			13.8632	0.00130101			
0.354378	0.00150252			0.43517	0.00156958			13.8649	0.0016311			
0.354375	0.00144453			0.43585	0.00173945			13.8666	0.00158352			
0.354373	0.00150888			0.43653	0.00152158			13.8683	0.00169462			
0.35437	0.00163128			0.43721	0.00154316			13.87	0.00174813			
0.354367	0.00168582			0.43789	0.00159913			13.8717	0.00139407			
0.354364	0.00145067			0.43857	0.00160978			13.8735	0.00169417			
0.354361	0.0015984			0.43925	0.00169434			13.8752	0.00169846			
0.354358	0.001565			0.43993	0.00188215			13.8769	0.00150544			
0.354356	0.00151109			0.44061	0.0017973			13.8786	0.00146483			
0.354353	0.00151345			0.44129	0.00174896			13.8803	0.00154093			
0.35435	0.00156827			0.44197	0.00155027			13.882	0.0016853			
0.354347	0.00149306			0.44265	0.00189109			13.8838	0.00167255			
0.354344	0.00154189			0.44333	0.00181989			13.8855	0.00170524			
0.354341	0.00149063			0.44401	0.00188402			13.8872	0.00146551			
0.354338	0.0015697			0.444691	0.00175228			13.889	0.00156394			
0.354336	0.0012787			0.445371	0.00179261			13.8908	0.0017171			
0.354333	0.00157416			0.446051	0.00175174			13.8927	0.00139877			
0.35433	0.00137026			0.446731	0.0021618			13.8945	0.00156062			
0.354327	0.0016814			0.447411	0.00188853			13.8964	0.00152774			
0.354324	0.00144362			0.448091	0.00175972			13.8982	0.00148813			
0.354321	0.00174673			0.448771	0.0019404			13.9001	0.00147058			
0.354318	0.00158102			0.449452	0.00157436			13.9019	0.0014381			
0.354315	0.00155611			0.450132	0.00185754			13.9038	0.00145554			
0.354312	0.00163547			0.450812	0.00176355			13.9056	0.00140921			
0.354309	0.00158463			0.451492	0.00169392			13.9075	0.0016675			
0.354306	0.00157754			0.452172	0.00192482			13.9093	0.00141483			
0.354304	0.00148289			0.452852	0.00162713			13.9112	0.00154962			
0.354301	0.00150627			0.453532	0.0017524			13.913	0.00166438			
0.354298	0.00147698			0.454213	0.00173559			13.9149	0.00145874			
0.354295	0.00152457			0.454893	0.00164987			13.9167	0.00140302			
0.354292	0.00159899			0.455573	0.00198672			13.9186	0.00178809			
0.354289	0.00145355			0.456253	0.00199474			13.9204	0.00177309			
0.354286	0.00155732			0.456933	0.0016469			13.9223	0.00187522			
0.354284	0.00127636			0.457613	0.00190687			13.9243	0.00162122			
0.354281	0.00131451			0.458293	0.00194442			13.9262	0.00154155			
0.354278	0.00142898			0.458973	0.00196999			13.9281	0.00137238			
0.354275	0.00161516			0.459653	0.0018332			13.93	0.00148171			
0.354272	0.0014455			0.460342	0.00187186			13.9319	0.00146214			
0.354269	0.00162805			0.46104	0.00189689			13.9338	0.00165566			
0.354266	0.00130773			0.461737	0.0017764			13.9357	0.0016363			
0.354263	0.00146503			0.462435	0.00179855			13.9376	0.00140146			
0.354261	0.00148782			0.463133	0.00195405			13.9395	0.0014104			
0.354258	0.00163799			0.463831	0.00179173			13.9414	0.00161871			
0.354255	0.00155378			0.464528	0.00184108			13.9433	0.00137547			
0.354252	0.00146351			0.465226	0.00191425			13.9452	0.00156066			
0.354249	0.00130826			0.465924	0.00163878			13.9471	0.00158022			
0.354246	0.0015894			0.466622	0.00193534			13.949	0.00148737			
0.354243	0.00155712			0.467319	0.00190152			13.951	0.00139784			
0.35424	0.00150611			0.468017	0.00180848			13.9529	0.00163544			
0.354237	0.00153517			0.468715	0.0018906			13.9549	0.00171352			
0.354235	0.00152205			0.469413	0.00169059			13.9568	0.00175902			
0.354232	0.00153162			0.470111	0.0016749			13.9588	0.00155328			
0.354229	0.00148743			0.470808	0.00179856			13.9607	0.00161519			
0.354226	0.00147753			0.471506	0.00184045			13.9626	0.00142059			
0.354223	0.00158198			0.472204	0.00148137			13.9646	0.00169131			
0.35422	0.00155731			0.472902	0.00182643			13.9665	0.00160153			
0.354217	0.00154412			0.473599	0.00180392			13.9685	0.00146077			
0.354214	0.00149577			0.474297	0.00182104			13.9704	0.00153702			
0.354212	0.00143204			0.474995	0.00176331			13.9724	0.00154928			
0.354209	0.00137833			0.475693	0.00172326			13.9743	0.00134495			
0.354206	0.0014211			0.476391	0.00190956			13.9763	0.00172071			
0.354203	0.00154092			0.477088	0.0017516			13.9782	0.00167668			
0.3542	0.00151789			0.477786	0.00198558			13.9801	0.00161898			
0.354197	0.00138366			0.478484	0.00179067			13.9821	0.00142855			
0.354194	0.00143837			0.479182	0.00170217			13.9841	0.00153964			
0.354191	0.00155917			0.47988	0.00166933			13.9861	0.00145494			
0.354188	0.00150434			0.480577	0.00176797			13.9881	0.00152531			
0.354185	0.00135902			0.481275	0.00168909			13.9901	0.00166672			
0.354183	0.00151165			0.481973	0.00180485			13.9921	0.00172163			
0.35418	0.00167144			0.482671	0.00171975			13.9941	0.00153128			
0.354177	0.00142675			0.483369	0.00164824			13.9961	0.00165185			
0.354174	0.00163989			0.484066	0.00161909			13.9981	0.00143685			
0.354171	0.00163247			0.484764	0.00165868			14.0001	0.00150977			
0.354168	0.0015258			0.485462	0.00175731			14.0021	0.00151317			
0.354166	0.00140031			0.48616	0.00168793			14.0041	0.00181361			
0.354163	0.00133685			0.486858	0.00177153			14.0061	0.00158899			
0.35416	0.00145587			0.487556	0.00160807			14.0082	0.00154245			
0.354157	0.00134937			0.488254	0.00172075			14.0102	0.00148109			
0.354154	0.00142845			0.488951	0.00186167			14.0122	0.00169968			
0.354151	0.00151904			0.489649	0.00186162			14.0142	0.0016188			
0.354148	0.00153578			0.490347	0.00180744			14.0163	0.00161678			
0.354145	0.00143193			0.491045	0.0018947			14.0184	0.00169528			
0.354142	0.00153101			0.491743	0.00172589			14.0205	0.0015481			
0.35414	0.00150743			0.49244	0.00194013			14.0225	0.00167584			
0.354137	0.0016515			0.493138	0.0014481			14.0246	0.00141199			
0.354134	0.00169762			0.493835	0.00160677			14.0267	0.00154108			
0.354131	0.00147401			0.494532	0.00168292			14.0288	0.00161538			
0.354128	0.00160197			0.49523	0.00187317			14.0308	0.00158441			
0.354125	0.0016087			0.495927	0.00163082			14.0329	0.00154896			
0.354122	0.0015352			0.496625	0.00154809			14.035	0.00171624			
0.35412	0.00138595			0.497322	0.00170417			14.0371	0.00149249			
0.354117	0.00132568			0.49802	0.00178068			14.0392	0.00156097			
0.354114	0.00152278			0.498717	0.00189939			14.0412	0.00162536			
0.354111	0.00157056			0.499415	0.00165079			14.0433	0.00177996			
0.354108	0.00151777			0.500112	0.00182685			14.0454	0.00157909			
0.354105	0.00144269			0.500809	0.00183583			14.0474	0.00146869			
0.354102	0.00148796			0.501506	0.00181876			14.0495	0.00160972			
0.354099	0.001603			0.502204	0.00169103			14.0515	0.00154409			
0.354097	0.00151683			0.502901	0.00182657			14.0535	0.00152248			
0.354094	0.00135898			0.503599	0.00202709			14.0556	0.00164937			
0.354091	0.00146341			0.504296	0.00200533			14.0576	0.00167601			
0.354088	0.00154726			0.504993	0.00192865			14.0597	0.00154412			
0.354085	0.00155786			0.505691	0.0018033			14.0617	0.00165069			
0.354083	0.00148325			0.506388	0.00177266			14.0638	0.00163746			
0.35408	0.00141424			0.507085	0.00182672			14.0658	0.00134557			
0.354077	0.00150908			0.507783	0.00184312			14.0678	0.00166434			
0.354074	0.00136141			0.50848	0.00168712			14.0699	0.00165713			
0.354071	0.00133882			0.509178	0.00204304			14.0719	0.00160779			
0.354068	0.00149437			0.509875	0.00169407			14.074	0.00130767			
0.354065	0.00142826			0.510572	0.00183274			14.076	0.00145997			
0.354063	0.00147795			0.51127	0.00169345			14.078	0.00170458			
0.35406	0.00147018			0.511967	0.00168142			14.08	0.0016051			
0.354057	0.00132115			0.512665	0.00183227			14.0819	0.0016674			
0.354054	0.00137152			0.513362	0.00179929			14.0839	0.00148823			
0.354051	0.00127882			0.51406	0.00177593			14.0858	0.00167376			
0.354048	0.00128617			0.514757	0.00166149			14.0878	0.00160377			
0.354045	0.00137355			0.515454	0.00186019			14.0897	0.00148612			
0.354042	0.00144573			0.516152	0.0018946			14.0917	0.00166896			
0.35404	0.00163209			0.516849	0.00171537			14.0936	0.0018544			
0.354037	0.00166337			0.517547	0.00174863			14.0956	0.00152247			
0.354034	0.00151643			0.518244	0.00202534			14.0975	0.00144838			
0.354031	0.00144871			0.518942	0.00186945			14.0994	0.0016979			
0.354028	0.00161869			0.519639	0.00176669			14.1014	0.00146721			
0.354026	0.00135816			0.520337	0.00181278			14.1033	0.00151616			
0.354023	0.00139206			0.521034	0.00172732			14.1053	0.001533			
0.35402	0.00159095			0.521731	0.00173889			14.1072	0.00150256			
0.354017	0.00166714			0.522429	0.0018874			14.1092	0.00153731			
0.354014	0.00119748			0.523126	0.00170681			14.1111	0.00166411			
0.354011	0.001535			0.523824	0.00184581			14.113	0.00152295			
0.354008	0.00152202			0.524521	0.00156987			14.1148	0.00151302			
0.354005	0.00164435			0.525218	0.00179228			14.1167	0.00136091			
0.354002	0.00147237			0.525916	0.00177942			14.1185	0.00152727			
0.354	0.00147875			0.526613	0.0015511			14.1203	0.00151719			
0.353997	0.00152818			0.52731	0.00173536			14.1221	0.00149765			
0.353994	0.00152249			0.527951	0.00168486			14.1239	0.00157789			
0.353991	0.00145552			0.528573	0.00194702			14.1257	0.00163561			
0.353988	0.00160702			0.529196	0.00173332			14.1275	0.00150993			
0.353985	0.00162813			0.529818	0.00172289			14.1293	0.00155797			
0.353982	0.00139391			0.53044	0.0018718			14.1311	0.00144878			
0.353979	0.00160824			0.531062	0.00199084			14.133	0.0015028			
0.353977	0.00156843			0.531685	0.00155233			14.1348	0.00164022			
0.353974	0.00159654			0.532307	0.00179688			14.1366	0.00162275			
0.353971	0.00151866			0.532929	0.00167625			14.1384	0.00157042			
0.353968	0.00137809			0.533551	0.0016752			14.1402	0.0016531			
0.353965	0.00159204			0.534174	0.00161219			14.142	0.00179909			
0.353962	0.00116271			0.534796	0.00173093			14.1438	0.0018299			
0.353959	0.00171469			0.535418	0.00157401			14.1456	0.00147869			
0.353956	0.00134096			0.53604	0.00168841			14.1475	0.00161668			
0.353953	0.0014618			0.536663	0.00197123			14.1493	0.0015333			
0.353951	0.00149827			0.537285	0.0018918			14.1509	0.00156753			
0.353948	0.00141263			0.537907	0.0017343			14.1525	0.00158165			
0.353945	0.00156405			0.53853	0.00159313			14.154	0.00164103			
0.353942	0.00141264			0.539152	0.00155666			14.1556	0.00163637			
0.353939	0.00157484			0.539774	0.00158355			14.1571	0.00158445			
0.353936	0.00160436			0.540396	0.00164873			14.1587	0.00145095			
0.353933	0.00160527			0.541018	0.00160789			14.1602	0.00142816			
0.35393	0.00146112			0.541641	0.00161765			14.1618	0.00152883			
0.353928	0.00154745			0.542263	0.00154157			14.1633	0.00154345			
0.353925	0.00168532			0.542885	0.00163137			14.1648	0.00143653			
0.353922	0.0017087			0.543507	0.00162524			14.1664	0.00156845			
0.353919	0.00159064			0.54413	0.00169783			14.1679	0.00156858			
0.353916	0.00158138			0.544752	0.0017013			14.1695	0.00142702			
0.353913	0.00180648			0.545374	0.00150017			14.171	0.00155328			
0.35391	0.00136949			0.545996	0.00182409			14.1726	0.0015927			
0.353908	0.00161617			0.546619	0.00169551			14.1741	0.00159694			
0.353905	0.0015557			0.547241	0.00179691			14.1757	0.00158903			
0.353902	0.00143416			0.547863	0.0017496			14.1772	0.00153944			
0.353899	0.0014769			0.548486	0.0018147			14.1788	0.00154747			
0.353896	0.00162791			0.549108	0.00180915			14.1803	0.00175026			
0.353893	0.00154759			0.54973	0.00205293			14.1818	0.00166929			
0.35389	0.00165425			0.550352	0.0018343			14.1834	0.00168416			
0.353888	0.00152988			0.550975	0.00176873			14.1849	0.00152363			
0.353885	0.00156391			0.551597	0.00177928			14.1865	0.00174282			
0.353882	0.0016591			0.552219	0.00179641			14.188	0.00160508			
0.353879	0.00159594			0.552842	0.0019327			14.1896	0.00164538			
0.353876	0.00154671			0.553464	0.00191365			14.1911	0.00148951			
0.353873	0.00138094			0.554169	0.00183367			14.1923	0.00159625			
0.353871	0.00144182			0.554924	0.00172108			14.1935	0.00169002			
0.353868	0.00124417			0.55568	0.00156777			14.1947	0.00170227			
0.353865	0.00146586			0.556435	0.0018254			14.1959	0.00165275			
0.353862	0.00150979			0.55719	0.00179868			14.1971	0.00152425			
0.353859	0.00138677			0.557945	0.00172376			14.1983	0.00160429			
0.353856	0.00144063			0.558701	0.00169142			14.1995	0.00182318			
0.353853	0.00162038			0.559456	0.00159189			14.2007	0.00169285			
0.35385	0.00168355			0.560212	0.00176217			14.2019	0.00169895			
0.353847	0.00142152			0.560967	0.00176333			14.2031	0.00164049			
0.353845	0.00137572			0.561722	0.00159716			14.2043	0.00171538			
0.353842	0.00152301			0.562478	0.00182188			14.2055	0.00156758			
0.353839	0.00155326			0.563233	0.00178234			14.2067	0.00164965			
0.353836	0.00151052			0.563988	0.00192038			14.2079	0.00145341			
0.353833	0.00156499			0.564744	0.00190824			14.2091	0.00170279			
0.35383	0.00155412			0.565499	0.00184291			14.2103	0.00177512			
0.353827	0.00159442			0.566255	0.00156101			14.2115	0.00179185			
0.353825	0.00141272			0.56701	0.00181629			14.2127	0.00156093			
0.353822	0.00152189			0.567766	0.00189981			14.2139	0.00144459			
0.353819	0.00145199			0.568521	0.00169675			14.2151	0.00175862			
0.353816	0.00146293			0.569277	0.00178654			14.2163	0.00154794			
0.353813	0.0013007			0.570032	0.00191497			14.2175	0.00165414			
0.35381	0.0015754			0.570787	0.00195206			14.2187	0.00166712			
0.353807	0.00132783			0.571542	0.00185079			14.2199	0.00170819			
0.353805	0.00166675			0.572298	0.00177132			14.2211	0.0017821			
0.353802	0.00142579			0.573053	0.00167097			14.2223	0.00166228			
0.353799	0.00144918			0.573809	0.00156576			14.2235	0.00182066			
0.353796	0.00140835			0.574564	0.00165212			14.2247	0.00158618			
0.353793	0.00164381			0.57532	0.00164824			14.2259	0.00169947			
0.35379	0.00153204			0.576075	0.00166638			14.2271	0.00165615			
0.353788	0.00146427			0.576831	0.00178627			14.2283	0.0015387			
0.353785	0.00136339			0.577586	0.00150787			14.2295	0.00177846			
0.353782	0.00152491			0.578345	0.00138589			14.2307	0.00154238			
0.353779	0.0014145			0.579279	0.0015428			14.2319	0.00169387			
0.353776	0.00137575			0.58025	0.00167872			14.2331	0.00167023			
0.353773	0.00143479			0.581222	0.00168602			14.2343	0.00158043			
0.35377	0.00163454			0.582193	0.00193699			14.2355	0.00156408			
0.353767	0.00136529			0.583165	0.00177284			14.2365	0.00145008			
0.353764	0.00142275			0.584136	0.00177919			14.2374	0.00154958			
0.353762	0.00158464			0.585108	0.00180197			14.2382	0.00163716			
0.353759	0.00148537			0.586079	0.00183567			14.2391	0.00167137			
0.353756	0.00137482			0.58705	0.00156096			14.2399	0.00158294			
0.353753	0.0013851			0.588022	0.00179781			14.2408	0.00155361			
0.35375	0.00148469			0.588993	0.00167249			14.2416	0.00149685			
0.353747	0.00154761			0.589965	0.00162683			14.2425	0.00148663			
0.353744	0.00149254			0.590936	0.00174035			14.2434	0.00162085			
0.353741	0.00136239			0.591908	0.00188394			14.2442	0.00160241			
0.353738	0.0012927			0.592879	0.00181176			14.2451	0.00156564			
0.353736	0.00138516			0.593851	0.00172743			14.2459	0.00164064			
0.353733	0.00147317			0.594822	0.00178744			14.2468	0.00158524			
0.35373	0.00138094			0.595794	0.00176995			14.2477	0.00134836			
0.353727	0.00130155			0.596765	0.00169919			14.2485	0.00159183			
0.353724	0.00152818			0.597736	0.00162277			14.2494	0.00155167			
0.353721	0.0014385			0.598708	0.00176434			14.2502	0.00142352			
0.353719	0.00154185			0.599679	0.00158525			14.2511	0.00148254			
0.353716	0.0013866			0.600651	0.00170044			14.2519	0.00179099			
0.353713	0.00154371			0.601622	0.00151572			14.2528	0.00149095			
0.35371	0.00133038			0.602594	0.00154848			14.2537	0.00157778			
0.353707	0.0015334			0.603565	0.00172036			14.2545	0.00170163			
0.353704	0.00164909			0.604536	0.00163714			14.2554	0.00185131			
0.353701	0.00156322			0.605508	0.0017968			14.2562	0.00169323			
0.353698	0.00160249			0.606538	0.001732			14.2571	0.00168974			
0.353696	0.00158615			0.607658	0.00170146			14.258	0.00136655			
0.353693	0.00149308			0.608779	0.00196768			14.2588	0.00148213			
0.35369	0.00154387			0.609899	0.00183508			14.2597	0.00146363			
0.353687	0.00181518			0.61102	0.00184441			14.2605	0.00161924			
0.353684	0.00157295			0.61214	0.00180567			14.2614	0.00160795			
0.353681	0.00158339			0.613261	0.00175695			14.2622	0.00159281			
0.353678	0.00151235			0.614381	0.00186203			14.2631	0.00157158			
0.353675	0.00165141			0.615502	0.00168664			14.264	0.00148913			
0.353672	0.00176022			0.616622	0.00182368			14.2648	0.00149801			
0.35367	0.00168403			0.617743	0.0018153			14.2657	0.00184019			
0.353667	0.00164859			0.618863	0.00193318			14.2665	0.0016475			
0.353664	0.00158014			0.619984	0.00192805			14.2674	0.0016673			
0.353661	0.00151722			0.621104	0.00191101			14.2683	0.0015853			
0.353658	0.00171052			0.622225	0.00173302			14.2692	0.00149468			
0.353655	0.00144228			0.623345	0.00173269			14.2701	0.00141053			
0.353652	0.00149689			0.624466	0.0017115			14.271	0.00179687			
0.353649	0.00171444			0.625586	0.00174548			14.2719	0.00152452			
0.353647	0.00153324			0.626707	0.00180926			14.2728	0.0016556			
0.353644	0.00149771			0.627827	0.00166282			14.2737	0.00156124			
0.353641	0.00132029			0.628948	0.00169591			14.2746	0.00171789			
0.353638	0.00140852			0.630068	0.00193554			14.2755	0.00137091			
0.353635	0.00136244			0.631189	0.00182373			14.2764	0.00158602			
0.353632	0.00138489			0.632309	0.00183199			14.2773	0.00171964			
0.353629	0.00135527			0.63343	0.00170075			14.2782	0.00163853			
0.353626	0.00153766			0.634556	0.00202907			14.2791	0.00172793			
0.353624	0.00134761			0.635794	0.00172965			14.28	0.00143229			
0.353621	0.00149772			0.637046	0.00199949			14.2809	0.00156615			
0.353618	0.00154425			0.638297	0.00183083			14.2817	0.0017264			
0.353615	0.00143731			0.639549	0.0017183			14.2826	0.00165752			
0.353612	0.00144866			0.640801	0.00181681			14.2835	0.00165571			
0.353609	0.00147864			0.642053	0.00172257			14.2844	0.00162657			
0.353607	0.0014353			0.643304	0.00186502			14.2853	0.00180274			
0.353604	0.00142304			0.644556	0.00182974			14.2862	0.00167856			
0.353601	0.00147817			0.645808	0.00183745			14.2871	0.00154988			
0.353598	0.00134485			0.647059	0.00195122			14.288	0.00136481			
0.353595	0.00134514			0.648311	0.00180754			14.2889	0.00163023			
0.353592	0.00141879			0.649563	0.001691			14.2898	0.00177944			
0.353589	0.00153166			0.650814	0.00199658			14.2907	0.00157427			
0.353587	0.00143993			0.652066	0.00168539			14.2916	0.0015052			
0.353584	0.00146308			0.653318	0.00194119			14.2927	0.0016947			
0.353581	0.00131461			0.654569	0.00200059			14.2938	0.00153839			
0.353578	0.0014413			0.655821	0.00188692			14.2949	0.00169856			
0.353575	0.00155592			0.657073	0.00181497			14.296	0.00166217			
0.353572	0.00132518			0.658324	0.00183296			14.2972	0.00165283			
0.353569	0.0012436			0.659576	0.00184863			14.2983	0.0015396			
0.353566	0.00151073			0.660828	0.00169489			14.2994	0.00148913			
0.353564	0.00144551			0.66208	0.0016571			14.3005	0.00148483			
0.353561	0.00157959			0.663331	0.00185666			14.3017	0.00176438			
0.353558	0.00147681			0.664594	0.00189296			14.3028	0.00154267			
0.353555	0.00161868			0.665927	0.00183093			14.3039	0.00132782			
0.353552	0.00139731			0.667263	0.00182095			14.305	0.00170055			
0.353549	0.00137943			0.668599	0.00182225			14.3062	0.00147751			
0.353547	0.00150607			0.669936	0.00188236			14.3073	0.00154302			
0.353544	0.00131139			0.671272	0.00182831			14.3084	0.00166737			
0.353541	0.00138308			0.672608	0.00164581			14.3095	0.00151905			
0.353538	0.00135577			0.673945	0.00188704			14.3107	0.00154634			
0.353535	0.00152051			0.675281	0.00181063			14.3118	0.00172468			
0.353532	0.00136476			0.676618	0.00169			14.3129	0.00164702			
0.353529	0.00139006			0.677954	0.00175933			14.314	0.00159715			
0.353527	0.00125091			0.67929	0.00168203			14.3152	0.00147608			
0.353524	0.00124082			0.680627	0.00167251			14.3163	0.00163768			
0.353521	0.00139558			0.681963	0.00158431			14.3174	0.00184787			
0.353518	0.00157267			0.683299	0.00160723			14.3186	0.00160793			
0.353515	0.00133106			0.684636	0.0018381			14.3199	0.00159166			
0.353512	0.00156112			0.685972	0.00151842			14.3212	0.00177978			
0.353509	0.00132721			0.687308	0.00178785			14.3226	0.00149993			
0.353507	0.00152845			0.688645	0.00162464			14.3239	0.00174332			
0.353504	0.00135939			0.689981	0.00165866			14.3252	0.00187451			
0.353501	0.00149551			0.691317	0.0017748			14.3266	0.00173354			
0.353498	0.00138913			0.692654	0.00184321			14.3279	0.00155926			
0.353495	0.00137357			0.69399	0.00183787			14.3292	0.00147571			
0.353492	0.00141194			0.69534	0.00174587			14.3306	0.00176979			
0.353489	0.00126867			0.696734	0.00183733			14.3319	0.0017154			
0.353487	0.00150552			0.698129	0.00158421			14.3332	0.00160307			
0.353484	0.00132358			0.699524	0.00178995			14.3346	0.00163254			
0.353481	0.00127196			0.700918	0.00163212			14.3359	0.00180027			
0.353478	0.00153095			0.702313	0.00185025			14.3373	0.00175615			
0.353475	0.00128917			0.703708	0.00184575			14.3386	0.00167785			
0.353472	0.00161842			0.705102	0.00165314			14.3399	0.0017072			
0.353469	0.00164792			0.706497	0.00161168			14.3413	0.00160202			
0.353466	0.00149782			0.707892	0.00193118			14.3426	0.00161522			
0.353464	0.00141066			0.709286	0.00147334			14.3439	0.00155008			
0.353461	0.00171317			0.710681	0.00162853			14.3453	0.00160139			
0.353458	0.00157403			0.712076	0.00166819			14.3466	0.00158779			
0.353455	0.00162858			0.71347	0.00180358			14.3479	0.00169344			
0.353452	0.00159154			0.714865	0.0017025			14.3493	0.00149359			
0.353449	0.0017201			0.71626	0.00179876			14.3507	0.00165167			
0.353446	0.00137896			0.717655	0.00169444			14.3521	0.0015907			
0.353444	0.00166068			0.719049	0.0017792			14.3535	0.00159379			
0.353441	0.00180427			0.720444	0.0016877			14.355	0.00164994			
0.353438	0.00156272			0.721839	0.00169657			14.3564	0.00174881			
0.353435	0.00154507			0.723233	0.00167341			14.3578	0.00194901			
0.353432	0.00146073			0.724628	0.00162792			14.3592	0.00147555			
0.353429	0.00156052			0.726034	0.00170354			14.3606	0.00162212			
0.353427	0.00156239			0.72748	0.0017057			14.362	0.00157168			
0.353424	0.00154059			0.728928	0.00178447			14.3634	0.00160567			
0.353421	0.00148759			0.730375	0.0017683			14.3648	0.00157774			
0.353418	0.00147915			0.731822	0.00183583			14.3663	0.00141903			
0.353415	0.00148207			0.733269	0.0018507			14.3677	0.00158516			
0.353412	0.00141072			0.734716	0.00168393			14.3691	0.00164433			
0.353409	0.00134062			0.736163	0.00148112			14.3705	0.00164223			
0.353406	0.00146502			0.73761	0.00164974			14.3719	0.00150403			
0.353403	0.00158843			0.739057	0.00167126			14.3733	0.00157828			
0.353401	0.00114527			0.740504	0.00174024			14.3747	0.00154593			
0.353398	0.00150368			0.741952	0.00169059			14.3761	0.00179954			
0.353395	0.00148339			0.743399	0.00177663			14.3775	0.00157396			
0.353392	0.00154941			0.744846	0.00155594			14.379	0.00167427			
0.353389	0.00140908			0.746293	0.00165835			14.3804	0.00168379			
0.353386	0.0015438			0.74774	0.00177196			14.3818	0.00168096			
0.353383	0.00142533			0.749187	0.00170519			14.3832	0.00155775			
0.35338	0.00134371			0.750634	0.00181043			14.3847	0.0018236			
0.353377	0.00150156			0.752082	0.00169764			14.3861	0.00173002			
0.353375	0.00142464			0.753529	0.00192521			14.3875	0.00174014			
0.353372	0.00132464			0.754976	0.00178386			14.389	0.00177439			
0.353369	0.00143806			0.756423	0.00176786			14.3904	0.00167452			
0.353366	0.00152798			0.757872	0.00172941			14.3918	0.00155982			
0.353363	0.00133887			0.759328	0.00184904			14.3932	0.00164792			
0.353361	0.00153316			0.760783	0.0018071			14.3947	0.0014378			
0.353358	0.00146013			0.762239	0.00181812			14.3961	0.00151677			
0.353355	0.00172308			0.763695	0.00183439			14.3975	0.00171402			
0.353352	0.00167306			0.76515	0.00188571			14.399	0.00133053			
0.353349	0.00143006			0.766606	0.00173616			14.4004	0.00149188			
0.353346	0.00144069			0.768061	0.0018136			14.4018	0.0014798			
0.353343	0.00185255			0.769517	0.00194487			14.4033	0.00161497			
0.353341	0.00169937			0.770972	0.00190291			14.4047	0.00152729			
0.353338	0.00164553			0.772428	0.00174167			14.4061	0.00147305			
0.353335	0.00142807			0.773883	0.0020201			14.4075	0.0014415			
0.353332	0.00130963			0.775339	0.00188071			14.409	0.00162703			
0.353329	0.00156035			0.776794	0.00181912			14.4104	0.00162847			
0.353326	0.00129843			0.77825	0.00175683			14.4118	0.0017835			
0.353324	0.00135814			0.779706	0.00185878			14.4133	0.00156296			
0.353321	0.0013277			0.781161	0.001882			14.4147	0.00152131			
0.353318	0.00150707			0.782617	0.00182111			14.4161	0.0015898			
0.353315	0.00146672			0.784072	0.0016234			14.4175	0.00145959			
0.353312	0.00160635			0.785528	0.0018976			14.4189	0.00133809			
0.353309	0.00143984			0.786983	0.00178873			14.4203	0.00157459			
0.353306	0.0017141			0.788439	0.00140609			14.4217	0.00161816			
0.353303	0.00148278			0.789921	0.00183447			14.4231	0.00145528			
0.3533	0.00151606			0.791407	0.00185833			14.4246	0.00158855			
0.353297	0.00142298			0.792894	0.00175531			14.426	0.00146033			
0.353295	0.00160482			0.794381	0.00164095			14.4274	0.00151399			
0.353292	0.00160204			0.795868	0.00181006			14.4288	0.00163333			
0.353289	0.00155888			0.797354	0.00192194			14.4302	0.00157254			
0.353286	0.00159271			0.798841	0.00184812			14.4316	0.00143303			
0.353283	0.00153086			0.800328	0.00172433			14.433	0.00152006			
0.353281	0.00145638			0.801815	0.00176772			14.4344	0.00152482			
0.353278	0.00141151			0.803302	0.00163059			14.4358	0.00150121			
0.353275	0.00147156			0.804789	0.00165018			14.4373	0.00159935			
0.353272	0.00138932			0.806275	0.00165639			14.4387	0.0015121			
0.353269	0.00154084			0.807762	0.00172546			14.4401	0.00152785			
0.353266	0.00138899			0.809249	0.001983			14.4415	0.00152142			
0.353263	0.00131009			0.810736	0.00188688			14.4429	0.00146345			
0.353261	0.00135856			0.812223	0.00183752			14.4443	0.00144273			
0.353258	0.001348			0.813709	0.00178064			14.4457	0.00155735			
0.353255	0.00140735			0.815196	0.00173365			14.4471	0.00155068			
