lap2_7_samp	cur2_7_samp	lap2_8_samp	cur2_8_samp	lap2_9_samp	cur2_9_samp	lap2_10_samp	cur2_10_samp	lap2_11_samp	cur2_11_samp	sub	ind_delta_vm	ind_t
0.385419	0.000722693	2.86147	0.0049024	0.438201	0.00154643	0.426702	0.00156689	0.531224	0.00141179			
0.385416	0.000780013	2.86312	0.00506081	0.438198	0.00152199	0.426699	0.00159302	0.531222	0.00133319			
0.385413	0.000724624	2.86476	0.00487744	0.438195	0.00175538	0.426697	0.00156192	0.531219	0.00175233			
0.38541	0.00082938	2.86641	0.00486148	0.438193	0.0017658	0.426694	0.00166054	0.531216	0.0014396			
0.385407	0.00099203	2.86805	0.00492674	0.43819	0.0015798	0.426691	0.00167229	0.531213	0.00112545			
0.385404	0.000704901	2.86969	0.00476451	0.438187	0.00175357	0.426688	0.00141787	0.53121	0.00162532			
0.385401	0.000910248	2.87134	0.00493246	0.438184	0.00167455	0.426685	0.00148867	0.531208	0.00144555			
0.385398	0.000859348	2.87299	0.00476003	0.438181	0.00162552	0.426682	0.00145264	0.531205	0.00150197			
0.385395	0.000830911	2.87463	0.00500154	0.438178	0.00168983	0.42668	0.00141431	0.531202	0.001384			
0.385392	0.000745403	2.87628	0.00486127	0.438175	0.00154985	0.426677	0.00164985	0.531199	0.00136076			
0.38539	0.000715227	2.87792	0.0049868	0.438172	0.00142908	0.426674	0.00146968	0.531196	0.0013171			
0.385387	0.000983568	2.87961	0.00488328	0.438169	0.00166655	0.426671	0.00139651	0.531193	0.00139358			
0.385384	0.000949777	2.88135	0.00461028	0.438167	0.00154591	0.426668	0.00151225	0.531191	0.0014803			
0.385381	0.000613368	2.88309	0.00500159	0.438164	0.00162204	0.426665	0.00153702	0.531188	0.00138664			
0.385378	0.000676949	2.88483	0.00498546	0.438161	0.00144164	0.426663	0.00166682	0.531185	0.00155008			
0.385375	0.00066562	2.88657	0.00484129	0.438158	0.00161194	0.42666	0.00144895	0.531183	0.00162439			
0.385372	0.000556321	2.88831	0.00503524	0.438155	0.0017745	0.426657	0.00136734	0.53118	0.00137264			
0.385369	0.000733628	2.89005	0.00487514	0.438152	0.00140771	0.426654	0.00137407	0.531177	0.00154033			
0.385366	0.000440664	2.89179	0.00495586	0.438149	0.00155548	0.426651	0.00138392	0.531174	0.0014931			
0.385363	0.000876438	2.89353	0.0047936	0.438147	0.00135193	0.426648	0.00131583	0.531172	0.00126904			
0.385361	0.000754249	2.89527	0.00493384	0.438144	0.00144543	0.426645	0.0014218	0.531169	0.00131384			
0.385358	0.00081309	2.89701	0.00490541	0.438141	0.00147111	0.426642	0.00132272	0.531166	0.00145564			
0.385355	0.000797637	2.89876	0.00489497	0.438138	0.00167775	0.426639	0.0016192	0.531163	0.00130551			
0.385352	0.000935999	2.9005	0.00477876	0.438135	0.00157332	0.426637	0.0014872	0.531161	0.00139469			
0.385349	0.000982248	2.90224	0.00495759	0.438132	0.00159641	0.426634	0.00149892	0.531158	0.00139232			
0.385346	0.000643512	2.90398	0.00488639	0.43813	0.00150334	0.426631	0.00158007	0.531155	0.00138481			
0.385343	0.000904803	2.90572	0.00501718	0.438127	0.0016293	0.426628	0.00155027	0.531152	0.0015162			
0.38534	0.000839854	2.90746	0.00491963	0.438124	0.00172707	0.426625	0.00148204	0.53115	0.00134817			
0.385338	0.000540755	2.9092	0.00497338	0.438121	0.00154134	0.426623	0.00146734	0.531147	0.00133004			
0.385335	0.000784924	2.91094	0.00483622	0.438118	0.0015574	0.42662	0.00158983	0.531144	0.00135707			
0.385332	0.000842272	2.91268	0.00491672	0.438115	0.00154989	0.426617	0.00152017	0.531142	0.00147215			
0.385329	0.000620534	2.91442	0.0049748	0.438113	0.00139437	0.426614	0.00153377	0.531139	0.0015689			
0.385326	0.000658062	2.91616	0.0048619	0.43811	0.00162949	0.426611	0.00152127	0.531136	0.00148801			
0.385323	0.000518882	2.9179	0.00496552	0.438107	0.00149905	0.426609	0.00141473	0.531133	0.00162453			
0.38532	0.000599939	2.91964	0.00503909	0.438104	0.0015698	0.426606	0.00142683	0.531131	0.00141872			
0.385317	0.000829989	2.92138	0.00492928	0.438102	0.00168492	0.426603	0.00145292	0.531128	0.00142592			
0.385315	0.000626983	2.92312	0.00484066	0.438099	0.0015674	0.4266	0.00155771	0.531125	0.00154517			
0.385312	0.000816479	2.92486	0.00488871	0.438096	0.00154094	0.426597	0.00136763	0.531123	0.00133547			
0.385309	0.000758995	2.9266	0.00490665	0.438093	0.0014227	0.426594	0.00171924	0.53112	0.0013955			
0.385306	0.000598322	2.92834	0.00495844	0.43809	0.00152454	0.426591	0.00156802	0.531117	0.00132864			
0.385303	0.000803651	2.93008	0.00508088	0.438087	0.00168418	0.426589	0.00134872	0.531114	0.00139599			
0.3853	0.000838935	2.93182	0.00493842	0.438084	0.00150983	0.426586	0.00141683	0.531111	0.00158451			
0.385297	0.000899951	2.93356	0.00501074	0.438081	0.00160809	0.426583	0.0015485	0.531109	0.00163052			
0.385294	0.00078558	2.9353	0.00490605	0.438078	0.00138224	0.42658	0.00155657	0.531106	0.00135696			
0.385292	0.000719653	2.93704	0.00500619	0.438076	0.00133217	0.426577	0.00164051	0.531104	0.0014521			
0.385289	0.000601061	2.93878	0.00488469	0.438073	0.00141266	0.426574	0.00149203	0.531101	0.00135742			
0.385286	0.00087424	2.94052	0.00497379	0.43807	0.00145109	0.426571	0.00115877	0.531098	0.00141588			
0.385283	0.000876103	2.94226	0.00494116	0.438067	0.0015518	0.426568	0.00164357	0.531096	0.00144115			
0.38528	0.00102551	2.94399	0.00492132	0.438065	0.00152457	0.426566	0.00140382	0.531093	0.00149727			
0.385277	0.000826321	2.94567	0.00489478	0.438062	0.00150553	0.426563	0.00154332	0.53109	0.00160268			
0.385274	0.000754191	2.94734	0.00485692	0.438059	0.00151333	0.42656	0.0013172	0.531087	0.00154338			
0.385271	0.000792352	2.94902	0.00480163	0.438056	0.00143671	0.426557	0.00147145	0.531085	0.0011589			
0.385269	0.000720048	2.95069	0.0049719	0.438053	0.00152838	0.426554	0.00129368	0.531082	0.00134767			
0.385266	0.000874962	2.95236	0.00484053	0.43805	0.00134476	0.426551	0.00133857	0.531079	0.00150586			
0.385263	0.000836549	2.95404	0.00489122	0.438048	0.00183348	0.426548	0.00153985	0.531077	0.00109632			
0.38526	0.000738807	2.95571	0.00488448	0.438045	0.00147263	0.426546	0.00160821	0.531074	0.00156151			
0.385257	0.000718971	2.95739	0.00482094	0.438042	0.00139504	0.426543	0.00159867	0.531071	0.00131857			
0.385254	0.000737915	2.95906	0.00471509	0.438039	0.00161462	0.42654	0.00127592	0.531068	0.00147526			
0.385251	0.000796883	2.96073	0.00492033	0.438036	0.00165518	0.426537	0.00148474	0.531065	0.00131899			
0.385248	0.000644733	2.96241	0.0049024	0.438033	0.00130722	0.426534	0.00136731	0.531063	0.0012856			
0.385245	0.000699046	2.96408	0.0049347	0.43803	0.00163904	0.426531	0.00147118	0.53106	0.00148452			
0.385242	0.000893414	2.96575	0.00483792	0.438028	0.0015185	0.426529	0.00155084	0.531057	0.00141868			
0.38524	0.000701141	2.96743	0.00499436	0.438025	0.00169749	0.426526	0.00139131	0.531054	0.00146736			
0.385237	0.000786741	2.9691	0.00493458	0.438022	0.00141168	0.426523	0.0016611	0.531052	0.00143723			
0.385234	0.000775762	2.97078	0.00504041	0.438019	0.00167376	0.42652	0.00154682	0.531049	0.00124625			
0.385231	0.0007307	2.97245	0.00499386	0.438016	0.00174083	0.426517	0.00127812	0.531047	0.00110808			
0.385228	0.000759327	2.97412	0.00494283	0.438013	0.00164966	0.426515	0.00157571	0.531044	0.00143625			
0.385225	0.000569415	2.9758	0.00477024	0.438011	0.00163363	0.426512	0.00141162	0.531041	0.00167143			
0.385222	0.000989739	2.97745	0.00495042	0.438008	0.00150571	0.426509	0.00170833	0.531038	0.00147241			
0.385219	0.000728261	2.97906	0.00486032	0.438005	0.00158261	0.426506	0.0014695	0.531035	0.00142016			
0.385217	0.000968636	2.98068	0.00487946	0.438002	0.0016294	0.426503	0.00167474	0.531032	0.00155337			
0.385214	0.000888912	2.9823	0.00484113	0.437999	0.00148893	0.4265	0.00122848	0.53103	0.00147267			
0.385211	0.000777862	2.98391	0.00503469	0.437996	0.0017104	0.426497	0.00161497	0.531027	0.00128755			
0.385208	0.000820972	2.98553	0.00493646	0.437993	0.00158133	0.426495	0.00145755	0.531024	0.0014059			
0.385205	0.000876184	2.98715	0.00490478	0.437991	0.0016653	0.426492	0.00157051	0.531021	0.00145118			
0.385202	0.000757167	2.98876	0.00483055	0.437988	0.00166902	0.426489	0.00130414	0.531019	0.00144502			
0.385199	0.000765614	2.99038	0.0047747	0.437985	0.00164071	0.426486	0.00152419	0.531016	0.0014278			
0.385196	0.000768245	2.992	0.00491706	0.437982	0.00168271	0.426483	0.00142881	0.531013	0.00116176			
0.385193	0.000599516	2.99361	0.00480337	0.437979	0.00163661	0.42648	0.00146728	0.53101	0.00130359			
0.38519	0.000714749	2.99523	0.00490889	0.437976	0.00175998	0.426477	0.00148186	0.531007	0.00142312			
0.385187	0.000725027	2.99685	0.00485709	0.437973	0.00159995	0.426474	0.00162059	0.531004	0.00145597			
0.385184	0.000761151	2.99846	0.00498843	0.437971	0.00147672	0.426472	0.00140889	0.531002	0.00161396			
0.385182	0.0008027	3.00008	0.00476535	0.437968	0.00156679	0.426469	0.00150416	0.530999	0.00155504			
0.385179	0.000753854	3.0017	0.00483748	0.437965	0.00145673	0.426466	0.00140016	0.530996	0.00149013			
0.385176	0.00073793	3.00331	0.0048992	0.437962	0.0016158	0.426463	0.00142774	0.530993	0.00141365			
0.385173	0.000731657	3.00493	0.00497258	0.437959	0.00163536	0.42646	0.0013755	0.530991	0.00155132			
0.38517	0.000845434	3.00654	0.00488295	0.437956	0.00149349	0.426457	0.00164889	0.530988	0.00134717			
0.385167	0.00100516	3.00816	0.00479822	0.437953	0.00160229	0.426455	0.0013834	0.530985	0.001466			
0.385164	0.000784662	3.00977	0.00485928	0.437951	0.00171358	0.426452	0.0013985	0.530983	0.00134381			
0.385162	0.000674824	3.01137	0.00479533	0.437948	0.00147049	0.426449	0.00158459	0.53098	0.00146525			
0.385159	0.000812526	3.01296	0.00492959	0.437945	0.00150712	0.426446	0.00161291	0.530977	0.00136341			
0.385156	0.00067203	3.01456	0.00484844	0.437942	0.00161228	0.426443	0.00174895	0.530975	0.00147202			
0.385153	0.000721864	3.01616	0.00478244	0.437939	0.00145589	0.42644	0.00155567	0.530972	0.00147595			
0.38515	0.000681571	3.01776	0.00490003	0.437937	0.00163741	0.426438	0.00140086	0.530969	0.00130652			
0.385147	0.000649975	3.01935	0.00491501	0.437934	0.00139093	0.426435	0.00169314	0.530966	0.00127269			
0.385145	0.000709752	3.02095	0.00486362	0.437931	0.00132757	0.426432	0.00147417	0.530964	0.00129349			
0.385142	0.000543586	3.02255	0.00480161	0.437928	0.00153665	0.426429	0.00142244	0.530961	0.00138999			
0.385139	0.000686735	3.02415	0.00470905	0.437925	0.0017338	0.426426	0.00131087	0.530958	0.00141146			
0.385136	0.000907379	3.02574	0.00483792	0.437922	0.00156911	0.426424	0.00144587	0.530955	0.00128726			
0.385133	0.000831354	3.02734	0.0046834	0.437919	0.00143167	0.426421	0.0013462	0.530953	0.00157297			
0.38513	0.000845173	3.02894	0.00494918	0.437917	0.00146098	0.426418	0.00133545	0.53095	0.00135045			
0.385127	0.000622786	3.03054	0.0048978	0.437914	0.00158308	0.426415	0.00136193	0.530947	0.00143358			
0.385124	0.000731219	3.03213	0.00487195	0.437911	0.00141342	0.426412	0.0016307	0.530944	0.00136936			
0.385121	0.0008406	3.03373	0.00487666	0.437908	0.00162564	0.426409	0.00132852	0.530941	0.00131396			
0.385118	0.000538347	3.03533	0.00492312	0.437905	0.00151473	0.426406	0.00147607	0.530938	0.00161158			
0.385116	0.000576485	3.03693	0.00489918	0.437902	0.00144034	0.426404	0.00136	0.530936	0.001415			
0.385113	0.000724912	3.03852	0.00490693	0.437899	0.00159656	0.426401	0.00136802	0.530933	0.00164268			
0.38511	0.000612708	3.04012	0.00486745	0.437897	0.00160298	0.426398	0.0012637	0.53093	0.00170441			
0.385107	0.000890224	3.04173	0.0049353	0.437894	0.00144468	0.426395	0.00119766	0.530927	0.00131629			
0.385104	0.000593952	3.04334	0.00484893	0.437891	0.00143769	0.426392	0.00131706	0.530925	0.00183054			
0.385101	0.000838347	3.04495	0.00490721	0.437888	0.0014373	0.426389	0.00144289	0.530922	0.00145822			
0.385098	0.000813998	3.04656	0.00494498	0.437885	0.00155278	0.426386	0.00135304	0.530919	0.00143001			
0.385095	0.000606482	3.04817	0.00485979	0.437883	0.00138879	0.426384	0.00145781	0.530916	0.00161714			
0.385092	0.000706604	3.04979	0.00495796	0.43788	0.00132671	0.426381	0.00131393	0.530914	0.00142107			
0.38509	0.000748495	3.0514	0.00463828	0.437877	0.00155154	0.426378	0.00140079	0.530911	0.00161388			
0.385087	0.000606177	3.05301	0.00496206	0.437874	0.00149804	0.426375	0.00139102	0.530908	0.00121649			
0.385084	0.000856051	3.05462	0.0049214	0.437871	0.00151667	0.426372	0.00128134	0.530905	0.00168363			
0.385081	0.000672448	3.05623	0.00474471	0.437868	0.00168765	0.426369	0.00145995	0.530903	0.00144015			
0.385078	0.000846826	3.05784	0.00484199	0.437865	0.00156583	0.426367	0.00135802	0.5309	0.00144627			
0.385075	0.000784821	3.05946	0.00498919	0.437862	0.00177268	0.426364	0.0012431	0.530898	0.00150759			
0.385073	0.000734659	3.06107	0.00494021	0.43786	0.00142977	0.426361	0.00119431	0.530895	0.00142959			
0.38507	0.000719938	3.06268	0.00481971	0.437857	0.00158781	0.426358	0.00143652	0.530892	0.00130075			
0.385067	0.000896785	3.06429	0.00488117	0.437854	0.00156849	0.426355	0.0013141	0.530889	0.00132031			
0.385064	0.000817552	3.0659	0.00496934	0.437851	0.00148928	0.426352	0.00136176	0.530887	0.00147704			
0.385061	0.000892704	3.06751	0.00481079	0.437848	0.00160082	0.426349	0.00149321	0.530884	0.00144434			
0.385058	0.000813672	3.06913	0.00485846	0.437845	0.0015913	0.426346	0.00127842	0.530881	0.00143515			
0.385055	0.000682288	3.07074	0.00487966	0.437842	0.00132341	0.426343	0.00140388	0.530878	0.00132875			
0.385052	0.000850622	3.07235	0.00490032	0.437839	0.00138157	0.426341	0.00150263	0.530875	0.00132797			
0.385049	0.00087753	3.07398	0.00495937	0.437837	0.00146615	0.426338	0.00153478	0.530873	0.00131467			
0.385047	0.000570674	3.0756	0.00479144	0.437834	0.00165609	0.426335	0.0014061	0.53087	0.00139004			
0.385044	0.000665819	3.07723	0.00484876	0.437831	0.00167762	0.426332	0.00138681	0.530867	0.00128777			
0.385041	0.000614499	3.07885	0.00500064	0.437828	0.00150924	0.426329	0.00134082	0.530865	0.00149226			
0.385038	0.000681528	3.08048	0.00482782	0.437825	0.00158188	0.426326	0.00138335	0.530862	0.00143666			
0.385035	0.000683902	3.08211	0.00503722	0.437822	0.00143553	0.426323	0.00139039	0.53086	0.00147618			
0.385032	0.000579528	3.08373	0.00496264	0.437819	0.00153285	0.42632	0.00135632	0.530857	0.00148975			
0.385029	0.000670856	3.08536	0.00474174	0.437816	0.0015597	0.426318	0.00148078	0.530854	0.00150782			
0.385026	0.00065536	3.08698	0.00484813	0.437813	0.00176455	0.426315	0.00148246	0.530851	0.00152529			
0.385024	0.000725147	3.08861	0.00478589	0.437811	0.00150466	0.426312	0.00130854	0.530849	0.00135661			
0.385021	0.00077466	3.09024	0.00487856	0.437808	0.00147803	0.426309	0.00147133	0.530846	0.00146494			
0.385018	0.000623411	3.09186	0.00489897	0.437805	0.00150712	0.426306	0.00157032	0.530843	0.00146517			
0.385015	0.000807803	3.09349	0.00471285	0.437802	0.0013308	0.426303	0.00159681	0.530841	0.00141253			
0.385012	0.000700971	3.09511	0.00487401	0.437799	0.00149158	0.4263	0.00147523	0.530837	0.00141889			
0.385009	0.000802827	3.09674	0.00486724	0.437796	0.00159603	0.426297	0.00152261	0.530835	0.00141035			
0.385006	0.000739892	3.09837	0.00493194	0.437793	0.00176033	0.426294	0.00146553	0.530832	0.00163763			
0.385004	0.000680417	3.09999	0.00487604	0.43779	0.00158614	0.426291	0.00117436	0.530829	0.00137265			
0.385001	0.000801763	3.10162	0.00475096	0.437788	0.00147333	0.426289	0.00135811	0.530827	0.00151912			
0.384998	0.000741846	3.10324	0.0046389	0.437785	0.0014895	0.426286	0.00147978	0.530824	0.00142797			
0.384995	0.00076342	3.1049	0.0048683	0.437782	0.0013727	0.426283	0.00141836	0.530821	0.00147986			
0.384992	0.000658296	3.10656	0.00478928	0.437779	0.00158617	0.42628	0.00166079	0.530818	0.00141111			
0.384989	0.00048864	3.10822	0.00480522	0.437776	0.00175982	0.426277	0.00161452	0.530815	0.00136944			
0.384986	0.000723385	3.10988	0.00500917	0.437773	0.00147716	0.426274	0.00141728	0.530812	0.00143341			
0.384983	0.000767922	3.11154	0.00478482	0.437771	0.00158373	0.426272	0.00131921	0.53081	0.00124756			
0.38498	0.000711456	3.11319	0.00483869	0.437768	0.00161721	0.426269	0.00151955	0.530807	0.00135581			
0.384977	0.000778912	3.11485	0.00487002	0.437765	0.00169447	0.426266	0.00133732	0.530804	0.00157511			
0.384975	0.000659986	3.11651	0.00480375	0.437762	0.00151303	0.426263	0.00149677	0.530802	0.00165096			
0.384972	0.000606374	3.11817	0.00489955	0.437759	0.00149174	0.42626	0.00135147	0.530799	0.00134304			
0.384969	0.000855189	3.11983	0.00485617	0.437756	0.00156654	0.426257	0.0013378	0.530796	0.00143104			
0.384966	0.000582727	3.12149	0.00486837	0.437753	0.00153884	0.426255	0.00142769	0.530793	0.00145112			
0.384963	0.000747544	3.12315	0.00492621	0.437751	0.00141478	0.426252	0.00142951	0.53079	0.00141116			
0.38496	0.0008156	3.12481	0.00484381	0.437748	0.00153114	0.426249	0.00157445	0.530788	0.00143399			
0.384957	0.00071436	3.12647	0.00465385	0.437745	0.00133807	0.426246	0.00165929	0.530785	0.00149647			
0.384954	0.000648146	3.12813	0.00474711	0.437742	0.00150239	0.426243	0.00141942	0.530782	0.0013119			
0.384952	0.000490951	3.12979	0.00480884	0.43774	0.00176153	0.42624	0.00162975	0.530779	0.00130702			
0.384949	0.000809089	3.13145	0.00485175	0.437737	0.0016824	0.426238	0.00159124	0.530776	0.0013872			
0.384946	0.000789078	3.13311	0.00489177	0.437734	0.00154208	0.426235	0.00161686	0.530774	0.00134101			
0.384943	0.00068486	3.13481	0.00484218	0.437731	0.00159779	0.426232	0.00141598	0.530771	0.00144179			
0.38494	0.000757335	3.13655	0.00487538	0.437728	0.00157382	0.426229	0.00151557	0.530768	0.00131187			
0.384937	0.000729504	3.1383	0.00497002	0.437725	0.00159726	0.426226	0.00150455	0.530765	0.00140441			
0.384934	0.000616942	3.14004	0.0048334	0.437722	0.00138087	0.426223	0.00150304	0.530763	0.0014084			
0.384931	0.000651016	3.14178	0.0049437	0.437719	0.00141934	0.426221	0.00130916	0.53076	0.00122432			
0.384928	0.000537869	3.14352	0.00465291	0.437717	0.00146351	0.426218	0.00151811	0.530757	0.00149271			
0.384925	0.000896406	3.14527	0.00485505	0.437714	0.00193142	0.426215	0.0015383	0.530754	0.00148071			
0.384923	0.000626421	3.14701	0.00478511	0.437711	0.0016133	0.426212	0.00143732	0.530752	0.00134936			
0.38492	0.000580255	3.14875	0.00492095	0.437708	0.001439	0.426209	0.00145783	0.530749	0.00145349			
0.384917	0.000638667	3.1505	0.00490921	0.437705	0.00158058	0.426206	0.00136774	0.530746	0.0013565			
0.384914	0.000723293	3.15224	0.00493477	0.437702	0.00155462	0.426203	0.00143903	0.530743	0.00150215			
0.384911	0.000505396	3.15398	0.00470455	0.437699	0.00162426	0.426201	0.00132298	0.530741	0.00140713			
0.384908	0.000714365	3.15573	0.00482096	0.437697	0.00162432	0.426198	0.00143657	0.530738	0.00139907			
0.384905	0.000641318	3.15747	0.00480848	0.437694	0.00170081	0.426195	0.00156688	0.530735	0.001249			
0.384902	0.000718437	3.15921	0.0047456	0.437691	0.00166114	0.426192	0.00141048	0.530733	0.0016186			
0.384899	0.000663536	3.16096	0.00490609	0.437688	0.00153649	0.426189	0.00147467	0.53073	0.00148904			
0.384897	0.000573874	3.1627	0.00480627	0.437685	0.00145377	0.426186	0.00150667	0.530727	0.00121884			
0.384894	0.000591447	3.16445	0.00484161	0.437682	0.00148518	0.426184	0.00148625	0.530725	0.0013603			
0.384891	0.000814817	3.16626	0.00482159	0.437679	0.00186827	0.426181	0.00145324	0.530722	0.00115501			
0.384888	0.000740785	3.16807	0.00501166	0.437677	0.00158925	0.426178	0.00139264	0.530719	0.00143723			
0.384885	0.000848946	3.16989	0.00487068	0.437674	0.00159015	0.426175	0.00131446	0.530716	0.00140429			
0.384882	0.000726618	3.17171	0.00494336	0.437671	0.0017629	0.426172	0.00154147	0.530714	0.00125238			
0.384879	0.000790746	3.17352	0.00486889	0.437668	0.00158812	0.426169	0.00114171	0.530711	0.00139877			
0.384876	0.000775412	3.17534	0.00491909	0.437665	0.00190259	0.426166	0.00134675	0.530708	0.00139126			
0.384873	0.000740306	3.17716	0.00488116	0.437662	0.00152307	0.426164	0.00153032	0.530705	0.00129494			
0.38487	0.000833616	3.17897	0.00500667	0.437659	0.0016583	0.426161	0.00147221	0.530702	0.0014064			
0.384868	0.00054292	3.18079	0.004929	0.437656	0.00168849	0.426158	0.00141621	0.5307	0.00127608			
0.384865	0.000922051	3.18261	0.00494325	0.437654	0.00162482	0.426155	0.00136448	0.530697	0.00144714			
0.384862	0.00077477	3.18442	0.00483734	0.437651	0.00130255	0.426152	0.0014519	0.530694	0.00153808			
0.384859	0.00070857	3.18624	0.00489388	0.437648	0.00154632	0.426149	0.00147877	0.530691	0.0013368			
0.384856	0.000685547	3.18806	0.00492267	0.437645	0.00170208	0.426146	0.00147789	0.530688	0.00152885			
0.384853	0.000781598	3.18987	0.00492443	0.437642	0.00155689	0.426143	0.00183486	0.530686	0.00161436			
0.38485	0.000649999	3.19169	0.00496828	0.437639	0.00147215	0.42614	0.00149412	0.530683	0.00126628			
0.384847	0.000498591	3.19351	0.00492404	0.437636	0.00161793	0.426137	0.00151518	0.53068	0.00134756			
0.384844	0.000874877	3.19532	0.00496006	0.437634	0.00163447	0.426135	0.00152973	0.530677	0.00147371			
0.384842	0.000689268	3.19714	0.00492218	0.437631	0.00170619	0.426132	0.00140893	0.530674	0.00134075			
0.384839	0.000938441	3.19897	0.0048096	0.437628	0.00182035	0.426129	0.00153917	0.530672	0.00136386			
0.384836	0.000738512	3.20079	0.00487611	0.437625	0.00161607	0.426126	0.00137594	0.530669	0.0015157			
0.384833	0.000778638	3.20262	0.00482122	0.437622	0.00187636	0.426123	0.00163316	0.530666	0.00135001			
0.38483	0.000665765	3.20444	0.00496578	0.437619	0.00169675	0.42612	0.00148919	0.530663	0.00135283			
0.384827	0.000667031	3.20627	0.00496773	0.437616	0.00156165	0.426117	0.00129448	0.530661	0.00136234			
0.384824	0.000883823	3.20809	0.00482434	0.437613	0.00165977	0.426114	0.00157554	0.530658	0.00145777			
0.384821	0.000532879	3.20992	0.00467335	0.437611	0.00143315	0.426111	0.00133221	0.530655	0.00140342			
0.384818	0.000567313	3.21174	0.0049031	0.437608	0.00151821	0.426109	0.00159318	0.530653	0.00136934			
0.384816	0.000779874	3.21356	0.00476085	0.437605	0.00178783	0.426106	0.00151724	0.53065	0.00142387			
0.384813	0.000748068	3.21539	0.00486194	0.437602	0.00179958	0.426103	0.00136496	0.530647	0.00148059			
0.38481	0.000649475	3.21721	0.00484483	0.437599	0.00133615	0.4261	0.00166594	0.530645	0.00139351			
0.384807	0.000599844	3.21904	0.00494382	0.437596	0.00162773	0.426097	0.00133912	0.530642	0.00143213			
0.384804	0.000719135	3.22086	0.00493742	0.437594	0.00147433	0.426095	0.00151093	0.530639	0.00135006			
0.384801	0.000786645	3.22269	0.00498723	0.437591	0.00174526	0.426092	0.00156196	0.530637	0.00160482			
0.384798	0.000678093	3.22451	0.00492823	0.437588	0.00172377	0.426089	0.00141176	0.530634	0.00153312			
0.384795	0.000623061	3.22634	0.00477592	0.437585	0.00152031	0.426086	0.00136457	0.530631	0.00132083			
0.384793	0.000964362	3.22819	0.00470937	0.437582	0.00175469	0.426083	0.00164513	0.530628	0.00137822			
0.38479	0.000734785	3.23007	0.00505936	0.437579	0.00166713	0.42608	0.00142114	0.530626	0.00166647			
0.384787	0.000752704	3.23195	0.00473763	0.437576	0.00160484	0.426077	0.00117474	0.530623	0.00141273			
0.384784	0.000599984	3.23382	0.00488531	0.437574	0.001589	0.426075	0.00141304	0.53062	0.00124732			
0.384781	0.000632371	3.2357	0.00477698	0.437571	0.0018079	0.426072	0.00160907	0.530617	0.00156351			
0.384778	0.000646397	3.23758	0.0047976	0.437568	0.0015926	0.426069	0.00156691	0.530614	0.00148125			
0.384775	0.000566431	3.23946	0.00499134	0.437565	0.00164006	0.426066	0.00143704	0.530612	0.00161209			
0.384772	0.000813755	3.24134	0.00479991	0.437562	0.00153105	0.426063	0.00128467	0.530609	0.00138779			
0.38477	0.00084527	3.24322	0.0049594	0.437559	0.00158174	0.42606	0.00145273	0.530606	0.00136972			
0.384767	0.000776627	3.2451	0.00501094	0.437556	0.00160223	0.426058	0.00165201	0.530603	0.00141438			
0.384764	0.000742338	3.24698	0.00491704	0.437553	0.00163744	0.426055	0.00141997	0.530601	0.00152377			
0.384761	0.000487578	3.24885	0.00498352	0.43755	0.00144579	0.426052	0.00148831	0.530598	0.00150635			
0.384758	0.000775492	3.25073	0.00494743	0.437548	0.00177639	0.426049	0.00148499	0.530595	0.00133345			
0.384755	0.000650024	3.25261	0.00485803	0.437545	0.00163145	0.426046	0.00141367	0.530593	0.00167221			
0.384752	0.000747801	3.25449	0.0049672	0.437542	0.00162694	0.426043	0.00130518	0.53059	0.00140344			
0.38475	0.00060681	3.25637	0.00505227	0.437539	0.0016917	0.42604	0.00132781	0.530587	0.00129855			
0.384747	0.000679027	3.25825	0.00498296	0.437536	0.00171549	0.426037	0.00147509	0.530584	0.00128607			
0.384744	0.000703781	3.26016	0.00488569	0.437533	0.00184591	0.426034	0.00142153	0.530582	0.00149223			
0.384741	0.000818878	3.26209	0.00495282	0.437531	0.00171004	0.426032	0.00136252	0.530579	0.00171572			
0.384738	0.000674676	3.26401	0.00502701	0.437528	0.00152709	0.426029	0.00153795	0.530576	0.00145093			
0.384735	0.000540801	3.26593	0.00488082	0.437525	0.0015815	0.426026	0.00147318	0.530574	0.00166231			
0.384732	0.000595632	3.26785	0.00494928	0.437522	0.00171829	0.426023	0.00143448	0.530571	0.00156707			
0.384729	0.000737459	3.26977	0.00501941	0.437519	0.0017038	0.42602	0.001324	0.530568	0.00131369			
0.384726	0.000772909	3.2717	0.00502689	0.437516	0.00160398	0.426018	0.00148453	0.530566	0.00122282			
0.384724	0.000580375	3.27362	0.00488762	0.437513	0.00155194	0.426015	0.00146925	0.530563	0.00142186			
0.384721	0.000622618	3.27554	0.0048242	0.437511	0.00148467	0.426012	0.00144084	0.53056	0.00147884			
0.384718	0.000628089	3.27746	0.00478421	0.437508	0.00160609	0.426009	0.00147225	0.530557	0.00123447			
0.384715	0.00066132	3.27938	0.00496191	0.437505	0.0014474	0.426006	0.00143293	0.530555	0.00115351			
0.384712	0.000486996	3.2813	0.00492732	0.437502	0.0013117	0.426003	0.00160985	0.530552	0.0014104			
0.384709	0.00056359	3.28323	0.00484382	0.437499	0.00150207	0.426001	0.00154351	0.530549	0.00135195			
0.384706	0.000884083	3.28515	0.00488605	0.437496	0.00149013	0.425998	0.00142665	0.530547	0.00148105			
