lap4_13_samp	cur4_13_samp	lap4_14_samp	cur4_14_samp	lap4_15_samp	cur4_15_samp	lap4_16_samp	cur4_16_samp	sub2	ind_t	ind_delta_vm
0.505254	0.00345813	0.535994	0.00339376	0.447385	0.00370448	0.492432	0.00346045			
0.505251	0.00361266	0.535991	0.00367107	0.447382	0.00372718	0.492429	0.00361753			
0.505248	0.00363711	0.535988	0.00355919	0.447379	0.00383384	0.492426	0.00365808			
0.505245	0.00376758	0.535985	0.00343275	0.447376	0.00357766	0.492423	0.00364643			
0.505243	0.0038392	0.535982	0.00349618	0.447373	0.00372132	0.49242	0.00367033			
0.50524	0.00362205	0.535979	0.00356125	0.44737	0.00373637	0.492417	0.00363838			
0.505237	0.00369461	0.535976	0.00342833	0.447367	0.00370193	0.492414	0.0036697			
0.505234	0.00360232	0.535974	0.00340841	0.447364	0.00370782	0.492411	0.00370036			
0.505231	0.00374691	0.535971	0.00355939	0.447361	0.00364694	0.492408	0.00374864			
0.505228	0.00368697	0.535968	0.00367988	0.447358	0.0035997	0.492406	0.00353084			
0.505225	0.00379431	0.535964	0.00355994	0.447355	0.00355704	0.492403	0.00374081			
0.505222	0.00369602	0.535962	0.00363991	0.447352	0.00352209	0.4924	0.0038058			
0.505219	0.00357689	0.535959	0.0035271	0.447349	0.0035055	0.492397	0.00358261			
0.505216	0.00351852	0.535956	0.0037532	0.447347	0.00377561	0.492394	0.00363807			
0.505213	0.0034448	0.535953	0.0035655	0.447344	0.00351972	0.492391	0.00359647			
0.50521	0.00366049	0.53595	0.00371597	0.447341	0.00377954	0.492389	0.00369063			
0.505207	0.00369085	0.535947	0.00367169	0.447338	0.0037125	0.492386	0.00379672			
0.505204	0.00342274	0.535944	0.00369154	0.447335	0.00370122	0.492383	0.00370102			
0.505202	0.00350825	0.535941	0.00360098	0.447332	0.00379018	0.49238	0.00364692			
0.505198	0.00365268	0.535938	0.00376567	0.447329	0.00360837	0.492377	0.00381357			
0.505195	0.00351376	0.535935	0.00355269	0.447327	0.0036064	0.492374	0.00370444			
0.505193	0.00344703	0.535932	0.00357593	0.447324	0.00347128	0.492371	0.00376967			
0.50519	0.00360372	0.53593	0.0036074	0.447321	0.00375218	0.492368	0.00384415			
0.505187	0.00367013	0.535926	0.0038303	0.447318	0.00374626	0.492365	0.00364665			
0.505184	0.00347446	0.535924	0.00355064	0.447315	0.00377799	0.492362	0.00360799			
0.505181	0.00365883	0.535921	0.00368643	0.447312	0.00378353	0.492359	0.00363623			
0.505178	0.00357041	0.535918	0.00383216	0.447309	0.00370047	0.492356	0.00368501			
0.505175	0.00370401	0.535915	0.00367129	0.447307	0.00378066	0.492353	0.00378847			
0.505173	0.00373157	0.535912	0.00343676	0.447304	0.00355201	0.49235	0.00364287			
0.50517	0.00369673	0.535909	0.00377633	0.447301	0.00374194	0.492347	0.00365567			
0.505167	0.00335589	0.535906	0.00336877	0.447298	0.00353139	0.492344	0.00368045			
0.505164	0.00361298	0.535903	0.00367827	0.447295	0.00377175	0.492341	0.00361924			
0.505161	0.00355116	0.5359	0.00362926	0.447292	0.00360961	0.492339	0.00386183			
0.505158	0.00345753	0.535897	0.00366558	0.447289	0.00358829	0.492336	0.0036686			
0.505155	0.0036278	0.535894	0.00351218	0.447287	0.00359368	0.492333	0.00375626			
0.505152	0.0036662	0.535891	0.00352127	0.447284	0.0035554	0.49233	0.00358268			
0.505149	0.00342622	0.535888	0.0038467	0.447281	0.00364956	0.492327	0.00370082			
0.505146	0.00360562	0.535885	0.00363577	0.447278	0.00362973	0.492324	0.00357749			
0.505143	0.00368061	0.535882	0.00368044	0.447275	0.00354475	0.492321	0.00361133			
0.50514	0.0036133	0.535879	0.00358863	0.447272	0.00379645	0.492319	0.00369064			
0.505137	0.00370347	0.535876	0.00374055	0.447269	0.00366967	0.492316	0.00365616			
0.505134	0.00375457	0.535873	0.00365625	0.447266	0.00362666	0.492313	0.00378886			
0.505131	0.0036299	0.53587	0.0037355	0.447264	0.00362867	0.49231	0.00346443			
0.505128	0.00375496	0.535867	0.00353076	0.447261	0.00359052	0.492307	0.00343373			
0.505125	0.00361806	0.535865	0.00366592	0.447258	0.00362521	0.492304	0.00351655			
0.505122	0.00364688	0.535862	0.00355997	0.447255	0.00360071	0.492301	0.00370139			
0.505119	0.00340973	0.535859	0.00350875	0.447252	0.00373298	0.492298	0.00363831			
0.505116	0.00354436	0.535856	0.00364722	0.447249	0.00355104	0.492296	0.00382218			
0.505113	0.00380516	0.535853	0.00369463	0.447246	0.00363644	0.492292	0.00346268			
0.50511	0.00358188	0.53585	0.00363028	0.447243	0.00361149	0.49229	0.0037673			
0.505107	0.00395618	0.535847	0.00381886	0.447241	0.00347986	0.492287	0.00353515			
0.505105	0.00363957	0.535844	0.00334508	0.447238	0.00349708	0.492284	0.00381486			
0.505102	0.00367608	0.535841	0.00352259	0.447235	0.00367029	0.492281	0.0035394			
0.505099	0.00358014	0.535838	0.00367676	0.447232	0.00371759	0.492278	0.00368951			
0.505096	0.00348201	0.535835	0.00375647	0.447229	0.00362286	0.492275	0.0036626			
0.505093	0.0037526	0.535832	0.00352673	0.447226	0.00378671	0.492272	0.00351719			
0.50509	0.00360121	0.53583	0.00374041	0.447223	0.0036219	0.492269	0.00383626			
0.505087	0.00353689	0.535827	0.00360954	0.44722	0.00355301	0.492266	0.00381635			
0.505084	0.00345231	0.535824	0.00365685	0.447217	0.0034261	0.492263	0.00362263			
0.505082	0.00372129	0.535821	0.00375491	0.447214	0.00376052	0.49226	0.00378528			
0.505079	0.00349926	0.535818	0.00348381	0.447212	0.0035063	0.492257	0.00357439			
0.505076	0.00343226	0.535815	0.00357904	0.447209	0.00372212	0.492254	0.00370774			
0.505073	0.00344569	0.535812	0.00363673	0.447206	0.00355344	0.492251	0.00373751			
0.50507	0.00376933	0.535809	0.00348798	0.447203	0.00369312	0.492249	0.00350343			
0.505067	0.00373034	0.535807	0.00375653	0.4472	0.00379574	0.492246	0.00360807			
0.505064	0.00365371	0.535804	0.00348446	0.447197	0.00360198	0.492243	0.00365812			
0.505061	0.00349169	0.535801	0.00356679	0.447194	0.0036279	0.49224	0.00356276			
0.505058	0.00353401	0.535798	0.00364345	0.447192	0.00350335	0.492237	0.00362575			
0.505055	0.00350311	0.535795	0.00361713	0.447189	0.00363074	0.492234	0.00351888			
0.505052	0.00371442	0.535792	0.0037364	0.447186	0.00366863	0.492232	0.00364941			
0.505049	0.00370815	0.535789	0.00354517	0.447183	0.00357903	0.492229	0.00348005			
0.505046	0.00364809	0.535786	0.0038218	0.44718	0.00358798	0.492226	0.00364025			
0.505044	0.00350357	0.535783	0.00358827	0.447177	0.003421	0.492223	0.0037475			
0.50504	0.0036268	0.53578	0.00375439	0.447174	0.00366599	0.49222	0.00366417			
0.505038	0.00340057	0.535777	0.00361816	0.447171	0.0036027	0.492217	0.00359899			
0.505035	0.00346069	0.535774	0.00365855	0.447168	0.00366362	0.492214	0.00351211			
0.505032	0.00347852	0.535771	0.0035638	0.447165	0.00364432	0.492212	0.00365591			
0.505029	0.00381448	0.535768	0.00360359	0.447163	0.00372233	0.492209	0.00367859			
0.505026	0.00369784	0.535765	0.00369895	0.44716	0.00387089	0.492206	0.00359035			
0.505023	0.00365674	0.535762	0.00367365	0.447157	0.00364146	0.492203	0.00358737			
0.50502	0.00354728	0.535759	0.00362169	0.447154	0.00379546	0.4922	0.00380619			
0.505017	0.00339888	0.535756	0.00360825	0.447151	0.00358731	0.492197	0.00373625			
0.505014	0.00366108	0.535753	0.00359934	0.447148	0.00361366	0.492194	0.00368341			
0.505011	0.00349618	0.53575	0.00361555	0.447145	0.0036903	0.492191	0.0037566			
0.505008	0.00367334	0.535747	0.00370664	0.447142	0.00363652	0.492188	0.00360318			
0.505005	0.00345451	0.535744	0.00369889	0.44714	0.00373256	0.492185	0.00372872			
0.505002	0.00349195	0.535741	0.00357665	0.447137	0.0035788	0.492182	0.00376003			
0.505	0.00364484	0.535738	0.00363733	0.447134	0.00370399	0.49218	0.00368757			
0.504997	0.0035883	0.535735	0.00367261	0.447131	0.00363533	0.492177	0.00361652			
0.504993	0.00364486	0.535732	0.00366514	0.447128	0.00372513	0.492174	0.00368844			
0.50499	0.00355489	0.53573	0.00344905	0.447125	0.00366139	0.492171	0.00386338			
0.504987	0.0037519	0.535727	0.00353747	0.447122	0.00380564	0.492168	0.0036466			
0.504984	0.00352757	0.535724	0.00368412	0.44712	0.00357309	0.492165	0.00368498			
0.504982	0.00350832	0.535721	0.00359198	0.447117	0.00358	0.492162	0.00355263			
0.504979	0.00362431	0.535718	0.0036786	0.447114	0.00354224	0.492159	0.00351666			
0.504976	0.0035767	0.535715	0.00350591	0.447111	0.00361491	0.492156	0.00363425			
0.504973	0.00351869	0.535712	0.00359016	0.447108	0.00345661	0.492153	0.00376034			
0.50497	0.00351002	0.535709	0.00349314	0.447105	0.00351417	0.49215	0.00367628			
0.504967	0.00376802	0.535706	0.00367101	0.447102	0.00372859	0.492148	0.00378214			
0.504964	0.00375106	0.535703	0.00384382	0.447099	0.00349685	0.492145	0.00344695			
0.504961	0.00371579	0.5357	0.00360198	0.447097	0.00368322	0.492142	0.00359305			
0.504958	0.0037213	0.535697	0.00371299	0.447094	0.00363848	0.492139	0.00358043			
0.504955	0.00381597	0.535694	0.00355718	0.447091	0.00382998	0.492136	0.00349324			
0.504952	0.00342067	0.535691	0.00354652	0.447088	0.00362828	0.492133	0.00374914			
0.504949	0.00366601	0.535688	0.00363019	0.447085	0.00363167	0.49213	0.00372542			
0.504946	0.00366106	0.535685	0.0035497	0.447082	0.00356999	0.492127	0.00365129			
0.504943	0.0036869	0.535682	0.00376148	0.447079	0.003595	0.492124	0.00346388			
0.50494	0.00357756	0.535679	0.00369109	0.447076	0.00375758	0.492122	0.00378564			
0.504937	0.00353321	0.535676	0.0034274	0.447073	0.00368691	0.492119	0.00372927			
0.504935	0.00367403	0.535673	0.0039393	0.44707	0.00361446	0.492116	0.00381415			
0.504932	0.00356987	0.53567	0.003784	0.447068	0.0036159	0.492113	0.00386749			
0.504929	0.00369212	0.535667	0.00368146	0.447065	0.00359745	0.49211	0.00359448			
0.504926	0.00363742	0.535664	0.00347106	0.447062	0.00361947	0.492107	0.00362194			
0.504923	0.00354763	0.535661	0.00354186	0.447059	0.00366138	0.492104	0.00368026			
0.50492	0.0035907	0.535658	0.00361192	0.447056	0.00361519	0.492101	0.00359833			
0.504917	0.00365106	0.535655	0.00342319	0.447053	0.00372091	0.492098	0.00353626			
0.504914	0.00362477	0.535652	0.0036595	0.44705	0.00375559	0.492095	0.00381173			
0.504911	0.00367781	0.535649	0.00373578	0.447048	0.00364858	0.492092	0.00371251			
0.504908	0.00348948	0.535646	0.00351984	0.447045	0.00364943	0.492089	0.00384809			
0.504905	0.00354494	0.535643	0.00361885	0.447042	0.00378026	0.492086	0.00370493			
0.504902	0.00364163	0.53564	0.00374841	0.447039	0.00364745	0.492084	0.00352454			
0.504899	0.00375234	0.535637	0.00367899	0.447036	0.00353681	0.492081	0.00368256			
0.504897	0.00349999	0.535634	0.00379894	0.447033	0.00347612	0.492078	0.00360573			
0.504893	0.00357567	0.535631	0.00389806	0.44703	0.00365848	0.492075	0.00354769			
0.504891	0.00350149	0.535628	0.00358205	0.447027	0.00377362	0.492072	0.00379917			
0.504888	0.00358837	0.535625	0.00364436	0.447024	0.00378257	0.492069	0.00367928			
0.504885	0.00365957	0.535622	0.00369924	0.447022	0.00358776	0.492066	0.00369738			
0.504882	0.00371476	0.535619	0.00365988	0.447019	0.00363977	0.492063	0.00363308			
0.50488	0.00362639	0.535616	0.00362875	0.447016	0.00349691	0.49206	0.00357791			
0.504877	0.00364423	0.535613	0.00373363	0.447013	0.00352996	0.492057	0.00380272			
0.504874	0.0034945	0.53561	0.00363733	0.44701	0.00358706	0.492054	0.00380329			
0.504871	0.00367269	0.535608	0.00392673	0.447007	0.0034604	0.492052	0.00364435			
0.504868	0.00361224	0.535605	0.00382026	0.447004	0.00343608	0.492049	0.00371416			
0.504865	0.00363004	0.535602	0.00377131	0.447001	0.00387285	0.492046	0.00376051			
0.504863	0.00345677	0.535599	0.00367336	0.446999	0.00366612	0.492043	0.00366938			
0.50486	0.00363598	0.535596	0.0035677	0.446996	0.0036971	0.49204	0.00366522			
0.504857	0.0036286	0.535593	0.00353873	0.446993	0.00362985	0.492037	0.00350311			
0.504854	0.00353566	0.535591	0.00348093	0.44699	0.00354687	0.492034	0.00360468			
0.504851	0.00349068	0.535588	0.00362153	0.446987	0.00370934	0.492031	0.00358893			
0.504848	0.00358076	0.535584	0.00364569	0.446984	0.00351357	0.492028	0.00378402			
0.504845	0.00367736	0.535581	0.0037073	0.446981	0.00376082	0.492025	0.00370155			
0.504842	0.00356749	0.535579	0.00368355	0.446978	0.00350125	0.492022	0.00355446			
0.504839	0.00379743	0.535576	0.00354946	0.446976	0.00358834	0.492019	0.00374245			
0.504837	0.00364103	0.535573	0.00349212	0.446973	0.00359882	0.492016	0.00363023			
0.504834	0.00347021	0.53557	0.0035634	0.44697	0.00371905	0.492013	0.0037329			
0.504831	0.0038014	0.535567	0.00376254	0.446967	0.00347022	0.492011	0.00366229			
0.504828	0.00375086	0.535564	0.00355165	0.446964	0.00356376	0.492008	0.0035101			
0.504825	0.0034135	0.535561	0.00340739	0.446961	0.00340525	0.492005	0.00358033			
0.504822	0.00362888	0.535558	0.0036514	0.446958	0.00351585	0.492002	0.00354948			
0.504819	0.00364989	0.535556	0.00366493	0.446955	0.00383697	0.491999	0.00365835			
0.504816	0.00370389	0.535553	0.00368486	0.446952	0.0035484	0.491996	0.00383638			
0.504813	0.00350139	0.53555	0.00363282	0.446949	0.00365166	0.491993	0.00357578			
0.504811	0.00372446	0.535546	0.0037928	0.446946	0.0036919	0.49199	0.00367942			
0.504808	0.00372851	0.535543	0.00363651	0.446943	0.00366311	0.491987	0.00358638			
0.504805	0.00378985	0.53554	0.00357042	0.446941	0.0037361	0.491984	0.00390464			
0.504802	0.00365588	0.535537	0.00363517	0.446938	0.00370365	0.491982	0.00378339			
0.504799	0.00354481	0.535535	0.00357579	0.446935	0.00381969	0.491979	0.00359963			
0.504796	0.00358838	0.535532	0.00368333	0.446932	0.00353149	0.491976	0.0036657			
0.504794	0.00359478	0.535529	0.00365735	0.446929	0.00368203	0.491973	0.00362386			
0.504791	0.00353429	0.535526	0.00355486	0.446926	0.00353208	0.49197	0.00352695			
0.504788	0.00348518	0.535523	0.00357569	0.446924	0.00361588	0.491967	0.00365643			
0.504785	0.00360828	0.53552	0.00356262	0.446921	0.00368431	0.491964	0.00373184			
0.504782	0.00374147	0.535517	0.00362598	0.446918	0.00363339	0.491961	0.00364618			
0.504779	0.00353876	0.535514	0.00381191	0.446915	0.00352291	0.491958	0.00370693			
0.504776	0.0039199	0.535511	0.00368312	0.446912	0.00353659	0.491955	0.00364861			
0.504773	0.00348969	0.535508	0.00382329	0.446909	0.00372703	0.491953	0.00356331			
0.50477	0.00351529	0.535505	0.00370644	0.446906	0.0036408	0.49195	0.00364811			
0.504767	0.00356234	0.535502	0.00379192	0.446904	0.00359267	0.491947	0.00372126			
0.504764	0.00351965	0.535499	0.00354494	0.446901	0.00357291	0.491944	0.00360102			
0.504762	0.00382197	0.535496	0.0036416	0.446898	0.00378043	0.491941	0.00370322			
0.504759	0.00364788	0.535493	0.00368339	0.446895	0.00365469	0.491938	0.00365704			
0.504756	0.00373172	0.53549	0.00374059	0.446892	0.00341763	0.491935	0.00363364			
0.504753	0.00349845	0.535487	0.00350039	0.446889	0.00346813	0.491932	0.00376277			
0.50475	0.00356857	0.535484	0.00361933	0.446886	0.00353961	0.491929	0.00375732			
0.504747	0.00367877	0.535482	0.00355231	0.446883	0.00381906	0.491926	0.00355549			
0.504744	0.00354211	0.535479	0.00368026	0.44688	0.00345866	0.491924	0.0035272			
0.504741	0.00358662	0.535476	0.00368873	0.446877	0.0036698	0.491921	0.00387503			
0.504739	0.00362617	0.535473	0.00384396	0.446875	0.00352582	0.491918	0.00351256			
0.504736	0.00376994	0.53547	0.00368852	0.446872	0.0037984	0.491915	0.00361862			
0.504733	0.00375913	0.535467	0.00349944	0.446869	0.00364798	0.491912	0.00364287			
0.50473	0.00359964	0.535464	0.00354761	0.446866	0.00360285	0.491909	0.00353117			
0.504727	0.00356747	0.535461	0.00382364	0.446863	0.00366349	0.491906	0.00343997			
0.504724	0.00366832	0.535458	0.00361917	0.44686	0.00353799	0.491903	0.00363621			
0.504721	0.00369635	0.535455	0.00361239	0.446857	0.00361135	0.4919	0.00367622			
0.504718	0.00350798	0.535452	0.00365371	0.446854	0.00342444	0.491897	0.00351542			
0.504715	0.00362545	0.535449	0.00344999	0.446851	0.00372993	0.491894	0.00364788			
0.504713	0.0036157	0.535446	0.00363004	0.446848	0.00351973	0.491891	0.00363566			
0.50471	0.00356921	0.535443	0.00382306	0.446846	0.003621	0.491888	0.00371628			
0.504707	0.00366897	0.535441	0.00358379	0.446843	0.00366181	0.491886	0.00359123			
0.504704	0.00362512	0.535438	0.00363325	0.44684	0.00364322	0.491883	0.00359227			
0.504701	0.00370839	0.535435	0.00360661	0.446837	0.00348518	0.49188	0.00367244			
0.504698	0.00360369	0.535432	0.00368507	0.446834	0.00371525	0.491877	0.00380001			
0.504695	0.00353663	0.535429	0.00367749	0.446831	0.00362921	0.491874	0.00347393			
0.504693	0.00366968	0.535426	0.00354913	0.446828	0.00366688	0.491871	0.00368294			
0.50469	0.00363736	0.535423	0.00358865	0.446825	0.00348067	0.491868	0.00369134			
0.504686	0.00369401	0.535419	0.00380659	0.446822	0.00377612	0.491865	0.00365949			
0.504683	0.00347033	0.535416	0.00350252	0.446819	0.0036014	0.491862	0.0036854			
0.50468	0.0037011	0.535413	0.00350145	0.446816	0.00347771	0.491859	0.00367134			
0.504678	0.00359914	0.535411	0.00368594	0.446813	0.00360437	0.491856	0.0034999			
0.504675	0.00364468	0.535407	0.00365431	0.446811	0.00359479	0.491853	0.00342014			
0.504672	0.003606	0.535405	0.00363853	0.446808	0.00389624	0.491851	0.00347054			
0.504669	0.00382561	0.535402	0.00370745	0.446805	0.0036831	0.491848	0.0037215			
0.504666	0.00368641	0.535399	0.00373826	0.446802	0.00372138	0.491845	0.00366912			
0.504664	0.00380598	0.535396	0.00360087	0.446799	0.00369032	0.491842	0.00357594			
0.504661	0.00388195	0.535393	0.00373783	0.446796	0.0036139	0.491839	0.0038521			
0.504658	0.00357918	0.53539	0.00367261	0.446793	0.00388019	0.491836	0.00376535			
0.504655	0.00353001	0.535387	0.00367626	0.44679	0.00375271	0.491833	0.00370152			
0.504652	0.00350991	0.535384	0.00368136	0.446787	0.00360815	0.491831	0.00371785			
0.504649	0.00338141	0.535381	0.00342963	0.446785	0.0038442	0.491828	0.00337751			
0.504646	0.00361304	0.535378	0.00371766	0.446782	0.00352691	0.491825	0.00354032			
0.504643	0.00355519	0.535375	0.00386914	0.446779	0.00369189	0.491822	0.00354537			
0.50464	0.00355281	0.535372	0.00367739	0.446776	0.00349662	0.491819	0.00402399			
0.504637	0.00351291	0.535369	0.00369907	0.446773	0.00368245	0.491816	0.00345124			
0.504634	0.0035845	0.535366	0.00376006	0.44677	0.00367975	0.491813	0.0035478			
0.504631	0.00352587	0.535363	0.00351763	0.446767	0.00368351	0.49181	0.00366786			
0.504628	0.00344229	0.53536	0.00368681	0.446764	0.00362571	0.491807	0.00376421			
0.504626	0.00362659	0.535357	0.00365227	0.446762	0.00374629	0.491804	0.00364778			
0.504623	0.00369955	0.535354	0.00368429	0.446759	0.00379548	0.491801	0.00370798			
0.50462	0.00346999	0.535351	0.00353318	0.446756	0.00363398	0.491798	0.00373413			
0.504617	0.00372711	0.535348	0.00369152	0.446753	0.0037068	0.491796	0.00360857			
0.504614	0.00353741	0.535345	0.00359368	0.44675	0.00363653	0.491793	0.00355497			
0.504612	0.00371216	0.535342	0.00357026	0.446747	0.00383486	0.49179	0.00370286			
0.504609	0.0036075	0.535339	0.00361299	0.446745	0.00371969	0.491787	0.00350817			
0.504606	0.00356249	0.535336	0.00363509	0.446742	0.0037299	0.491784	0.00360342			
0.504603	0.00360575	0.535333	0.00369612	0.446739	0.00376493	0.491781	0.00366062			
0.5046	0.00361334	0.53533	0.00360782	0.446736	0.00384962	0.491778	0.00346863			
0.504597	0.00369058	0.535327	0.00366517	0.446733	0.00356856	0.491775	0.00336406			
0.504594	0.00344833	0.535324	0.00374165	0.44673	0.00375828	0.491772	0.00364183			
0.504591	0.00354869	0.535321	0.00350951	0.446727	0.00373778	0.491769	0.00352712			
0.504588	0.0035474	0.535318	0.00358754	0.446724	0.00364894	0.491766	0.00363911			
0.504585	0.00372379	0.535315	0.0037577	0.446721	0.00357598	0.491764	0.00363782			
0.504582	0.00354518	0.535312	0.00344808	0.446718	0.00359703	0.491761	0.00358711			
0.504579	0.00333894	0.535309	0.00355294	0.446715	0.00361671	0.491758	0.00366324			
0.504576	0.00359858	0.535306	0.00379254	0.446713	0.00368091	0.491755	0.00357724			
0.504573	0.00362429	0.535303	0.00370837	0.44671	0.00364318	0.491752	0.00366886			
0.504571	0.00361067	0.5353	0.00349344	0.446707	0.00372596	0.491749	0.00353108			
0.504568	0.00360719	0.535297	0.00384027	0.446704	0.00362353	0.491746	0.00373457			
0.504565	0.00376302	0.535294	0.00359617	0.446701	0.00361992	0.491743	0.00362483			
0.504562	0.00363226	0.535291	0.00358435	0.446698	0.00363642	0.491741	0.00375055			
0.504559	0.00392832	0.535288	0.00362934	0.446695	0.00359414	0.491738	0.00367792			
0.504556	0.00370709	0.535285	0.00371068	0.446692	0.00344843	0.491735	0.00343259			
0.504553	0.00347481	0.535282	0.0036215	0.446689	0.00345295	0.491732	0.00387024			
0.50455	0.00367817	0.535279	0.00370042	0.446686	0.00365864	0.491729	0.00367463			
0.504547	0.00373581	0.535276	0.00361265	0.446684	0.00366278	0.491726	0.00381124			
0.504545	0.00358657	0.535273	0.00356426	0.446681	0.00367422	0.491723	0.00372947			
0.504542	0.00355551	0.53527	0.00369604	0.446678	0.00364576	0.49172	0.00345661			
0.504539	0.00359581	0.535267	0.00358251	0.446675	0.00379029	0.491718	0.00352147			
0.504536	0.00362429	0.535264	0.00359476	0.446672	0.00345175	0.491715	0.00374384			
0.504533	0.00362135	0.535261	0.0036903	0.446669	0.00360231	0.491712	0.00373777			
0.50453	0.00362695	0.535258	0.00375805	0.446666	0.00369203	0.491709	0.00367956			
0.504527	0.00367449	0.535256	0.00371803	0.446664	0.00364299	0.491706	0.0035815			
0.504525	0.00351992	0.535253	0.00359679	0.446661	0.00360901	0.491703	0.00355162			
0.504522	0.00364015	0.53525	0.00375806	0.446658	0.00359912	0.4917	0.00367155			
0.504519	0.00362617	0.535247	0.00342897	0.446655	0.00350146	0.491697	0.00363603			
0.504517	0.00375174	0.535244	0.00371891	0.446652	0.00352285	0.491694	0.00388554			
0.504514	0.00355747	0.535241	0.00361134	0.446649	0.00363292	0.491691	0.00352378			
0.504511	0.00382504	0.535238	0.00380777	0.446646	0.00375531	0.491688	0.00351162			
0.504508	0.00354148	0.535235	0.0035176	0.446644	0.00380701	0.491686	0.00363297			
0.504506	0.0036059	0.535232	0.00341578	0.446641	0.00361463	0.491683	0.00368669			
0.504503	0.00356657	0.535229	0.00372279	0.446638	0.00354342	0.49168	0.00378668			
0.5045	0.00371757	0.535226	0.00368619	0.446635	0.00356117	0.491677	0.00364749			
0.504497	0.00370052	0.535223	0.00350278	0.446632	0.00359844	0.491674	0.003565			
0.504494	0.00340744	0.53522	0.00351465	0.446629	0.00372178	0.491671	0.00351161			
0.504491	0.00363851	0.535217	0.00346549	0.446626	0.00363914	0.491668	0.00354995			
0.504488	0.0036108	0.535214	0.00363193	0.446623	0.00376807	0.491665	0.00354821			
0.504485	0.00348161	0.535211	0.00374017	0.446621	0.00363405	0.491663	0.00388783			
0.504482	0.00378309	0.535208	0.00372667	0.446618	0.00362337	0.49166	0.00373786			
0.504479	0.00360584	0.535205	0.00348045	0.446615	0.00353671	0.491657	0.00341899			
0.504476	0.0036571	0.535202	0.00370771	0.446612	0.00381236	0.491654	0.00334265			
0.504473	0.00359496	0.535199	0.0036178	0.446609	0.00371878	0.491651	0.00363139			
0.504471	0.00371743	0.535197	0.0035041	0.446606	0.00361832	0.491648	0.0039406			
0.504468	0.00383765	0.535194	0.00358417	0.446603	0.00372836	0.491645	0.00350042			
0.504464	0.00362263	0.535191	0.00347679	0.446601	0.00349896	0.491642	0.00361145			
0.504461	0.00372283	0.535188	0.00358994	0.446598	0.00351054	0.491639	0.00364697			
0.504458	0.00348627	0.535185	0.00362262	0.446595	0.0036961	0.491636	0.00363377			
0.504456	0.00363325	0.535182	0.0036928	0.446592	0.00344445	0.491634	0.00342794			
0.504453	0.00353085	0.535179	0.00374462	0.446589	0.0036256	0.491631	0.00346864			
0.50445	0.00373359	0.535176	0.00366607	0.446586	0.00351741	0.491628	0.00377237			
0.504447	0.00350928	0.535173	0.00355742	0.446583	0.00363343	0.491625	0.0036596			
0.504444	0.00352955	0.53517	0.00372885	0.44658	0.00393786	0.491622	0.00363249			
0.504441	0.00357096	0.535168	0.00341276	0.446577	0.00360517	0.491619	0.00356266			
0.504438	0.00372861	0.535165	0.00369617	0.446575	0.00374247	0.491616	0.00355262			
0.504435	0.00349402	0.535162	0.00366475	0.446572	0.00344935	0.491613	0.00372895			
0.504432	0.00358264	0.535159	0.00370169	0.446569	0.00376081	0.49161	0.00362909			
0.504429	0.00366037	0.535156	0.00368114	0.446566	0.00375376	0.491607	0.00353512			
0.504426	0.00378716	0.535153	0.00382485	0.446563	0.00368003	0.491604	0.00346294			
0.504424	0.00345706	0.53515	0.00377411	0.44656	0.00349958	0.491602	0.00353527			
0.504421	0.00373473	0.535147	0.00364477	0.446557	0.00364626	0.491599	0.00363161			
0.504418	0.00366	0.535144	0.00351701	0.446554	0.00363859	0.491596	0.00367191			
0.504415	0.0034322	0.535141	0.00373065	0.446551	0.00360002	0.491593	0.00373206			
0.504412	0.00389364	0.535138	0.00388171	0.446549	0.00358236	0.49159	0.00365664			
0.504409	0.0034097	0.535135	0.00360572	0.446546	0.00341468	0.491587	0.00370791			
0.504406	0.00357865	0.535132	0.00358534	0.446543	0.00374395	0.491584	0.00352369			
0.504404	0.00351977	0.535129	0.00368322	0.44654	0.00364985	0.491581	0.00360771			
0.504401	0.00371094	0.535127	0.00363296	0.446537	0.0035634	0.491578	0.00387387			
0.504398	0.0036991	0.535123	0.00363672	0.446534	0.00367922	0.491576	0.00362554			
0.504395	0.0037523	0.53512	0.0035775	0.446531	0.00376943	0.491573	0.00365613			
0.504392	0.0034432	0.535117	0.00350944	0.446528	0.00370443	0.49157	0.00365655			
0.504389	0.00369423	0.535114	0.00366867	0.446525	0.00360264	0.491567	0.00364566			
0.504386	0.00369473	0.535111	0.00368741	0.446522	0.00366071	0.491564	0.00362072			
0.504383	0.00359042	0.535108	0.00347416	0.44652	0.00339922	0.491561	0.00373445			
0.50438	0.00357549	0.535105	0.00354195	0.446517	0.0036614	0.491558	0.00367205			
0.504378	0.00376627	0.535102	0.00348104	0.446514	0.00362173	0.491555	0.00371908			
0.504375	0.00360126	0.5351	0.00365182	0.446511	0.0035024	0.491552	0.00356348			
0.504372	0.00372805	0.535096	0.0036333	0.446508	0.00368789	0.491549	0.00378143			
0.504369	0.00366768	0.535093	0.0037333	0.446505	0.00388408	0.491546	0.00357879			
0.504366	0.00354602	0.53509	0.00354643	0.446502	0.00383206	0.491544	0.00360368			
0.504364	0.00359693	0.535087	0.00360429	0.446499	0.0037483	0.491541	0.00364073			
0.50436	0.00358315	0.535084	0.00369374	0.446497	0.003628	0.491538	0.00377174			
