lap4_13_samp	cur4_13_samp	lap4_14_samp	cur4_14_samp	lap4_15_samp	cur4_15_samp	lap4_16_samp	cur4_16_samp	sub2	ind_t	ind_delta_vm
0.515611	0.00344567	0.546501	0.00347838	0.457708	0.00363991	0.502706	0.00387592			
0.515608	0.00367455	0.546498	0.00373229	0.457705	0.00345105	0.502703	0.00359291			
0.515605	0.00361229	0.546495	0.00346938	0.457702	0.00363399	0.5027	0.00362809			
0.515603	0.00361912	0.546492	0.00356984	0.4577	0.00355713	0.502697	0.00350783			
0.5156	0.0034906	0.546489	0.00360366	0.457697	0.00350494	0.502694	0.00362263			
0.515597	0.00356363	0.546486	0.00361049	0.457694	0.00370753	0.502692	0.00353448			
0.515594	0.00360629	0.546483	0.00365136	0.457691	0.00359229	0.502689	0.00362551			
0.515591	0.00367201	0.54648	0.00347974	0.457688	0.00369242	0.502686	0.00374065			
0.515588	0.00381311	0.546477	0.00359982	0.457685	0.00381263	0.502683	0.00363816			
0.515585	0.00353215	0.546474	0.00368516	0.457683	0.00337623	0.50268	0.00354079			
0.515582	0.00352774	0.546472	0.00368533	0.45768	0.00350229	0.502678	0.00365547			
0.515579	0.00383552	0.546469	0.00375025	0.457677	0.00368635	0.502675	0.00368574			
0.515576	0.00349602	0.546466	0.00366379	0.457674	0.00356575	0.502672	0.00363152			
0.515573	0.00363363	0.546463	0.00357839	0.457671	0.0037356	0.502669	0.0035552			
0.515571	0.00366523	0.54646	0.00364139	0.457668	0.00381715	0.502666	0.0034673			
0.515568	0.0035685	0.546457	0.00348769	0.457665	0.00359849	0.502664	0.00391701			
0.515565	0.00372066	0.546454	0.00367825	0.457662	0.00360714	0.502661	0.0036631			
0.515562	0.00347606	0.546451	0.00391091	0.457659	0.00367346	0.502658	0.00344504			
0.515559	0.00382504	0.546448	0.00366294	0.457656	0.00349204	0.502655	0.00367601			
0.515556	0.00359002	0.546446	0.00347392	0.457653	0.00369137	0.502652	0.00374413			
0.515554	0.00355074	0.546443	0.00346782	0.45765	0.00379848	0.502649	0.00369251			
0.515551	0.0036849	0.54644	0.00369906	0.457647	0.00356796	0.502646	0.00384106			
0.515548	0.00342175	0.546437	0.00360138	0.457644	0.00372671	0.502644	0.0037209			
0.515545	0.00380457	0.546433	0.00361018	0.457641	0.00357753	0.502641	0.0036393			
0.515542	0.0034781	0.54643	0.00376676	0.457638	0.00355792	0.502638	0.00368906			
0.515539	0.00369373	0.546427	0.00383043	0.457636	0.00383315	0.502635	0.00355712			
0.515536	0.00351891	0.546425	0.0037526	0.457633	0.00358381	0.502632	0.00378113			
0.515533	0.00360215	0.546422	0.00371557	0.45763	0.00377555	0.50263	0.00375756			
0.51553	0.00370172	0.546419	0.00349492	0.457627	0.00354977	0.502627	0.00348533			
0.515527	0.00362393	0.546416	0.00344125	0.457624	0.00377629	0.502624	0.00358958			
0.515524	0.00362069	0.546413	0.003776	0.457621	0.00365175	0.502621	0.00365551			
0.515521	0.00346332	0.54641	0.00373615	0.457619	0.00378251	0.502618	0.00373734			
0.515518	0.0034011	0.546407	0.00365025	0.457616	0.00355377	0.502616	0.00362664			
0.515515	0.00347014	0.546404	0.00352569	0.457613	0.00366769	0.502613	0.0033985			
0.515512	0.00340012	0.546401	0.00371097	0.45761	0.00340548	0.50261	0.00348295			
0.515509	0.00365541	0.546398	0.00364169	0.457607	0.00389349	0.502607	0.0036527			
0.515507	0.00358209	0.546395	0.00357778	0.457604	0.00379207	0.502604	0.00371189			
0.515504	0.00368242	0.546392	0.0038034	0.457601	0.00356494	0.502601	0.00382029			
0.515501	0.00370989	0.546389	0.00346708	0.457598	0.00366089	0.502599	0.00367547			
0.515498	0.00359022	0.546386	0.00366136	0.457595	0.00383642	0.502596	0.00356056			
0.515495	0.00343995	0.546383	0.00362471	0.457593	0.00327022	0.502593	0.00355127			
0.515492	0.00361692	0.54638	0.00359368	0.45759	0.00361291	0.50259	0.00349261			
0.515489	0.00360559	0.546377	0.00350041	0.457587	0.00365779	0.502587	0.00348384			
0.515486	0.00349977	0.546374	0.0037234	0.457584	0.00362313	0.502585	0.00368716			
0.515483	0.00374117	0.546371	0.00360447	0.457581	0.00369148	0.502582	0.00373307			
0.51548	0.00352305	0.546369	0.0036497	0.457578	0.00375846	0.502579	0.00359274			
0.515477	0.00364847	0.546366	0.00367471	0.457576	0.00341836	0.502576	0.00367146			
0.515474	0.00373502	0.546362	0.00372456	0.457573	0.00345012	0.502573	0.0036203			
0.515472	0.00370917	0.546359	0.00366919	0.45757	0.0036601	0.502571	0.00358507			
0.515469	0.00361576	0.546356	0.00367763	0.457567	0.00373326	0.502568	0.00363208			
0.515466	0.00352746	0.546353	0.00362375	0.457564	0.00361419	0.502565	0.00356223			
0.515463	0.00341159	0.54635	0.00354381	0.457561	0.00381022	0.502562	0.00367819			
0.51546	0.00359821	0.546347	0.00369892	0.457558	0.00366825	0.502559	0.00352539			
0.515457	0.00350121	0.546344	0.00352639	0.457556	0.00364338	0.502556	0.0036776			
0.515454	0.00360992	0.546342	0.00352464	0.457553	0.00370726	0.502553	0.00369226			
0.515451	0.0035482	0.546338	0.00345804	0.45755	0.00353001	0.502551	0.00355843			
0.515448	0.00363089	0.546336	0.00370806	0.457547	0.00377968	0.502548	0.00359791			
0.515445	0.00355537	0.546333	0.00368416	0.457544	0.00368306	0.502545	0.00357725			
0.515442	0.00376592	0.54633	0.00365891	0.457541	0.00345023	0.502542	0.00355139			
0.515439	0.00383428	0.546327	0.00353816	0.457539	0.00351828	0.502539	0.003518			
0.515436	0.00351757	0.546324	0.00347976	0.457536	0.00370655	0.502536	0.00367622			
0.515434	0.00362781	0.546321	0.00346347	0.457533	0.00358051	0.502534	0.00358701			
0.515431	0.00360641	0.546318	0.00351256	0.45753	0.00360987	0.502531	0.00359525			
0.515428	0.00364498	0.546315	0.00376526	0.457527	0.00323842	0.502528	0.00386429			
0.515425	0.00380083	0.546312	0.00352207	0.457524	0.00368441	0.502525	0.00387985			
0.515422	0.00363561	0.54631	0.00354652	0.457521	0.00360379	0.502523	0.00349689			
0.51542	0.00365876	0.546307	0.00368102	0.457519	0.00380911	0.50252	0.00358972			
0.515417	0.00361961	0.546304	0.00367749	0.457516	0.0037945	0.502517	0.00365495			
0.515414	0.00341702	0.546301	0.00357856	0.457513	0.00355822	0.502514	0.0035845			
0.515411	0.00378123	0.546298	0.00362137	0.45751	0.00364509	0.502511	0.00347706			
0.515409	0.00367095	0.546295	0.00360951	0.457507	0.00372529	0.502508	0.00364006			
0.515406	0.00385565	0.546292	0.00354593	0.457504	0.00350089	0.502505	0.00366741			
0.515403	0.00375967	0.546289	0.00370581	0.457501	0.00367455	0.502503	0.00367251			
0.5154	0.00355196	0.546286	0.00362474	0.457498	0.00366578	0.5025	0.00349583			
0.515397	0.00381974	0.546282	0.00357153	0.457496	0.00353973	0.502497	0.0035416			
0.515394	0.00362604	0.546279	0.00362296	0.457493	0.00369465	0.502494	0.00355121			
0.515391	0.00365662	0.546276	0.0035992	0.45749	0.00349269	0.502492	0.00376274			
0.515388	0.00373415	0.546273	0.0037341	0.457487	0.00358822	0.502489	0.0036792			
0.515385	0.00350395	0.546271	0.00370716	0.457484	0.00366996	0.502486	0.00374642			
0.515382	0.00376718	0.546268	0.00341502	0.457481	0.0034847	0.502483	0.00351713			
0.515379	0.00338643	0.546265	0.00366567	0.457478	0.00368743	0.50248	0.00367925			
0.515377	0.00345844	0.546262	0.00362344	0.457475	0.00361911	0.502477	0.00354335			
0.515374	0.00367662	0.546259	0.00346817	0.457472	0.00361683	0.502475	0.00360286			
0.515371	0.00363255	0.546256	0.0035415	0.457469	0.00365447	0.502472	0.00382272			
0.515368	0.00365689	0.546254	0.00367458	0.457467	0.00358589	0.502469	0.00390454			
0.515366	0.0037653	0.546251	0.00359545	0.457464	0.00374919	0.502466	0.003566			
0.515362	0.00367084	0.546248	0.00354464	0.457461	0.00364358	0.502463	0.00358013			
0.515359	0.00365871	0.546245	0.00351996	0.457458	0.00363911	0.50246	0.00369253			
0.515356	0.00368028	0.546242	0.00339866	0.457455	0.00386279	0.502457	0.00361457			
0.515354	0.00359523	0.546239	0.00348932	0.457452	0.00371333	0.502455	0.0036825			
0.51535	0.00361186	0.546236	0.0036411	0.457449	0.00357637	0.502452	0.00351892			
0.515348	0.0035602	0.546233	0.00359648	0.457446	0.00372275	0.502449	0.0037262			
0.515345	0.00375605	0.54623	0.00357794	0.457443	0.00357646	0.502446	0.00358367			
0.515342	0.00386964	0.546227	0.00364884	0.457441	0.00354173	0.502443	0.00368824			
0.515339	0.00367081	0.546224	0.00359117	0.457438	0.00372698	0.502441	0.00368325			
0.515336	0.00363872	0.546221	0.00365723	0.457435	0.00363695	0.502438	0.00347855			
0.515333	0.00364956	0.546218	0.00348271	0.457432	0.00363467	0.502435	0.00353986			
0.515331	0.0038225	0.546215	0.00378989	0.457429	0.00342372	0.502432	0.00369943			
0.515328	0.00350372	0.546212	0.00347602	0.457426	0.0035538	0.502429	0.00388864			
0.515325	0.00363372	0.546209	0.00359185	0.457423	0.00347971	0.502427	0.00372031			
0.515322	0.00361171	0.546206	0.00354723	0.457421	0.00381981	0.502424	0.00356819			
0.515319	0.00364252	0.546203	0.00340286	0.457418	0.00338527	0.502421	0.00369956			
0.515316	0.00376676	0.5462	0.0036145	0.457415	0.00361395	0.502418	0.00366442			
0.515313	0.0037394	0.546198	0.00368441	0.457412	0.00364417	0.502415	0.00366654			
0.51531	0.00365206	0.546194	0.0036383	0.457409	0.00368078	0.502412	0.00373546			
0.515307	0.00363974	0.546192	0.00370402	0.457406	0.0035865	0.502409	0.00357112			
0.515304	0.00360104	0.546188	0.0035542	0.457403	0.00353625	0.502406	0.00366281			
0.515302	0.00356883	0.546185	0.00341931	0.4574	0.00367541	0.502404	0.00361815			
0.515299	0.00358692	0.546182	0.00364447	0.457397	0.00365499	0.502401	0.00374039			
0.515296	0.00359207	0.546179	0.0037818	0.457395	0.00354663	0.502398	0.00368867			
0.515293	0.0035016	0.546177	0.00373347	0.457392	0.00360739	0.502395	0.00350857			
0.51529	0.00359753	0.546174	0.00353812	0.457389	0.00382983	0.502392	0.00343325			
0.515288	0.00351922	0.546171	0.00356646	0.457386	0.00361095	0.50239	0.00347693			
0.515285	0.00359575	0.546168	0.00384252	0.457383	0.0038335	0.502387	0.00360022			
0.515282	0.00372245	0.546165	0.00362952	0.45738	0.0035567	0.502384	0.00375602			
0.515279	0.00361383	0.546162	0.00369161	0.457377	0.00371055	0.502381	0.00352072			
0.515276	0.00342327	0.546159	0.00353592	0.457375	0.00353152	0.502378	0.00362091			
0.515273	0.00350235	0.546156	0.0035969	0.457372	0.00373231	0.502375	0.00359861			
0.51527	0.00349603	0.546153	0.00356434	0.457369	0.00390897	0.502372	0.00360213			
0.515267	0.00352066	0.546151	0.00359082	0.457366	0.00348803	0.50237	0.00369523			
0.515264	0.00351713	0.546148	0.00355418	0.457363	0.0036648	0.502367	0.0036862			
0.515262	0.00330873	0.546145	0.00356024	0.45736	0.00362266	0.502364	0.00369145			
0.515259	0.00358904	0.546142	0.00374803	0.457357	0.00365331	0.502361	0.00346844			
0.515256	0.00353414	0.546139	0.00373761	0.457354	0.00355713	0.502358	0.00372148			
0.515253	0.00377539	0.546136	0.00361017	0.457351	0.00349709	0.502355	0.00353521			
0.51525	0.00366012	0.546133	0.003681	0.457349	0.00365394	0.502353	0.0036786			
0.515247	0.00369163	0.54613	0.00375621	0.457346	0.00355186	0.50235	0.00360085			
0.515244	0.0037894	0.546128	0.00356075	0.457343	0.0037076	0.502347	0.00379278			
0.515241	0.0035952	0.546125	0.00364088	0.45734	0.00378417	0.502344	0.0037844			
0.515238	0.00387522	0.546122	0.00375281	0.457337	0.00360976	0.502342	0.00354796			
0.515235	0.00360812	0.546119	0.00374243	0.457334	0.00360796	0.502339	0.00357838			
0.515233	0.00362782	0.546116	0.00380421	0.457331	0.00349309	0.502336	0.00361235			
0.51523	0.00361071	0.546113	0.00371714	0.457328	0.00350712	0.502333	0.00366511			
0.515226	0.00349858	0.54611	0.00375125	0.457326	0.00357778	0.50233	0.00339641			
0.515224	0.00362142	0.546107	0.00369646	0.457323	0.00383551	0.502328	0.00329837			
0.51522	0.0034834	0.546104	0.00348229	0.45732	0.00361804	0.502325	0.00354992			
0.515217	0.00342541	0.546101	0.00364442	0.457317	0.00367978	0.502322	0.0037789			
0.515214	0.00381978	0.546098	0.00368562	0.457314	0.0036947	0.502319	0.00373903			
0.515212	0.00358289	0.546095	0.00376036	0.457311	0.00374448	0.502316	0.00357344			
0.515209	0.00356978	0.546092	0.00371815	0.457309	0.00367427	0.502313	0.00374123			
0.515206	0.00363411	0.546089	0.00358308	0.457306	0.00364666	0.502311	0.00357005			
0.515203	0.00370788	0.546086	0.0036635	0.457303	0.00366742	0.502308	0.00356709			
0.5152	0.00371218	0.546083	0.0037276	0.4573	0.00358325	0.502305	0.00353881			
0.515198	0.00365778	0.54608	0.00357862	0.457297	0.00371485	0.502302	0.00365221			
0.515195	0.00385457	0.546077	0.00349843	0.457294	0.00348719	0.502299	0.00368278			
0.515192	0.00343846	0.546074	0.00350726	0.457291	0.00355596	0.502296	0.00370498			
0.515189	0.00372913	0.546071	0.00346326	0.457288	0.00358856	0.502293	0.00354138			
0.515186	0.00373166	0.546068	0.00373113	0.457285	0.00361655	0.50229	0.00355871			
0.515182	0.00366946	0.546066	0.00375929	0.457282	0.00340856	0.502288	0.00358589			
0.515179	0.00373074	0.546063	0.00338685	0.457279	0.00356265	0.502285	0.003631			
0.515177	0.00350369	0.546059	0.00360604	0.457276	0.00349423	0.502282	0.00381619			
0.515174	0.00366677	0.546057	0.00368791	0.457273	0.00375247	0.502279	0.0036272			
0.515171	0.00369205	0.546054	0.00359263	0.457271	0.00384093	0.502276	0.00382686			
0.515168	0.00359528	0.546051	0.00365746	0.457268	0.00365012	0.502273	0.00365383			
0.515165	0.00372252	0.546048	0.00365742	0.457265	0.00364397	0.50227	0.00340375			
0.515162	0.0036083	0.546045	0.00356153	0.457262	0.00370999	0.502268	0.00359961			
0.515159	0.00363238	0.546042	0.00345546	0.457259	0.00377029	0.502265	0.00369433			
0.515156	0.00350538	0.54604	0.00361264	0.457256	0.00374776	0.502262	0.0035016			
0.515153	0.00351415	0.546037	0.00351447	0.457253	0.00371594	0.502259	0.00369271			
0.515151	0.00359815	0.546034	0.00356084	0.45725	0.00359695	0.502257	0.00365601			
0.515148	0.00347842	0.546031	0.00334033	0.457247	0.00385963	0.502254	0.00375737			
0.515145	0.00350769	0.546028	0.00365502	0.457244	0.00374457	0.50225	0.00359855			
0.515142	0.00367512	0.546025	0.00367697	0.457241	0.00356384	0.502248	0.00353476			
0.515139	0.00363718	0.546022	0.00368862	0.457238	0.0036473	0.502245	0.00369589			
0.515136	0.00374894	0.546019	0.00368074	0.457236	0.0037229	0.502242	0.00363663			
0.515134	0.00337614	0.546016	0.00369687	0.457233	0.00367951	0.502239	0.00333655			
0.515131	0.00360789	0.546013	0.00367797	0.45723	0.00354089	0.502237	0.00363301			
0.515127	0.00363604	0.54601	0.00362752	0.457227	0.00360085	0.502234	0.00357768			
0.515125	0.00387371	0.546007	0.00356493	0.457224	0.00363657	0.502231	0.00365494			
0.515122	0.00373193	0.546004	0.00380099	0.457221	0.00384216	0.502228	0.0035698			
0.515119	0.00367256	0.546001	0.00367581	0.457218	0.00352323	0.502225	0.00390453			
0.515116	0.00362908	0.545998	0.00374102	0.457215	0.00362631	0.502223	0.00370429			
0.515113	0.00384989	0.545995	0.00347995	0.457212	0.00341595	0.50222	0.00362536			
0.51511	0.003717	0.545992	0.00354794	0.457209	0.00361269	0.502217	0.00341652			
0.515107	0.00354275	0.54599	0.00346739	0.457207	0.00366154	0.502214	0.00362418			
0.515104	0.00374727	0.545986	0.0035963	0.457204	0.0038201	0.502211	0.00355621			
0.515102	0.00369961	0.545984	0.00364194	0.457201	0.00351214	0.502208	0.00369361			
0.515099	0.00355003	0.545981	0.00365338	0.457198	0.00387165	0.502206	0.00369967			
0.515096	0.00360194	0.545978	0.00367247	0.457195	0.00362507	0.502203	0.00376242			
0.515093	0.00364334	0.545975	0.00368378	0.457192	0.00365967	0.5022	0.00370472			
0.51509	0.0037202	0.545972	0.00368804	0.457189	0.00361116	0.502197	0.00358529			
0.515087	0.00378185	0.545969	0.0035674	0.457186	0.00353663	0.502194	0.00370331			
0.515084	0.00358525	0.545966	0.0037328	0.457183	0.0037224	0.502191	0.00378811			
0.515081	0.00379047	0.545963	0.00366923	0.457181	0.00377064	0.502188	0.00354119			
0.515078	0.00358678	0.54596	0.00355192	0.457178	0.00367094	0.502186	0.00363335			
0.515075	0.00344662	0.545957	0.00353742	0.457175	0.00370194	0.502183	0.00364576			
0.515073	0.00369691	0.545954	0.00363138	0.457172	0.0036676	0.50218	0.00380963			
0.51507	0.00369874	0.545951	0.00360518	0.457169	0.00356874	0.502177	0.0037127			
0.515067	0.00381036	0.545948	0.00362711	0.457166	0.00354014	0.502174	0.00366234			
0.515064	0.0035762	0.545945	0.00365702	0.457163	0.00367904	0.502172	0.00374119			
0.515061	0.00358802	0.545942	0.00370602	0.45716	0.00373464	0.502169	0.00370704			
0.515058	0.00368636	0.545939	0.00356754	0.457157	0.00385822	0.502166	0.00367733			
0.515055	0.00368866	0.545936	0.00362109	0.457155	0.00364628	0.502163	0.00368418			
0.515052	0.00355396	0.545933	0.0036593	0.457152	0.00363077	0.50216	0.00374663			
0.515049	0.00358583	0.54593	0.00364068	0.457149	0.00358438	0.502157	0.00365977			
0.515046	0.00372293	0.545927	0.00371503	0.457146	0.00379212	0.502155	0.00371772			
0.515043	0.0036755	0.545924	0.00373194	0.457143	0.00350424	0.502151	0.00365924			
0.51504	0.00371761	0.545921	0.00372601	0.45714	0.00359306	0.502149	0.00367012			
0.515037	0.00360909	0.545918	0.00358267	0.457137	0.00370573	0.502146	0.00361662			
0.515034	0.00379168	0.545915	0.00362434	0.457134	0.00352892	0.502143	0.00338593			
0.515032	0.00363375	0.545912	0.00390038	0.457131	0.00380333	0.50214	0.00363162			
0.515029	0.00372112	0.54591	0.00338945	0.457128	0.00370743	0.502138	0.00366737			
0.515026	0.00370865	0.545907	0.00365946	0.457125	0.00365839	0.502135	0.00369467			
0.515023	0.00363242	0.545904	0.00355288	0.457123	0.00351206	0.502132	0.00371683			
0.51502	0.00393241	0.545901	0.003587	0.45712	0.00374459	0.502129	0.00371088			
0.515017	0.00365034	0.545898	0.00350275	0.457117	0.00377994	0.502126	0.00366399			
0.515014	0.00359914	0.545895	0.00361984	0.457114	0.003706	0.502124	0.00376408			
0.515011	0.0037232	0.545892	0.00355967	0.457111	0.00382092	0.50212	0.00336116			
0.515008	0.00365338	0.545889	0.00366514	0.457108	0.00382083	0.502118	0.00369455			
0.515005	0.00369184	0.545886	0.00354691	0.457105	0.00366686	0.502115	0.00370234			
0.515002	0.00363582	0.545883	0.00337106	0.457102	0.00373438	0.502112	0.0038441			
0.514999	0.00342966	0.54588	0.00346453	0.457099	0.00386062	0.502109	0.00378247			
0.514996	0.00374282	0.545877	0.00342829	0.457096	0.00365963	0.502106	0.00352162			
0.514994	0.00359121	0.545874	0.00334661	0.457094	0.00362325	0.502104	0.00364499			
0.514991	0.00343554	0.545871	0.00358122	0.457091	0.0036186	0.502101	0.00359573			
0.514988	0.00352185	0.545868	0.00360757	0.457088	0.00380341	0.502098	0.00359819			
0.514985	0.00356237	0.545865	0.00367071	0.457085	0.00381217	0.502095	0.00351805			
0.514982	0.00379926	0.545862	0.00382402	0.457082	0.00362594	0.502092	0.00366361			
0.514979	0.00370214	0.545859	0.00351834	0.457079	0.00351927	0.502089	0.00350471			
0.514976	0.00378368	0.545856	0.00357579	0.457076	0.00359527	0.502087	0.0036094			
0.514974	0.00363851	0.545853	0.00373115	0.457073	0.003588	0.502084	0.00359346			
0.514971	0.00372481	0.54585	0.00346263	0.45707	0.00381225	0.502081	0.00368447			
0.514968	0.00365855	0.545847	0.00353019	0.457067	0.00361141	0.502078	0.00364394			
0.514965	0.00373268	0.545844	0.00360219	0.457064	0.00366173	0.502075	0.00362144			
0.514962	0.00388472	0.545841	0.00368516	0.457062	0.00372	0.502073	0.0035779			
0.514959	0.00398893	0.545838	0.00357198	0.457059	0.00389445	0.50207	0.00374766			
0.514956	0.00369236	0.545835	0.0036764	0.457056	0.00363303	0.502067	0.00365745			
0.514954	0.00375271	0.545832	0.00365526	0.457053	0.00357522	0.502064	0.00368954			
0.514951	0.00358005	0.545829	0.00371001	0.45705	0.00355679	0.502061	0.00327673			
0.514948	0.00378113	0.545826	0.00348044	0.457047	0.00354648	0.502058	0.00361295			
0.514945	0.00363044	0.545823	0.00361033	0.457044	0.00382244	0.502056	0.00361955			
0.514942	0.00383825	0.54582	0.00377467	0.457041	0.00360602	0.502053	0.00370708			
0.514939	0.00364918	0.545817	0.00357786	0.457038	0.00373824	0.50205	0.00362661			
0.514936	0.00347569	0.545815	0.00372934	0.457035	0.00348299	0.502047	0.00369178			
0.514933	0.00353139	0.545812	0.00359183	0.457033	0.00373909	0.502044	0.00359486			
0.51493	0.00331218	0.545809	0.00365813	0.45703	0.00365311	0.502042	0.00367417			
0.514927	0.00371493	0.545806	0.00357089	0.457027	0.0037317	0.502039	0.00354215			
0.514924	0.00377372	0.545803	0.00361406	0.457024	0.00357085	0.502036	0.00345784			
0.514921	0.00368491	0.5458	0.00379859	0.457021	0.00371657	0.502033	0.00350341			
0.514918	0.0033675	0.545797	0.00355381	0.457018	0.00356553	0.50203	0.00361019			
0.514915	0.00373323	0.545794	0.00370404	0.457015	0.00378438	0.502027	0.00383806			
0.514913	0.00356287	0.545791	0.00376819	0.457012	0.00362511	0.502025	0.00362614			
0.51491	0.00369556	0.545788	0.00373908	0.457009	0.00363484	0.502022	0.00369683			
0.514907	0.00372786	0.545785	0.00363764	0.457006	0.00379112	0.502019	0.00373333			
0.514904	0.0035838	0.545782	0.00379779	0.457004	0.00382517	0.502016	0.00367277			
0.514901	0.00364639	0.545779	0.00362969	0.457001	0.0035344	0.502013	0.00378303			
0.514898	0.00368375	0.545776	0.00371825	0.456998	0.00362131	0.50201	0.00348929			
0.514895	0.00340742	0.545773	0.00351282	0.456995	0.00364925	0.502008	0.00370396			
0.514892	0.00378639	0.545771	0.00354506	0.456992	0.00350881	0.502005	0.00349899			
0.514889	0.00350962	0.545768	0.00370527	0.456989	0.00373683	0.502002	0.00349376			
0.514886	0.00355928	0.545765	0.00351499	0.456986	0.003673	0.501999	0.00368585			
0.514883	0.00369751	0.545762	0.00369532	0.456983	0.00376852	0.501996	0.00369775			
0.51488	0.00387539	0.545759	0.00357219	0.456981	0.00347471	0.501993	0.00383171			
0.514878	0.00341523	0.545756	0.00366121	0.456978	0.00351901	0.501991	0.00358712			
0.514875	0.00359516	0.545753	0.00373768	0.456975	0.00369127	0.501988	0.00363382			
0.514872	0.00368789	0.54575	0.00367698	0.456972	0.0036587	0.501985	0.00364153			
0.514869	0.00360444	0.545747	0.0036759	0.456969	0.00366679	0.501982	0.00363802			
0.514866	0.00355254	0.545744	0.00370286	0.456966	0.00348005	0.501979	0.00367882			
0.514863	0.00371979	0.545741	0.00392748	0.456963	0.00364106	0.501977	0.00371194			
0.51486	0.0036333	0.545738	0.00366121	0.45696	0.00371103	0.501974	0.00350838			
0.514857	0.00357824	0.545735	0.00366078	0.456957	0.00350765	0.501971	0.00359496			
0.514855	0.00368923	0.545732	0.00380272	0.456954	0.00362307	0.501968	0.00385236			
0.514852	0.00355505	0.545729	0.00359889	0.456951	0.00371106	0.501966	0.00344482			
0.514849	0.00366269	0.545726	0.00375116	0.456948	0.00371082	0.501963	0.00384293			
0.514846	0.00355022	0.545724	0.00367484	0.456946	0.0037132	0.50196	0.00373705			
0.514842	0.00370784	0.545721	0.00355966	0.456943	0.00358939	0.501957	0.00369893			
0.51484	0.00347204	0.545718	0.00353451	0.45694	0.00367217	0.501955	0.00366848			
0.514837	0.00372088	0.545715	0.00359833	0.456937	0.00363018	0.501952	0.00369403			
0.514834	0.0035569	0.545712	0.00373562	0.456934	0.00346628	0.501949	0.00356888			
0.514831	0.00368912	0.545709	0.003668	0.456931	0.0036225	0.501946	0.00389008			
0.514828	0.00372507	0.545707	0.00347328	0.456928	0.00387538	0.501943	0.00333747			
0.514825	0.00353996	0.545704	0.00341915	0.456925	0.00371845	0.501941	0.00354768			
0.514822	0.00367922	0.545701	0.00360326	0.456922	0.00370394	0.501938	0.00355593			
0.514819	0.00352279	0.545698	0.00355972	0.45692	0.00365214	0.501935	0.00367715			
0.514816	0.00356549	0.545695	0.00345439	0.456917	0.00349063	0.501932	0.00361564			
0.514813	0.00357244	0.545692	0.00359302	0.456914	0.00346265	0.50193	0.00368511			
0.51481	0.00367152	0.545689	0.00364354	0.456911	0.00376439	0.501927	0.00364493			
0.514808	0.00375157	0.545686	0.0036673	0.456908	0.00356828	0.501924	0.00363904			
0.514805	0.00373735	0.545683	0.00356531	0.456905	0.00374869	0.501921	0.00366765			
0.514802	0.0036699	0.54568	0.0036898	0.456902	0.00353295	0.501918	0.00370583			
0.514799	0.00359837	0.545677	0.0034077	0.456899	0.00362208	0.501916	0.00363917			
0.514796	0.00364148	0.545674	0.00347533	0.456897	0.00367662	0.501913	0.00360703			
0.514793	0.0035268	0.545671	0.00360177	0.456894	0.00346207	0.50191	0.0037132			
0.51479	0.00346437	0.545668	0.00381239	0.456891	0.00363869	0.501907	0.00359629			
0.514787	0.00333148	0.545665	0.00354482	0.456888	0.00354099	0.501904	0.00372866			
0.514784	0.00369422	0.545663	0.00364921	0.456885	0.0034955	0.501901	0.00357151			
0.514781	0.00349378	0.545659	0.00365959	0.456882	0.00344465	0.501898	0.00380347			
0.514778	0.0037926	0.545656	0.00364582	0.456879	0.00361047	0.501895	0.00370919			
0.514775	0.0036395	0.545653	0.00333174	0.456876	0.00356577	0.501893	0.00373575			
0.514772	0.00368802	0.54565	0.00367122	0.456873	0.00353478	0.50189	0.00348065			
0.514769	0.00373906	0.545647	0.00368534	0.456871	0.00379647	0.501887	0.00376169			
0.514766	0.00357246	0.545645	0.00345992	0.456868	0.0035711	0.501884	0.00371503			
0.514763	0.00349773	0.545642	0.00339091	0.456865	0.00366001	0.501881	0.00390147			
0.51476	0.0034852	0.545639	0.00354713	0.456862	0.00374972	0.501878	0.00367221			
0.514757	0.00370311	0.545636	0.00361659	0.456859	0.00369721	0.501875	0.00374718			
0.514754	0.0035854	0.545633	0.0036825	0.456856	0.00372364	0.501872	0.00365457			
0.514751	0.00345712	0.54563	0.00355255	0.456853	0.00363704	0.50187	0.00348341			
0.514749	0.00368957	0.545627	0.0037781	0.45685	0.00364766	0.501867	0.00372759			
0.514746	0.00382741	0.545624	0.00363053	0.456847	0.00370321	0.501864	0.00363757			
0.514743	0.0036414	0.545621	0.0035395	0.456845	0.00342031	0.501861	0.00376681			
0.51474	0.00375501	0.545619	0.00368621	0.456842	0.00370829	0.501859	0.00358882			
0.514737	0.00371894	0.545615	0.00363594	0.456839	0.00361888	0.501856	0.0035589			
0.514734	0.00378132	0.545613	0.003552	0.456836	0.00354543	0.501853	0.0034756			
0.514731	0.00351896	0.54561	0.00372357	0.456833	0.00364182	0.50185	0.00364737			
0.514728	0.00364876	0.545607	0.00339967	0.45683	0.00374109	0.501847	0.00344468			
0.514725	0.00353642	0.545604	0.0033592	0.456827	0.00371386	0.501844	0.00362327			
0.514723	0.00364377	0.545601	0.00348637	0.456824	0.00354011	0.501842	0.00358505			
0.51472	0.00354615	0.545598	0.0037838	0.456821	0.00365493	0.501839	0.00381318			
0.514717	0.00367159	0.545595	0.00359437	0.456819	0.00362339	0.501836	0.00361279			
