lap2_14_samp	lap2_15_samp	lap2_16_samp	lap2_17_samp	lap2_18_samp	cur2_14_samp	cur2_15_samp	cur2_16_samp	cur2_17_samp	cur2_18_samp	rp1936
0.0392523	0.0458256	0.0568581	0.0265274	1.02477e-05	-0.000496058	-0.000468825	-0.000656158	-0.000399881	-0.000438961	-0.0552217
0.0407977	0.0476973	0.059167	0.027734	1.06864e-05	-0.000504183	-0.000611488	-0.000570189	-0.000465833	-0.000461322	-0.0553856
0.0423432	0.049569	0.0614759	0.0292123	1.10967e-05	-0.000776315	-0.000630289	-0.000482546	-0.000484455	-0.000530076	-0.055446
0.0438888	0.0514407	0.0637849	0.0306906	1.14659e-05	-0.000702845	-0.000654333	-0.000600501	-0.000723539	-0.000291961	-0.0552429
0.0454343	0.0533125	0.0660937	0.0321691	1.1909e-05	-0.000622986	-0.000369539	-0.000652281	-0.000487898	-0.000453262	-0.0538416
0.0469798	0.0551841	0.0684026	0.0336475	1.23955e-05	-0.000489664	-0.000461575	-0.000651791	-0.000600116	-0.000696456	-0.0538458
0.0485253	0.0570559	0.0707114	0.0351259	1.28315e-05	-0.000491482	-0.00057636	-0.0006809	-0.000661184	-0.000381822	-0.0544297
0.0500709	0.0589275	0.0730204	0.0366042	1.3193e-05	-0.000490473	-0.000444495	-0.000577456	-0.000500918	-0.000571935	-0.0543632
0.0516164	0.0607994	0.0753292	0.0380826	1.3587e-05	-0.000482574	-0.000445878	-0.000618009	-0.000651166	-0.000377366	-0.0546765
0.053162	0.0626709	0.077638	0.0395609	1.40914e-05	-0.000564255	-0.000679417	-0.000512348	-0.000640536	-0.000608169	-0.0554125
0.0545714	0.0645427	0.0799469	0.0410393	1.45966e-05	-0.000610575	-0.000557185	-0.000664653	-0.000522888	-0.000313834	-0.0551931
0.0559335	0.0664646	0.0822558	0.0425177	1.50193e-05	-0.000296285	-0.000564476	-0.00072895	-0.000640358	-0.000579449	-0.0553368
0.0572956	0.0683961	0.0845647	0.0439961	1.55122e-05	-0.000490477	-0.000690204	-0.000425631	-0.000669717	-0.000782816	-0.054698
0.0586576	0.0703275	0.0867041	0.0454746	1.59454e-05	-0.000458407	-0.000629848	-0.000580305	-0.000493665	-0.000497927	-0.053924
0.0600197	0.0722589	0.0887006	0.046953	1.62994e-05	-0.000526641	-0.000686838	-0.000520601	-0.000548962	-0.000577513	-0.0530892
0.0613819	0.0741903	0.090697	0.0484314	1.6725e-05	-0.000926279	-0.000675592	-0.000693078	-0.000600644	-0.000524705	-0.0528479
0.0627439	0.0761218	0.0926934	0.0499098	1.7173e-05	-0.00067635	-0.000755147	-0.000678338	-0.00047217	-0.000636189	-0.0538324
0.0641061	0.0780532	0.0946899	0.0513883	1.757e-05	-0.000603672	-0.000469777	-0.000624574	-0.000611381	-0.000387706	-0.0539825
0.0654681	0.0799847	0.0966863	0.0528665	1.78583e-05	-0.000623547	-0.000583471	-0.000351214	-0.000611938	-0.000349996	-0.0542164
0.0668302	0.0819161	0.0986827	0.0543449	1.82737e-05	-0.000648756	-0.000689954	-0.000634194	-0.000434055	-0.000498448	-0.0541929
0.0681923	0.0838476	0.100679	0.0558233	1.87102e-05	-0.000550686	-0.000627367	-0.000751	-0.000543843	-0.000567802	-0.0542057
0.0695544	0.085779	0.102676	0.0573017	1.92365e-05	-0.000596576	-0.000625735	-0.000847387	-0.000696765	-0.000552413	-0.0534431
0.0709165	0.0877105	0.104672	0.0587801	1.95929e-05	-0.000480554	-0.00048056	-0.000693917	-0.000567656	-0.000429344	-0.0527367
0.0722787	0.0896419	0.106668	0.0602586	2.00846e-05	-0.000770998	-0.000624577	-0.000585414	-0.000488191	-0.000755617	-0.0531925
0.0736408	0.0915734	0.108665	0.0617007	2.04571e-05	-0.000742962	-0.000434967	-0.000675885	-0.000573021	-0.000580368	-0.0535787
0.075003	0.0935049	0.110661	0.0631015	2.08794e-05	-0.00068386	-0.000583706	-0.00050408	-0.000562782	-0.00041691	-0.0532687
0.0763651	0.0954412	0.112657	0.0645023	2.11876e-05	-0.00072621	-0.000561232	-0.000449787	-0.000568376	-0.000643241	-0.0527439
0.0777271	0.097459	0.114654	0.0659032	2.17806e-05	-0.000442245	-0.000518874	-0.000633829	-0.000582479	-0.000427898	-0.0529046
0.0790893	0.099479	0.11665	0.067304	2.23317e-05	-0.000516669	-0.000645725	-0.000685043	-0.000759546	-0.000449829	-0.0529001
0.0804514	0.101499	0.118647	0.0687049	2.26878e-05	-0.000509021	-0.000522734	-0.000588036	-0.00054575	-0.000403061	-0.0530044
0.0818135	0.103519	0.120643	0.0701057	2.30313e-05	-0.000670543	-0.000585864	-0.000473501	-0.000638448	-0.000647859	-0.0528451
0.0831756	0.105539	0.12264	0.0715065	2.34719e-05	-0.000556472	-0.000696642	-0.000522116	-0.000567313	-0.000497157	-0.0533306
0.0845378	0.107559	0.124442	0.0729075	2.39586e-05	-0.000709145	-0.000580645	-0.000523279	-0.000544606	-0.000702952	-0.0523674
0.0858999	0.109579	0.126131	0.0743084	2.43435e-05	-0.000523368	-0.000724663	-0.000600435	-0.000592815	-0.000608384	-0.0522711
0.087262	0.111599	0.12782	0.0757093	2.48273e-05	-0.000352268	-0.000616252	-0.000484499	-0.000703017	-0.000405059	-0.0527151
0.0885595	0.113619	0.129509	0.0771101	2.52237e-05	-0.000310767	-0.000609091	-0.000495531	-0.000710484	-0.000547484	-0.0528146
0.0898398	0.115639	0.131198	0.078511	2.57693e-05	-0.00071175	-0.000705246	-0.000502652	-0.000608261	-0.000723647	-0.0532086
0.0911201	0.117659	0.132887	0.0799119	2.61959e-05	-0.000581971	-0.000520474	-0.000675989	-0.000711353	-0.000307526	-0.0531222
0.0924003	0.119679	0.134576	0.0813127	2.65365e-05	-0.000595217	-0.000694182	-0.000582627	-0.00061402	-0.000442196	-0.0533482
0.0936807	0.1217	0.136265	0.0827136	2.69248e-05	-0.000549131	-0.000450454	-0.000594448	-0.000462306	-0.00065216	-0.0527694
0.0949609	0.12372	0.137954	0.0841144	2.72926e-05	-0.000747556	-0.000605971	-0.000359251	-0.00053704	-0.000696919	-0.053273
0.0962412	0.12574	0.139642	0.0855152	2.77989e-05	-0.000487215	-0.000682948	-0.000708045	-0.000565849	-0.000453676	-0.053052
0.0975215	0.127832	0.141331	0.086916	2.81347e-05	-0.000672615	-0.000389334	-0.000451213	-0.000676662	-0.000672199	-0.0534813
0.0988018	0.129937	0.14302	0.0883168	2.86251e-05	-0.000521461	-0.00039817	-0.000260124	-0.000506773	-0.000762358	-0.0539465
0.100082	0.132042	0.144709	0.0897177	2.91045e-05	-0.000710609	-0.000673739	-0.00053054	-0.000650876	-0.000623648	-0.0545478
0.101362	0.134147	0.146398	0.0911184	2.9548e-05	-0.000670178	-0.000542553	-0.000564558	-0.000680863	-0.000460526	-0.0552123
0.102643	0.136252	0.148087	0.0925465	2.99426e-05	-0.000569977	-0.000707213	-0.000407879	-0.00064296	-0.000468426	-0.0551575
0.103923	0.138357	0.149776	0.0940012	3.02271e-05	-0.000504034	-0.000501984	-0.000677498	-0.000529396	-0.000740519	-0.0547463
0.105203	0.140462	0.151465	0.0954559	3.07134e-05	-0.000574425	-0.000622235	-0.000448941	-0.000533629	-0.000490793	-0.0546928
0.106483	0.142567	0.153154	0.0969107	3.10895e-05	-0.000638259	-0.000632192	-0.000461269	-0.000613829	-0.000622878	-0.0542646
0.107764	0.144672	0.154843	0.0983656	3.15647e-05	-0.00047282	-0.000694241	-0.000591535	-0.000350974	-0.000605861	-0.054608
0.109044	0.146777	0.156531	0.0998204	3.20234e-05	-0.000548626	-0.000680042	-0.000566576	-0.000555813	-0.000439428	-0.0552613
0.110324	0.148883	0.15822	0.101275	3.24673e-05	-0.000442223	-0.000504678	-0.000554543	-0.000517779	-0.000519947	-0.0546005
0.111605	0.150988	0.159909	0.10273	3.28283e-05	-0.000600599	-0.000625398	-0.000460158	-0.000520412	-0.000453919	-0.0543689
0.112885	0.153093	0.161598	0.104185	3.32376e-05	-0.000582345	-0.000524122	-0.00066435	-0.000599597	-0.000593023	-0.0554258
0.114165	0.155198	0.163287	0.10564	3.37057e-05	-0.000591897	-0.000614989	-0.000710742	-0.00051725	-0.000651932	-0.0550214
0.115445	0.157303	0.164976	0.107095	3.42402e-05	-0.000653221	-0.000547379	-0.000503884	-0.000646786	-0.000602538	-0.0549887
0.116726	0.159428	0.166665	0.108549	3.47724e-05	-0.000631651	-0.000582049	-0.000546112	-0.000614517	-0.000347302	-0.0557607
0.118006	0.161557	0.168238	0.110004	3.51232e-05	-0.000620357	-0.000596964	-0.000522237	-0.000405877	-0.000556242	-0.0553283
0.119286	0.163685	0.169449	0.111459	3.55399e-05	-0.000393742	-0.000621544	-0.000631416	-0.000487539	-0.000376554	-0.0553612
0.120566	0.165814	0.170661	0.112914	3.59274e-05	-0.000667245	-0.000551326	-0.000617717	-0.000441098	-0.000804454	-0.0558494
0.121847	0.167942	0.171872	0.114369	3.62521e-05	-0.000613102	-0.000783071	-0.0006288	-0.000556962	-0.00041057	-0.0558345
0.123127	0.170071	0.173084	0.115824	3.65883e-05	-0.000696551	-0.000708381	-0.000649463	-0.000610613	-0.000454001	-0.0555514
0.124323	0.172199	0.174295	0.117278	3.70414e-05	-0.00061569	-0.000552614	-0.000610388	-0.000258679	-0.000388744	-0.0558283
0.125455	0.174328	0.175506	0.118733	3.74156e-05	-0.000434126	-0.000746595	-0.000500863	-0.000602981	-0.000565225	-0.0560419
0.126587	0.176456	0.176718	0.120188	3.78086e-05	-0.000585121	-0.000762015	-0.000441296	-0.00058716	-0.000635914	-0.0563066
0.127719	0.178585	0.177929	0.121643	3.83389e-05	-0.000417983	-0.000420326	-0.000651355	-0.000480757	-0.000587829	-0.0558351
0.128852	0.180714	0.179141	0.123098	3.88331e-05	-0.000673047	-0.000731351	-0.0006524	-0.000644076	-0.000574513	-0.0558719
0.129984	0.182842	0.180352	0.124548	3.92167e-05	-0.000606334	-0.000697684	-0.000689345	-0.000548062	-0.000760577	-0.055717
0.131116	0.18497	0.181563	0.125987	3.9576e-05	-0.0005448	-0.000586139	-0.000537735	-0.000695746	-0.000531678	-0.0555523
0.132248	0.187099	0.182774	0.127426	4.00414e-05	-0.000616714	-0.000696301	-0.00053218	-0.000495763	-0.000613364	-0.0564505
0.13338	0.189227	0.183986	0.128865	4.04143e-05	-0.000659469	-0.000531905	-0.000798179	-0.000540309	-0.000475661	-0.0568072
0.134512	0.191335	0.185197	0.130305	4.07468e-05	-0.000440642	-0.000519818	-0.000678681	-0.000780652	-0.000609304	-0.0566237
0.135644	0.193427	0.186408	0.131744	4.11069e-05	-0.000663427	-0.000591098	-0.000733802	-0.000559615	-0.000773654	-0.0562647
0.136776	0.195519	0.18762	0.133183	4.15071e-05	-0.000560875	-0.000705266	-0.000581879	-0.000408177	-0.000592779	-0.0563408
0.137908	0.197611	0.188831	0.134622	4.19052e-05	-0.000658827	-0.000568526	-0.000646908	-0.000743929	-0.000650801	
0.13904	0.199703	0.190043	0.136061	4.22191e-05	-0.000542266	-0.00063339	-0.000684729	-0.000631206	-0.000619415	
0.140172	0.201795	0.191254	0.137501	4.25483e-05	-0.000526551	-0.000767673	-0.000602307	-0.00066217	-0.000328272	
0.141304	0.203887	0.192465	0.13894	4.29451e-05	-0.00058663	-0.000550546	-0.000547609	-0.000512173	-0.000445669	
0.142437	0.205979	0.193677	0.140379	4.33126e-05	-0.000685833	-0.00073064	-0.000557464	-0.000557027	-0.000694903	
0.143569	0.208071	0.194888	0.141818	4.37707e-05	-0.000488351	-0.00042592	-0.000711383	-0.000591719	-0.000469183	
0.144701	0.210163	0.196099	0.143257	4.41125e-05	-0.000295954	-0.00065858	-0.000626384	-0.000688615	-0.000553966	
0.145833	0.212255	0.197311	0.144696	4.46358e-05	-0.000672696	-0.000507592	-0.00021371	-0.000565049	-0.000368554	
0.146965	0.214347	0.198522	0.146136	4.51228e-05	-0.000584839	-0.000489746	-0.000762805	-0.000583147	-0.000672784	
0.148097	0.216439	0.199734	0.147575	4.55336e-05	-0.000659684	-0.000658442	-0.000390345	-0.000553783	-0.000459081	
0.149229	0.218531	0.200945	0.149014	4.59906e-05	-0.000472599	-0.000827013	-0.000712923	-0.000615578	-0.000508018	
0.150361	0.220623	0.202156	0.150453	4.64018e-05	-0.000722136	-0.000391108	-0.000614305	-0.000776726	-0.000533416	
0.151493	0.222714	0.203368	0.151892	4.67336e-05	-0.000512072	-0.000583897	-0.000604032	-0.000493826	-0.000527878	
0.152626	0.224752	0.204579	0.153331	4.70988e-05	-0.000677794	-0.000637952	-0.000514049	-0.000613746	-0.000762235	
0.153758	0.226755	0.205791	0.154771	4.75091e-05	-0.000626828	-0.000621291	-0.000499038	-0.000570374	-0.000573354	
0.15489	0.228758	0.207002	0.15621	4.79847e-05	-0.000550539	-0.000617035	-0.000717548	-0.000439457	-0.000607666	
0.156022	0.230761	0.208213	0.157649	4.84542e-05	-0.000823374	-0.000558947	-0.000719782	-0.000515449	-0.00057963	
0.157154	0.232763	0.209425	0.159088	4.88158e-05	-0.000559445	-0.000581989	-0.000633933	-0.000645172	-0.000685302	
0.158286	0.234766	0.210636	0.160443	4.922e-05	-0.000455858	-0.000636189	-0.000620961	-0.000642983	-0.000579732	
0.159418	0.236769	0.211847	0.161734	4.95973e-05	-0.000719725	-0.000541966	-0.000716538	-0.000569818	-0.000482889	
0.16055	0.238772	0.213059	0.163025	5.00293e-05	-0.000567359	-0.000552584	-0.000585816	-0.000655572	-0.000493543	
0.161682	0.240774	0.21427	0.164316	5.04316e-05	-0.000489964	-0.000535986	-0.000623668	-0.000741027	-0.000592999	
0.162814	0.242777	0.215482	0.165608	5.08178e-05	-0.000623224	-0.000757237	-0.00051079	-0.000731045	-0.000507334	
0.163946	0.24478	0.216693	0.166899	5.12748e-05	-0.000518846	-0.000767333	-0.000534818	-0.000583116	-0.000405831	
0.165078	0.246783	0.217904	0.16819	5.1676e-05	-0.00071199	-0.000408464	-0.000716789	-0.000683604	-0.000381045	
0.166157	0.248785	0.219116	0.169481	5.20289e-05	-0.00047653	-0.0006424	-0.000641853	-0.000619439	-0.000455386	
0.167012	0.250788	0.220327	0.170773	5.2449e-05	-0.000450369	-0.000582706	-0.000585813	-0.000483952	-0.000664703	
0.167867	0.252791	0.221538	0.172064	5.28592e-05	-0.000727149	-0.000410512	-0.000529272	-0.000700639	-0.000682894	
0.168722	0.254794	0.22275	0.173355	5.33241e-05	-0.000681111	-0.000422688	-0.000526812	-0.000773378	-0.000696431	
0.169577	0.256796	0.223961	0.174646	5.37478e-05	-0.000528826	-0.000460991	-0.000803618	-0.000608748	-0.000472389	
0.170432	0.258775	0.225172	0.175938	5.40904e-05	-0.000469309	-0.00063963	-0.000819709	-0.000406925	-0.000483385	
0.171287	0.260603	0.226384	0.177229	5.4519e-05	-0.00061601	-0.000675238	-0.000604123	-0.000554934	-0.000545337	
0.172142	0.262431	0.227595	0.17852	5.49589e-05	-0.000661852	-0.00044292	-0.000548032	-0.000582159	-0.000451923	
0.172997	0.264259	0.228807	0.179811	5.54387e-05	-0.000589782	-0.000497578	-0.000662649	-0.000689321	-0.000551048	
0.173852	0.266086	0.230018	0.181103	5.57827e-05	-0.000518268	-0.000600387	-0.000550503	-0.000488233	-0.000485153	
0.174707	0.267914	0.23123	0.182394	5.61494e-05	-0.000654878	-0.000746338	-0.000534228	-0.00048533	-0.00052382	
0.175562	0.269742	0.232441	0.183685	5.64861e-05	-0.000559614	-0.000551377	-0.000480576	-0.000518236	-0.000638674	
0.176417	0.27157	0.233652	0.184977	5.69021e-05	-0.000531215	-0.000712538	-0.000719194	-0.000568116	-0.000511066	
0.177272	0.273398	0.234864	0.186268	5.72675e-05	-0.00044956	-0.000813229	-0.000515337	-0.000510733	-0.000679094	
0.178127	0.275225	0.236075	0.187559	5.76823e-05	-0.000537925	-0.000717341	-0.000589816	-0.000630588	-0.000576582	
0.178982	0.277053	0.237286	0.18885	5.81659e-05	-0.000603754	-0.00044436	-0.000713071	-0.000497032	-0.000507456	
0.179838	0.278881	0.238498	0.190142	5.86678e-05	-0.000624658	-0.000584753	-0.0006374	-0.000457838	-0.000653766	
0.180693	0.280709	0.239709	0.191433	5.91185e-05	-0.000756747	-0.000610134	-0.000604585	-0.000619137	-0.000322145	
0.181548	0.282537	0.24092	0.192724	5.95134e-05	-0.000428424	-0.000443033	-0.000514425	-0.000691099	-0.000711471	
0.182403	0.284365	0.242132	0.194015	5.99425e-05	-0.000662727	-0.000364694	-0.000582064	-0.000452074	-0.000586259	
0.183258	0.286193	0.243343	0.195307	6.03667e-05	-0.000602457	-0.000585477	-0.000554566	-0.000636645	-0.000559797	
0.184113	0.28802	0.244554	0.196598	6.06982e-05	-0.00063044	-0.000597793	-0.000666208	-0.000456098	-0.000724873	
0.184968	0.289848	0.245766	0.197889	6.11758e-05	-0.000594322	-0.000563835	-0.000502864	-0.00057585	-0.000391401	
0.185823	0.291676	0.246977	0.199181	6.17014e-05	-0.000521566	-0.000685054	-0.000547834	-0.00061274	-0.000627583	
0.186678	0.293435	0.248188	0.200472	6.20373e-05	-0.000580903	-0.00070877	-0.000577738	-0.000650302	-0.000551264	
0.187533	0.295174	0.2494	0.201763	6.24329e-05	-0.000578685	-0.000527628	-0.000671801	-0.000466824	-0.000347499	
0.188388	0.296914	0.250611	0.203042	6.28128e-05	-0.000590423	-0.00072196	-0.000631411	-0.000532506	-0.000556213	
0.189243	0.298654	0.251823	0.204007	6.32246e-05	-0.000701008	-0.000471165	-0.00041786	-0.000502055	-0.000788662	
0.190098	0.300394	0.253034	0.20496	6.36188e-05	-0.000599819	-0.000480757	-0.000307408	-0.000371818	-0.000467863	
0.190953	0.302133	0.254246	0.205912	6.42141e-05	-0.000338747	-0.000430601	-0.00059199	-0.0005994	-0.000332746	
0.191808	0.303873	0.255457	0.206864	6.46787e-05	-0.000532501	-0.000485927	-0.000577271	-0.000517477	-0.000566642	
0.192663	0.305613	0.256669	0.207816	6.52062e-05	-0.000827801	-0.000317463	-0.000605274	-0.000348518	-0.000701297	
0.193518	0.307353	0.25788	0.208768	6.56466e-05	-0.000735397	-0.000581527	-0.000551192	-0.00054806	-0.000526216	
0.194373	0.309092	0.259092	0.20972	6.59601e-05	-0.000619291	-0.000677933	-0.000553467	-0.000703331	-0.000575905	
0.195228	0.310832	0.260304	0.210672	6.63775e-05	-0.000353101	-0.00038621	-0.000659944	-0.000486541	-0.000531607	
0.196083	0.312572	0.261515	0.211624	6.68012e-05	-0.0007098	-0.000584808	-0.000616836	-0.000543828	-0.00072007	
0.196938	0.314311	0.262727	0.212576	6.70884e-05	-0.000674557	-0.000588302	-0.000590062	-0.000473876	-0.000486517	
0.197793	0.316051	0.263938	0.213529	6.74814e-05	-0.000566599	-0.000524054	-0.000691802	-0.000504206	-0.000542294	
0.198648	0.317791	0.26515	0.214481	6.79368e-05	-0.000338924	-0.000523414	-0.000567911	-0.000478721	-0.00045952	
0.199503	0.31953	0.266362	0.215433	6.83145e-05	-0.000602352	-0.00053922	-0.000227062	-0.000527235	-0.000606632	
0.200358	0.32127	0.267573	0.216385	6.87428e-05	-0.000481036	-0.00055915	-0.000663799	-0.000673526	-0.000568564	
0.201213	0.32301	0.268785	0.217337	6.92325e-05	-0.000588252	-0.000697763	-0.000705036	-0.0002712	-0.000471863	
0.202068	0.324747	0.269996	0.218289	6.9625e-05	-0.000691068	-0.000697455	-0.000424598	-0.000585263	-0.000422199	
0.202923	0.326481	0.270995	0.219241	7.01926e-05	-0.000475596	-0.000506573	-0.000444839	-0.000522971	-0.000624164	
0.203778	0.328215	0.271371	0.220193	7.05989e-05	-0.000570266	-0.000513397	-0.00056088	-0.000316392	-0.000325196	
0.204633	0.329949	0.271747	0.221145	7.10478e-05	-0.000421089	-0.00059184	-0.000474903	-0.000752199	-0.000437788	
0.205488	0.331683	0.272123	0.222097	7.14444e-05	-0.000707302	-0.00081773	-0.000538704	-0.000429659	-0.000619241	
0.206343	0.333417	0.272499	0.22305	7.18804e-05	-0.000419823	-0.000508854	-0.000742427	-0.000592242	-0.000729908	
0.207198	0.335151	0.272875	0.224002	7.22288e-05	-0.000668829	-0.000423357	-0.000457948	-0.00061052	-0.00064972	
0.208053	0.336885	0.27325	0.224954	7.26313e-05	-0.000410615	-0.000528927	-0.000643806	-0.000611187	-0.000622033	
0.208908	0.338619	0.273626	0.225906	7.30443e-05	-0.000603238	-0.000608493	-0.000616306	-0.000292979	-0.000519896	
0.209763	0.340353	0.274002	0.226858	7.35192e-05	-0.000864215	-0.000585262	-0.000672018	-0.000503696	-0.000613159	
0.210618	0.342087	0.274378	0.22781	7.39361e-05	-0.000387337	-0.000585616	-0.000713595	-0.00064646	-0.000559662	
0.211473	0.343821	0.274754	0.228762	7.43646e-05	-0.000724542	-0.000676189	-0.000493889	-0.000637096	-0.000543863	
0.212328	0.345555	0.27513	0.229714	7.49031e-05	-0.000593082	-0.000680075	-0.000484924	-0.000773517	-0.00049575	
0.213183	0.347289	0.275506	0.230666	7.5351e-05	-0.000411183	-0.000662887	-0.000532758	-0.000544582	-0.000892845	
0.214038	0.349023	0.275882	0.231618	7.57922e-05	-0.000527612	-0.000644119	-0.000867526	-0.000555545	-0.000376602	
0.214695	0.350757	0.276258	0.23257	7.62069e-05	-0.000515183	-0.000558953	-0.000509133	-0.000345417	-0.000570198	
0.21526	0.352491	0.276634	0.233523	7.6552e-05	-0.000608858	-0.000661217	-0.000557187	-0.000732474	-0.000616643	
0.215826	0.354225	0.277009	0.234475	7.69727e-05	-0.000784115	-0.000458436	-0.00061449	-0.000558935	-0.000625305	
0.216392	0.355959	0.277385	0.235427	7.7326e-05	-0.000570787	-0.00051489	-0.000764607	-0.000531805	-0.000553442	
0.216957	0.357679	0.277761	0.236379	7.78442e-05	-0.000703697	-0.000462038	-0.000637242	-0.000519026	-0.000543644	
0.217523	0.359392	0.278137	0.237331	0.000341565	-0.000819758	-0.000333058	-0.000628336	-0.000476163	-0.000721613	
0.218088	0.361106	0.278513	0.238283	0.000750726	-0.000469441	-0.000536018	-0.000431684	-0.000535894	-0.00050606	
0.218654	0.36282	0.278889	0.239235	0.00115996	-0.000838814	-0.00061696	-0.000560018	-0.000534396	-0.000390703	
0.219219	0.364533	0.279265	0.240187	0.00156922	-0.000631479	-0.000674087	-0.000557528	-0.000440622	-0.000455689	
0.219785	0.366247	0.279641	0.241139	0.00197843	-0.000598475	-0.000516142	-0.000592874	-0.000548084	-0.000429783	
0.22035	0.367961	0.280017	0.242092	0.00238768	-0.000608	-0.000542703	-0.000488347	-0.000462204	-0.00051215	
0.220916	0.369674	0.280393	0.243044	0.00279689	-0.000614837	-0.000429191	-0.000454059	-0.000624008	-0.000887372	
0.221481	0.371388	0.280769	0.243996	0.00320616	-0.000368348	-0.000572811	-0.000631808	-0.000627819	-0.000513838	
0.222047	0.373102	0.281144	0.244948	0.00361537	-0.000550057	-0.000371792	-0.000631739	-0.000707897	-0.000582396	
0.222612	0.374815	0.28152	0.2459	0.00402462	-0.000669027	-0.000476118	-0.000649099	-0.00066984	-0.000605078	
0.223178	0.376529	0.281896	0.246852	0.00443379	-0.000698999	-0.000533554	-0.000580241	-0.000269692	-0.000484647	
0.223744	0.378243	0.282272	0.247804	0.00484302	-0.000632944	-0.000648396	-0.000418854	-0.000441703	-0.000480738	
0.224309	0.379956	0.282648	0.248756	0.00525228	-0.000738892	-0.00073765	-0.000507697	-0.000534335	-0.000480858	
0.224875	0.38167	0.283024	0.249708	0.00566151	-0.000736959	-0.000493873	-0.000672708	-0.000451453	-0.000677391	
0.22544	0.383383	0.2834	0.250661	0.00607073	-0.000558744	-0.000589947	-0.000653837	-0.000316501	-0.000551482	
0.226006	0.385097	0.283776	0.251613	0.00647999	-0.000545821	-0.000521889	-0.00056814	-0.000567503	-0.000585029	
