cur3_37_samp	cur3_38_samp	cur3_39_samp	cur3_40_samp	lap3_37_samp	lap3_38_samp	lap3_39_samp	lap3_40_samp	rp11
-0.000198206	-0.00030563	-9.48772e-05	-0.000151048	4.25769	4.88639	4.63864	4.48026	
-0.00011966	-2.02615e-05	-6.85061e-05	-4.50662e-05	4.26034	4.88797	4.64065	4.4824	
-0.000174811	-0.000258127	-0.000219444	-0.000220588	4.26299	4.88955	4.64265	4.48454	
-0.00010104	-0.000215738	2.67087e-05	-5.06086e-05	4.26564	4.89114	4.64465	4.48667	
-2.16957e-05	-0.000146881	-0.000201584	-0.000144107	4.26829	4.89272	4.64675	4.48881	
-6.93664e-05	-8.04101e-05	-5.64121e-05	-0.000109462	4.27094	4.8943	4.64894	4.49095	
-0.000234447	-5.51891e-05	-0.000244947	-0.000209015	4.27359	4.89589	4.65114	4.49308	
-0.000160718	-0.00019143	-0.000197244	-0.00011248	4.27625	4.89747	4.65333	4.49521	
-0.000243678	-0.000120374	-0.000387177	-0.00025093	4.2789	4.89905	4.65552	4.49728	
-6.30479e-05	-0.000125541	-5.8543e-05	-0.000167198	4.28155	4.90063	4.65772	4.49935	
-0.000117887	3.78444e-05	-0.000134173	-0.000113018	4.2842	4.90222	4.65991	4.50142	
-0.000278293	-1.20604e-05	-9.17949e-06	-0.000117199	4.28685	4.9038	4.6621	4.50349	
-0.00027077	-0.000178733	-0.000171668	-0.000279668	4.2895	4.90538	4.6643	4.50556	
-7.15005e-05	-0.000166993	-0.000186667	-0.00025966	4.29213	4.90697	4.66649	4.50763	
6.87249e-06	-0.000149058	-0.000169044	-0.000217868	4.29475	4.90855	4.66868	4.5097	
-0.0001599	-0.000121021	5.79096e-05	-0.000280258	4.29737	4.91013	4.67088	4.51177	
-0.000220801	-8.95432e-05	-0.000222449	-0.00015181	4.3	4.91172	4.67307	4.51383	
-0.000248564	-0.00018491	-5.52103e-06	5.09525e-05	4.30262	4.91323	4.67532	4.5159	
-0.000292032	-0.000203804	-0.000152915	5.30867e-05	4.30524	4.91472	4.67773	4.51797	
-0.000158258	-7.55549e-05	-0.000173123	-0.000146232	4.30786	4.91621	4.68015	4.52004	
-7.21591e-05	-9.19608e-05	-6.34722e-05	-0.00012482	4.31048	4.9177	4.68256	4.52211	
-0.000123743	-0.000172037	-0.000248248	-0.000139682	4.3131	4.91918	4.68497	4.52418	
-0.000183609	-0.000109644	-6.82146e-07	-0.000159583	4.31572	4.92067	4.68739	4.52625	
-9.71501e-05	-0.000279928	-0.00015089	-6.90521e-05	4.31834	4.92216	4.6898	4.52833	
8.07709e-05	-1.37268e-05	-0.000143606	-0.00019118	4.32097	4.92365	4.69221	4.53041	
-0.000178993	-0.000140832	-0.000268882	-0.000440915	4.32358	4.92513	4.69462	4.53249	
-8.60413e-05	-2.21913e-05	6.15172e-05	-0.000103321	4.32609	4.92662	4.69704	4.53457	
-0.000206703	-8.22238e-06	-5.61524e-05	-0.00021828	4.32859	4.92811	4.69945	4.53664	
-0.000104369	2.75526e-05	-9.43671e-05	-9.25455e-05	4.33109	4.9296	4.70186	4.53872	
-0.000113634	-6.69851e-05	-0.000118898	-0.000174383	4.33359	4.93108	4.70428	4.5408	
-0.000293214	1.06726e-05	-2.56157e-05	-0.00017107	4.33609	4.93257	4.70676	4.54288	
-0.000267486	-0.000228199	-0.000120292	-7.00323e-05	4.33858	4.93406	4.70929	4.54496	
-0.000336601	-0.000129682	-0.000170986	-0.000268365	4.34108	4.93555	4.71182	4.54704	
-0.000138388	-0.000124828	-0.000201166	-0.00015017	4.34358	4.93704	4.71434	4.54912	
-0.000160996	7.85033e-06	3.88975e-06	1.44424e-05	4.34608	4.93852	4.71687	4.5512	
-0.00019291	-0.000157604	-6.00816e-05	-0.000181899	4.34858	4.94001	4.7194	4.55328	
-2.48528e-05	-0.000122155	-1.57842e-05	-8.55609e-05	4.35108	4.9415	4.72192	4.55536	
-0.000181395	-0.000129164	-5.5987e-05	-6.3357e-05	4.35358	4.94299	4.72445	4.55744	
-1.68088e-05	-3.12298e-05	4.77201e-05	-4.56971e-05	4.35607	4.94452	4.72698	4.5596	
-6.03588e-05	-7.07609e-05	-0.00020883	-8.98771e-05	4.35855	4.94605	4.72951	4.56177	
-4.60315e-05	-0.000135661	-0.000192993	-0.000188125	4.36086	4.94759	4.73203	4.56393	
-0.000162919	-9.07368e-06	-0.000229247	-0.000284748	4.36316	4.94912	4.73456	4.5661	
-6.9957e-05	-0.000103593	-0.000171462	-3.6671e-05	4.36546	4.95066	4.7371	4.56826	
-2.96488e-05	-0.000280154	-6.8789e-05	-0.000319501	4.36776	4.95219	4.73967	4.57043	
-0.000164583	-1.44168e-06	-0.000123644	-0.000136301	4.37006	4.95373	4.74225	4.57259	
-0.000119692	-0.000226686	-4.1767e-05	-0.000294543	4.37235	4.95526	4.74482	4.57476	
-0.000152071	-3.04029e-05	-4.58251e-05	-0.000156978	4.37465	4.9568	4.7474	4.57692	
-0.000358539	-9.95005e-05	-0.000201228	-0.000146757	4.37695	4.95833	4.74997	4.57909	
8.8363e-06	-0.000335417	-0.000204363	2.75351e-07	4.37925	4.95987	4.75255	4.58125	
-0.000162895	-0.000297326	-0.000156585	-0.000106913	4.38155	4.96141	4.75512	4.58342	
-0.000125006	-1.38547e-05	-0.00022324	-0.000129769	4.38385	4.96294	4.7577	4.58558	
-0.000143562	-0.000125426	8.99807e-06	-0.000158953	4.38615	4.96448	4.76027	4.58777	
-1.37825e-05	-0.000102755	4.28918e-05	-6.69363e-05	4.38844	4.96601	4.76285	4.59006	
-0.000180971	-0.000221965	-0.000158672	-8.98201e-05	4.39074	4.96755	4.76542	4.59236	
2.92554e-05	-4.56705e-05	-7.23641e-05	-0.000159626	4.39304	4.96908	4.768	4.59466	
-2.66241e-05	-6.09018e-05	-0.000197095	5.01014e-06	4.3952	4.97062	4.77061	4.59696	
-0.00012942	6.32133e-06	-1.29034e-05	-0.000157301	4.39726	4.97215	4.77322	4.59926	
-5.28679e-05	-5.34382e-05	5.53588e-05	-3.60285e-05	4.39932	4.97369	4.77584	4.60155	
-0.000193045	-0.000189099	-9.64662e-05	-0.000178355	4.40138	4.97524	4.77845	4.60385	
-1.02967e-05	-0.000299885	-0.000138209	-0.000239217	4.40344	4.97681	4.78106	4.60615	
-0.000368388	-4.31953e-05	-0.000109875	-0.000166669	4.40551	4.97838	4.78368	4.60845	
-0.00014612	-0.000178974	-0.000160056	-0.000459235	4.40757	4.97995	4.78629	4.61075	
-0.000376562	-0.000128719	-0.000193259	-7.62363e-05	4.40962	4.98151	4.7889	4.61305	
-0.00015453	4.43082e-05	-9.20185e-05	-0.000160138	4.41168	4.98308	4.79152	4.61534	
-0.000114624	-0.000213477	-1.45199e-05	-0.000197578	4.41374	4.98465	4.79413	4.61765	
-0.000173207	-0.000361483	-0.000127891	-0.00017154	4.4158	4.98622	4.79674	4.62006	
-0.000223862	-0.000198069	-0.000138201	-3.80161e-06	4.41786	4.98779	4.79936	4.62248	
-8.77009e-05	-0.000445843	-0.000227851	-0.000235389	4.41992	4.98935	4.80196	4.6249	
-0.000107421	-0.000128167	-0.000175095	-1.91194e-05	4.42198	4.99092	4.80455	4.62732	
-0.000161255	-0.000140872	-2.19564e-05	3.01974e-05	4.42404	4.99249	4.80714	4.62975	
-8.25073e-05	-0.000126413	-0.000192515	6.16022e-05	4.4261	4.99406	4.80974	4.63217	
1.92289e-05	-0.000273932	-0.000220564	-0.000269853	4.42815	4.99563	4.81233	4.63459	
-5.43955e-05	-0.000230368	-0.000108296	-0.000303442	4.4302	4.9972	4.81493	4.63701	
-9.52455e-05	-4.50306e-05	-0.000159448	2.99441e-05	4.43225	4.99877	4.81752	4.63944	
-0.000210248	-0.00020379	-8.26614e-05	-0.000313613	4.43431	5.00033	4.82011	4.64186	
-0.000237152	-6.82208e-05	-0.000265281	-0.000102842	4.43636	5.0019	4.82271	4.64428	
-9.37001e-05	-0.000147837	-0.000136875	-0.000157011	4.43841	5.00347	4.8253	4.6467	
-0.000302204	-0.000107689	-0.00041043	-0.000242539	4.44046	5.00504	4.82789	4.64913	
-0.000170653	-0.00021842	-5.66286e-05	-0.000147821	4.44251	5.00661	4.83049	4.6516	
-0.000266273	-0.000242383	-0.000173536	-5.6768e-05	4.44456	5.00817	4.83309	4.65407	
-2.31384e-05	-0.000310025	-0.000311355	-0.000223281	4.44661	5.00966	4.83569	4.65654	
-0.000132892	-0.000273525	-0.000264667	-0.000266821	4.44866	5.01115	4.83829	4.65901	
-0.00035912	-6.31237e-05	-5.90315e-05	-0.000124217	4.45071	5.01264	4.8409	4.66148	
-0.00033339	-0.000476912	-0.000160899	-4.6461e-05	4.45276	5.01413	4.8435	4.66395	
-0.000130857	-0.000273602	2.59733e-05	-7.12839e-06	4.45481	5.01561	4.8461	4.66642	
-1.03429e-05	-0.000267308	-5.32291e-05	-0.000100781	4.457	5.0171	4.84871	4.66889	
-6.28368e-05	-8.79663e-05	-2.04951e-05	7.31033e-05	4.45924	5.01859	4.85131	4.67136	
5.33813e-05	-0.000335318	-0.000136566	6.39519e-05	4.46148	5.02008	4.85392	4.67383	
-0.000113963	-0.000103147	6.58555e-05	-7.88129e-05	4.46373	5.02157	4.85652	4.6763	
-0.000190394	-0.00028285	-5.06798e-05	-0.000195399	4.46597	5.02305	4.85912	4.67877	
-0.000126057	1.63624e-05	-1.11434e-05	-0.000134968	4.46821	5.02454	4.86172	4.68124	
-0.000119323	-0.000138056	-8.34914e-05	-0.000226133	4.47045	5.02603	4.86433	4.68367	
-8.59948e-05	-0.00012087	-0.000204181	-0.000259261	4.47269	5.02752	4.86693	4.68611	
-0.000266878	-0.000180485	-0.000182163	-0.000263451	4.47493	5.029	4.86952	4.68854	
-0.000206322	-2.19912e-05	-0.000158582	-0.00026087	4.47717	5.03049	4.87213	4.69097	
-0.000184327	3.90415e-05	-8.88686e-05	-4.19497e-05	4.47941	5.03198	4.87472	4.6934	
-0.000249624	-0.000122061	-0.000260835	-0.000241797	4.48165	5.03347	4.87732	4.69583	
-0.000329783	-0.000300744	-0.00040542	-0.00011927	4.4839	5.03496	4.87992	4.69827	
-0.00019574	-0.00029323	-0.000227205	-0.000223322	4.48614	5.03644	4.88252	4.7007	
-0.000160665	-0.000147123	1.07196e-05	-0.000187027	4.48845	5.03793	4.88512	4.70313	
-0.000147663	-0.000196038	-0.000138345	-0.000256063	4.49077	5.03942	4.88772	4.70556	
-0.000102452	-0.000124816	-0.000155751	-0.000127636	4.49308	5.04091	4.89032	4.70799	
-0.000222435	-0.000382571	-0.000115545	-8.82464e-05	4.4954	5.04239	4.89292	4.71042	
-6.6778e-05	-0.000291122	-9.94629e-05	-0.00020727	4.49772	5.04388	4.89551	4.71286	
-0.000114485	-0.000101147	-0.000132297	1.65397e-06	4.50004	5.04523	4.89811	4.71529	
-0.000326266	-3.79297e-05	-0.000180652	-0.000333772	4.50235	5.04656	4.9007	4.71759	
-0.000248552	-0.000424471	-3.94422e-05	-0.000167812	4.50467	5.04788	4.9033	4.71987	
-4.0188e-05	-1.30024e-05	-0.000157422	-0.000329381	4.50699	5.04921	4.90589	4.72215	
-0.000296195	-0.000111066	-0.000190409	-0.000193361	4.50931	5.05053	4.90849	4.72443	
-0.000370471	-0.000254742	-0.000142849	-9.39906e-05	4.51162	5.05186	4.91108	4.72671	
-0.000358914	-1.77384e-05	-6.55266e-05	-9.25131e-05	4.51394	5.05319	4.91367	4.72898	
-0.000227818	-0.000140755	-0.000295043	-0.000251041	4.51626	5.05451	4.91627	4.73126	
-0.000396371	-0.000189418	-0.000461717	-0.000282835	4.51865	5.05584	4.91886	4.73354	
-0.000150025	-0.000137009	-2.02568e-05	-0.000302453	4.52108	5.05716	4.92145	4.73582	
-0.00017903	-0.000299147	-0.000135449	-4.85842e-05	4.5235	5.05849	4.92405	4.7381	
-0.000458551	1.88569e-05	-0.000145031	-0.000186961	4.52592	5.05981	4.92664	4.74038	
-4.47165e-05	-0.000133765	5.90617e-06	-0.000189104	4.52834	5.06114	4.92922	4.74266	
-4.27946e-05	-0.000209701	-0.000213939	-0.000164478	4.53077	5.06246	4.93177	4.74494	
3.08659e-05	-0.000347886	-0.000436942	-5.2028e-05	4.53319	5.06379	4.93432	4.74722	
-6.96845e-05	-0.000150472	-0.000226462	-0.000122067	4.53561	5.06512	4.93686	4.74948	
-5.28077e-05	-4.30283e-05	2.79691e-05	-0.000248793	4.53803	5.06644	4.93941	4.75165	
-0.000251555	-3.367e-05	-0.00015894	2.541e-07	4.54046	5.06777	4.94196	4.75381	
-6.60263e-05	-0.000168758	3.03499e-05	-0.000148201	4.54288	5.06909	4.9445	4.75598	
-1.15774e-06	-0.000280377	-0.000172317	-0.000257496	4.5453	5.07042	4.94705	4.75814	
-0.000128222	-0.000174042	1.08019e-05	-0.000143127	4.54777	5.07174	4.94959	4.76031	
-3.67464e-05	-2.34059e-05	-0.000268268	-0.000190159	4.55035	5.07307	4.95214	4.76247	
-0.000288601	-8.02173e-05	-0.00018472	-0.000179601	4.55292	5.07444	4.95469	4.76463	
-0.000226195	-2.65933e-05	-0.000251551	-5.92927e-05	4.5555	5.07586	4.95723	4.76679	
-0.00021963	-0.00021609	-6.16074e-05	-0.0001114	4.55807	5.07728	4.95978	4.76896	
-0.000305277	-0.000356186	-0.000221979	-0.000155026	4.56065	5.0787	4.9623	4.77112	
-0.000201464	-0.00032137	-0.000217874	-0.000234779	4.56322	5.08012	4.96477	4.77329	
-5.00452e-05	-0.000189822	-0.000299879	-0.000169831	4.5658	5.08154	4.96724	4.77545	
-7.50079e-05	-0.000168803	-5.72912e-05	-0.000276669	4.56837	5.08296	4.96971	4.77761	
-4.07878e-06	-0.000199623	-1.83066e-05	-0.000365142	4.57095	5.08438	4.97218	4.77977	
-0.000137311	-0.000286976	-0.00010951	1.9611e-05	4.57352	5.0858	4.97465	4.78193	
-4.13922e-06	-0.000253397	-0.000215473	-0.000143622	4.5761	5.08723	4.97712	4.78405	
-0.00025933	-3.72419e-05	-0.000372499	-5.6491e-05	4.57876	5.08865	4.97959	4.78616	
5.09822e-05	-0.000162791	-0.000265062	-3.16361e-05	4.58148	5.09007	4.98206	4.78827	
-0.000185461	-0.000140122	3.52184e-05	-0.000144126	4.58419	5.09149	4.98453	4.79038	
-0.000152278	-7.74388e-05	-3.27964e-05	-5.08537e-05	4.58691	5.09291	4.987	4.79249	
-1.36777e-05	-0.000185538	-4.97607e-05	-0.000306861	4.58963	5.09433	4.98947	4.79459	
-0.00019551	4.48684e-05	-2.00765e-06	6.45586e-05	4.59235	5.09575	4.99194	4.79671	
-8.3124e-05	1.96964e-05	-7.12933e-05	-7.65872e-05	4.59507	5.09717	4.9944	4.79881	
-0.000248774	-0.000121371	-0.000195609	-0.000140842	4.59778	5.09859	4.99683	4.80092	
-6.80512e-05	2.18366e-05	-0.00036475	-0.000108552	4.6005	5.10001	4.99925	4.80303	
-0.000261724	-0.000158412	-0.000185005	-0.000257937	4.60322	5.10161	5.00167	4.80514	
-0.00016697	-0.000208366	-4.70529e-05	-0.000335053	4.60594	5.1033	5.0041	4.80725	
-9.42889e-05	-7.00048e-05	-0.000111386	-8.86032e-05	4.60868	5.105	5.00652	4.80936	
-0.000138438	-0.000148122	-4.38765e-05	-0.000133024	4.61149	5.1067	5.00894	4.81147	
-0.000123671	-0.000314707	-0.000292377	0.000152768	4.61431	5.1084	5.01136	4.81363	
-9.0825e-05	-7.50806e-05	-0.000107311	-9.51689e-05	4.61712	5.11009	5.01378	4.81585	
-5.5529e-05	-9.77976e-05	-0.000153538	-4.74057e-05	4.61993	5.11179	5.01621	4.81806	
-0.000123658	-0.000152815	-0.00019719	-7.01824e-05	4.62275	5.11349	5.01863	4.82027	
-0.000113658	-0.0002077	-0.000125615	-9.59131e-05	4.62556	5.11519	5.02105	4.82248	
-0.000269009	-1.98671e-05	-0.00014517	2.53595e-06	4.62837	5.11688	5.02347	4.8247	
-0.000117232	-0.000162816	-0.00013843	-6.52675e-05	4.63119	5.11858	5.02592	4.82691	
-4.11671e-05	-0.000107672	-0.000182896	-0.000189397	4.634	5.12028	5.02841	4.82912	
-1.16e-05	-0.000185103	-0.000180507	-0.000105794	4.63681	5.12198	5.0309	4.83133	
-9.29918e-05	-8.73262e-05	-7.93796e-05	-0.000121827	4.63963	5.12367	5.0334	4.83355	
-0.000257884	2.73052e-05	-0.000134167	-0.000305018	4.64248	5.12537	5.03589	4.83576	
-0.000296014	-7.12193e-05	-0.000184687	-3.33678e-05	4.64533	5.12707	5.03838	4.83797	
-0.00045846	-0.000151703	-0.000273808	-0.000315348	4.64818	5.1288	5.04087	4.84018	
-0.000201742	-0.000350203	-0.000165831	-0.000139567	4.65103	5.13072	5.04336	4.84243	
-0.0002174	-0.000163474	-0.000321001	-0.000248822	4.65388	5.13266	5.04586	4.84482	
-0.000217606	-0.000261735	-0.000300375	-8.37563e-05	4.65674	5.1346	5.04835	4.84722	
-0.000165383	-3.06145e-05	-0.000195482	-6.60465e-05	4.65959	5.13653	5.05084	4.84961	
-0.000202244	-0.0001183	-0.000195718	-4.49999e-05	4.66244	5.13847	5.05333	4.85201	
-0.000180412	-0.000108353	-6.62809e-05	-0.000128778	4.66529	5.1404	5.05583	4.8544	
-4.65782e-05	-0.000317837	-0.000154844	-0.000263706	4.66814	5.14234	5.05839	4.85679	
-2.23026e-05	-0.000392357	2.91523e-05	-1.39751e-05	4.67099	5.14428	5.06095	4.85919	
-0.000110311	-9.54474e-05	-8.37342e-05	-6.22813e-05	4.67386	5.14621	5.06352	4.86158	
-8.50565e-05	8.48612e-06	-3.47295e-05	-0.000185725	4.67673	5.14815	5.06608	4.86397	
-0.000111228	-0.000121181	-0.000232704	-0.000265506	4.6796	5.15008	5.06865	4.86637	
-0.000189674	7.90497e-05	-8.73546e-05	-0.000304361	4.68247	5.15202	5.07121	4.86876	
-3.12821e-05	1.87109e-05	-0.000152694	-0.000212573	4.68534	5.15396	5.07378	4.87116	
-6.87193e-05	-2.29737e-05	-0.000177967	-0.000142128	4.68822	5.15589	5.07634	4.87369	
-0.000163335	-0.000127414	-0.000111075	-0.000390078	4.69109	5.15784	5.07891	4.87627	
-1.95402e-05	-6.42453e-05	-0.000276425	-0.000112927	4.69396	5.15994	5.08147	4.87884	
-0.000433735	-0.000251179	-0.000213255	-0.000148325	4.69683	5.16206	5.08404	4.88142	
-0.000196893	-0.000140628	-6.0534e-05	-0.00020087	4.6997	5.16418	5.08661	4.88399	
-0.000171085	-0.000151646	-0.000217982	-4.87584e-05	4.70257	5.16629	5.08918	4.88657	
-0.000314923	-0.000246498	-0.000217526	-0.000267755	4.70549	5.16841	5.09177	4.88914	
-0.000189787	-0.000145108	-0.000108975	-0.000152333	4.7084	5.17053	5.09435	4.89172	
-0.000136974	-0.000174343	-5.97779e-05	-7.99346e-05	4.71132	5.17265	5.09693	4.89429	
-9.77046e-05	-7.56488e-05	-0.000156817	-5.24969e-05	4.71424	5.17476	5.09952	4.89687	
7.46504e-05	3.61917e-06	-2.17158e-05	-0.000398332	4.71716	5.17688	5.1021	4.89944	
-0.000188572	-7.96788e-05	3.98915e-05	-0.000102543	4.72008	5.179	5.10469	4.90204	
-0.000111516	4.78177e-06	-0.000200283	-7.29596e-05	4.723	5.18112	5.10727	4.90477	
-0.000287503	1.99155e-05	5.12223e-05	-0.000238353	4.72591	5.18323	5.10986	4.9075	
-8.62461e-05	-0.000291647	-0.000360889	-0.000191398	4.72883	5.18535	5.11244	4.91024	
-2.27073e-05	6.3382e-05	-0.000239426	8.34372e-05	4.73175	5.18747	5.11502	4.91298	
-0.000128463	-0.000181777	-0.000218083	-0.000141469	4.73467	5.18962	5.11761	4.91571	
-1.99752e-05	-0.000130608	-0.000171532	-0.00029765	4.73761	5.19181	5.12019	4.91845	
-2.85384e-05	-0.000119892	-0.000232961	-0.000502416	4.74054	5.194	5.12278	4.92119	
-0.000194039	-0.00013247	-0.000427536	-0.000292644	4.74348	5.1962	5.12536	4.92392	
-0.000171678	1.16596e-05	-0.000147282	-0.000294251	4.74642	5.19839	5.12795	4.92666	
-0.000190497	-0.000280024	-0.000168979	-0.00011501	4.74936	5.20058	5.13053	4.9294	
-0.000237904	-0.000122355	-4.8112e-05	-0.000123597	4.75229	5.20278	5.13312	4.93214	
-0.000349503	-0.00011805	-9.66116e-05	-0.000217305	4.75523	5.20497	5.1357	4.93497	
-0.000131963	-0.000123753	-0.000147395	-3.11031e-05	4.75817	5.20716	5.13829	4.93782	
-0.000282369	-0.000288961	0.000128121	-8.22424e-05	4.76111	5.20936	5.14087	4.94068	
2.97637e-05	-0.000363299	-0.000330209	-8.00386e-05	4.76404	5.21155	5.14346	4.94353	
-9.73016e-05	-6.3245e-05	-0.000202106	-9.57977e-05	4.76698	5.21374	5.14604	4.94638	
-0.000119148	-0.000101978	-0.000320889	-0.0002201	4.76988	5.21594	5.14862	4.94923	
-0.000237467	-2.62445e-05	-8.34866e-05	4.61002e-05	4.77278	5.21813	5.15121	4.95208	
-0.000122161	-4.72092e-05	-8.98014e-05	-0.000153841	4.77567	5.22033	5.15376	4.95493	
-1.01516e-05	4.40459e-06	1.62979e-05	-0.000121535	4.77857	5.22257	5.1563	4.95778	
-1.3174e-05	4.81632e-05	-0.00011549	-0.000109463	4.78147	5.22481	5.15884	4.96064	
-5.33141e-05	-0.000101869	-0.0001037	-9.17102e-05	4.78437	5.22705	5.16137	4.96349	
-0.00010304	-0.000248163	-4.58843e-05	-0.00014413	4.78727	5.2293	5.16391	4.96633	
-0.000131801	4.60392e-05	4.40776e-05	-0.000117371	4.79017	5.23154	5.16645	4.96916	
-0.000189278	-0.000178798	-0.000144851	-0.000340893	4.79307	5.23378	5.16898	4.97199	
-0.000247848	-1.57342e-05	-0.000211293	-0.00012573	4.79597	5.23602	5.17152	4.97482	
-0.000134455	-0.000255416	-9.78405e-05	-0.000153078	4.79887	5.23826	5.17406	4.97766	
-4.46974e-05	-0.00013278	-1.69517e-05	-0.000206497	4.80174	5.2405	5.1766	4.98049	
3.34038e-05	-0.000207509	-8.04329e-05	-0.000297742	4.80461	5.24274	5.17913	4.98332	
-0.000354682	-9.91037e-05	-0.000165257	-1.4006e-05	4.80748	5.24498	5.18167	4.98615	
-0.000112895	1.56138e-05	-0.000274387	-0.000145923	4.81035	5.24722	5.18421	4.98899	
-0.000351837	-6.40109e-05	3.23749e-05	-0.000207273	4.81322	5.24946	5.18669	4.99182	
-8.63247e-05	-0.00024821	-0.000162844	-8.60436e-05	4.81609	5.25171	5.18913	4.99465	
-0.000151578	2.99765e-05	2.60446e-05	-7.37555e-05	4.81896	5.25398	5.19158	4.99748	
-0.000197757	-0.000287806	-1.44133e-05	-3.61978e-06	4.82183	5.25625	5.19402	5.00026	
-0.000184143	-0.000165599	-6.3562e-05	-0.000100516	4.8247	5.25852	5.19646	5.00305	
-0.000195543	-9.06094e-05	-2.28983e-05	-0.000181052	4.82757	5.26079	5.1989	5.00583	
-0.000160443	-3.02354e-06	-8.08692e-05	-0.00014108	4.83045	5.26306	5.20134	5.00862	
-2.82236e-05	7.64339e-06	-0.000169125	-0.000304774	4.8333	5.26533	5.20378	5.0114	
-0.00027343	-7.85741e-05	-0.000357464	4.87276e-06	4.83615	5.2676	5.20622	5.01419	
-0.000101306	6.78626e-05	-0.000119619	-3.51699e-05	4.839	5.26987	5.20866	5.01697	
-0.000237947	-3.096e-05	-0.000154888	-9.74477e-05	4.84186	5.27214	5.21111	5.01976	
-0.000122225	-0.000235141	4.8063e-05	-0.000140361	4.84471	5.27441	5.21355	5.02254	
-0.000179117	-0.000137614	-0.000238524	-0.000157173	4.84756	5.27667	5.21599	5.02532	
-0.000175366	4.40767e-05	-9.01748e-05	-0.000131784	4.85041	5.27894	5.21843	5.02811	
-0.000273106	-1.30082e-05	-6.55846e-05	-1.7591e-05	4.85326	5.28121	5.22078	5.03087	
-0.000146482	-0.000332458	-0.000113105	4.98453e-05	4.85611	5.28349	5.22312	5.03361	
-0.000233279	-0.000149113	-0.00025448	-3.50633e-05	4.85897	5.28578	5.22546	5.03635	
1.70551e-05	-0.000167441	-0.000175325	-0.000286973	4.86182	5.28806	5.22779	5.03908	
-0.000205349	-7.3817e-05	-0.000140873	-0.000155281	4.86466	5.29035	5.23013	5.04182	
0.000102287	-0.000179527	-0.000102963	-0.000196398	4.86748	5.29264	5.23247	5.04456	
-0.000102031	-9.53137e-06	-3.46398e-05	-7.70054e-05	4.8703	5.29493	5.2348	5.0473	
-0.000209033	8.09152e-05	-0.00021014	-0.000120852	4.87313	5.29722	5.23714	5.05003	
-0.00026519	-0.000110179	-5.80253e-05	-0.000169569	4.87595	5.29951	5.23948	5.05277	
-4.90165e-05	-0.000218109	-0.000138978	-0.000122253	4.87877	5.3018	5.24181	5.05551	
-0.000279209	-3.60018e-05	-0.000162729	-0.000195539	4.88159	5.30409	5.24415	5.05824	
-5.66739e-05	-1.2188e-05	-0.00011028	-0.000193795	4.88442	5.30637	5.24648	5.06098	
-0.000252525	-9.38097e-05	-0.0001115	-7.41625e-05	4.88724	5.30866	5.24882	5.06372	
-0.000151745	-9.3831e-06	-0.000135805	-0.000154342	4.89006	5.31095	5.25116	5.06645	
-0.00014824	-0.000113827	-5.50058e-05	-0.00019376	4.89288	5.31324	5.25344	5.06919	
-0.0001295	-4.14538e-05	-0.000119254	-0.000144365	4.89572	5.31553	5.2557	5.07193	
-0.000259798	-0.000138874	-4.48228e-05	-0.000106297	4.89858	5.3178	5.25796	5.07467	
-0.000182551	-6.55677e-05	-0.000237222	-6.18352e-05	4.90144	5.32007	5.26022	5.0774	
-0.000175184	-0.000151271	-0.000195658	-0.000138587	4.9043	5.32234	5.26248	5.08014	
-0.000133743	-0.000128235	1.04042e-05	-7.17096e-05	4.90716	5.32461	5.26474	5.08288	
-6.485e-05	-0.000357114	-0.000120882	-0.000118983	4.91002	5.32688	5.267	5.08561	
-0.00017942	-5.21167e-05	-0.000138289	-7.59541e-05	4.91288	5.32915	5.26926	5.08835	
-0.000295404	-0.000240376	5.91247e-05	5.21991e-05	4.91574	5.33142	5.27152	5.09109	
-5.00162e-05	-0.000157634	4.78131e-06	2.95193e-05	4.91861	5.33369	5.27378	5.09385	
-3.72066e-05	-0.0002774	-2.22058e-05	-0.000289147	4.92147	5.33596	5.27604	5.09666	
-5.18565e-05	-0.000145404	-0.000285504	-0.000219103	4.92433	5.33823	5.2783	5.09946	
-0.000235028	2.87903e-05	2.15217e-05	-0.000316297	4.92721	5.3405	5.28056	5.10226	
6.55957e-05	-0.000176657	-0.000135844	-0.000261391	4.93013	5.34277	5.28282	5.10507	
-0.000122744	-0.000158504	-0.000207001	-0.000285277	4.93305	5.34504	5.28507	5.10787	
-0.000213403	-7.52927e-05	-9.84736e-05	-7.38625e-05	4.93596	5.34731	5.28729	5.11068	
-0.000184242	-0.000157054	-0.000231196	-0.000407295	4.93888	5.34954	5.28952	5.11348	
-3.76844e-05	-8.03315e-05	-0.000273423	-0.000288905	4.9418	5.35173	5.29174	5.11628	
-0.000355396	-0.000191324	-0.000183026	-0.00015329	4.94472	5.35393	5.29396	5.11909	
-0.00022378	5.48917e-05	-0.000124616	-6.45789e-05	4.94764	5.35612	5.29618	5.12189	
-0.000121517	-0.000247743	-0.000229024	-6.79164e-05	4.95055	5.35831	5.2984	5.12474	
-4.17302e-05	-0.000139498	-7.55005e-05	-0.000188079	4.95347	5.36051	5.30062	5.12765	
-0.000337355	-0.000107433	-0.000282272	0.000118761	4.95639	5.3627	5.30285	5.13056	
-0.000111669	-0.000203904	-0.000124923	-0.00019347	4.95933	5.36489	5.30507	5.13347	
