lap2_9_samp	lap2_9b_samp	lap2_10_samp	lap2_11_samp	lap2_12_samp	lap2_13_samp	cur2_9_samp	cur2_9b_samp	cur2_10_samp	cur2_11_samp	cur2_12_samp	cur2_13_samp	rp48	rp1423
1.69227	2.0225	1.39119	1.38437	2.33811	2.77553	-0.000447924	-0.000533642	-0.000595221	-0.000400455	-0.00052737	-0.000305354		
1.69227	2.0239	1.39119	1.38437	2.33963	2.77553	-0.000779828	-0.000524293	-0.000533517	-0.000559835	-0.000459534	-0.000688289		
1.69227	2.0253	1.39119	1.38437	2.34115	2.77553	-0.000469732	-0.00044164	-0.000383097	-0.000355624	-0.000479089	-0.000545878		
1.69227	2.0267	1.39119	1.38437	2.34266	2.77553	-0.000459479	-0.000453953	-0.000370716	-0.000364357	-0.000655002	-0.00055276		
1.69227	2.028	1.39119	1.38437	2.34418	2.77553	-0.000664523	-0.000286178	-0.000401258	-0.000849064	-0.000348836	-0.000498866		
1.69227	2.0294	1.39119	1.38437	2.3457	2.77553	-0.000309713	-0.000204274	-0.000473072	-0.000593324	-0.000481989	-0.000487474		
1.69227	2.0308	1.39119	1.38437	2.34721	2.77553	-0.000545361	-0.000443776	-0.000576862	-0.00055942	-0.000634912	-0.000675019		
1.69227	2.0321	1.39119	1.38437	2.34873	2.77553	-0.000358001	-0.000569792	-0.000536898	-0.000622355	-0.000234476	-0.00058094		
1.69227	2.0335	1.39119	1.38437	2.35024	2.77553	-0.00052184	-0.00054884	-0.000451359	-0.000311309	-0.000482949	-0.000441615		
1.69227	2.0349	1.39119	1.38437	2.35176	2.77587	-0.000516541	-0.000318885	-0.000296463	-0.000473579	-0.000354147	-0.000664902		
1.69227	2.0363	1.39119	1.38437	2.35328	2.77677	-0.000319351	-0.000677101	-0.000454102	-0.000520525	-0.000429797	-0.000479004		
1.69227	2.0376	1.39119	1.38437	2.35479	2.77767	-0.000494656	-0.000615608	-0.000356838	-0.00054629	-0.000252703	-0.000458037		
1.69227	2.039	1.39119	1.38437	2.35631	2.77857	-0.000448335	-0.000294363	-0.000545871	-0.00042104	-0.000484657	-0.000303682		
1.69227	2.0404	1.39119	1.38437	2.35783	2.77947	-0.000419543	-0.00049222	-0.000503766	-0.000414954	-0.000574172	-0.000473148		
1.69227	2.0418	1.39119	1.38437	2.35932	2.78037	-0.000478288	-0.000626103	-0.000504195	-0.000389943	-0.000446112	-0.000359172		
1.69227	2.0431	1.39119	1.38437	2.36031	2.78127	-0.000556588	-0.000348018	-0.000342637	-0.000529846	-0.000281583	-0.000341733		
1.69227	2.0445	1.39119	1.38437	2.36124	2.78218	-0.000478595	-0.000167035	-0.000382558	-0.000314364	-0.000411328	-0.00038708		
1.69227	2.0459	1.39119	1.38437	2.36217	2.78308	-0.000424894	-0.000433607	-0.000500276	-0.000436504	-0.000484238	-0.000302919		
1.69227	2.0473	1.39119	1.38437	2.3631	2.78398	-0.000301309	-0.000424888	-0.000517295	-0.00033891	-0.00047169	-0.000457341		
1.69227	2.0486	1.39119	1.38437	2.36403	2.78488	-0.000475149	-0.000530911	-0.000582766	-0.000234442	-0.000237541	-0.000510531		
1.69227	2.05	1.39119	1.38437	2.36496	2.78578	-0.000552097	-0.000367877	-0.000419123	-0.000572922	-0.00055674	-0.000423068		
1.69227	2.0514	1.39119	1.38437	2.36589	2.78668	-0.000598314	-0.000508973	-0.000359324	-0.000380385	-0.000490699	-0.000498919		
1.69227	2.0521	1.39119	1.38437	2.36682	2.78758	-0.000388737	-0.000237785	-0.000342548	-0.000359327	-0.000514707	-0.000371288		
1.69227	2.0521	1.39119	1.38437	2.36775	2.78848	-0.000508405	-0.000471141	-0.000423152	-0.000337773	-0.00043538	-0.000430206		
1.69227	2.0521	1.39119	1.38437	2.36868	2.78939	-0.000504166	-0.000347903	-0.000478184	-0.000406702	-0.000466062	-0.00061953		
1.69227	2.0521	1.39119	1.38437	2.36961	2.79029	-0.000397824	-0.000589139	-0.00024416	-0.000567927	-0.000451556	-0.000556923		
1.69227	2.0521	1.39119	1.38437	2.37054	2.79119	-0.000439555	-0.00043557	-0.0005268	-0.000426963	-0.000386977	-0.000377173		
1.69227	2.0521	1.39119	1.38437	2.37147	2.79209	-0.000472553	-0.000493779	-0.000522793	-0.000500491	-0.000322921	-0.000341449		
1.69227	2.0521	1.39119	1.38437	2.3724	2.79299	-0.000108627	-0.000348185	-0.000436439	-0.000413916	-0.000502983	-0.000426128		
1.69227	2.0521	1.39119	1.38437	2.37333	2.79389	-0.000176961	-0.000353795	-0.000368079	-0.000323966	-0.000434143	-0.000348982		
1.69227	2.0521	1.39119	1.38437	2.37426	2.79479	-0.000423605	-0.000481411	-0.000313874	-0.000581147	-0.000510712	-0.000373366		
1.69227	2.0521	1.39119	1.38437	2.37519	2.79569	-0.000539363	-0.000589123	-0.000341675	-0.00019842	-0.000515964	-0.000450767		
1.69227	2.0521	1.39119	1.38437	2.37612	2.7966	-0.000322653	-0.000432916	-0.000497068	-0.000320946	-0.000346503	-0.000344312		
1.69227	2.0521	1.39119	1.38437	2.37705	2.79751	-0.000680484	-0.000406959	-0.000299103	-0.000256241	-0.00044963	-0.000429303		
1.69227	2.0521	1.39119	1.38437	2.37798	2.79878	-0.000407221	-0.000494848	-0.000336646	-0.000325488	-0.000381213	-0.000384379		
1.69227	2.0521	1.39119	1.38437	2.37891	2.80008	-0.000346276	-0.000419032	-0.000519199	-0.000344788	-0.000465295	-0.000194848		
1.69227	2.0521	1.39119	1.38437	2.37984	2.80139	-0.000373221	-0.000777519	-0.000335539	-0.000498179	-0.000583647	-0.000519811		
1.69227	2.0521	1.39119	1.38437	2.38077	2.80269	-0.000478818	-0.000469832	-0.000374118	-0.000375515	-0.000322339	-0.000568651		
1.69227	2.0521	1.39119	1.38437	2.3817	2.804	-0.000417739	-0.000701559	-0.000623339	-0.000687976	-0.000498806	-0.0007336		
1.69227	2.0521	1.39119	1.38437	2.38263	2.80531	-0.000651071	-0.000455095	-0.000348115	-0.000617092	-0.000728095	-0.000284767		
1.69227	2.0521	1.39119	1.38437	2.38356	2.80661	-0.000533678	-0.000444703	-0.000411902	-0.000382012	-0.000317127	-0.000451832		
1.69227	2.0521	1.39119	1.38437	2.38449	2.80792	-0.00036862	-0.000486585	-0.000548982	-0.000605308	-0.000495023	-0.000468875		
1.69227	2.0521	1.39119	1.38437	2.38542	2.80923	-0.000437131	-0.000425332	-0.00040196	-0.000608127	-0.000513432	-0.000527244		
1.69227	2.0521	1.39119	1.38437	2.38635	2.81053	-0.000486401	-0.000467553	-0.000617694	-0.000451689	-0.000471037	-0.000475228		
1.69227	2.0521	1.39119	1.38437	2.38728	2.81184	-0.000427497	-0.000594855	-0.000273563	-0.000645939	-0.000436897	-0.000317777		
1.69227	2.0521	1.39119	1.38437	2.38821	2.81315	-0.000376232	-0.000224271	-0.000352633	-0.000251405	-0.000411936	-0.000491605		
1.69227	2.0521	1.39119	1.38437	2.38914	2.81445	-0.000462333	-0.000464223	-0.000312662	-0.000287603	-0.000563639	-0.000607782		
1.69227	2.0521	1.39119	1.38437	2.39007	2.81576	-0.000471358	-0.00036776	-0.000418779	-0.000448732	-0.000420753	-0.00057838		
1.69227	2.0521	1.39119	1.38437	2.391	2.81707	-0.000444098	-0.000257256	-0.000385206	-0.000501253	-0.000527405	-0.000624241		
1.69227	2.0521	1.39119	1.38437	2.39193	2.81837	-0.000485103	-0.000420029	-0.000383078	-0.000264626	-0.000366811	-0.000477973		
1.69227	2.0521	1.39119	1.38437	2.39286	2.81968	-0.000403532	-0.000383863	-0.000419375	-0.000624309	-0.000412949	-0.000538886		
1.69227	2.0521	1.39119	1.38437	2.39379	2.82099	-0.000207778	-0.000452673	-0.000268198	-0.000470894	-0.000555805	-0.000267475		
1.69227	2.0521	1.39119	1.38437	2.39472	2.82229	-0.000590439	-0.000458925	-0.000556246	-0.000513199	-0.000263609	-0.000694978		
1.69227	2.0521	1.39119	1.38437	2.39565	2.82362	-0.00045924	-0.00056061	-0.000484808	-0.000399909	-0.000330606	-0.000337096		
1.69227	2.0521	1.39119	1.38437	2.39658	2.8252	-0.00057969	-0.000383418	-0.000412853	-0.000255502	-0.000370311	-0.000351767		
1.69227	2.0521	1.39119	1.38437	2.39751	2.8268	-0.000450877	-0.000799362	-0.000319587	-0.000218562	-0.000665397	-0.00052413		
1.69227	2.0521	1.39119	1.38437	2.39844	2.8284	-0.000595776	-0.000327369	-0.000371542	-0.000413034	-0.000428378	-0.000500717		
1.69227	2.0521	1.39119	1.38437	2.39937	2.83001	-0.000482195	-0.000419061	-0.000595644	-0.000303392	-0.000537957	-0.000318636		
1.69227	2.0521	1.39119	1.38437	2.4003	2.83161	-0.000453846	-0.000590091	-0.000224335	-0.000540462	-0.0003896	-0.000504168		
1.69227	2.0521	1.39119	1.38437	2.40123	2.83321	-0.000437562	-0.00047177	-0.000321145	-0.000306195	-0.000407585	-0.000709362		
1.69227	2.0521	1.39119	1.38437	2.40215	2.83481	-0.000530607	-0.000325846	-0.000508516	-0.000567966	-0.000337914	-0.00067116		
1.69227	2.0521	1.39119	1.38437	2.40308	2.83642	-0.000204281	-0.000722376	-0.000367869	-0.000536503	-0.000326607	-0.00022394		
1.69227	2.0521	1.39119	1.38437	2.40401	2.83802	-0.000398931	-0.000337303	-0.000273119	-0.000601364	-0.000446054	-0.000365941		
1.69227	2.0521	1.39119	1.38437	2.40494	2.83962	-0.000335729	-0.000292679	-0.000406292	-0.000513961	-0.000432609	-0.00065123		
1.69227	2.0521	1.39119	1.38437	2.40587	2.84122	-0.000440684	-0.000240126	-0.000223876	-0.000431311	-0.000411016	-0.000530842		
1.69227	2.0521	1.39119	1.38437	2.4068	2.84282	-0.000418784	-0.000421192	-0.000332879	-0.000355653	-0.000471214	-0.000495701		
1.69227	2.0521	1.39119	1.38437	2.40773	2.84443	-0.000620013	-0.000501366	-0.000315706	-0.000470409	-0.000291538	-0.000533135		
1.69227	2.0521	1.39119	1.38437	2.40866	2.84603	-0.000515831	-0.000624532	-0.000515341	-0.000430595	-0.000444084	-0.000311116		
1.69227	2.0521	1.39119	1.38437	2.40959	2.84763	-0.000558853	-0.000457754	-0.000408167	-0.000439411	-0.000272988	-0.000436028		
1.69227	2.0521	1.39119	1.38437	2.41052	2.84923	-0.000599617	-0.000264055	-0.000408309	-0.000393994	-0.000504545	-0.000536497		
1.69227	2.0521	1.39119	1.38437	2.41145	2.85094	-0.000428419	-0.000496609	-0.000624122	-0.00050695	-0.000636578	-0.000655508		
1.69227	2.0521	1.39119	1.38437	2.41238	2.85285	-0.00050606	-0.000380146	-0.000465185	-0.000384343	-0.000458075	-0.000456676		
1.69227	2.0521	1.39119	1.38437	2.41331	2.85477	-0.00049321	-0.000143356	-0.000351012	-0.000387507	-0.000486565	-0.000371656		
1.69227	2.0521	1.39119	1.38437	2.41412	2.85669	-0.000496523	-0.000242321	-0.000544859	-0.0006416	-0.000304472	-0.000444821		
1.69227	2.0521	1.39119	1.38437	2.41466	2.85861	-0.00035913	-0.000505296	-0.000537543	-0.000489895	-0.000603136	-0.000472343		
1.69227	2.0521	1.39119	1.38437	2.4152	2.86052	-0.00043882	-0.000482007	-0.000224514	-0.000318813	-0.000482133	-0.000658509		
1.69227	2.0521	1.39119	1.38437	2.41575	2.86244	-0.000351441	-0.000406506	-0.000310343	-0.000470296	-0.000452875	-0.000517175		
1.69227	2.0521	1.39119	1.38437	2.41629	2.86436	-0.000290461	-0.000455438	-0.00053364	-0.000448648	-0.000500569	-0.000562233		
1.69227	2.0521	1.39119	1.38437	2.41683	2.86627	-0.000340763	-0.00048076	-0.000359219	-0.000527338	-0.000430589	-0.000652161		
1.69227	2.0521	1.39119	1.38437	2.41738	2.86819	-0.000324811	-0.000468917	-0.000408841	-0.000533637	-0.000489919	-0.000592217		
1.69227	2.0521	1.39119	1.38437	2.41792	2.87011	-0.00043678	-0.000519771	-0.000340961	-0.000527145	-0.000482183	-0.000364875		
1.69227	2.0521	1.39119	1.38437	2.41846	2.87202	-0.000333897	-0.000416839	-0.000509531	-0.000282857	-0.00035482	-0.000505816		
1.69227	2.0521	1.39119	1.38437	2.41901	2.87394	-0.000463468	-0.000541393	-0.00037443	-0.000304249	-0.000385268	-0.000536803		
1.69227	2.0521	1.39119	1.38437	2.41955	2.87586	-0.000383078	-0.000453178	-0.000544977	-0.000665742	-0.000523805	-0.000450358		
1.69227	2.0521	1.39119	1.38437	2.4201	2.87783	-0.000349558	-0.000496828	-0.000369546	-0.000433897	-0.000550564	-0.00052081		
1.69227	2.0521	1.39119	1.38437	2.42064	2.88007	-0.000385473	-0.000225092	-0.000391311	-0.000434654	-0.000525765	-0.000345302		
1.69227	2.0521	1.39119	1.38437	2.42118	2.88232	-0.000442493	-0.000404689	-0.000311115	-0.000456174	-0.000694467	-0.000386584		
1.69227	2.0521	1.39119	1.38437	2.42173	2.88457	-0.00035058	-0.000318569	-0.000430007	-0.000524599	-0.000408138	-0.000199139		
1.69227	2.0521	1.39119	1.38437	2.42227	2.88682	-0.000458745	-0.000370371	-0.000583429	-0.000380278	-0.000401921	-0.000523659		
1.69227	2.0521	1.39119	1.38437	2.42281	2.88907	-0.000451793	-0.000519349	-0.00027484	-0.000318602	-0.000221885	-0.000413393		
1.69227	2.0521	1.39119	1.38437	2.42336	2.89132	-0.000527078	-0.000453741	-0.000369911	-0.000417436	-0.000626032	-0.000349715		
1.69227	2.0521	1.39119	1.38437	2.4239	2.89358	-0.000225885	-0.00029958	-0.000348695	-0.000299776	-0.000542751	-0.000323978		
1.69227	2.0521	1.39119	1.38437	2.42444	2.89583	-0.000482146	-0.00063414	-0.000316216	-0.000594679	-0.00048146	-0.000466429		
1.69227	2.0521	1.39119	1.38437	2.42499	2.89808	-0.000451748	-0.000634425	-0.000445863	-0.000526241	-0.000316336	-0.000429531		
1.69227	2.0521	1.39119	1.38437	2.42553	2.90033	-0.000447205	-0.000435096	-0.000298318	-0.000339963	-0.000251677	-0.000549893		
1.69227	2.0521	1.39119	1.38437	2.42608	2.90258	-0.000220532	-0.0004519	-0.000329137	-0.000434476	-0.000322488	-0.000506454		
1.69227	2.0521	1.39119	1.38437	2.42662	2.90486	-0.000193992	-0.00018333	-0.000578499	-0.000480296	-0.000435664	-0.000514452		
1.69227	2.0521	1.39119	1.38437	2.42716	2.90746	-0.000365112	-0.000294269	-0.000596565	-0.000533013	-0.000440923	-0.000569688		
1.69227	2.0521	1.39119	1.38437	2.42771	2.91009	-0.000412914	-0.000311526	-0.000352997	-0.000370601	-0.000543833	-0.000366049		
1.69227	2.0521	1.39119	1.38437	2.42825	2.91272	-0.00046358	-0.000336476	-0.000273378	-0.000301768	-0.000407115	-0.000427058		
1.69227	2.0521	1.39119	1.38437	2.42879	2.91536	-0.000408534	-0.000448558	-0.000502887	-0.00023713	-0.000521843	-0.000405185		
1.69227	2.0521	1.39119	1.38437	2.42934	2.91799	-0.000524858	-0.000358703	-0.000335958	-0.000460535	-0.000487647	-0.000364648		
1.69227	2.0521	1.39119	1.38437	2.42988	2.92062	-0.000331715	-0.000321076	-0.000582316	-0.000459441	-0.000354284	-0.000650394		
1.69227	2.0521	1.39119	1.38437	2.43042	2.92325	-0.000306602	-0.00053561	-0.000402722	-0.000252269	-0.000290055	-0.000668685		
1.69227	2.0521	1.39119	1.38437	2.43097	2.92589	-0.00057063	-0.000298741	-0.000356807	-0.000496187	-0.000488823	-0.000558547		
1.69227	2.0521	1.39119	1.38437	2.43151	2.92852	-0.000530751	-0.000463321	-0.000429776	-0.000616788	-0.000350955	-0.000449335		
1.69227	2.0521	1.39119	1.38437	2.43205	2.93115	-0.000447524	-0.000298875	-0.000509959	-0.000403903	-0.000492416	-0.000688348		
1.69227	2.0521	1.39119	1.38437	2.4326	2.93384	-0.000652795	-0.000563329	-0.000487197	-0.000456499	-0.000581041	-0.000423493		
1.69227	2.0521	1.39119	1.38437	2.43314	2.93678	-0.000430227	-0.000551915	-0.000342318	-0.000444785	-0.000622789	-0.00036269		
1.69227	2.0521	1.39119	1.38437	2.43369	2.93973	-0.000438686	-0.000249476	-0.000404072	-0.000511732	-0.000186469	-0.000338581		
1.69227	2.0521	1.39119	1.38437	2.43423	2.94268	-0.000597313	-0.00035542	-0.000467865	-0.000441996	-0.000255907	-0.000590533		
1.69227	2.0521	1.39119	1.38437	2.43477	2.94562	-0.000528913	-0.000555731	-0.00057202	-0.000465175	-0.00052673	-0.000382271		
1.69227	2.0521	1.39119	1.38437	2.43532	2.94857	-0.000285869	-0.000470442	-0.000416074	-0.000289031	-0.000453294	-0.000362608		
1.69227	2.0521	1.39119	1.38437	2.43586	2.95152	-0.000460337	-0.000366419	-0.000375387	-0.000350889	-0.000364842	-0.00047638		
1.69227	2.0521	1.39119	1.38437	2.4364	2.95446	-0.000383119	-0.000460566	-0.000340068	-0.00044743	-0.000470208	-0.000393818		
1.69227	2.0521	1.39119	1.38437	2.43695	2.95741	-0.000337791	-0.000392113	-0.000321515	-0.000336507	-0.000188462	-0.000678694		
1.69227	2.0521	1.39119	1.38437	2.43749	2.96036	-0.000320062	-0.000537837	-0.00033835	-0.000398973	-0.000275577	-0.000425299		
1.69227	2.0521	1.39119	1.38437	2.43803	2.96333	-0.000382603	-0.000394186	-0.000443065	-0.000269073	-0.000524384	-0.000410065		
1.69227	2.0521	1.39119	1.38437	2.43858	2.9665	-0.000508152	-0.000443881	-0.00036305	-0.000322987	-0.000579235	-0.000271861		
1.69227	2.0521	1.39119	1.38437	2.43912	2.96967	-0.000170389	-0.000423574	-0.000479773	-0.00041584	-0.000446506	-0.000474211		
1.69227	2.0521	1.39119	1.38437	2.43967	2.97284	-0.000399657	-0.000418728	-0.000516038	-0.000300066	-0.000468143	-0.000442261		
1.69227	2.0521	1.39119	1.38437	2.44021	2.97601	-0.000583321	-0.000324081	-0.000480412	-0.00049703	-0.000186869	-0.00046325		
1.69227	2.0521	1.39119	1.38437	2.44075	2.97918	-0.000456423	-0.000254212	-0.00056371	-0.000618299	-0.000367709	-0.000436073		
1.69227	2.0521	1.39119	1.38437	2.4413	2.98236	-0.000497878	-0.000535791	-0.000235576	-0.000346974	-0.000707424	-0.000358617		
1.69227	2.0521	1.39119	1.38437	2.44184	2.98553	-0.000516099	-0.000305186	-0.00039057	-0.000335419	-0.000529222	-0.000272168		
1.69227	2.0521	1.39119	1.38437	2.44238	2.9887	-0.000389634	-0.000352541	-0.000384577	-0.000456756	-0.000452877	-0.000568745		
1.69227	2.0521	1.39119	1.38437	2.44293	2.99187	-0.000315417	-0.000441154	-0.000452635	-0.000335648	-0.000284716	-0.000388566		
1.69227	2.0521	1.39119	1.38437	2.44347	2.99514	-0.0004989	-0.000433486	-0.00057627	-0.00023327	-0.000285589	-0.000485962		
1.69227	2.0521	1.39119	1.38437	2.44401	2.99848	-0.000415031	-0.000511236	-0.000114986	-0.000510194	-0.000498661	-0.000462969		
1.69227	2.0521	1.39119	1.38437	2.44456	3.00182	-0.000396767	-0.000621857	-0.000327738	-0.000567484	-0.000488608	-0.000468991		
1.69227	2.0521	1.39119	1.38437	2.4451	3.00516	-0.000580728	-0.000514949	-0.000785838	-0.00043474	-0.000421283	-0.000541168		
1.69227	2.0521	1.39119	1.38437	2.44564	3.00851	-0.000381643	-0.000385298	-0.000277287	-0.000504845	-0.000429258	-0.000440966		
1.69227	2.0521	1.39119	1.38437	2.44619	3.01185	-0.000364026	-0.000378179	-0.000546478	-0.000370034	-0.00030997	-0.000503847		
1.69227	2.0521	1.39119	1.38437	2.44673	3.01519	-0.000449817	-0.000296479	-0.000492707	-0.000307132	-0.0003829	-0.000424876		
1.69227	2.0521	1.39119	1.38437	2.44728	3.01853	-0.000337144	-0.000487348	-0.000398862	-0.000452323	-0.0003966	-0.000459598		
1.69227	2.0521	1.39119	1.38437	2.44782	3.02188	-0.000716643	-0.000350958	-0.000414964	-0.000559013	-0.000596445	-0.000473617		
1.69227	2.0521	1.39119	1.38437	2.44836	3.02526	-0.000576129	-0.000574597	-0.000493726	-0.000486478	-0.000522342	-0.000417949		
1.69227	2.0521	1.39119	1.38437	2.44891	3.02872	-0.000617419	-0.000435723	-0.000305786	-0.000499432	-0.000410286	-0.000458569		
1.69227	2.0521	1.39119	1.38437	2.44945	3.03218	-0.000527254	-0.000409525	-0.000629474	-0.000312879	-0.000581172	-0.000542737		
1.69227	2.0521	1.39119	1.38437	2.44999	3.03564	-0.000621544	-0.000520445	-0.000181106	-0.000536979	-0.00052389	-0.000415878		
1.69227	2.0521	1.39119	1.38437	2.45054	3.0391	-0.000321482	-0.000524868	-0.000418976	-0.000696583	-0.000547071	-0.000444823		
1.69227	2.0521	1.39119	1.38437	2.45108	3.04257	-0.00043427	-0.000473978	-0.000443827	-0.000447651	-0.000252778	-0.000616482		
1.69227	2.0521	1.39119	1.38437	2.45162	3.04603	-0.000291279	-0.000513898	-0.000487579	-0.000404836	-0.000370342	-0.000442623		
1.69227	2.0521	1.39119	1.38437	2.45217	3.04949	-0.000409871	-0.00067783	-0.000273377	-0.000203787	-0.000237685	-0.000220252		
1.69227	2.0521	1.39119	1.38437	2.45271	3.05295	-0.000383802	-0.000627623	-0.00037234	-0.000585031	-0.000432105	-0.000457151		
1.69227	2.0521	1.39119	1.38437	2.45326	3.05644	-0.000305892	-0.000402094	-0.000555775	-0.000385515	-0.00035386	-0.000465358		
1.69227	2.0521	1.39119	1.38437	2.4538	3.06	-0.000387983	-0.000302574	-0.000455368	-0.000526774	-0.000594292	-0.000471764		
1.69227	2.0521	1.39119	1.38437	2.45434	3.06355	-0.000471405	-0.000430615	-0.000510503	-0.000476585	-0.000446755	-0.000461023		
1.69227	2.0521	1.39184	1.38437	2.45489	3.0671	-0.000373334	-0.000356783	-0.000575824	-0.00055998	-0.000432363	-0.000444362		
1.69227	2.0521	1.39292	1.38437	2.45543	3.07065	-0.000397088	-0.000517944	-0.000300504	-0.000434509	-0.000454575	-0.000615537		
1.69227	2.0521	1.394	1.38437	2.45597	3.0742	-0.000357824	-0.000494823	-0.00050278	-0.00062287	-0.000394236	-0.000547259		
1.69227	2.0521	1.39508	1.38437	2.45652	3.07776	-0.000261677	-0.000274129	-0.000449061	-0.000313616	-0.00042388	-0.000632229		
1.69227	2.0521	1.39615	1.38437	2.45706	3.08131	-0.000537343	-0.000578559	-0.000433472	-0.000498402	-0.000442459	-0.000537468		
1.69227	2.0521	1.39723	1.38437	2.4576	3.08486	-0.0003461	-0.000474475	-0.0004644	-0.000463097	-0.000631907	-0.000560935		
1.69227	2.0521	1.39831	1.38437	2.45815	3.08843	-0.0005161	-0.000407283	-0.000560758	-0.000160701	-0.000572367	-0.000286935		
1.69227	2.0521	1.39939	1.38437	2.45869	3.09201	-0.000317057	-0.000392846	-0.000617726	-0.000471936	-0.000567735	-0.000413232		
1.69227	2.0521	1.40046	1.38437	2.45923	3.0956	-0.000541434	-0.000559177	-0.000541375	-0.000366709	-0.000341589	-0.000310809		
1.69227	2.0521	1.40154	1.38437	2.45978	3.09919	-0.000109989	-0.000411491	-0.000375551	-0.00052352	-0.00049629	-0.000427226		
1.69227	2.0521	1.40262	1.38437	2.46032	3.10277	-0.000372148	-0.000467867	-0.000480275	-0.000326075	-0.000331001	-0.000637685		
1.69227	2.0521	1.4037	1.38437	2.46087	3.10636	-0.000563178	-0.000595814	-0.000285744	-0.000418141	-0.000489388	-0.000571344		
1.69227	2.0521	1.40477	1.38437	2.46141	3.10994	-0.000639001	-0.000529757	-0.000331795	-0.00034784	-0.000318937	-0.000536851		
1.69227	2.0521	1.40585	1.38437	2.46195	3.11353	-0.000651282	-0.000460471	-0.000354624	-0.000462178	-0.000406365	-0.000559		
1.69227	2.0521	1.40693	1.38437	2.4625	3.11712	-0.000449062	-0.000363132	-0.000575921	-0.00041104	-0.000463441	-0.000235415		
1.69227	2.0521	1.40801	1.38437	2.46304	3.1207	-0.000543048	-0.000428198	-0.000640457	-0.000406792	-0.000454971	-0.000332507		
1.69227	2.0521	1.40908	1.38437	2.46358	3.12429	-0.000521247	-0.000572279	-0.000288198	-0.000613404	-0.00062409	-0.000493645		
1.69227	2.0521	1.41016	1.38437	2.46413	3.12788	-0.000529688	-0.000672894	-0.000618923	-0.000316747	-0.000576005	-0.000507229		
1.69227	2.0521	1.41124	1.38437	2.46467	3.13148	-0.000510878	-0.000456691	-0.000378774	-0.000337029	-0.000427073	-0.000494385		
1.69227	2.0521	1.41232	1.38437	2.46521	3.13507	-0.00058836	-0.000293731	-0.000586915	-0.000335277	-0.000392554	-0.000390327		
1.69227	2.0521	1.4134	1.38437	2.46576	3.13866	-0.000518473	-0.000608411	-0.000449354	-0.000410723	-0.000325819	-0.000583029		
1.69227	2.0521	1.4145	1.38437	2.4663	3.14225	-0.000614793	-0.00054652	-0.000618352	-0.00032434	-0.000426824	-0.000391515		
1.69227	2.0521	1.41594	1.38437	2.46685	3.14584	-0.000561438	-0.000465391	-0.000335296	-0.000484282	-0.000522138	-0.000437836		
1.69227	2.0521	1.41742	1.38437	2.46739	3.14943	-0.000599901	-0.000306987	-0.000404489	-0.000374856	-0.000353747	-0.000214219		
1.69227	2.0521	1.4189	1.38437	2.46793	3.15298	-0.000549	-0.000691528	-0.000270396	-0.000235835	-0.000493315	-0.000401428		
1.69227	2.0521	1.42037	1.38437	2.46827	3.15648	-0.000332365	-0.000448361	-0.000400013	-0.000485326	-0.000254852	-0.000351743		
1.69227	2.0521	1.42185	1.38437	2.46827	3.15997	-0.000566521	-0.00039557	-0.000480479	-9.43E-05	-0.000537971	-0.000422013		
1.69227	2.0521	1.42333	1.38437	2.46827	3.16347	-0.000638286	-0.000851508	-0.000381224	-0.000509001	-0.00075391	-0.000679089		
1.69227	2.0521	1.4248	1.38437	2.46827	3.16696	-0.000505265	-0.000342997	-0.000348658	-0.000538354	-0.000397102	-0.000244228		
1.69227	2.0521	1.42628	1.38437	2.46827	3.17046	-0.000720314	-0.000525667	-0.000533565	-0.000522257	-0.000532449	-0.000643015		
1.69227	2.0521	1.42776	1.38437	2.46827	3.17395	-0.000454733	-0.000519008	-0.000465606	-0.000329654	-0.000604188	-0.00042512		
1.69227	2.0521	1.42923	1.38437	2.46827	3.17745	-0.000388959	-0.000427978	-0.000441216	-0.000463705	-0.000365799	-0.000266498		
1.69227	2.0521	1.43071	1.38437	2.46827	3.18094	-0.000455691	-0.000363305	-0.000287892	-0.000411963	-0.00050764	-0.000405693		
1.69227	2.0521	1.43219	1.38437	2.46827	3.18444	-0.000504071	-0.000535934	-0.000441737	-0.000542475	-0.000371043	-0.000558707		
1.69227	2.0521	1.43366	1.38437	2.46827	3.1878	-0.000441973	-0.000404463	-0.000345223	-0.000734017	-0.000394514	-0.000368174		
1.69227	2.0521	1.43514	1.38437	2.46827	3.1911	-0.000582776	-0.000416684	-0.00037316	-0.000395026	-0.000321043	-0.000446498		
1.69227	2.0521	1.43662	1.38437	2.46827	3.1944	-0.000629065	-0.000518458	-0.000570749	-0.00047655	-0.000335485	-0.00039697		
1.69227	2.0521	1.43809	1.38437	2.46827	3.1977	-0.000524672	-0.000552671	-0.00059632	-0.000468974	-0.000459377	-0.000569725		
1.69227	2.0521	1.43957	1.38437	2.46827	3.201	-0.000548158	-0.000531752	-0.000432224	-0.000118279	-0.000342189	-0.000374044		
1.69227	2.0521	1.44105	1.38437	2.46827	3.2043	-0.000407132	-0.000498792	-0.000498398	-0.000468251	-0.000458142	-0.000496545		
1.69227	2.0521	1.44263	1.38437	2.46827	3.2076	-0.0006311	-0.000433608	-0.000283414	-0.000125575	-0.000335185	-0.000525259		
1.69227	2.0521	1.44436	1.38437	2.46827	3.2109	-0.000516543	-0.000495599	-0.000455977	-0.000461566	-0.000578409	-0.000383991		
