lap6_19_samp	lap6_20_samp	lap6_21_samp	lap6_22_samp	lap6_23_samp	lap6_24_samp	cur6_19_samp	cur6_20_samp	cur6_21_samp	cur6_22_samp	cur6_23_samp	cur6_24_samp	rp2756
1.66052	1.55577	1.74219	1.3735	1.1028	1.74391	-7.01216e-05	-0.0003118	-0.000162661	-0.000364295	-0.000228958	-0.000204155	
1.66282	1.55832	1.74495	1.37559	1.10478	1.74666	-6.84469e-05	-9.97882e-05	-0.000108594	-0.000182641	-0.000230483	-0.000184797	
1.66513	1.56087	1.7477	1.37769	1.10676	1.7494	-0.000103078	-0.000130137	-0.000264204	-0.000213683	-0.000141757	-0.00024983	
1.66744	1.56342	1.75044	1.37979	1.10874	1.75214	-0.000342697	-0.000277474	-0.000251606	-0.000224116	-0.000118364	-0.000296972	
1.66976	1.56598	1.75319	1.38189	1.11071	1.75489	-0.00021896	-0.00035477	-0.000206358	-0.000285343	-0.000114914	-8.30164e-05	
1.67207	1.56853	1.75593	1.38399	1.11269	1.75763	-3.68111e-05	-4.71721e-05	-0.000177564	-0.000267538	-0.000137378	-0.000221073	
1.67438	1.57108	1.75868	1.38608	1.11467	1.76038	-0.000149825	-7.73333e-05	-0.000164499	-0.00022949	-0.000501425	-0.000397865	
1.67669	1.57363	1.76142	1.38818	1.11665	1.76312	-0.000422438	-0.000170004	-0.00029556	-0.00015222	-4.3249e-05	-0.000277378	
1.67901	1.57618	1.76417	1.39028	1.11863	1.76588	-0.000286229	-0.000232779	-0.000346825	-0.00021707	-0.000129666	-0.000202599	
1.68132	1.57875	1.76691	1.39238	1.12061	1.76867	-0.000560788	-0.000338395	-0.00032323	-0.000166059	-0.000343391	-0.000351286	
1.68363	1.58133	1.76965	1.39448	1.12259	1.77145	-6.92503e-05	-0.000160318	-0.000114174	-0.000227396	-3.41139e-05	9.66379e-06	
1.68594	1.58391	1.7724	1.39658	1.12453	1.77424	-0.000107451	-0.000226972	-0.00017206	-0.000242993	-9.02053e-05	-0.00021502	
1.68826	1.58649	1.77514	1.39867	1.12643	1.77702	-0.000200587	-0.000389788	-0.000230547	-8.79423e-05	-0.000182702	-0.000478509	
1.69057	1.58907	1.77789	1.40077	1.12833	1.77981	-0.000380555	-0.000195131	-5.04613e-05	-0.000140402	-0.000213427	-0.000360397	
1.69288	1.59165	1.78063	1.40287	1.13022	1.78259	-0.00021447	-0.000196707	-5.46166e-05	-0.000203947	-0.000167437	-0.000216988	
1.69517	1.59423	1.78336	1.40497	1.13212	1.78538	-0.000307335	-0.000181809	-0.000455489	-0.000323225	-0.000124735	-0.000170119	
1.69742	1.59681	1.7861	1.40707	1.13402	1.78816	-0.0002836	-0.000424191	-8.00778e-05	-8.57962e-05	-9.96665e-05	-0.000238299	
1.69967	1.59939	1.78884	1.40917	1.13592	1.79095	-0.000119213	-0.000216129	2.95557e-05	-0.000177146	-0.000524743	-0.000133036	
1.70192	1.60197	1.79157	1.41126	1.13782	1.79373	-0.000283221	-0.000320245	-0.000257384	-0.000238578	3.5882e-05	-0.000139727	
1.70417	1.60455	1.79431	1.41336	1.13972	1.79655	-0.000385876	-0.000266087	-0.000418316	-0.000333562	-0.000223461	-0.000177405	
1.70642	1.60713	1.79705	1.41546	1.14161	1.79941	-3.39047e-05	-0.000154166	-0.000157776	-0.000140708	-0.00019886	-0.00041346	
1.70868	1.60971	1.79979	1.41756	1.14351	1.80228	-0.000207743	-0.00017652	-0.000276059	-0.000205199	-0.000353106	-0.00025048	
1.71093	1.6123	1.80252	1.41966	1.14541	1.80515	-0.000182029	-0.000268951	-0.000227547	-0.000206008	-0.000159911	-0.000267281	
1.71318	1.61489	1.80526	1.42176	1.14731	1.80802	-0.000302366	-0.0002458	-0.000286635	-0.000330479	-0.000173076	-0.000425217	
1.71543	1.61748	1.808	1.42387	1.14921	1.81089	-0.000154709	-0.000154122	-4.13544e-05	-0.000550533	-0.000301216	-0.000144556	
1.71768	1.62007	1.81073	1.42597	1.15111	1.81375	-0.00017433	-0.000136737	-0.000111808	-0.000281363	-0.000236389	-0.000102679	
1.71993	1.62266	1.81346	1.42807	1.153	1.81662	-0.000263748	-0.000261683	-0.000447419	8.87634e-06	-8.42662e-05	-0.000181501	
1.72218	1.62524	1.81618	1.43018	1.1549	1.81949	-0.000317203	-0.000170902	-0.000427861	-0.000154818	3.74516e-05	-0.000309539	
1.72443	1.62783	1.81891	1.43228	1.15681	1.82236	-0.000188916	-0.000294203	-0.000165955	-0.000294091	-0.000329654	-0.000275225	
1.72668	1.63042	1.82163	1.43438	1.15872	1.82523	-0.00023766	-0.000102291	-0.000257059	-8.73455e-05	-0.000150913	-7.74998e-05	
1.72888	1.63301	1.82436	1.43648	1.16063	1.82811	-0.000142582	-0.000134312	-2.97607e-05	-0.000119857	-0.000179289	-0.000191929	
1.73104	1.6356	1.82708	1.43859	1.16253	1.83101	-0.000147496	-0.000106527	-0.000228462	-0.000205547	-0.000104752	-4.19963e-05	
1.7332	1.63819	1.82981	1.44069	1.16444	1.83392	-0.000261993	-0.000286481	-0.000132016	-0.000295848	-0.000223421	-0.00034132	
1.73535	1.64078	1.83253	1.44279	1.16635	1.83683	-0.000229455	-0.000202023	-0.000130558	-0.000199994	-3.9897e-05	-0.000390688	
1.73751	1.64334	1.83526	1.4449	1.16826	1.83973	-0.000204151	-0.000178318	-0.000220712	-0.000368835	-5.51288e-05	-0.000267997	
1.73967	1.6459	1.83798	1.447	1.17017	1.84264	-7.49395e-05	-0.000243991	-7.92235e-05	-0.000228788	-0.000226464	-0.000332549	
1.74183	1.64846	1.84071	1.4491	1.17208	1.84555	-0.000280323	-0.000209242	-0.000323394	-1.50383e-05	-0.000363502	-0.00015668	
1.74399	1.65101	1.84343	1.4512	1.17399	1.84845	-0.000150934	-0.000218955	-0.000283503	2.46076e-05	-0.000126187	-0.000156059	
1.74615	1.65357	1.84611	1.45329	1.1759	1.85136	5.75065e-06	-0.000213894	-0.000233531	-0.000265646	-7.46861e-05	-0.000220217	
1.74831	1.65612	1.84879	1.45538	1.1778	1.85427	-6.2952e-06	-0.000178108	8.15248e-06	-0.00013092	-0.000292043	-5.09643e-05	
1.75047	1.65868	1.85147	1.45746	1.17971	1.85717	9.21908e-07	-3.31322e-05	-1.44853e-05	-0.000289754	-0.000357605	-9.35699e-05	
1.75263	1.66124	1.85415	1.45955	1.18162	1.8601	-0.000312426	-0.0002903	-0.000132859	-0.000183597	-0.000298587	-0.000309228	
1.75479	1.66379	1.85683	1.46164	1.18353	1.86305	-6.53045e-05	-0.000473919	-8.31419e-05	-0.000306378	-0.000137217	-0.000181137	
1.75695	1.66635	1.85951	1.46373	1.18544	1.866	-0.000313187	-9.75258e-05	-0.000428672	-0.000176857	-3.25582e-05	-0.000187792	
1.75911	1.6689	1.86219	1.46581	1.18736	1.86895	-0.00013752	-0.000211627	-0.000158311	-0.000146434	-0.000151314	-0.000236608	
1.76126	1.67146	1.86487	1.4679	1.18931	1.8719	-0.000204369	-0.000151246	-0.000111966	-0.00023593	-0.00027614	-0.000286599	
1.76331	1.67401	1.86755	1.46999	1.19125	1.87485	-0.000292944	-0.000166859	-0.000326931	-0.000184527	6.39259e-06	-0.000163341	
1.76536	1.67656	1.87023	1.47208	1.1932	1.87779	-0.000297085	-0.000195238	-0.000326089	-0.000403984	-4.64626e-05	-0.000151481	
1.7674	1.67911	1.87291	1.47416	1.19514	1.88074	-0.00029131	-0.000260982	-0.000364261	-3.4082e-05	-0.000237683	-0.000333827	
1.76945	1.68166	1.87559	1.47625	1.19709	1.88369	-0.000357604	-0.000198019	-0.000270206	-0.000180444	-0.00036026	-0.000314959	
1.7715	1.68421	1.87822	1.47834	1.19903	1.88664	-0.00015409	-0.000141256	-0.000301199	-0.000232756	-0.000118682	-0.000197333	
1.77354	1.68676	1.88085	1.48043	1.20098	1.88959	-0.000139309	-0.000230102	-0.000480351	-0.000303346	-0.000134889	-0.000274214	
1.77559	1.68931	1.88347	1.48251	1.20292	1.89257	-0.000128071	-0.0002665	6.11888e-05	-0.000311813	-0.000322302	-0.00036983	
1.77764	1.69185	1.8861	1.48459	1.20487	1.89556	-0.000275135	-0.000379156	-0.000133865	-0.00010343	-0.000261718	-0.000130312	
1.77968	1.6944	1.88872	1.48657	1.20682	1.89855	-0.00031271	-0.000169541	-0.000288006	-0.000182229	-0.000222477	-0.000113384	
1.78173	1.69695	1.89135	1.48855	1.20876	1.90154	-0.000416188	-0.000160733	-0.000111363	-7.95057e-05	-0.000207853	-0.000342542	
1.78378	1.6995	1.89397	1.49052	1.21071	1.90453	-0.000229725	-7.98432e-05	-9.17548e-05	6.54071e-05	-6.80431e-05	-0.000293287	
1.78582	1.70205	1.8966	1.4925	1.21265	1.90752	-0.000143018	-0.000197386	-0.000113942	-0.000379829	-0.000182067	-0.00024084	
1.78787	1.7046	1.89922	1.49447	1.2146	1.91051	-5.97069e-05	-0.000234362	-0.000230984	-0.000317694	-7.62634e-05	-0.000340906	
1.78991	1.70714	1.90185	1.49645	1.21654	1.9135	3.60283e-05	-0.000170928	-0.000396412	-0.000298197	-0.00038988	-0.000238057	
1.79196	1.70968	1.90447	1.49843	1.21849	1.91649	-0.000293577	-0.000162897	-0.000174989	-0.000207868	-6.40562e-05	-0.000352707	
1.79401	1.71222	1.9071	1.5004	1.22041	1.91948	-0.000170176	-0.000371599	-0.00029831	-9.70528e-05	-0.000238693	-0.000187944	
1.79599	1.71477	1.90973	1.50238	1.22233	1.92247	-0.000279231	-4.02441e-05	-0.000172504	-0.000137976	-0.000154739	-0.000382461	
1.79795	1.71731	1.91236	1.50436	1.22424	1.92546	-0.000368626	-0.00033237	-0.000118498	-6.48651e-05	-0.000272388	-0.000204249	
1.79991	1.71985	1.91499	1.50633	1.22616	1.92844	-0.000349202	-0.000239705	-0.000207178	-0.00023595	-0.000480377	-0.000216821	
1.80186	1.72239	1.91762	1.50831	1.22807	1.93143	-0.000217394	-6.99324e-05	-0.000103628	-0.00012755	-0.000107396	-0.000170047	
1.80382	1.72493	1.92025	1.51029	1.22999	1.93441	-0.000222153	-0.000205247	-0.0001787	-0.000123858	-0.000139642	-8.21668e-05	
1.80578	1.72747	1.92288	1.51226	1.2319	1.9374	-0.0002157	-0.000481544	-0.000186847	-0.000186039	-0.000124384	-0.000107606	
1.80773	1.73001	1.92551	1.51424	1.23382	1.94038	-0.00024077	-0.000220687	-0.000197409	-0.00032035	-0.000291812	-0.000145403	
1.80969	1.73256	1.92814	1.51622	1.23573	1.94337	-0.000291258	-0.000155717	-0.000348317	-0.000180385	-0.000174787	-0.000331575	
1.81165	1.7351	1.93077	1.51819	1.23765	1.94635	-0.00020635	-0.000326962	-0.000165492	-0.000105396	-2.25589e-05	-0.000146394	
1.81361	1.73764	1.9334	1.52016	1.23956	1.94934	-7.96477e-06	-0.000240331	-0.000168043	-0.000260985	-0.000410191	-0.000318819	
1.81556	1.74021	1.93603	1.52194	1.24148	1.95232	-0.000252873	-0.000102478	-0.000204298	-0.000310512	-8.45468e-05	-0.000193773	
1.81752	1.74277	1.93892	1.52371	1.24339	1.9553	-0.000142617	-0.000253176	-0.000189934	-0.000291894	-0.00033633	-0.0001927	
1.81948	1.74534	1.94185	1.52547	1.24531	1.95828	-0.000329263	-0.000353182	-0.000371789	-0.000161477	-0.000130105	-0.000191262	
1.82144	1.7479	1.94479	1.52723	1.24722	1.96125	-0.000188745	-0.000286188	-0.000110883	-0.000245768	-0.000497561	-0.000318096	
1.82339	1.75047	1.94773	1.52899	1.24914	1.96423	-0.000259088	-0.000273885	-0.000126085	-0.000185727	-0.000263585	-0.000359999	
1.82535	1.75303	1.95067	1.53075	1.25105	1.96721	-0.000128027	-0.000198103	-0.000240005	-0.000212774	-0.000330448	-0.000432857	
1.82731	1.7556	1.9536	1.53251	1.25296	1.97018	-0.000223742	-0.000217327	-0.000120949	-9.33633e-05	-0.000382135	-0.000116802	
1.82925	1.75816	1.95654	1.53428	1.25488	1.97316	-0.000200668	-0.000187697	-6.41575e-05	-1.63589e-05	-0.000186058	-6.52435e-05	
1.83107	1.76073	1.95948	1.53604	1.25679	1.97613	-0.000267832	-7.83394e-05	-0.000315596	-0.000352404	-0.000164523	-0.000112513	
1.83288	1.76329	1.96241	1.5378	1.25871	1.97911	-3.88519e-06	-0.000173665	-0.000177195	-0.000368367	-0.000242958	-0.000387139	
1.83469	1.76586	1.96535	1.53956	1.26062	1.98209	-0.000422801	-0.000259271	-0.000140525	-0.000238289	-0.000353217	-0.000204522	
1.8365	1.76842	1.96829	1.54132	1.26254	1.98506	-0.000130546	-0.000167243	-0.000269792	-0.000227615	-0.000197269	-0.000169189	
1.83831	1.771	1.97119	1.54309	1.26445	1.98802	-0.000117709	-0.000172747	-0.000190261	-0.000138389	-0.000386363	-0.000177039	
1.84012	1.77357	1.97393	1.54485	1.26637	1.99095	-0.00023024	-0.000269909	-0.000124012	-0.000543085	-0.000166653	-0.000247914	
1.84193	1.77615	1.97665	1.54661	1.26828	1.99389	-0.000159369	-0.000186163	-0.000279208	-0.000128455	-0.000245728	-0.000113123	
1.84374	1.77872	1.97938	1.54837	1.2702	1.99682	-0.000221347	-0.000261538	-9.57499e-05	-0.000314355	-3.3336e-05	-0.000157365	
1.84555	1.7813	1.98211	1.55013	1.27211	1.99976	-0.000290077	-0.000157526	-1.83942e-05	-0.000209252	-0.000346143	-0.00030379	
1.84736	1.78387	1.98484	1.5519	1.27403	2.00269	-0.00022115	-3.03192e-05	-0.000144276	-0.000179052	-0.000197247	-0.000414791	
1.84916	1.78645	1.98757	1.55366	1.27594	2.00563	-0.000213582	-9.03873e-05	4.80906e-05	-0.000280527	-0.00021311	-0.000250028	
1.85097	1.78902	1.9903	1.55542	1.27786	2.00856	-0.000184017	-0.000171225	-6.5566e-05	-0.000244348	-0.000141387	-0.000125064	
1.85278	1.7916	1.99302	1.55718	1.27977	2.0115	-2.74667e-05	-0.000201681	-0.0001577	-0.000120243	-0.000224281	-0.000347338	
1.85459	1.79417	1.99575	1.55882	1.28169	2.01443	-0.000344924	-0.000347366	-0.0002982	-0.000164587	-0.000293248	-0.000228717	
1.8564	1.79674	1.99848	1.56031	1.2836	2.01737	-0.000198885	-0.000121881	-0.000216134	-4.54824e-05	-0.000147243	-4.32059e-05	
1.85821	1.79932	2.00121	1.56179	1.2855	2.0203	-0.000252718	-0.000384855	-0.000173694	-0.000325771	-8.89838e-05	-0.000215787	
1.86002	1.80191	2.00401	1.56328	1.28741	2.02308	-0.00035872	-0.000307999	-0.000344356	-0.000132979	-0.000176639	-0.000108187	
1.86183	1.80451	2.00683	1.56476	1.28931	2.02584	-0.000113824	-3.02928e-05	-0.000283365	-0.000337071	-0.000311898	-0.000280991	
1.8636	1.80711	2.00964	1.56625	1.29122	2.0286	-0.000138267	-0.000332686	-0.000103642	-0.000136437	-0.000227175	-0.000256053	
1.86537	1.80971	2.01246	1.56773	1.29312	2.03136	-0.000293646	-0.000152481	-0.000305218	-0.000241362	-0.000160603	-0.000294681	
1.86714	1.81231	2.01528	1.56922	1.29503	2.03412	-0.00013181	-0.000240615	-0.000293949	-0.000339624	-0.000135568	-0.000295894	
1.86892	1.81492	2.0181	1.5707	1.29693	2.03688	-0.000141766	-0.000221817	-0.000358641	-0.000115569	-0.000106649	-0.000213826	
1.87069	1.81752	2.02092	1.57219	1.29884	2.03964	-0.000225492	-0.000315865	-0.000205751	-0.000211721	-0.000387157	-0.000263858	
1.87246	1.82012	2.02374	1.57368	1.30074	2.0424	-0.000398916	-0.000398868	-0.000161205	-0.000360681	-0.000303795	-0.000283185	
1.87423	1.82272	2.02655	1.57516	1.30265	2.04516	-1.52608e-05	-0.000348146	-0.00010782	-0.000164488	-0.000200746	-0.000196183	
1.876	1.82532	2.02937	1.57665	1.30455	2.04792	-0.000231335	-0.000454262	-0.000226266	-0.000104042	-0.000251396	-0.000298675	
1.87777	1.82792	2.03219	1.57813	1.30646	2.05068	-0.000337649	-0.000249394	-0.000235031	-0.000188014	-0.000207292	-6.65532e-05	
1.87954	1.83052	2.03501	1.57962	1.30836	2.05345	-0.000114661	-0.000275276	-0.000302088	-0.00014758	-0.000181378	-0.000366294	
1.88131	1.83314	2.03783	1.5811	1.31027	2.05612	-0.000206457	-0.000165332	-0.00035325	-0.000274475	-0.000240919	-0.000328161	
1.88308	1.83578	2.04066	1.58259	1.31217	2.05867	-0.000177839	-0.000100707	-0.000249071	-0.000256092	-0.000266681	-6.16722e-05	
1.88485	1.83842	2.04348	1.58407	1.31408	2.06123	-0.000498434	-0.000242195	-0.00022786	-0.000275434	-0.00021265	-0.000399159	
1.88662	1.84106	2.0463	1.58556	1.31598	2.06378	-0.000324062	-0.000374469	-0.000202564	-0.000305014	-0.000224931	-0.000265359	
1.8884	1.8437	2.04913	1.58704	1.31789	2.06633	-0.000211982	-9.32433e-05	-0.000258653	-0.000157003	-0.00015029	-0.000194879	
1.89017	1.84634	2.05195	1.58853	1.31972	2.06888	-0.000329224	-0.000402936	-0.000241739	-0.000167571	-0.000306344	-0.000151487	
1.89194	1.84897	2.05477	1.59002	1.32142	2.07143	-0.000202765	-0.000267825	-0.00025287	-0.000438421	-0.000248601	-0.000324179	
1.89371	1.85161	2.0576	1.5915	1.32311	2.07398	-0.00030558	-0.000164743	-0.000218818	-0.00043721	-0.000152018	-0.000180821	
1.89548	1.85425	2.06042	1.59299	1.3248	2.07653	-0.000498286	-8.98241e-05	-0.000407685	-0.000260065	-0.000233898	-0.000248801	
1.89724	1.85689	2.06324	1.59447	1.32649	2.07908	-7.54738e-05	-0.000106423	-0.000135683	-0.000378319	-0.000350747	-0.0002045	
1.89885	1.85953	2.06607	1.59588	1.32819	2.08163	-0.00013134	-0.000344144	-0.000365048	-9.46301e-05	-0.000450615	-0.000200458	
1.90045	1.86217	2.06881	1.59716	1.32988	2.08418	-0.000438927	-0.000155764	-0.000302159	-0.000209659	-0.000383869	-0.000176368	
1.90204	1.86482	2.07154	1.59843	1.33157	2.08674	-0.000214205	-9.66277e-05	-0.000223687	-0.000162982	-0.000355203	-0.000246052	
1.90364	1.86748	2.07426	1.5997	1.33327	2.08929	-0.000219853	-8.84415e-05	-4.95819e-05	-0.00027997	-0.000342511	-0.000135332	
1.90524	1.87014	2.07698	1.60098	1.33496	2.09171	-0.000357843	-0.00020141	-0.000447035	-8.4632e-05	-0.000168579	-0.000184021	
1.90684	1.8728	2.0797	1.60225	1.33665	2.09401	-0.000206888	8.38079e-05	-0.000316901	-0.000196032	-0.000361048	-0.000111302	
1.90843	1.87546	2.08243	1.60352	1.33834	2.0963	-0.000202728	-0.000339875	-0.00029823	-0.000253951	-0.000104828	-0.000159289	
1.91003	1.87812	2.08515	1.6048	1.34004	2.09859	-0.000203173	-0.000127235	-0.000171046	-0.000466571	-0.000157304	-0.000549401	
1.91163	1.88078	2.08787	1.60607	1.34173	2.10089	-0.000230497	-0.000485706	-0.000177454	-0.000270798	-0.000384789	-0.000239325	
1.91323	1.88344	2.0906	1.60734	1.34342	2.10318	-0.000103465	-7.27355e-05	-0.000186243	-0.000348723	-0.000186113	-0.000204309	
1.91482	1.8861	2.09332	1.60861	1.34511	2.10548	-0.000394827	-0.000166975	-0.000213255	-0.000215606	-0.000227523	-0.000188703	
1.91642	1.88876	2.09604	1.60989	1.34681	2.10777	-6.45058e-05	-0.000404689	3.79507e-05	-0.000174619	-0.000232666	-0.00032271	
1.91802	1.89142	2.09876	1.61116	1.3485	2.11006	-5.87465e-05	-0.000270603	-0.000417479	-0.000198685	-0.000160501	-0.000274418	
1.91961	1.89408	2.10146	1.61243	1.35019	2.11236	-0.000178305	-0.000224833	-1.74823e-05	-0.000402298	-0.000284905	-0.000249559	
1.92121	1.89676	2.10399	1.61371	1.35189	2.11465	-0.000137011	-0.000257957	-0.000202064	-0.000138243	-0.000110286	-0.000309717	
1.92281	1.89946	2.10652	1.61498	1.35358	2.11694	-0.00024014	-0.000377138	-7.81329e-05	-0.000297605	-0.000267283	-0.000255969	
1.92441	1.90215	2.10905	1.61625	1.35524	2.11924	-0.000349602	-0.000272912	-0.000180519	-0.000167054	-0.000269531	-0.000165005	
1.926	1.90484	2.11159	1.61753	1.35675	2.12153	-0.000269178	-0.000324096	-0.000333128	-0.00013333	-0.000221231	-0.000238849	
1.9276	1.90754	2.11412	1.6188	1.35826	2.12382	-0.000343519	-0.000153551	-0.000184328	-0.000183311	-0.000133609	-0.000324902	
1.9292	1.91023	2.11665	1.62007	1.35977	2.12612	-7.9422e-05	-0.000182443	-0.000140208	-0.000188636	-0.000238021	-0.000409714	
1.93079	1.91293	2.11918	1.62134	1.36128	2.12825	-0.000211726	-0.000213918	-0.000137953	-8.04059e-05	-0.000426221	-0.000320485	
1.93238	1.91562	2.12171	1.62262	1.36279	2.13026	-0.000424313	-0.00030551	-0.000172582	-0.000189322	-0.000325751	-7.81648e-05	
1.93398	1.91832	2.12425	1.62389	1.36429	2.13226	-0.000261218	-0.000241543	-6.94585e-05	-9.73437e-05	-0.000156099	-8.04278e-05	
1.93557	1.92101	2.12678	1.62516	1.3658	2.13426	-0.00024607	-6.21575e-05	-9.43766e-05	-0.000184367	-0.00026465	-0.000174923	
1.93716	1.9237	2.12931	1.62644	1.36731	2.13627	-0.000161725	-1.18557e-05	-0.000105546	-0.000399883	-0.000226348	-0.000152248	
1.93876	1.9264	2.13184	1.62771	1.36882	2.13827	-0.000339089	-0.000276255	-0.000238783	-0.000137432	-0.00020173	-0.000180547	
1.94035	1.92907	2.13437	1.62898	1.37033	2.14027	-0.000299848	-0.000266686	-0.000192346	-0.000192057	-0.000342321	-0.000320861	
1.94194	1.93171	2.13682	1.63026	1.37183	2.14228	-0.000191089	-0.000318669	-0.000223657	-0.000265845	-0.000363781	-0.00029946	
1.94353	1.93435	2.13915	1.63153	1.37334	2.14428	-0.000160572	-0.00019316	-0.000227913	-0.000325098	-0.000191436	-0.000378432	
1.94513	1.93699	2.14147	1.6328	1.37485	2.14628	-4.77358e-05	-0.000469046	-7.84864e-05	-0.000132886	-0.000395255	-0.00011958	
1.94672	1.93962	2.14379	1.63397	1.37636	2.14828	-0.00020066	-3.25217e-05	-0.00031659	-8.64747e-05	-0.000322279	-0.000202362	
1.94831	1.94226	2.14611	1.63504	1.37787	2.15029	-0.00011406	-0.000125044	-0.000116772	-0.000192428	-0.000205009	-0.000243651	
1.9499	1.9449	2.14844	1.63611	1.37938	2.15229	-5.161e-05	-0.000146509	-0.000123111	-0.000223474	-0.00026193	-0.000215594	
1.9515	1.94754	2.15076	1.63718	1.38088	2.15429	-0.000257914	-0.000175237	-0.000128456	-0.000208779	-0.000173338	-5.66923e-05	
1.95309	1.95018	2.15308	1.63825	1.38239	2.1563	-0.000336043	-4.08721e-05	-0.000284718	-0.000342922	-0.000118265	-0.000388207	
1.95468	1.95282	2.1554	1.63932	1.3839	2.1583	-0.000309214	-0.000198128	-4.44685e-05	-0.000476272	-2.98666e-05	-0.000338115	
1.95627	1.95546	2.15772	1.64039	1.38541	2.1603	-0.000306168	-0.000166675	-0.000303059	-0.000183996	-0.000277597	-0.000312297	
1.95787	1.9581	2.16005	1.64147	1.38692	2.1623	-0.000141951	-0.000172834	-0.000216127	-0.00028473	-0.000201484	-0.000145643	
1.95948	1.96074	2.16237	1.64254	1.38843	2.16431	-0.000217113	-8.49471e-05	-0.000336204	-0.000251834	-0.000123601	-0.000247007	
1.96117	1.96329	2.16469	1.64361	1.38993	2.16631	-0.000314472	-0.00021058	-0.00017669	-0.000239617	-3.94081e-05	-0.000272409	
1.96287	1.96576	2.16701	1.64468	1.39132	2.16831	-0.000251301	-0.000169726	-9.97427e-05	-0.000207524	-0.000167245	-0.000377927	
1.96457	1.96823	2.16934	1.64575	1.3927	2.17	-9.33933e-05	-9.61402e-05	-3.83816e-06	-0.00025558	-0.000200016	-0.000165908	
1.96627	1.97071	2.17165	1.64682	1.39407	2.17153	-0.000229086	-0.000236715	-0.000374381	-0.000271601	-0.000373072	-0.000195932	
1.96797	1.97318	2.17376	1.64789	1.39544	2.17306	-0.000174931	-0.000200966	-0.000197476	-0.000188254	-0.000162954	-0.000250226	
1.96967	1.97565	2.17581	1.64896	1.39682	2.17459	-0.000341477	-0.000227643	-0.000194134	-0.000216184	-0.000156068	-0.00021458	
1.97137	1.97812	2.17786	1.65003	1.39819	2.17612	-0.000438368	-0.000127149	-0.000110024	-0.000170251	-8.07419e-05	-0.000176948	
1.97307	1.9806	2.17991	1.6511	1.39956	2.17765	-0.000199966	-0.0001094	-0.000391565	-0.000568999	-0.000408381	-0.00022866	
1.97477	1.98307	2.18196	1.65217	1.40094	2.17918	-0.00015582	-7.26704e-05	-0.000163172	-0.000346046	-0.000215373	-0.000314385	
1.97647	1.98554	2.18401	1.65324	1.40231	2.18071	-5.46233e-05	-0.000304149	-0.000119453	-0.000314495	-0.000273616	-0.00022472	
1.97817	1.98801	2.18606	1.65431	1.40368	2.18224	-0.00011578	-0.000407023	-0.000257732	-0.000129351	-0.00011571	-0.000263839	
1.97987	1.99049	2.18811	1.65538	1.40506	2.18377	-0.000182808	-7.28109e-05	-0.000159454	-0.000190775	-0.000326892	-0.000323104	
1.98157	1.99296	2.19016	1.65645	1.40643	2.1853	-0.00025986	-0.000260752	-9.61038e-05	-0.00042708	-0.000353562	-0.000388489	
1.98327	1.99543	2.19221	1.65753	1.4078	2.18684	-0.000344242	-0.000117121	-0.000157044	-0.000267613	-0.000105674	-0.000156515	
1.98497	1.99782	2.19426	1.6586	1.40918	2.18837	-5.9122e-05	-0.000223814	-0.000284952	-9.41276e-05	-0.000303802	-0.000248727	
1.98667	2.00008	2.19631	1.65967	1.41055	2.1899	-0.000312319	-0.000200137	-0.00025488	-0.000403872	-4.41384e-05	-0.000169142	
1.98837	2.00233	2.19836	1.66074	1.41192	2.19143	-0.000400968	-4.10264e-05	-0.000264749	-0.000124957	-0.000233444	-0.000123507	
1.99007	2.00459	2.20041	1.66181	1.4133	2.19296	-2.65993e-05	-0.000236084	-0.000163559	-0.00034106	-0.000103643	-0.000173011	
1.99177	2.00684	2.20246	1.66288	1.41467	2.19449	-0.000313728	-7.18426e-05	0.000122368	-0.000246446	-0.000112328	-0.000412317	
1.99344	2.0091	2.20451	1.66395	1.41604	2.19602	-0.000250518	-0.000242419	-0.000117052	-0.000300038	-5.42024e-05	-0.000154306	
1.9951	2.01135	2.20656	1.66502	1.41742	2.19755	-0.00024001	-0.00038031	-0.000192694	-0.000237678	-0.000308935	-0.000234996	
1.99677	2.01361	2.20861	1.66609	1.41879	2.19908	-0.000459453	-7.59015e-05	-0.000295622	-0.000210287	-0.000250002	-0.000200717	
1.99843	2.01587	2.21066	1.66716	1.42016	2.20061	-6.93052e-06	-0.000133732	-0.00026694	-0.00021098	-0.000163498	-0.000191529	
2.0001	2.01812	2.21242	1.66821	1.42154	2.20214	-0.000310676	-0.000191908	-0.000198429	-5.86476e-05	-2.64582e-05	-0.000266593	
2.00176	2.02038	2.2141	1.6692	1.42291	2.20367	-0.00014936	-0.000234781	-0.000192384	-0.000139422	-0.000268487	-0.000248201	
2.00343	2.02263	2.21578	1.67019	1.42426	2.2052	-0.000194344	-0.000107254	-0.000236639	-0.000518203	-0.000194951	-0.000398141	
2.00509	2.02489	2.21745	1.67118	1.42556	2.20673	-0.000200209	-9.01129e-05	-0.000160919	-0.000118475	-0.000162337	-0.000425721	
2.00675	2.02714	2.21913	1.67218	1.42687	2.20826	2.00852e-06	-0.00013112	-0.000156999	-0.000175165	-0.000178463	-0.000127552	
2.00842	2.0294	2.22081	1.67317	1.42817	2.20979	-2.97543e-05	-0.000219324	8.19897e-05	-0.000176075	-0.000124535	-9.92463e-06	
