lap3_7_samp	lap3_8_samp	lap3_9_samp	lap3_10_samp	lap3_11_samp	lap3_12_samp	rp1	cur3_8_samp	cur3_9_samp	cur3_10_samp	cur3_11_samp	cur3_12_samp
0.439828	9.18695	1.86528	3.50064	8.7758	2.75753		-0.000815911	-0.000868793	-0.000914175	-0.000914367	-0.000954202
0.439829	9.18953	1.86528	3.50345	8.77895	2.75959		-0.000851644	-0.000958812	-0.000810206	-0.000821663	-0.000931067
0.439829	9.1921	1.86528	3.50626	8.7821	2.76166		-0.000681256	-0.000821668	-0.000567542	-0.000713648	-0.00082097
0.43983	9.19468	1.86528	3.50906	8.78518	2.76372		-0.000985188	-0.000883737	-0.00103321	-0.000961194	-0.000869693
0.43983	9.19725	1.86528	3.51182	8.78825	2.76579		-0.00084589	-0.000804222	-0.000713296	-0.000968243	-0.000923765
0.439831	9.19983	1.86528	3.51458	8.79132	2.76783		-0.000772847	-0.000965201	-0.000633342	-0.000978144	-0.000792449
0.439831	9.2024	1.86528	3.51734	8.79439	2.76979		-0.00082428	-0.000789247	-0.000786913	-0.0009443	-0.000897354
0.439832	9.20498	1.86528	3.5201	8.79746	2.77175		-0.000857028	-0.000834246	-0.000620501	-0.00074209	-0.000767119
0.439832	9.20755	1.86528	3.52286	8.80054	2.77371		-0.000955959	-0.000753183	-0.000907734	-0.000891878	-0.000954905
0.439833	9.21013	1.86528	3.52562	8.80361	2.77567		-0.000704171	-0.00062012	-0.000922979	-0.000897789	-0.000942657
0.439833	9.2127	1.86528	3.52838	8.80668	2.77763		-0.000865604	-0.00086967	-0.000918416	-0.000877636	-0.000781348
0.439834	9.21526	1.86528	3.53114	8.80975	2.77959		-0.000808611	-0.00072406	-0.00077722	-0.000932588	-0.000714585
0.439835	9.21782	1.86528	3.53391	8.81282	2.78155		-0.000989302	-0.000921558	-0.000769851	-0.000801452	-0.00109556
0.439835	9.22037	1.86528	3.53667	8.81588	2.78351		-0.000796864	-0.000608124	-0.000920101	-0.000885996	-0.000921498
0.439836	9.22293	1.86528	3.53943	8.81887	2.78547		-0.0011577	-0.00111447	-0.000702544	-0.000942035	-0.000951077
0.439836	9.22548	1.86528	3.54219	8.82187	2.78743		-0.000948134	-0.00093569	-0.000717041	-0.000839631	-0.000772967
0.439837	9.22804	1.86528	3.54495	8.82486	2.78939		-0.000747656	-0.000843597	-0.000847399	-0.000822628	-0.000785282
0.439837	9.2306	1.86528	3.54771	8.82786	2.79135		-0.000746193	-0.00110277	-0.000731959	-0.000919763	-0.00079668
0.439838	9.23315	1.86528	3.55047	8.83085	2.79331		-0.000709231	-0.000710823	-0.000836996	-0.000764527	-0.000910283
0.439838	9.23571	1.86528	3.55323	8.83384	2.79527		-0.000896408	-0.000754585	-0.000739222	-0.000846678	-0.00100066
0.439839	9.23826	1.86528	3.55599	8.83684	2.79743		-0.000764121	-0.000992262	-0.000796642	-0.000950152	-0.000748838
0.439839	9.24082	1.86528	3.55875	8.83983	2.79964		-0.000741382	-0.000631681	-0.000932631	-0.00100106	-0.000842299
0.43984	9.24337	1.86528	3.56151	8.84283	2.80185		-0.000987989	-0.000781808	-0.000906097	-0.000707335	-0.000676782
0.43984	9.24594	1.86528	3.56428	8.84582	2.80407		-0.000710333	-0.000865745	-0.000665117	-0.000831356	-0.000824859
0.439841	9.24852	1.86528	3.56704	8.8488	2.80628		-0.000752254	-0.000630451	-0.000546674	-0.00114311	-0.000862527
0.439841	9.25109	1.86528	3.5698	8.8517	2.80849		-0.000753719	-0.00108987	-0.000955046	-0.000786222	-0.00082295
0.439842	9.25366	1.86528	3.57256	8.8546	2.81071		-0.000820715	-0.000955919	-0.000669958	-0.000844364	-0.000885071
0.439842	9.25624	1.86528	3.57533	8.8575	2.81292		-0.000885589	-0.000956497	-0.000934422	-0.000739699	-0.000861207
0.439843	9.25881	1.86528	3.57811	8.8604	2.81513		-0.000911626	-0.000967556	-0.000811116	-0.000820617	-0.00102281
0.439843	9.26139	1.86528	3.58088	8.86329	2.81734		-0.000825179	-0.000981904	-0.000909824	-0.000963162	-0.000771539
0.439844	9.26397	1.86528	3.58366	8.86619	2.81956		-0.00102183	-0.000846482	-0.00107812	-0.000983472	-0.000975495
0.439845	9.26654	1.86528	3.58643	8.86909	2.82177		-0.000782845	-0.000964785	-0.000835666	-0.000716566	-0.000698098
0.439845	9.26912	1.86528	3.58921	8.87199	2.82398		-0.00104196	-0.000932093	-0.000948869	-0.000732525	-0.000937831
0.439846	9.27169	1.86528	3.59199	8.87489	2.82637		-0.000897734	-0.000810079	-0.000982444	-0.000549372	-0.000779191
0.439846	9.27427	1.86528	3.59476	8.87779	2.82882		-0.000828088	-0.000679617	-0.000880242	-0.000806599	-0.000844987
0.439847	9.27688	1.86528	3.59754	8.88069	2.83127		-0.000959612	-0.000904688	-0.000750309	-0.00104809	-0.000784613
0.439847	9.27952	1.86528	3.60031	8.88351	2.83372		-0.000790298	-0.000867478	-0.000810264	-0.000947634	-0.000818737
0.439848	9.28218	1.86528	3.60309	8.88629	2.83618		-0.00069087	-0.00103991	-0.00090418	-0.000875852	-0.00080453
0.439848	9.28483	1.86528	3.60585	8.88908	2.83863		-0.00070859	-0.000878346	-0.00073606	-0.000779902	-0.000651072
0.439849	9.28748	1.86528	3.60861	8.89186	2.84108		-0.000912048	-0.000786418	-0.000848458	-0.000928266	-0.00091193
0.439849	9.29013	1.86528	3.61138	8.89465	2.84353		-0.000716377	-0.00080363	-0.000754627	-0.000980265	-0.000888197
0.43985	9.29278	1.86528	3.61414	8.89743	2.84598		-0.000825558	-0.00105312	-0.000684635	-0.000890617	-0.000969267
0.43985	9.29543	1.86528	3.6169	8.90022	2.84843		-0.000930955	-0.000800542	-0.000783876	-0.000898775	-0.000752927
0.439851	9.29809	1.86528	3.61966	8.903	2.85088		-0.000851914	-0.00076609	-0.000879981	-0.000729419	-0.000634654
0.439851	9.30074	1.86528	3.62242	8.90579	2.85333		-0.000787049	-0.000908896	-0.00085712	-0.000913473	-0.000856765
0.439852	9.30339	1.86528	3.62518	8.90857	2.85581		-0.00101364	-0.000895258	-0.000904797	-0.000878419	-0.000878705
0.439852	9.30604	1.86528	3.62794	8.91136	2.85836		-0.000832555	-0.00106745	-0.00087046	-0.000849701	-0.000892334
0.439853	9.30877	1.86528	3.6307	8.91414	2.86091		-0.00107825	-0.000624452	-0.000966191	-0.000667752	-0.000866295
0.439854	9.31152	1.86528	3.63346	8.91684	2.86346		-0.000951666	-0.00100255	-0.000938466	-0.000804043	-0.000799659
0.439854	9.31427	1.86528	3.63623	8.91951	2.86601		-0.000815403	-0.000987577	-0.000891675	-0.00105762	-0.000778357
0.439855	9.31701	1.86528	3.63902	8.92218	2.86856		-0.000734854	-0.000685785	-0.00101683	-0.000855591	-0.000892125
0.439855	9.31976	1.86528	3.64181	8.92485	2.87111		-0.00109893	-0.000879977	-0.000832778	-0.000777156	-0.000863916
0.439855	9.32251	1.86528	3.64461	8.92752	2.87366		-0.00105759	-0.000879382	-0.000875206	-0.000828479	-0.000735728
0.439856	9.32525	1.86528	3.6474	8.93019	2.87622		-0.000837184	-0.000810063	-0.000529047	-0.000882483	-0.000913264
0.439856	9.328	1.86528	3.6502	8.93286	2.87877		-0.000980291	-0.000818558	-0.00088063	-0.000851932	-0.000964402
0.439857	9.33075	1.86528	3.65299	8.93553	2.88132		-0.00106462	-0.000614686	-0.00082098	-0.000616877	-0.00100321
0.439858	9.33349	1.86528	3.65579	8.9382	2.88387		-0.000804325	-0.000876867	-0.000828013	-0.000881566	-0.000691592
0.439858	9.33624	1.86528	3.65858	8.94087	2.88642		-0.00105093	-0.000655223	-0.000672225	-0.000652588	-0.000717227
0.439859	9.33904	1.86528	3.66137	8.94355	2.88895		-0.000689645	-0.00107911	-0.00107215	-0.00101472	-0.000671963
0.439859	9.34187	1.86528	3.66417	8.94621	2.89143		-0.00119187	-0.00057962	-0.000785027	-0.000991445	-0.000761322
0.43986	9.34471	1.86528	3.66697	8.94887	2.8939		-0.000756262	-0.000904029	-0.000759842	-0.0008033	-0.000933395
0.43986	9.34755	1.86528	3.66985	8.95152	2.89638		-0.000879487	-0.000856679	-0.000876254	-0.000884362	-0.00067385
0.439861	9.35039	1.86528	3.67273	8.95417	2.89886		-0.000776823	-0.000844692	-0.00098494	-0.000686541	-0.00084646
0.439861	9.35324	1.86528	3.67562	8.95683	2.90134		-0.000921804	-0.00087446	-0.000985229	-0.000705241	-0.000966956
0.439862	9.35607	1.86528	3.6785	8.95948	2.90382		-0.000828395	-0.00101409	-0.000970961	-0.000877857	-0.000696976
0.439862	9.35891	1.86528	3.68139	8.96213	2.9063		-0.000863062	-0.000878204	-0.000845585	-0.00100176	-0.00107992
0.439863	9.36175	1.86528	3.68427	8.96478	2.90878		-0.000911973	-0.000855711	-0.00100633	-0.00116584	-0.000931542
0.439863	9.36459	1.86528	3.68716	8.96743	2.91126		-0.000784674	-0.000639807	-0.000670415	-0.000939101	-0.000964288
0.439864	9.36743	1.86528	3.69004	8.97008	2.91374		-0.000970108	-0.000851798	-0.00090734	-0.000820956	-0.000740312
0.439864	9.37031	1.86528	3.69293	8.97273	2.91622		-0.00114816	-0.000812275	-0.000790335	-0.00073634	-0.000841972
0.439865	9.37321	1.86528	3.69581	8.97539	2.9187		-0.000776062	-0.000835043	-0.000720377	-0.000938865	-0.000777559
0.439865	9.3761	1.86528	3.69871	8.97804	2.92118		-0.000775514	-0.00086706	-0.000610502	-0.000876097	-0.000851365
0.439866	9.379	1.86528	3.70167	8.9807	2.92356		-0.000650699	-0.000808132	-0.000623813	-0.000934219	-0.000813972
0.439866	9.3819	1.86528	3.70462	8.98337	2.92591		-0.000872137	-0.000656395	-0.00092917	-0.00100051	-0.000978318
0.439867	9.3848	1.86528	3.70758	8.98604	2.92825		-0.000906137	-0.000855907	-0.000902147	-0.000726988	-0.00102206
0.439867	9.3877	1.86528	3.71054	8.98872	2.9306		-0.000770177	-0.000527075	-0.000740341	-0.00109799	-0.00084277
0.439868	9.3906	1.86528	3.71349	8.99139	2.93294		-0.0007654	-0.000943085	-0.00092666	-0.000851131	-0.000925287
0.439868	9.3935	1.86528	3.71645	8.99406	2.93529		-0.00078045	-0.000893485	-0.000795996	-0.000848671	-0.000778831
0.439869	9.3964	1.86528	3.71941	8.99673	2.93764		-0.000990647	-0.000987737	-0.000946763	-0.000915823	-0.000884981
0.43987	9.3993	1.86528	3.72236	8.9994	2.93998		-0.000952513	-0.000777789	-0.000902935	-0.000629256	-0.000811543
0.43987	9.40224	1.86528	3.72532	9.00207	2.94233		-0.000834142	-0.00086538	-0.000882037	-0.00107207	-0.000876704
0.439871	9.4052	1.86528	3.72827	9.00474	2.94467		-0.000718597	-0.000984005	-0.000782209	-0.000885615	-0.00103307
0.439871	9.40815	1.86528	3.73127	9.00741	2.94702		-0.000908916	-0.000800418	-0.00090092	-0.00066333	-0.000573367
0.439872	9.41111	1.86528	3.73428	9.01008	2.94937		-0.000909441	-0.000838336	-0.000991774	-0.00077271	-0.000690874
0.439872	9.41407	1.86528	3.73729	9.01275	2.95171		-0.000958702	-0.000732267	-0.00102875	-0.000919561	-0.000849535
0.439873	9.41702	1.86528	3.74031	9.01542	2.95406		-0.000950266	-0.000932307	-0.000730905	-0.000862746	-0.000994405
0.439873	9.41998	1.86528	3.74332	9.01809	2.95637		-0.000905266	-0.000884795	-0.000921803	-0.000954206	-0.000767747
0.439874	9.42294	1.86528	3.74633	9.02076	2.95857		-0.000905056	-0.000732385	-0.00102121	-0.000971959	-0.000809643
0.439874	9.42589	1.86528	3.74935	9.02343	2.96078		-0.00110011	-0.000741548	-0.000891624	-0.000832081	-0.000763518
0.439875	9.42885	1.86528	3.75236	9.0261	2.96298		-0.000762916	-0.000729301	-0.000779622	-0.000935293	-0.00116142
0.439875	9.43182	1.86528	3.75538	9.02877	2.96518		-0.00117796	-0.000892628	-0.000767066	-0.00103658	-0.000935584
0.439876	9.43483	1.86528	3.75839	9.03144	2.96739		-0.000953304	-0.000790172	-0.000719772	-0.000948554	-0.000705714
0.439876	9.43784	1.86528	3.7614	9.03411	2.96959		-0.000589819	-0.000980664	-0.00081285	-0.000875952	-0.000939887
0.439877	9.44086	1.86528	3.76443	9.03678	2.97179		-0.00100033	-0.00103212	-0.000715966	-0.000614979	-0.000904767
0.439877	9.44387	1.86528	3.76746	9.03945	2.97399		-0.00083428	-0.00111822	-0.000900573	-0.000929445	-0.00107103
0.439878	9.44688	1.86528	3.77049	9.04212	2.9762		-0.00091845	-0.000801464	-0.000934233	-0.000777435	-0.00101267
0.439878	9.4499	1.86528	3.77352	9.04475	2.9784		-0.0009671	-0.00085413	-0.000849262	-0.000811717	-0.000927819
0.439879	9.45291	1.86528	3.77654	9.04735	2.9806		-0.00112445	-0.000832319	-0.000929038	-0.000660846	-0.000901043
0.439879	9.45593	1.86528	3.77957	9.04994	2.98281		-0.000946684	-0.00102957	-0.000682136	-0.00069325	-0.000934382
0.43988	9.45894	1.86528	3.7826	9.05254	2.98501		-0.000793937	-0.000985544	-0.00103844	-0.000913515	-0.000700654
0.439881	9.46195	1.86528	3.78563	9.05513	2.98721		-0.000665433	-0.000917665	-0.000975079	-0.000844051	-0.000734884
0.439881	9.46498	1.86528	3.78865	9.05773	2.98941		-0.000776633	-0.00071845	-0.000898003	-0.000757367	-0.000863171
0.439882	9.46801	1.86528	3.79168	9.06032	2.99151		-0.000823767	-0.000695873	-0.000844622	-0.000663608	-0.00073031
0.439882	9.47104	1.86528	3.79469	9.06291	2.9936		-0.000712589	-0.000683072	-0.000888614	-0.000960081	-0.000905422
0.439883	9.47408	1.86528	3.79763	9.06551	2.9957		-0.000741268	-0.000893503	-0.00065743	-0.000943108	-0.000753703
0.439884	9.47711	1.86528	3.80058	9.0681	2.99779		-0.000846835	-0.000797096	-0.000883999	-0.000827242	-0.000684374
0.439884	9.48014	1.86528	3.80352	9.0707	2.99988		-0.000974782	-0.000720995	-0.000950861	-0.000851714	-0.000884479
0.439884	9.48317	1.86528	3.80646	9.07329	3.00198		-0.000813097	-0.00087496	-0.000903305	-0.000937593	-0.000782184
0.439885	9.48621	1.86528	3.8094	9.07588	3.00407		-0.000898137	-0.000855597	-0.000923407	-0.000901045	-0.000893473
0.439885	9.48924	1.86528	3.81235	9.07843	3.00616		-0.0011119	-0.000987387	-0.00098587	-0.000890357	-0.000827605
0.439886	9.49227	1.86528	3.81529	9.08085	3.00826		-0.000673147	-0.000809961	-0.000962257	-0.00075989	-0.000986691
0.439886	9.49531	1.86528	3.81823	9.08327	3.01035		-0.000844489	-0.000906141	-0.000993549	-0.0008262	-0.000738461
0.439887	9.49836	1.86528	3.82117	9.0857	3.01244		-0.000675415	-0.00077709	-0.000697186	-0.000570136	-0.00106097
0.439887	9.50141	1.86528	3.82411	9.08812	3.01454		-0.000809265	-0.000850682	-0.000794632	-0.0008737	-0.000847329
0.439888	9.50447	1.86528	3.82705	9.09054	3.01663		-0.000963164	-0.000969136	-0.000708311	-0.00101714	-0.000947261
0.439888	9.50752	1.86528	3.82989	9.09296	3.01872		-0.000728073	-0.00101102	-0.000921661	-0.000918713	-0.000812569
0.439889	9.51057	1.86528	3.83272	9.09538	3.02082		-0.000893198	-0.000930258	-0.000859426	-0.000829988	-0.000958807
0.439889	9.51362	1.86528	3.83555	9.09781	3.02289		-0.000775197	-0.000832394	-0.000943681	-0.000926796	-0.000752039
0.43989	9.51667	1.86528	3.83838	9.10023	3.02495		-0.000700176	-0.000854628	-0.000577498	-0.000687426	-0.000754944
0.439891	9.51972	1.86528	3.8412	9.10265	3.027		-0.00100737	-0.00102517	-0.000883816	-0.000869762	-0.000843318
0.439891	9.52277	1.86528	3.84403	9.10507	3.02906		-0.000878013	-0.000715421	-0.000811849	-0.000938848	-0.000757108
0.439892	9.52583	1.86528	3.84686	9.1075	3.03111		-0.000773566	-0.000611656	-0.00091496	-0.000666455	-0.000667873
0.439892	9.52887	1.86528	3.84969	9.10992	3.03317		-0.000851245	-0.000816186	-0.00085867	-0.000837406	-0.000915226
0.439893	9.5319	1.86528	3.85251	9.11234	3.03523		-0.000787255	-0.000672531	-0.00102788	-0.000591828	-0.000845962
0.439893	9.53493	1.86528	3.85534	9.1146	3.03728		-0.000972923	-0.000684872	-0.000890302	-0.000947171	-0.000814085
0.439894	9.53796	1.86528	3.85817	9.1168	3.03934		-0.00086048	-0.000920001	-0.000582842	-0.000819687	-0.000762087
0.439894	9.54099	1.86528	3.86098	9.11899	3.04139		-0.000724873	-0.000762796	-0.000772322	-0.000689684	-0.00101928
0.439895	9.54402	1.86528	3.86375	9.12118	3.04345		-0.000799246	-0.000884506	-0.00076775	-0.000885593	-0.000877602
0.439895	9.54705	1.86528	3.86653	9.12338	3.0455		-0.000621581	-0.000874224	-0.000836161	-0.000921096	-0.000689888
0.439896	9.55008	1.86528	3.8693	9.12557	3.04756		-0.000907125	-0.00077288	-0.000827154	-0.000954596	-0.000721345
0.439896	9.55311	1.86528	3.87208	9.12777	3.04961		-0.000941126	-0.00100534	-0.000753473	-0.000867785	-0.000801746
0.439897	9.55614	1.86528	3.87485	9.12996	3.05167		-0.000826966	-0.000860651	-0.00077104	-0.000627145	-0.000861511
0.439897	9.55917	1.86528	3.87763	9.13215	3.05372		-0.000715351	-0.000888424	-0.000807924	-0.000964366	-0.00093711
0.439898	9.56214	1.86528	3.8804	9.13435	3.05576		-0.000949676	-0.00102954	-0.000964046	-0.000842553	-0.000835086
0.439898	9.5651	1.86528	3.88318	9.13654	3.05778		-0.000953716	-0.000877835	-0.000820721	-0.000921423	-0.000701876
0.439899	9.56805	1.86528	3.88595	9.13873	3.05981		-0.000849649	-0.000826488	-0.000947825	-0.000861715	-0.000751297
0.4399	9.57101	1.86528	3.88873	9.14093	3.06184		-0.00107078	-0.000814514	-0.000911742	-0.000659629	-0.000791047
0.4399	9.57397	1.86528	3.8915	9.14312	3.06386		-0.000823255	-0.000886028	-0.000851598	-0.000891801	-0.000645941
0.439901	9.57692	1.86528	3.89425	9.14531	3.06589		-0.000931466	-0.000834469	-0.000894965	-0.000876468	-0.000704923
0.439901	9.57988	1.86528	3.89697	9.14751	3.06792		-0.000657998	-0.000696993	-0.000552399	-0.000866807	-0.000668765
0.439902	9.58284	1.86528	3.8997	9.14958	3.06994		-0.000734305	-0.000848056	-0.000723382	-0.000813398	-0.00106293
0.439902	9.58579	1.86528	3.90243	9.15157	3.07197		-0.000651577	-0.0008759	-0.000941087	-0.000941211	-0.00072527
0.439903	9.58875	1.86528	3.90516	9.15355	3.074		-0.000832544	-0.00101123	-0.000801496	-0.000651748	-0.000850998
0.439903	9.5917	1.86528	3.90788	9.15554	3.07602		-0.000700942	-0.000767579	-0.000786361	-0.000738023	-0.000684191
0.439904	9.5946	1.86528	3.91061	9.15752	3.07805		-0.000749469	-0.000630462	-0.000856935	-0.00109944	-0.000921557
0.439904	9.59748	1.86528	3.91334	9.1595	3.08008		-0.000937899	-0.000960547	-0.00107121	-0.000968063	-0.000900807
0.439905	9.60036	1.86528	3.91607	9.16149	3.0821		-0.000927674	-0.000754419	-0.000803423	-0.000785946	-0.000897335
0.439905	9.60324	1.86528	3.91879	9.16347	3.08413		-0.000827104	-0.000819266	-0.000808637	-0.000772987	-0.000801746
0.439906	9.60612	1.86528	3.92152	9.16545	3.08616		-0.000728358	-0.000753984	-0.000733379	-0.000815048	-0.0010881
0.439906	9.609	1.86528	3.92425	9.16744	3.08818		-0.000978614	-0.00111388	-0.0010794	-0.000807126	-0.000950494
0.439907	9.61189	1.86528	3.92694	9.16942	3.09012		-0.000862113	-0.000772002	-0.000800097	-0.000905976	-0.00102318
0.439907	9.61476	1.86528	3.92963	9.1714	3.09199		-0.00087652	-0.000819524	-0.00093288	-0.0007837	-0.00091174
0.439908	9.61765	1.86528	3.93231	9.17339	3.09386		-0.00106188	-0.000774587	-0.00085595	-0.000846844	-0.000820352
0.439908	9.62052	1.86528	3.935	9.17537	3.09573		-0.000829198	-0.000954538	-0.000640573	-0.00107166	-0.000704844
0.439909	9.6234	1.86528	3.93768	9.17736	3.0976		-0.000738635	-0.00098259	-0.00089954	-0.000952811	-0.00085033
0.439909	9.62627	1.86528	3.94036	9.17934	3.09946		-0.000801799	-0.000863557	-0.000738739	-0.00100139	-0.000891868
0.43991	9.62911	1.86528	3.94305	9.18132	3.10133		-0.0010906	-0.000897663	-0.000895375	-0.000885434	-0.000749274
0.43991	9.63195	1.86528	3.94573	9.18329	3.1032		-0.00090049	-0.000760504	-0.00083628	-0.000884626	-0.00093428
0.439911	9.63479	1.86528	3.94842	9.18512	3.10507		-0.000985796	-0.000774804	-0.00106809	-0.00091799	-0.00103587
0.439912	9.63763	1.86528	3.9511	9.18696	3.10694		-0.000936379	-0.000700994	-0.000819967	-0.000647971	-0.000677469
0.439912	9.64048	1.86528	3.95379	9.18879	3.10881		-0.000862207	-0.00100428	-0.000842598	-0.000850689	-0.000792552
0.439913	9.64332	1.86528	3.95647	9.19062	3.11068		-0.00103436	-0.00070318	-0.000908925	-0.000974652	-0.000849657
0.439913	9.64616	1.86528	3.95913	9.19245	3.11255		-0.000970017	-0.000883085	-0.000920695	-0.00110869	-0.0010221
0.439914	9.649	1.86528	3.96178	9.19428	3.11442		-0.00101338	-0.00100365	-0.000772885	-0.000756258	-0.000895649
0.439914	9.65184	1.86528	3.96443	9.19611	3.11629		-0.000939121	-0.00116748	-0.000832852	-0.00103447	-0.000703969
0.439915	9.65469	1.86528	3.96709	9.19794	3.11816		-0.000833327	-0.000894959	-0.000955914	-0.000842814	-0.000646338
0.439915	9.65752	1.86528	3.96974	9.19977	3.12003		-0.000875148	-0.000762204	-0.00073502	-0.000892955	-0.000770928
0.439916	9.66035	1.86528	3.97239	9.2016	3.1219		-0.000860782	-0.000959123	-0.00085286	-0.000812245	-0.00069421
0.439917	9.66317	1.86528	3.97504	9.20343	3.12377		-0.000964216	-0.000824382	-0.000787392	-0.000910633	-0.000713539
0.439917	9.66599	1.86528	3.97769	9.20527	3.12563		-0.00091616	-0.000583681	-0.000839209	-0.0010025	-0.000780222
0.439918	9.66882	1.86528	3.98034	9.2071	3.12733		-0.000697075	-0.000865563	-0.000794887	-0.000834459	-0.00063569
0.439918	9.67164	1.86528	3.98299	9.20893	3.12894		-0.000665811	-0.00092181	-0.000776086	-0.00077452	-0.000923355
0.439919	9.67446	1.86528	3.98564	9.21076	3.13054		-0.000833333	-0.000633517	-0.000715701	-0.000790617	-0.000746107
0.439919	9.67728	1.86528	3.9883	9.21259	3.13214		-0.000731108	-0.000876923	-0.000752136	-0.0010346	-0.000753327
0.43992	9.68011	1.86528	3.99097	9.21442	3.13374		-0.000768632	-0.000980098	-0.000670375	-0.000997558	-0.000751539
0.43992	9.68293	1.86528	3.99364	9.21625	3.13535		-0.000683841	-0.00107012	-0.000676212	-0.000899757	-0.000948977
0.439921	9.68575	1.86528	3.99632	9.21802	3.13695		-0.000869793	-0.00081258	-0.000814176	-0.000901625	-0.000752471
0.439921	9.68858	1.86528	3.99899	9.21974	3.13855		-0.000966406	-0.000922558	-0.000766091	-0.000963842	-0.000909434
0.439922	9.69138	1.86528	4.00167	9.22145	3.14015		-0.000986103	-0.0008467	-0.000752998	-0.00080109	-0.000739493
0.439923	9.69419	1.86528	4.00435	9.22317	3.14175		-0.000894712	-0.0010693	-0.000776832	-0.000731882	-0.00101431
0.439923	9.69699	1.86528	4.00703	9.22488	3.14336		-0.000797827	-0.000715744	-0.000949289	-0.000700345	-0.00108823
0.439924	9.69979	1.86528	4.00971	9.2266	3.14496		-0.000869391	-0.00092697	-0.00096774	-0.0011633	-0.000802469
0.439924	9.7026	1.86528	4.01239	9.22832	3.14656		-0.000744049	-0.000873572	-0.000735727	-0.000840114	-0.000776608
0.439925	9.7054	1.86528	4.01507	9.23003	3.14816		-0.000942596	-0.000812693	-0.000673573	-0.00092266	-0.000956232
0.439925	9.70821	1.86528	4.01775	9.23175	3.14976		-0.000789857	-0.000771542	-0.000768184	-0.000853444	-0.000727401
0.439926	9.71101	1.86528	4.02045	9.23347	3.15137		-0.00101876	-0.000709187	-0.000885972	-0.00075081	-0.000835778
0.439927	9.71381	1.86528	4.02322	9.23519	3.15297		-0.00100265	-0.000877702	-0.000849334	-0.000910358	-0.00102826
0.439927	9.71662	1.86528	4.02598	9.2369	3.15457		-0.000714608	-0.000864676	-0.00067729	-0.000676065	-0.000742496
0.439928	9.71942	1.86528	4.02875	9.23862	3.15617		-0.000719925	-0.000858794	-0.000832767	-0.000683166	-0.000909148
0.439928	9.72223	1.86528	4.03152	9.24034	3.15778		-0.000974589	-0.000833295	-0.000791961	-0.000703591	-0.000745883
0.439929	9.72503	1.86528	4.03428	9.24205	3.15938		-0.000974202	-0.000801953	-0.000803992	-0.000953934	-0.00106027
0.439929	9.72783	1.86528	4.03705	9.24377	3.16098		-0.000952536	-0.000940733	-0.00080259	-0.000964053	-0.000533662
0.43993	9.73064	1.86528	4.03981	9.24549	3.16247		-0.000751825	-0.000731087	-0.000875903	-0.00090633	-0.000741078
0.43993	9.73344	1.86528	4.04258	9.2472	3.16394		-0.000850455	-0.00100147	-0.000782786	-0.000748188	-0.000665153
0.439931	9.73625	1.86528	4.04534	9.24892	3.1654		-0.000982051	-0.000900452	-0.000910595	-0.000908752	-0.000774325
0.439931	9.73905	1.86528	4.04811	9.25062	3.16686		-0.000918618	-0.000790131	-0.000878548	-0.000591305	-0.00075816
0.439932	9.74185	1.86528	4.0509	9.2523	3.16833		-0.000825314	-0.000841823	-0.000802284	-0.000804715	-0.00107551
0.439933	9.74466	1.86528	4.05376	9.25398	3.16979		-0.000926236	-0.000771429	-0.000671862	-0.000783973	-0.000817533
0.439933	9.74746	1.86528	4.05663	9.25565	3.17126		-0.000950523	-0.000780657	-0.000628286	-0.000780929	-0.000745375
0.439934	9.75026	1.86528	4.05951	9.25733	3.17272		-0.00101724	-0.000825236	-0.000953714	-0.000861489	-0.000824174
0.439934	9.75307	1.86528	4.06238	9.25901	3.17418		-0.000902023	-0.000982403	-0.000509623	-0.000544853	-0.00106875
0.439935	9.75589	1.86528	4.06525	9.26069	3.17565		-0.00107728	-0.000645168	-0.00082796	-0.000817485	-0.000800551
0.439935	9.75871	1.86528	4.06812	9.26237	3.17711		-0.000843806	-0.000926313	-0.000799271	-0.000818077	-0.000839178
0.439936	9.76154	1.86528	4.07099	9.26405	3.17858		-0.000923304	-0.000766036	-0.000773797	-0.000907113	-0.00103088
0.439936	9.76436	1.86528	4.07386	9.26572	3.18004		-0.000709688	-0.000802566	-0.000733102	-0.000841091	-0.000849415
0.439937	9.76718	1.86528	4.07673	9.2674	3.1815		-0.000891227	-0.000880104	-0.000769911	-0.00098555	-0.000831509
0.439937	9.77001	1.86528	4.0796	9.26908	3.18297		-0.000762451	-0.00109669	-0.000682606	-0.000748277	-0.000932321
0.439938	9.77283	1.86528	4.08247	9.27076	3.18443		-0.000653053	-0.000850957	-0.000921713	-0.000826316	-0.000850949
0.439938	9.77565	1.86528	4.08535	9.27244	3.18589		-0.000719767	-0.000726362	-0.000962095	-0.000722163	-0.000844666
0.439939	9.77847	1.86528	4.08823	9.27412	3.18736		-0.000785809	-0.000796849	-0.000971674	-0.000692904	-0.000906878
0.439939	9.7813	1.86528	4.09111	9.27579	3.18882		-0.000953734	-0.000819621	-0.00089398	-0.000598767	-0.000763512
0.43994	9.78412	1.86528	4.09399	9.27747	3.19029		-0.000936264	-0.000896992	-0.000903155	-0.000957963	-0.000865983
0.43994	9.78693	1.86528	4.09687	9.27915	3.19175		-0.000846219	-0.000688969	-0.000952892	-0.000850889	-0.000889067
