lap3_7_samp	lap3_8_samp	lap3_9_samp	lap3_10_samp	lap3_11_samp	lap3_12_samp	rp1	cur3_8_samp	cur3_9_samp	cur3_10_samp	cur3_11_samp	cur3_12_samp
8.91949		8.58562			17.233			-0.000998602			-0.00079004
8.91949		8.58635			17.233			-0.000572842			-0.000928246
8.91949		8.58708			17.233			-0.000824788			-0.000723374
8.91949		8.5878			17.233			-0.000784807			-0.00080422
8.91949		8.58852			17.233			-0.000817062			-0.000867133
8.91949		8.58925			17.233			-0.000933574			-0.000796481
8.91949		8.58998			17.233			-0.000681579			-0.00086064
8.91949		8.59067			17.233			-0.00074629			-0.00056637
8.91949		8.59134			17.233			-0.000735148			-0.000901051
8.91949		8.592			17.233			-0.000911693			-0.00098152
8.91949		8.59267			17.233			-0.000897776			-0.00086194
8.91949		8.59334			17.233			-0.000996949			-0.00085368
8.91949		8.59401			17.233			-0.000776896			-0.000889366
8.91949		8.59467			17.233			-0.00108816			-0.000722177
8.91949		8.59534			17.233			-0.0010452			-0.000981087
8.91949		8.59601			17.233			-0.00085326			-0.000794614
8.91949		8.59668			17.233			-0.000945004			-0.000889266
8.91949		8.59734			17.233			-0.000947821			-0.000851848
8.91949		8.59801			17.233			-0.000774941			-0.000883984
8.91949		8.59868			17.233			-0.000812701			-0.000829778
8.91949		8.59935			17.233			-0.000910554			-0.000732936
8.91949		8.60001			17.233			-0.000777433			-0.000987118
8.91949		8.60068			17.233			-0.00098559			-0.000622327
8.91949		8.60135			17.233			-0.000730298			-0.00077217
8.91949		8.60202			17.233			-0.000771659			-0.000662576
8.91949		8.60268			17.233			-0.000971196			-0.000771449
8.91949		8.60335			17.233			-0.000908337			-0.000965324
8.91949		8.60402			17.233			-0.000905048			-0.00090495
8.91949		8.60469			17.233			-0.000930861			-0.000866248
8.91949		8.60535			17.233			-0.000818394			-0.00105101
8.91949		8.60602			17.233			-0.000747208			-0.000962696
8.91949		8.60669			17.233			-0.000785968			-0.0006723
8.91949		8.60736			17.233			-0.00102279			-0.000821341
8.91949		8.60803			17.233			-0.00109809			-0.000743085
8.91949		8.60869			17.233			-0.000928391			-0.00084603
8.91949		8.60936			17.233			-0.000824345			-0.000942032
8.91949		8.61003			17.233			-0.00110478			-0.000878038
8.91949		8.61069			17.233			-0.000783324			-0.000828664
8.91949		8.61136			17.233			-0.000772799			-0.000788949
8.91949		8.61203			17.233			-0.000839229			-0.000876961
8.91949		8.6127			17.233			-0.000740744			-0.000876313
8.91949		8.61336			17.233			-0.000808981			-0.000767059
8.91949		8.61403			17.233			-0.000881432			-0.000880128
8.91949		8.6147			17.233			-0.000897228			-0.000701916
8.91949		8.61537			17.233			-0.000794742			-0.000985006
8.91949		8.61604			17.233			-0.000962839			-0.00106729
8.91949		8.6167			17.233			-0.00101268			-0.000702389
8.91949		8.61737			17.233			-0.000745768			-0.000827384
8.91949		8.61804			17.233			-0.000668061			-0.000834515
8.91949		8.61871			17.233			-0.000917655			-0.000715207
8.91949		8.61937			17.233			-0.000900593			-0.000598053
8.91949		8.62004			17.233			-0.00100746			-0.000911557
8.91949		8.62071			17.233			-0.000960283			-0.000874681
8.91949		8.62137			17.233			-0.000806394			-0.00064765
8.91949		8.62204			17.233			-0.000778859			-0.000651633
8.91949		8.62271			17.233			-0.000743569			-0.000847832
8.91949		8.62338			17.233			-0.000804884			-0.000871478
8.91949		8.62405			17.233			-0.000921955			-0.000855791
8.91949		8.62471			17.233			-0.000814653			-0.000937817
8.91949		8.62538			17.233			-0.000802796			-0.000882871
8.91949		8.62605			17.233			-0.00082823			-0.000933793
8.91949		8.62672			17.233			-0.000721714			-0.00108847
8.91949		8.62739			17.233			-0.000824559			-0.000703296
8.91949		8.62805			17.233			-0.000804389			-0.000846101
8.91949		8.62872			17.233			-0.00064651			-0.000796376
8.91949		8.62939			17.233			-0.000675905			-0.00105895
8.91949		8.63005			17.233			-0.000871245			-0.000847509
8.91949		8.63072			17.233			-0.000805863			-0.00105343
8.91949		8.63139			17.233			-0.000939076			-0.000772733
8.91949		8.63206			17.233			-0.000917138			-0.000857188
8.91949		8.63272			17.233			-0.000758432			-0.000577965
8.91949		8.63339			17.233			-0.000842419			-0.000897859
8.91949		8.63406			17.233			-0.000608653			-0.000935766
8.91949		8.63473			17.233			-0.000971165			-0.000727754
8.91949		8.6354			17.233			-0.000892828			-0.000748074
8.91949		8.63606			17.233			-0.000789204			-0.00103689
8.91949		8.63673			17.233			-0.000837229			-0.000896638
8.91949		8.6374			17.233			-0.000930915			-0.00098422
8.91949		8.63807			17.233			-0.000947444			-0.000911366
8.91949		8.63873			17.233			-0.00109545			-0.000819481
8.91949		8.6394			17.233			-0.000728427			-0.00068654
8.91949		8.64007			17.233			-0.000792634			-0.000773167
8.91949		8.64074			17.233			-0.000746321			-0.00069293
8.91949		8.6414			17.233			-0.000939489			-0.00062818
8.91949		8.64207			17.233			-0.000859197			-0.000709708
8.91949		8.64274			17.233			-0.0009927			-0.000753871
8.91949		8.64341			17.233			-0.000930674			-0.000685778
8.91949		8.64407			17.233			-0.00074802			-0.000838737
8.91949		8.64474			17.233			-0.000952239			-0.000687034
8.91949		8.64541			17.233			-0.0007781			-0.00088936
8.91949		8.64608			17.233			-0.00078181			-0.000799679
8.91949		8.64674			17.233			-0.000758141			-0.000701797
8.91949		8.64741			17.233			-0.000960965			-0.000729165
8.91949		8.64808			17.233			-0.000924988			-0.00076545
8.91949		8.64875			17.233			-0.000954386			-0.00091515
8.91949		8.64942			17.233			-0.000802856			-0.000857138
8.91949		8.65008			17.233			-0.000850247			-0.000882032
8.91949		8.65075			17.233			-0.000924934			-0.00084882
8.91949		8.65142			17.233			-0.00102194			-0.00115228
8.91949		8.65208			17.233			-0.000811524			-0.000734146
8.91949		8.65275			17.233			-0.000825244			-0.00066199
8.91949		8.65342			17.233			-0.000776261			-0.000959231
8.91949		8.65409			17.233			-0.000963429			-0.000598373
8.91949		8.65476			17.233			-0.00104732			-0.000744579
8.91949		8.65542			17.233			-0.000806522			-0.000708256
8.91949		8.65609			17.233			-0.000819159			-0.000730555
8.91949		8.65676			17.233			-0.000454205			-0.000885089
8.91949		8.65704			17.233			-0.000926765			-0.000803616
8.91949		8.65704			17.233			-0.00100479			-0.00117149
8.91949		8.65704			17.233			-0.000918896			-0.00113024
8.91949		8.65704			17.233			-0.000953104			-0.00100094
8.91949		8.65704			17.233			-0.000971119			-0.00106313
8.91949		8.65704			17.233			-0.000714058			-0.000782815
8.91949		8.65704			17.233			-0.000913296			-0.000977455
8.91949		8.65704			17.233			-0.0010391			-0.000850134
8.91949		8.65704			17.233			-0.000653911			-0.000813525
8.91949		8.65704			17.233			-0.000891957			-0.000894877
8.91949		8.65704			17.233			-0.000732593			-0.000851281
8.91949		8.65704			17.233			-0.000846816			-0.00099139
8.91949		8.65704			17.233			-0.00096255			-0.000997902
8.91949		8.65704			17.233			-0.0008409			-0.000737517
8.91949		8.65704			17.233			-0.000679972			-0.00083537
8.91949		8.65704			17.233			-0.000823736			-0.000681571
8.91949		8.65704			17.233			-0.000809663			-0.000698897
8.91949		8.65704			17.233			-0.00103044			-0.000601194
8.91949		8.65704			17.233			-0.000723943			-0.000910106
8.91949		8.65704			17.233			-0.000708119			-0.000883779
8.91949		8.65704			17.233			-0.000763865			-0.000842953
8.91949		8.65704			17.233			-0.000912871			-0.000914561
8.91949		8.65704			17.233			-0.000968987			-0.000850189
8.91949		8.65704			17.233			-0.000960754			-0.000912769
8.91949		8.65704			17.233			-0.00087866			-0.000927148
8.91949		8.65704			17.233			-0.000783981			-0.000958624
8.91949		8.65704			17.233			-0.000900853			-0.0009495
8.91949		8.65704			17.233			-0.000650364			-0.000736884
8.91949		8.65704			17.233			-0.000796889			-0.000919449
8.91949		8.65704			17.233			-0.000909771			-0.000762873
8.91949		8.65704			17.233			-0.000607889			-0.000987881
8.91949		8.65704			17.233			-0.000891232			-0.000828983
8.91949		8.65704			17.233			-0.0009702			-0.000722649
8.91949		8.65704			17.233			-0.000831239			-0.00071425
8.91949		8.65704			17.233			-0.000868847			-0.000803973
8.91949		8.65704			17.233			-0.000850718			-0.000952487
8.91949		8.65704			17.233			-0.000842136			-0.00101506
8.91949		8.65704			17.233			-0.00101624			-0.000571598
8.91949		8.65704			17.233			-0.000847897			-0.000735177
8.91949		8.65704			17.233			-0.00093288			-0.000650074
8.91949		8.65704			17.233			-0.00102879			-0.000841746
8.91949		8.65704			17.233			-0.000654616			-0.000811743
8.91949		8.65704			17.233			-0.000805785			-0.000716121
8.91949		8.65704			17.233			-0.000916344			-0.000627353
8.91949		8.65704			17.233			-0.00100782			-0.000787892
8.91949		8.65704			17.233			-0.000874749			-0.000956834
8.91949		8.65704			17.233			-0.000874777			-0.00103598
8.91949		8.65704			17.233			-0.00073958			-0.00069891
8.91949		8.65704			17.233			-0.000869833			-0.00104955
8.91949		8.65704			17.233			-0.000894361			-0.000788704
8.91949		8.65704			17.233			-0.000803707			-0.000869178
8.91949		8.65704			17.233			-0.000747019			-0.00078697
8.91949		8.65704			17.233			-0.000879657			-0.000870713
8.91949		8.65704			17.233			-0.00079416			-0.000748676
8.91949		8.65704			17.233			-0.000778047			-0.000625367
8.91949		8.65704			17.233			-0.000839812			-0.00103844
8.91949		8.65704			17.233			-0.000966006			-0.000963873
8.91949		8.65704			17.233			-0.000680419			-0.00100693
8.91949		8.65704			17.233			-0.000843761			-0.000871795
8.91949		8.65704			17.233			-0.00085497			-0.000760191
8.91949		8.65704			17.233			-0.000804001			-0.00077562
8.91949		8.65704			17.233			-0.000940136			-0.000671295
8.91949		8.65704			17.233			-0.00106204			-0.000709039
8.91949		8.65704			17.233			-0.000771902			-0.00077489
8.91949		8.65704			17.233			-0.000768311			-0.00091942
8.91949		8.65704			17.233			-0.000856947			-0.00103061
8.91949		8.65704			17.233			-0.000787102			-0.000947405
8.91949		8.65704			17.233			-0.000917267			-0.000741534
8.91949		8.65704			17.233			-0.00104229			-0.000945158
8.91949		8.65704			17.233			-0.000989518			-0.000823708
8.91949		8.65704			17.233			-0.000770133			-0.000900027
8.91949		8.65704			17.233			-0.000798577			-0.000686039
8.91949		8.65704			17.233			-0.000962618			-0.000830897
8.91949		8.65704			17.233			-0.000874089			-0.000770187
8.91949		8.65704			17.233			-0.000891708			-0.000851649
8.91949		8.65704			17.233			-0.00097831			-0.000752547
8.91949		8.65704			17.233			-0.000536399			-0.000788006
8.91949		8.65704			17.233			-0.00078743			-0.00102075
8.91949		8.65704			17.233			-0.00074076			-0.000901446
8.91949		8.65704			17.233			-0.00103113			-0.000767373
8.91949		8.65704			17.233			-0.000767681			-0.000844699
8.91949		8.65704			17.233			-0.00087268			-0.000843127
8.91949		8.65704			17.233			-0.000947584			-0.000757549
8.91949		8.65704			17.233			-0.00102579			-0.000712252
8.91949		8.65704			17.233			-0.00086589			-0.000829596
8.91949		8.65704			17.233			-0.000851068			-0.00104662
8.91949		8.65704			17.233			-0.00105214			-0.000890049
8.91949		8.65704			17.233			-0.000844346			-0.000758234
8.91949		8.65704			17.233			-0.00103162			-0.000739953
8.91949		8.65704			17.233			-0.000885967			-0.000721782
8.91949		8.65704			17.233			-0.000891095			-0.00088602
8.91949		8.65704			17.233			-0.000887165			-0.000838484
8.91949		8.65704			17.233			-0.000831595			-0.000607957
8.91949		8.65704			17.233			-0.000855166			-0.000648523
8.91949		8.65704			17.233			-0.000912154			-0.000749936
8.91949		8.65704			17.233			-0.000804344			-0.000781308
8.91949		8.65704			17.233			-0.000908554			-0.000735833
8.91949		8.65704			17.233			-0.00083498			-0.000866995
8.91949		8.65704			17.233			-0.000969071			-0.000692248
8.91949		8.65704			17.233			-0.000898886			-0.000656087
8.91949		8.65704			17.233			-0.000847194			-0.000721574
8.91949		8.65704			17.233			-0.00104787			-0.000785886
8.91949		8.65704			17.233			-0.000850437			-0.000953981
8.91949		8.65704			17.233			-0.00074186			-0.000924753
8.91949		8.65704			17.233			-0.000938241			-0.000638715
8.91949		8.65704			17.233			-0.000630476			-0.000975154
8.91949		8.65704			17.233			-0.000941628			-0.00114059
8.91949		8.65704			17.233			-0.000800385			-0.000898205
8.91949		8.65704			17.233			-0.00107174			-0.00115542
8.91949		8.65704			17.233			-0.000777407			-0.000742223
8.91949		8.65704			17.233			-0.00105017			-0.000809952
8.91949		8.65704			17.233			-0.00111041			-0.000826087
8.91949		8.65704			17.233			-0.000846977			-0.000891354
8.91949		8.65704			17.233			-0.000858515			-0.000728683
8.91949		8.65704			17.233			-0.00105942			-0.000850679
8.91949		8.65704			17.233			-0.000691735			-0.000653116
8.91949		8.65704			17.233			-0.000779376			-0.00078211
8.91949		8.65704			17.233			-0.000793605			-0.000773991
8.91949		8.65704			17.233			-0.000650707			-0.000731809
8.91949		8.65704			17.233			-0.000749031			-0.000791956
8.91949		8.65704			17.233			-0.000815683			-0.000894922
8.91949		8.65704			17.233			-0.000761827			-0.000828889
8.91949		8.65704			17.233			-0.000819809			-0.000899867
8.91949		8.65704			17.233			-0.000822753			-0.000748641
8.91949		8.65704			17.233			-0.000911489			-0.000674077
8.91949		8.65704			17.233			-0.00093433			-0.00077331
8.91949		8.65704			17.233			-0.000712069			-0.000922582
8.91949		8.65704			17.233			-0.000726364			-0.000742328
8.91949		8.65704			17.233			-0.000858302			-0.00091883
8.91949		8.65704			17.233			-0.000822992			-0.000788226
8.91949		8.65704			17.233			-0.00103499			-0.000716609
8.91949		8.65704			17.233			-0.000620292			-0.000696185
8.91949		8.65704			17.233			-0.000790163			-0.000468302
8.91949		8.65704			17.233			-0.00075007			-0.000911149
8.91949		8.65704			17.233			-0.000904947			-0.000866422
8.91949		8.65704			17.233			-0.000805839			-0.000823191
8.91949		8.65704			17.233			-0.000692202			-0.000977496
8.91949		8.65704			17.233			-0.000670276			-0.000851135
8.91949		8.65704			17.233			-0.000801785			-0.000966145
8.91949		8.65704			17.233			-0.000905391			-0.000810676
8.91949		8.65704			17.233			-0.000775175			-0.000719151
8.91949		8.65704			17.233			-0.000826695			-0.000722726
8.91949		8.65704			17.233			-0.000812521			-0.000972831
8.91949		8.65704			17.233			-0.000864794			-0.000789824
8.91949		8.65704			17.233			-0.000806572			-0.000942926
8.91949		8.65704			17.233			-0.00086601			-0.000666733
8.91949		8.65704			17.233			-0.00108675			-0.000725493
8.91949		8.65704			17.233			-0.000925259			-0.000877348
8.91949		8.65704			17.233			-0.000806407			-0.000809298
8.91949		8.65704			17.233			-0.000741924			-0.000843306
8.91949		8.65704			17.233			-0.00104546			-0.000968759
8.91949		8.65704			17.233			-0.000929194			-0.000701244
8.91949		8.65704			17.233			-0.0007346			-0.000772849
8.91949		8.65704			17.233			-0.000817363			-0.000957017
8.91949		8.65704			17.233			-0.000917188			-0.000627373
8.91949		8.65704			17.233			-0.000793223			-0.000985509
8.91949		8.65704			17.233			-0.000921708			-0.000869871
8.91949		8.65704			17.233			-0.00109697			-0.000895934
8.91949		8.65704			17.233			-0.00085364			-0.00068355
8.91949		8.65704			17.233			-0.00113958			-0.000866196
8.91949		8.65704			17.233			-0.000751854			-0.000842752
8.91949		8.65704			17.233			-0.00102983			-0.000840893
8.91949		8.65704			17.233			-0.000932261			-0.000892098
8.91949		8.65704			17.233			-0.000842712			-0.000802269
8.91949		8.65704			17.233			-0.000798346			-0.000755118
8.91949		8.65704			17.233			-0.000901757			-0.000979225
8.91949		8.65704			17.233			-0.00071228			-0.000697807
8.91949		8.65704			17.233			-0.000901617			-0.00090887
8.91949		8.65704			17.233			-0.00085903			-0.000827157
8.91949		8.65704			17.233			-0.000726437			-0.000686594
8.91949		8.65704			17.233			-0.000847858			-0.00100562
8.91949		8.65704			17.233			-0.000975109			-0.00084724
8.91949		8.65704			17.233			-0.000809967			-0.000821519
8.91949		8.65704			17.233			-0.000903052			-0.000760964
8.91949		8.65704			17.233			-0.00104177			-0.00098298
8.91949		8.65704			17.233			-0.000820926			-0.00104748
8.91949		8.65704			17.233			-0.000851554			-0.000944848
8.91949		8.65704			17.233			-0.000933262			-0.000806154
8.91949		8.65704			17.233			-0.000984075			-0.000752883
8.91949		8.65704			17.233			-0.000890469			-0.000949888
8.91949		8.65704			17.233			-0.00108216			-0.000644136
8.91949		8.65704			17.233			-0.00065223			-0.000614924
8.91949		8.65704			17.233			-0.000998868			-0.000967777
8.91949		8.65704			17.233			-0.000819272			-0.000813996
8.91949		8.65704			17.233			-0.000913819			-0.000971221
8.91949		8.65704			17.233			-0.000745013			-0.000933915
8.91949		8.65704			17.233			-0.000835924			-0.000993524
8.91949		8.65704			17.233			-0.000742657			-0.00073362
8.91949		8.65704			17.233			-0.000911518			-0.000828742
8.91949		8.65704			17.233			-0.000930299			-0.000798246
8.91949		8.65704			17.233			-0.000940469			-0.000625258
8.91949		8.65704			17.233			-0.00102733			-0.000745695
8.91949		8.65704			17.233			-0.000806393			-0.000724261
8.91949		8.65704			17.233			-0.000815418			-0.000843922
8.91949		8.65704			17.233			-0.000962118			-0.000892398
8.91949		8.65704			17.233			-0.000926293			-0.000838353
8.91949		8.65704			17.233			-0.000981572			-0.000671339
8.91949		8.65704			17.233			-0.000991325			-0.000789262
8.91949		8.65704			17.233			-0.00073714			-0.000705889
8.91949		8.65704			17.233			-0.000684388			-0.000684558
8.91949		8.65704			17.233			-0.000825166			-0.000720093
8.91949		8.65704			17.233			-0.000905373			-0.000835152
8.91949		8.65704			17.233			-0.000890676			-0.000866294
8.91949		8.65704			17.233			-0.000813728			-0.000895381
8.91949		8.65704			17.233			-0.000929937			-0.000828932
8.91949		8.65704			17.233			-0.00093227			-0.00101866
8.91949		8.65704			17.233			-0.000871831			-0.000747806
8.91949		8.65704			17.233			-0.000803922			-0.000832342
8.91949		8.65704			17.233			-0.000818412			-0.000691497
8.91949		8.65704			17.233			-0.000836639			-0.00100956
8.91949		8.65704			17.233			-0.000894939			-0.000828246
8.91949		8.65704			17.233			-0.000597202			-0.00103151
8.91949		8.65704			17.233			-0.000811289			-0.000811125
8.91949		8.65704			17.233			-0.000896932			-0.00101908
8.91949		8.65704			17.233			-0.000894491			-0.000635794
8.91949		8.65704			17.233			-0.000700105			-0.000924567
8.91949		8.65704			17.233			-0.00084162			-0.000798101
8.91949		8.65704			17.233			-0.000637248			-0.00082093
8.91949		8.65704			17.233			-0.000790259			-0.00091037
8.91949		8.65704			17.233			-0.000872348			-0.000809952
8.91949		8.65704			17.233			-0.000521735			-0.000820114
8.91949		8.65704			17.233			-0.000952043			-0.000700189
8.91949		8.65704			17.233			-0.000884159			-0.00105656
8.91949		8.65704			17.233			-0.000990991			-0.00087383
8.91949		8.65704			17.233			-0.000699026			-0.000796708
8.91949		8.65704			17.233			-0.000944979			-0.000702999
8.91949		8.65704			17.233			-0.000849844			-0.000860195
8.91949		8.65704			17.233			-0.00103484			-0.000875884
8.91949		8.65704			17.233			-0.000818147			-0.000809715
8.91949		8.65704			17.233			-0.00085777			-0.000709706
8.91949		8.65704			17.233			-0.00104788			-0.000705778
8.91949		8.65704			17.233			-0.000825924			-0.000908611
8.91949		8.65704			17.233			-0.000860994			-0.000629808
8.91949		8.65704			17.233			-0.000736651			-0.000597112
8.91949		8.65704			17.233			-0.00081445			-0.000782898
8.91949		8.65704			17.233			-0.00092986			-0.000881109
8.91949		8.65704			17.233			-0.000744396			-0.000834126
8.91949		8.65704			17.233			-0.000867491			-0.000898087
8.91949		8.65704			17.233			-0.000827383			-0.00100488
8.91949		8.65704			17.233			-0.00060126			-0.00104027
8.91949		8.65704			17.233			-0.000707288			-0.0010863
8.91949		8.65704			17.233			-0.00109004			-0.000846313
8.91949		8.65704			17.233			-0.00075552			-0.000857647
8.91949		8.65704			17.233			-0.000838922			-0.000935648
8.91949		8.65704			17.233			-0.000823461			-0.000784607
8.91949		8.65704			17.233			-0.00103148			-0.00081528
8.91949		8.65704			17.233			-0.000761138			-0.000951325
8.91949		8.65704			17.233			-0.000669639			-0.000965404
8.91949		8.65704			17.233			-0.000984759			-0.000809494
8.91949		8.65704			17.233			-0.000704561			-0.000545654
8.91949		8.65704			17.233			-0.000824678			-0.000894376
8.91949		8.65704			17.233			-0.000801652			-0.000811428
8.91949		8.65704			17.233			-0.000908795			-0.000846696
8.91949		8.65704			17.233			-0.000917124			-0.000811027
8.91949		8.65704			17.233			-0.00100866			-0.000983916
8.91949		8.65704			17.233			-0.00110735			-0.00100817
8.91949		8.65704			17.233			-0.000911831			-0.000822569
8.91949		8.65704			17.233			-0.000822382			-0.000988518
8.91949		8.65704			17.233			-0.000986926			-0.000923457
8.91949		8.65704			17.233			-0.000930444			-0.000656257
8.91949		8.65704			17.233			-0.00078866			-0.000617178
8.91949		8.65704			17.233			-0.000908763			-0.000825012
8.91949		8.65704			17.233			-0.000741879			-0.000582254
8.91949		8.65704			17.233			-0.000981429			-0.000764055
8.91949		8.65704			17.233			-0.000997001			-0.000811083
8.91949		8.65704			17.233			-0.000868806			-0.000676199
8.91949		8.65704			17.233			-0.000759788			-0.000828415
8.91949		8.65704			17.233			-0.000853934			-0.000866547
8.91949		8.65704			17.233			-0.000723811			-0.000724115
8.91949		8.65704			17.233			-0.000798161			-0.000876654
8.91949		8.65704			17.233			-0.000955306			-0.000740989
8.91949		8.65704			17.233			-0.000698597			-0.000794821
8.91949		8.65704			17.233			-0.000603329			-0.000961209
8.91949		8.65704			17.233			-0.000783409			-0.000805758
8.91949		8.65704			17.233			-0.000917835			-0.000992506
8.91949		8.65704			17.233			-0.000965863			-0.000914209
8.91949		8.65704			17.233			-0.000854335			-0.000874594
8.91949		8.65704			17.233			-0.000713295			-0.000587053
8.91949		8.65704			17.233			-0.000985916			-0.00100735
8.91949		8.65704			17.233			-0.000930985			-0.00074998
8.91949		8.65704			17.233			-0.000837949			-0.000773606
8.91949		8.65704			17.233			-0.000840381			-0.000813663
8.91949		8.65704			17.233			-0.000910216			-0.000900823
8.91949		8.65704			17.233			-0.000840286			-0.000603911
8.91949		8.65704			17.233			-0.000761381			-0.000854068
8.91949		8.65704			17.233			-0.00107605			-0.000853718
8.91949		8.65704			17.233			-0.000781461			-0.000767701
8.91949		8.65704			17.233			-0.000810916			-0.000719664
8.91949		8.65704			17.233			-0.00103529			-0.000970829
8.91949		8.65704			17.233			-0.000991281			-0.000916928
8.91949		8.65704			17.233			-0.000807043			-0.000713469
8.91949		8.65709			17.233			-0.000866201			-0.000846906
8.91949		8.65768			17.233			-0.000852933			-0.00102387
8.91949		8.65831			17.233			-0.00101428			-0.000766532
8.91949		8.65894			17.233			-0.000462512			-0.000631723
8.91949		8.65957			17.233			-0.000756577			-0.000666025
8.91949		8.6602			17.233			-0.000826546			-0.000659673
8.91949		8.66083			17.233			-0.000820171			-0.000857256
8.91949		8.66146			17.233			-0.000869454			-0.000867728
8.91949		8.66209			17.233			-0.00102988			-0.000687803
8.91949		8.66271			17.233			-0.000942285			-0.000841015
8.91949		8.66335			17.233			-0.000729266			-0.000646738
8.91949		8.66397			17.233			-0.00087507			-0.000929675
8.91949		8.6646			17.233			-0.000745251			-0.000710261
8.91949		8.66523			17.233			-0.000936799			-0.00089818
8.91949		8.66586			17.233			-0.000932357			-0.000570034
8.91949		8.66649			17.233			-0.000829571			-0.00078851
8.91949		8.66712			17.233			-0.000959919			-0.000945671
8.91949		8.66775			17.233			-0.00083189			-0.000909126
8.91949		8.66838			17.233			-0.000858986			-0.000815882
8.91949		8.66901			17.233			-0.000831836			-0.000868602
8.91949		8.66964			17.233			-0.00068353			-0.000920529
8.91949		8.67027			17.233			-0.000776082			-0.000840946
8.91949		8.6709			17.233			-0.000723002			-0.000807984
8.91949		8.67153			17.233			-0.000874418			-0.00099087
8.91949		8.67216			17.233			-0.00105598			-0.000863548
8.91949		8.67279			17.233			-0.000799421			-0.000583715
8.91949		8.67342			17.233			-0.000870601			-0.000771817
8.91949		8.67405			17.233			-0.000830939			-0.000844559
8.91949		8.67467			17.233			-0.000852222			-0.000885597
8.91949		8.6753			17.233			-0.00101029			-0.000864714
8.91949		8.67593			17.233			-0.000800658			-0.000960276
8.91949		8.67656			17.233			-0.000919839			-0.000843506
8.91949		8.67719			17.233			-0.000724833			-0.000681422
8.91949		8.67782			17.233			-0.000882155			-0.000792731
8.91949		8.67845			17.233			-0.000983278			-0.000872394
8.91949		8.67908			17.233			-0.000844528			-0.000844703
8.91949		8.67971			17.233			-0.0011169			-0.000617016
8.91949		8.68034			17.233			-0.000817152			-0.000821393
8.91949		8.68097			17.233			-0.000953621			-0.000679466
8.91949		8.6816			17.233			-0.000633898			-0.000726437
8.91949		8.68223			17.233			-0.000722622			-0.000815788
8.91949		8.68286			17.233			-0.000808891			-0.000784156
8.91949		8.68349			17.233			-0.000892811			-0.000883121
8.91949		8.68412			17.233			-0.000865531			-0.000670955
8.91949		8.68475			17.233			-0.00095371			-0.000905445
8.91949		8.68537			17.233			-0.0008814			-0.000726394
8.91949		8.68605			17.233			-0.000774193			-0.000716768
8.91949		8.68675			17.233			-0.000861528			-0.000742315
8.91949		8.68746			17.233			-0.00069169			-0.000830072
8.91949		8.68817			17.233			-0.000953463			-0.00106354
8.91949		8.68887			17.233			-0.000902634			-0.000879372
8.91949		8.68958			17.233			-0.00127429			-0.000799256
8.91949		8.69028			17.233			-0.000830082			-0.000725858
8.91949		8.69099			17.233			-0.000843504			-0.000774735
8.91949		8.69169			17.233			-0.000837086			-0.000688582
8.91949		8.6924			17.233			-0.000930512			-0.000935448
8.91949		8.69311			17.233			-0.000860264			-0.000680466
8.91949		8.69381			17.233			-0.000695855			-0.000510747
8.91949		8.69452			17.233			-0.000759477			-0.000783235
8.91949		8.69522			17.233			-0.00077696			-0.000605222
8.91949		8.69593			17.233			-0.000968912			-0.00091916
8.91949		8.69663			17.233			-0.000610331			-0.000742633
8.91949		8.69734			17.233			-0.000823661			-0.000934186
8.91949		8.69805			17.233			-0.000943334			-0.000775411
8.91949		8.69875			17.233			-0.000938268			-0.000827499
8.91949		8.69946			17.233			-0.000871339			-0.000790131
8.91949		8.70016			17.233			-0.000823161			-0.000755715
8.91949		8.70087			17.233			-0.000899121			-0.000939778
8.91949		8.70157			17.233			-0.000755084			-0.000723223
8.91949		8.70228			17.233			-0.000852372			-0.000910897
8.91949		8.70299			17.233			-0.000828314			-0.000905632
8.91949		8.70369			17.233			-0.000888791			-0.000637578
8.91949		8.7044			17.233			-0.00100261			-0.000859993
8.91949		8.7051			17.233			-0.000942714			-0.000830631
8.91949		8.70581			17.233			-0.00073836			-0.000812344
8.91949		8.70651			17.233			-0.000977935			-0.000740807
8.91949		8.70722			17.233			-0.000924161			-0.000967514
8.91949		8.70793			17.233			-0.000835561			-0.000935661
8.91949		8.70863			17.233			-0.000988413			-0.000936721
8.91949		8.70934			17.233			-0.000710971			-0.000932254
8.91949		8.71004			17.233			-0.000787878			-0.0007458
8.91949		8.71075			17.233			-0.000952634			-0.000644948
8.91949		8.71145			17.233			-0.00112877			-0.000872594
8.91949		8.71216			17.233			-0.000953498			-0.00088223
8.91949		8.71287			17.233			-0.0010312			-0.000770562
8.91949		8.71357			17.233			-0.000969574			-0.000909372
8.91949		8.71428			17.233			-0.000834512			-0.000737602
8.91949		8.71498			17.233			-0.000712463			-0.000818027
8.91949		8.71569			17.233			-0.000678225			-0.000715453
8.91949		8.71639			17.233			-0.000885013			-0.00067179
8.91949		8.7171			17.233			-0.000847633			-0.000700816
8.91949		8.71781			17.233			-0.000670016			-0.000929865
8.91949		8.71851			17.233			-0.000850388			-0.000932212
8.91949		8.71922			17.233			-0.000943363			-0.000944769
8.91949		8.71992			17.233			-0.000787008			-0.000767502
8.91949		8.72063			17.233			-0.000799971			-0.000745933
8.91949		8.72133			17.233			-0.000797713			-0.000882468
8.91949		8.72204			17.233			-0.000659446			-0.000960247
