lap1_27_samp	lap1_28_samp	lap1_29_samp	cur1_27_samp	cur1_28_samp	cur1_29_samp	rp1111
0.0959557	0.0855891	0.0822761	1.2151e-05	0.000310977	0.000179761	0.00201695
0.0988397	0.0880798	0.0847737	0.000144534	0.0001631	0.000279802	0.00195044
0.101724	0.0905704	0.0872714	0.000208406	0.000178252	0.000187416	0.0017653
0.104608	0.093061	0.0897691	0.000234925	0.000229206	0.000233393	0.00193699
0.107492	0.0955517	0.0922669	0.000137299	0.000172336	0.00034333	0.00126526
0.110376	0.0980422	0.0947645	0.000191069	0.000361991	0.00035282	0.00158542
0.11326	0.100533	0.0972622	0.00012033	0.000181629	0.000383063	0.00157925
0.116161	0.103024	0.09976	0.000127437	0.000232705	0.00022341	0.00241633
0.119069	0.105464	0.102258	0.000210916	0.000175375	0.000220789	0.00262651
0.121976	0.107876	0.10474	0.000360116	0.000207146	0.0001765	0.00231333
0.124885	0.110289	0.107211	0.000292875	0.000126938	0.00019563	0.00240132
0.127793	0.112701	0.109682	0.000358247	0.000342032	0.000211614	0.00296156
0.1307	0.115113	0.112154	0.000213682	0.000128793	0.000173632	0.00342278
0.133609	0.117525	0.114625	0.000184345	0.000160345	0.000210147	0.00341937
0.136516	0.119937	0.117096	0.000272973	0.000326071	0.000221349	0.00329594
0.139424	0.122349	0.119568	0.000410577	0.000301431	0.000258996	0.00316908
0.142332	0.124762	0.122039	0.000188648	0.000268029	7.64017e-05	0.00299052
0.145241	0.127174	0.124511	0.000217616	0.000228145	0.00019431	0.0032592
0.148184	0.129586	0.126982	5.21404e-05	0.000303613	0.000255638	0.00326289
0.151134	0.131998	0.129453	0.000398001	0.000151415	0.000245261	0.00362311
0.154085	0.134411	0.131925	0.00015521	0.000155681	0.000291699	0.00371711
0.157035	0.136816	0.134396	0.000320337	0.000412193	0.000270907	0.00419265
0.159985	0.139203	0.136864	0.000182176	0.000302175	0.000173238	0.00487081
0.162935	0.141591	0.13933	0.000261487	0.000252826	0.000203564	0.00592665
0.165885	0.143978	0.141796	0.000199123	0.000129386	0.000119221	0.00624677
0.168835	0.146366	0.144262	0.000113111	0.00026106	0.000340001	0.00653546
0.171785	0.148753	0.146728	7.28315e-05	0.000185786	0.000220038	0.00651649
0.174735	0.151141	0.149194	0.000207842	0.000153965	0.000273035	0.00622889
0.177688	0.153528	0.15166	0.000178166	0.000286735	0.000156086	0.00647219
0.180657	0.155916	0.154126	0.000158025	0.000210912	1.41299e-05	0.00593919
0.183627	0.158303	0.156592	0.000224178	0.000182848	7.14115e-05	0.00597211
0.186597	0.160691	0.159058	0.000167581	0.000290293	0.000239941	0.00580508
0.189567	0.163078	0.161524	0.000453533	0.000116651	0.000116917	0.00531039
0.192537	0.165465	0.16399	0.000226522	0.000233993	0.000219352	0.00504345
0.195507	0.167853	0.166456	0.000228123	0.000146354	0.000343741	0.00457637
0.198477	0.170227	0.168918	0.000200964	0.000279255	0.000138602	0.00404775
0.201447	0.172597	0.171377	0.000188806	0.000268518	7.29567e-05	0.00386425
0.204417	0.174966	0.173836	0.000300836	0.000132757	0.000284136	0.0032027
0.207387	0.177336	0.176296	0.00014843	0.000245871	0.000181135	0.00336124
0.210354	0.179706	0.178755	0.000159363	0.000147754	7.16967e-05	0.0025289
0.213313	0.182076	0.181214	0.000338746	0.000243047	0.000233056	0.00219884
0.216272	0.184446	0.183673	0.000222786	0.00015228	0.000162007	0.00233743
0.219231	0.186816	0.186132	0.000213246	0.000171938	0.000154682	0.0026583
0.22219	0.189186	0.188592	0.000287008	0.000212673	0.000199792	0.00285661
0.225149	0.191556	0.191051	0.000149761	0.000284949	0.000161983	0.00299203
0.228108	0.193926	0.19351	0.000295796	0.000333611	0.000135423	0.00261944
0.231067	0.196296	0.195969	0.000160039	0.00020352	0.0001901	0.00258598
0.234026	0.198666	0.198428	0.000249862	0.000202481	0.000159728	0.00201712
0.236985	0.201032	0.200882	0.000193853	0.000202452	0.00012976	0.00156105
0.239944	0.203386	0.203332	0.000183975	0.000317943	0.00014973	0.00168806
0.242894	0.20574	0.205782	0.000187321	0.000300918	4.35623e-05	0.00164511
0.245832	0.208093	0.208232	0.000197207	0.000238388	0.000223545	0.00125103
0.24877	0.210447	0.210682	0.000332824	0.000173305	0.000103722	0.000924535
0.251708	0.212801	0.213132	0.000300502	0.00012685	8.50023e-05	0.000570793
0.254646	0.215155	0.215582	0.000195903	0.00039825	0.000196227	0.000394732
0.257584	0.217509	0.218032	0.000144203	7.98636e-05	0.000149209	0.000702843
0.260522	0.219862	0.220483	0.000229765	0.000200581	0.000188616	0.000212435
0.26346	0.222216	0.222933	0.000239552	0.000302668	0.000290793	0.000169501
0.266399	0.22457	0.225383	0.000213229	0.000116973	0.000330338	0.0009376
0.269337	0.226924	0.227833	0.000158064	0.000249328	0.000278912	0.00146795
0.272274	0.229278	0.230284	0.000206534	6.96403e-05	0.000220922	0.00123417
0.2752	0.231631	0.232769	0.000151585	0.000257865	0.000204445	0.000654623
0.278113	0.233967	0.235263	0.000292154	0.000312289	0.000339591	9.88729e-05
0.281027	0.236277	0.237757	0.000321063	0.000303968	7.16806e-05	-0.000582069
0.28394	0.238587	0.240251	0.00018733	0.000247727	0.000171139	-0.000557374
0.286853	0.240898	0.242745	0.000237657	0.000275754	0.000210469	-0.000233263
0.289766	0.243208	0.245238	0.000259879	0.000209597	0.00020107	0.000310734
0.292679	0.245518	0.247732	0.0001089	0.000293828	0.000290828	
0.295592	0.247828	0.250226	0.000355484	0.000189729	0.000171435	
0.298505	0.250138	0.25272	0.000203425	0.000377898	0.000136699	
0.301418	0.252448	0.255213	0.0001501	0.00019344	0.00013478	
0.304331	0.254759	0.257707	0.00019952	0.000170325	0.000106954	
0.307237	0.257069	0.260201	0.000205875	0.000119449	0.000159206	
0.310132	0.259379	0.262724	0.000340233	0.000346251	0.000224535	
0.313028	0.26169	0.265294	0.000309444	0.000147698	5.98221e-05	
0.315923	0.264	0.267864	0.000250655	0.000169324	0.000377488	
0.318819	0.266296	0.270434	0.000362527	0.000158432	0.000314125	
0.321714	0.268563	0.273004	0.000293117	0.000119312	0.000193762	
0.32461	0.27083	0.275574	0.000179955	0.000168689	0.000284369	
0.327505	0.273097	0.278144	0.000288614	0.000261135	0.000243002	
0.330401	0.275364	0.280714	0.000264259	0.000226767	0.000367357	
0.333296	0.277631	0.283284	0.000232892	0.000147233	0.000317106	
0.336192	0.279898	0.285854	0.000363757	0.000269569	0.000108145	
0.339078	0.282165	0.288425	0.000279397	0.000251175	0.000245516	
0.341943	0.284433	0.290995	0.000253692	0.000178597	0.000310002	
0.344809	0.2867	0.293611	0.000230766	0.000234221	0.000313644	
0.347675	0.288967	0.296284	0.00021197	0.000333793	4.20011e-06	
0.35054	0.291234	0.298957	0.000142262	0.000175372	0.000261665	
0.353406	0.293501	0.30163	0.00020837	8.63569e-05	0.000127744	
0.356272	0.295768	0.304304	0.000168025	0.000163667	0.000180206	
0.359138	0.298032	0.306977	0.000109653	0.000429367	0.000105071	
0.362003	0.300269	0.30965	0.000124294	0.000216564	0.000336313	
0.364869	0.302505	0.312323	0.000164164	0.00014777	0.000299868	
0.367735	0.304741	0.314996	0.000218441	0.00018421	0.000151315	
0.370598	0.306976	0.31767	0.000148384	4.30221e-05	0.000207336	
0.373423	0.309212	0.320343	0.000350184	0.000208867	0.000258945	
0.376245	0.311447	0.323019	0.000343594	4.03771e-05	0.000414557	
0.379067	0.313683	0.325767	0.000285468	0.000190466	5.60318e-05	
0.381889	0.315919	0.328527	0.000329757	0.000235539	0.000185568	
0.384711	0.318154	0.331288	0.000284114	0.000229215	0.000225653	
0.387533	0.32039	0.334049	0.000214875	0.000356167	0.000195825	
0.390354	0.322625	0.33681	2.35438e-05	0.000293635	0.000239475	
0.393176	0.324861	0.33957	0.00037098	0.000215683	0.000232873	
0.395998	0.327096	0.342331	0.00024253	0.000113921	0.000188351	
0.39882	0.329332	0.345092	0.000250459	0.000196996	0.000138645	
0.401642	0.331548	0.347852	0.000263155	0.000171324	0.000130664	
0.404436	0.333707	0.350613	0.000263109	0.000274272	0.000238524	
0.407177	0.335866	0.353374	0.000249368	0.000186528	0.000152686	
0.409917	0.338024	0.356162	0.000361764	0.000170915	0.000207133	
0.412658	0.340183	0.358974	0.000156419	0.000212091	0.000169972	
0.415399	0.342342	0.361786	0.000140087	0.000135238	8.36931e-05	
0.418139	0.3445	0.364598	8.85641e-05	0.000328312	0.000174348	
0.42088	0.346659	0.36741	0.000138032	5.38059e-05	0.000275629	
0.42362	0.348818	0.370222	0.000142541	5.70091e-05	7.17981e-05	
0.426361	0.350976	0.373034	0.000267408	0.000265926	0.000196824	
0.429101	0.353135	0.375846	0.000192965	0.000300527	0.00015804	
0.431842	0.355294	0.378658	0.00037079	9.63064e-05	0.000156433	
0.434583	0.357452	0.38147	9.52618e-05	0.000257362	0.000264265	
0.437309	0.359611	0.384282	0.000282746	0.000283963	0.000276744	
0.439914	0.36177	0.387103	0.000406523	0.000160915	0.000340266	
0.442512	0.363926	0.389946	0.000152668	0.000311457	0.000281286	
0.445111	0.366017	0.392788	0.000223651	0.000163594	0.000202505	
0.44771	0.368097	0.395631	0.000266732	0.000267164	0.000248234	
0.450308	0.370178	0.398474	0.000282353	0.000124068	0.000154199	
0.452907	0.372259	0.401317	0.000146099	0.000211147	7.99066e-05	
0.455505	0.374339	0.404159	0.000150647	0.000297139	0.000256944	
0.458104	0.37642	0.407002	0.000185206	8.94142e-05	0.000144941	
0.460703	0.378501	0.409845	-4.71168e-06	0.00012067	0.000189838	
0.463301	0.380581	0.412688	0.000278214	7.96909e-05	0.000333941	
0.4659	0.382662	0.415531	0.000161187	0.000222036	0.000248076	
0.468498	0.384743	0.418374	0.000164414	0.000270495	0.00015466	
0.471097	0.386823	0.421219	0.000448737	0.000131258	0.000100784	
0.473556	0.388904	0.424064	0.000358874	5.74038e-05	0.000175724	
0.475933	0.390984	0.42691	0.000395464	8.84066e-05	0.000259333	
0.47831	0.393065	0.429755	0.000224907	0.000314329	0.000141833	
0.480687	0.395146	0.4326	0.000264223	0.000359226	0.000242689	
0.483065	0.397218	0.435445	0.000214532	0.000371787	0.000302899	
0.485442	0.399241	0.43829	0.000131647	0.000299194	0.000241827	
0.487819	0.401262	0.441136	0.000211696	0.000281781	0.000246107	
0.490196	0.403283	0.443981	0.000196575	0.000103581	0.000310796	
0.492573	0.405305	0.446826	0.000153941	0.000184538	0.000213858	
0.49495	0.407326	0.449671	0.000235465	0.00012766	0.000355741	
0.497327	0.409347	0.452503	0.00015105	0.00022661	0.000275575	
0.499704	0.411368	0.45533	0.000335803	0.000228907	0.000246676	
0.502081	0.413389	0.458158	0.000283997	0.000203912	8.53652e-05	
0.504458	0.41541	0.460986	0.000247853	0.000204958	0.000183476	
0.506835	0.417432	0.463813	0.000428624	0.00015129	0.000304182	
0.509144	0.419453	0.466641	0.000192784	0.00017964	0.000200717	
0.511219	0.421474	0.469469	0.000200627	0.00017959	0.000197669	
0.513291	0.423495	0.472296	0.000263619	0.00011516	0.000301226	
0.515362	0.425516	0.475124	0.000351004	0.000193407	0.000313818	
0.517434	0.427538	0.477952	0.000295517	0.000177141	0.00027794	
0.519505	0.429559	0.480779	0.000122248	0.00015457	0.000314461	
0.521577	0.43158	0.483597	0.000214607	9.31934e-05	0.000217144	
0.523648	0.43348	0.486398	0.000267159	0.000167503	0.000330185	
0.525719	0.435305	0.489199	8.9023e-05	0.000277771	0.000164491	
0.527791	0.43713	0.492001	0.000221635	0.000163293	0.000473637	
0.529862	0.438954	0.494802	0.000285717	0.000234021	0.000219469	
0.531934	0.440779	0.497603	0.000132917	0.000261097	0.00020108	
0.534005	0.442604	0.500405	0.000192657	0.000256503	0.000120131	
0.536077	0.444428	0.503206	0.000230049	0.000117663	0.000277502	
0.538148	0.446253	0.506007	0.000185834	5.34996e-05	0.000145119	
0.54022	0.448077	0.508809	0.000248489	0.000251499	0.000317849	
0.542291	0.449902	0.51161	0.000388681	0.000290942	0.0001705	
0.544363	0.451727	0.514411	0.000245389	2.89146e-05	0.000170999	
0.546434	0.453551	0.517169	0.000184296	0.000374907	0.000248742	
0.548327	0.455376	0.519912	0.000129105	0.000265752	9.33729e-05	
0.550033	0.457201	0.522655	0.000220292	0.000221756	0.000191284	
0.551738	0.459025	0.525397	0.000264457	0.000242693	0.000309709	
0.553444	0.46085	0.528139	0.000135468	0.000161648	0.000168977	
0.55515	0.462675	0.530882	0.000172515	0.000139615	0.000179359	
0.556856	0.464499	0.533624	0.000402535	0.000264542	0.000247986	
0.558561	0.466324	0.536367	0.000161649	0.000208875	8.61117e-05	
0.560267	0.468149	0.539109	0.000242451	0.000159267	0.000227651	
0.561973	0.469974	0.541852	0.000308387	8.69981e-05	0.000234751	
0.563679	0.471701	0.544594	0.000254582	0.000257365	0.000178785	
0.565384	0.4732	0.547337	0.000332859	0.000114016	0.000105177	
0.56709	0.474698	0.550015	0.000174913	0.000214549	0.000262833	
0.568796	0.476196	0.552657	0.000364622	0.000162659	0.000284769	
0.570502	0.477694	0.5553	0.000161552	0.000176752	0.000353513	
0.572207	0.479192	0.557943	0.00036372	0.000326566	4.12579e-05	
0.573913	0.48069	0.560586	0.000248324	0.000269755	0.000273853	
0.575619	0.482188	0.563228	0.000196446	0.000176757	0.000206074	
0.577324	0.483686	0.565871	0.000162176	0.000202926	0.000339086	
0.57903	0.485184	0.568514	0.000305879	0.000342329	0.000171708	
0.580736	0.486682	0.571156	0.000421072	0.000206825	0.000418132	
0.582442	0.48818	0.573799	0.000330305	0.000307219	0.000241565	
0.584147	0.489678	0.576442	0.000213578	0.000268399	0.000284342	
0.585853	0.491176	0.579084	7.56173e-05	0.000186254	8.56251e-05	
0.587559	0.492674	0.581727	0.000257602	0.000328654	0.000169394	
0.589264	0.494172	0.584247	0.000227301	0.000126703	0.000134178	
0.59097	0.49567	0.586711	0.000334673	0.000215855	0.00014841	
0.592586	0.497168	0.589176	0.000123394	0.00030429	0.000257953	
0.593807	0.498666	0.59164	0.000219512	0.000184806	0.00015833	
0.59502	0.500163	0.594105	0.000374118	0.000143847	0.00021414	
0.596232	0.501661	0.596569	0.000332394	0.000213194	0.000230631	
0.597445	0.503159	0.599033	0.000178523	0.000132903	0.000140696	
0.598657	0.504657	0.601498	0.000403556	0.000209361	4.55953e-05	
0.59987	0.506155	0.603963	0.000261543	0.000240981	0.000211391	
0.601082	0.507653	0.606427	0.000260111	0.000331072	0.000327377	
0.602295	0.509151	0.608892	0.000322212	0.00042369	0.000213457	
0.603508	0.510649	0.611356	0.000176487	0.000112332	0.000303529	
0.60472	0.512147	0.61382	0.000198461	0.000187964	0.000178345	
0.605933	0.513645	0.616285	0.000349006	0.000171406	0.00016201	
0.607145	0.515144	0.618687	0.000251259	0.0001043	0.000155675	
0.608358	0.516641	0.620896	0.000267287	0.000375139	0.000224091	
0.60957	0.518139	0.623104	0.000102977	0.000287661	0.000175586	
0.610782	0.519637	0.625311	0.000159256	0.000239547	0.000118896	
0.611995	0.521136	0.627519	0.000206475	0.000246216	6.85204e-05	
0.613207	0.522634	0.629727	0.000351667	0.00013143	0.000297288	
0.61442	0.524132	0.631935	0.00017021	0.000198974	0.000237394	
0.615632	0.52563	0.634142	0.00044157	0.000144807	0.000256371	
0.616845	0.527128	0.63635	0.000185377	0.000234999	0.000240001	
0.618057	0.528625	0.638558	0.000268323	2.6985e-06	0.000176512	
0.61927	0.530123	0.640766	0.000254	0.000176593	0.000106927	
0.620482	0.531212	0.642973	0.000268637	0.000275733	0.000274031	
0.621695	0.532016	0.645181	0.000195928	0.000179077	0.000174084	
0.622907	0.53282	0.647389	0.000309771	0.000268607	0.000165176	
0.62412	0.533624	0.649597	0.000200827	0.000197176	0.000195423	
0.625333	0.534428	0.651804	0.000189895	0.000234268	0.00017787	
0.626545	0.535231	0.654012	0.000126226	0.000258215	0.000132007	
0.627758	0.536035	0.656104	0.000295279	0.000152508	0.000244518	
0.62897	0.536839	0.657997	0.000196788	0.000239583	0.000137388	
0.630183	0.537643	0.65989	0.000377998	0.000200174	0.000167468	
0.631395	0.538447	0.661783	0.000165498	0.000348484	0.000149529	
0.632608	0.539251	0.663675	0.000285534	0.000240038	7.04263e-05	
0.63382	0.540054	0.665568	0.000155971	0.000227	-1.2597e-07	
0.635033	0.540858	0.667461	0.000126977	0.000288143	0.000312648	
0.636245	0.541662	0.669354	0.000426093	9.90253e-05	0.000171403	
0.637458	0.542466	0.671247	0.000252892	0.000206295	0.000395639	
0.638671	0.54327	0.673139	0.000261138	0.000228865	0.000306791	
0.639883	0.544073	0.675032	0.000346916	0.000356066	-7.09019e-06	
0.641095	0.544877	0.676925	0.00026382	0.000206346	0.000184215	
0.642308	0.545681	0.678818	0.000314603	0.00029653	0.000158612	
0.64352	0.546485	0.68071	0.000266103	0.000226608	0.000179968	
0.644733	0.547289	0.682603	0.000243194	0.00026716	0.000229129	
0.645945	0.548092	0.684496	0.000187561	0.000248552	6.96894e-05	
0.647158	0.548896	0.686389	0.000109255	0.000148844	9.68611e-05	
0.64837	0.5497	0.688282	0.000243912	0.000279537	0.000199279	
0.649583	0.550504	0.690175	0.000218531	0.000155594	0.000196096	
0.650795	0.551308	0.692068	0.00012067	0.000206014	0.000109788	
0.652008	0.552112	0.69396	0.000194305	0.000216334	0.00024065	
0.65322	0.552915	0.695707	0.000182124	0.000244697	0.000224934	
0.654433	0.553719	0.69723	0.000260176	0.000192506	0.000256811	
0.655645	0.554523	0.698752	0.000275682	0.000247983	0.000199539	
0.656858	0.555327	0.700274	0.000155365	4.23901e-05	8.33958e-05	
0.65807	0.556131	0.701797	0.000188526	0.000148623	0.000161948	
0.659283	0.556935	0.703319	0.000286811	-8.53984e-05	0.000122627	
0.660495	0.557738	0.704841	0.000116839	0.000252015	0.000244305	
0.661708	0.558542	0.706364	0.000215677	0.000237037	0.000280739	
0.66292	0.559346	0.707886	0.000448417	0.000451717	0.000167513	
0.664133	0.56015	0.709408	0.000303701	0.000268615	0.000268434	
0.665346	0.560954	0.710931	0.000277849	0.000373696	0.000374023	
0.666558	0.561757	0.712453	0.000275423	0.000136123	0.000158805	
0.667771	0.562561	0.713975	0.000215333	0.000319621	0.000240289	
0.668983	0.563365	0.715497	7.14898e-05	0.000181738	0.000310547	
0.670196	0.564169	0.71702	0.000285776	0.000198365	3.65682e-05	
0.671408	0.564973	0.718542	0.000259975	0.000306689	0.000220089	
0.672621	0.565777	0.720064	0.000177327	0.000209088	0.000198337	
0.673834	0.56658	0.721587	0.000326757	0.000140282	0.000239166	
0.675046	0.567384	0.723109	0.000284412	0.000215606	0.000122009	
0.676258	0.568188	0.724631	0.000265963	6.53934e-05	2.36016e-05	
0.677471	0.568992	0.726154	0.000295147	0.000157305	0.00017948	
0.678683	0.569796	0.727676	0.000354588	0.000335571	0.000102806	
0.679896	0.5706	0.729198	0.000408367	0.000346247	5.30612e-05	
0.681108	0.571404	0.73072	0.000215591	0.000229506	0.00036389	
0.682321	0.572207	0.732243	0.000212359	0.000392515	0.000202037	
0.683534	0.573011	0.733765	0.000247846	0.000178246	0.000177192	
0.684746	0.573815	0.735287	0.000181209	0.000307242	0.00029363	
0.685959	0.574618	0.736806	0.000371496	1.54618e-05	0.000101072	
0.687171	0.575422	0.738042	0.000347863	0.000199305	0.000273749	
0.688383	0.576226	0.739199	0.000185213	0.000272701	0.000196318	
0.689596	0.57703	0.740357	0.000221676	0.000164153	0.000261207	
0.690808	0.577834	0.741514	0.000380425	0.000209491	0.000253247	
0.692021	0.578637	0.742672	0.00033743	0.000172798	0.000252013	
0.693234	0.579441	0.743829	0.000195521	0.000244997	0.000180213	
0.694446	0.580245	0.744986	0.000186503	0.000386092	0.000253979	
0.695659	0.581049	0.746144	0.000318456	8.08634e-05	0.000241343	
0.696871	0.581853	0.747301	0.000137594	0.000200397	0.000124221	
0.698084	0.582656	0.748459	0.000228869	9.95388e-05	0.000224232	
0.699296	0.58346	0.749616	0.000399525	0.000200789	0.000209633	
0.700509	0.584264	0.750773	0.000420279	0.000226901	4.80549e-05	
0.701721	0.585068	0.75193	0.000190107	0.000215113	0.00017133	
0.702934	0.585872	0.753088	0.000286377	0.000403615	0.00019307	
0.704146	0.586676	0.754245	0.000256553	8.81981e-05	0.000281701	
0.705359	0.58748	0.755403	0.000243853	0.000177786	6.52184e-05	
0.706571	0.588284	0.75656	0.000176907	0.000267751	0.000258674	
0.707784	0.589088	0.757717	0.000198677	0.000164601	0.000110836	
0.708997	0.589891	0.758875	0.000168979	0.000207747	0.000278328	
0.710209	0.590695	0.760032	0.000314002	0.000161534	0.000238473	
0.711422	0.591499	0.761189	0.000214788	0.000100019	0.000217541	
0.712634	0.592303	0.762347	0.000231468	0.00018455	0.000166963	
0.713587	0.593107	0.763504	0.000167155	0.000166172	0.000243638	
0.713599	0.593911	0.764661	0.000274979	0.000287627	5.40585e-05	
0.713598	0.594714	0.765819	7.22368e-05	0.000311935	0.000237973	
0.713598	0.595518	0.766976	0.000269355	4.65029e-05	0.000181808	
0.713598	0.596322	0.768134	0.000198994	0.000144533	-3.3203e-05	
0.713597	0.597126	0.769291	0.000170673	9.4229e-05	0.000156828	
0.713597	0.597929	0.770448	0.000169211	0.000165065	0.000194592	
0.713596	0.598733	0.771606	0.000218508	9.86326e-05	0.000189622	
0.713595	0.599537	0.772763	0.000413678	0.000126288	0.000179742	
0.713595	0.600341	0.77392	0.00014899	8.2391e-05	0.000439638	
0.713594	0.601145	0.775078	0.000281052	0.000193314	0.0001578	
0.713594	0.601948	0.776235	0.000285307	0.000386472	0.00030508	
0.713593	0.602752	0.777393	0.000196925	0.000315999	0.000279546	
0.713592	0.603556	0.778486	0.000229245	6.7726e-05	0.00022411	
0.713592	0.60436	0.779386	0.000360101	0.000133156	0.000201271	
0.713591	0.605164	0.780283	0.000204228	0.000279417	8.06641e-05	
0.71359	0.605968	0.781181	0.000164449	0.000109059	7.79137e-05	
0.71359	0.606771	0.782079	0.000198279	0.000221653	8.85206e-05	
0.713589	0.607575	0.782976	0.000359069	0.000222078	0.00019052	
0.713588	0.608379	0.783874	0.000116798	0.000210034	0.000143128	
0.713588	0.609183	0.784771	0.000332081	0.000196408	0.00010195	
0.713587	0.609987	0.785669	0.000126357	0.000133674	0.000237698	
0.713587	0.61079	0.786567	0.000299219	0.000213771	0.000224186	
0.713586	0.611082	0.787464	0.000339463	0.000330419	0.000114663	
0.713585	0.611082	0.788362	0.000410755	0.00013909	0.000267469	
0.713584	0.611081	0.789259	0.0002511	0.000234672	0.000314202	
0.713584	0.611081	0.790157	0.000263583	0.000263195	0.000313916	
0.713583	0.61108	0.791055	0.000296187	0.000396858	0.000264264	
0.713582	0.61108	0.791952	0.000211348	0.000241008	0.000131184	
0.713582	0.611079	0.79285	0.000281177	0.000192549	7.20981e-05	
0.713581	0.611078	0.793748	0.000259371	0.000266241	0.000154377	
0.71358	0.611078	0.794645	0.000247973	0.000282287	0.000247913	
0.71358	0.611077	0.795543	0.000355128	0.000184471	0.000214206	
0.713579	0.611076	0.79644	0.000337747	0.00013233	0.00026804	
0.713578	0.611076	0.797338	5.25613e-05	0.000113012	0.000282575	
0.713578	0.611075	0.798236	6.80264e-05	0.000202265	0.000205874	
0.713577	0.611074	0.799133	8.74674e-05	0.000254512	0.000265354	
0.713576	0.611074	0.800031	0.000382003	7.8796e-05	0.000123899	
0.713576	0.611073	0.800929	0.000197498	0.000349543	6.64455e-05	
0.713575	0.611072	0.801826	0.000279444	0.000246305	0.000186063	
0.713574	0.611071	0.802724	0.000296146	0.000295934	0.000278862	
0.713573	0.611071	0.803621	0.000318233	0.00025124	0.000248906	
0.713573	0.61107	0.804519	0.000212022	0.000274041	0.00027153	
0.713572	0.61107	0.805417	0.000310548	0.00031305	0.000152885	
0.713572	0.611069	0.806314	0.000165957	0.000256894	0.000337599	
0.713571	0.611068	0.807212	0.000227481	0.000182655	0.000301673	
0.71357	0.611068	0.80811	0.000296026	0.000100369	0.000175833	
0.71357	0.611067	0.809007	0.000267168	0.00029507	0.000234838	
0.713569	0.611067	0.809905	0.000172817	0.000222729	0.000110631	
0.713568	0.611066	0.810803	0.00030643	0.000264041	0.00027543	
0.713567	0.611065	0.8117	0.000454599	0.000200721	0.000140984	
0.713567	0.611064	0.812598	0.000320351	0.000182415	0.000194963	
0.713566	0.611064	0.813496	0.000210904	0.000228712	0.000147014	
0.713565	0.611063	0.814393	0.000232876	0.000203314	0.000220722	
0.713565	0.611062	0.815291	0.000209793	0.000241768	0.000141164	
0.713564	0.611062	0.816188	0.00027607	-6.77805e-06	0.000137581	
0.713564	0.611061	0.817086	0.000372464	0.000194248	0.000181935	
0.713563	0.61106	0.817983	0.000229076	0.00035825	6.3791e-05	
0.713562	0.61106	0.818881	0.000290181	0.000257375	9.06785e-05	
0.713562	0.611059	0.81977	0.000202992	0.000254147	0.00013782	
