lap2_9_samp	lap2_10_samp	lap2_11_samp	lap2_12_samp	lap2_13_samp	cur2_9_samp	cur2_10_samp	cur2_11_samp	cur2_12_samp	cur2_13_samp	rp1631	rp16312
0.433555	0.336308	0.387525	0.296549	0.29837	-0.0010371	-0.000791429	-0.000782773	-0.000482914	-0.000581504		
0.433555	0.336308	0.387525	0.296549	0.29837	-0.000304143	-0.000544053	-0.00055536	-0.000838236	-0.00091647		
0.433556	0.336309	0.387526	0.29655	0.298371	-0.000684165	-0.000761015	-0.000693674	-0.000568978	-0.000822929		
0.433557	0.336309	0.387527	0.296551	0.298372	-0.000642258	-0.000761387	-0.000283567	-0.000734851	-0.000774526		
0.433557	0.33631	0.387527	0.296551	0.298372	-0.00078478	-0.000724924	-0.000977167	-0.000560455	-0.000698845		
0.433558	0.336311	0.387528	0.296552	0.298373	-0.000604834	-0.000785023	-0.000889573	-0.000849061	-0.00102151		
0.433558	0.336311	0.387528	0.296553	0.298373	-0.000717715	-0.000817963	-0.00080516	-0.000623501	-0.000951715		
0.433559	0.336312	0.387529	0.296553	0.298374	-0.000749751	-0.000517641	-0.000835677	-0.000860198	-0.000666857		
0.433559	0.336312	0.38753	0.296554	0.298375	-0.000608619	-0.000624296	-0.000843198	-0.000737901	-0.000693488		
0.43356	0.336313	0.38753	0.296554	0.298375	-0.000649456	-0.000633343	-0.000757262	-0.000342866	-0.000562357		
0.43356	0.336313	0.387531	0.296555	0.298376	-0.00068873	-0.000846577	-0.000753983	-0.000556658	-0.000635304		
0.433561	0.336314	0.387532	0.296555	0.298376	-0.000826254	-0.000505487	-0.000602536	-0.000756998	-0.000758197		
0.433562	0.336314	0.387532	0.296556	0.298377	-0.000443813	-0.000538192	-0.000683486	-0.0008984	-0.000623826		
0.433562	0.336315	0.387533	0.296556	0.298378	-0.000516824	-0.000925475	-0.000724559	-0.000724275	-0.000547585		
0.433563	0.336316	0.387533	0.296557	0.298378	-0.000747274	-0.00070899	-0.000745459	-0.000682317	-0.000710861		
0.433564	0.336317	0.387534	0.296557	0.298379	-0.000624592	-0.0008027	-0.000647728	-0.000888578	-0.000630799		
0.433564	0.336317	0.387535	0.296558	0.29838	-0.000751275	-0.000816825	-0.000748807	-0.000675074	-0.000580529		
0.433565	0.336318	0.387535	0.296559	0.29838	-0.000355938	-0.000796767	-0.000999538	-0.000629777	-0.000818743		
0.433565	0.336318	0.387536	0.296559	0.298381	-0.000690471	-0.000647033	-0.000562366	-0.000800469	-0.000788248		
0.433566	0.336319	0.387537	0.29656	0.298381	-0.000758873	-0.000598948	-0.000783757	-0.000650734	-0.000640579		
0.433566	0.33632	0.387537	0.29656	0.298382	-0.000614815	-0.000813097	-0.000548397	-0.000849112	-0.000481189		
0.433567	0.33632	0.387538	0.296561	0.298383	-0.000471376	-0.000548824	-0.000389393	-0.000626621	-0.000761498		
0.433568	0.336321	0.387538	0.296561	0.298383	-0.00070456	-0.000371951	-0.000625492	-0.000658312	-0.00065917		
0.433568	0.336321	0.387539	0.296562	0.298384	-0.000474469	-0.000884745	-0.000452774	-0.000561898	-0.000628258		
0.433569	0.336322	0.38754	0.296562	0.298384	-0.00048758	-0.00103191	-0.000862836	-0.000533751	-0.000772585		
0.43357	0.336322	0.38754	0.296563	0.298385	-0.000686187	-0.000472919	-0.00053136	-0.000606252	-0.000732332		
0.43357	0.336323	0.387541	0.296564	0.298386	-0.000561108	-0.000412546	-0.000772005	-0.000615882	-0.000774949		
0.433571	0.336324	0.387542	0.296564	0.298386	-0.000628663	-0.000823188	-0.000552438	-0.000827685	-0.000744501		
0.433572	0.336324	0.387542	0.296565	0.298387	-0.00064261	-0.000579696	-0.000588807	-0.000760702	-0.000694769		
0.433572	0.336325	0.387543	0.296566	0.298387	-0.000616666	-0.000429636	-0.000771517	-0.000647602	-0.000851904		
0.433573	0.336326	0.387543	0.296566	0.298388	-0.000478651	-0.00103841	-0.000680003	-0.000592535	-0.000645611		
0.433573	0.336326	0.387544	0.296567	0.298389	-0.000786422	-0.000645318	-0.000678677	-0.000472295	-0.000898183		
0.433574	0.336327	0.387544	0.296567	0.298389	-0.000808125	-0.000782943	-0.000839454	-0.000770283	-0.000666642		
0.433575	0.336327	0.387545	0.296568	0.29839	-0.000537445	-0.000720787	-0.000731471	-0.00082013	-0.000676728		
0.433575	0.336328	0.387546	0.296569	0.29839	-0.000316964	-0.000869603	-0.000575493	-0.000837692	-0.000661901		
0.433576	0.336328	0.387546	0.296569	0.298391	-0.00106885	-0.000741189	-0.000521177	-0.000749413	-0.000657511		
0.433577	0.336329	0.387547	0.29657	0.298391	-0.000692925	-0.000653367	-0.000770872	-0.000806082	-0.000587799		
0.433577	0.336329	0.387547	0.29657	0.298392	-0.000742959	-0.000916171	-0.000776346	-0.000507264	-0.000870776		
0.433578	0.33633	0.387548	0.296571	0.298393	-0.000822794	-0.000700916	-0.000726794	-0.000472307	-0.000700597		
0.433578	0.336331	0.387549	0.296571	0.298393	-0.000778701	-0.000598483	-0.000872999	-0.000829829	-0.00074673		
0.433579	0.336331	0.387549	0.296572	0.298394	-0.000668279	-0.000622123	-0.00084962	-0.000798341	-0.000730464		
0.433579	0.336332	0.38755	0.296572	0.298395	-0.00069423	-0.000662791	-0.000558951	-0.000755005	-0.000664972		
0.43358	0.336332	0.387551	0.296573	0.298395	-0.000357395	-0.000592608	-0.000935119	-0.000485118	-0.000565794		
0.433581	0.336333	0.387551	0.296574	0.298396	-0.000598972	-0.000854641	-0.000593605	-0.000630575	-0.000855903		
0.433581	0.336334	0.387552	0.296574	0.298397	-0.000979649	-0.000723362	-0.000884899	-0.000822369	-0.000765592		
0.433582	0.336334	0.387553	0.296575	0.298397	-0.000659038	-0.000680081	-0.000883806	-0.000693789	-0.000797131		
0.433582	0.336335	0.387553	0.296575	0.298398	-0.000784644	-0.000564899	-0.000608549	-0.000528021	-0.000487468		
0.433583	0.336335	0.387554	0.296576	0.298398	-0.000659414	-0.000720933	-0.00061375	-0.000671283	-0.000441921		
0.433584	0.336336	0.387554	0.296577	0.298399	-0.000504582	-0.000737022	-0.000460509	-0.000447641	-0.00071147		
0.433584	0.336337	0.387555	0.296577	0.2984	-0.000762199	-0.000859379	-0.000777175	-0.00030826	-0.000847292		
0.433585	0.336337	0.387555	0.296578	0.2984	-0.000657268	-0.000437393	-0.000693438	-0.000883469	-0.000531929		
0.433585	0.336338	0.387556	0.296579	0.298401	-0.000557564	-0.000854277	-0.000583965	-0.00057406	-0.00055438		
0.433586	0.336338	0.387557	0.296579	0.298401	-0.000726474	-0.000416991	-0.000552334	-0.000933192	-0.000610631		
0.433587	0.336339	0.387557	0.29658	0.298402	-0.000567934	-0.000724529	-0.000849338	-0.000537297	-0.000632664		
0.433587	0.33634	0.387558	0.296581	0.298403	-0.000755215	-0.000751344	-0.00063224	-0.000717962	-0.000712714		
0.433588	0.33634	0.387558	0.296581	0.298403	-0.000887248	-0.00068368	-0.000890413	-0.00062396	-0.000451752		
0.433589	0.336341	0.387559	0.296582	0.298404	-0.000802657	-0.000869797	-0.000700588	-0.000876143	-0.000560271		
0.433589	0.336342	0.387559	0.296582	0.298405	-0.000519417	-0.000652676	-0.000725699	-0.000837701	-0.000729401		
0.43359	0.336342	0.38756	0.296583	0.298405	-0.000840653	-0.000809785	-0.000471783	-0.000592604	-0.000756678		
0.43359	0.336343	0.387561	0.296584	0.298406	-0.000981265	-0.00065147	-0.000524171	-0.000827827	-0.000704158		
0.433591	0.336344	0.387561	0.296584	0.298406	-0.000764858	-0.000380356	-0.000765139	-0.000537588	-0.000557655		
0.433591	0.336344	0.387562	0.296585	0.298407	-0.000626797	-0.000470544	-0.000649507	-0.000415297	-0.00060031		
0.433592	0.336345	0.387563	0.296586	0.298408	-0.000671884	-0.000429263	-0.000590814	-0.000650341	-0.000655481		
0.433592	0.336345	0.387563	0.296586	0.298408	-0.000588018	-0.00092681	-0.00068678	-0.000648243	-0.000617507		
0.433593	0.336346	0.387564	0.296587	0.298409	-0.000646089	-0.000655909	-0.000661669	-0.00069167	-0.00060932		
0.433594	0.336347	0.387565	0.296587	0.29841	-0.000756847	-0.000621846	-0.000787094	-0.000856746	-0.000731815		
0.433594	0.336347	0.387565	0.296588	0.29841	-0.000711448	-0.000343221	-0.000733818	-0.00104044	-0.000748018		
0.433595	0.336348	0.387566	0.296589	0.298411	-0.00054358	-0.00081993	-0.000666494	-0.000547968	-0.000783887		
0.433595	0.336349	0.387566	0.296589	0.298411	-0.000770039	-0.000546002	-0.000812852	-0.000633416	-0.000772415		
0.433596	0.336349	0.387567	0.29659	0.298412	-0.000657979	-0.000518413	-0.000698959	-0.000662688	-0.000781339		
0.433597	0.33635	0.387567	0.29659	0.298413	-0.000400656	-0.000607126	-0.000891399	-0.000645083	-0.000868645		
0.433597	0.33635	0.387568	0.296591	0.298413	-0.000401722	-0.00066533	-0.000522814	-0.000861039	-0.0007056		
0.433598	0.336351	0.387569	0.296591	0.298414	-0.000526671	-0.000826582	-0.000684057	-0.000478558	-0.000801504		
0.433598	0.336351	0.387569	0.296592	0.298414	-0.000674756	-0.000853471	-0.000499766	-0.000696264	-0.000706952		
0.433599	0.336352	0.38757	0.296593	0.298415	-0.000667864	-0.000950883	-0.000770115	-0.000865093	-0.000556333		
0.433599	0.336353	0.38757	0.296593	0.298416	-0.000658871	-0.000858128	-0.000518469	-0.000711549	-0.000679361		
0.4336	0.336353	0.387571	0.296594	0.298416	-0.000641671	-0.000783882	-0.000797124	-0.000989497	-0.000484995		
0.433601	0.336354	0.387572	0.296595	0.298417	-0.000504429	-0.000607876	-0.000936107	-0.000682215	-0.000976675		
0.433601	0.336354	0.387572	0.296595	0.298417	-0.000570948	-0.000893856	-0.000595395	-0.000729793	-0.000845593		
0.433602	0.336355	0.387573	0.296596	0.298418	-0.000927518	-0.000593738	-0.000767232	-0.000215323	-0.00058043		
0.433602	0.336356	0.387573	0.296596	0.298418	-0.000496403	-0.00057165	-0.000766543	-0.000668068	-0.000649702		
0.433603	0.336356	0.387574	0.296597	0.298419	-0.000706891	-0.000906265	-0.00072626	-0.000803252	-0.000594023		
0.433604	0.336357	0.387575	0.296598	0.29842	-0.000540628	-0.000400908	-0.000822353	-0.000452473	-0.000495319		
0.433604	0.336357	0.387575	0.296598	0.29842	-0.000655817	-0.000399887	-0.000738956	-0.00071454	-0.000632195		
0.433605	0.336358	0.387576	0.296599	0.298421	-0.000669629	-0.00120703	-0.000508674	-0.000912815	-0.000670427		
0.433605	0.336359	0.387576	0.296599	0.298421	-0.000621083	-0.000928535	-0.000647982	-0.000612245	-0.000763513		
0.433606	0.33636	0.387577	0.2966	0.298422	-0.000729367	-0.000884166	-0.000463167	-0.000897183	-0.000846294		
0.433607	0.33636	0.387578	0.296601	0.298423	-0.000822665	-0.000653298	-0.000590561	-0.000902302	-0.000625281		
0.433607	0.336361	0.387578	0.296601	0.298423	-0.000686137	-0.000918075	-0.000877299	-0.000816328	-0.000490633		
0.433608	0.336361	0.387579	0.296602	0.298424	-0.00070576	-0.000857095	-0.000465157	-0.000597845	-0.000759582		
0.433608	0.336362	0.38758	0.296603	0.298424	-0.000610077	-0.000394737	-0.00085288	-0.000731453	-0.000781127		
0.433609	0.336363	0.38758	0.296603	0.298425	-0.000565527	-0.000820735	-0.000565725	-0.000592816	-0.000549685		
0.43361	0.336363	0.387581	0.296604	0.298426	-0.00101403	-0.000688258	-0.000708894	-0.000600038	-0.000500701		
0.43361	0.336364	0.387581	0.296605	0.298426	-0.000584102	-0.000817671	-0.000828597	-0.000962141	-0.000702576		
0.433611	0.336365	0.387582	0.296605	0.298427	-0.000675914	-0.000504237	-0.000544018	-0.000776384	-0.000922014		
0.433611	0.336365	0.387583	0.296606	0.298428	-0.000707286	-0.000648473	-0.000735687	-0.000667227	-0.000614922		
0.433612	0.336366	0.387583	0.296606	0.298428	-0.000774094	-0.000937372	-0.000566987	-0.000792926	-0.000583166		
0.433613	0.336366	0.387584	0.296607	0.298429	-0.000607226	-0.000625642	-0.000649408	-0.000652833	-0.00083478		
0.433613	0.336367	0.387585	0.296608	0.298429	-0.000775939	-0.000702642	-0.0011513	-0.000784023	-0.000562923		
0.433614	0.336368	0.387585	0.296608	0.29843	-0.00090744	-0.000658758	-0.000643371	-0.000525086	-0.000702702		
0.433615	0.336368	0.387586	0.296609	0.298431	-0.000664839	-0.000943078	-0.000792325	-0.000676288	-0.000680241		
0.433615	0.336369	0.387586	0.296609	0.298431	-0.000489698	-0.000818464	-0.000967894	-0.000863031	-0.000803321		
0.433616	0.336369	0.387587	0.29661	0.298432	-0.000922414	-0.000523222	-0.000732606	-0.000949202	-0.000489876		
0.433617	0.33637	0.387588	0.296611	0.298433	-0.000532971	-0.000804094	-0.000595616	-0.000750993	-0.000905914		
0.433617	0.336371	0.387588	0.296611	0.298433	-0.000606432	-0.000758369	-0.000648696	-0.000566499	-0.00105437		
0.433618	0.336371	0.387589	0.296612	0.298434	-0.000674349	-0.000769222	-0.000712756	-0.000954833	-0.000621251		
0.433618	0.336372	0.387589	0.296613	0.298434	-0.000714236	-0.000789706	-0.000859064	-0.000594934	-0.000767226		
0.433619	0.336373	0.38759	0.296613	0.298435	-0.000527991	-0.000510588	-0.000810192	-0.000723316	-0.000765521		
0.43362	0.336373	0.38759	0.296614	0.298435	-0.000766615	-0.000684062	-0.000733933	-0.000662185	-0.000753572		
0.43362	0.336374	0.387591	0.296614	0.298436	-0.000813307	-0.000789064	-0.000618048	-0.000651183	-0.000830286		
0.433621	0.336374	0.387592	0.296615	0.298436	-0.000913638	-0.000569007	-0.000697891	-0.000528748	-0.000893935		
0.433621	0.336375	0.387592	0.296616	0.298437	-0.000568725	-0.000533029	-0.000325174	-0.000734864	-0.00067352		
0.433622	0.336376	0.387593	0.296616	0.298438	-0.000734167	-0.000966281	-0.000683337	-0.000866449	-0.000598264		
0.433622	0.336377	0.387593	0.296617	0.298438	-0.000370078	-0.00057271	-0.000629929	-0.00067607	-0.00063283		
0.433623	0.336377	0.387594	0.296617	0.298439	-0.000764358	-0.000301413	-0.000792617	-0.000669256	-0.000746655		
0.433624	0.336378	0.387595	0.296618	0.298439	-0.000650601	-0.00075955	-0.000435083	-0.000710908	-0.000716475		
0.433624	0.336378	0.387595	0.296618	0.29844	-0.000544608	-0.000823747	-0.00113593	-0.000674163	-0.000902552		
0.433625	0.336379	0.387596	0.296619	0.298441	-0.000741246	-0.000869805	-0.000792569	-0.000508761	-0.000707515		
0.433626	0.336379	0.387597	0.29662	0.298441	-0.000748774	-0.000760395	-0.000737304	-0.000696401	-0.000903486		
0.433626	0.33638	0.387597	0.29662	0.298442	-0.000553886	-0.000645437	-0.000596152	-0.000590063	-0.00089092		
0.433627	0.336381	0.387598	0.296621	0.298442	-0.000938759	-0.000893465	-0.000731349	-0.000838874	-0.000515585		
0.433627	0.336381	0.387598	0.296621	0.298443	-0.000911911	-0.000496499	-0.000922206	-0.000674683	-0.000727557		
0.433628	0.336382	0.387599	0.296622	0.298443	-0.000624841	-0.000869112	-0.000262536	-0.000709457	-0.000834512		
0.433628	0.336383	0.387599	0.296623	0.298444	-0.000692062	-0.00103198	-0.000875112	-0.000816633	-0.000972468		
0.433629	0.336383	0.3876	0.296623	0.298445	-0.000746944	-0.0007329	-0.000817215	-0.000905538	-0.000837844		
0.43363	0.336384	0.387601	0.296624	0.298445	-0.000608418	-0.000698822	-0.000669607	-0.000885155	-0.000711279		
0.43363	0.336384	0.387601	0.296624	0.298446	-0.000671096	-0.000640928	-0.000400617	-0.000705401	-0.000804543		
0.433631	0.336385	0.387602	0.296625	0.298446	-0.000920958	-0.000617828	-0.000722251	-0.000652664	-0.00076657		
0.433632	0.336385	0.387603	0.296626	0.298447	-0.000577625	-0.000932841	-0.000850583	-0.000824763	-0.000498561		
0.433632	0.336386	0.387603	0.296626	0.298448	-0.000582863	-0.000851773	-0.000802982	-0.000644779	-0.000851847		
0.433633	0.336387	0.387604	0.296627	0.298448	-0.000763445	-0.000582311	-0.000716654	-0.000753615	-0.000435323		
0.433633	0.336387	0.387604	0.296627	0.298449	-0.000474601	-0.00100296	-0.00074927	-0.000510286	-0.000842728		
0.433634	0.336388	0.387605	0.296628	0.298449	-0.000754155	-0.00060512	-0.000881478	-0.000459931	-0.00103922		
0.433635	0.336389	0.387605	0.296629	0.29845	-0.000389307	-0.000365416	-0.000338015	-0.000617928	-0.00053142		
0.433635	0.336389	0.387606	0.296629	0.29845	-0.00065319	-0.00059915	-0.000820746	-0.000713016	-0.000825325		
0.433636	0.33639	0.387606	0.29663	0.298451	-0.000575737	-0.000729816	-0.000596644	-0.00085722	-0.000398207		
0.433636	0.33639	0.387607	0.296631	0.298452	-0.000589138	-0.000552327	-0.000645068	-0.000913	-0.000772826		
0.433637	0.336391	0.387608	0.296631	0.298452	-0.000772323	-0.000308797	-0.000895997	-0.000953775	-0.00059336		
0.433638	0.336392	0.387608	0.296632	0.298453	-0.000651217	-0.000771625	-0.000336822	-0.000716929	-0.000844413		
0.433638	0.336392	0.387609	0.296632	0.298453	-0.000434367	-0.000867198	-0.000395263	-0.000644981	-0.000756208		
0.433639	0.336393	0.38761	0.296633	0.298454	-0.000674943	-0.000598691	-0.000761479	-0.000835366	-0.000626647		
0.433639	0.336394	0.38761	0.296634	0.298455	-0.000629525	-0.000751612	-0.000620041	-0.000464114	-0.000714672		
0.43364	0.336394	0.387611	0.296634	0.298455	-0.000654204	-0.000740322	-0.000576317	-0.000715395	-0.000615626		
0.433641	0.336395	0.387611	0.296635	0.298456	-0.000742686	-0.000620154	-0.000716286	-0.00070965	-0.000629819		
0.433641	0.336395	0.387612	0.296636	0.298457	-0.000781169	-0.00075785	-0.000514863	-0.00077937	-0.000877789		
0.433642	0.336396	0.387612	0.296636	0.298457	-0.000575611	-0.000766453	-0.000544859	-0.000724097	-0.00055879		
0.433642	0.336396	0.387613	0.296637	0.298458	-0.000651683	-0.00102909	-0.000690291	-0.000647455	-0.000912589		
0.433643	0.336397	0.387614	0.296637	0.298458	-0.000565168	-0.00053066	-0.00068996	-0.000660783	-0.000919181		
0.433644	0.336398	0.387614	0.296638	0.298459	-0.000507369	-0.000830455	-0.000759213	-0.000826637	-0.000807967		
0.433644	0.336398	0.387615	0.296639	0.298459	-0.000629002	-0.000752213	-0.000435663	-0.000779781	-0.00058485		
0.433645	0.336399	0.387615	0.296639	0.29846	-0.000717527	-0.000522833	-0.000731388	-0.000718311	-0.000387188		
0.433645	0.3364	0.387616	0.29664	0.298461	-0.000881082	-0.000729151	-0.000893693	-0.000752431	-0.000772167		
0.433646	0.3364	0.387617	0.29664	0.298461	-0.000957932	-0.000984869	-0.000843014	-0.000801118	-0.000679941		
0.433646	0.336401	0.387617	0.296641	0.298462	-0.000776295	-0.00076211	-0.000663842	-0.00046636	-0.00090334		
0.433647	0.336401	0.387618	0.296642	0.298462	-0.000704538	-0.000701831	-0.000693496	-0.000527166	-0.000889868		
0.433647	0.336402	0.387618	0.296642	0.298463	-0.000788887	-0.000665283	-0.000570117	-0.000602161	-0.000744054		
0.433648	0.336403	0.387619	0.296643	0.298463	-0.00056481	-0.000932158	-0.000878661	-0.000714281	-0.000893074		
0.433649	0.336403	0.38762	0.296643	0.298464	-0.000689132	-0.000856485	-0.000741247	-0.000781434	-0.000752705		
0.433649	0.336404	0.387621	0.296644	0.298464	-0.000605368	-0.000563473	-0.000559071	-0.00101055	-0.000740761		
0.43365	0.336405	0.387621	0.296644	0.298465	-0.000722831	-0.000540478	-0.000884724	-0.000763869	-0.00104163		
0.43365	0.336405	0.387622	0.296645	0.298466	-0.00078861	-0.000970042	-0.000782684	-0.000475611	-0.000653723		
0.433651	0.336406	0.387623	0.296646	0.298466	-0.000839126	-0.00100303	-0.000863678	-0.000461787	-0.000639877		
0.433651	0.336406	0.387623	0.296646	0.298467	-0.000761215	-0.000729027	-0.000682338	-0.000734529	-0.000929005		
0.433652	0.336407	0.387624	0.296647	0.298468	-0.000797637	-0.000723046	-0.000633543	-0.000832931	-0.000874428		
0.433653	0.336408	0.387624	0.296648	0.298468	-0.000505489	-0.000543776	-0.000813145	-0.000767783	-0.000932631		
0.433653	0.336408	0.387625	0.296648	0.298469	-0.000392237	-0.000449888	-0.00101453	-0.000634435	-0.000979515		
0.433654	0.336409	0.387626	0.296649	0.298469	-0.000692391	-0.000739597	-0.000818411	-0.000526262	-0.000687033		
0.433654	0.336409	0.387626	0.296649	0.29847	-0.000837906	-0.000720742	-0.000658271	-0.000866951	-0.000680214		
0.433655	0.33641	0.387627	0.29665	0.298471	-0.000728541	-0.00108032	-0.000753685	-0.000406296	-0.000840136		
0.433656	0.33641	0.387627	0.296651	0.298471	-0.000805727	-0.000703201	-0.000911594	-0.000837683	-0.000881591		
0.433656	0.336411	0.387628	0.296651	0.298472	-0.000486191	-0.000943473	-0.000807943	-0.000667881	-0.000833125		
0.433657	0.336412	0.387628	0.296652	0.298472	-0.000561588	-0.000770896	-0.000974729	-0.000586048	-0.000892201		
0.433657	0.336412	0.387629	0.296652	0.298473	-0.000596055	-0.00035001	-0.000389106	-0.000966148	-0.000538903		
0.433658	0.336413	0.38763	0.296653	0.298474	-0.000762781	-0.000739141	-0.000295739	-0.000625834	-0.0010114		
0.433659	0.336414	0.38763	0.296654	0.298474	-0.00054647	-0.000762715	-0.000615282	-0.000734453	-0.000771508		
0.433659	0.336414	0.387631	0.296654	0.298475	-0.000776502	-0.00067955	-0.00028924	-0.00078801	-0.000627776		
0.43366	0.336415	0.387632	0.296655	0.298476	-0.000805231	-0.000812903	-0.000362783	-0.000406468	-0.000971787		
0.433661	0.336415	0.387632	0.296655	0.298476	-0.000427931	-0.000562714	-0.000699107	-0.00067513	-0.000836137		
0.433661	0.336416	0.387633	0.296656	0.298477	-0.000725051	-0.000865769	-0.000671861	-0.000627629	-0.000596004		
0.433662	0.336417	0.387634	0.296657	0.298478	-0.000568727	-0.000625178	-0.000799748	-0.000480008	-0.000820063		
0.433662	0.336417	0.387634	0.296658	0.298478	-0.000896187	-0.000651181	-0.00062652	-0.000631753	-0.000891605		
0.433663	0.336418	0.387635	0.296658	0.298479	-0.00076212	-0.00042161	-0.00064012	-0.000626507	-0.00056311		
0.433664	0.336418	0.387635	0.296659	0.298479	-0.000408809	-0.000922032	-0.000792413	-0.000766834	-0.000867672		
0.433664	0.336419	0.387636	0.296659	0.29848	-0.00070218	-0.000810252	-0.000382427	-0.000492758	-0.000835772		
0.433665	0.33642	0.387637	0.29666	0.298481	-0.000788764	-0.000964176	-0.000745712	-0.00104586	-0.000823621		
0.433666	0.33642	0.387638	0.29666	0.298481	-0.000846239	-0.000818765	-0.000602585	-0.000938046	-0.000809421		
0.433666	0.336421	0.387638	0.296661	0.298482	-0.000602353	-0.000568236	-0.000810872	-0.000676395	-0.000548353		
0.433667	0.336421	0.387639	0.296662	0.298482	-0.000664879	-0.000716745	-0.000747647	-0.000681868	-0.000919225		
0.433668	0.336422	0.38764	0.296662	0.298483	-0.00064822	-0.000838969	-0.000791909	-0.000954226	-0.000950285		
0.433668	0.336423	0.38764	0.296663	0.298484	-0.000796829	-0.000479112	-0.000668701	-0.000611227	-0.000706202		
0.433669	0.336423	0.387641	0.296664	0.298484	-0.000678701	-0.000378816	-0.000716037	-0.000728654	-0.000911454		
0.433669	0.336424	0.387641	0.296664	0.298485	-0.000409366	-0.000627277	-0.000397985	-0.000624813	-0.000504717		
0.43367	0.336424	0.387642	0.296665	0.298486	-0.000753697	-0.000673366	-0.0007103	-0.000714642	-0.000895951		
0.43367	0.336425	0.387643	0.296665	0.298486	-0.000835516	-0.000626555	-0.000569927	-0.000718471	-0.000709397		
0.433671	0.336426	0.387643	0.296666	0.298487	-0.000565588	-0.000786318	-0.000452755	-0.00054222	-0.000563361		
0.433672	0.336426	0.387644	0.296667	0.298488	-0.000654532	-0.000794291	-0.00105704	-0.000649612	-0.00049091		
0.433672	0.336427	0.387644	0.296667	0.298488	-0.000936854	-0.000757804	-0.000865106	-0.000564144	-0.00057721		
0.433673	0.336427	0.387645	0.296668	0.298489	-0.000503295	-0.000897709	-0.000938202	-0.000770052	-0.000745092		
0.433673	0.336428	0.387646	0.296669	0.298489	-0.000695276	-0.000471547	-0.000891431	-0.000823734	-0.000511102		
0.433674	0.336429	0.387646	0.296669	0.29849	-0.000613682	-0.000846797	-0.000638958	-0.000721152	-0.000439219		
0.433675	0.336429	0.387647	0.29667	0.29849	-0.000734604	-0.000796979	-0.000468803	-0.000472258	-0.000582086		
0.433675	0.33643	0.387648	0.29667	0.298491	-0.000926465	-0.000864905	-0.000622417	-0.000819255	-0.000625633		
0.433676	0.336431	0.387648	0.296671	0.298492	-0.000931402	-0.000788746	-0.000583929	-0.000719468	-0.000837717		
0.433676	0.336431	0.387649	0.296672	0.298492	-0.000845188	-0.000749795	-0.000525194	-0.000531422	-0.000693986		
0.433677	0.336432	0.387649	0.296672	0.298493	-0.000835063	-0.00065244	-0.00115345	-0.000672689	-0.00082963		
0.433677	0.336432	0.38765	0.296673	0.298493	-0.000842171	-0.000900007	-0.000647583	-0.000703565	-0.000771659		
0.433678	0.336433	0.387651	0.296673	0.298494	-0.000629157	-0.000864925	-0.000504154	-0.000893218	-0.000594042		
0.433679	0.336433	0.387651	0.296674	0.298494	-0.000803872	-0.000922111	-0.00105226	-0.000394799	-0.000798779		
0.433679	0.336434	0.387652	0.296675	0.298495	-0.000766548	-0.000430266	-0.00050121	-0.000623126	-0.000740736		
0.43368	0.336435	0.387653	0.296675	0.298496	-0.000843255	-0.000782675	-0.000652575	-0.000773728	-0.000883413		
0.43368	0.336435	0.387653	0.296676	0.298496	-0.000786866	-0.000505385	-0.000689783	-0.000617417	-0.000647149		
0.433681	0.336436	0.387654	0.296676	0.298497	-0.00070382	-0.000953699	-0.000764275	-0.000575125	-0.000816958		
0.433682	0.336436	0.387654	0.296677	0.298497	-0.00068556	-0.000825542	-0.000576395	-0.000538212	-0.000713869		
0.433682	0.336437	0.387655	0.296677	0.298498	-0.000585826	-0.000632263	-0.000524385	-0.00047759	-0.000620267		
0.433683	0.336437	0.387656	0.296678	0.298498	-0.000622642	-0.00060018	-0.000282842	-0.00066132	-0.000699407		
0.433683	0.336438	0.387656	0.296679	0.298499	-0.000586402	-0.000591258	-0.000715619	-0.000584897	-0.000945902		
0.433684	0.336439	0.387657	0.29668	0.2985	-0.00074589	-0.000830722	-0.000598541	-0.000690884	-0.000893321		
0.433685	0.336439	0.387657	0.29668	0.2985	-0.000624053	-0.000796438	-0.000632174	-0.000506351	-0.00101239		
0.433685	0.33644	0.387658	0.296681	0.298501	-0.000652938	-0.000593199	-0.000653258	-0.000795809	-0.000575844		
0.433686	0.33644	0.387659	0.296681	0.298502	-0.00071521	-0.000704728	-0.00097913	-0.000940937	-0.00066463		
0.433686	0.336441	0.387659	0.296682	0.298502	-0.000554053	-0.000388047	-0.000692018	-0.000432874	-0.000788228		
0.433687	0.336441	0.38766	0.296683	0.298503	-0.000781245	-0.000760272	-0.000547972	-0.000417026	-0.000643936		
0.433688	0.336442	0.387661	0.296683	0.298503	-0.000657632	-0.000497765	-0.000594867	-0.000456207	-0.000307584		
0.433688	0.336443	0.387661	0.296684	0.298504	-0.000783145	-0.000638906	-0.00048225	-0.000936736	-0.000666529		
0.433689	0.336443	0.387662	0.296684	0.298505	-0.000586243	-0.00074591	-0.000740609	-0.0007748	-0.00056423		
0.433689	0.336444	0.387662	0.296685	0.298505	-0.00099259	-0.000708148	-0.000748438	-0.00072367	-0.000770415		
0.43369	0.336445	0.387663	0.296686	0.298506	-0.00102542	-0.000858741	-0.000690315	-0.000729756	-0.000563366		
