lap2_9_samp	lap2_10_samp	lap2_11_samp	lap2_12_samp	lap2_13_samp	cur2_9_samp	cur2_10_samp	cur2_11_samp	cur2_12_samp	cur2_13_samp	rp1631	rp16312
0.095261	0.085141	0.0788984	0.0482902	0.0626986	-0.000735321	-0.000455008	-0.000991682	-0.000679069	-0.000735199	-0.0601181	-0.059773
0.0968503	0.0867832	0.0804775	0.0494337	0.0639793	-0.000781191	-0.000906605	-0.000940048	-0.000910155	-0.000800408	-0.060162	-0.0599491
0.0984397	0.0884253	0.0820564	0.0505772	0.06526	-0.000535642	-0.000453935	-0.000623578	-0.000887037	-0.000800354	-0.0603099	-0.0598989
0.100029	0.0900675	0.0836354	0.0517207	0.0665407	-0.000467854	-0.000658791	-0.000803739	-0.000620788	-0.000904699	-0.0600216	-0.0598563
0.101619	0.0917097	0.0852144	0.0528643	0.0678214	-0.000526485	-0.000818288	-0.000569397	-0.000475825	-0.000624183	-0.0593912	-0.0589901
0.103208	0.0933519	0.0867936	0.0540079	0.0691021	-0.000809633	-0.000648906	-0.000829302	-0.000447725	-0.000736842	-0.0593824	-0.0582204
0.104797	0.094994	0.0883727	0.0551514	0.0703827	-0.000839898	-0.000489183	-0.000703143	-0.00101522	-0.000761451	-0.0600293	-0.0582084
0.106387	0.096636	0.0899519	0.0562948	0.0716634	-0.000666705	-0.00073908	-0.00061534	-0.000674465	-0.000721493	-0.060318	-0.0584882
0.107976	0.0982783	0.0915308	0.0574383	0.0729439	-0.000362859	-0.000957178	-0.000489724	-0.000722869	-0.00062235	-0.0604612	-0.0584142
0.109565	0.0999204	0.09311	0.0585819	0.0743055	-0.000833899	-0.000739949	-0.000839138	-0.000389831	-0.000642203	-0.0600543	-0.0581587
0.111155	0.101563	0.0946891	0.0597253	0.0757344	-0.000840527	-0.000755896	-0.000606077	-0.000776801	-0.000829548	-0.0594791	-0.0576811
0.112744	0.103205	0.0962681	0.0608688	0.0771633	-0.000773778	-0.000687061	-0.000765977	-0.000574053	-0.000640217	-0.0592398	-0.0572265
0.114222	0.104847	0.0978473	0.0620124	0.0785921	-0.000902743	-0.000421267	-0.000620041	-0.000792684	-0.000596868	-0.0593592	-0.0570274
0.115638	0.106489	0.0994264	0.0631559	0.080021	-0.000580676	-0.000711157	-0.000514529	-0.000743216	-0.000825268	-0.0596359	-0.0571461
0.117053	0.108105	0.101006	0.0642995	0.0814499	-0.000682009	-0.000760227	-0.00040594	-0.000770804	-0.00079473	-0.0597308	-0.0575693
0.118467	0.109614	0.102585	0.065443	0.0828787	-0.000599226	-0.000500586	-0.000958276	-0.000497847	-0.000925308	-0.0591623	-0.05788
0.119883	0.111122	0.104164	0.0666952	0.0843077	-0.000582894	-0.000522897	-0.000935552	-0.000928064	-0.000581013	-0.058517	-0.0578554
0.121298	0.112631	0.105743	0.0680404	0.0857366	-0.000580814	-0.000739475	-0.000485443	-0.000656959	-0.000642632	-0.0590935	-0.057795
0.122713	0.114139	0.107322	0.0693858	0.0871655	-0.000610055	-0.000817616	-0.000705409	-0.000821838	-0.000830389	-0.0599652	-0.0577464
0.124128	0.115647	0.108901	0.0707309	0.0885944	-0.000831212	-0.000461811	-0.00091818	-0.000777835	-0.00076423	-0.0591788	-0.0575672
0.125543	0.117155	0.110421	0.0720761	0.0900233	-0.000664973	-0.00054302	-0.000548735	-0.000546217	-0.000610228	-0.0601291	-0.0581283
0.126958	0.118664	0.11192	0.0734213	0.0914522	-0.000845461	-0.000512971	-0.000812905	-0.000911456	-0.000619877	-0.0608312	-0.0582383
0.128373	0.120172	0.113419	0.0747666	0.0928811	-0.000908302	-0.000728233	-0.00078614	-0.00106415	-0.000591375	-0.0596088	-0.0577493
0.129788	0.12168	0.114917	0.0761119	0.0943101	-0.0006522	-0.000507437	-0.000896617	-0.000847665	-0.000768485	-0.0589183	-0.0580443
0.131203	0.123189	0.116416	0.0774572	0.0957391	-0.000656866	-0.000494482	-0.000799901	-0.000471015	-0.00096927	-0.0595284	-0.0586588
0.132618	0.124697	0.117915	0.0788025	0.0971681	-0.000890323	-0.00075275	-0.000730874	-0.000789298	-0.000559601	-0.0605992	-0.0594382
0.134033	0.126205	0.119413	0.0801479	0.0985971	-0.000739198	-0.000779301	-0.000696615	-0.000585059	-0.000564018	-0.0610393	-0.0599322
0.135448	0.127714	0.120912	0.0814932	0.100026	-0.000602034	-0.000819652	-0.000489127	-0.000673542	-0.000675224	-0.060759	-0.0595989
0.136863	0.129222	0.122411	0.0828384	0.101455	-0.000557874	-0.000554766	-0.000397821	-0.000721677	-0.000614664	-0.0600342	-0.0594064
0.138278	0.13073	0.12391	0.0841836	0.102884	-0.000918097	-0.000570249	-0.000725533	-0.000825359	-0.000853076	-0.0601285	-0.0600492
0.139693	0.132238	0.125408	0.0855288	0.104313	-0.000747603	-0.000870798	-0.000683237	-0.000581518	-0.000647123	-0.0609901	-0.060511
0.141108	0.133747	0.126907	0.0868741	0.105741	-0.000709803	-0.000926885	-0.000934344	-0.000636727	-0.00084344	-0.0605089	-0.0600776
0.142523	0.135255	0.128406	0.0882193	0.107158	-0.000946004	-0.000550276	-0.000620976	-0.00072809	-0.000678811	-0.059894	-0.0599105
0.143938	0.136764	0.129904	0.0895645	0.108574	-0.000751953	-0.000543921	-0.000778403	-0.000573452	-0.000911292	-0.0599554	-0.0598911
0.145354	0.138272	0.131403	0.0909097	0.10999	-0.00092634	-0.000807343	-0.000725427	-0.000808033	-0.000438443	-0.0598527	-0.0600448
0.146769	0.13978	0.132902	0.092255	0.111406	-0.000605539	-0.000947271	-0.000690597	-0.000804722	-0.000671241	-0.0595407	-0.0600298
0.148136	0.141289	0.1344	0.0936002	0.112822	-0.000503369	-0.000799245	-0.000670178	-0.000731535	-0.000747404	-0.0600571	-0.0604041
0.149462	0.142797	0.135899	0.0949455	0.114238	-0.000850912	-0.000650895	-0.000550818	-0.000984273	-0.000844254	-0.0602366	-0.0607949
0.150789	0.144202	0.137398	0.0962907	0.115653	-0.00058852	-0.000746503	-0.000670764	-0.000924107	-0.000617126	-0.0601565	-0.0606644
0.152116	0.145562	0.138896	0.0976641	0.117069	-0.000759987	-0.000657346	-0.000741931	-0.000599612	-0.000851568	-0.0596152	-0.0600213
0.153442	0.146921	0.140395	0.0990569	0.118485	-0.000873993	-0.00115969	-0.0004707	-0.000629629	-0.000911381	-0.060442	-0.0602306
0.154769	0.148281	0.141894	0.100449	0.119901	-0.000934035	-0.000641977	-0.0006745	-0.000426743	-0.000762957	-0.0603974	-0.0605367
0.156096	0.14964	0.143393	0.101842	0.121317	-0.000578501	-0.00028169	-0.000791907	-0.000784034	-0.000600483	-0.0606236	-0.0610088
0.157422	0.151	0.14482	0.103235	0.122733	-0.000610216	-0.000546794	-0.000408993	-0.000676398	-0.000578373	-0.0601885	-0.0607028
0.158749	0.152359	0.146202	0.104628	0.124149	-0.000539675	-0.000875446	-0.00106205	-0.000389288	-0.000729974	-0.0609129	-0.0608651
0.160076	0.153719	0.147585	0.10602	0.125565	-0.000851983	-0.00096275	-0.000656512	-0.000342008	-0.000706141	-0.0609464	-0.0611062
0.161402	0.155078	0.148968	0.107413	0.126981	-0.00109671	-0.000671508	-0.000910173	-0.00069619	-0.00075968	-0.0604063	-0.0608823
0.162729	0.156438	0.150351	0.108806	0.128397	-0.000437854	-0.000914524	-0.000734644	-0.000580656	-0.000439794	-0.0604067	-0.0606279
0.164056	0.157797	0.151733	0.110199	0.129813	-0.000898767	-0.000796811	-0.000353818	-0.00086683	-0.000471984		
0.165382	0.159157	0.153116	0.111591	0.131229	-0.000900771	-0.000576252	-0.000732767	-0.000745191	-0.000933197		
0.166709	0.160516	0.154499	0.112984	0.132645	-0.000712325	-0.000874755	-0.000777986	-0.000711886	-0.000838708		
0.168036	0.161876	0.155882	0.114377	0.134061	-0.000574539	-0.000613351	-0.000789467	-0.00092692	-0.000595084		
0.169363	0.163235	0.157265	0.11577	0.135477	-0.000916989	-0.000557614	-0.000694934	-0.000971132	-0.000691835		
0.170689	0.164595	0.158648	0.117162	0.136893	-0.000919934	-0.000729964	-0.000888125	-0.00103837	-0.000897789		
0.172016	0.165954	0.16003	0.118555	0.138309	-0.000850919	-0.000609916	-0.00070895	-0.000931727	-0.000434384		
0.173343	0.167314	0.161413	0.119948	0.139724	-0.000499868	-0.000354083	-0.00049988	-0.000492609	-0.000790439		
0.174669	0.168674	0.162796	0.12134	0.14111	-0.000669789	-0.000705251	-0.000713018	-0.0008559	-0.000746301		
0.175996	0.170033	0.164179	0.122733	0.1424	-0.000439561	-0.00103457	-0.000874904	-0.000697014	-0.000774614		
0.177323	0.171393	0.165561	0.124126	0.143691	-0.000703839	-0.000839903	-0.000760837	-0.000791414	-0.000677765		
0.178649	0.172752	0.166944	0.125519	0.144981	-0.000614504	-0.000710085	-0.00057775	-0.000559117	-0.000583276		
0.179976	0.174112	0.168327	0.126911	0.146271	-0.000447136	-0.000564529	-0.000542532	-0.000473091	-0.000514199		
0.181274	0.175472	0.16971	0.128304	0.147561	-0.000526859	-0.000606481	-0.000962821	-0.000708678	-0.000574328		
0.182559	0.176831	0.171093	0.12969	0.148851	-0.000618368	-0.000880721	-0.000561633	-0.000912538	-0.000395599		
0.183844	0.178191	0.172475	0.131061	0.150142	-0.00100829	-0.000711746	-0.000559825	-0.000491449	-0.0006817		
0.185129	0.179489	0.173858	0.132431	0.151432	-0.000724703	-0.000458037	-0.000758227	-0.000766465	-0.000585745		
0.186414	0.180705	0.175241	0.133801	0.152722	-0.000645183	-0.000725701	-0.000567742	-0.000606412	-0.000720517		
0.187699	0.181921	0.176624	0.135172	0.154012	-0.00058344	-0.000466481	-0.000597327	-0.000695531	-0.000494672		
0.188983	0.183137	0.178007	0.136542	0.155302	-0.000835238	-0.000830638	-0.000697247	-0.000528847	-0.000581801		
0.190268	0.184353	0.179314	0.137912	0.156593	-0.000583411	-0.000774894	-0.000702397	-0.000601493	-0.000882284		
0.191553	0.185569	0.1806	0.139282	0.157883	-0.000677363	-0.000710049	-0.000856789	-0.000915421	-0.000849809		
0.192838	0.186786	0.181886	0.140653	0.159173	-0.000692542	-0.000588674	-0.000470156	-0.000735794	-0.000829797		
0.194122	0.188002	0.183171	0.142023	0.160463	-0.000834828	-0.000858776	-0.000715988	-0.000717261	-0.000830126		
0.195407	0.189218	0.184457	0.143393	0.161753	-0.000627369	-0.000724755	-0.00090225	-0.00032752	-0.000597488		
0.196692	0.190434	0.185743	0.144763	0.163043	-0.000596069	-0.000862765	-0.000623352	-0.000613773	-0.00078499		
0.197977	0.19165	0.187029	0.146134	0.164334	-0.00053023	-0.00072834	-0.000655788	-0.000807882	-0.000477964		
0.199262	0.192867	0.188316	0.147504	0.165624	-0.000834957	-0.00063151	-0.00101854	-0.000739112	-0.000596368		
0.200546	0.194083	0.189602	0.148874	0.166914	-0.000656501	-0.000765865	-0.000657511	-0.000543068	-0.000659569		
0.201831	0.195299	0.190888	0.150244	0.168204	-0.000942973	-0.00042328	-0.000854	-0.000808736	-0.000761233		
0.203116	0.196515	0.192174	0.151615	0.169494	-0.000747813	-0.000568885	-0.000833542	-0.000567481	-0.000754682		
0.204401	0.197731	0.19346	0.152985	0.170784	-0.00060813	-0.000845166	-0.000682923	-0.00075023	-0.00076414		
0.205685	0.198947	0.194745	0.154355	0.172074	-0.000706363	-0.000792767	-0.000533818	-0.000705713	-0.000399241		
0.20697	0.200163	0.196031	0.155725	0.173365	-0.000706862	-0.000811885	-0.000713724	-0.000898774	-0.000656304		
0.208255	0.20138	0.197317	0.157095	0.174655	-0.000823744	-0.0005155	-0.000833939	-0.000734797	-0.000616382		
0.20954	0.202596	0.198604	0.158466	0.175945	-0.000895814	-0.000777322	-0.000294214	-0.000755278	-0.000465652		
0.210824	0.203812	0.19989	0.159836	0.177235	-0.000665083	-0.000653184	-0.000699905	-0.000613857	-0.000820847		
0.212119	0.205028	0.201176	0.161206	0.178526	-0.000451691	-0.000770185	-0.000806454	-0.000967449	-0.000508435		
0.213432	0.206245	0.202462	0.162577	0.179803	-0.000622689	-0.000858683	-0.000992293	-0.000674208	-0.000504966		
0.214744	0.207461	0.203748	0.163947	0.180867	-0.00062146	-0.000932407	-0.000939991	-0.000406712	-0.000843339		
0.216057	0.208677	0.205034	0.165311	0.181925	-0.000688667	-0.000928408	-0.000616498	-0.000550049	-0.000612138		
0.21737	0.209893	0.20632	0.166532	0.182983	-0.000833635	-0.00050777	-0.00055065	-0.000519483	-0.000672101		
0.218683	0.211109	0.207606	0.167748	0.184041	-0.000885943	-0.000508939	-0.000705301	-0.000699263	-0.000838738		
0.219996	0.212325	0.208892	0.168965	0.185099	-0.000813716	-0.000814486	-0.000525167	-0.000668627	-0.000671476		
0.221308	0.213542	0.210213	0.170181	0.186157	-0.000630359	-0.000393902	-0.000497818	-0.00073959	-0.000967847		
0.222621	0.214758	0.211544	0.171397	0.187215	-0.000854048	-0.00074214	-0.000839062	-0.000794476	-0.000741618		
0.223934	0.215974	0.212875	0.172613	0.188273	-0.000824161	-0.000590084	-0.00091605	-0.000485315	-0.00079337		
0.225247	0.217188	0.214206	0.173829	0.189331	-0.000777746	-0.000456692	-0.000588756	-0.000586458	-0.000746268		
0.22656	0.218219	0.215538	0.175046	0.190389	-0.000758072	-0.000655009	-0.000937108	-0.000859466	-0.000788065		
0.227873	0.219233	0.216869	0.176262	0.191447	-0.000499686	-0.000949298	-0.000616963	-0.000880936	-0.000614266		
0.229185	0.220247	0.2182	0.177478	0.192506	-0.000849249	-0.000536063	-0.000815516	-0.000487746	-0.000800925		
0.230498	0.221262	0.219531	0.178694	0.193564	-0.00106855	-0.000674197	-0.000559398	-0.000862304	-0.000965578		
0.231811	0.222276	0.220862	0.17991	0.194622	-0.000644906	-0.000759796	-0.000701548	-0.000712815	-0.0009001		
0.233124	0.22329	0.222193	0.181126	0.19568	-0.000664809	-0.000795467	-0.000633965	-0.000862842	-0.000468042		
0.234437	0.224304	0.223524	0.182343	0.196738	-0.000743339	-0.000596932	-0.000762437	-0.0007193	-0.000870305		
0.235749	0.225318	0.224856	0.183559	0.197796	-0.000799797	-0.000892079	-0.000523995	-0.000694575	-0.000698886		
0.237062	0.226333	0.226187	0.184775	0.198854	-0.000657584	-0.000464589	-0.000758017	-0.000787072	-0.000614657		
0.238375	0.227347	0.227518	0.185991	0.199912	-0.000495089	-0.000528389	-0.000960681	-0.000754902	-0.000605288		
0.239688	0.228361	0.228849	0.187207	0.20097	-0.000831563	-0.000537061	-0.000951503	-0.000758692	-0.000858156		
0.241001	0.229375	0.23018	0.188424	0.202028	-0.000485739	-0.000823143	-0.0005893	-0.000766456	-0.000912554		
0.242314	0.230389	0.231511	0.18964	0.203086	-0.00072127	-0.00100129	-0.000536889	-0.000531544	-0.000806384		
0.243671	0.231403	0.232843	0.190856	0.204144	-0.000531707	-0.000688085	-0.000519391	-0.000526622	-0.00056926		
0.245034	0.232417	0.234174	0.192072	0.205202	-0.000789633	-0.000803617	-0.000416115	-0.000771644	-0.000604831		
0.246397	0.233431	0.235505	0.193288	0.20626	-0.000601336	-0.000675184	-0.000698762	-0.00086574	-0.000733872		
0.24776	0.234446	0.236836	0.194505	0.207318	-0.00087782	-0.000782533	-0.000568876	-0.000799359	-0.00061891		
0.249123	0.23546	0.238167	0.195721	0.208376	-0.000923752	-0.000734697	-0.000708009	-0.000938288	-0.000807825		
0.250486	0.236474	0.239498	0.196937	0.209434	-0.000706758	-0.000669863	-0.00083831	-0.000959285	-0.000891275		
0.251849	0.237488	0.240829	0.198153	0.210492	-0.000961036	-0.000533481	-0.000968771	-0.000931901	-0.000564356		
0.253212	0.238502	0.242152	0.19937	0.21155	-0.000498206	-0.000812835	-0.000919806	-0.000776894	-0.000533788		
0.254575	0.239516	0.243462	0.200586	0.212608	-0.000936944	-0.000839327	-0.000939966	-0.000816047	-0.000348162		
0.255938	0.240531	0.244771	0.201802	0.213666	-0.000705541	-0.000663088	-0.000353203	-0.00086499	-0.000633785		
0.2573	0.241545	0.24608	0.203018	0.214724	-0.000576634	-0.000573434	-0.000705882	-0.000787616	-0.00083737		
0.258663	0.242559	0.247389	0.204234	0.215782	-0.000683608	-0.000736037	-0.000799429	-0.000919084	-0.000811392		
0.260026	0.243573	0.248699	0.20545	0.21684	-0.000926259	-0.000728727	-0.000647009	-0.000547519	-0.000887468		
0.261389	0.244587	0.250008	0.206667	0.217898	-0.000663598	-0.000630922	-0.00092086	-0.000755957	-0.000929732		
0.262752	0.245601	0.251317	0.207883	0.218956	-0.000933255	-0.000585171	-0.000712922	-0.000806137	-0.000550274		
0.264114	0.246616	0.252627	0.209099	0.220014	-0.000595418	-0.000812824	-0.000811403	-0.000735798	-0.000863454		
0.265477	0.24763	0.253936	0.210315	0.221072	-0.000657763	-0.00064784	-0.00060736	-0.000457563	-0.000614411		
0.26684	0.248644	0.255245	0.211392	0.22213	-0.000632282	-0.000322868	-0.000735225	-0.000654565	-0.000904292		
0.268203	0.249658	0.256554	0.212241	0.223188	-0.000926954	-0.00067932	-0.000450896	-0.000408583	-0.000716516		
0.269566	0.250672	0.257863	0.21309	0.224246	-0.000740821	-0.000689203	-0.000557807	-0.000302639	-0.00097942		
0.270929	0.251686	0.259173	0.213939	0.225304	-0.000646935	-0.000708552	-0.000736816	-0.000727798	-0.000658545		
0.272292	0.2527	0.260482	0.214788	0.226362	-0.000948945	-0.000758014	-0.000612378	-0.000958204	-0.000631848		
0.273655	0.253714	0.261791	0.215637	0.22742	-0.000749646	-0.000704654	-0.000816629	-0.000834897	-0.000715223		
0.275017	0.254728	0.2631	0.216486	0.228478	-0.000677165	-0.000554984	-0.000741032	-0.00071477	-0.000838154		
0.27638	0.255742	0.26441	0.217335	0.229255	-0.000686119	-0.00070355	-0.000868772	-0.000789028	-0.000416775		
0.277693	0.256756	0.265719	0.218184	0.229945	-0.00055689	-0.000622559	-0.000622889	-0.000874333	-0.000688238		
0.278949	0.25777	0.267028	0.219033	0.230636	-0.000896497	-0.00065287	-0.000673211	-0.000565086	-0.000740891		
0.280206	0.258784	0.268337	0.219882	0.231327	-0.000736095	-0.000700904	-0.000668015	-0.000750245	-0.000776821		
0.281462	0.259798	0.269647	0.220731	0.232017	-0.000859201	-0.000875449	-0.000443413	-0.000760393	-0.000737973		
0.282719	0.260658	0.270956	0.22158	0.232708	-0.000788112	-0.000789983	-0.000832415	-0.000865872	-0.000593944		
0.283975	0.261413	0.272265	0.222429	0.233399	-0.000765341	-0.00075274	-0.000612628	-0.000693486	-0.000687603		
0.285232	0.262169	0.273574	0.223278	0.234089	-0.000622306	-0.00045518	-0.000557137	-0.000318748	-0.000729681		
0.286488	0.262924	0.274883	0.224127	0.23478	-0.000597969	-0.000927546	-0.000514187	-0.000614808	-0.000509036		
0.287745	0.26368	0.276193	0.224976	0.23547	-0.000717675	-0.000857418	-0.000617721	-0.000674133	-0.000718865		
0.289001	0.264435	0.277502	0.225825	0.236161	-0.000784454	-0.00097587	-0.00063656	-0.000669444	-0.000415963		
0.290258	0.26519	0.278811	0.226674	0.236851	-0.000944502	-0.000653857	-0.00100509	-0.00064025	-0.00102105		
