lap2_47_samp	lap2_48_samp	lap2_49_samp	lap2_50_samp	lap2_51_samp	Smth2_47_samp	Smth2_48_samp	Smth2_49_samp	Smth2_50_samp	Smth2_51_samp	rp1111
12.7318	11.7077	9.36078	11.1752	8.92925	-0.0539492	-0.0543007	-0.0561981	-0.0398199	-0.0546002	
12.7348	11.7115	9.36387	11.1787	8.93206	-0.0539636	-0.0543003	-0.0562789	-0.0402545	-0.0545534	
12.7378	11.7152	9.36696	11.1822	8.93486	-0.0539857	-0.0542892	-0.0563558	-0.0406912	-0.0545098	
12.7408	11.7189	9.37005	11.1856	8.93766	-0.054015	-0.0542676	-0.0564299	-0.0411262	-0.0544686	
12.7438	11.7227	9.37314	11.1891	8.94047	-0.0540505	-0.0542344	-0.0565024	-0.041548	-0.0544299	
12.7468	11.7264	9.37623	11.1925	8.94327	-0.0540909	-0.0541898	-0.0565743	-0.0419563	-0.0543936	
12.7498	11.7301	9.37932	11.196	8.94608	-0.0541344	-0.0541338	-0.0566461	-0.042352	-0.0543589	
12.7528	11.7339	9.38241	11.1994	8.94888	-0.0541801	-0.0540675	-0.0567185	-0.0427369	-0.0543259	
12.7558	11.7376	9.3855	11.2029	8.95169	-0.0542262	-0.0539916	-0.0567919	-0.0431122	-0.0542947	
12.7588	11.7414	9.38859	11.2063	8.95449	-0.0542722	-0.0539074	-0.0568667	-0.0434784	-0.0542649	
12.7618	11.7452	9.39168	11.2099	8.95729	-0.0543169	-0.053817	-0.056942	-0.043836	-0.0542381	
12.7649	11.749	9.39474	11.2135	8.9601	-0.0543588	-0.0537224	-0.0570171	-0.0441842	-0.0542147	
12.7679	11.7529	9.39779	11.2171	8.9629	-0.0543958	-0.0536265	-0.0570915	-0.0445228	-0.0541957	
12.7709	11.7567	9.40084	11.2207	8.9657	-0.0544255	-0.053532	-0.0571655	-0.0448512	-0.0541828	
12.774	11.7605	9.40389	11.2243	8.96851	-0.0544461	-0.0534416	-0.0572394	-0.0451688	-0.0541775	
12.777	11.7643	9.40694	11.228	8.97131	-0.0544563	-0.0533578	-0.057313	-0.0454747	-0.0541859	
12.78	11.7681	9.41	11.2316	8.97411	-0.0544549	-0.0532823	-0.0573855	-0.045768	-0.0541274	
12.7831	11.7719	9.41305	11.2352	8.97692	-0.0544421	-0.0532171	-0.0574559	-0.0460497	-0.0525503	
12.7861	11.7758	9.4161	11.2388	8.97972	-0.0544184	-0.0531647	-0.0575231	-0.0463204	-0.0507492	
12.7891	11.7797	9.41915	11.2424	8.9825	-0.0543845	-0.0531273	-0.0575857	-0.0465792	-0.0487281	
12.7921	11.7835	9.4222	11.2461	8.98526	-0.0543417	-0.053106	-0.0576413	-0.0468257	-0.0464493	
12.7951	11.7874	9.42525	11.2497	8.98803	-0.054291	-0.0531017	-0.0576903	-0.0470601	-0.0440066	
12.7982	11.7912	9.42828	11.2534	8.99079	-0.0542344	-0.0531142	-0.0577335	-0.0472812	-0.0414794	
12.8012	11.7951	9.43131	11.257	8.99356	-0.0541742	-0.0531436	-0.0577706	-0.0474877	-0.0389474	
12.8042	11.7989	9.43434	11.2606	8.99632	-0.0541121	-0.0531908	-0.0578012	-0.0476788	-0.0364727	
12.8072	11.8028	9.43738	11.2643	8.99909	-0.0540499	-0.0532555	-0.0578248	-0.0478547	-0.0340885	
12.8102	11.8067	9.44041	11.2679	9.00185	-0.0539903	-0.0533369	-0.0578417	-0.0480162	-0.0318016	
12.8132	11.8106	9.44344	11.2716	9.00462	-0.0539364	-0.0534334	-0.0578523	-0.0481638	-0.0296045	
12.8162	11.8145	9.44648	11.275	9.00739	-0.0538902	-0.0535428	-0.0578559	-0.0482977	-0.0274813	
12.8193	11.8184	9.44951	11.2784	9.01015	-0.0538521	-0.053663	-0.0578515	-0.0484186	-0.0253635	
12.8223	11.8223	9.45254	11.2818	9.01291	-0.0538224	-0.053792	-0.0578381	-0.048528	-0.0231968	
12.8253	11.8262	9.45557	11.2852	9.01564	-0.0538019	-0.0539277	-0.0578158	-0.0486268	-0.0209975	
12.8284	11.8302	9.45862	11.2885	9.01837	-0.0537911	-0.0540672	-0.0577859	-0.0487155	-0.0187575	
12.8314	11.8341	9.46167	11.2919	9.0211	-0.053791	-0.0542078	-0.0577487	-0.0487946	-0.0164649	
12.8344	11.838	9.46473	11.2953	9.02382	-0.0538021	-0.0543471	-0.0577042	-0.0488642	-0.0141625	
12.8375	11.8419	9.46778	11.2987	9.02655	-0.0538244	-0.0544833	-0.0576537	-0.0489245	-0.0118996	
12.8405	11.8458	9.47083	11.302	9.02928	-0.053858	-0.0546147	-0.0575975	-0.0489757	-0.00974802	
12.8435	11.8497	9.47388	11.3055	9.03201	-0.0539015	-0.0547403	-0.057536	-0.0490187	-0.00916328	
12.8466	11.8536	9.47693	11.3091	9.03473	-0.0539536	-0.0548591	-0.0574709	-0.0490542	-0.00891644	
12.8496	11.8575	9.47999	11.3126	9.03746	-0.0540124	-0.0549694	-0.0574037	-0.049083	-0.00891135	
12.8526	11.8614	9.48304	11.3162	9.04019	-0.0540764	-0.0550712	-0.057338	-0.0491048	-0.00917282	
12.8556	11.8654	9.48609	11.3197	9.04292	-0.0541444	-0.0551638	-0.0572755	-0.04912	-0.00956548	
12.8586	11.8693	9.48915	11.3233	9.04564	-0.0542142	-0.0552476	-0.0572159	-0.0491294	-0.00999516	
12.8616	11.8733	9.49222	11.3268	9.04829	-0.0542844	-0.0553236	-0.0571605	-0.0491336	-0.0103982	
12.8647	11.8772	9.49529	11.3304	9.05094	-0.0543551	-0.0553922	-0.057111	-0.0491324	-0.0107655	
12.8677	11.8811	9.49836	11.3339	9.05359	-0.054426	-0.0554545	-0.0570686	-0.0491246	-0.0111173	
12.8707	11.8851	9.50143	11.3375	9.05625	-0.0544961	-0.0555113	-0.057034	-0.0491099	-0.0114387	
12.8737	11.889	9.50451	11.341	9.0589	-0.054565	-0.0555638	-0.0570085	-0.0490885	-0.0117129	
12.8767	11.893	9.50758	11.3446	9.06155	-0.0546318	-0.0556133	-0.056994	-0.049061	-0.0119223	
12.8797	11.8969	9.51065	11.3481	9.06421	-0.0546965	-0.0556613	-0.0569927	-0.0490263	-0.0121231	
12.8827	11.9009	9.51372	11.3517	9.06686	-0.0547597	-0.0557095	-0.0570057	-0.0489832	-0.0123649	
12.8858	11.9048	9.51679	11.3552	9.06951	-0.0548219	-0.0557583	-0.0570329	-0.0489308	-0.0126178	
12.8888	11.9087	9.5199	11.3588	9.07216	-0.0548838	-0.0558089	-0.0570721	-0.0488687	-0.0128733	
12.8918	11.9127	9.52306	11.3623	9.07481	-0.0549455	-0.0558618	-0.0571201	-0.0487973	-0.0131353	
12.8949	11.9166	9.52623	11.366	9.07747	-0.0550074	-0.0559181	-0.0571748	-0.0487176	-0.0133686	
12.8979	11.9205	9.52939	11.37	9.08014	-0.05507	-0.0559782	-0.0572331	-0.0486303	-0.0135268	
12.9009	11.9244	9.53256	11.3739	9.08281	-0.0551333	-0.0560424	-0.0572933	-0.0485342	-0.0136192	
12.904	11.9284	9.53573	11.3778	9.08548	-0.055198	-0.0561115	-0.0573551	-0.0484279	-0.0136572	
12.907	11.9323	9.53889	11.3817	9.08815	-0.0552648	-0.0561854	-0.0574179	-0.0483103	-0.01365	
12.91	11.9362	9.54206	11.3856	9.09082	-0.0553339	-0.0562641	-0.0574811	-0.0481844	-0.0136216	
12.9131	11.9402	9.54523	11.3895	9.09349	-0.0554063	-0.0563463	-0.057543	-0.0480554	-0.0135994	
12.9161	11.9441	9.54839	11.3934	9.09616	-0.0554821	-0.0564308	-0.0576023	-0.0479238	-0.0136273	
12.919	11.948	9.55157	11.3974	9.09883	-0.055561	-0.0565176	-0.0576582	-0.0477882	-0.0137389	
12.922	11.952	9.55475	11.4015	9.1015	-0.0556415	-0.0566063	-0.0577091	-0.0476478	-0.0139538	
12.9249	11.9559	9.55794	11.4056	9.10417	-0.0557218	-0.0566967	-0.0577531	-0.0475041	-0.0142052	
12.9278	11.9598	9.56112	11.4096	9.10684	-0.0558012	-0.0567875	-0.0577893	-0.0473579	-0.0144203	
12.9308	11.9638	9.56431	11.4137	9.10952	-0.0558793	-0.0568789	-0.0578179	-0.0471927	-0.014606	
12.9337	11.9678	9.56749	11.4177	9.11223	-0.0559549	-0.056971	-0.0578392	-0.0469987	-0.0147935	
12.9366	11.9718	9.57068	11.4218	9.11494	-0.0560283	-0.0570633	-0.0578546	-0.0467757	-0.0150295	
12.9396	11.9757	9.57386	11.4259	9.11765	-0.0560996	-0.0571554	-0.0578648	-0.0465343	-0.015321	
12.9425	11.9797	9.57705	11.4299	9.12036	-0.0561688	-0.0572462	-0.0578706	-0.0462793	-0.0156661	
12.9457	11.9837	9.58023	11.434	9.12306	-0.0562359	-0.0573354	-0.0578721	-0.046009	-0.0160399	
12.949	11.9877	9.58343	11.4381	9.12577	-0.0563015	-0.0574219	-0.0578694	-0.045719	-0.0164435	
12.9523	11.9917	9.58663	11.4421	9.12848	-0.0563659	-0.0575057	-0.0578646	-0.0454	-0.0168825	
12.9557	11.9957	9.58984	11.4462	9.13119	-0.0564292	-0.0575866	-0.0578589	-0.0450601	-0.017346	
12.959	11.9997	9.59304	11.4502	9.1339	-0.0564914	-0.0576649	-0.057854	-0.0447179	-0.0178218	
12.9623	12.0036	9.59624	11.4543	9.13661	-0.0565527	-0.057741	-0.0578502	-0.044341	-0.0182736	
12.9656	12.0076	9.59945	11.4584	9.13931	-0.0566135	-0.0578134	-0.0578469	-0.0439423	-0.0186645	
12.9689	12.0116	9.60265	11.4626	9.14201	-0.056674	-0.0578814	-0.0578436	-0.0435347	-0.0189502	
12.9723	12.0156	9.60586	11.4668	9.14468	-0.0567345	-0.0579453	-0.0578406	-0.043125	-0.0191715	
12.9756	12.0196	9.60906	11.4711	9.14735	-0.0567935	-0.0580064	-0.0578385	-0.0427151	-0.0193684	
12.9789	12.0236	9.61227	11.4753	9.15002	-0.0568492	-0.0580646	-0.0578378	-0.0422993	-0.0195478	
12.9819	12.0276	9.61549	11.4795	9.15269	-0.0569014	-0.0581189	-0.0578393	-0.0418763	-0.0196956	
12.9849	12.0317	9.61873	11.4837	9.15536	-0.0569502	-0.0581687	-0.0578438	-0.0414509	-0.0197813	
12.9878	12.0358	9.62197	11.4879	9.15803	-0.0569956	-0.0582142	-0.0578517	-0.0410336	-0.0198199	
12.9908	12.0398	9.62522	11.4922	9.1607	-0.0570369	-0.0582566	-0.0578631	-0.0406281	-0.0198275	
12.9938	12.0439	9.62846	11.4964	9.16337	-0.0570731	-0.0582966	-0.0578781	-0.0402489	-0.0198051	
12.9968	12.0479	9.6317	11.5007	9.16604	-0.0571033	-0.0583343	-0.0578969	-0.0399073	-0.0197173	
12.9997	12.052	9.63494	11.5049	9.16871	-0.0571274	-0.0583698	-0.0579184	-0.039606	-0.0195311	
13.0027	12.0561	9.63818	11.5092	9.17138	-0.0571456	-0.0584028	-0.057942	-0.0393377	-0.0192412	
13.0057	12.0602	9.64142	11.5134	9.17406	-0.0571574	-0.0584331	-0.0579675	-0.039098	-0.0188464	
13.0088	12.0642	9.64466	11.5177	9.17675	-0.0571613	-0.0584607	-0.0579955	-0.0388938	-0.0183787	
13.0122	12.0683	9.64793	11.522	9.17944	-0.0571568	-0.058487	-0.0580276	-0.0387315	-0.0178611	
13.0156	12.0724	9.65121	11.5264	9.18213	-0.0571441	-0.0585124	-0.0580649	-0.0386208	-0.017333	
13.0189	12.0765	9.65449	11.5308	9.18482	-0.0571238	-0.0585367	-0.0581084	-0.0385552	-0.0168067	
13.0223	12.0806	9.65777	11.5352	9.18751	-0.057097	-0.0585596	-0.0581581	-0.0385125	-0.0162857	
13.0256	12.0846	9.66105	11.5396	9.1902	-0.0570653	-0.0585815	-0.0582138	-0.0385271	-0.0157775	
13.029	12.0887	9.66434	11.544	9.19289	-0.0570297	-0.0586038	-0.0582753	-0.0385886	-0.0153024	
13.0324	12.0928	9.66762	11.5485	9.19558	-0.0569915	-0.058627	-0.0583427	-0.038685	-0.0149146	
13.0357	12.0968	9.6709	11.5529	9.19827	-0.0569518	-0.0586491	-0.0584162	-0.0388089	-0.014581	
13.0391	12.1008	9.67418	11.5573	9.20096	-0.0569124	-0.0586672	-0.0584952	-0.0389562	-0.0142593	
13.0424	12.1049	9.67748	11.5617	9.20365	-0.0568748	-0.0586797	-0.058578	-0.0391336	-0.0139343	
13.0458	12.1089	9.68083	11.5661	9.20635	-0.0568403	-0.0586858	-0.0586641	-0.0393438	-0.0136096	
13.0491	12.113	9.68419	11.5705	9.20906	-0.0568097	-0.058685	-0.0587518	-0.0395802	-0.0133019	
13.0524	12.117	9.68755	11.5749	9.21177	-0.0567827	-0.0586774	-0.0588397	-0.0398296	-0.0130149	
13.0558	12.1211	9.6909	11.5793	9.21447	-0.0567595	-0.058663	-0.0589264	-0.040086	-0.0127507	
13.0591	12.125	9.69426	11.5838	9.21719	-0.0567412	-0.058642	-0.0590109	-0.0403503	-0.0124999	
13.0624	12.129	9.69762	11.5885	9.21989	-0.0567274	-0.0586146	-0.0590928	-0.0406212	-0.0122818	
13.0658	12.133	9.70097	11.5931	9.2226	-0.0567175	-0.0585806	-0.0591713	-0.040895	-0.0121122	
13.0691	12.1369	9.70433	11.5978	9.22531	-0.0567111	-0.0585402	-0.0592452	-0.041169	-0.0119889	
13.0725	12.1409	9.70769	11.6024	9.22802	-0.0567085	-0.0584928	-0.0593145	-0.0414416	-0.011911	
13.0757	12.1449	9.71108	11.6071	9.23073	-0.0567101	-0.0584375	-0.0593791	-0.041707	-0.0118794	
13.079	12.1488	9.71447	11.6117	9.23343	-0.0567156	-0.0583734	-0.059439	-0.0419628	-0.0118854	
13.0822	12.1528	9.71787	11.6164	9.23617	-0.0567241	-0.0583005	-0.0594933	-0.042207	-0.0118917	
13.0855	12.1567	9.72126	11.621	9.23898	-0.0567351	-0.0582202	-0.059541	-0.0424379	-0.0118896	
13.0888	12.1606	9.72466	11.6256	9.24178	-0.0567477	-0.0581333	-0.0595822	-0.0426546	-0.0118812	
13.092	12.1644	9.72805	11.6302	9.24458	-0.0567612	-0.0580382	-0.0596186	-0.0428559	-0.0118721	
13.0953	12.1683	9.73145	11.6348	9.24739	-0.0567743	-0.057933	-0.0596509	-0.0430423	-0.011876	
13.0985	12.1722	9.73484	11.6394	9.25019	-0.0567859	-0.0578164	-0.0596804	-0.0432143	-0.0118861	
13.1018	12.176	9.73824	11.6441	9.253	-0.0567962	-0.0576891	-0.0597079	-0.0433706	-0.0119009	
13.1051	12.1799	9.74166	11.6486	9.2558	-0.0568055	-0.0575525	-0.0597347	-0.0435102	-0.0119237	
13.1083	12.1838	9.74512	11.6532	9.2586	-0.0568139	-0.0574069	-0.0597627	-0.0436328	-0.011965	
13.1116	12.1876	9.74857	11.6578	9.26141	-0.0568219	-0.0572515	-0.0597928	-0.0437409	-0.0120147	
13.1149	12.1914	9.75202	11.6623	9.26421	-0.0568297	-0.0570848	-0.0598258	-0.0438394	-0.0120526	
13.1181	12.1953	9.75547	11.6669	9.26703	-0.0568371	-0.0569057	-0.0598614	-0.0439323	-0.0120739	
13.1214	12.1991	9.75893	11.6714	9.26991	-0.0568437	-0.0567146	-0.0598993	-0.0440224	-0.0120758	
13.1246	12.2029	9.76238	11.676	9.27279	-0.0568493	-0.0565125	-0.0599396	-0.044112	-0.0120624	
13.1279	12.2067	9.76583	11.6805	9.27567	-0.0568545	-0.0563012	-0.0599822	-0.0442027	-0.0120351	
13.1312	12.2105	9.76928	11.685	9.27855	-0.0568595	-0.0560824	-0.0600272	-0.0442969	-0.0119894	
13.1344	12.2143	9.77279	11.6895	9.28143	-0.0568639	-0.055858	-0.0600749	-0.044397	-0.0119236	
13.1377	12.2182	9.77634	11.694	9.28431	-0.0568675	-0.0556315	-0.0601256	-0.0445056	-0.011851	
13.1409	12.222	9.77989	11.6985	9.28719	-0.0568711	-0.0554074	-0.0601789	-0.0446249	-0.0117808	
13.1441	12.2259	9.78343	11.703	9.29007	-0.0568754	-0.0551894	-0.0602348	-0.0447568	-0.0117146	
13.1473	12.2297	9.78698	11.7075	9.29295	-0.0568804	-0.0549789	-0.0602931	-0.0449034	-0.011655	
13.1506	12.2336	9.79053	11.712	9.29583	-0.0568848	-0.0547755	-0.0603546	-0.0450668	-0.0116037	
13.1538	12.2374	9.79408	11.7165	9.29873	-0.0568878	-0.054579	-0.0604194	-0.045249	-0.0115632	
13.157	12.2413	9.79762	11.721	9.30167	-0.0568892	-0.0543915	-0.0604868	-0.0454504	-0.0115346	
13.1602	12.2451	9.80117	11.7254	9.3046	-0.0568891	-0.0542158	-0.0605562	-0.0456705	-0.011514	
13.1635	12.249	9.80479	11.7299	9.30754	-0.0568884	-0.0540563	-0.0606273	-0.0459076	-0.0115043	
13.1667	12.2528	9.80844	11.7344	9.31048	-0.0568874	-0.0539159	-0.0607013	-0.0461605	-0.0115076	
13.17	12.2567	9.81208	11.7389	9.31342	-0.056886	-0.0537965	-0.0607792	-0.0464271	-0.0115192	
13.1733	12.2606	9.81572	11.7434	9.31635	-0.0568849	-0.0536997	-0.0608598	-0.0467047	-0.0115268	
13.1767	12.2645	9.81937	11.7479	9.31929	-0.0568843	-0.0536262	-0.0609422	-0.0469903	-0.0115268	
13.18	12.2683	9.82301	11.7524	9.32223	-0.0568847	-0.053577	-0.0610261	-0.0472801	-0.0115315	
13.1833	12.2722	9.82665	11.7569	9.32517	-0.056887	-0.0535515	-0.0611125	-0.0475711	-0.0115523	
13.1867	12.2761	9.8303	11.7614	9.3281	-0.0568914	-0.0535476	-0.0612021	-0.0478605	-0.0115866	
13.19	12.28	9.83395	11.7659	9.33106	-0.0568968	-0.0535626	-0.0612938	-0.0481456	-0.0116327	
13.1934	12.2838	9.83763	11.7704	9.33404	-0.056903	-0.0535918	-0.0613867	-0.0484233	-0.0116933	
13.1967	12.2876	9.84131	11.7749	9.33701	-0.0569103	-0.0536328	-0.0614799	-0.048691	-0.0117728	
13.2	12.2915	9.84499	11.7793	9.33999	-0.0569201	-0.0536835	-0.0615728	-0.0489461	-0.0118761	
13.2034	12.2953	9.84867	11.7838	9.34296	-0.0569318	-0.0537407	-0.0616644	-0.0491866	-0.0119865	
13.2068	12.2991	9.85235	11.7882	9.34594	-0.0569443	-0.0538001	-0.0617534	-0.0494107	-0.012101	
13.2102	12.303	9.85603	11.7927	9.34892	-0.0569572	-0.0538592	-0.0618384	-0.0496169	-0.0122204	
13.2135	12.3068	9.85971	11.7971	9.35189	-0.0569705	-0.0539162	-0.0619178	-0.0498037	-0.0123414	
13.2169	12.3106	9.86339	11.8016	9.35487	-0.0569853	-0.0539701	-0.0619895	-0.049971	-0.0124585	
13.2203	12.3145	9.86709	11.806	9.35784	-0.0570023	-0.0540198	-0.062053	-0.0501191	-0.0125667	
13.2237	12.3183	9.87079	11.8104	9.36083	-0.0570209	-0.0540631	-0.0621075	-0.0502488	-0.0126614	
13.2271	12.3221	9.87449	11.8148	9.3639	-0.0570409	-0.0540976	-0.0621526	-0.0503612	-0.0127363	
13.2304	12.3259	9.87819	11.8192	9.36697	-0.0570609	-0.05412	-0.0621872	-0.050459	-0.012785	
13.2339	12.3297	9.88189	11.8236	9.37005	-0.0570801	-0.0541288	-0.0622092	-0.0505443	-0.0128016	
13.2374	12.3335	9.88559	11.828	9.37312	-0.0570978	-0.0541223	-0.062218	-0.0506181	-0.0127869	
13.2409	12.3374	9.88929	11.8325	9.37619	-0.0571135	-0.0540997	-0.0622157	-0.0506812	-0.0127515	
13.2443	12.3412	9.89299	11.8369	9.37926	-0.0571264	-0.0540642	-0.0622038	-0.0507337	-0.0127083	
13.2478	12.345	9.89669	11.8413	9.38233	-0.0571358	-0.0540198	-0.0621824	-0.0507758	-0.0126504	
13.2513	12.3488	9.90037	11.8457	9.3854	-0.0571419	-0.0539695	-0.062151	-0.050808	-0.0125735	
13.2547	12.3526	9.90405	11.8501	9.38847	-0.0571458	-0.0539164	-0.0621113	-0.0508303	-0.0124921	
13.2582	12.3564	9.90773	11.8545	9.39156	-0.0571492	-0.0538631	-0.0620649	-0.0508436	-0.012409	
13.2617	12.3602	9.91142	11.8589	9.39474	-0.0571522	-0.0538119	-0.0620132	-0.05085	-0.0123226	
13.2652	12.3641	9.9151	11.8633	9.39793	-0.0571546	-0.0537638	-0.0619573	-0.0508509	-0.0122365	
13.2687	12.3679	9.91878	11.8677	9.40111	-0.0571552	-0.0537194	-0.0618974	-0.0508472	-0.0121588	
13.2723	12.3717	9.92246	11.8721	9.4043	-0.0571544	-0.0536788	-0.0618329	-0.0508391	-0.0121049	
13.2758	12.3755	9.92614	11.8765	9.40749	-0.0571526	-0.0536431	-0.0617643	-0.050827	-0.0120733	
13.2793	12.3793	9.92982	11.8809	9.41067	-0.0571505	-0.0536132	-0.0616928	-0.0508113	-0.0120549	
13.2829	12.3831	9.93348	11.8853	9.41385	-0.0571478	-0.0535899	-0.0616193	-0.0507916	-0.0120475	
13.2864	12.3869	9.93714	11.8897	9.41704	-0.0571449	-0.0535737	-0.0615447	-0.0507672	-0.0120594	
13.2899	12.3907	9.94081	11.8941	9.42023	-0.0571414	-0.053566	-0.061469	-0.0507381	-0.012092	
13.2935	12.3945	9.94447	11.8985	9.42348	-0.057138	-0.0535688	-0.0613918	-0.0507044	-0.0121357	
13.2971	12.3983	9.94813	11.903	9.4268	-0.0571359	-0.0535837	-0.061314	-0.0506654	-0.0121772	
13.3007	12.4021	9.95179	11.9073	9.43012	-0.0571357	-0.0536105	-0.061237	-0.0506196	-0.0122237	
13.3043	12.4059	9.95545	11.9116	9.43343	-0.0571378	-0.0536488	-0.061162	-0.0505653	-0.0122824	
13.3079	12.4097	9.95912	11.9159	9.43675	-0.0571427	-0.0536989	-0.0610877	-0.0505018	-0.0123594	
13.3115	12.4135	9.96277	11.9201	9.44007	-0.0571505	-0.0537623	-0.0610126	-0.0504276	-0.0124548	
13.3151	12.4172	9.96639	11.9244	9.44339	-0.0571627	-0.0538369	-0.0609361	-0.0503421	-0.0125678	
13.3187	12.421	9.97002	11.9287	9.44671	-0.0571796	-0.0539199	-0.0608594	-0.050245	-0.0126953	
13.3223	12.4248	9.97364	11.933	9.45003	-0.0572016	-0.05401	-0.0607846	-0.050136	-0.0128307	
13.3259	12.4286	9.97726	11.9373	9.45336	-0.0572287	-0.0541064	-0.0607133	-0.0500156	-0.0129626	
13.3295	12.4323	9.98089	11.9416	9.45677	-0.0572609	-0.0542079	-0.0606458	-0.0498849	-0.0130963	
13.3331	12.4361	9.98451	11.9459	9.46019	-0.0572987	-0.0543142	-0.0605832	-0.0497447	-0.013246	
13.3366	12.4399	9.98814	11.9501	9.4636	-0.0573435	-0.0544248	-0.0605273	-0.0495961	-0.0134183	
13.3402	12.4437	9.99176	11.9544	9.46702	-0.0573966	-0.0545399	-0.0604797	-0.04944	-0.0136063	
13.3438	12.4474	9.99537	11.9587	9.47043	-0.0574588	-0.0546607	-0.0604417	-0.0492779	-0.0138079	
13.3474	12.4512	9.99893	11.9629	9.47385	-0.0575304	-0.0547873	-0.060416	-0.0491124	-0.0140268	
13.351	12.4549	10.0025	11.9672	9.47726	-0.0576112	-0.0549184	-0.0603934	-0.0489469	-0.0142725	
13.3546	12.4587	10.0061	11.9714	9.48067	-0.0577014	-0.0550533	-0.0603528	-0.0487846	-0.0145459	
13.3582	12.4624	10.0096	11.9757	9.48409	-0.0578002	-0.0551918	-0.0603006	-0.0486285	-0.0148339	
13.3617	12.4662	10.0132	11.9799	9.48756	-0.0579067	-0.0553331	-0.0602521	-0.0484799	-0.0151119	
13.3653	12.47	10.0168	11.9841	9.49103	-0.0580199	-0.0554763	-0.0602078	-0.0483406	-0.0153665	
13.3689	12.4737	10.0203	11.9883	9.4945	-0.0581375	-0.0556219	-0.060167	-0.0482136	-0.015602	
13.3724	12.4775	10.0239	11.9925	9.49797	-0.058257	-0.0557709	-0.0601281	-0.0481016	-0.0158182	
13.376	12.4813	10.0275	11.9967	9.50144	-0.0583764	-0.0559232	-0.0600886	-0.0480072	-0.0160139	
13.3796	12.4851	10.031	12.001	9.50491	-0.0584935	-0.0560779	-0.0600464	-0.0479335	-0.0161851	
13.3831	12.4889	10.0345	12.0052	9.50838	-0.0586063	-0.0562336	-0.0599996	-0.0478832	-0.0163288	
13.3867	12.4927	10.038	12.0094	9.51186	-0.0587128	-0.0563893	-0.0599436	-0.0478589	-0.0164424	
13.3903	12.4965	10.0416	12.0137	9.51533	-0.0588111	-0.0565436	-0.0598716	-0.0478616	-0.0165258	
13.3939	12.5003	10.0451	12.0179	9.51885	-0.0589004	-0.0566955	-0.0597729	-0.0478922	-0.0165836	
13.3976	12.5041	10.0486	12.0221	9.52238	-0.0589805	-0.056843	-0.0596287	-0.0479496	-0.0166179	
13.4012	12.5079	10.0522	12.0264	9.52591	-0.0590516	-0.0569853	-0.059386	-0.048031	-0.0166238	
13.4049	12.5118	10.0557	12.0306	9.52944	-0.0591131	-0.0571225	-0.0589934	-0.048135	-0.0165912	
13.4085	12.5157	10.0592	12.0349	9.53297	-0.0591645	-0.0572547	-0.0585283	-0.0482606	-0.0165152	
13.4122	12.5196	10.0627	12.0392	9.5365	-0.0592066	-0.0573814	-0.0583882	-0.0484067	-0.0164058	
13.4158	12.5234	10.0662	12.0435	9.54003	-0.0592393	-0.0575007	-0.0582741	-0.0485716	-0.0162834	
13.4194	12.5273	10.0697	12.0478	9.54356	-0.0592626	-0.0576106	-0.0581373	-0.0487525	-0.0161624	
13.4231	12.5312	10.0733	12.0521	9.54714	-0.0592769	-0.0577097	-0.0579828	-0.0489458	-0.0160385	
13.4267	12.535	10.0768	12.0564	9.55084	-0.0592836	-0.0577965	-0.0578099	-0.0491481	-0.015913	
13.4304	12.5389	10.0803	12.0608	9.55454	-0.0592844	-0.0578704	-0.0555908	-0.0493559	-0.0157931	
13.434	12.5429	10.0838	12.0651	9.55824	-0.0592815	-0.0579304	-0.0529321	-0.0495655	-0.0156964	
13.4377	12.5468	10.0873	12.0694	9.56194	-0.0592761	-0.0579755	-0.0504161	-0.049773	-0.0156261	
13.4413	12.5507	10.0908	12.0738	9.56564	-0.05927	-0.0580049	-0.048022	-0.0499756	-0.0155833	
13.4449	12.5546	10.0943	12.0781	9.56934	-0.0592658	-0.0580185	-0.0457321	-0.0501709	-0.0155695	
13.4486	12.5585	10.0978	12.0825	9.57304	-0.0592659	-0.0580158	-0.043528	-0.0503569	-0.015581	
13.4522	12.5624	10.1012	12.0868	9.57674	-0.0592716	-0.0579966	-0.0413604	-0.0505309	-0.0156138	
13.4559	12.5663	10.1047	12.0912	9.58047	-0.0592841	-0.0579612	-0.0392041	-0.0506919	-0.0156675	
13.4596	12.5702	10.1082	12.0955	9.58421	-0.059304	-0.0579095	-0.0370645	-0.0508393	-0.0157445	
13.4632	12.5742	10.1116	12.0998	9.58794	-0.0593311	-0.057841	-0.0349495	-0.0509729	-0.0158438	
13.4669	12.5781	10.1151	12.1041	9.59168	-0.0593648	-0.0577562	-0.0328715	-0.0510928	-0.0159599	
13.4705	12.582	10.1186	12.1083	9.59542	-0.0594031	-0.0576573	-0.0308525	-0.0512009	-0.016087	
13.4742	12.586	10.1221	12.1126	9.59916	-0.0594455	-0.0575463	-0.0289574	-0.0512987	-0.0162242	
13.4779	12.5899	10.1255	12.1169	9.6029	-0.0594922	-0.0574241	-0.0272608	-0.0513851	-0.0163707	
13.4815	12.5938	10.129	12.1212	9.60664	-0.0595423	-0.0572911	-0.0257503	-0.0514592	-0.0165248	
13.4852	12.5977	10.1324	12.1254	9.61039	-0.0595934	-0.0571484	-0.0256902	-0.0515211	-0.0166816	
13.4888	12.6017	10.1359	12.1297	9.61419	-0.0596443	-0.056999	-0.0258915	-0.0515714	-0.0168242	
