lap2_47_samp	lap2_48_samp	lap2_49_samp	lap2_50_samp	lap2_51_samp	Smth2_47_samp	Smth2_48_samp	Smth2_49_samp	Smth2_50_samp	Smth2_51_samp	rp1111
0.938132	0.596699	1.18642	1.10509	1.11337	-0.0638134	-0.0578387	-0.0613654	-0.0637139	-0.0625519	
0.938132	0.598164	1.18702	1.10705	1.11337	-0.063852	-0.057844	-0.0614166	-0.0636643	-0.0626034	
0.938132	0.599629	1.18762	1.10901	1.11337	-0.0638926	-0.0578617	-0.0614664	-0.0636063	-0.0626467	
0.938133	0.601094	1.18822	1.11097	1.11337	-0.0639344	-0.0578923	-0.0615142	-0.0635416	-0.0626822	
0.938133	0.602559	1.18882	1.11293	1.11337	-0.0639759	-0.0579362	-0.0615587	-0.0634723	-0.0627098	
0.938133	0.604024	1.18942	1.11518	1.11337	-0.0640146	-0.0579937	-0.0615983	-0.0633991	-0.0627297	
0.938134	0.605489	1.19002	1.11756	1.11337	-0.0640494	-0.0580635	-0.0616314	-0.0633228	-0.0627415	
0.938134	0.606954	1.19062	1.11994	1.11337	-0.0640793	-0.0581431	-0.0616566	-0.0632447	-0.0627456	
0.938134	0.608419	1.19122	1.12232	1.11337	-0.064103	-0.0582301	-0.0616727	-0.063166	-0.062743	
0.938135	0.609893	1.19182	1.1247	1.11337	-0.06412	-0.0583223	-0.0616799	-0.0630872	-0.0627343	
0.938135	0.61144	1.19243	1.12709	1.11337	-0.0641298	-0.0584172	-0.0616783	-0.0630078	-0.0627192	
0.938136	0.612992	1.19303	1.12947	1.11337	-0.064132	-0.0585118	-0.0616678	-0.0629271	-0.0626964	
0.938136	0.614544	1.19363	1.13185	1.11337	-0.0641271	-0.058604	-0.061649	-0.0628459	-0.0626655	
0.938136	0.616096	1.19423	1.13423	1.11337	-0.0641154	-0.0586918	-0.061621	-0.0627639	-0.0626266	
0.938137	0.617648	1.19483	1.13661	1.11337	-0.0640983	-0.0587731	-0.0615839	-0.0626811	-0.0625797	
0.938137	0.6192	1.19543	1.13899	1.11337	-0.0640774	-0.0588461	-0.0615382	-0.062598	-0.0625253	
0.938137	0.620752	1.19603	1.14138	1.11337	-0.0640533	-0.0589105	-0.0614847	-0.0625149	-0.0624642	
0.938138	0.622304	1.19663	1.14376	1.11337	-0.0640274	-0.0589657	-0.061424	-0.0624325	-0.0623967	
0.938138	0.623856	1.19723	1.14614	1.11337	-0.0640003	-0.0590107	-0.0613558	-0.0623519	-0.0623235	
0.938138	0.625407	1.19783	1.14852	1.11337	-0.0639739	-0.059044	-0.0612807	-0.0622743	-0.0622452	
0.938139	0.626959	1.19843	1.1509	1.11337	-0.0639507	-0.059065	-0.0612012	-0.0621997	-0.0621617	
0.938139	0.628511	1.19903	1.15325	1.11337	-0.0639315	-0.059074	-0.0611201	-0.0621281	-0.062073	
0.93814	0.630063	1.19963	1.1552	1.11337	-0.0639172	-0.0590712	-0.0610402	-0.0620591	-0.0619791	
0.93814	0.631615	1.20024	1.15712	1.11337	-0.063908	-0.0590551	-0.0609635	-0.0619919	-0.0618794	
0.93814	0.633167	1.20084	1.15904	1.11337	-0.0639042	-0.059024	-0.0608909	-0.0619262	-0.0617747	
0.938141	0.634719	1.20144	1.16095	1.11337	-0.0639064	-0.0589774	-0.0608239	-0.0618627	-0.0616661	
0.938141	0.636271	1.20204	1.16287	1.11337	-0.0639158	-0.0589153	-0.0607634	-0.0618026	-0.0615555	
0.938142	0.637823	1.20264	1.16479	1.11337	-0.0639329	-0.058838	-0.0607092	-0.0617453	-0.0614443	
0.938142	0.639375	1.20324	1.1667	1.11337	-0.0639579	-0.0587455	-0.0606624	-0.0616916	-0.0613329	
0.938142	0.640941	1.20384	1.16862	1.11337	-0.0639901	-0.0586398	-0.0606225	-0.0616423	-0.0612217	
0.938143	0.642552	1.20444	1.17054	1.11337	-0.0640286	-0.0585223	-0.0605889	-0.0615981	-0.0611113	
0.938143	0.644164	1.20504	1.17245	1.11337	-0.0640726	-0.058394	-0.0605621	-0.0615593	-0.0610027	
0.938143	0.645776	1.20564	1.17437	1.11337	-0.0641208	-0.0582553	-0.0605429	-0.0615254	-0.0608972	
0.938143	0.647388	1.20624	1.17629	1.11337	-0.0641732	-0.0581074	-0.0605326	-0.0614956	-0.0607949	
0.938143	0.648999	1.20684	1.17829	1.11337	-0.0642289	-0.0579533	-0.0605317	-0.0614695	-0.0606962	
0.938144	0.650611	1.20745	1.18076	1.11337	-0.0642872	-0.0577949	-0.0605401	-0.0614472	-0.0606015	
0.938145	0.652223	1.20805	1.18324	1.11337	-0.0643471	-0.057633	-0.060557	-0.0614286	-0.0605106	
0.938145	0.653834	1.20865	1.18572	1.11337	-0.064408	-0.0574689	-0.0605815	-0.0614132	-0.0604237	
0.938145	0.655446	1.20925	1.1882	1.11337	-0.0644689	-0.0573059	-0.0606132	-0.0614011	-0.0603404	
0.938146	0.657058	1.20981	1.19069	1.11337	-0.0645281	-0.0571482	-0.0606513	-0.0613923	-0.0602597	
0.938146	0.658669	1.20985	1.19317	1.11337	-0.0645829	-0.0569984	-0.0606943	-0.0613866	-0.0601815	
0.938146	0.660281	1.20985	1.19565	1.11337	-0.0646312	-0.0568576	-0.0607419	-0.0613838	-0.0601066	
0.938146	0.661893	1.20985	1.19813	1.11337	-0.0646705	-0.0567279	-0.0607929	-0.0613843	-0.0600359	
0.938147	0.663504	1.20985	1.20061	1.11337	-0.0646992	-0.0566121	-0.060847	-0.0613881	-0.05997	
0.938147	0.665116	1.20985	1.20309	1.11337	-0.0647171	-0.0565123	-0.0609047	-0.0613939	-0.0599083	
0.938147	0.666728	1.20985	1.20557	1.11337	-0.0647242	-0.0564297	-0.0609664	-0.0613997	-0.0598503	
0.938147	0.66834	1.20985	1.20806	1.11337	-0.0647204	-0.0563644	-0.0610322	-0.0614037	-0.0597952	
0.938148	0.669951	1.20985	1.21054	1.11337	-0.0647051	-0.056318	-0.0611023	-0.0614052	-0.0597411	
0.938148	0.671573	1.20985	1.21295	1.11337	-0.0646781	-0.0562921	-0.0611763	-0.0614023	-0.0596871	
0.938149	0.673244	1.20985	1.21529	1.11337	-0.0646392	-0.0562862	-0.0612541	-0.0613942	-0.0596333	
0.938149	0.674917	1.20985	1.21763	1.11337	-0.064589	-0.0562975	-0.0613361	-0.0613807	-0.0595808	
0.938149	0.676589	1.20985	1.21996	1.11337	-0.0645278	-0.0563246	-0.0614214	-0.0613629	-0.0595309	
0.93815	0.678262	1.20985	1.2223	1.11337	-0.0644558	-0.0563667	-0.0615087	-0.0613413	-0.0594838	
0.93815	0.679934	1.20985	1.22464	1.11337	-0.0643731	-0.056422	-0.0615966	-0.0613166	-0.0594406	
0.938151	0.681606	1.20985	1.22698	1.11337	-0.0642813	-0.0564872	-0.0616845	-0.0612893	-0.0594021	
0.938151	0.683279	1.20985	1.22931	1.11337	-0.0641815	-0.0565605	-0.0617726	-0.0612593	-0.0593686	
0.938151	0.684951	1.20985	1.23165	1.11337	-0.064075	-0.0566417	-0.0618605	-0.061227	-0.05934	
0.938152	0.686623	1.20985	1.23399	1.11337	-0.0639641	-0.0567301	-0.0619487	-0.0611929	-0.0593158	
0.938152	0.688296	1.20985	1.23632	1.11337	-0.0638515	-0.0568234	-0.0620377	-0.0611563	-0.0592956	
0.938152	0.689968	1.20985	1.23866	1.11337	-0.0637396	-0.0569181	-0.0621279	-0.0611169	-0.0592803	
0.938153	0.691641	1.20985	1.24112	1.11337	-0.063631	-0.0570124	-0.0622193	-0.0610755	-0.0592699	
0.938153	0.693313	1.20985	1.24376	1.11337	-0.0635276	-0.057105	-0.0623112	-0.0610329	-0.0592639	
0.938154	0.694986	1.20985	1.24641	1.11337	-0.0634328	-0.0571932	-0.0624035	-0.0609897	-0.0592623	
0.938154	0.696658	1.20985	1.24906	1.11337	-0.0633489	-0.0572737	-0.0624954	-0.0609473	-0.0592653	
0.938155	0.69833	1.20985	1.2517	1.11337	-0.0632772	-0.0573444	-0.0625868	-0.0609075	-0.0592734	
0.938155	0.700003	1.20985	1.25435	1.11337	-0.0632182	-0.0574055	-0.0626779	-0.0608712	-0.0592857	
0.938155	0.701754	1.20985	1.257	1.11337	-0.0631719	-0.0574573	-0.0627699	-0.0608389	-0.0593023	
0.938156	0.703571	1.20985	1.25964	1.11337	-0.0631386	-0.0575002	-0.0628637	-0.0608117	-0.059324	
0.938156	0.705388	1.20985	1.26229	1.11337	-0.063119	-0.0575348	-0.0629602	-0.0607911	-0.0593511	
0.938157	0.707205	1.20985	1.26494	1.11337	-0.0631131	-0.0575621	-0.06306	-0.0607775	-0.0593837	
0.938157	0.709022	1.20985	1.26758	1.11337	-0.0631214	-0.0575852	-0.063163	-0.060771	-0.0594217	
0.938158	0.710839	1.20985	1.27024	1.11337	-0.0631445	-0.0576048	-0.06327	-0.060771	-0.0594642	
0.938158	0.712656	1.20985	1.27305	1.11337	-0.0631824	-0.0576202	-0.0633816	-0.0607773	-0.0595108	
0.938158	0.714473	1.20985	1.27587	1.11337	-0.0632337	-0.0576322	-0.0634974	-0.0607905	-0.0595604	
0.938159	0.71629	1.20985	1.27868	1.11337	-0.0632962	-0.0576418	-0.0636171	-0.0608124	-0.0596116	
0.938159	0.718107	1.20985	1.2815	1.11337	-0.0633679	-0.0576496	-0.0637397	-0.0608438	-0.0596636	
0.938159	0.719924	1.20985	1.28431	1.11337	-0.0634477	-0.0576567	-0.0638653	-0.0608847	-0.0597157	
0.938159	0.721741	1.20985	1.28713	1.11337	-0.0635324	-0.057664	-0.0639932	-0.0609349	-0.0597681	
0.93816	0.723558	1.20985	1.28995	1.11337	-0.0636193	-0.0576731	-0.064123	-0.0609938	-0.0598199	
0.93816	0.725375	1.20985	1.29276	1.11337	-0.0637072	-0.0576856	-0.0642542	-0.061061	-0.0598698	
0.938161	0.727192	1.20985	1.29558	1.11337	-0.0637956	-0.0577022	-0.064385	-0.0611361	-0.0599171	
0.938161	0.729009	1.20985	1.29839	1.11337	-0.0638845	-0.0577241	-0.0645144	-0.0612184	-0.0599613	
0.938161	0.730883	1.20985	1.30121	1.11337	-0.0639736	-0.0577522	-0.0646414	-0.0613059	-0.0600017	
0.938161	0.732854	1.20985	1.3041	1.11337	-0.0640619	-0.0577871	-0.0647656	-0.0613962	-0.0600384	
0.938162	0.734827	1.20985	1.30699	1.11337	-0.0641492	-0.0578295	-0.0648853	-0.0614881	-0.0600713	
0.938163	0.736799	1.20985	1.30988	1.11337	-0.0642347	-0.0578782	-0.0649998	-0.0615807	-0.0601009	
0.938163	0.73877	1.20985	1.31278	1.11337	-0.0643168	-0.0579331	-0.065108	-0.0616734	-0.0601275	
0.938163	0.740743	1.20985	1.31567	1.11337	-0.0643939	-0.0579945	-0.0652089	-0.0617643	-0.0601512	
0.938164	0.742715	1.20985	1.31856	1.11337	-0.0644636	-0.0580617	-0.0653017	-0.0618513	-0.0601726	
0.938164	0.744687	1.20985	1.32145	1.11337	-0.0645225	-0.0581347	-0.0653862	-0.0619327	-0.0601917	
0.938164	0.746659	1.20985	1.32434	1.11337	-0.0645652	-0.0582136	-0.0654629	-0.0620072	-0.060208	
0.938164	0.748631	1.20985	1.32723	1.11337	-0.0645866	-0.0582983	-0.0655322	-0.0620741	-0.0602215	
0.938165	0.750603	1.20985	1.33019	1.11337	-0.0645848	-0.0583896	-0.0655942	-0.0621333	-0.0602324	
0.938165	0.752575	1.20985	1.33344	1.11337	-0.0645581	-0.0584876	-0.0656496	-0.0621847	-0.060242	
0.938166	0.754548	1.20985	1.33669	1.11337	-0.0645051	-0.0585925	-0.0656989	-0.0622267	-0.0602519	
0.938166	0.75652	1.20985	1.33994	1.11337	-0.064425	-0.058705	-0.0657426	-0.0622564	-0.0602633	
0.938167	0.758492	1.20985	1.34319	1.11337	-0.0643176	-0.0588247	-0.065781	-0.0622729	-0.0602767	
0.938167	0.760515	1.20985	1.34644	1.11337	-0.0641831	-0.058951	-0.065814	-0.0622758	-0.0602921	
0.938167	0.762639	1.20985	1.34969	1.11337	-0.0640224	-0.0590832	-0.0658414	-0.0622648	-0.0603095	
0.938168	0.764764	1.20985	1.35294	1.11337	-0.0638358	-0.0592198	-0.0658637	-0.0622407	-0.0603289	
0.938168	0.766888	1.20985	1.35619	1.11337	-0.0636241	-0.0593593	-0.0658812	-0.0622045	-0.0603502	
0.938168	0.769013	1.20985	1.35944	1.11337	-0.0633877	-0.0595004	-0.0658934	-0.0621578	-0.0603723	
0.938169	0.771138	1.20985	1.36269	1.11337	-0.0631288	-0.0596427	-0.0658992	-0.0621026	-0.0603956	
0.938169	0.773262	1.20985	1.3658	1.11337	-0.0628498	-0.0597857	-0.0658978	-0.0620413	-0.0604203	
0.938169	0.775387	1.20985	1.36887	1.11337	-0.0625554	-0.0599283	-0.0658889	-0.0619752	-0.0604464	
0.93817	0.777512	1.20985	1.37193	1.11337	-0.0622524	-0.0600684	-0.0658717	-0.0619056	-0.060475	
0.93817	0.779636	1.20985	1.375	1.11337	-0.0619471	-0.0602051	-0.0658443	-0.0618339	-0.0605062	
0.93817	0.781761	1.20985	1.37806	1.11337	-0.0616439	-0.0603375	-0.0658052	-0.0617614	-0.06054	
0.938171	0.783886	1.20985	1.38113	1.11337	-0.0613476	-0.0604659	-0.0657535	-0.0616889	-0.0605766	
0.938171	0.78601	1.20985	1.38419	1.11337	-0.0610636	-0.0605901	-0.0656878	-0.0616183	-0.0606156	
0.938172	0.788135	1.20985	1.38726	1.11337	-0.0607982	-0.0607085	-0.0656067	-0.0615528	-0.0606568	
0.938172	0.790265	1.20985	1.39032	1.11337	-0.060557	-0.0608201	-0.0655097	-0.0614941	-0.0607003	
0.938172	0.792478	1.20985	1.39352	1.11337	-0.060343	-0.0609237	-0.0653966	-0.0614436	-0.0607462	
0.938173	0.794702	1.20985	1.39692	1.11337	-0.0601586	-0.0610184	-0.065267	-0.0614025	-0.0607943	
0.938173	0.796925	1.20985	1.40033	1.11337	-0.0600062	-0.0611033	-0.0651208	-0.0613712	-0.0608434	
0.938174	0.799148	1.20985	1.40374	1.11337	-0.059887	-0.0611777	-0.0649581	-0.061351	-0.0608928	
0.938174	0.801372	1.20985	1.40714	1.11337	-0.0598021	-0.0612406	-0.0647795	-0.0613418	-0.060943	
0.938174	0.803595	1.20985	1.41055	1.11337	-0.0597513	-0.0612909	-0.0645874	-0.0613428	-0.0609945	
0.938174	0.805818	1.20985	1.41396	1.11337	-0.0597345	-0.0613276	-0.064384	-0.0613533	-0.0610476	
0.938175	0.808042	1.20985	1.41736	1.11337	-0.0597508	-0.061351	-0.0641705	-0.0613732	-0.0611032	
0.938175	0.810265	1.20985	1.42077	1.11337	-0.0597992	-0.0613617	-0.0639492	-0.0614009	-0.0611622	
0.938176	0.812488	1.20985	1.4242	1.11337	-0.0598783	-0.0613598	-0.0637232	-0.0614339	-0.0612263	
0.938176	0.814712	1.20985	1.42769	1.11337	-0.0599849	-0.0613442	-0.0634972	-0.0614696	-0.0612965	
0.938176	0.816935	1.20985	1.43119	1.11337	-0.0601156	-0.0613142	-0.0632737	-0.0615065	-0.0613723	
0.938177	0.819158	1.20985	1.43468	1.11337	-0.060266	-0.0612702	-0.0630556	-0.0615433	-0.0614539	
0.938177	0.821383	1.20985	1.43818	1.11337	-0.0604299	-0.061214	-0.0628462	-0.0615779	-0.0615405	
0.938177	0.823646	1.20985	1.44167	1.11337	-0.0606019	-0.0611468	-0.0626483	-0.0616089	-0.0616311	
0.938178	0.825916	1.20985	1.44516	1.11337	-0.0607782	-0.0610702	-0.0624654	-0.0616361	-0.0617249	
0.938178	0.828186	1.20985	1.44866	1.11337	-0.0609556	-0.0609855	-0.0622994	-0.0616589	-0.0618211	
0.938179	0.830456	1.20985	1.45215	1.11337	-0.0611315	-0.0608944	-0.0621524	-0.061677	-0.0619197	
0.938179	0.832725	1.20985	1.45573	1.11337	-0.0613036	-0.0607979	-0.0620262	-0.0616883	-0.0620214	
0.938179	0.834995	1.20985	1.45939	1.11337	-0.0614694	-0.0606967	-0.061922	-0.061692	-0.0621259	
0.938179	0.837265	1.20985	1.46306	1.11337	-0.0616275	-0.0605915	-0.0618402	-0.0616875	-0.0622315	
0.93818	0.839535	1.20985	1.46672	1.11337	-0.061777	-0.0604843	-0.0617811	-0.0616735	-0.0623366	
0.93818	0.841805	1.20985	1.47038	1.11337	-0.0619175	-0.0603766	-0.0617451	-0.0616491	-0.0624408	
0.93818	0.844075	1.20985	1.47404	1.11337	-0.0620481	-0.0602698	-0.061732	-0.0616145	-0.0625432	
0.938181	0.846344	1.20985	1.4777	1.11337	-0.0621686	-0.060165	-0.0617407	-0.0615712	-0.062642	
0.938181	0.848614	1.20988	1.48137	1.11337	-0.06228	-0.0600641	-0.0617685	-0.0615198	-0.0627356	
0.938181	0.850884	1.2104	1.48503	1.11337	-0.062383	-0.0599685	-0.0618129	-0.0614606	-0.062823	
0.938182	0.853157	1.21097	1.48863	1.11337	-0.062478	-0.0598794	-0.0618724	-0.061393	-0.0629035	
0.938182	0.855458	1.21155	1.49211	1.11337	-0.0625653	-0.0597979	-0.0619445	-0.061317	-0.0629771	
0.938182	0.857762	1.21213	1.4956	1.11337	-0.0626452	-0.0597255	-0.0620258	-0.0612335	-0.0630435	
0.938183	0.860065	1.21271	1.49908	1.11337	-0.0627188	-0.059664	-0.0621131	-0.0611429	-0.0631022	
0.938183	0.862369	1.21328	1.50256	1.11337	-0.0627866	-0.0596143	-0.0622048	-0.0610458	-0.0631527	
0.938184	0.864672	1.21386	1.50605	1.11337	-0.062848	-0.0595776	-0.0622989	-0.0609423	-0.0631951	
0.938184	0.866976	1.21444	1.50953	1.11337	-0.062903	-0.0595543	-0.0623933	-0.0608335	-0.0632291	
0.938184	0.869279	1.21501	1.51301	1.11337	-0.0629523	-0.059544	-0.062486	-0.0607204	-0.0632554	
0.938185	0.871583	1.21559	1.5165	1.11337	-0.0629958	-0.0595458	-0.0625751	-0.060604	-0.0632753	
0.938185	0.873886	1.21617	1.51998	1.11337	-0.0630332	-0.0595582	-0.0626596	-0.0604849	-0.0632902	
0.938185	0.87619	1.21674	1.5234	1.11337	-0.0630643	-0.0595795	-0.0627387	-0.0603626	-0.0633003	
0.938186	0.878493	1.21732	1.52681	1.11337	-0.0630901	-0.0596097	-0.0628106	-0.0602372	-0.0633053	
0.938186	0.880797	1.2179	1.53022	1.11337	-0.0631106	-0.0596499	-0.0628742	-0.0601095	-0.063306	
0.938187	0.883101	1.21848	1.53364	1.11337	-0.0631262	-0.0597006	-0.0629293	-0.0599811	-0.0633039	
0.938187	0.885411	1.21905	1.53705	1.11337	-0.0631369	-0.0597609	-0.0629757	-0.059853	-0.0633007	
0.938187	0.887738	1.21963	1.54046	1.11337	-0.0631415	-0.0598297	-0.063014	-0.0597266	-0.0632971	
0.938187	0.890065	1.22021	1.54388	1.11337	-0.0631389	-0.0599052	-0.0630447	-0.059603	-0.0632938	
0.938188	0.892392	1.22078	1.54729	1.11337	-0.0631279	-0.0599853	-0.0630692	-0.059482	-0.0632916	
0.938188	0.894719	1.22136	1.55071	1.11337	-0.0631078	-0.0600674	-0.0630884	-0.0593634	-0.0632919	
0.938188	0.897046	1.22194	1.55414	1.11337	-0.0630786	-0.0601491	-0.0631027	-0.059248	-0.0632966	
0.938189	0.899373	1.22251	1.55759	1.11337	-0.0630413	-0.0602275	-0.0631129	-0.0591372	-0.0633069	
0.938189	0.9017	1.22309	1.56103	1.11337	-0.0629968	-0.0602996	-0.0631202	-0.0590315	-0.0633227	
0.93819	0.904026	1.22367	1.56448	1.11337	-0.0629461	-0.060363	-0.0631261	-0.0589312	-0.0633443	
0.93819	0.906353	1.22425	1.56792	1.11337	-0.0628903	-0.0604173	-0.0631319	-0.0588371	-0.0633718	
0.938191	0.90868	1.22482	1.57137	1.11337	-0.0628311	-0.0604627	-0.0631374	-0.0587494	-0.0634055	
0.938191	0.911007	1.2254	1.57481	1.11337	-0.0627696	-0.0604981	-0.063143	-0.0586686	-0.0634459	
0.938191	0.913334	1.22598	1.57826	1.11337	-0.0627047	-0.0605225	-0.0631497	-0.0585948	-0.0634929	
0.938192	0.915661	1.22655	1.5817	1.11337	-0.0626357	-0.0605358	-0.0631589	-0.058527	-0.0635462	
0.938192	0.917976	1.22713	1.58513	1.11337	-0.0625637	-0.0605373	-0.0631719	-0.0584637	-0.0636049	
0.938192	0.920269	1.22771	1.58846	1.11337	-0.0624901	-0.0605277	-0.063189	-0.0584044	-0.0636675	
0.938192	0.922562	1.22828	1.59179	1.11337	-0.0624168	-0.060507	-0.0632101	-0.0583503	-0.0637336	
0.938193	0.924855	1.22886	1.59511	1.11337	-0.0623454	-0.0604754	-0.0632359	-0.0583018	-0.0638035	
0.938193	0.927148	1.22968	1.59844	1.11337	-0.0622772	-0.0604331	-0.0632666	-0.0582587	-0.0638765	
0.938193	0.929441	1.23064	1.60177	1.11337	-0.0622116	-0.0603816	-0.0633018	-0.0582211	-0.0639517	
0.938194	0.931734	1.2316	1.60509	1.11337	-0.0621485	-0.0603223	-0.0633416	-0.0581879	-0.0640275	
0.938204	0.934027	1.23256	1.60842	1.11337	-0.0620882	-0.0602569	-0.0633849	-0.058158	-0.0641027	
0.938698	0.936319	1.23351	1.61174	1.11337	-0.0620326	-0.0601889	-0.0634311	-0.0581301	-0.0641769	
0.939304	0.938612	1.23447	1.61507	1.11337	-0.0619827	-0.0601214	-0.0634792	-0.0581039	-0.0642497	
0.93991	0.940905	1.23543	1.61839	1.11337	-0.0619381	-0.0600564	-0.0635292	-0.0580795	-0.0643206	
0.940516	0.943198	1.23639	1.62155	1.11337	-0.0618978	-0.0599954	-0.063581	-0.0580556	-0.0643887	
0.941122	0.945491	1.23735	1.62469	1.11337	-0.0618595	-0.0599415	-0.0636347	-0.058031	-0.0644532	
0.941728	0.947783	1.23831	1.62784	1.11337	-0.061823	-0.0598979	-0.06369	-0.0580051	-0.0645143	
0.942333	0.950072	1.23926	1.63098	1.11337	-0.0617873	-0.0598665	-0.0637459	-0.0579782	-0.0645723	
0.942939	0.952351	1.24022	1.63412	1.11337	-0.0617505	-0.0598475	-0.0638018	-0.0579514	-0.0646274	
0.943545	0.95463	1.24118	1.63726	1.11337	-0.06171	-0.0598402	-0.0638572	-0.0579248	-0.0646802	
0.94415	0.95691	1.24214	1.64041	1.11337	-0.0616642	-0.059845	-0.0639115	-0.0578974	-0.0647299	
0.944756	0.959189	1.2431	1.64355	1.11337	-0.0616134	-0.059862	-0.063964	-0.0578694	-0.0647758	
0.945362	0.961468	1.24406	1.64669	1.11337	-0.061558	-0.0598909	-0.0640138	-0.0578419	-0.0648176	
0.945968	0.963748	1.24501	1.64983	1.11337	-0.0614984	-0.0599315	-0.0640606	-0.0578158	-0.0648544	
0.946574	0.966027	1.24597	1.65294	1.11337	-0.0614348	-0.0599828	-0.064104	-0.0577908	-0.0648854	
0.94718	0.968306	1.24693	1.65593	1.11337	-0.0613665	-0.0600441	-0.0641445	-0.0577657	-0.0649088	
0.947785	0.970586	1.24789	1.65892	1.11337	-0.0612913	-0.0601147	-0.0641819	-0.0577408	-0.0649231	
0.948391	0.972865	1.24885	1.66192	1.11337	-0.0612091	-0.0601938	-0.0642166	-0.0577161	-0.0649276	
0.948997	0.975144	1.24981	1.66491	1.11337	-0.0611223	-0.0602799	-0.0642476	-0.0576905	-0.0649216	
0.949603	0.977424	1.25077	1.6679	1.11337	-0.0610327	-0.0603706	-0.0642746	-0.0576648	-0.0649045	
0.950208	0.979703	1.25172	1.67089	1.11337	-0.060942	-0.060464	-0.0642967	-0.0576402	-0.0648761	
0.950814	0.98198	1.25271	1.67389	1.11337	-0.0608512	-0.0605563	-0.0643136	-0.0576181	-0.0648354	
0.95142	0.984199	1.25399	1.67688	1.11337	-0.0607611	-0.0606445	-0.0643253	-0.0575991	-0.0647815	
0.952025	0.986408	1.25529	1.67987	1.11337	-0.0606724	-0.0607282	-0.0643313	-0.0575841	-0.0647136	
0.952631	0.988616	1.25659	1.68286	1.11337	-0.0605861	-0.0608068	-0.0643323	-0.0575745	-0.0646314	
0.953237	0.990825	1.25789	1.68585	1.11337	-0.0605039	-0.060879	-0.0643282	-0.0575714	-0.0645352	
0.953843	0.993034	1.25919	1.68869	1.11337	-0.0604259	-0.0609436	-0.0643187	-0.0575749	-0.0644252	
0.954449	0.995242	1.26049	1.6915	1.11337	-0.0603524	-0.0610001	-0.0643044	-0.0575843	-0.0643016	
0.955054	0.997451	1.26178	1.69431	1.11337	-0.060284	-0.0610482	-0.0642846	-0.0575986	-0.0641647	
0.95566	0.999659	1.26308	1.69712	1.11337	-0.0602226	-0.0610881	-0.0642588	-0.0576184	-0.064015	
0.956266	1.00187	1.26438	1.69993	1.11337	-0.06017	-0.0611205	-0.0642265	-0.0576449	-0.0638544	
0.956871	1.00408	1.26568	1.70274	1.11337	-0.0601278	-0.0611464	-0.0641874	-0.057678	-0.0636848	
0.957477	1.00628	1.26698	1.70555	1.11337	-0.0600959	-0.0611663	-0.0641419	-0.0577173	-0.0635075	
0.958083	1.00849	1.26828	1.70836	1.11337	-0.0600728	-0.0611806	-0.0640895	-0.0577633	-0.0633245	
0.958689	1.0107	1.26958	1.71117	1.11337	-0.0600581	-0.0611899	-0.0640307	-0.0578164	-0.0631385	
0.959294	1.01291	1.27088	1.71398	1.11337	-0.060052	-0.0611942	-0.063966	-0.0578782	-0.0629519	
0.9599	1.01513	1.27218	1.71679	1.11337	-0.0600558	-0.0611931	-0.0638964	-0.0579487	-0.0627675	
0.960506	1.01736	1.27347	1.7196	1.11337	-0.0600708	-0.0611861	-0.0638226	-0.0580272	-0.0625869	
0.961112	1.01959	1.27477	1.72228	1.11337	-0.0600969	-0.0611726	-0.0637455	-0.058113	-0.0624124	
0.961718	1.02182	1.27607	1.72493	1.11337	-0.0601337	-0.0611533	-0.0636657	-0.0582046	-0.0622461	
0.962467	1.02405	1.27737	1.72758	1.11337	-0.0601812	-0.0611276	-0.0635842	-0.0582999	-0.0620899	
0.963284	1.02629	1.27867	1.73023	1.11337	-0.0602392	-0.0610951	-0.0635011	-0.0583972	-0.0619447	
0.9641	1.02852	1.28008	1.73288	1.11337	-0.0603083	-0.0610556	-0.0634162	-0.058496	-0.0618105	
0.964917	1.03075	1.28163	1.73553	1.11337	-0.0603882	-0.0610092	-0.0633302	-0.0585961	-0.0616874	
0.965733	1.03298	1.28319	1.73818	1.11337	-0.0604787	-0.0609567	-0.0632438	-0.0586978	-0.0615762	
0.966549	1.03521	1.28474	1.74083	1.11337	-0.0605792	-0.0608984	-0.0631582	-0.0588003	-0.0614772	
0.967365	1.03744	1.28629	1.74348	1.11337	-0.0606894	-0.0608339	-0.0630742	-0.0589026	-0.0613901	
0.968182	1.03968	1.28784	1.74612	1.11337	-0.0608093	-0.0607633	-0.0629915	-0.059004	-0.061315	
0.968998	1.04191	1.28939	1.74877	1.11337	-0.0609388	-0.060688	-0.0629105	-0.0591039	-0.0612523	
0.969815	1.04414	1.29095	1.75142	1.11337	-0.0610769	-0.0606094	-0.0628324	-0.0592006	-0.0612006	
0.970631	1.04644	1.2925	1.75407	1.11337	-0.0612217	-0.0605288	-0.0627564	-0.059292	-0.0611568	
0.971447	1.04875	1.29405	1.75657	1.11337	-0.0613696	-0.0604474	-0.0626823	-0.0593765	-0.061118	
0.972264	1.05107	1.2956	1.75901	1.11337	-0.061517	-0.0603663	-0.0626093	-0.059454	-0.0610823	
0.97308	1.05339	1.29715	1.76145	1.11337	-0.0616615	-0.0602865	-0.0625376	-0.0595242	-0.0610482	
0.973897	1.0557	1.29871	1.76389	1.11337	-0.0618017	-0.0602081	-0.0624662	-0.0595875	-0.0610133	
