lap4_23_samp	lap4_23b_samp	lap4_24_samp	lap4_25_samp	lap4_26_samp	cur4_23_samp	cur4_23b_samp	cur4_24_samp	cur4_25_samp	cur4_26_samp	rp2747
0.127969	0.1019	0.123345	0.0890468	0.0917801	-0.000585627	-0.000715396	-0.000530756	-0.000511268	-0.000415354	-0.0543407
0.130789	0.1034	0.125949	0.0910107	0.0939366	-0.000405845	-0.000586404	-0.000569361	-0.000639416	-0.000360063	-0.0543444
0.133609	0.105	0.128554	0.0929747	0.0960929	-0.000513102	-0.000555456	-0.000564035	-0.000604501	-0.000553312	-0.0543089
0.136428	0.1065	0.131158	0.0949386	0.0982493	-0.000579232	-0.000369392	-0.000577646	-0.000558692	-0.000745054	-0.0543678
0.139248	0.108	0.133762	0.0968744	0.100406	-0.000565811	-0.000603927	-0.000636737	-0.000506604	-0.000409946	-0.0545846
0.142004	0.1095	0.136366	0.0986529	0.102567	-0.0007387	-0.000539544	-0.000282001	-0.000734871	-0.000479775	-0.0549594
0.144685	0.1111	0.13897	0.100426	0.104797	-0.000432513	-0.000604542	-0.000700595	-0.000476437	-0.000555366	-0.0551513
0.147366	0.1126	0.141574	0.1022	0.107034	-0.000519974	-0.000652797	-0.000544868	-0.000639969	-0.000791038	-0.0553825
0.150047	0.1141	0.144178	0.103973	0.10927	-0.000518227	-0.000313903	-0.000584804	-0.000418392	-0.000663945	-0.055994
0.152728	0.1156	0.146784	0.105747	0.111507	-0.000386349	-0.000432462	-0.000368206	-0.000543292	-0.000508288	-0.0563982
0.15541	0.1172	0.149434	0.10752	0.113744	-0.000671376	-0.000315197	-0.000635624	-0.000711653	-0.000556779	-0.0563012
0.158091	0.1187	0.152092	0.109293	0.115981	-0.000545363	-0.000728893	-0.000446208	-0.000469619	-0.000751232	-0.0563767
0.160772	0.1202	0.154751	0.111067	0.118217	-0.000438119	-0.000548892	-0.000302923	-0.000569676	-0.000581176	-0.0567094
0.163453	0.1217	0.157409	0.11284	0.120454	-0.000596322	-0.000579604	-0.000481357	-0.000626795	-0.000458705	-0.0572818
0.166134	0.1233	0.160068	0.114614	0.122691	-0.00047117	-0.000714071	-0.000583795	-0.00072163	-0.000662164	-0.0576364
0.168815	0.1248	0.162727	0.116387	0.124927	-0.000436602	-0.000264169	-0.000417861	-0.000499255	-0.000384962	-0.05786
0.171497	0.1263	0.165385	0.11816	0.127164	-0.000457372	-0.000509451	-0.000713985	-0.000373054	-0.000413273	-0.0578036
0.174168	0.1279	0.168044	0.119934	0.129401	-0.000503609	-0.000519962	-0.000447575	-0.000486261	-0.00043384	-0.058036
0.176742	0.1294	0.170702	0.121707	0.131638	-0.000550104	-0.000503013	-0.000578521	-0.000544603	-0.00058676	-0.0584774
0.179309	0.1309	0.173361	0.12348	0.133886	-0.000495624	-0.000275226	-0.000647601	-0.000636633	-0.000607469	-0.0587504
0.181877	0.1321	0.17602	0.125254	0.136194	-0.000774646	-0.000595128	-0.000569078	-0.000591944	-0.000309714	-0.058275
0.184445	0.1331	0.178678	0.127027	0.138503	-0.000578226	-0.000556585	-0.000580644	-0.000527334	-0.000434413	-0.0582868
0.187012	0.1341	0.181312	0.1288	0.140811	-0.000474605	-0.000503029	-0.000542146	-0.000621686	-0.000552912	-0.0589005
0.18958	0.1351	0.183932	0.130559	0.14312	-0.00052377	-0.000511549	-0.000315644	-0.000622519	-0.000647159	-0.0594125
0.192148	0.1361	0.186552	0.132316	0.145429	-0.000563691	-0.000569622	-0.000588806	-0.000475648	-0.000405048	-0.0596491
0.194715	0.1371	0.189172	0.134073	0.147738	-0.000356958	-0.000520514	-0.00076303	-0.000536196	-0.000461422	-0.0594067
0.197283	0.1381	0.191793	0.13583	0.150047	-0.000523296	-0.000511332	-0.000429776	-0.000462032	-0.000449396	-0.0595214
0.19985	0.1391	0.194413	0.137587	0.152355	-0.000459344	-0.000698218	-0.000569343	-0.000486584	-0.000563635	-0.0598267
0.202418	0.14	0.197033	0.139344	0.154664	-0.000406645	-0.000533079	-0.000443222	-0.000537574	-0.000500396	-0.0599983
0.204986	0.141	0.199653	0.141101	0.156973	-0.000546162	-0.000673833	-0.000538815	-0.000454317	-0.000523258	-0.0599705
0.207536	0.142	0.202273	0.142858	0.159282	-0.000522276	-0.000510388	-0.000445989	-0.000499616	-0.000532783	-0.0598999
0.210039	0.143	0.204894	0.144615	0.16159	-0.000464877	-0.000552777	-0.000547732	-0.000525096	-0.000346433	-0.0599917
0.212541	0.144	0.207514	0.146372	0.163899	-0.000509193	-0.000530891	-0.000600418	-0.000375113	-0.000531863	-0.0600269
0.215044	0.145	0.210134	0.148129	0.166234	-0.000468693	-0.000511439	-0.00056178	-0.000670189	-0.000566017	-0.0600524
0.217546	0.146	0.212743	0.149886	0.168588	-0.000425314	-0.000557234	-0.00062217	-0.00061872	-0.000371877	-0.0600195
0.220049	0.147	0.215294	0.151643	0.170942	-0.000398109	-0.000501758	-0.000412121	-0.000587131	-0.000567924	-0.060189
0.222551	0.148	0.217842	0.1534	0.173296	-0.000640293	-0.000538564	-0.000401714	-0.00052945	-0.000643448	-0.060713
0.225054	0.149	0.220391	0.155157	0.175649	-0.000560806	-0.000734329	-0.000330916	-0.000511119	-0.000484152	-0.0607741
0.227556	0.15	0.22294	0.156914	0.178003	-0.000594917	-0.000531349	-0.000663282	-0.000645781	-0.000728701	-0.0607014
0.230058	0.151	0.225489	0.158671	0.180357	-0.000483764	-0.000628193	-0.000524973	-0.000162116	-0.000707461	-0.0605946
0.232561	0.152	0.228038	0.160428	0.18271	-0.000531168	-0.000750901	-0.000416939	-0.000584848	-0.000559053	-0.0602783
0.235063	0.153	0.230587	0.162175	0.185064	-0.000263483	-0.000446391	-0.000444283	-0.00059225	-0.000496738	-0.0602742
0.237566	0.1539	0.233136	0.163915	0.187418	-0.000441037	-0.00036409	-0.000583538	-0.000483465	-0.000509654	-0.0605771
0.240062	0.1549	0.235685	0.165654	0.189772	-0.000529342	-0.00054295	-0.000545793	-0.000430648	-0.000559808	-0.0607297
0.24255	0.1559	0.238233	0.167394	0.192125	-0.000507448	-0.000651921	-0.00046545	-0.000426037	-0.000447894	-0.0608531
0.245038	0.1569	0.240782	0.169134	0.194487	-0.000286899	-0.000433022	-0.000510786	-0.000557861	-0.000431114	-0.0609052
0.247525	0.1579	0.243331	0.170873	0.196996	-0.000371082	-0.000440083	-0.000546009	-0.000458427	-0.000643665	-0.0608563
0.250013	0.1589	0.245873	0.172613	0.199523	-0.000427254	-0.000487396	-0.000629809	-0.00030206	-0.000414996	-0.0609246
0.252501	0.1599	0.24831	0.174353	0.202051	-0.000514058	-0.0005788	-0.000389783	-0.000483404	-0.000687769	-0.0606986
0.254989	0.1609	0.250736	0.176092	0.204578	-0.000494786	-0.000494646	-0.000390575	-0.000409426	-0.000681177	-0.0606125
0.257476	0.1619	0.253163	0.177832	0.207105	-0.000496578	-0.000648865	-0.000486939	-0.000612499	-0.000487098	-0.0605734
0.259964	0.1629	0.25559	0.179571	0.209632	-0.000270472	-0.000620122	-0.000706494	-0.000597124	-0.000302937	-0.060387
0.262452	0.1639	0.258017	0.181311	0.21216	-0.000573864	-0.000632815	-0.00063889	-0.000524764	-0.000681932	-0.0605276
0.264939	0.1649	0.260444	0.18305	0.214687	-0.000655422	-0.000374242	-0.000609453	-0.000518244	-0.000461252	-0.0606987
0.267427	0.1659	0.26287	0.18479	0.217214	-0.000312583	-0.000542512	-0.000351879	-0.000624505	-0.000473569	-0.0604021
0.269915	0.1669	0.265297	0.18653	0.219741	-0.000408693	-0.000399535	-0.000679919	-0.000520402	-0.000512231	-0.0607165
0.272407	0.1679	0.267724	0.188269	0.222269	-0.000396769	-0.000482654	-0.000499686	-0.00049238	-0.000539755	
0.274903	0.1688	0.270151	0.190009	0.224796	-0.000553908	-0.000508462	-0.000405397	-0.000489574	-0.000641424	
0.277398	0.1698	0.272578	0.191749	0.227331	-0.0006207	-0.000564562	-0.000484156	-0.00061786	-0.000456638	
0.279894	0.1708	0.275004	0.193488	0.229877	-0.000492675	-0.000462248	-0.000375724	-0.000695728	-0.000548387	
0.282389	0.1718	0.277434	0.1952	0.232423	-0.000436938	-0.000645438	-0.000533926	-0.00045949	-0.000537454	
0.284884	0.1728	0.279899	0.196906	0.234969	-0.000835682	-0.000636992	-0.000360422	-0.000465527	-0.000450687	
0.28738	0.1738	0.282366	0.198613	0.237516	-0.000461147	-0.000619684	-0.000487194	-0.000589426	-0.000519988	
0.289875	0.1748	0.284832	0.200319	0.240062	-0.000464803	-0.000566834	-0.000697946	-0.000511517	-0.000469684	
0.292371	0.1758	0.287299	0.202026	0.242608	-0.000331831	-0.000636073	-0.000350084	-0.000479923	-0.000578321	
0.294867	0.1768	0.289766	0.203732	0.245154	-0.000670221	-0.000491716	-0.000471709	-0.000398588	-0.000651836	
0.297362	0.1778	0.292232	0.205439	0.2477	-0.00029487	-0.000703498	-0.000538352	-0.000695554	-0.00046727	
0.299858	0.1788	0.294699	0.207145	0.250246	-0.000562117	-0.00044796	-0.000576181	-0.000647564	-0.000542995	
0.302353	0.1798	0.297166	0.208852	0.252792	-0.000388292	-0.000375002	-0.000550734	-0.000388739	-0.000512083	
0.304835	0.1808	0.299632	0.210558	0.255338	-0.000594863	-0.000422708	-0.00035773	-0.00062188	-0.000448115	
0.307313	0.1818	0.302099	0.212265	0.257885	-0.000566969	-0.000640893	-0.000593466	-0.000308038	-0.0005806	
0.30979	0.1827	0.304566	0.213971	0.260438	-0.000539914	-0.000385357	-0.000603846	-0.000622576	-0.000524268	
0.312267	0.1837	0.307033	0.215678	0.262994	-0.000687059	-0.000624697	-0.000631966	-0.00036942	-0.000454445	
0.314744	0.1847	0.309573	0.217384	0.265548	-0.000435265	-0.000419138	-0.000401027	-0.000573503	-0.000443052	
0.317222	0.1857	0.312154	0.219091	0.268104	-0.000435567	-0.000517379	-0.000559004	-0.000654669	-0.000397115	
0.319699	0.1867	0.314735	0.220797	0.270658	-0.000565922	-0.00059413	-0.000416498	-0.000825909	-0.00048769	
0.322176	0.1877	0.317317	0.222504	0.273213	-0.000523738	-0.000421755	-0.000776084	-0.000602743	-0.000516744	
0.324654	0.1887	0.319898	0.22421	0.275768	-0.000691284	-0.000339041	-0.000667058	-0.000515197	-0.000358603	
0.327131	0.1897	0.322479	0.225919	0.278323	-0.000421222	-0.000576211	-0.000504636	-0.00048701	-0.000615198	
0.329608	0.1907	0.32506	0.227634	0.280878	-0.000438924	-0.000523934	-0.000537262	-0.000474578	-0.000641329	
0.332085	0.1917	0.327642	0.22935	0.283433	-0.000477912	-0.000516844	-0.000768461	-0.000433301	-0.000459295	
0.334563	0.1927	0.330223	0.231065	0.285988	-0.000461306	-0.000579556	-0.000730206	-0.000594076	-0.000624736	
0.337027	0.1937	0.332804	0.232781	0.288543	-0.000411007	-0.000554997	-0.000497423	-0.000463552	-0.000509605	
0.339487	0.1947	0.335386	0.234497	0.29109	-0.000603075	-0.000284359	-0.000708457	-0.000592175	-0.000494983	
0.341946	0.1957	0.337967	0.236212	0.293611	-0.000351496	-0.000611119	-0.000480583	-0.000550087	-0.000475063	
0.344406	0.1967	0.34055	0.237928	0.296132	-0.000628221	-0.000397387	-0.000682728	-0.000494446	-0.000473423	
0.346865	0.1976	0.34314	0.239644	0.298653	-0.000627174	-0.000463025	-0.000526365	-0.000573405	-0.000409957	
0.349325	0.1986	0.345729	0.241359	0.301174	-0.000540098	-0.000634029	-0.000464674	-0.000679468	-0.00057714	
0.351784	0.1996	0.348319	0.243075	0.303695	-0.000466794	-0.00048754	-0.000478817	-0.000425608	-0.000466167	
0.354244	0.2006	0.350908	0.24479	0.306216	-0.000615529	-0.000510469	-0.000503561	-0.000513281	-0.000345393	
0.356703	0.2016	0.353498	0.246506	0.308737	-0.000547543	-0.000537585	-0.000479493	-0.000494446	-0.000469667	
0.359163	0.2026	0.356087	0.248222	0.311258	-0.000505686	-0.000492067	-0.000486579	-0.000505415	-0.000566599	
0.361622	0.2036	0.358677	0.249937	0.313779	-0.000354257	-0.000651297	-0.000565458	-0.000308516	-0.000697813	
0.364082	0.2046	0.361266	0.251653	0.316299	-0.000270809	-0.000484495	-0.000617747	-0.000526856	-0.000724844	
0.366543	0.2056	0.363856	0.253368	0.31882	-0.000291547	-0.000590846	-0.000719042	-0.00033074	-0.000546162	
0.369037	0.2066	0.366445	0.255084	0.321341	-0.00043164	-0.000491264	-0.00038991	-0.000424021	-0.000784562	
0.371534	0.2076	0.369035	0.256799	0.323855	-0.000430461	-0.000693808	-0.000630796	-0.000555679	-0.00057861	
0.374031	0.2086	0.371624	0.25852	0.32628	-0.000654598	-0.000433083	-0.000671558	-0.000392731	-0.000618542	
0.376529	0.2096	0.374209	0.260243	0.328697	-0.000684586	-0.000682963	-0.000611119	-0.000344192	-0.000664325	
0.379026	0.2105	0.376794	0.261967	0.331114	-0.000628333	-0.000720313	-0.000722315	-0.000408517	-0.000499127	
0.381524	0.2115	0.379378	0.26369	0.333531	-0.000394647	-0.000646067	-0.000589206	-0.000366488	-0.000539837	
0.384021	0.2125	0.381962	0.265414	0.335948	-0.00051486	-0.000667838	-0.000362044	-0.000546095	-0.000671492	
0.386519	0.2135	0.384547	0.267137	0.338365	-0.000812353	-0.000625614	-0.000424458	-0.000520008	-0.000602587	
0.389016	0.2145	0.387131	0.26886	0.340782	-0.000492985	-0.0004072	-0.000456821	-0.000623549	-0.000544241	
0.391513	0.2155	0.389715	0.270584	0.343199	-0.000587361	-0.000610164	-0.000684833	-0.000400884	-0.00056832	
0.394011	0.2165	0.3923	0.272307	0.345615	-0.000429995	-0.000698191	-0.000531734	-0.000564919	-0.000475165	
0.396508	0.2175	0.394884	0.274031	0.348033	-0.00046442	-0.000390407	-0.000527657	-0.000451761	-0.000573024	
0.399018	0.2185	0.397468	0.275754	0.35045	-0.000512573	-0.000338636	-0.000666334	-0.000498441	-0.000452386	
0.40155	0.2195	0.400053	0.277478	0.352866	-0.000507347	-0.000571529	-0.000712685	-0.000453332	-0.000479263	
0.404083	0.2205	0.402637	0.279201	0.355283	-0.000567209	-0.000454036	-0.000456675	-0.000276608	-0.00080634	
0.406615	0.2215	0.40522	0.280924	0.357678	-0.000583485	-0.000517409	-0.000368136	-0.000477943	-0.000343859	
0.409148	0.2225	0.407682	0.282648	0.360053	-0.000667655	-0.000526642	-0.000333962	-0.000635994	-0.000537987	
0.41168	0.2235	0.410109	0.284371	0.362429	-0.000401125	-0.000511778	-0.000478919	-0.00045929	-0.000715805	
0.414213	0.2245	0.412536	0.286094	0.364805	-0.000508284	-0.000341236	-0.000716422	-0.000502481	-0.000495872	
0.416745	0.2254	0.414964	0.287823	0.36718	-0.000785472	-0.000577413	-0.000523313	-0.000430147	-0.000397437	
0.419278	0.2264	0.417391	0.289622	0.369555	-0.000508727	-0.000391624	-0.000886507	-0.000288492	-0.000512021	
0.421811	0.2274	0.419819	0.291426	0.371931	-0.000385162	-0.000714387	-0.000502719	-0.000567947	-0.000640584	
0.424343	0.2284	0.422246	0.29323	0.374306	-0.000440375	-0.000507216	-0.000793902	-0.000387825	-0.000604136	
0.426876	0.2294	0.424673	0.295035	0.376682	-0.000391855	-0.000605552	-0.000432242	-0.000594078	-0.000535855	
0.429408	0.2304	0.427101	0.296839	0.379058	-0.000703421	-0.000581535	-0.000534612	-0.000566621	-0.000560701	
0.43194	0.2307	0.429528	0.298644	0.381433	-0.000382268	-0.000490562	-0.000653511	-0.000518518	-0.000444278	
0.434339	0.2307	0.431955	0.300448	0.383809	-0.000622632	-0.000503038	-0.000672526	-0.000616803	-0.000613024	
0.436691	0.2307	0.434383	0.302252	0.386184	-0.000485644	-0.000604807	-0.000631935	-0.000453721	-0.000379619	
0.439042	0.2307	0.43681	0.304057	0.38856	-0.00043265	-0.000408903	-0.000486636	-0.000739512	-0.000356027	
0.441394	0.2307	0.439237	0.305861	0.390935	-0.000455911	-0.000435646	-0.000501638	-0.000581366	-0.000668531	
0.443746	0.2307	0.441656	0.307666	0.393311	-0.000730895	-0.000628652	-0.000662275	-0.000482519	-0.000656178	
0.446097	0.2307	0.443841	0.30947	0.395686	-0.000528753	-0.000412584	-0.000512185	-0.000504658	-0.000306855	
0.448449	0.2307	0.445986	0.311275	0.398062	-0.00066713	-0.000585829	-0.000622438	-0.000522387	-0.000304322	
0.450801	0.2307	0.448132	0.313079	0.400169	-0.000670941	-0.000442797	-0.000356374	-0.0002816	-0.000542445	
0.453152	0.2307	0.450277	0.314883	0.401934	-0.000230075	-0.000731628	-0.000396138	-0.000200031	-0.000562918	
0.455504	0.2307	0.452423	0.316688	0.403698	-0.000641045	-0.000623718	-0.000577173	-0.000416211	-0.000320187	
0.457856	0.2307	0.454568	0.318492	0.405462	-0.000498166	-0.000516015	-0.000550393	-0.000411651	-0.000479125	
0.460207	0.2307	0.456714	0.32032	0.407226	-0.000429706	-0.000516262	-0.000556517	-0.000491296	-0.000580198	
0.462559	0.2307	0.458859	0.32216	0.408991	-0.000450027	-0.000512224	-0.000910419	-0.000395983	-0.00058975	
0.464911	0.2307	0.461005	0.324	0.410755	-0.000577766	-0.000468487	-0.000411738	-0.000289103	-0.000503318	
0.467238	0.2307	0.46315	0.325841	0.412519	-0.000487083	-0.00053054	-0.000529939	-0.00052214	-0.000487865	
0.469426	0.2307	0.465295	0.327681	0.414283	-0.00063134	-0.000603861	-0.000427417	-0.000558876	-0.000563089	
0.471609	0.2307	0.467441	0.329521	0.416047	-0.000482075	-0.000491196	-0.000556274	-0.000451285	-0.000566507	
0.473792	0.2307	0.469587	0.331362	0.417812	-0.000506277	-0.000320259	-0.000491641	-0.000573157	-0.000680257	
0.475976	0.2307	0.471732	0.333202	0.419576	-0.00030781	-0.000502884	-0.000563182	-0.000723789	-0.000509429	
0.478159	0.2307	0.473878	0.335043	0.42134	-0.000480503	-0.000300264	-0.000316916	-0.000588447	-0.000443058	
0.480342	0.2307	0.476001	0.336883	0.423104	-0.000686084	-0.000621349	-0.000689362	-0.000527072	-0.000663349	
0.482526	0.2307	0.478035	0.338724	0.424868	-0.000480779	-0.000474642	-0.000516807	-0.000469657	-0.000535551	
0.484709	0.2307	0.480067	0.340564	0.426632	-0.000556844	-0.000409622	-0.000275854	-0.000491382	-0.00052967	
0.486892	0.2307	0.482098	0.342405	0.428397	-0.000396998	-0.00036314	-0.000521431	-0.000476759	-0.000609984	
0.489075	0.2307	0.48413	0.344245	0.430161	-0.000561293	-0.000489781	-0.000437407	-0.000577887	-0.000571353	
0.491259	0.2307	0.486162	0.346085	0.431925	-0.000533681	-0.000602118	-0.000549068	-0.000519085	-0.000571033	
0.493442	0.2307	0.488194	0.347926	0.433648	-0.000502357	-0.000741059	-0.000392499	-0.00052712	-0.000522375	
0.495625	0.2307	0.490226	0.349766	0.435341	-0.000604342	-0.000496617	-0.000687648	-0.000465079	-0.000379314	
0.497808	0.2307	0.492258	0.351607	0.437034	-0.000501827	-0.000478627	-0.000530769	-0.000521769	-0.000668897	
0.499992	0.2307	0.494289	0.353445	0.438726	-0.000572669	-0.000343521	-0.000480065	-0.000643732	-0.000721408	
0.502175	0.2307	0.496321	0.355169	0.440419	-0.000590346	-0.000731274	-0.000572288	-0.000490531	-0.00063093	
0.504242	0.2307	0.498353	0.356868	0.442111	-0.00062396	-0.000660616	-0.000431386	-0.000518767	-0.000479802	
0.506156	0.2307	0.500385	0.358566	0.443804	-0.000435064	-0.000574433	-0.000805378	-0.000413226	-0.000741564	
0.508071	0.2307	0.502416	0.360265	0.445496	-0.000394224	-0.000521914	-0.000695266	-0.000414094	-0.000549684	
0.509985	0.2307	0.504448	0.361964	0.447189	-0.000409493	-0.000379197	-0.000458235	-0.000537932	-0.000498475	
0.511899	0.2307	0.50648	0.363662	0.448882	-0.00044397	-0.000780702	-0.000680955	-0.00070423	-0.000415725	
0.513814	0.2307	0.508512	0.365361	0.450574	-0.000588259	-0.00047526	-0.000494829	-0.000298529	-0.000399972	
0.515728	0.2307	0.510543	0.367059	0.452267	-0.000395284	-0.000508431	-0.000504096	-0.000579628	-0.000390487	
0.517643	0.2307	0.512489	0.368758	0.453959	-0.0007699	-0.00038044	-0.000593994	-0.000653206	-0.000644936	
0.519557	0.2307	0.514283	0.370457	0.455652	-0.000594789	-0.000544542	-0.000330017	-0.000702014	-0.000421417	
0.521472	0.2307	0.516077	0.372155	0.457345	-0.000639399	-0.000491816	-0.000463099	-0.000550821	-0.00044049	
0.523386	0.2307	0.517871	0.373854	0.459037	-0.000522597	-0.000452274	-0.000426013	-0.00058534	-0.00049578	
0.5253	0.2307	0.519665	0.375552	0.46073	-0.000491032	-0.000563101	-0.000629454	-0.000406195	-0.000539256	
0.527214	0.2307	0.521459	0.37725	0.462422	-0.000390124	-0.000500076	-0.000412379	-0.000764572	-0.000419511	
0.529129	0.2307	0.523253	0.378949	0.464115	-0.000537659	-0.000463759	-0.000522961	-0.000545119	-0.000865199	
0.531043	0.2307	0.525046	0.380647	0.465807	-0.00039656	-0.000695836	-0.000749215	-0.000436919	-0.000601413	
0.532957	0.2307	0.52684	0.382346	0.4675	-0.000318322	-0.000453271	-0.000544472	-0.000422316	-0.000444609	
