lap4_23_samp	lap4_23b_samp	lap4_24_samp	lap4_25_samp	lap4_26_samp	cur4_23_samp	cur4_23b_samp	cur4_24_samp	cur4_25_samp	cur4_26_samp	rp2747
6.31205	4.7745	7.48471	6.20109	0.632398	-0.000739554	-0.000548802	-0.000518689	-0.000707019	-0.000374658	
6.31623	4.7778	7.48842	6.20535	0.632399	-0.000413548	-0.000456649	-0.000502749	-0.000812357	-0.000653037	
6.32046	4.7811	7.49213	6.20962	0.632399	-0.000377619	-0.000614039	-0.00051664	-0.000611225	-0.000435598	
6.32468	4.7845	7.49584	6.21388	0.6324	-0.000649468	-0.000589327	-0.000527739	-0.000401469	-0.000485116	
6.32891	4.7878	7.4996	6.21814	0.6324	-0.000574552	-0.000452666	-0.000415008	-0.000396493	-0.000648491	
6.33313	4.7911	7.50343	6.2224	0.6324	-0.000476879	-0.000309612	-0.000735736	-0.000700104	-0.000386702	
6.33736	4.7944	7.50725	6.22667	0.632401	-0.000468406	-0.000424788	-0.000620885	-0.000538203	-0.000468455	
6.34158	4.7979	7.51108	6.23093	0.632401	-0.000544079	-0.000505312	-0.000616797	-0.000245446	-0.000421657	
6.34582	4.8016	7.5149	6.23515	0.632401	-0.000645606	-0.000442484	-0.00054429	-0.000376639	-0.000451535	
6.35018	4.8053	7.51873	6.23937	0.632402	-0.000348213	-0.000748639	-0.000534993	-0.000610448	-0.000655607	
6.35455	4.8089	7.52255	6.24358	0.632402	-0.000378676	-0.000670594	-0.000576192	-0.000692322	-0.000550201	
6.35892	4.8126	7.52637	6.2478	0.632403	-0.000469754	-0.000591307	-0.000693832	-0.000326337	-0.000500241	
6.36328	4.8162	7.53026	6.25201	0.632403	-0.000829389	-0.000373484	-0.000449588	-0.000644869	-0.00034872	
6.36765	4.8199	7.53422	6.25623	0.632403	-0.000659972	-0.000496612	-0.00051664	-0.00059551	-0.000510461	
6.37202	4.8236	7.53819	6.26044	0.632404	-0.000502755	-0.000481282	-0.000631134	-0.000549863	-0.000535022	
6.37639	4.8272	7.54216	6.26465	0.632404	-0.000425854	-0.000538086	-0.0004861	-0.000641022	-0.000585444	
6.38075	4.8309	7.54612	6.26869	0.632405	-0.000717082	-0.000700945	-0.000519004	-0.000515541	-0.000570888	
6.38511	4.8345	7.55009	6.27271	0.632405	-0.000346064	-0.000655523	-0.000348602	-0.000706539	-0.000623864	
6.38946	4.8381	7.55406	6.27672	0.632405	-0.000433513	-0.000649576	-0.000546677	-0.000403087	-0.0007047	
6.39382	4.8417	7.55802	6.28074	0.632406	-0.000460885	-0.000521646	-0.000655846	-0.000615957	-0.000491719	
6.39818	4.8454	7.56199	6.28475	0.632406	-0.000613744	-0.00056853	-0.000535443	-0.000398811	-0.000427123	
6.40254	4.849	7.56593	6.28877	0.632406	-0.000567305	-0.000656927	-0.000613623	-0.00030009	-0.000582372	
6.4069	4.8526	7.56988	6.29279	0.632407	-0.00065706	-0.000453281	-0.000524104	-0.000585721	-0.00050558	
6.41124	4.8562	7.57383	6.29715	0.632407	-0.000637972	-0.000485256	-0.00054504	-0.000506646	-0.000518471	
6.41545	4.8598	7.57778	6.30162	0.632408	-0.000516636	-0.000350912	-0.000514557	-0.000439663	-0.00061784	
6.41967	4.8634	7.58173	6.3061	0.632408	-0.000483641	-0.000446871	-0.000325578	-0.000660064	-0.000635021	
6.42388	4.8669	7.58568	6.31057	0.632408	-0.000455818	-0.000559425	-0.00034386	-0.000435739	-0.000433557	
6.4281	4.8703	7.58962	6.31504	0.632409	-0.000501821	-0.00048438	-0.00054	-0.00051784	-0.000430012	
6.43231	4.8738	7.59358	6.31952	0.632409	-0.000508779	-0.000773384	-0.000556255	-0.000612483	-0.000483742	
6.43653	4.8773	7.59754	6.32399	0.63241	-0.00046174	-0.0007873	-0.000444191	-0.000622868	-0.000296261	
6.44074	4.8807	7.60151	6.32844	0.63241	-0.000430621	-0.000582898	-0.000551735	-0.000776322	-0.000261142	
6.44494	4.8842	7.60548	6.33289	0.632411	-0.000487889	-0.000367567	-0.000612455	-0.000377249	-0.000601323	
6.44909	4.8877	7.60945	6.33733	0.632411	-0.000641284	-0.000551107	-0.000361416	-0.000461764	-0.000558768	
6.45325	4.8912	7.61341	6.34178	0.632411	-0.000518547	-0.000409374	-0.000538362	-0.000593536	-0.000498872	
6.45741	4.8948	7.61738	6.34622	0.632412	-0.000426817	-0.000659292	-0.000612001	-0.000503584	-0.000631672	
6.46157	4.8985	7.62135	6.35067	0.632412	-0.000692981	-0.000489784	-0.000550915	-0.000672735	-0.00054842	
6.46572	4.9021	7.62533	6.35511	0.632412	-0.000480469	-0.000480723	-0.000554266	-0.000459553	-0.000299322	
6.46988	4.9058	7.62933	6.3596	0.632413	-0.000430933	-0.000721941	-0.000590379	-0.000318796	-0.000448652	
6.47404	4.9094	7.63334	6.36414	0.632413	-0.000441966	-0.000615543	-0.000407762	-0.000366173	-0.000274392	
6.47818	4.9131	7.63734	6.36868	0.632414	-0.000552939	-0.000498295	-0.000363617	-0.000467294	-0.000711347	
6.48232	4.9168	7.64135	6.37322	0.632414	-0.000357882	-0.00048841	-0.000473731	-0.000255148	-0.000548112	
6.48645	4.9204	7.64535	6.37776	0.632414	-0.000480049	-0.000426371	-0.000663922	-0.000802534	-0.000439257	
6.49058	4.9241	7.64936	6.3823	0.632415	-0.000426207	-0.000469009	-0.00052965	-0.000735661	-0.000491574	
6.49471	4.9276	7.65336	6.38688	0.632415	-0.000442756	-0.000635063	-0.00025149	-0.000616379	-0.000360684	
6.49884	4.9312	7.65737	6.39177	0.632415	-0.000606776	-0.000598619	-0.000536729	-0.000486508	-0.000428379	
6.50298	4.9347	7.66139	6.39668	0.632416	-0.000547326	-0.000684095	-0.000745908	-0.000278123	-0.000669663	
6.50711	4.9382	7.6654	6.40159	0.632416	-0.000702826	-0.000459839	-0.000304473	-0.00077708	-0.000496449	
6.51122	4.9417	7.66942	6.4065	0.632417	-0.000494596	-0.000705456	-0.000888574	-0.000583459	-0.000532784	
6.51533	4.9452	7.67343	6.41141	0.632417	-0.000698377	-0.000752507	-0.000469163	-0.000443467	-0.000380513	
6.51944	4.9487	7.67745	6.41633	0.632417	-0.000654448	-0.000604348	-0.000547152	-0.000302417	-0.000494087	
6.52355	4.9522	7.68146	6.42127	0.632417	-0.000486695	-0.000763541	-0.000459571	-0.00037496	-0.000662511	
6.52767	4.9557	7.68548	6.42622	0.632418	-0.000386705	-0.000568886	-0.000755728	-0.000386944	-0.000456906	
6.53178	4.9594	7.6895	6.43118	0.632418	-0.000202239	-0.000376409	-0.000639	-0.00032991	-0.000692706	
6.53589	4.9631	7.69352	6.43614	0.632419	-0.000428953	-0.000369631	-0.000308077	-0.000558852	-0.000495502	
6.53999	4.9668	7.69755	6.4411	0.632419	-0.000333819	-0.000444155	-0.000600092	-0.000624696	-0.000503578	
6.54405	4.9705	7.70157	6.44606	0.63242	-0.000514577	-0.000470173	-0.000622403	-0.000589007	-0.000780188	
6.5481	4.9742	7.7056	6.45101	0.63242	-0.000337046	-0.000364232	-0.000491157	-0.000393059	-0.000527275	
6.55216	4.9779	7.70962	6.4558	0.632421	-0.000673415	-0.000437577	-0.000434725	-0.000371943	-0.000327866	
6.55621	4.9816	7.71364	6.46056	0.632421	-0.000537856	-0.000396887	-0.00016353	-0.000634765	-0.000405772	
6.56026	4.9853	7.71767	6.46532	0.632422	-0.000582625	-0.000535496	-0.000726175	-0.000760327	-0.000443068	
6.56432	4.9892	7.72171	6.47008	0.632422	-0.000659109	-0.000409979	-0.000834125	-0.000415153	-0.000616646	
6.56837	4.9932	7.72577	6.47484	0.632422	-0.000531873	-0.000567277	-0.000286037	-0.000554132	-0.000607199	
6.57241	4.9971	7.72984	6.47959	0.632423	-0.000409577	-0.000716572	-0.000562823	-0.000518199	-0.000534183	
6.57641	5.001	7.7339	6.48434	0.632423	-0.000744538	-0.000667659	-0.000550688	-0.00045697	-0.000637454	
6.58039	5.005	7.73796	6.48898	0.632424	-0.000485415	-0.000441742	-0.000692581	-0.000321327	-0.000595672	
6.58438	5.0089	7.74202	6.49361	0.632424	-0.000562353	-0.000624432	-0.000567428	-0.000308451	-0.000660055	
6.58836	5.0128	7.74609	6.49823	0.632425	-0.000416054	-0.000514301	-0.00035964	-0.000668386	-0.000419473	
6.59235	5.017	7.75015	6.50286	0.632425	-0.000429939	-0.000596956	-0.000395666	-0.000538378	-0.00063708	
6.59634	5.0214	7.75421	6.50748	0.632425	-0.000474114	-0.000491704	-0.00056391	-0.000582165	-0.000468435	
6.60032	5.0257	7.75826	6.51211	0.632426	-0.000533592	-0.00066656	-0.000424439	-0.000705019	-0.000532316	
6.60431	5.0301	7.76231	6.51674	0.632426	-0.000380655	-0.000378424	-0.000474027	-0.000384604	-0.000485788	
6.60818	5.0344	7.76637	6.5213	0.632427	-0.00050295	-0.000436757	-0.000589748	-0.00045472	-0.000753574	
6.6119	5.0388	7.77042	6.52536	0.632427	-0.000420309	-0.000567855	-0.000472126	-0.000559035	-0.000416436	
6.61562	5.0431	7.77447	6.52938	0.632427	-0.000436236	-0.000633117	-0.000390148	-0.000324744	-0.0005423	
6.61934	5.0475	7.77853	6.53341	0.632428	-0.000537528	-0.000707811	-0.000512458	-0.000455267	-0.000590465	
6.62306	5.0517	7.78258	6.53743	0.632428	-0.000392497	-0.000327462	-0.000584737	-0.000437847	-0.000349862	
6.62678	5.0555	7.78661	6.54146	0.632429	-0.000471094	-0.000457151	-0.000683649	-0.000685251	-0.000344091	
6.63049	5.0593	7.79064	6.54548	0.632429	-0.000744901	-0.000666908	-0.0004254	-0.000288789	-0.000780741	
6.63421	5.0631	7.79466	6.54955	0.63243	-0.000521537	-0.000637291	-0.000418856	-0.000418881	-0.000671061	
6.63793	5.0669	7.79869	6.55407	0.632431	-0.000422745	-0.000509786	-0.000573054	-0.000491088	-0.000438406	
6.64158	5.0708	7.80271	6.55861	0.632431	-0.000386445	-0.000723829	-0.000642541	-0.000557748	-0.000565516	
6.64518	5.0746	7.80673	6.56316	0.632431	-0.000520415	-0.000381519	-0.000733006	-0.000733964	-0.000593946	
6.64878	5.0784	7.81076	6.56771	0.632432	-0.000395794	-0.000536267	-0.000516767	-0.000742283	-0.000256774	
6.65237	5.0822	7.81478	6.57226	0.632432	-0.000457455	-0.0006384	-0.000409184	-0.00059891	-0.000565223	
6.65597	5.086	7.81879	6.57681	0.632433	-0.000306325	-0.00047619	-0.000641275	-0.000641522	-0.000443973	
6.65956	5.0896	7.8228	6.58137	0.632433	-0.000397364	-0.00033662	-0.000434403	-0.000486624	-0.000406977	
6.66316	5.0929	7.8268	6.58597	0.632434	-0.000430953	-0.000603899	-0.000670196	-0.00089563	-0.000317393	
6.66675	5.0961	7.83081	6.59058	0.632434	-0.000399827	-0.000421221	-0.000516081	-0.000559081	-0.000602731	
6.67035	5.0993	7.83482	6.59518	0.632435	-0.000569213	-0.00049254	-0.000675159	-0.000495043	-0.000493921	
6.6739	5.1026	7.83882	6.59979	0.632435	-0.000434586	-0.000552437	-0.00049751	-0.000715014	-0.000622946	
6.67735	5.1058	7.84283	6.6044	0.632435	-0.000428196	-0.000420763	-0.00059411	-0.000372188	-0.000556472	
6.6808	5.1091	7.84683	6.609	0.632436	-0.000557139	-0.000639199	-0.000641899	-0.000540825	-0.000414726	
6.68426	5.1123	7.85085	6.61361	0.632436	-0.000469553	-0.000523448	-0.000590591	-0.000572326	-0.000431583	
6.68771	5.1156	7.85488	6.61824	0.632437	-0.000511313	-0.000706094	-0.000558313	-0.000381971	-0.000441271	
6.69116	5.1188	7.8589	6.62286	0.632437	-0.000623724	-0.000696405	-0.000547202	-0.000604448	-0.000394137	
6.69461	5.1221	7.86293	6.62749	0.632438	-0.000360623	-0.000437298	-0.000559606	-0.000379786	-0.000487741	
6.69807	5.1253	7.86695	6.63211	0.632438	-0.000552776	-0.000655309	-0.000827597	-0.000454097	-0.000467257	
6.70152	5.1286	7.87097	6.63674	0.632438	-0.000472693	-0.000752398	-0.000582321	-0.000558141	-0.000393604	
6.70497	5.1319	7.875	6.64136	0.632439	-0.000570391	-0.000276594	-0.0003489	-0.000663989	-0.00061571	
6.70833	5.1351	7.87902	6.64598	0.632439	-0.000518648	-0.000699546	-0.000500322	-0.000630958	-0.000475087	
6.71165	5.1384	7.88307	6.65054	0.632439	-0.000322553	-0.000621331	-0.000511275	-0.000563428	-0.000591323	
6.71497	5.1416	7.88711	6.65509	0.63244	-0.000464472	-0.000534098	-0.000604442	-0.000598641	-0.000565446	
6.71829	5.1449	7.89116	6.65965	0.63244	-0.000252959	-0.000561788	-0.00041696	-0.000464692	-0.000413418	
6.72161	5.1482	7.8952	6.66421	0.632441	-0.000644615	-0.000439121	-0.000724103	-0.000431509	-0.000471136	
6.72493	5.1515	7.89925	6.66877	0.632441	-0.000604838	-0.00048077	-0.000446385	-0.000524571	-0.000534084	
6.72824	5.155	7.90329	6.67333	0.632441	-0.000661513	-0.000407856	-0.000385096	-0.00045087	-0.000297503	
6.73156	5.1585	7.90734	6.67788	0.632442	-0.000477391	-0.000419872	-0.000580576	-0.000403929	-0.000421846	
6.73488	5.1619	7.91138	6.68232	0.632442	-0.00045379	-0.000422339	-0.000375045	-0.000553238	-0.000479758	
6.7382	5.1654	7.91535	6.68674	0.632442	-0.000327975	-0.000336461	-0.000543667	-0.000359235	-0.000291803	
6.74148	5.1689	7.9193	6.69117	0.632443	-0.000417186	-0.000341307	-0.000557303	-0.000546304	-0.000614811	
6.74477	5.1723	7.92325	6.69559	0.632443	-0.000435013	-0.000340316	-0.000615942	-0.000372158	-0.000525097	
6.74805	5.1758	7.9272	6.70002	0.632444	-0.000466386	-0.000337808	-0.000383784	-0.000665275	-0.000429968	
6.75133	5.1798	7.93115	6.70444	0.632444	-0.000347394	-0.000589874	-0.000481311	-0.00046939	-0.000555619	
6.75461	5.184	7.93509	6.70887	0.632445	-0.000699036	-0.000652348	-0.000693026	-0.000609672	-0.000608245	
6.75789	5.1881	7.93904	6.71326	0.632446	-0.000601132	-0.000661634	-0.000320478	-0.000473692	-0.00058893	
6.76117	5.1923	7.94299	6.71764	0.632446	-0.00053045	-0.000474805	-0.000577961	-0.00064679	-0.000592576	
6.76445	5.1964	7.94689	6.72202	0.632446	-0.000616249	-0.000610367	-0.000632894	-0.00045144	-0.000612541	
6.76773	5.2006	7.95074	6.7264	0.632447	-0.000479618	-0.000657154	-0.000583856	-0.000608046	-0.000636172	
6.77102	5.2047	7.95458	6.73077	0.632447	-0.000560124	-0.000395103	-0.000638399	-0.000519962	-0.000615942	
6.77435	5.2089	7.95842	6.73515	0.632448	-0.000300148	-0.000658591	-0.000534023	-0.000275786	-0.000592467	
6.77767	5.2129	7.96227	6.73953	0.632448	-0.00056805	-0.000589579	-0.000583635	-0.000671789	-0.000447817	
6.781	5.2169	7.96611	6.74389	0.632448	-0.000572754	-0.000627158	-0.000688887	-0.000298455	-0.000756208	
6.78432	5.2208	7.96995	6.74819	0.632448	-0.000432058	-0.000465554	-0.000433727	-0.000350028	-0.000530215	
6.78765	5.2247	7.9738	6.75249	0.632449	-0.000404919	-0.000511897	-0.000511608	-0.000597851	-0.000615917	
6.79097	5.2286	7.97764	6.75679	0.63245	-0.000297036	-0.000641867	-0.000614946	-0.00051731	-0.000459075	
6.7943	5.2326	7.98138	6.76109	0.63245	-0.000620377	-0.000640157	-0.000534873	-0.00038733	-0.000466422	
6.79762	5.2365	7.98511	6.76539	0.63245	-0.000601385	-0.000506591	-0.000491324	-0.000755889	-0.000598744	
6.80095	5.2404	7.98884	6.76969	0.632451	-0.000539949	-0.000588043	-0.00060286	-0.000526532	-0.000350001	
6.80427	5.2444	7.99257	6.774	0.632451	-0.000430527	-0.000431394	-0.000552873	-0.000664176	-0.000344989	
6.8076	5.2483	7.9963	6.77828	0.632452	-0.000469466	-0.000741365	-0.00045943	-0.000506229	-0.000665037	
6.81093	5.2523	8.00002	6.78255	0.632452	-0.000748308	-0.000387729	-0.00070714	-0.000279496	-0.000529532	
6.81426	5.2563	8.00374	6.78682	0.632452	-0.000599613	-0.000748399	-0.000666674	-0.000634807	-0.000345834	
6.81759	5.2602	8.00746	6.79109	0.632453	-0.000442197	-0.000632305	-0.000759994	-0.00041619	-0.000541704	
6.82091	5.2642	8.01117	6.79537	0.632453	-0.000650514	-0.000431862	-0.00060893	-0.000622837	-0.000476904	
6.82424	5.2682	8.01483	6.79964	0.632454	-0.000539512	-0.000422091	-0.000444264	-0.000500595	-0.000535152	
6.82757	5.2721	8.0185	6.80391	0.632454	-0.000719763	-0.000499504	-0.000537078	-0.000589545	-0.000602608	
6.8309	5.2761	8.02216	6.80817	0.632455	-0.000491265	-0.000433685	-0.000465808	-0.00062641	-0.000530607	
6.83423	5.2799	8.02582	6.81237	0.632455	-0.000459537	-0.000468472	-0.000496321	-0.000587645	-0.000574482	
6.83759	5.2837	8.02948	6.81657	0.632456	-0.000449149	-0.000444047	-0.0003908	-0.000351482	-0.000729069	
6.84095	5.2875	8.03314	6.82076	0.632457	-0.000520222	-0.000532547	-0.000453887	-0.000541994	-0.000359584	
6.8443	5.2914	8.03681	6.82496	0.632457	-0.000617719	-0.000629013	-0.000457511	-0.000578064	-0.000507736	
6.84766	5.2952	8.04047	6.82915	0.632458	-0.000440124	-0.000697273	-0.000647385	-0.00070464	-0.000577674	
6.85102	5.299	8.04414	6.83335	0.632458	-0.000455502	-0.000629202	-0.000324734	-0.000468906	-0.000412072	
6.85438	5.3028	8.04782	6.83755	0.632458	-0.000556684	-0.000477638	-0.000493122	-0.000647962	-0.00052562	
6.85773	5.3066	8.0515	6.84171	0.632458	-0.000479274	-0.000511508	-0.000493531	-0.000674775	-0.000499798	
6.86109	5.3104	8.05518	6.8458	0.632459	-0.00065796	-0.000489017	-0.000577192	-0.000542324	-0.000379444	
6.86445	5.3142	8.05887	6.84989	0.632459	-0.000808341	-0.000653825	-0.000574986	-0.000641621	-0.000542014	
6.86791	5.318	8.06255	6.85398	0.63246	-0.000584766	-0.000782449	-0.000546578	-0.00037996	-0.000457752	
6.87137	5.3217	8.06623	6.85807	0.63246	-0.000529741	-0.000469562	-0.000391065	-0.000290701	-0.000440208	
6.87483	5.3255	8.06991	6.86216	0.63246	-0.000485983	-0.00047972	-0.000591183	-0.000432423	-0.000414518	
6.87829	5.3293	8.07359	6.86626	0.63246	-0.000635613	-0.000636557	-0.000368501	-0.000614026	-0.000339834	
6.88175	5.3331	8.07731	6.87035	0.632461	-0.000462228	-0.000764503	-0.000508381	-0.000454281	-0.000445273	
6.88521	5.3368	8.08102	6.8744	0.632461	-0.000391075	-0.000320479	-0.0002615	-0.000638731	-0.000600302	
6.88868	5.3406	8.08474	6.87835	0.632461	-0.000476405	-0.000559686	-0.000624525	-0.000544637	-0.000257792	
6.89214	5.3445	8.08846	6.88228	0.632462	-0.000465083	-0.000281863	-0.000642619	-0.000390921	-0.000609869	
6.8956	5.3483	8.09218	6.88622	0.632462	-0.000613048	-0.00045136	-0.000619382	-0.000629832	-0.000393785	
6.89914	5.3522	8.0959	6.89016	0.632463	-0.000363891	-0.000549582	-0.000504753	-0.000417763	-0.000679073	
6.90269	5.3561	8.09962	6.8941	0.632463	-0.000498972	-0.000425608	-0.000619844	-0.000578835	-0.000542583	
6.90624	5.3599	8.10334	6.89804	0.632463	-0.000440344	-0.00073024	-0.000471516	-0.000378066	-0.000614551	
6.90979	5.3638	8.10709	6.90198	0.632464	-0.000491532	-0.000420369	-0.00053937	-0.000775066	-0.000230245	
6.91333	5.3676	8.11086	6.90595	0.632464	-0.000614811	-0.000511442	-0.000450253	-0.000552504	-0.000519447	
6.91688	5.3715	8.11464	6.91	0.632465	-0.000495073	-0.00043795	-0.000683716	-0.000605573	-0.000374726	
6.92043	5.3753	8.11842	6.91404	0.632465	-0.00062667	-0.000520994	-0.00062382	-0.000577428	-0.000500193	
6.92398	5.379	8.12219	6.91809	0.632465	-0.000503309	-0.00052845	-0.000582559	-0.000506539	-0.000518412	
6.92753	5.3828	8.12597	6.92213	0.632466	-0.00057452	-0.000620422	-0.000607541	-0.00072447	-0.000545191	
6.93113	5.3866	8.12975	6.92618	0.632466	-0.000642998	-0.000776902	-0.000429505	-0.000420366	-0.000591047	
6.93472	5.3904	8.13352	6.93022	0.632467	-0.00047637	-0.000421853	-0.00034511	-0.000588261	-0.000572064	
6.93832	5.3941	8.1373	6.93427	0.632467	-0.00057427	-0.000419841	-0.000589944	-0.000398874	-0.000577116	
6.94191	5.3979	8.14105	6.93835	0.632467	-0.000412732	-0.000801119	-0.000478829	-0.000605514	-0.000554896	
6.94551	5.4017	8.14479	6.94247	0.632468	-0.000306796	-0.000327615	-0.000311043	-0.000593021	-0.000470182	
6.9491	5.4055	8.14853	6.9466	0.632468	-0.000649987	-0.000718943	-0.000642241	-0.000427919	-0.000708918	
6.9527	5.4094	8.15228	6.95071	0.632469	-0.000659855	-0.000358314	-0.000517873	-0.00037816	-0.000557633	
6.95629	5.4133	8.15601	6.95483	0.632469	-0.000660232	-0.000566592	-0.000568309	-0.000654747	-0.000593882	
6.95991	5.4172	8.15976	6.95895	0.632469	-0.000461096	-0.000497065	-0.000401181	-0.000405255	-0.000400514	
6.96357	5.4211	8.16351	6.96307	0.63247	-0.000338986	-0.000334557	-0.00034701	-0.000659287	-0.000398478	
6.96724	5.425	8.16725	6.96721	0.632471	-0.000461922	-0.000470919	-0.00045961	-0.000271276	-0.000494884	
6.9709	5.4289	8.17098	6.97144	0.632471	-0.000592625	-0.000509815	-0.000437617	-0.000584405	-0.000540768	
6.97456	5.4328	8.17468	6.97569	0.632471	-0.000658337	-0.000375053	-0.00071881	-0.000523079	-0.000510472	
6.97822	5.4367	8.17838	6.97993	0.632472	-0.000565162	-0.000522053	-0.000394025	-0.000543216	-0.000607154	
6.98188	5.4404	8.18208	6.98418	0.632472	-0.000395593	-0.000573058	-0.000314819	-0.000113274	-0.000430577	
6.98555	5.4441	8.18578	6.98842	0.632473	-0.000586808	-0.000704483	-0.000615206	-0.000334825	-0.00035432	
6.98921	5.4479	8.18948	6.99266	0.632473	-0.000473852	-0.000635417	-0.000423771	-0.000478137	-0.000597487	
6.99291	5.4516	8.19318	6.99691	0.632474	-0.000369436	-0.000598823	-0.000546094	-0.000505069	-0.000832506	
6.99663	5.4553	8.19688	7.00122	0.632474	-0.000383473	-0.00059472	-0.000283706	-0.000366945	-0.000357154	
7.00035	5.4591	8.20058	7.00556	0.632474	-0.000493853	-0.000670228	-0.000376592	-0.00026318	-0.000443698	
7.00407	5.4628	8.20426	7.0099	0.632475	-0.000423866	-0.000685124	-0.000452047	-0.000379484	-0.000374747	
7.00779	5.4666	8.20792	7.01424	0.632475	-0.000568413	-0.000611372	-0.000494947	-0.000552628	-0.000543234	
7.01151	5.4703	8.21159	7.01857	0.632476	-0.000466041	-0.000376985	-0.000580498	-0.000690077	-0.000687874	
7.01523	5.4741	8.21525	7.02291	0.632476	-0.000643151	-0.000604982	-0.00031637	-0.000483255	-0.000513577	
7.01895	5.4779	8.21891	7.02725	0.632477	-0.00054846	-0.000441625	-0.00039261	-0.000332003	-0.000371093	
7.0227	5.4817	8.22257	7.03159	0.632477	-0.000343475	-0.000506393	-0.000203586	-0.00041203	-0.000733719	
7.0265	5.4854	8.22623	7.03593	0.632477	-0.00059292	-0.000417901	-0.000569213	-0.000491745	-0.000568249	
7.03031	5.4892	8.2299	7.04027	0.632478	-0.000537361	-0.000478576	-0.000677725	-0.000538795	-0.000470337	
7.03411	5.493	8.23356	7.04461	0.632478	-0.000272278	-0.000379386	-0.000651673	-0.000585242	-0.000451463	
7.03792	5.4968	8.23726	7.04895	0.632479	-0.000430574	-0.000426922	-0.000379717	-0.000445398	-0.000531971	
7.04172	5.5006	8.24096	7.05329	0.632479	-0.000372035	-0.000512628	-0.000404987	-0.000410455	-0.000406028	
7.04553	5.5044	8.24466	7.05763	0.632479	-0.000438952	-0.000343526	-0.000503217	-0.000627317	-0.00054018	
7.04933	5.5083	8.24836	7.06197	0.632479	-0.000649767	-0.000659948	-0.000360806	-0.000477366	-0.000486877	
7.05321	5.5121	8.25206	7.06636	0.63248	-0.000473716	-0.000822309	-0.00043824	-0.000530553	-0.000776879	
7.05721	5.516	8.25576	7.07074	0.63248	-0.00052184	-0.000608618	-0.000507809	-0.000412771	-0.000597439	
7.0612	5.5198	8.25946	7.07513	0.632481	-0.000543515	-0.000703099	-0.000119446	-0.000570999	-0.000326799	
7.0652	5.5237	8.26316	7.07952	0.632481	-0.000591663	-0.000364539	-0.000298658	-0.000711017	-0.000552489	
7.06919	5.5275	8.26687	7.0839	0.632481	-0.000462393	-0.00066211	-0.000534926	-0.000752313	-0.000537055	
7.07319	5.5314	8.27061	7.08829	0.632482	-0.000696431	-0.000558131	-0.000506305	-0.000462182	-0.000353592	
7.07719	5.5352	8.27435	7.09268	0.632482	-0.000454391	-0.000461405	-0.000557945	-0.000340556	-0.000534708	
7.08118	5.5386	8.27809	7.09712	0.632482	-0.000494323	-0.000498151	-0.000351571	-0.000722543	-0.000633344	
7.08525	5.5421	8.28183	7.10158	0.632483	-0.000451071	-0.000278054	-0.000358472	-0.000740923	-0.000611213	
7.08936	5.5456	8.28556	7.10603	0.632483	-0.000571836	-0.000518992	-0.000622928	-0.00043563	-0.000427624	
7.09347	5.549	8.2893	7.11048	0.632484	-0.000605129	-0.000676529	-0.000387403	-0.000497175	-0.000413981	
7.09758	5.5525	8.29304	7.11494	0.632484	-0.000573852	-0.000529483	-0.000414681	-0.000407056	-0.000587233	
7.10169	5.556	8.29678	7.11939	0.632484	-0.000363035	-0.000336584	-0.000352592	-0.00033692	-0.000448267	
7.1058	5.5595	8.30058	7.12384	0.632485	-0.000682746	-0.000387692	-0.000561065	-0.00062821	-0.000532597	
7.10991	5.5629	8.30437	7.12831	0.632485	-0.000284849	-0.000648704	-0.000365144	-0.000547199	-0.000458038	
7.11403	5.5665	8.30817	7.13277	0.632486	-0.000622043	-0.000596132	-0.000492451	-0.000474635	-0.000511056	
7.11819	5.5701	8.31196	7.13723	0.632486	-0.000642908	-0.000366118	-0.000332151	-0.0004443	-0.000434109	
7.12236	5.5737	8.31576	7.14169	0.632487	-0.000850181	-0.000657851	-0.000668395	-0.000585159	-0.000698632	
7.12652	5.5773	8.31955	7.14616	0.632487	-0.000480906	-0.000723437	-0.000491841	-0.000402003	-0.000368505	
7.13069	5.581	8.32335	7.15062	0.632487	-0.000277427	-0.00067749	-0.000576233	-0.000555891	-0.000673471	
7.13486	5.5846	8.32714	7.15508	0.632488	-0.000577627	-0.000633455	-0.000804071	-0.000471613	-0.000487535	
7.13903	5.5882	8.33099	7.15953	0.632488	-0.000436829	-0.000609108	-0.000441934	-0.000715892	-0.000487367	
7.14319	5.5918	8.33487	7.16395	0.632489	-0.000770069	-0.000418184	-0.000581281	-0.000632435	-0.000430708	
7.14735	5.5955	8.33874	7.16838	0.632489	-0.000269512	-0.000366945	-0.000372698	-0.000645186	-0.000343864	
7.15145	5.5993	8.34261	7.1728	0.63249	-0.000556128	-0.000595281	-0.00041846	-0.000441642	-0.000440874	
7.15555	5.6031	8.34648	7.17723	0.63249	-0.000419151	-0.000410663	-0.000474994	-0.000323197	-0.000529726	
7.15966	5.6069	8.35036	7.18165	0.63249	-0.000591248	-0.00062748	-0.000447709	-0.000235399	-0.000264835	
7.16375	5.6107	8.35423	7.18608	0.632491	-0.000531139	-0.000438169	-0.000541643	-0.000483676	-0.000470903	
7.16786	5.6145	8.3581	7.19052	0.632491	-0.000476221	-0.000376603	-0.000540339	-0.000464928	-0.000338234	
7.17196	5.6183	8.362	7.19498	0.632491	-0.000645235	-0.000698685	-0.00068483	-0.000347048	-0.00078734	
