lap4_30_samp	lap4_31_samp	lap4_32_samp	lap4_33_samp	lap4_34_samp	rp2529	rp3548	cur4_30_samp	cur4_31_samp	cur4_32_samp	cur4_33_samp	cur4_34_samp	rp5463	lap4_49_samp	lap4_50_samp	lap4_51_samp	lap4_52_samp	lap4_53_samp	cur4_49_samp	cur4_50_samp	cur4_51_samp	cur4_52_samp	cur4_53_samp
0.580211	0.308373	0.319867	0.252137	0.428563			-0.000575024	-0.000832994	-0.000647176	-0.000935768	-0.000616468		0.900311	0.295756	0.35506	0.318813	0.400725	-0.000728842	-0.00063521	-0.000790395	-0.000849815	-0.000697755
0.580211	0.308373	0.319867	0.252138	0.428081			-0.000812811	-0.000933954	-0.000938519	-0.000973091	-0.000654628		0.900311	0.295757	0.355061	0.318813	0.400726	-0.000617299	-0.000886143	-0.000878556	-0.000903511	-0.000999633
0.580211	0.308374	0.319867	0.252138	0.4276			-0.000711991	-0.000574612	-0.000850007	-0.000729915	-0.000718485		0.900311	0.295757	0.355061	0.318813	0.400726	-0.000687422	-0.000762383	-0.000541829	-0.000682202	-0.000869627
0.580211	0.308374	0.319868	0.252138	0.427118			-0.000787327	-0.000780275	-0.000694624	-0.000971273	-0.000589313		0.900311	0.295758	0.355062	0.318814	0.400727	-0.000948182	-0.000944607	-0.00075452	-0.000877036	-0.000773616
0.580211	0.308374	0.319868	0.252139	0.426636			-0.000719982	-0.000953778	-0.000854753	-0.000802042	-0.000701823		0.900311	0.295758	0.355062	0.318814	0.400727	-0.00108531	-0.000802148	-0.000944626	-0.000798055	-0.00088212
0.580211	0.308375	0.319869	0.252139	0.426155			-0.000632186	-0.000827139	-0.000705332	-0.000913008	-0.00103188		0.900311	0.295758	0.355062	0.318815	0.400728	-0.00113263	-0.000716917	-0.000793173	-0.000799657	-0.000943739
0.580212	0.308375	0.319869	0.25214	0.425673			-0.000708172	-0.000734507	-0.000715908	-0.000957058	-0.000993781		0.900312	0.295759	0.355063	0.318815	0.400728	-0.000911151	-0.000818612	-0.000738173	-0.00068621	-0.000907794
0.580212	0.308376	0.319869	0.25214	0.425192			-0.000864632	-0.000807904	-0.000844791	-0.000986968	-0.000755445		0.900312	0.295759	0.355063	0.318816	0.400728	-0.000785404	-0.00074197	-0.000765762	-0.000991878	-0.000833611
0.580212	0.308376	0.319869	0.25214	0.42471			-0.000736618	-0.000889915	-0.00100657	-0.000989048	-0.000761873		0.900312	0.295759	0.355064	0.318816	0.400729	-0.000662758	-0.000786962	-0.000893201	-0.000828115	-0.00099045
0.580212	0.308376	0.31987	0.252141	0.424228			-0.000944078	-0.000760049	-0.000927866	-0.000714005	-0.000720848		0.900312	0.29576	0.355064	0.318816	0.400729	-0.000929869	-0.000824251	-0.000788696	-0.000633466	-0.000832331
0.580213	0.308377	0.31987	0.252141	0.423747			-0.000838361	-0.00100839	-0.000636671	-0.000854009	-0.000889122		0.900312	0.29576	0.355064	0.318817	0.400729	-0.000674281	-0.000748875	-0.00102896	-0.000658741	-0.000912549
0.580213	0.308377	0.31987	0.252141	0.423265			-0.000772237	-0.000787908	-0.000731947	-0.000783341	-0.000850192		0.900313	0.29576	0.355065	0.318817	0.40073	-0.000634257	-0.000764993	-0.000913268	-0.000693768	-0.000828835
0.580213	0.308378	0.319871	0.252142	0.422783			-0.000714142	-0.000704252	-0.000774233	-0.000962039	-0.000731443		0.900313	0.295761	0.355065	0.318818	0.40073	-0.00078277	-0.000951195	-0.000912168	-0.000785474	-0.00070518
0.580213	0.308378	0.319871	0.252142	0.422302			-0.000876031	-0.000882604	-0.000785617	-0.000777272	-0.000919217		0.900313	0.295761	0.355065	0.318818	0.40073	-0.000897842	-0.000798735	-0.000862993	-0.00097563	-0.000943937
0.580213	0.308378	0.319872	0.252142	0.42182			-0.00107606	-0.0007031	-0.000850921	-0.00095854	-0.000785736		0.900313	0.295761	0.355066	0.318818	0.400731	-0.000759661	-0.00109501	-0.000910508	-0.000990125	-0.00074131
0.580213	0.308379	0.319872	0.252142	0.421338			-0.000777476	-0.000592743	-0.000871798	-0.000914191	-0.000988609		0.900313	0.295762	0.355066	0.318818	0.400731	-0.000787929	-0.000966833	-0.000821934	-0.000567692	-0.000849135
0.580214	0.308379	0.319872	0.252143	0.420857			-0.000745187	-0.000766397	-0.000758909	-0.00109052	-0.000769887		0.900314	0.295762	0.355067	0.318819	0.400731	-0.000871863	-0.000755941	-0.000787692	-0.000724391	-0.000763143
0.580214	0.308379	0.319873	0.252143	0.420375			-0.000958787	-0.000971598	-0.000794978	-0.00107678	-0.000740654		0.900314	0.295762	0.355067	0.318819	0.400732	-0.000823873	-0.000704003	-0.000733243	-0.000935294	-0.000746063
0.580214	0.30838	0.319873	0.252144	0.419894			-0.00086905	-0.000855208	-0.000846276	-0.000938182	-0.000867104		0.900314	0.295763	0.355068	0.31882	0.400732	-0.00107338	-0.000896226	-0.000717156	-0.000937868	-0.000724638
0.580214	0.30838	0.319874	0.252144	0.419412			-0.000828668	-0.000720004	-0.000671472	-0.000784543	-0.000824524		0.900314	0.295763	0.355068	0.31882	0.400732	-0.000818881	-0.00097282	-0.000913265	-0.00097965	-0.00086451
0.580215	0.308381	0.319874	0.252144	0.41893			-0.000830267	-0.000830453	-0.000914385	-0.000840008	-0.000809467		0.900315	0.295763	0.355068	0.31882	0.400733	-0.00077637	-0.000763256	-0.000964069	-0.00069733	-0.000715605
0.580215	0.308381	0.319874	0.252145	0.418449			-0.000723692	-0.000876272	-0.000808784	-0.000681144	-0.000736258		0.900315	0.295764	0.355069	0.318821	0.400733	-0.000663563	-0.000803284	-0.000836174	-0.000832336	-0.000660179
0.580215	0.308381	0.319875	0.252145	0.417967			-0.000965326	-0.000745678	-0.000812233	-0.000756167	-0.000966598		0.900315	0.295764	0.355069	0.318821	0.400733	-0.000892188	-0.000909539	-0.000861434	-0.000864469	-0.000965081
0.580215	0.308381	0.319875	0.252145	0.417486			-0.000613531	-0.000979103	-0.0008879	-0.000802403	-0.000789824		0.900315	0.295764	0.35507	0.318822	0.400734	-0.000841112	-0.000963257	-0.00077929	-0.000884784	-0.000779652
0.580215	0.308382	0.319875	0.252146	0.417004			-0.000706868	-0.000809794	-0.000624071	-0.000879636	-0.000891495		0.900315	0.295765	0.35507	0.318822	0.400734	-0.00084532	-0.00089372	-0.00101329	-0.000933639	-0.000668091
0.580216	0.308382	0.319876	0.252146	0.416523			-0.000767117	-0.000873477	-0.000960704	-0.000567798	-0.000834712		0.900316	0.295765	0.355071	0.318822	0.400734	-0.000815142	-0.000650552	-0.000769064	-0.000730325	-0.00048873
0.580216	0.308383	0.319876	0.252146	0.416041			-0.00084838	-0.000733092	-0.000864505	-0.000795881	-0.000895262		0.900316	0.295766	0.355071	0.318823	0.400735	-0.0006434	-0.000841188	-0.000850736	-0.000871818	-0.000521091
0.580216	0.308383	0.319877	0.252147	0.41556			-0.000875742	-0.000972254	-0.000800919	-0.000813298	-0.000849218		0.900316	0.295766	0.355071	0.318823	0.400735	-0.000892668	-0.00103765	-0.000736459	-0.00074794	-0.000910852
0.580216	0.308383	0.319877	0.252147	0.415078			-0.000729233	-0.00100416	-0.000819546	-0.000688034	-0.000818254		0.900316	0.295767	0.355072	0.318823	0.400735	-0.000653016	-0.00107749	-0.000864078	-0.000668228	-0.00079289
0.580217	0.308384	0.319877	0.252147	0.414596			-0.000849852	-0.000729078	-0.000721882	-0.000877045	-0.000843413		0.900316	0.295767	0.355072	0.318824	0.400736	-0.000710511	-0.000857014	-0.00093899	-0.000942154	-0.00078989
0.580217	0.308384	0.319878	0.252148	0.414115			-0.000851675	-0.000948588	-0.000955983	-0.0010191	-0.00091192		0.900317	0.295767	0.355072	0.318824	0.400736	-0.000915086	-0.000650066	-0.000814576	-0.00103835	-0.000788066
0.580217	0.308385	0.319878	0.252148	0.413633			-0.000915043	-0.000517579	-0.00106122	-0.000826774	-0.000863776		0.900317	0.295768	0.355073	0.318825	0.400737	-0.000904953	-0.000871487	-0.000905934	-0.000918289	-0.000819755
0.580217	0.308385	0.319879	0.252149	0.413152			-0.000922485	-0.000899415	-0.00089111	-0.000808695	-0.000957249		0.900317	0.295768	0.355073	0.318825	0.400737	-0.000821539	-0.000973475	-0.000861265	-0.000756857	-0.000954523
0.580218	0.308385	0.319879	0.252149	0.41267			-0.000747627	-0.0010009	-0.000850492	-0.000786529	-0.000765739		0.900318	0.295768	0.355073	0.318825	0.400738	-0.000773375	-0.000800486	-0.00100259	-0.000885552	-0.000848108
0.580218	0.308385	0.31988	0.252149	0.412188			-0.000639895	-0.000827492	-0.000853476	-0.000774703	-0.000929435		0.900318	0.295769	0.355074	0.318826	0.400738	-0.000844472	-0.000914891	-0.000753705	-0.00067943	-0.000847135
0.580218	0.308386	0.31988	0.25215	0.411707			-0.000913125	-0.000917937	-0.000805004	-0.000813969	-0.000565296		0.900318	0.295769	0.355074	0.318826	0.400739	-0.000850076	-0.000829139	-0.00074998	-0.000882545	-0.000757846
0.580219	0.308386	0.31988	0.25215	0.411225			-0.00053505	-0.000779938	-0.000942978	-0.000826192	-0.000866967		0.900318	0.295769	0.355075	0.318826	0.400739	-0.000993557	-0.000755144	-0.000575067	-0.000810798	-0.000755773
0.580219	0.308387	0.31988	0.25215	0.410743			-0.000811079	-0.000770282	-0.00073192	-0.000828875	-0.000782998		0.900319	0.29577	0.355075	0.318827	0.400739	-0.000748346	-0.0008318	-0.000783698	-0.000735406	-0.00085956
0.580219	0.308387	0.319881	0.252151	0.410262			-0.000705578	-0.00086484	-0.00080753	-0.000919007	-0.00111273		0.900319	0.29577	0.355075	0.318827	0.40074	-0.000746855	-0.000749171	-0.000744481	-0.000746191	-0.000782373
0.580219	0.308387	0.319881	0.252151	0.409782			-0.000895486	-0.000945554	-0.000628217	-0.000896111	-0.00076465		0.900319	0.295771	0.355076	0.318828	0.40074	-0.00100205	-0.000708103	-0.000842924	-0.00103579	-0.000726455
0.58022	0.308388	0.319882	0.252151	0.409645			-0.000753137	-0.000837843	-0.000747433	-0.000915426	-0.000852229		0.900319	0.295771	0.355076	0.318828	0.400741	-0.000889119	-0.000844104	-0.000789379	-0.000772624	-0.000809265
0.58022	0.308388	0.319882	0.252152	0.409645			-0.000602883	-0.000599645	-0.000747966	-0.000838627	-0.000817027		0.90032	0.295772	0.355076	0.318828	0.400741	-0.000940045	-0.000875627	-0.000703224	-0.000829776	-0.000754497
0.58022	0.308388	0.319882	0.252152	0.409646			-0.00088968	-0.00106282	-0.000818419	-0.000819428	-0.00070116		0.90032	0.295772	0.355077	0.318828	0.400741	-0.000961063	-0.000860648	-0.000910869	-0.000897549	-0.000874561
0.58022	0.308389	0.319883	0.252152	0.409646			-0.000523464	-0.000847187	-0.000713093	-0.000784753	-0.000842889		0.90032	0.295772	0.355077	0.318829	0.400742	-0.000771792	-0.000880418	-0.00089928	-0.000722289	-0.000897639
0.58022	0.308389	0.319883	0.252153	0.409646			-0.00092028	-0.000948747	-0.000879844	-0.00089937	-0.000921298		0.90032	0.295773	0.355077	0.318829	0.400742	-0.000852163	-0.00086891	-0.00107168	-0.000942376	-0.000801578
0.58022	0.308389	0.319884	0.252153	0.409647			-0.000653475	-0.00102393	-0.000788338	-0.000873565	-0.000818102		0.900321	0.295773	0.355078	0.31883	0.400743	-0.000947308	-0.000923248	-0.000885789	-0.000945475	-0.000908427
0.580221	0.308389	0.319884	0.252154	0.409647			-0.000833635	-0.000849906	-0.00085935	-0.000927898	-0.000723054		0.900321	0.295773	0.355078	0.31883	0.400743	-0.00081878	-0.000812499	-0.000691112	-0.000845641	-0.000763093
0.580221	0.30839	0.319884	0.252154	0.409647			-0.000567483	-0.000737008	-0.000869637	-0.000785654	-0.000769172		0.900321	0.295774	0.355078	0.31883	0.400743	-0.0007221	-0.000709901	-0.000977246	-0.000772966	-0.000776454
0.580221	0.30839	0.319885	0.252154	0.409648			-0.000866994	-0.000624231	-0.000851729	-0.000826933	-0.000999643		0.900321	0.295774	0.355079	0.318831	0.400744	-0.000712393	-0.000669131	-0.00074201	-0.000937318	-0.000693045
0.580222	0.308391	0.319885	0.252155	0.409648			-0.00072194	-0.000869582	-0.000835669	-0.000795812	-0.000877203		0.900321	0.295774	0.355079	0.318831	0.400744	-0.000878745	-0.000851661	-0.000831214	-0.00105809	-0.00085092
0.580222	0.308391	0.319886	0.252155	0.409649			-0.000663399	-0.000856503	-0.00108124	-0.0007522	-0.000740724		0.900322	0.295775	0.35508	0.318831	0.400744	-0.000870829	-0.000841792	-0.000759806	-0.00108415	-0.000810537
0.580222	0.308392	0.319886	0.252155	0.409649			-0.00080356	-0.000941957	-0.000743132	-0.00094202	-0.000864292		0.900322	0.295775	0.35508	0.318832	0.400744	-0.000792236	-0.000886435	-0.000847102	-0.000732969	-0.000754735
0.580222	0.308392	0.319886	0.252156	0.409649			-0.000915113	-0.000535064	-0.000923416	-0.000872227	-0.000734704		0.900322	0.295776	0.35508	0.318832	0.400745	-0.000907355	-0.000977497	-0.000564463	-0.000774424	-0.000893357
0.580222	0.308392	0.319887	0.252156	0.40965			-0.000915172	-0.000956331	-0.000726851	-0.000740909	-0.000910104		0.900323	0.295776	0.355081	0.318833	0.400745	-0.000601453	-0.000796477	-0.000999955	-0.000863735	-0.000639207
0.580222	0.308392	0.319887	0.252156	0.40965			-0.000876094	-0.000941866	-0.000849826	-0.000769881	-0.000873022		0.900323	0.295776	0.355081	0.318833	0.400745	-0.000818344	-0.000918801	-0.000810956	-0.00082473	-0.000796919
0.580222	0.308393	0.319888	0.252157	0.40965			-0.000635251	-0.000935588	-0.000705827	-0.000959412	-0.000753097		0.900323	0.295776	0.355081	0.318834	0.400746	-0.000937973	-0.000415205	-0.000906854	-0.00085491	-0.000874563
0.580223	0.308393	0.319888	0.252157	0.409651			-0.000669291	-0.000665798	-0.000836739	-0.000846823	-0.000804882		0.900323	0.295777	0.355082	0.318834	0.400746	-0.00083283	-0.00105426	-0.000627455	-0.000843475	-0.000828126
0.580223	0.308393	0.319888	0.252157	0.409651			-0.000780406	-0.000834084	-0.000913224	-0.000883165	-0.000806016		0.900324	0.295777	0.355082	0.318834	0.400747	-0.000835958	-0.00077837	-0.00102874	-0.00076822	-0.00079957
0.580223	0.308393	0.319889	0.252158	0.409652			-0.000714108	-0.000946187	-0.000770435	-0.000808722	-0.000846288		0.900324	0.295778	0.355083	0.318835	0.400747	-0.000939071	-0.000873924	-0.000755289	-0.00096478	-0.0010726
0.580223	0.308394	0.319889	0.252158	0.409652			-0.000784867	-0.00109673	-0.000873599	-0.000927846	-0.000792698		0.900324	0.295778	0.355083	0.318835	0.400747	-0.00100253	-0.000772234	-0.000743221	-0.000917505	-0.000570129
0.580223	0.308394	0.319889	0.252158	0.409652			-0.000839331	-0.000890737	-0.000567936	-0.000764225	-0.000879469		0.900324	0.295778	0.355083	0.318835	0.400748	-0.00092494	-0.000887227	-0.000791991	-0.000964632	-0.00086463
0.580223	0.308395	0.31989	0.252159	0.409653			-0.000874764	-0.000826255	-0.000920751	-0.000795196	-0.000886532		0.900324	0.295779	0.355083	0.318836	0.400748	-0.000808732	-0.000945455	-0.000944465	-0.000789841	-0.00080329
0.580224	0.308395	0.31989	0.252159	0.409653			-0.000799202	-0.000722714	-0.000630663	-0.00076698	-0.0006752		0.900325	0.295779	0.355084	0.318836	0.400749	-0.000682736	-0.00070526	-0.000811563	-0.000805525	-0.00103131
0.580224	0.308396	0.319891	0.252159	0.409654			-0.000558415	-0.000889807	-0.000775104	-0.000913743	-0.000859245		0.900325	0.295779	0.355084	0.318836	0.400749	-0.000844021	-0.000846404	-0.000777976	-0.000746993	-0.000963958
0.580224	0.308396	0.319891	0.25216	0.409654			-0.00101836	-0.000776995	-0.000732526	-0.000954595	-0.000805275		0.900325	0.29578	0.355084	0.318837	0.400749	-0.000907451	-0.000820506	-0.00089061	-0.000852906	-0.000879469
0.580224	0.308396	0.319891	0.25216	0.409654			-0.00108783	-0.000924285	-0.000755249	-0.000950465	-0.00089124		0.900325	0.29578	0.355085	0.318837	0.40075	-0.00070371	-0.000684917	-0.000907535	-0.00100404	-0.000682801
0.580225	0.308397	0.319892	0.252161	0.409655			-0.00101181	-0.000607318	-0.000848676	-0.00102967	-0.000751768		0.900325	0.29578	0.355085	0.318838	0.40075	-0.000801228	-0.000875153	-0.000879676	-0.000820289	-0.000971839
0.580225	0.308397	0.319892	0.252161	0.409655			-0.000772088	-0.000879812	-0.000768261	-0.000961299	-0.000775717		0.900326	0.295781	0.355086	0.318838	0.400751	-0.000830325	-0.000853614	-0.000665208	-0.000860256	-0.000797757
0.580225	0.308397	0.319892	0.252162	0.409655			-0.000797376	-0.000644879	-0.000756188	-0.000900842	-0.000856141		0.900326	0.295781	0.355086	0.318838	0.400751	-0.000932953	-0.000731444	-0.000844963	-0.000953164	-0.000865444
0.580225	0.308398	0.319892	0.252162	0.409656			-0.000740763	-0.000972759	-0.000865202	-0.000983476	-0.000923434		0.900326	0.295782	0.355086	0.318839	0.400751	-0.000926269	-0.0010504	-0.000638459	-0.000889084	-0.000603677
0.580225	0.308398	0.319893	0.252162	0.409656			-0.000775062	-0.000900098	-0.000746372	-0.0009009	-0.000753915		0.900326	0.295782	0.355087	0.318839	0.400751	-0.000724165	-0.000733792	-0.000837324	-0.000879512	-0.000847539
0.580226	0.308398	0.319893	0.252163	0.409656			-0.000824916	-0.000882758	-0.000645622	-0.000829661	-0.000960306		0.900327	0.295782	0.355087	0.31884	0.400752	-0.000812471	-0.000688045	-0.000804599	-0.000942793	-0.000907546
0.580226	0.308399	0.319894	0.252163	0.409657			-0.000692752	-0.000877321	-0.00104655	-0.000810215	-0.000895552		0.900327	0.295783	0.355087	0.31884	0.400752	-0.000891569	-0.000780153	-0.000968376	-0.000901737	-0.000886977
0.580226	0.308399	0.319894	0.252164	0.409657			-0.000717752	-0.000863773	-0.00058183	-0.000871205	-0.000594766		0.900327	0.295783	0.355088	0.31884	0.400753	-0.000773882	-0.000709154	-0.000883029	-0.000833685	-0.000651357
0.580227	0.308399	0.319894	0.252164	0.409658			-0.000710347	-0.000850691	-0.000718999	-0.000650179	-0.000903828		0.900328	0.295783	0.355088	0.31884	0.400753	-0.000880569	-0.000805231	-0.000753967	-0.000723589	-0.000654305
0.580227	0.3084	0.319894	0.252165	0.409658			-0.000941075	-0.000719876	-0.000737251	-0.000721479	-0.000987022		0.900328	0.295784	0.355088	0.318841	0.400753	-0.000750758	-0.00085275	-0.0008965	-0.000815189	-0.000750949
0.580227	0.3084	0.319895	0.252165	0.409658			-0.000808034	-0.000923122	-0.000618866	-0.000479565	-0.0010203		0.900328	0.295784	0.355089	0.318841	0.400754	-0.000817511	-0.000615427	-0.000828422	-0.00071281	-0.000857453
0.580227	0.3084	0.319895	0.252165	0.409659			-0.000763758	-0.000762527	-0.000899952	-0.000769926	-0.000741002		0.900328	0.295784	0.355089	0.318841	0.400754	-0.000648105	-0.000849436	-0.00089885	-0.000717357	-0.00082462
0.580227	0.3084	0.319895	0.252166	0.409659			-0.000870602	-0.000888278	-0.000842469	-0.00072922	-0.000861075		0.900329	0.295785	0.35509	0.318842	0.400754	-0.000847432	-0.000847545	-0.000933433	-0.000975345	-0.000824595
0.580227	0.308401	0.319896	0.252166	0.409659			-0.000861025	-0.000830463	-0.000758275	-0.000762455	-0.000921845		0.900329	0.295785	0.35509	0.318842	0.400755	-0.000758315	-0.000798387	-0.000901932	-0.000897639	-0.000902559
0.580228	0.308401	0.319896	0.252166	0.40966			-0.000948914	-0.000697197	-0.000980958	-0.000866652	-0.000945917		0.900329	0.295785	0.35509	0.318843	0.400755	-0.000778521	-0.000882755	-0.000816845	-0.000923108	-0.000835862
0.580228	0.308401	0.319897	0.252167	0.40966			-0.000788445	-0.000743732	-0.00106782	-0.000991043	-0.000837094		0.900329	0.295785	0.355091	0.318843	0.400756	-0.000900399	-0.000937286	-0.000912005	-0.000621997	-0.000803018
0.580228	0.308402	0.319897	0.252167	0.40966			-0.00092868	-0.000620732	-0.000797025	-0.000920969	-0.00073722		0.90033	0.295786	0.355091	0.318843	0.400756	-0.000592128	-0.000707569	-0.000698651	-0.000693882	-0.00072545
0.580229	0.308402	0.319897	0.252167	0.409661			-0.000886032	-0.000727279	-0.000809163	-0.000745639	-0.000727552		0.90033	0.295786	0.355091	0.318844	0.400757	-0.000978592	-0.0009667	-0.000920921	-0.000726705	-0.000782994
0.580229	0.308403	0.319898	0.252168	0.409661			-0.000725017	-0.000971388	-0.000810961	-0.000784357	-0.000829332		0.90033	0.295786	0.355092	0.318844	0.400757	-0.000797512	-0.000678158	-0.000665004	-0.00099635	-0.0008257
0.580229	0.308403	0.319898	0.252168	0.409661			-0.000782924	-0.000753937	-0.000701471	-0.000885559	-0.000665037		0.90033	0.295787	0.355092	0.318844	0.400757	-0.000896572	-0.000876681	-0.000879267	-0.000677766	-0.000966619
0.580229	0.308403	0.319898	0.252168	0.409661			-0.000658089	-0.000854683	-0.000923467	-0.000718313	-0.000823497		0.900331	0.295787	0.355092	0.318845	0.400758	-0.000925271	-0.000690206	-0.000597314	-0.000677687	-0.000814255
0.580229	0.308404	0.319899	0.252169	0.409662			-0.00082629	-0.0010072	-0.00103287	-0.000895638	-0.000952053		0.900331	0.295787	0.355093	0.318845	0.400758	-0.00119571	-0.000959675	-0.000784148	-0.000858467	-0.000745313
0.58023	0.308404	0.319899	0.252169	0.409662			-0.000752289	-0.000884598	-0.000812788	-0.000910864	-0.000983996		0.900331	0.295788	0.355093	0.318845	0.400758	-0.00069351	-0.000857096	-0.000749872	-0.000870794	-0.000870123
0.58023	0.308405	0.3199	0.252169	0.409662			-0.000905623	-0.000879856	-0.000685731	-0.000646399	-0.00087792		0.900331	0.295788	0.355093	0.318846	0.400758	-0.000995942	-0.000908563	-0.000805165	-0.000735692	-0.000890589
0.58023	0.308405	0.3199	0.25217	0.409663			-0.000807568	-0.000827754	-0.000892246	-0.000686973	-0.00079208		0.900332	0.295788	0.355094	0.318846	0.400759	-0.000845019	-0.00102166	-0.00065048	-0.000841216	-0.000615058
0.58023	0.308405	0.3199	0.25217	0.409663			-0.000817799	-0.000815682	-0.0010609	-0.000789805	-0.00082701		0.900332	0.295789	0.355094	0.318846	0.400759	-0.000834164	-0.000680629	-0.000957403	-0.000774418	-0.000724932
0.58023	0.308406	0.3199	0.25217	0.409664			-0.00099736	-0.000783869	-0.000990088	-0.000748788	-0.00085836		0.900332	0.295789	0.355094	0.318847	0.40076	-0.00100192	-0.000836565	-0.000795365	-0.000834096	-0.000839756
0.580231	0.308406	0.319901	0.252171	0.409664			-0.000892238	-0.000841013	-0.000810064	-0.000733709	-0.000857707		0.900332	0.29579	0.355095	0.318847	0.40076	-0.000823401	-0.000775745	-0.0009119	-0.000871	-0.00104805
0.580231	0.308407	0.319901	0.252171	0.409664			-0.000705778	-0.000871095	-0.000766183	-0.000705593	-0.000818948		0.900333	0.29579	0.355095	0.318847	0.40076	-0.000869137	-0.00108756	-0.000812649	-0.000797999	-0.000638031
0.580231	0.308407	0.319902	0.252171	0.409665			-0.000815766	-0.000963794	-0.000774573	-0.000802386	-0.00090834		0.900333	0.29579	0.355096	0.318848	0.400761	-0.000693041	-0.00100748	-0.000900051	-0.000897982	-0.000934407
0.580231	0.308407	0.319902	0.252172	0.409665			-0.000851918	-0.000819056	-0.00081597	-0.000942452	-0.000675673		0.900333	0.295791	0.355096	0.318848	0.400761	-0.000778693	-0.000893298	-0.000996668	-0.0008297	-0.00076775
0.580231	0.308407	0.319902	0.252172	0.409666			-0.000913993	-0.00102587	-0.000886939	-0.000778924	-0.000801117		0.900334	0.295791	0.355096	0.318848	0.400761	-0.000610607	-0.000815855	-0.000934798	-0.000611734	-0.000908928
0.580232	0.308408	0.319902	0.252172	0.409666			-0.00104084	-0.000841056	-0.000846186	-0.00108564	-0.0009604		0.900334	0.295792	0.355097	0.318848	0.400762	-0.000921191	-0.000828582	-0.000602256	-0.000890167	-0.000912037
0.580232	0.308408	0.319903	0.252173	0.409666			-0.000858923	-0.000695198	-0.000754243	-0.000904814	-0.000794574		0.900334	0.295792	0.355097	0.318849	0.400762	-0.000781974	-0.000666317	-0.000670921	-0.000923731	-0.000655408
0.580232	0.308409	0.319903	0.252173	0.409667			-0.000588531	-0.000862225	-0.00106569	-0.000721196	-0.000967692		0.900334	0.295792	0.355098	0.318849	0.400763	-0.000858076	-0.000640587	-0.000655607	-0.000775715	-0.000783833
0.580233	0.308409	0.319903	0.252173	0.409667			-0.000764812	-0.000837356	-0.00100466	-0.000848615	-0.000889775		0.900335	0.295793	0.355098	0.318849	0.400763	-0.000657245	-0.000754188	-0.00071395	-0.000807239	-0.000926672
0.580233	0.30841	0.319904	0.252174	0.409667			-0.000766367	-0.000886615	-0.000887916	-0.000860617	-0.00089518		0.900335	0.295793	0.355099	0.31885	0.400764	-0.000925415	-0.000742667	-0.000719967	-0.000764987	-0.00114262
0.580233	0.30841	0.319904	0.252174	0.409668			-0.000877159	-0.000909461	-0.000794253	-0.000652255	-0.000959027		0.900335	0.295793	0.355099	0.31885	0.400764	-0.000811221	-0.000736718	-0.000843002	-0.000653433	-0.000841249
0.580233	0.30841	0.319904	0.252174	0.409668			-0.000800327	-0.000791987	-0.00095432	-0.000908065	-0.000788027		0.900336	0.295794	0.355099	0.31885	0.400765	-0.000849487	-0.000630248	-0.00072336	-0.000893976	-0.000823493
0.580234	0.308411	0.319905	0.252175	0.409669			-0.000718744	-0.000646491	-0.000554742	-0.000711901	-0.000818569		0.900336	0.295794	0.3551	0.318851	0.400765	-0.000836934	-0.00105446	-0.000742362	-0.000841787	-0.000820935
0.580234	0.308411	0.319905	0.252175	0.409669			-0.000794213	-0.000827899	-0.000939133	-0.000898323	-0.000879123		0.900336	0.295795	0.3551	0.318851	0.400765	-0.00076422	-0.000661325	-0.000748015	-0.000982729	-0.000869855
0.580234	0.308411	0.319905	0.252176	0.409669			-0.000715808	-0.000879895	-0.00052878	-0.000877843	-0.000908549		0.900336	0.295795	0.355101	0.318851	0.400766	-0.000911156	-0.000771429	-0.000937481	-0.000683378	-0.00075116
0.580234	0.308412	0.319906	0.252176	0.40967			-0.00086175	-0.000887653	-0.000950337	-0.000722374	-0.000587943		0.900337	0.295795	0.355101	0.318852	0.400766	-0.000832504	-0.00092118	-0.000874272	-0.000718384	-0.000763714
0.580234	0.308412	0.319906	0.252176	0.40967			-0.000877216	-0.000824391	-0.000823791	-0.000855299	-0.000937002		0.900337	0.295796	0.355101	0.318852	0.400766	-0.000884695	-0.000807552	-0.000674672	-0.000833557	-0.000625316
0.580235	0.308412	0.319906	0.252177	0.40967			-0.000740687	-0.000863952	-0.000792018	-0.00075252	-0.000911938		0.900337	0.295796	0.355102	0.318852	0.400767	-0.000890082	-0.000714395	-0.000932048	-0.000872991	-0.000864899
0.580235	0.308413	0.319907	0.252177	0.409671			-0.000671265	-0.000924601	-0.000860664	-0.000630529	-0.000735576		0.900337	0.295797	0.355102	0.318853	0.400767	-0.000839294	-0.000647631	-0.000653831	-0.000970649	-0.000851694
0.580235	0.308413	0.319907	0.252177	0.409671			-0.000748339	-0.000907705	-0.000695955	-0.000950468	-0.000800495		0.900338	0.295797	0.355102	0.318853	0.400767	-0.000732791	-0.000870749	-0.000916161	-0.000623054	-0.000781657
0.580235	0.308413	0.319908	0.252178	0.409671			-0.000712312	-0.000733254	-0.000854206	-0.000852336	-0.000705417		0.900338	0.295798	0.355103	0.318853	0.400768	-0.000906619	-0.000914973	-0.000791999	-0.0009902	-0.000891109
0.580236	0.308414	0.319908	0.252178	0.409671			-0.000765839	-0.000721722	-0.000917689	-0.00099593	-0.000804594		0.900338	0.295798	0.355103	0.318854	0.400768	-0.00101018	-0.000686317	-0.000753535	-0.000625219	-0.000690156
