lap4_30_samp	lap4_31_samp	lap4_32_samp	lap4_33_samp	lap4_34_samp	rp2529	rp3548	cur4_30_samp	cur4_31_samp	cur4_32_samp	cur4_33_samp	cur4_34_samp	rp5463	lap4_49_samp	lap4_50_samp	lap4_51_samp	lap4_52_samp	lap4_53_samp	cur4_49_samp	cur4_50_samp	cur4_51_samp	cur4_52_samp	cur4_53_samp
1.76254	5.32287	5.92656	2.47002	5.98387			-0.000687572	-0.000851571	-0.000558541	-0.00078929	-0.000817814		9.20208	8.72883	8.83624	9.20532	6.49681	-0.000779598	-0.000868268	-0.000796488	-0.00072331	-0.000964694
1.76376	5.3264	5.93048	2.47303	5.98583			-0.000854506	-0.000696947	-0.00106688	-0.000683873	-0.00069189		9.20444	8.73215	8.8403	9.20934	6.50049	-0.0006281	-0.000630408	-0.000800196	-0.000808873	-0.000871292
1.76497	5.32993	5.9344	2.47604	5.9878			-0.000890484	-0.000687868	-0.0010436	-0.000828461	-0.000852298		9.2069	8.73547	8.84436	9.21339	6.50415	-0.000943141	-0.00051291	-0.000818196	-0.0008117	-0.000570906
1.76619	5.33346	5.93832	2.47905	5.98976			-0.000895019	-0.000977759	-0.000794135	-0.000968032	-0.000798239		9.20936	8.73876	8.84842	9.21743	6.50781	-0.000900902	-0.000780793	-0.000844572	-0.000839166	-0.000798986
1.7674	5.33699	5.94224	2.48206	5.99173			-0.000949929	-0.000918087	-0.000819999	-0.000842194	-0.000573227		9.21182	8.74196	8.85249	9.22147	6.51148	-0.00073682	-0.000863209	-0.000854261	-0.000781474	-0.000779087
1.76862	5.34052	5.94616	2.48507	5.99369			-0.000436605	-0.00112182	-0.000744874	-0.000735731	-0.000718746		9.21428	8.74517	8.85655	9.22552	6.51514	-0.00102818	-0.000779326	-0.000889186	-0.000740267	-0.00104229
1.76983	5.34404	5.95007	2.48811	5.99566			-0.000953807	-0.000780507	-0.000936868	-0.000816836	-0.000796371		9.21674	8.74837	8.86061	9.22956	6.5188	-0.000949531	-0.000860631	-0.000739462	-0.000728165	-0.000812165
1.77105	5.34757	5.95399	2.49118	5.99765			-0.000660494	-0.000748462	-0.000580198	-0.000876642	-0.000686574		9.2192	8.75158	8.86467	9.2336	6.52246	-0.000839141	-0.00051843	-0.000893625	-0.000993114	-0.000879886
1.77226	5.35111	5.95791	2.49425	5.99974			-0.000863982	-0.00107929	-0.000823601	-0.000932177	-0.000843874		9.22166	8.75478	8.86862	9.23765	6.52612	-0.000808793	-0.000833305	-0.00064404	-0.000808916	-0.000616413
1.77348	5.35473	5.96185	2.49732	6.00184			-0.000933452	-0.00071596	-0.000727212	-0.00094423	-0.000782914		9.22412	8.75799	8.87255	9.24169	6.52979	-0.000816801	-0.000862796	-0.000716078	-0.000762118	-0.000579388
1.77469	5.35835	5.96581	2.50039	6.00394			-0.000999225	-0.000706504	-0.000898125	-0.000928489	-0.000727253		9.22658	8.76119	8.87648	9.24574	6.53345	-0.00088835	-0.00102049	-0.000853496	-0.000761031	-0.000840718
1.7759	5.36198	5.96977	2.50346	6.00604			-0.000588192	-0.000812573	-0.000776793	-0.00093238	-0.000842757		9.22904	8.76439	8.88041	9.24978	6.53712	-0.000830185	-0.000758978	-0.00079325	-0.00087428	-0.000741086
1.77712	5.3656	5.97373	2.50653	6.00814			-0.0008844	-0.0008244	-0.000868847	-0.000635851	-0.000928831		9.2315	8.7676	8.88433	9.25382	6.54079	-0.000871462	-0.000814863	-0.000823043	-0.000943554	-0.000789177
1.77833	5.36923	5.97768	2.50961	6.01024			-0.000707235	-0.000559261	-0.000813043	-0.000903265	-0.000891334		9.23396	8.7708	8.88827	9.25787	6.54446	-0.000758781	-0.000804174	-0.000821332	-0.000789926	-0.000848511
1.77954	5.37285	5.98164	2.51268	6.01233			-0.000922025	-0.000640075	-0.000799187	-0.000760441	-0.000970091		9.23644	8.77396	8.89219	9.26191	6.54813	-0.000870574	-0.000493404	-0.000909314	-0.000754065	-0.000992369
1.78075	5.37647	5.9856	2.51575	6.01443			-0.000837243	-0.000824918	-0.000776174	-0.000898075	-0.000826331		9.23892	8.77711	8.89612	9.26595	6.55181	-0.000945384	-0.000846321	-0.000805369	-0.0009435	-0.000836424
1.78196	5.3801	5.98956	2.51883	6.01653			-0.000892301	-0.000702048	-0.000563089	-0.000925344	-0.00094359		9.24141	8.78027	8.89999	9.27005	6.55548	-0.000776615	-0.000776411	-0.00080302	-0.00103612	-0.000790091
1.78317	5.38377	5.99353	2.52193	6.01863			-0.000728408	-0.000769696	-0.000788445	-0.000769158	-0.000892406		9.2439	8.78343	8.90379	9.27428	6.55915	-0.00100024	-0.000977564	-0.000912337	-0.000920385	-0.000913764
1.78438	5.3875	5.99752	2.52503	6.02073			-0.000662109	-0.000752378	-0.000823273	-0.000809949	-0.000850481		9.24639	8.78659	8.90758	9.27852	6.56282	-0.000621705	-0.000890845	-0.00106751	-0.000742358	-0.000726892
1.78559	5.39123	6.0015	2.52814	6.02282			-0.000779386	-0.000562551	-0.000705859	-0.000851832	-0.000738242		9.24888	8.78975	8.91138	9.28275	6.56651	-0.000892673	-0.000798486	-0.000756318	-0.00094776	-0.000831893
1.7868	5.39496	6.00549	2.53124	6.02492			-0.00105997	-0.000530495	-0.00104149	-0.000997592	-0.000657845		9.25136	8.7929	8.91517	9.28699	6.57023	-0.00103352	-0.000922131	-0.000796394	-0.000767457	-0.000704516
1.78802	5.39869	6.00948	2.53435	6.02704			-0.000793606	-0.000763629	-0.000777892	-0.000628355	-0.000826346		9.25385	8.79605	8.91897	9.29122	6.57395	-0.00066868	-0.000766807	-0.000777941	-0.000809796	-0.000982746
1.78923	5.40242	6.01346	2.53745	6.02929			-0.00100486	-0.000809297	-0.00077602	-0.000782711	-0.00090418		9.25634	8.79921	8.92276	9.29546	6.57767	-0.000908024	-0.000892626	-0.000828337	-0.000752049	-0.00080753
1.79044	5.40615	6.01745	2.54056	6.03155			-0.000769203	-0.000680355	-0.000977542	-0.000777669	-0.00091938		9.25883	8.80237	8.92656	9.29969	6.58139	-0.000911317	-0.000578549	-0.000621317	-0.000881256	-0.000945824
1.79165	5.40987	6.02143	2.54366	6.03381			-0.000627229	-0.000453633	-0.000757456	-0.000952001	-0.000735341		9.26132	8.80547	8.93035	9.30391	6.58511	-0.000624374	-0.000808275	-0.000642249	-0.000980258	-0.000698752
1.79286	5.4136	6.02541	2.54676	6.03607			-0.000829282	-0.000742064	-0.00093727	-0.000880394	-0.000877641		9.2638	8.80856	8.93412	9.30778	6.58883	-0.000689077	-0.000718508	-0.000909698	-0.000791781	-0.000990442
1.79407	5.41733	6.02938	2.54987	6.03833			-0.000686844	-0.000892216	-0.000855608	-0.000991953	-0.000763903		9.26629	8.81165	8.93787	9.31161	6.59255	-0.00099601	-0.000712333	-0.000707444	-0.000753611	-0.000792185
1.79528	5.42106	6.03335	2.55297	6.04059			-0.000797454	-0.000673039	-0.000644243	-0.000857559	-0.000877809		9.26876	8.81474	8.94163	9.31545	6.59627	-0.0010799	-0.000826319	-0.000986446	-0.000670329	-0.000741042
1.79649	5.42479	6.03731	2.55607	6.04285			-0.000898343	-0.000700266	-0.000960595	-0.000769543	-0.000823744		9.2712	8.81783	8.94539	9.31928	6.60003	-0.000933163	-0.000667066	-0.000744678	-0.000716175	-0.00064815
1.79771	5.42852	6.04128	2.55917	6.04511			-0.00082478	-0.000736188	-0.000732523	-0.000831328	-0.000760008		9.27364	8.82092	8.94915	9.32312	6.6038	-0.000890768	-0.000802132	-0.000827514	-0.000789436	-0.00100124
1.79892	5.43225	6.04525	2.56228	6.04738			-0.000963348	-0.00105364	-0.000967336	-0.000803146	-0.00081217		9.27608	8.82401	8.9529	9.32695	6.60757	-0.000950445	-0.000724287	-0.000839682	-0.000915686	-0.000900278
1.80013	5.43598	6.04922	2.56538	6.04964			-0.000881391	-0.000746679	-0.00111036	-0.000841843	-0.0010652		9.27852	8.8271	8.95666	9.33079	6.61133	-0.000617	-0.00080548	-0.000848027	-0.000897119	-0.000492176
1.80134	5.43971	6.05318	2.56848	6.05189			-0.00105011	-0.000912561	-0.000822533	-0.000914762	-0.000838442		9.28097	8.83019	8.96042	9.33462	6.6151	-0.000834902	-0.000829651	-0.00070565	-0.000804103	-0.000929511
1.80255	5.44343	6.05714	2.57158	6.05416			-0.000637379	-0.000709637	-0.000921059	-0.000901398	-0.000754074		9.28341	8.83328	8.96416	9.33857	6.61887	-0.000877382	-0.000980303	-0.000801097	-0.000958216	-0.000794622
1.80376	5.44715	6.06108	2.57469	6.05642			-0.000854922	-0.000791177	-0.000885007	-0.000911078	-0.000813712		9.28585	8.83636	8.96775	9.34254	6.62263	-0.000774937	-0.000808119	-0.000638147	-0.00079806	-0.000403069
1.80497	5.45084	6.06502	2.57779	6.05879			-0.000723692	-0.000925281	-0.000974332	-0.000759628	-0.000818476		9.28829	8.83939	8.97131	9.34651	6.6264	-0.000846002	-0.000844361	-0.000926037	-0.000722481	-0.000865834
1.80618	5.45453	6.06896	2.58089	6.06119			-0.00112527	-0.000725184	-0.000823525	-0.000915016	-0.000583212		9.29073	8.84242	8.97488	9.35047	6.63018	-0.000588815	-0.000872253	-0.000968505	-0.000939352	-0.000778485
1.80739	5.45822	6.0729	2.584	6.0636			-0.000981493	-0.000788074	-0.000947637	-0.000831603	-0.000894801		9.29317	8.84546	8.97845	9.35444	6.63396	-0.000788036	-0.000968828	-0.000823777	-0.000864662	-0.000765781
1.80861	5.46192	6.07683	2.58712	6.066			-0.000909624	-0.000970274	-0.00103925	-0.000901399	-0.000888189		9.29561	8.84849	8.98201	9.35841	6.63775	-0.00082386	-0.000760443	-0.000776371	-0.000770309	-0.000771407
1.80982	5.46561	6.08077	2.59024	6.0684			-0.000667366	-0.00078534	-0.000913872	-0.000862513	-0.00094308		9.29805	8.85152	8.98558	9.36237	6.64154	-0.000970438	-0.000800658	-0.000974216	-0.000771751	-0.000721504
1.81103	5.4693	6.08471	2.59336	6.07081			-0.000811572	-0.000843051	-0.000858354	-0.000867111	-0.000943165		9.30049	8.85455	8.98915	9.36634	6.64532	-0.00068433	-0.000941417	-0.000726056	-0.000689223	-0.000849872
1.81222	5.47299	6.08864	2.59648	6.07321			-0.000854905	-0.000979416	-0.000980717	-0.000703356	-0.000954358		9.30289	8.85759	8.99271	9.37025	6.64911	-0.000867947	-0.000712854	-0.00101503	-0.000996516	-0.000860298
1.81328	5.47668	6.09255	2.5996	6.07561			-0.000999334	-0.000753925	-0.000788788	-0.000636411	-0.000903045		9.3053	8.86062	8.99628	9.37412	6.65289	-0.000850146	-0.000788749	-0.000895027	-0.000851226	-0.000842481
1.81434	5.48035	6.09645	2.60272	6.07802			-0.000942952	-0.00072173	-0.000776543	-0.000714969	-0.000843478		9.3077	8.86365	8.99977	9.37799	6.65668	-0.000814294	-0.000728816	-0.000935944	-0.000610394	-0.000973086
1.8154	5.48402	6.10035	2.60583	6.08042			-0.00100582	-0.000938952	-0.000832332	-0.000908059	-0.000637119		9.3101	8.86668	9.00322	9.38186	6.66047	-0.000779941	-0.000628546	-0.000912904	-0.000815293	-0.0007366
1.81646	5.48768	6.10425	2.60895	6.08282			-0.0010361	-0.000823927	-0.00100628	-0.000920175	-0.000697201		9.31251	8.8697	9.00667	9.38574	6.66425	-0.00084729	-0.00068404	-0.000917853	-0.000787106	-0.000850574
1.81751	5.49134	6.10815	2.61207	6.08523			-0.000943159	-0.000988603	-0.000930236	-0.000586204	-0.000874935		9.31491	8.87272	9.01012	9.38961	6.66804	-0.000890549	-0.000808072	-0.000930842	-0.000817195	-0.000839158
1.81857	5.495	6.11205	2.61521	6.08765			-0.000848232	-0.000677056	-0.000790146	-0.000903055	-0.000638657		9.31731	8.87573	9.01358	9.39348	6.67182	-0.000775705	-0.000708458	-0.000916598	-0.000932358	-0.000879649
1.81963	5.49866	6.11595	2.61835	6.09016			-0.000747529	-0.000857817	-0.000834136	-0.00102216	-0.000841624		9.31972	8.87875	9.01703	9.39735	6.67561	-0.000745163	-0.000783087	-0.000744532	-0.000771245	-0.000899789
1.82069	5.50233	6.11985	2.6215	6.09268			-0.000815462	-0.000973097	-0.000835917	-0.000715006	-0.00075999		9.32212	8.88176	9.02048	9.40121	6.67939	-0.000939559	-0.000789454	-0.000684186	-0.000799723	-0.000904605
1.82174	5.50599	6.1237	2.62465	6.0952			-0.000758484	-0.000789103	-0.000715718	-0.000934472	-0.000738421		9.32452	8.88477	9.02393	9.40498	6.68318	-0.000914828	-0.000824643	-0.000938086	-0.00071723	-0.000769675
1.8228	5.50965	6.12754	2.6278	6.09771			-0.000851769	-0.000760128	-0.000853369	-0.000851371	-0.000874245		9.32693	8.88779	9.02738	9.40876	6.68697	-0.000860482	-0.000722656	-0.00069892	-0.00104533	-0.000935522
1.82386	5.51335	6.13139	2.63094	6.10023			-0.000841924	-0.000853155	-0.00091683	-0.000760421	-0.000788748		9.32933	8.8908	9.03082	9.41253	6.69075	-0.000900107	-0.000924089	-0.000836992	-0.000746582	-0.000731463
1.82491	5.51705	6.13523	2.63409	6.10275			-0.000742939	-0.000891501	-0.000725409	-0.000857997	-0.000802793		9.33173	8.89381	9.03422	9.41631	6.69453	-0.000880681	-0.000745553	-0.000861331	-0.000975677	-0.000626426
1.82597	5.52075	6.13907	2.63724	6.10527			-0.000870389	-0.000911511	-0.000684033	-0.000900652	-0.000756578		9.33415	8.89683	9.03761	9.42009	6.69831	-0.000848836	-0.000805142	-0.000975312	-0.000720485	-0.000737264
1.82703	5.52445	6.14292	2.64039	6.10778			-0.00086171	-0.000892886	-0.000741375	-0.000813582	-0.00097854		9.33658	8.89984	9.04101	9.42386	6.70208	-0.000671604	-0.000754215	-0.000672815	-0.000853691	-0.000931735
1.82809	5.52815	6.14676	2.64353	6.1103			-0.000846828	-0.00089663	-0.000912131	-0.000716144	-0.000834019		9.339	8.90284	9.0444	9.42764	6.70586	-0.000838255	-0.000927775	-0.000759111	-0.000692333	-0.000919311
1.82914	5.53185	6.1506	2.6467	6.11282			-0.000648779	-0.000907549	-0.000908026	-0.00114126	-0.000721289		9.34142	8.90583	9.0478	9.43142	6.70964	-0.000694173	-0.000935667	-0.000664601	-0.000778869	-0.000805539
1.8302	5.53555	6.15442	2.64988	6.11534			-0.00077585	-0.000718916	-0.000770565	-0.000760555	-0.000857839		9.34384	8.90882	9.05119	9.43521	6.71342	-0.000845283	-0.000829116	-0.000826991	-0.000975731	-0.00076471
1.83126	5.53925	6.1582	2.65306	6.11786			-0.000975509	-0.000650083	-0.000782716	-0.000861093	-0.000714079		9.34627	8.91182	9.05459	9.439	6.71719	-0.00103786	-0.000806639	-0.000866067	-0.000762456	-0.000769545
1.83232	5.54298	6.16197	2.65624	6.12042			-0.000923593	-0.000659747	-0.000896967	-0.000839283	-0.000797926		9.34869	8.91481	9.05798	9.4428	6.72097	-0.000849806	-0.000878173	-0.000743366	-0.000970344	-0.000761881
1.83337	5.54675	6.16575	2.65942	6.12301			-0.000761921	-0.00076458	-0.000888965	-0.000852698	-0.000698821		9.35111	8.91781	9.06138	9.44659	6.72474	-0.000832274	-0.000693488	-0.000994652	-0.000867766	-0.000644487
1.83443	5.55051	6.16953	2.6626	6.12559			-0.00073596	-0.000774456	-0.000936815	-0.000820259	-0.00090322		9.35353	8.9208	9.06476	9.45039	6.72852	-0.000854865	-0.000796379	-0.000832471	-0.000560064	-0.000828719
1.83549	5.55428	6.17331	2.66578	6.12818			-0.000822141	-0.000812607	-0.00100559	-0.000873051	-0.00111583		9.35596	8.9238	9.06813	9.45419	6.7323	-0.00103219	-0.00103527	-0.000803694	-0.00084222	-0.00086338
1.83655	5.55805	6.17708	2.66896	6.13076			-0.000799511	-0.00089616	-0.000840839	-0.000669406	-0.000782745		9.35838	8.92679	9.07151	9.45798	6.73607	-0.000877436	-0.000742442	-0.00100998	-0.000894767	-0.000766685
1.8376	5.56181	6.18086	2.67214	6.13334			-0.000638179	-0.000955442	-0.000879717	-0.000807704	-0.00096365		9.3608	8.92979	9.07488	9.46178	6.73985	-0.00083541	-0.000783637	-0.000786118	-0.000730969	-0.000625858
1.83866	5.56558	6.18464	2.67532	6.13593			-0.000670849	-0.000881718	-0.000896449	-0.000715602	-0.00104941		9.36322	8.93277	9.07826	9.46557	6.74363	-0.000663682	-0.000779774	-0.00102756	-0.000752848	-0.00073797
1.83972	5.56935	6.18838	2.67853	6.13851			-0.000724125	-0.000804132	-0.000772155	-0.00114488	-0.000957583		9.36566	8.9357	9.08164	9.46937	6.7474	-0.000682137	-0.000806954	-0.000801567	-0.000880893	-0.000769821
1.84078	5.57311	6.19183	2.68176	6.1411			-0.000837494	-0.00087648	-0.000992043	-0.000571174	-0.000899662		9.3681	8.93861	9.08501	9.47316	6.75118	-0.000592083	-0.000886826	-0.000847906	-0.000811645	-0.00088579
1.84184	5.57684	6.19526	2.68499	6.14368			-0.000768455	-0.000979261	-0.000959807	-0.000876179	-0.00105598		9.37054	8.94153	9.08839	9.47696	6.75496	-0.000509849	-0.000894686	-0.000851946	-0.00060829	-0.00080386
1.84295	5.58055	6.19869	2.68822	6.14627			-0.000891617	-0.000667293	-0.00073576	-0.000996375	-0.000685913		9.37299	8.94445	9.09176	9.48076	6.75877	-0.0009018	-0.000763442	-0.00101271	-0.000826679	-0.000772446
1.84408	5.58426	6.20213	2.69145	6.14885			-0.000920315	-0.000785037	-0.000822989	-0.00090224	-0.000670859		9.37543	8.94737	9.09514	9.48455	6.7626	-0.000922888	-0.000820238	-0.00103861	-0.00089216	-0.000892022
1.84521	5.58796	6.20556	2.69468	6.15145			-0.000882826	-0.000979644	-0.000666014	-0.000937676	-0.000828224		9.37787	8.95029	9.09852	9.48835	6.76642	-0.000659191	-0.00096326	-0.000847052	-0.000723528	-0.000610485
1.84634	5.59167	6.20899	2.6979	6.15406			-0.000932511	-0.000679708	-0.000723917	-0.000948124	-0.000996368		9.38031	8.95321	9.10189	9.49214	6.77024	-0.00086337	-0.00103996	-0.000787623	-0.000796384	-0.000729754
1.84747	5.59538	6.21243	2.70113	6.15668			-0.000708139	-0.000686859	-0.000867964	-0.000839403	-0.000848198		9.38275	8.95612	9.10527	9.49594	6.77407	-0.000685499	-0.000487049	-0.000699656	-0.000623563	-0.000752912
1.8486	5.59909	6.21586	2.70436	6.15929			-0.000902591	-0.000912085	-0.000791137	-0.000912228	-0.000961286		9.38519	8.95904	9.10865	9.49973	6.77789	-0.000760583	-0.000679645	-0.000622176	-0.000752656	-0.00080873
1.84973	5.6028	6.2193	2.70759	6.1619			-0.000772614	-0.000683605	-0.000806472	-0.000790983	-0.000719099		9.38764	8.96196	9.11202	9.50353	6.78172	-0.00061198	-0.000603627	-0.000811494	-0.000836611	-0.000875394
1.85086	5.60651	6.22282	2.71083	6.16452			-0.000821404	-0.000939192	-0.000730815	-0.000762047	-0.000771669		9.39008	8.96488	9.1154	9.50733	6.78554	-0.000808697	-0.000665717	-0.000862847	-0.000721723	-0.000765139
1.85199	5.61012	6.22635	2.71408	6.16713			-0.000802599	-0.000868933	-0.000847256	-0.000780703	-0.000769125		9.39252	8.96774	9.11877	9.51112	6.78938	-0.000741371	-0.00074243	-0.000717179	-0.000935128	-0.000773655
1.85312	5.61371	6.22988	2.71733	6.16974			-0.00067794	-0.000865753	-0.000939471	-0.000983078	-0.000711264		9.39499	8.97061	9.12215	9.51492	6.79323	-0.000875775	-0.000868571	-0.000701463	-0.000716022	-0.00103317
1.85425	5.61731	6.23341	2.72057	6.17236			-0.000859202	-0.000888766	-0.000967791	-0.000742333	-0.000869219		9.39753	8.97347	9.12553	9.51871	6.79709	-0.000685746	-0.000893749	-0.0008218	-0.00069388	-0.000736909
1.85538	5.6209	6.23693	2.72382	6.17497			-0.000779607	-0.000889588	-0.000954397	-0.000821712	-0.00100977		9.40007	8.97633	9.12885	9.52251	6.80094	-0.000919612	-0.00081344	-0.000870447	-0.000766138	-0.000725742
1.85651	5.6245	6.24046	2.72707	6.17758			-0.000807403	-0.000891642	-0.00087448	-0.000825652	-0.000744211		9.4026	8.97919	9.13215	9.5263	6.80479	-0.000843558	-0.000656146	-0.000731464	-0.000684556	-0.000952437
1.85764	5.62809	6.24399	2.73032	6.1802			-0.000858316	-0.000967211	-0.000745065	-0.000631108	-0.000770502		9.40514	8.98205	9.13545	9.53007	6.80864	-0.000976345	-0.000893804	-0.000699681	-0.000856342	-0.000756342
1.85878	5.63169	6.24752	2.73356	6.18283			-0.000762734	-0.000765021	-0.000758829	-0.000808698	-0.000773181		9.40768	8.98491	9.13875	9.53377	6.8125	-0.000779468	-0.000806424	-0.000890758	-0.000568603	-0.000799049
1.8599	5.63528	6.25105	2.73681	6.18548			-0.000814301	-0.00084933	-0.000727012	-0.000763504	-0.000773983		9.41021	8.98777	9.14205	9.53747	6.81635	-0.000535403	-0.000650331	-0.000770947	-0.00103665	-0.000861263
1.86103	5.63888	6.25458	2.74007	6.18813			-0.000919894	-0.000896988	-0.00104345	-0.000955777	-0.000927129		9.41275	8.99063	9.14535	9.54117	6.82021	-0.000773652	-0.000483053	-0.00085097	-0.000691755	-0.000924869
1.86217	5.64242	6.25811	2.74337	6.19078			-0.000782644	-0.000886942	-0.000868066	-0.000931258	-0.000760399		9.41529	8.99349	9.14865	9.54487	6.8241	-0.000736236	-0.000965516	-0.000770519	-0.000953465	-0.000734031
1.8633	5.64596	6.26164	2.74668	6.19343			-0.000778945	-0.000840824	-0.000888354	-0.000822572	-0.000666288		9.41782	8.99635	9.15195	9.54857	6.828	-0.000711479	-0.000733168	-0.000787572	-0.000797968	-0.000878931
1.86443	5.6495	6.26516	2.74999	6.19608			-0.000804528	-0.000824896	-0.000678588	-0.00072683	-0.000922507		9.42036	8.99921	9.15525	9.55227	6.83189	-0.000675146	-0.000775116	-0.000833735	-0.000804984	-0.000724708
1.86565	5.65304	6.26869	2.7533	6.19873			-0.000851578	-0.00097452	-0.000781517	-0.000571502	-0.000771346		9.4229	9.00204	9.15855	9.55597	6.83578	-0.000874645	-0.00096714	-0.000883844	-0.000681519	-0.000687146
1.86719	5.65657	6.27222	2.75661	6.20139			-0.0008092	-0.000820201	-0.0011573	-0.000855347	-0.000992883		9.42547	9.00489	9.16183	9.55967	6.83967	-0.000617175	-0.000777482	-0.000952141	-0.00107032	-0.000887664
1.86874	5.66011	6.27575	2.75992	6.20404			-0.000984236	-0.000820342	-0.000772564	-0.000842308	-0.00111579		9.42812	9.00773	9.16511	9.56334	6.84356	-0.000865578	-0.000831357	-0.000776185	-0.000829854	-0.000777489
1.87029	5.66365	6.27928	2.76323	6.20669			-0.000649462	-0.000699175	-0.000744722	-0.000664969	-0.000934537		9.43077	9.01057	9.16839	9.56696	6.84745	-0.00091732	-0.000831448	-0.000803448	-0.000846835	-0.000848282
1.87183	5.66719	6.28281	2.76654	6.20934			-0.000574947	-0.000968549	-0.000999956	-0.000638441	-0.000684309		9.43342	9.01341	9.17167	9.57058	6.85135	-0.000646295	-0.000735219	-0.000652715	-0.000790452	-0.000796377
1.87338	5.67073	6.28628	2.76985	6.21199			-0.000913656	-0.000770287	-0.000646435	-0.000829974	-0.000859853		9.43607	9.01626	9.17495	9.57421	6.85529	-0.000828033	-0.000708302	-0.000818502	-0.000665134	-0.000978626
1.87493	5.67422	6.28972	2.7732	6.21466			-0.000777142	-0.00071309	-0.000992526	-0.000539845	-0.000852709		9.43873	9.0191	9.17823	9.57783	6.85922	-0.0010386	-0.000732019	-0.000844132	-0.000745432	-0.000873126
1.87648	5.6777	6.29316	2.77657	6.21734			-0.000625486	-0.000657702	-0.000801418	-0.000899999	-0.000707997		9.44137	9.02194	9.18151	9.58146	6.86316	-0.00112341	-0.000821539	-0.000884418	-0.000834921	-0.000714007
1.87802	5.68118	6.2966	2.77994	6.22002			-0.000582775	-0.000914413	-0.000890894	-0.000876486	-0.000937717		9.44403	9.02478	9.18479	9.58508	6.8671	-0.000901158	-0.000545823	-0.000795991	-0.000957827	-0.000756793
1.87957	5.68466	6.30005	2.78331	6.2227			-0.0010515	-0.000761035	-0.000846884	-0.000705693	-0.000833952		9.44668	9.02763	9.18807	9.58871	6.87104	-0.000885708	-0.000665816	-0.000756903	-0.000762421	-0.000733246
1.88112	5.68815	6.30349	2.78668	6.22538			-0.000909865	-0.000938729	-0.000653032	-0.000883567	-0.000843425		9.44933	9.03045	9.19145	9.59233	6.87498	-0.000890147	-0.000708134	-0.000777872	-0.000464427	-0.000642153
1.88267	5.69163	6.30693	2.79005	6.22806			-0.00087252	-0.000658065	-0.000967129	-0.000717289	-0.000816945		9.45198	9.03326	9.19488	9.59593	6.87892	-0.000815903	-0.000828783	-0.000861874	-0.000780365	-0.000732738
1.88421	5.69511	6.31037	2.79342	6.23074			-0.000932398	-0.000793654	-0.000747668	-0.000757055	-0.000851033		9.45463	9.03606	9.19832	9.59952	6.88287	-0.000845769	-0.000800534	-0.000861676	-0.000612608	-0.000782633
1.88576	5.69859	6.31381	2.7968	6.23342			-0.000840534	-0.000834833	-0.000816626	-0.000877877	-0.00103761		9.45731	9.03887	9.20175	9.6031	6.88687	-0.00104676	-0.000779257	-0.000978326	-0.000931137	-0.000701737
1.88731	5.70207	6.31729	2.80017	6.2361			-0.00116401	-0.000834869	-0.00077053	-0.000938158	-0.000776979		9.46002	9.04167	9.20519	9.60669	6.89088	-0.000715384	-0.000656923	-0.000958853	-0.000540311	-0.000713026
1.88886	5.70555	6.32079	2.80357	6.23878			-0.000563664	-0.00101281	-0.000708531	-0.000850213	-0.00096977		9.46273	9.04447	9.20862	9.61027	6.89488	-0.000825072	-0.000789175	-0.000730161	-0.000786949	-0.00059016
1.89042	5.70903	6.32429	2.80702	6.24146			-0.000813272	-0.000707687	-0.000799824	-0.000879455	-0.000816694		9.46544	9.04728	9.21205	9.61386	6.89889	-0.000838874	-0.000863245	-0.000674791	-0.00079825	-0.000836356
1.89234	5.71251	6.32779	2.81047	6.24414			-0.0010049	-0.000739296	-0.000700705	-0.000813957	-0.000819624		9.46815	9.05008	9.21548	9.61745	6.90289	-0.000890374	-0.000675503	-0.000755296	-0.000862471	-0.000970026
1.8943	5.71599	6.33129	2.81393	6.24683			-0.000944623	-0.000640704	-0.000668367	-0.000806564	-0.000887478		9.47085	9.05289	9.21892	9.62103	6.9069	-0.00101784	-0.000668916	-0.00106842	-0.000924163	-0.000557897
1.89626	5.71947	6.33479	2.81738	6.24953			-0.000769806	-0.000727491	-0.000790866	-0.000782558	-0.000712586		9.47356	9.05569	9.22241	9.62462	6.9109	-0.000913882	-0.000628084	-0.000663896	-0.000747176	-0.000870869
1.89823	5.72295	6.33829	2.82083	6.25223			-0.000911415	-0.000851555	-0.000866823	-0.00106359	-0.000786713		9.47627	9.05849	9.22594	9.62818	6.91493	-0.000671118	-0.000442153	-0.000903598	-0.000800483	-0.000987076
1.90019	5.72644	6.34179	2.82428	6.25493			-0.000706822	-0.000764493	-0.000789357	-0.00066323	-0.00083667		9.47898	9.0613	9.22946	9.63173	6.919	-0.000786487	-0.000708932	-0.000786749	-0.000770474	-0.000907806
1.90215	5.72992	6.34529	2.82774	6.25763			-0.000719143	-0.000769699	-0.000753515	-0.000936316	-0.000684618		9.48169	9.06406	9.23299	9.63528	6.92308	-0.00103479	-0.000758284	-0.00094723	-0.000592795	-0.000909582
1.90411	5.7334	6.34877	2.83119	6.26032			-0.000682143	-0.000665426	-0.000914619	-0.000910664	-0.000782469		9.4844	9.06681	9.23652	9.63882	6.92715	-0.00100892	-0.000652677	-0.00085615	-0.00085907	-0.00079907
1.90607	5.73688	6.35217	2.83465	6.26302			-0.000686673	-0.000764412	-0.000833705	-0.00106901	-0.000932325		9.48712	9.06956	9.24005	9.64237	6.93122	-0.000855328	-0.000705879	-0.000750647	-0.000846353	-0.000788901
