lap3_47_samp	lap3_48_samp	lap3_49_samp	lap3_50_samp	cur3_47_samp	cur3_48_samp	cur3_49_samp	cur3_50_samp	rp2
0.235185	0.249266	0.25574	0.16034	-0.00132393	-0.00132491	-0.00139411	-0.00125417	-0.054253
0.23695	0.251283	0.257893	0.161805	-0.0013623	-0.00137897	-0.00139035	-0.00130135	-0.0542413
0.238715	0.253315	0.260046	0.16327	-0.00162396	-0.00134709	-0.00138866	-0.00113814	-0.054385
0.240461	0.255348	0.262199	0.164735	-0.00152675	-0.00121697	-0.00121399	-0.00160733	-0.0546094
0.242163	0.25738	0.264352	0.1662	-0.0016566	-0.001618	-0.00135354	-0.00129245	-0.0546451
0.243865	0.259413	0.266504	0.167665	-0.00129426	-0.00144881	-0.00155811	-0.00149551	-0.0542564
0.245568	0.261446	0.268657	0.16913	-0.00154302	-0.00135042	-0.00129684	-0.00138551	-0.0534962
0.24727	0.263478	0.270811	0.170595	-0.00129449	-0.00131472	-0.0014769	-0.0013384	-0.0527081
0.248972	0.265511	0.272964	0.17206	-0.00131583	-0.00118107	-0.00129765	-0.00130797	-0.052271
0.250674	0.267543	0.275117	0.173541	-0.00124113	-0.00117877	-0.00137101	-0.00144943	-0.0522631
0.252376	0.269576	0.27727	0.175102	-0.00134575	-0.00133116	-0.00134384	-0.00156333	-0.0524477
0.254077	0.271608	0.279423	0.176663	-0.00129454	-0.00146517	-0.0013527	-0.00125644	-0.0525614
0.255779	0.273641	0.281576	0.178225	-0.00126643	-0.00119952	-0.00138543	-0.00143023	-0.0525419
0.257481	0.275673	0.283729	0.179786	-0.00140517	-0.00154702	-0.00142286	-0.00136273	-0.052467
0.259183	0.277706	0.28588	0.181348	-0.00150473	-0.00152569	-0.00146732	-0.00142082	-0.0523706
0.260885	0.279739	0.288009	0.182909	-0.00134354	-0.00144099	-0.00141194	-0.00137482	-0.0522361
0.262587	0.281809	0.290137	0.18447	-0.00147371	-0.00143719	-0.00135851	-0.0013458	-0.0521394
0.264289	0.283901	0.292265	0.186032	-0.00143706	-0.00133368	-0.00132559	-0.00126455	-0.0522274
0.265991	0.285993	0.294394	0.187593	-0.00128451	-0.00132864	-0.00148434	-0.00122923	-0.0524526
0.267693	0.288085	0.296522	0.189155	-0.00133181	-0.00127915	-0.0012607	-0.00145807	-0.0525045
0.269395	0.290177	0.29865	0.190716	-0.00143544	-0.00138694	-0.00125167	-0.00127558	-0.0521678
0.271097	0.292269	0.300778	0.192277	-0.00158523	-0.00149607	-0.0014688	-0.00138992	-0.0516971
0.272793	0.294361	0.302907	0.193839	-0.00139254	-0.00128918	-0.00146258	-0.00138134	-0.0515647
0.274465	0.296453	0.305035	0.1954	-0.00138676	-0.00133573	-0.00148606	-0.00149748	-0.0517919
0.276136	0.298545	0.307163	0.196962	-0.0013149	-0.00132574	-0.00114397	-0.00135066	-0.0517701
0.277808	0.300637	0.309291	0.198523	-0.0013816	-0.00151893	-0.00143028	-0.00122765	-0.0510319
0.27948	0.302729	0.31142	0.200084	-0.001504	-0.00142861	-0.00142211	-0.00136526	-0.0502967
0.281151	0.304821	0.313548	0.201646	-0.00136144	-0.00147413	-0.00139333	-0.0014025	-0.0505879
0.282823	0.306913	0.315676	0.203207	-0.00129155	-0.00151287	-0.00139414	-0.00128371	-0.0513213
0.284494	0.309005	0.317805	0.204768	-0.00112166	-0.00137468	-0.00155501	-0.00128495	-0.0512
0.286166	0.311097	0.319907	0.206327	-0.00128774	-0.00130815	-0.00132047	-0.00132489	-0.0506028
0.287837	0.313189	0.321925	0.207841	-0.00129836	-0.00136489	-0.00137535	-0.00145896	-0.0506263
0.289509	0.315225	0.323943	0.209354	-0.00137673	-0.00125985	-0.00140171	-0.00122963	-0.0509146
0.291181	0.317255	0.325962	0.210866	-0.00127999	-0.00141773	-0.00129866	-0.00142455	-0.05084
0.292852	0.319284	0.32798	0.212379	-0.00136181	-0.00137577	-0.00130884	-0.00128016	-0.0508728
0.294524	0.321313	0.329998	0.213892	-0.00130933	-0.0014847	-0.00140474	-0.00161343	-0.0513025
0.296195	0.323342	0.332016	0.215405	-0.00140911	-0.00143698	-0.00134707	-0.00134196	-0.0514242
0.297867	0.325372	0.334035	0.216918	-0.00139353	-0.00159291	-0.00149965	-0.00138738	-0.05125
0.299539	0.327401	0.336053	0.218431	-0.00125242	-0.00154771	-0.00142765	-0.00155295	-0.0517391
0.30121	0.32943	0.338071	0.219944	-0.00138489	-0.00154093	-0.00147029	-0.00147094	-0.0524823
0.302882	0.33146	0.34009	0.221457	-0.00147408	-0.00143	-0.00152715	-0.00126687	-0.0528469
0.304555	0.333489	0.342108	0.22297	-0.00151631	-0.00126003	-0.00127593	-0.00150532	-0.0531377
0.306237	0.335518	0.344126	0.224483	-0.00146638	-0.00151246	-0.00138466	-0.00139654	-0.0531971
0.307919	0.337547	0.346145	0.225996	-0.00132521	-0.00120885	-0.00146797	-0.00136804	-0.0532046
0.309601	0.339576	0.348163	0.227509	-0.00141993	-0.00144084	-0.00109498	-0.00134608	-0.0538839
0.311282	0.341605	0.350181	0.229022	-0.0012209	-0.00133651	-0.00127095	-0.00129928	-0.0549668
0.312964	0.343635	0.3522	0.230534	-0.00126856	-0.00135705	-0.00136691	-0.00142479	-0.0557172
0.314646	0.345664	0.354218	0.232047	-0.00136739	-0.0013412	-0.00131193	-0.00128993	-0.0558206
0.316328	0.347693	0.356083	0.23356	-0.00136733	-0.00133034	-0.00155927	-0.00133836	-0.055572
0.31801	0.349622	0.357917	0.235073	-0.0014823	-0.00137045	-0.00121502	-0.0011847	-0.0558572
0.319692	0.351463	0.359752	0.236586	-0.00146639	-0.00131989	-0.00145683	-0.00140274	-0.0567814
0.321373	0.353304	0.361586	0.238099	-0.00132328	-0.00138634	-0.00148736	-0.00138302	-0.0575244
0.323055	0.355145	0.363421	0.239612	-0.00150527	-0.00130724	-0.00158785	-0.00147738	-0.0578319
0.324737	0.356987	0.365255	0.241125	-0.00161151	-0.00138439	-0.00135986	-0.00146242	-0.0583019
0.326419	0.358828	0.36709	0.242638	-0.00148441	-0.00137785	-0.00131902	-0.0013545	-0.0589778
0.3281	0.360669	0.368924	0.244151	-0.00137938	-0.00139105	-0.00143211	-0.0013078	-0.0594099
0.329782	0.36251	0.370759	0.245467	-0.00121254	-0.00133499	-0.00124533	-0.00145853	-0.0596391
0.331464	0.364352	0.372594	0.246732	-0.00144635	-0.0014117	-0.00142921	-0.00133679	-0.0599208
0.333146	0.366193	0.374428	0.247996	-0.00140753	-0.0014348	-0.00124897	-0.0014321	-0.0604177
0.334828	0.368034	0.376263	0.249261	-0.00155602	-0.00143095	-0.00134904	-0.00143969	-0.0607679
0.336513	0.369875	0.378097	0.250526	-0.00139122	-0.00130953	-0.00151108	-0.00149632	-0.0606485
0.338205	0.371717	0.379932	0.25179	-0.00136705	-0.00127514	-0.00140611	-0.00146238	-0.0606607
0.339897	0.373558	0.381767	0.253054	-0.00146924	-0.00128823	-0.00124854	-0.00131945	-0.0609185
0.341589	0.375399	0.383601	0.254319	-0.00148466	-0.00126446	-0.00129048	-0.0014343	-0.0611557
0.343281	0.37724	0.385436	0.255583	-0.00138881	-0.00132457	-0.00114853	-0.0014445	-0.0612036
0.344973	0.379082	0.38727	0.256848	-0.00146965	-0.00142572	-0.00143904	-0.00145298	-0.0616987
0.346665	0.380923	0.389105	0.258112	-0.00139869	-0.00138521	-0.00147864	-0.00112521	
0.348357	0.382764	0.3909	0.259377	-0.00145256	-0.00142438	-0.0014223	-0.00143037	
0.35005	0.384605	0.392526	0.260641	-0.00155204	-0.00136177	-0.00136213	-0.00142748	
0.351742	0.386447	0.394153	0.261906	-0.00140289	-0.00128985	-0.00131214	-0.00151877	
0.353434	0.388087	0.395779	0.26317	-0.00140836	-0.00135807	-0.00127817	-0.00140568	
0.355126	0.389617	0.397406	0.264434	-0.00122568	-0.00150684	-0.00134058	-0.00139289	
0.356818	0.391146	0.399032	0.265699	-0.0012093	-0.00144296	-0.00134215	-0.0015248	
0.35851	0.392676	0.400659	0.266963	-0.0012381	-0.00145813	-0.00131328	-0.00147187	
0.360202	0.394206	0.402285	0.268228	-0.00132961	-0.00139188	-0.00127304	-0.00140884	
0.361894	0.395735	0.403911	0.269492	-0.00134829	-0.00151797	-0.00142146	-0.00141532	
0.363587	0.397265	0.405538	0.270757	-0.00131078	-0.0014437	-0.00136342	-0.00125451	
0.365279	0.398794	0.407164	0.272021	-0.0015614	-0.00130866	-0.00141192	-0.00151248	
0.366971	0.400324	0.408791	0.273286	-0.00152439	-0.00152698	-0.00131668	-0.00135102	
0.368663	0.401853	0.410417	0.27455	-0.00130887	-0.00124663	-0.00139353	-0.0013141	
0.370309	0.403383	0.412044	0.275814	-0.00133379	-0.00162025	-0.00133566	-0.00143339	
0.371939	0.404912	0.41367	0.277079	-0.00124228	-0.00149548	-0.00155947	-0.00139817	
0.373569	0.406442	0.415296	0.278343	-0.00149661	-0.00128168	-0.00134271	-0.00136365	
0.375199	0.407972	0.416923	0.279608	-0.00149912	-0.00123584	-0.00146636	-0.00147511	
0.37683	0.409501	0.418549	0.280872	-0.00141725	-0.001351	-0.00141323	-0.00130768	
0.37846	0.411031	0.420176	0.282136	-0.00148107	-0.00149044	-0.00125365	-0.00142313	
0.38009	0.41256	0.421802	0.283401	-0.0012758	-0.0014886	-0.00150954	-0.00132977	
0.381719	0.41409	0.423429	0.284665	-0.00128455	-0.00140351	-0.00141255	-0.00151016	
0.38335	0.415619	0.425055	0.285757	-0.00124859	-0.00141867	-0.00138303	-0.00139762	
0.38498	0.417149	0.426681	0.28675	-0.00148223	-0.00129011	-0.00139892	-0.00148762	
0.38661	0.418679	0.428308	0.287743	-0.00131378	-0.0012989	-0.00141818	-0.00146863	
0.38824	0.420208	0.42991	0.288737	-0.00149651	-0.00137249	-0.0013535	-0.0012898	
0.38987	0.421738	0.431238	0.28973	-0.00128498	-0.00120799	-0.00150714	-0.00131373	
0.3915	0.423267	0.432563	0.290723	-0.00125788	-0.00124223	-0.00135886	-0.00135795	
0.39313	0.424797	0.433887	0.291717	-0.00136359	-0.00137424	-0.00136463	-0.00139857	
0.39476	0.426326	0.435211	0.29271	-0.0013233	-0.0013954	-0.00133791	-0.00134441	
0.39639	0.427856	0.436535	0.293703	-0.0011841	-0.00139758	-0.0015776	-0.0015076	
0.39802	0.429386	0.43786	0.294697	-0.00139782	-0.00133856	-0.0013644	-0.00134923	
0.39965	0.430915	0.439184	0.29569	-0.001406	-0.00149062	-0.00143438	-0.00132429	
0.40128	0.432445	0.440508	0.296683	-0.00123429	-0.00122716	-0.00127228	-0.00133761	
0.40291	0.433974	0.441832	0.297677	-0.00157156	-0.00117695	-0.00120184	-0.00134001	
0.40454	0.435504	0.443156	0.29867	-0.00144343	-0.00143232	-0.00133373	-0.00129258	
0.40617	0.437033	0.44448	0.299663	-0.00139631	-0.00126049	-0.00140219	-0.00135949	
0.4078	0.438563	0.445804	0.300657	-0.00146586	-0.00138985	-0.0013866	-0.00147629	
0.409235	0.439828	0.447128	0.30165	-0.00147148	-0.00146403	-0.0013164	-0.00141184	
0.410562	0.440763	0.448452	0.302643	-0.00154525	-0.00135201	-0.00133393	-0.00105618	
0.411888	0.441697	0.449777	0.303637	-0.001497	-0.00133719	-0.00132458	-0.00150889	
0.413215	0.442632	0.451101	0.30463	-0.00144034	-0.00124759	-0.00151277	-0.00162455	
0.414542	0.443566	0.452425	0.305623	-0.00136276	-0.00152003	-0.00138212	-0.00144709	
0.415868	0.4445	0.453749	0.306617	-0.00146023	-0.00135632	-0.00130483	-0.00122188	
0.417195	0.445435	0.455073	0.30761	-0.00143871	-0.00126365	-0.00128971	-0.00146536	
0.418521	0.446369	0.456397	0.308603	-0.00151139	-0.00138565	-0.00139933	-0.00149403	
0.419848	0.447304	0.457722	0.309597	-0.00140464	-0.00135642	-0.00133409	-0.00138092	
0.421175	0.448238	0.459046	0.31059	-0.00146783	-0.00151081	-0.00137113	-0.00140616	
0.422501	0.449172	0.46037	0.311583	-0.00131057	-0.00132735	-0.0012065	-0.00128747	
0.423828	0.450107	0.461694	0.312577	-0.0013498	-0.00136112	-0.00135161	-0.00137145	
0.425155	0.451041	0.463018	0.31357	-0.00120562	-0.00134084	-0.00134956	-0.00162347	
