lap3_47_samp	lap3_48_samp	lap3_49_samp	lap3_50_samp	cur3_47_samp	cur3_48_samp	cur3_49_samp	cur3_50_samp	rp2
0.542232	2.3686	2.42725	3.86759	-0.00122563	-0.00150278	-0.0015287	-0.00131949	
0.542232	2.37313	2.43122	3.87221	-0.00137312	-0.00119533	-0.00146694	-0.00126576	
0.542233	2.37765	2.43518	3.8769	-0.00131442	-0.00140467	-0.00131006	-0.00121894	
0.542233	2.38218	2.43917	3.88163	-0.00132297	-0.00133739	-0.0014518	-0.00120388	
0.542234	2.3867	2.44316	3.88635	-0.00131562	-0.00113555	-0.00131294	-0.00135779	
0.542234	2.39123	2.44716	3.89108	-0.00136406	-0.00127685	-0.00126675	-0.0013374	
0.542234	2.39575	2.45116	3.8958	-0.00131021	-0.00120943	-0.00129166	-0.00123339	
0.542235	2.4003	2.45515	3.90053	-0.00144907	-0.00142404	-0.0014229	-0.00130482	
0.542235	2.40484	2.45915	3.90525	-0.00145342	-0.00140643	-0.00123806	-0.00121112	
0.542236	2.40938	2.46314	3.91005	-0.00146621	-0.00130247	-0.00144858	-0.00140141	
0.542236	2.41393	2.46714	3.91485	-0.00135626	-0.00136283	-0.00124191	-0.00142665	
0.542237	2.41847	2.47118	3.91965	-0.00138142	-0.00138542	-0.00134225	-0.00129588	
0.542237	2.42302	2.47524	3.92446	-0.00130157	-0.00133198	-0.001594	-0.00136764	
0.542238	2.42756	2.47929	3.92926	-0.00150981	-0.00146526	-0.00128219	-0.00135729	
0.542238	2.43208	2.48335	3.93406	-0.00141964	-0.00130593	-0.00135739	-0.00134834	
0.542238	2.4366	2.48741	3.93888	-0.00131065	-0.0014264	-0.00140702	-0.00132294	
0.542239	2.44112	2.49147	3.94373	-0.00131336	-0.00142285	-0.00141959	-0.0014544	
0.542239	2.44564	2.49553	3.94858	-0.0014804	-0.00145238	-0.00143356	-0.00139169	
0.542239	2.45016	2.49958	3.95343	-0.00159984	-0.00142481	-0.00146179	-0.00125304	
0.54224	2.45468	2.50371	3.95828	-0.00132288	-0.00139158	-0.00131478	-0.00122839	
0.54224	2.45921	2.50784	3.96313	-0.00123245	-0.0013088	-0.00137537	-0.00138026	
0.542241	2.46372	2.51197	3.96798	-0.00145993	-0.00131878	-0.00137795	-0.0011939	
0.542241	2.46824	2.5161	3.97285	-0.00128226	-0.00145065	-0.00138229	-0.00144931	
0.542241	2.47275	2.52023	3.97773	-0.00132223	-0.00125898	-0.00152191	-0.00132982	
0.542242	2.47727	2.52436	3.9826	-0.00145023	-0.00118675	-0.00141104	-0.00143077	
0.542243	2.48178	2.52849	3.98748	-0.00124996	-0.00143046	-0.00142312	-0.00135671	
0.542243	2.4863	2.53262	3.99236	-0.00119436	-0.00139334	-0.0013589	-0.00132876	
0.542243	2.49082	2.53676	3.99724	-0.00150576	-0.00144488	-0.00138803	-0.00114106	
0.542244	2.49536	2.54091	4.00213	-0.00119023	-0.00142081	-0.00134912	-0.00130881	
0.542244	2.49992	2.54505	4.00705	-0.00141312	-0.00144804	-0.0014923	-0.00127701	
0.542244	2.50447	2.54919	4.01197	-0.00139462	-0.0013883	-0.00133082	-0.00134037	
0.542245	2.50902	2.55334	4.01689	-0.00125887	-0.00132224	-0.00137218	-0.00143142	
0.542245	2.51358	2.55748	4.02182	-0.00122998	-0.00133375	-0.00140328	-0.00114892	
0.542246	2.51813	2.56162	4.02674	-0.00144185	-0.00109915	-0.00150897	-0.00119934	
0.542246	2.52269	2.56574	4.03166	-0.00141504	-0.00126619	-0.0013723	-0.00112029	
0.542247	2.52735	2.56981	4.03658	-0.00147801	-0.00129896	-0.00136173	-0.00125768	
0.542247	2.53201	2.57388	4.0415	-0.00126082	-0.00141115	-0.00140545	-0.00145594	
0.542248	2.53668	2.57796	4.04642	-0.00128111	-0.00127529	-0.00137698	-0.00120717	
0.542248	2.54134	2.58203	4.05134	-0.00145113	-0.00129179	-0.00139683	-0.00127772	
0.542248	2.546	2.5861	4.05626	-0.00123588	-0.00123418	-0.00147386	-0.00139614	
0.542249	2.55067	2.59017	4.06118	-0.00122106	-0.00134871	-0.00132263	-0.00123603	
0.54225	2.55533	2.59425	4.0661	-0.00127851	-0.0013374	-0.0013031	-0.001335	
0.54225	2.55997	2.59829	4.07099	-0.00147736	-0.00133509	-0.00144295	-0.00147011	
0.542251	2.56462	2.6023	4.07588	-0.0015116	-0.00157876	-0.00138153	-0.00147415	
0.542251	2.56926	2.6063	4.08077	-0.00127813	-0.00137994	-0.00141701	-0.00137787	
0.542251	2.57391	2.61031	4.08566	-0.00115628	-0.00144299	-0.00123755	-0.00140985	
0.542252	2.57855	2.61431	4.09056	-0.00147398	-0.00139646	-0.00142514	-0.00131287	
0.542253	2.58319	2.61832	4.09545	-0.00133549	-0.00127971	-0.00135672	-0.00135978	
0.542253	2.58788	2.62233	4.10033	-0.00119961	-0.00135723	-0.00137414	-0.00137214	
0.542253	2.59263	2.62633	4.10522	-0.00131453	-0.00157787	-0.00138683	-0.00126796	
0.542254	2.59738	2.63032	4.1101	-0.00122936	-0.00144328	-0.0013376	-0.00145922	
0.542254	2.60213	2.63426	4.11498	-0.00141803	-0.00145153	-0.00134926	-0.00147667	
0.542255	2.60688	2.63819	4.11986	-0.00132449	-0.00120201	-0.0012663	-0.00129247	
0.542255	2.61163	2.64213	4.12475	-0.00124515	-0.00142266	-0.00144536	-0.0013069	
0.542255	2.61638	2.64607	4.12962	-0.00135264	-0.00141459	-0.00147644	-0.00120081	
0.542256	2.62109	2.65001	4.1345	-0.00123792	-0.001309	-0.00130911	-0.00127371	
0.542257	2.62578	2.65395	4.13937	-0.00137216	-0.00117793	-0.00140546	-0.00148093	
0.542257	2.63047	2.65789	4.14425	-0.00144818	-0.00143558	-0.00131363	-0.00145002	
0.542257	2.63516	2.66182	4.14912	-0.00117654	-0.0013326	-0.00126985	-0.00146538	
0.542258	2.63985	2.66569	4.15399	-0.0013334	-0.00149118	-0.00147416	-0.00127692	
0.542258	2.64453	2.66957	4.15886	-0.00127802	-0.00137855	-0.00139412	-0.00137704	
0.542259	2.64922	2.67343	4.16372	-0.00160601	-0.00133457	-0.00127463	-0.00151583	
0.542259	2.6539	2.67731	4.16857	-0.00127541	-0.00122015	-0.00140827	-0.00137341	
0.542259	2.65858	2.68118	4.17341	-0.0012732	-0.00140359	-0.00151949	-0.00149671	
0.54226	2.66326	2.68505	4.17826	-0.00117322	-0.00127242	-0.00135767	-0.00123518	
0.54226	2.66794	2.68892	4.1831	-0.00143698	-0.00144108	-0.00149066	-0.00144551	
0.54226	2.67261	2.69279	4.18794	-0.00123635	-0.00119191	-0.00142299	-0.00139201	
0.542261	2.67729	2.69663	4.19279	-0.00121072	-0.00141839	-0.00146344	-0.00133111	
0.542261	2.68197	2.70045	4.19762	-0.00125596	-0.00123996	-0.00125624	-0.00138195	
0.542262	2.68666	2.70428	4.20246	-0.00121856	-0.00132058	-0.00143986	-0.0014089	
0.542262	2.69134	2.7081	4.20729	-0.00136455	-0.00131665	-0.00129749	-0.00138641	
0.542263	2.69603	2.71192	4.21213	-0.00147708	-0.00136975	-0.00141316	-0.00111016	
0.542264	2.70072	2.71575	4.21696	-0.00149547	-0.0013324	-0.00143902	-0.00152217	
0.542264	2.70541	2.71957	4.2218	-0.00122296	-0.00113816	-0.00130772	-0.00139205	
0.542264	2.71009	2.7234	4.22664	-0.00139267	-0.00125683	-0.00130806	-0.0015554	
0.542265	2.71478	2.72724	4.23148	-0.00131271	-0.00133304	-0.00151216	-0.0012141	
0.542265	2.71946	2.7311	4.23633	-0.00141729	-0.00152078	-0.00145991	-0.00151469	
0.542266	2.72415	2.73496	4.24117	-0.00121073	-0.00123194	-0.00128158	-0.00141885	
0.542266	2.72883	2.73883	4.24602	-0.00136937	-0.00115411	-0.00120676	-0.00130332	
0.542267	2.73351	2.74269	4.25086	-0.00128115	-0.00133984	-0.00137851	-0.00135127	
0.542267	2.73819	2.74655	4.25571	-0.00158239	-0.00118354	-0.00126735	-0.00156735	
0.542268	2.74288	2.75041	4.26055	-0.00135292	-0.00139656	-0.00143786	-0.00147759	
0.542268	2.74756	2.75427	4.2654	-0.00126185	-0.00132676	-0.00136209	-0.00130204	
0.542269	2.75227	2.75818	4.27024	-0.00132775	-0.00128421	-0.00130539	-0.00137485	
0.542269	2.75697	2.76214	4.27509	-0.00129747	-0.00116273	-0.00140793	-0.00133598	
0.54227	2.76167	2.76611	4.27993	-0.00139776	-0.00133006	-0.001415	-0.00136558	
0.54227	2.76637	2.77008	4.28477	-0.00154913	-0.00143069	-0.00127357	-0.00113556	
0.542271	2.77107	2.77405	4.28962	-0.00118648	-0.0013728	-0.00146271	-0.00154432	
0.542271	2.77577	2.77801	4.29448	-0.0013253	-0.00152027	-0.00119153	-0.00125327	
0.542272	2.78056	2.78198	4.29933	-0.0013837	-0.00140531	-0.00143937	-0.00153049	
0.542272	2.78539	2.78595	4.30418	-0.00125656	-0.00128155	-0.00102005	-0.00153715	
0.542273	2.79021	2.78996	4.30904	-0.00134432	-0.00137532	-0.00118497	-0.0015355	
0.542273	2.79504	2.79401	4.31389	-0.00142322	-0.00134099	-0.00131861	-0.00135531	
0.542273	2.79986	2.79806	4.31875	-0.001275	-0.00129958	-0.00139875	-0.00127961	
0.542274	2.80469	2.80212	4.32364	-0.00150557	-0.00139733	-0.00128083	-0.00124861	
0.542274	2.80952	2.80617	4.32856	-0.00137897	-0.00133812	-0.00136124	-0.00139915	
0.542274	2.81419	2.81022	4.33347	-0.00132826	-0.00149971	-0.00121161	-0.00132437	
0.542275	2.81883	2.81428	4.33838	-0.00144008	-0.00127278	-0.00124746	-0.00149424	
0.542275	2.82347	2.81833	4.34329	-0.00146593	-0.00141493	-0.00141815	-0.00154365	
0.542276	2.82811	2.82245	4.3482	-0.00146743	-0.00138507	-0.00146641	-0.00136694	
0.542276	2.83275	2.8266	4.35315	-0.00123224	-0.00146622	-0.00145522	-0.00141417	
0.542276	2.83739	2.83074	4.35815	-0.00135938	-0.00128316	-0.00153549	-0.00128908	
0.542277	2.84203	2.83489	4.36316	-0.00144752	-0.00129318	-0.00150421	-0.00122064	
0.542277	2.84653	2.83903	4.36817	-0.00131621	-0.0013051	-0.00130632	-0.00138854	
0.542278	2.85094	2.84317	4.37317	-0.00134541	-0.00123474	-0.00150142	-0.00134278	
0.542278	2.85535	2.84732	4.37818	-0.00131285	-0.00133364	-0.00142675	-0.0013992	
0.542278	2.85977	2.8515	4.38319	-0.00138051	-0.00117053	-0.00118578	-0.00154994	
0.542279	2.86418	2.85577	4.38826	-0.0015157	-0.00113058	-0.00130626	-0.00141136	
0.542279	2.86859	2.86005	4.39334	-0.00137462	-0.00129793	-0.00147113	-0.00131335	
0.54228	2.873	2.86432	4.39841	-0.00131291	-0.0014788	-0.00135898	-0.00137062	
0.54228	2.87743	2.86859	4.40348	-0.00143483	-0.00142905	-0.00140536	-0.00135804	
0.542281	2.8819	2.87286	4.40856	-0.00153261	-0.00122352	-0.0014685	-0.00137896	
0.542281	2.88637	2.87714	4.41363	-0.00127698	-0.00135695	-0.00120883	-0.00140467	
0.542282	2.89084	2.88141	4.41873	-0.00125336	-0.00143342	-0.00148991	-0.00121027	
0.542282	2.8953	2.88579	4.42383	-0.00139264	-0.00133106	-0.00132493	-0.00131666	
0.542283	2.89977	2.89016	4.42893	-0.00134191	-0.00130487	-0.0014184	-0.00129362	
0.542283	2.90424	2.89454	4.43403	-0.00142819	-0.00123455	-0.00136052	-0.00136027	
0.542284	2.90899	2.89892	4.43914	-0.00144667	-0.00150664	-0.00125569	-0.00150881	
0.542284	2.91381	2.9033	4.44424	-0.00151103	-0.00140447	-0.00130713	-0.00139962	
0.542285	2.91863	2.90767	4.4494	-0.00141428	-0.001526	-0.0012742	-0.00138836	
0.542285	2.92345	2.91205	4.4546	-0.001227	-0.00126898	-0.0013814	-0.00140574	
0.542285	2.92827	2.91645	4.4598	-0.00135657	-0.00138618	-0.00142751	-0.00109792	
0.542286	2.93309	2.92085	4.465	-0.00142215	-0.00144107	-0.00134823	-0.00148589	
0.542287	2.93791	2.92525	4.47019	-0.00142078	-0.00124761	-0.0011918	-0.00141517	
0.542288	2.94258	2.92965	4.47539	-0.0013644	-0.00161703	-0.00145582	-0.00132735	
0.542288	2.94724	2.93405	4.48069	-0.00138734	-0.00145266	-0.00146815	-0.00138942	
0.542288	2.9519	2.93845	4.48603	-0.00137859	-0.00151891	-0.00137961	-0.00124795	
0.542289	2.95656	2.94285	4.49137	-0.00123699	-0.00133967	-0.00125964	-0.00137753	
0.542289	2.96122	2.94725	4.49671	-0.00140637	-0.00141245	-0.00151218	-0.00126068	
0.54229	2.96588	2.95164	4.50206	-0.00146097	-0.00131099	-0.0014167	-0.00142548	
0.54229	2.97054	2.95603	4.5074	-0.00136669	-0.00131698	-0.00152444	-0.00136459	
0.54229	2.97524	2.96043	4.51266	-0.0013903	-0.00135968	-0.00155462	-0.00149232	
0.542291	2.97994	2.96482	4.51784	-0.00145042	-0.00137904	-0.00128774	-0.00137266	
0.542291	2.98464	2.96921	4.52302	-0.00136058	-0.00129562	-0.00142065	-0.00145641	
0.542292	2.98935	2.9736	4.52819	-0.00145875	-0.00130346	-0.0013903	-0.00149553	
0.542292	2.99405	2.97799	4.53337	-0.00140441	-0.00148515	-0.00141655	-0.00131566	
0.542292	2.99875	2.98235	4.53855	-0.00152673	-0.001255	-0.00129094	-0.00139895	
0.542293	3.00346	2.9867	4.54372	-0.0011664	-0.00143345	-0.00136652	-0.00105458	
0.542293	3.00817	2.99106	4.54884	-0.00136178	-0.00151182	-0.00116106	-0.00119331	
0.542294	3.01289	2.99542	4.55397	-0.00147335	-0.00124728	-0.00138058	-0.00127327	
0.542294	3.0176	2.99978	4.55909	-0.00117159	-0.00144649	-0.00150327	-0.00137012	
0.542295	3.02232	3.00414	4.56422	-0.00147937	-0.00138357	-0.00143611	-0.00120032	
0.542295	3.02704	3.0085	4.56935	-0.0013609	-0.00146748	-0.00140571	-0.00124677	
0.542296	3.03175	3.01282	4.57447	-0.00130119	-0.00144862	-0.0012374	-0.00149138	
0.542296	3.03651	3.01713	4.57951	-0.00146524	-0.0014485	-0.0012673	-0.00123809	
0.542297	3.0413	3.02144	4.58455	-0.00127094	-0.00124677	-0.00143239	-0.00141762	
0.542297	3.04608	3.02575	4.58958	-0.00155788	-0.00135806	-0.00143041	-0.00151308	
0.542298	3.05086	3.03006	4.59462	-0.00138291	-0.00134712	-0.00131619	-0.00133227	
0.542298	3.05564	3.03437	4.59966	-0.00154642	-0.00133337	-0.00148296	-0.00140819	
0.542298	3.06043	3.03868	4.60469	-0.00126636	-0.00133392	-0.00128835	-0.00150644	
0.542299	3.06522	3.04299	4.60984	-0.00145414	-0.00151183	-0.00146753	-0.00134271	
0.542299	3.07008	3.04729	4.61502	-0.00138216	-0.00144744	-0.00146136	-0.00118966	
0.5423	3.07495	3.05158	4.62019	-0.00119158	-0.00144202	-0.00130104	-0.00138382	
0.5423	3.07981	3.05588	4.62537	-0.00136284	-0.00139423	-0.00145957	-0.00139051	
0.542301	3.08468	3.06018	4.63055	-0.00152126	-0.00125944	-0.00133269	-0.00124945	
0.542301	3.08954	3.06448	4.63573	-0.00152714	-0.00132631	-0.00128063	-0.0012689	
0.542302	3.0944	3.06878	4.64084	-0.00141774	-0.00135691	-0.00142368	-0.00123897	
0.542302	3.09926	3.07307	4.64581	-0.00110468	-0.00138504	-0.001425	-0.00148294	
0.542303	3.1041	3.07741	4.65077	-0.00128373	-0.0014065	-0.00131588	-0.00140684	
0.542303	3.10895	3.08176	4.65574	-0.00138723	-0.00149122	-0.00128894	-0.00149598	
0.542303	3.11379	3.0861	4.66071	-0.00140919	-0.00124509	-0.00128945	-0.00144762	
0.542304	3.11863	3.09045	4.66568	-0.00139011	-0.0012488	-0.00142994	-0.00147854	
0.542304	3.12348	3.09479	4.67065	-0.00151763	-0.00125665	-0.00142805	-0.00133927	
0.542304	3.12832	3.09913	4.67561	-0.0012439	-0.00126747	-0.00135964	-0.0012951	
0.542305	3.13313	3.10348	4.68057	-0.00145332	-0.00143364	-0.00134382	-0.00140363	
0.542305	3.13793	3.10799	4.68553	-0.00137364	-0.00136067	-0.00135149	-0.00149648	
0.542305	3.14273	3.11251	4.69049	-0.00140821	-0.0014884	-0.00153504	-0.00127269	
0.542306	3.14753	3.11704	4.69544	-0.00138987	-0.00125997	-0.00130138	-0.00147083	
0.542307	3.15233	3.12156	4.7004	-0.00116184	-0.00142086	-0.00116322	-0.00144702	
0.542307	3.15713	3.12609	4.70541	-0.00144434	-0.00145857	-0.00139482	-0.00151754	
0.542307	3.16193	3.13061	4.71044	-0.00140715	-0.00155378	-0.00142421	-0.00144494	
0.542308	3.16665	3.13522	4.71548	-0.00141703	-0.001279	-0.00135198	-0.00137653	
0.542308	3.17138	3.14005	4.72051	-0.00122309	-0.00148769	-0.00134392	-0.0014651	
0.542308	3.1761	3.14488	4.72555	-0.00144777	-0.00144995	-0.00116865	-0.00136862	
0.542309	3.18083	3.14971	4.73058	-0.0013007	-0.00128284	-0.00125585	-0.00141838	
0.542309	3.18555	3.15454	4.73563	-0.00127813	-0.00153169	-0.00130583	-0.00122811	
0.54231	3.19028	3.15937	4.74073	-0.00136986	-0.00151394	-0.00125242	-0.00125584	
0.54231	3.19498	3.1642	4.74582	-0.00133575	-0.00150266	-0.00130797	-0.00127836	
0.542311	3.19961	3.16896	4.75091	-0.00136902	-0.00137404	-0.00137238	-0.00142083	
0.542311	3.20424	3.17364	4.75601	-0.00131484	-0.00141957	-0.00125163	-0.0013034	
0.542311	3.20887	3.17831	4.7611	-0.00124444	-0.00150609	-0.00149026	-0.00122949	
0.542312	3.2135	3.18298	4.7662	-0.00128583	-0.00136508	-0.00149588	-0.00141434	
0.542312	3.21813	3.18765	4.77135	-0.0013346	-0.0012996	-0.00156103	-0.00126946	
0.542312	3.22276	3.19233	4.7765	-0.00141994	-0.00122104	-0.00147336	-0.0013448	
0.542313	3.22738	3.197	4.78164	-0.00132748	-0.00145111	-0.00129911	-0.0014979	
0.542313	3.23195	3.20166	4.78679	-0.00136875	-0.00135154	-0.00126355	-0.00118919	
0.542314	3.23653	3.20632	4.79195	-0.00149238	-0.00139063	-0.00135408	-0.00148858	
0.542314	3.2411	3.21097	4.7971	-0.00131416	-0.00121748	-0.00142624	-0.00131873	
0.542315	3.24567	3.21562	4.80232	-0.00130189	-0.00147787	-0.00133497	-0.00146107	
0.542315	3.25024	3.22028	4.80755	-0.00127685	-0.00130409	-0.00142019	-0.001329	
0.542315	3.25482	3.22493	4.81277	-0.00125562	-0.00138499	-0.00137664	-0.00141504	
0.542316	3.25939	3.22959	4.818	-0.00146296	-0.00135207	-0.00136649	-0.00149342	
0.542316	3.26395	3.23425	4.82322	-0.00141406	-0.00138003	-0.00147628	-0.00133518	
0.542316	3.2685	3.23893	4.82845	-0.00135645	-0.00141081	-0.00129268	-0.00141429	
0.542317	3.27306	3.2436	4.83369	-0.00132078	-0.00143477	-0.00117678	-0.00120136	
0.542318	3.27762	3.24827	4.83894	-0.00150199	-0.00128371	-0.00138127	-0.0011403	
0.542318	3.28218	3.25295	4.84418	-0.00142658	-0.00145332	-0.00123657	-0.00141667	
0.542318	3.28674	3.25762	4.84943	-0.00139989	-0.00149088	-0.0012949	-0.00141249	
0.542319	3.2913	3.26229	4.85467	-0.00145065	-0.00128965	-0.001389	-0.00140783	
0.542319	3.29588	3.26699	4.85992	-0.00120496	-0.00140164	-0.00124882	-0.0013503	
0.54232	3.30046	3.27168	4.86517	-0.0013949	-0.00128297	-0.00119455	-0.00137861	
0.542321	3.30503	3.27638	4.87043	-0.00142198	-0.00122386	-0.00133179	-0.00131609	
0.542321	3.30961	3.28108	4.87568	-0.00143061	-0.00134378	-0.0013287	-0.00130537	
0.542322	3.31419	3.28577	4.88094	-0.00130465	-0.00133928	-0.00128306	-0.00132135	
0.542322	3.31877	3.29047	4.88619	-0.00136146	-0.00129054	-0.00134973	-0.00141572	
0.542322	3.32334	3.29517	4.89145	-0.00141337	-0.00129441	-0.00114408	-0.00132998	
0.542323	3.32786	3.29989	4.89669	-0.00131209	-0.00142034	-0.00136744	-0.00133142	
0.542324	3.33239	3.3046	4.90194	-0.00128759	-0.00143925	-0.00124799	-0.00133657	
0.542324	3.33691	3.30932	4.90718	-0.00138147	-0.0015699	-0.00134714	-0.00138222	
0.542325	3.34144	3.31404	4.91243	-0.00136734	-0.00150683	-0.00133143	-0.00139555	
0.542325	3.34596	3.31875	4.91767	-0.00130997	-0.00129221	-0.00129405	-0.00133381	
0.542326	3.35049	3.32347	4.92292	-0.00122622	-0.00133806	-0.00123845	-0.00119053	
0.542326	3.35502	3.32822	4.92813	-0.00136003	-0.00134324	-0.00139159	-0.00135528	
0.542327	3.35958	3.333	4.93331	-0.00138098	-0.00127271	-0.0014079	-0.0013207	
0.542327	3.36415	3.33778	4.93849	-0.00143795	-0.00138704	-0.00137512	-0.00137284	
0.542328	3.36871	3.34256	4.94366	-0.00139418	-0.00126108	-0.00132385	-0.00146877	
0.542328	3.37327	3.34735	4.94884	-0.00124382	-0.00132728	-0.00134746	-0.00145169	
0.542328	3.37783	3.35213	4.95402	-0.00136034	-0.00137986	-0.001487	-0.00132417	
0.542329	3.3824	3.35693	4.95917	-0.00136948	-0.00149055	-0.00139043	-0.00137832	
0.54233	3.38696	3.3619	4.96425	-0.00120293	-0.00152294	-0.00129236	-0.00129502	
0.54233	3.3915	3.36686	4.96932	-0.00143169	-0.00135829	-0.00152051	-0.00151755	
0.542331	3.39605	3.37183	4.97439	-0.00151835	-0.00126832	-0.00142597	-0.00131065	
0.542331	3.40059	3.3768	4.97947	-0.00136929	-0.00151114	-0.00160174	-0.00150651	
0.542332	3.40513	3.38177	4.98454	-0.00145854	-0.00145397	-0.0014502	-0.00134067	
0.542332	3.40968	3.38674	4.98961	-0.00141782	-0.00140012	-0.00134418	-0.00133888	
0.542333	3.41422	3.39165	4.99461	-0.00153362	-0.00141212	-0.00149214	-0.00136814	
0.542333	3.41877	3.39649	4.99959	-0.00128738	-0.00135742	-0.0013831	-0.00112248	
0.542333	3.42334	3.40134	5.00456	-0.00140376	-0.0012882	-0.00121909	-0.00143967	
0.542334	3.42792	3.40618	5.00954	-0.00128922	-0.00137392	-0.00138303	-0.0014312	
0.542334	3.43249	3.41103	5.01452	-0.00121138	-0.00125938	-0.00140955	-0.00125167	
0.542334	3.43706	3.41587	5.0195	-0.00129291	-0.00144157	-0.00126065	-0.00130216	
0.542335	3.44164	3.42071	5.0245	-0.00125862	-0.00163313	-0.00131258	-0.00142583	
0.542335	3.44621	3.42547	5.02951	-0.00138179	-0.00149837	-0.00124779	-0.0013838	
0.542336	3.45078	3.4302	5.03453	-0.00152158	-0.00132884	-0.00128695	-0.00127438	
0.542336	3.45536	3.43492	5.03954	-0.00134173	-0.00133114	-0.00141567	-0.00133741	
0.542337	3.45994	3.43965	5.04456	-0.00152877	-0.00144092	-0.00137476	-0.00128304	
0.542337	3.46452	3.44437	5.04958	-0.00145676	-0.00135905	-0.00133663	-0.00134735	
0.542338	3.46909	3.44909	5.05459	-0.00149311	-0.00124601	-0.00113279	-0.00138614	
0.542338	3.47367	3.45382	5.05951	-0.0012416	-0.00134637	-0.00134311	-0.00125942	
0.542339	3.47825	3.45855	5.06442	-0.00130359	-0.00154213	-0.00150771	-0.00140101	
0.542339	3.48283	3.46329	5.06933	-0.00121623	-0.00150311	-0.00128181	-0.00133013	
0.54234	3.48743	3.46802	5.07424	-0.00134419	-0.00119189	-0.00137688	-0.0015397	
0.54234	3.49204	3.47276	5.07915	-0.00141771	-0.00137464	-0.00124662	-0.00134467	
0.542341	3.49664	3.47749	5.08407	-0.00139244	-0.00129757	-0.00132038	-0.00121418	
0.542341	3.50124	3.48223	5.08897	-0.00128174	-0.00133558	-0.00141786	-0.0013576	
0.542341	3.50584	3.48721	5.09385	-0.00133416	-0.00148603	-0.00123338	-0.00136575	
0.542342	3.51044	3.4923	5.09873	-0.0014591	-0.00133567	-0.00139998	-0.00139906	
0.542342	3.51505	3.49739	5.10361	-0.00143183	-0.00151017	-0.00132719	-0.00132946	
0.542343	3.51966	3.50249	5.1085	-0.00138736	-0.00113378	-0.00137015	-0.00139563	
0.542343	3.52428	3.50758	5.11338	-0.00138615	-0.00122252	-0.00121266	-0.00129996	
0.542343	3.52889	3.51267	5.11826	-0.00139378	-0.00126223	-0.00123931	-0.00132878	
0.542344	3.53351	3.51773	5.12321	-0.00129256	-0.00146894	-0.00144687	-0.00141647	
0.542344	3.53812	3.52268	5.12816	-0.00127209	-0.00133952	-0.00127035	-0.00121363	
0.542344	3.54274	3.52763	5.13311	-0.00129828	-0.00126648	-0.00151845	-0.00136142	
0.542345	3.54734	3.53258	5.13806	-0.00140259	-0.0013621	-0.00150806	-0.00113652	
0.542345	3.55192	3.53753	5.14301	-0.00135631	-0.00151359	-0.00133321	-0.00143465	
0.542346	3.55649	3.54248	5.14796	-0.00137076	-0.00147683	-0.00141345	-0.00129674	
0.542346	3.56107	3.54743	5.153	-0.00150023	-0.00159538	-0.00143603	-0.00144849	
0.542347	3.56565	3.55234	5.15808	-0.00127279	-0.00147071	-0.00148316	-0.00145335	
0.542347	3.57023	3.55723	5.16317	-0.00152419	-0.00141596	-0.00129347	-0.00128862	
0.542348	3.5748	3.56212	5.16825	-0.00131889	-0.00143336	-0.00132645	-0.00144287	
0.542348	3.57936	3.56701	5.17333	-0.00142665	-0.00124787	-0.00144848	-0.00110395	
0.542349	3.58384	3.57191	5.17842	-0.00148296	-0.00146436	-0.00132222	-0.001337	
0.542349	3.58833	3.5768	5.18354	-0.00154777	-0.00145839	-0.00112976	-0.00140899	
0.542349	3.59281	3.58169	5.18871	-0.00132018	-0.00135064	-0.0014336	-0.00143544	
0.54235	3.5973	3.58657	5.19388	-0.00126339	-0.00128227	-0.00130159	-0.00142738	
0.542351	3.60178	3.59144	5.19905	-0.00138712	-0.00140008	-0.00148996	-0.00143201	
0.542351	3.60627	3.59632	5.20422	-0.00134202	-0.00131525	-0.00143488	-0.00137912	
0.542351	3.61075	3.6012	5.20938	-0.00133437	-0.00143115	-0.00160657	-0.00135246	
0.542352	3.61514	3.60608	5.21454	-0.00143116	-0.00128362	-0.0013516	-0.0012404	
0.542352	3.61953	3.61096	5.21967	-0.00131594	-0.00142049	-0.00147945	-0.00137454	
0.542352	3.62392	3.61582	5.22479	-0.00159668	-0.00130756	-0.0015306	-0.00148014	
0.542353	3.6283	3.62067	5.22992	-0.00142665	-0.00130056	-0.00138389	-0.00141509	
0.542353	3.63269	3.62553	5.23505	-0.00119144	-0.00150884	-0.00140926	-0.00129228	
0.542354	3.63708	3.63038	5.24018	-0.00136716	-0.0014604	-0.0013932	-0.00142479	
0.542354	3.64146	3.63524	5.2453	-0.00131866	-0.00147192	-0.00139301	-0.00148545	
0.542355	3.64581	3.64009	5.2504	-0.00146319	-0.00115724	-0.00139103	-0.00127876	
0.542355	3.65012	3.64495	5.25551	-0.00140346	-0.00134234	-0.00135272	-0.00123185	
0.542356	3.65443	3.6498	5.26061	-0.00148005	-0.00138221	-0.00141431	-0.00135281	
0.542356	3.65874	3.65466	5.26571	-0.00146011	-0.00134154	-0.00153759	-0.00128926	
0.542356	3.66305	3.65952	5.27081	-0.00135317	-0.00149776	-0.00136426	-0.00136813	
0.542356	3.66736	3.66438	5.27591	-0.00146921	-0.00144043	-0.00142593	-0.00134944	
0.542357	3.67167	3.66924	5.28105	-0.00130162	-0.00143684	-0.00147037	-0.00149984	
0.542357	3.67599	3.6741	5.2862	-0.00143494	-0.00128854	-0.00138557	-0.00133613	
