lap3_21_samp	lap3_22_samp	lap3_23_samp	lap3_24_samp	lap3_25_samp	lap3_26_samp	rp315	rp2840	cur3_21_samp	cur3_22_samp	cur3_23_samp	cur3_24_samp	cur3_25_samp	cur3_26_samp
1.28991	1.02369	1.02699	1.20641	1.08662	1.11543			-0.00119675	-0.00119067	-0.00102876	-0.00121635	-0.00121834	-0.0012529
1.29072	1.02369	1.02775	1.20682	1.0872	1.11626			-0.00103672	-0.00118416	-0.0011268	-0.00133043	-0.00121513	-0.00102448
1.29152	1.02369	1.02852	1.20723	1.08779	1.11709			-0.00106995	-0.00109427	-0.00105401	-0.00101762	-0.00113821	-0.00116041
1.29232	1.02388	1.02928	1.20764	1.08837	1.11792			-0.00114617	-0.00104299	-0.000979859	-0.00100135	-0.00107351	-0.00122512
1.29312	1.02446	1.03004	1.20806	1.08896	1.11875			-0.00101635	-0.00118453	-0.00108032	-0.00125396	-0.00119963	-0.00110173
1.29392	1.02504	1.0308	1.20848	1.08954	1.11958			-0.00119104	-0.00114776	-0.0010785	-0.000980211	-0.00121245	-0.00111932
1.29461	1.02562	1.03157	1.20897	1.09012	1.12041			-0.00117331	-0.0012315	-0.000850358	-0.00114339	-0.00116454	-0.00120711
1.29524	1.0262	1.03233	1.20947	1.09071	1.12124			-0.000966613	-0.0010819	-0.00115624	-0.0010824	-0.00114331	-0.0013174
1.29587	1.02677	1.03309	1.20996	1.09129	1.12207			-0.000862717	-0.001197	-0.00105356	-0.00119273	-0.001347	-0.00102016
1.2965	1.02735	1.03386	1.21046	1.09188	1.1229			-0.0012423	-0.00109725	-0.0009906	-0.000906014	-0.00108564	-0.00135474
1.29713	1.02793	1.03462	1.21096	1.09246	1.12373			-0.0011458	-0.00112617	-0.00105831	-0.00123144	-0.00103069	-0.00111556
1.29776	1.02851	1.03538	1.21145	1.09304	1.12455			-0.00120812	-0.00127413	-0.00100697	-0.00113805	-0.00115632	-0.000951358
1.29839	1.02909	1.03614	1.21195	1.09363	1.12538			-0.00112988	-0.00133141	-0.001332	-0.00093882	-0.00105499	-0.00103242
1.29902	1.02967	1.03691	1.21244	1.09421	1.12621			-0.00108037	-0.00134176	-0.000968325	-0.00102593	-0.00118905	-0.00113102
1.29964	1.03025	1.03767	1.21294	1.0948	1.12704			-0.0011942	-0.000916042	-0.00112127	-0.00107	-0.00101119	-0.00121687
1.30027	1.03083	1.03843	1.21344	1.09538	1.12787			-0.00119791	-0.00103171	-0.00120126	-0.00118274	-0.00122672	-0.00117082
1.3009	1.03141	1.0392	1.21393	1.09597	1.12864			-0.00104586	-0.000989472	-0.00104688	-0.00100633	-0.00114372	-0.00127317
1.30153	1.03199	1.03996	1.21443	1.09655	1.12941			-0.00118701	-0.00102297	-0.000879832	-0.00120832	-0.000853199	-0.00116339
1.30216	1.03257	1.04072	1.21492	1.09713	1.13018			-0.00098624	-0.00113847	-0.00107178	-0.00106034	-0.000920301	-0.000897205
1.30279	1.03315	1.04148	1.21542	1.09772	1.13095			-0.00102549	-0.000988345	-0.00117605	-0.00120263	-0.00104546	-0.0010919
1.30342	1.03373	1.04225	1.21591	1.0983	1.13172			-0.0011659	-0.00116097	-0.00110474	-0.00110912	-0.00107849	-0.00109792
1.30405	1.03431	1.04301	1.21641	1.09889	1.13249			-0.00125955	-0.000998944	-0.0009044	-0.000922224	-0.00103089	-0.0011376
1.30468	1.03489	1.04377	1.21691	1.09947	1.13326			-0.00111829	-0.00105419	-0.00118211	-0.00104095	-0.00102819	-0.00127099
1.30531	1.03546	1.04454	1.2174	1.10005	1.13403			-0.00109386	-0.00114049	-0.00124839	-0.000868052	-0.00120533	-0.00126198
1.30594	1.03604	1.0453	1.2179	1.10064	1.1348			-0.00100606	-0.00126668	-0.000999372	-0.000983639	-0.000998761	-0.00127638
1.30657	1.03662	1.04606	1.21839	1.10122	1.13557			-0.00126884	-0.000916184	-0.00114843	-0.000936539	-0.00109897	-0.00128619
1.3072	1.0372	1.04682	1.21889	1.10181	1.13633			-0.00121264	-0.00101654	-0.00114814	-0.00115998	-0.00135488	-0.00116052
1.30783	1.03778	1.04759	1.21939	1.10239	1.1371			-0.00102267	-0.00102485	-0.00094067	-0.00101202	-0.00107858	-0.00110211
1.30846	1.03836	1.04835	1.21988	1.10297	1.13787			-0.00109983	-0.00110181	-0.000998109	-0.00104357	-0.000949669	-0.00112159
1.30909	1.03894	1.04911	1.22038	1.10356	1.13864			-0.00113767	-0.000930501	-0.0011725	-0.00113949	-0.00106608	-0.00118092
1.30972	1.03952	1.04988	1.22087	1.10414	1.13941			-0.00112041	-0.00106745	-0.00124235	-0.00116391	-0.00124311	-0.0011849
1.31035	1.0401	1.05064	1.22137	1.10473	1.14018			-0.00123174	-0.000963529	-0.00123323	-0.00102524	-0.0012247	-0.0011801
1.31097	1.04068	1.0514	1.22187	1.10531	1.14095			-0.00094209	-0.00116481	-0.00132735	-0.00121641	-0.00100848	-0.000891608
1.3116	1.04126	1.05216	1.22236	1.1059	1.14172			-0.000938889	-0.0010844	-0.00106434	-0.00105631	-0.00108632	-0.00133543
1.31223	1.04184	1.05293	1.22286	1.10648	1.14249			-0.00114252	-0.00111337	-0.000839645	-0.00107571	-0.00114678	-0.00119401
1.31286	1.04242	1.05369	1.22335	1.10706	1.14325			-0.00108293	-0.00111228	-0.00117823	-0.00107415	-0.00105943	-0.00106521
1.31349	1.043	1.05445	1.22385	1.10765	1.14402			-0.00118804	-0.000936769	-0.00116785	-0.000996769	-0.00112009	-0.00110446
1.31412	1.04358	1.05522	1.22435	1.10823	1.14479			-0.00103686	-0.00104723	-0.00113684	-0.0011407	-0.00106606	-0.00103239
1.31475	1.04416	1.05598	1.22484	1.10882	1.14556			-0.00103275	-0.000911137	-0.00113463	-0.00114795	-0.00124987	-0.00116275
1.31538	1.04473	1.05674	1.22534	1.1094	1.14633			-0.00120338	-0.00123321	-0.00112033	-0.0011209	-0.00109318	-0.00116493
1.31601	1.04531	1.0575	1.22583	1.10998	1.1471			-0.00106529	-0.00101446	-0.00109095	-0.00109006	-0.00110503	-0.00105949
1.31664	1.04589	1.05827	1.22633	1.11057	1.14787			-0.0010678	-0.00115183	-0.000993881	-0.000974966	-0.00118588	-0.00132018
1.31727	1.04647	1.05903	1.22682	1.11115	1.14864			-0.00112725	-0.000939476	-0.00115058	-0.000977181	-0.00103183	-0.00120672
1.3179	1.04705	1.05979	1.22736	1.11174	1.14941			-0.00100371	-0.00106522	-0.00111388	-0.00114391	-0.00110597	-0.00108114
1.31853	1.04763	1.06056	1.22818	1.11232	1.15018			-0.00102849	-0.00119344	-0.00118264	-0.00114647	-0.00124299	-0.00113834
1.31916	1.04821	1.06132	1.22902	1.11291	1.15094			-0.0011407	-0.00112243	-0.00132913	-0.000956659	-0.00117945	-0.000950947
1.31991	1.04879	1.06208	1.22986	1.11349	1.15171			-0.00118512	-0.00108203	-0.000887297	-0.00104222	-0.00115101	-0.000998389
1.32072	1.04937	1.06284	1.2307	1.11407	1.15248			-0.00112036	-0.00106548	-0.00102474	-0.00115088	-0.000955461	-0.00105118
1.32152	1.04995	1.06361	1.23154	1.11466	1.15325			-0.00108359	-0.0011155	-0.0011801	-0.00109217	-0.0010754	-0.0011195
1.32232	1.05053	1.06437	1.23237	1.11524	1.15402			-0.00105352	-0.00114928	-0.0011067	-0.00106389	-0.00106094	-0.00105295
1.32312	1.05111	1.06513	1.23321	1.11583	1.15479			-0.00109851	-0.00114978	-0.00107267	-0.00112836	-0.00109257	-0.00120235
1.32392	1.05169	1.0659	1.23405	1.11641	1.15556			-0.00116996	-0.00104457	-0.00118364	-0.00102464	-0.00116506	-0.00102645
1.32472	1.05227	1.06666	1.23489	1.11699	1.15633			-0.00124199	-0.00126264	-0.00118333	-0.00128564	-0.00101219	-0.00108955
1.32552	1.05285	1.06742	1.23573	1.11758	1.1571			-0.00103428	-0.000914875	-0.000920828	-0.00120374	-0.00121212	-0.00121271
1.32632	1.05342	1.06818	1.23657	1.11816	1.15786			-0.00094416	-0.00113901	-0.00112837	-0.00105233	-0.0011431	-0.00109006
1.32712	1.054	1.06895	1.23741	1.11875	1.15863			-0.00100639	-0.00105478	-0.00120245	-0.00126102	-0.000961112	-0.00129074
1.32793	1.05458	1.06971	1.23825	1.11933	1.1594			-0.000986916	-0.00131566	-0.000941315	-0.000945833	-0.00111458	-0.00125484
1.32873	1.05516	1.07047	1.23909	1.11992	1.16017			-0.000974169	-0.00135104	-0.00105615	-0.00115536	-0.0012454	-0.000966006
1.32953	1.05574	1.07124	1.23993	1.1205	1.16094			-0.00119815	-0.00114286	-0.000901146	-0.000967688	-0.0011786	-0.000967808
1.33033	1.05632	1.072	1.24077	1.12108	1.16171			-0.00118613	-0.00131968	-0.00101697	-0.00113842	-0.00119827	-0.00126164
1.33113	1.0569	1.07276	1.24161	1.12167	1.16248			-0.000972152	-0.00109915	-0.00101147	-0.0010639	-0.00104992	-0.0010308
1.33193	1.05747	1.07352	1.24245	1.12225	1.16325			-0.00081883	-0.00116941	-0.000986131	-0.0011289	-0.00105339	-0.00110096
1.33273	1.05802	1.07429	1.24328	1.12284	1.16402			-0.000972552	-0.000875577	-0.00127504	-0.0012108	-0.000989899	-0.00100634
1.33353	1.05857	1.07505	1.24412	1.12342	1.16479			-0.00112343	-0.00113144	-0.00109759	-0.00101362	-0.00117712	-0.00106319
1.33433	1.05913	1.07581	1.24496	1.124	1.16555			-0.00102289	-0.00117614	-0.00116648	-0.00120975	-0.00111971	-0.00117211
1.33514	1.05968	1.07658	1.2458	1.12459	1.16632			-0.00129911	-0.0012111	-0.00121511	-0.00131126	-0.00112685	-0.00109616
1.33594	1.06023	1.07734	1.24664	1.12517	1.16709			-0.00119958	-0.00101355	-0.00105275	-0.00121631	-0.00106878	-0.00104536
1.33674	1.06079	1.0781	1.24748	1.12576	1.16786			-0.0011455	-0.00098349	-0.00119143	-0.00127311	-0.000979687	-0.000900433
1.33754	1.06134	1.07886	1.24832	1.12634	1.16863			-0.00119144	-0.00106936	-0.000832229	-0.000914546	-0.00101556	-0.00108786
1.33834	1.06189	1.07963	1.24916	1.12692	1.1694			-0.00110731	-0.00117877	-0.00105453	-0.000951174	-0.00128432	-0.00127752
1.33914	1.06244	1.08039	1.25	1.12751	1.17017			-0.00119274	-0.00119013	-0.00129219	-0.000996694	-0.00120745	-0.00113154
1.33994	1.063	1.08115	1.25084	1.12809	1.17094			-0.0011954	-0.00125656	-0.00119062	-0.00110794	-0.00121622	-0.000998782
1.34074	1.06355	1.08192	1.25168	1.12868	1.17171			-0.00134841	-0.00115892	-0.00103245	-0.00106495	-0.0011477	-0.00123069
1.34154	1.0641	1.08268	1.25262	1.12926	1.17247			-0.000981569	-0.00113294	-0.00116667	-0.00105268	-0.00107741	-0.00110865
1.34234	1.06466	1.08344	1.2537	1.12985	1.17324			-0.000933148	-0.00109462	-0.000941322	-0.00124421	-0.00119044	-0.00104081
1.34315	1.06521	1.08421	1.25478	1.13043	1.17401			-0.00112352	-0.00119974	-0.000935988	-0.00104998	-0.00125505	-0.00131704
1.34395	1.06576	1.08495	1.25586	1.13101	1.17478			-0.00113392	-0.00103938	-0.00117684	-0.00119914	-0.00113716	-0.000992803
1.34475	1.06631	1.08509	1.25693	1.1316	1.17555			-0.00105419	-0.00104738	-0.0010531	-0.00113861	-0.00130752	-0.00107371
1.34555	1.06687	1.08509	1.25801	1.13218	1.17632			-0.000895868	-0.00113799	-0.00108486	-0.00105003	-0.00113291	-0.00116309
1.34635	1.06742	1.08509	1.25909	1.13277	1.17709			-0.00114509	-0.00108774	-0.00103343	-0.00131965	-0.000978898	-0.00104679
1.34715	1.06797	1.08509	1.26017	1.13335	1.17786			-0.00121823	-0.00110927	-0.000923847	-0.00126646	-0.00102948	-0.00108175
1.34795	1.06853	1.08509	1.26125	1.13393	1.17863			-0.00111338	-0.0011231	-0.00115101	-0.00116091	-0.00116662	-0.00102205
1.34875	1.06908	1.08509	1.26232	1.13452	1.17939			-0.00111129	-0.00129727	-0.00119697	-0.00104651	-0.00107234	-0.00106677
1.34955	1.06963	1.08509	1.2634	1.1351	1.18016			-0.00100646	-0.00110848	-0.000981655	-0.00126552	-0.00111255	-0.00109894
1.35036	1.07018	1.08509	1.26448	1.13569	1.18093			-0.00101211	-0.00114302	-0.000998623	-0.000977544	-0.000925866	-0.00126507
1.35116	1.07074	1.08509	1.26556	1.13627	1.1817			-0.00109187	-0.00118785	-0.0011066	-0.00110809	-0.00123931	-0.00119894
1.35196	1.07129	1.08509	1.26664	1.13685	1.18247			-0.00110162	-0.00122152	-0.00108013	-0.00114173	-0.000994059	-0.000981172
1.35276	1.07184	1.08509	1.26772	1.13744	1.18324			-0.0010249	-0.00107685	-0.00113133	-0.00103586	-0.00098025	-0.00113367
1.35356	1.0724	1.08509	1.26879	1.13802	1.18401			-0.000959102	-0.00114009	-0.000858835	-0.00101932	-0.001141	-0.00112312
1.35431	1.07295	1.08509	1.26987	1.13861	1.18478			-0.00125618	-0.00116356	-0.0011286	-0.0011134	-0.00116307	-0.000967565
1.35506	1.0735	1.08509	1.27095	1.13919	1.18555			-0.00119579	-0.00104508	-0.0010649	-0.00093961	-0.00119811	-0.00111634
1.3558	1.07405	1.08509	1.27203	1.13978	1.18632			-0.00115982	-0.00113805	-0.00110707	-0.00112006	-0.000986448	-0.00107392
1.35655	1.07461	1.08509	1.27311	1.14036	1.187			-0.00108615	-0.000984981	-0.00111459	-0.00123078	-0.00106992	-0.00121362
1.35729	1.07516	1.08509	1.27419	1.14094	1.18742			-0.00123053	-0.00121584	-0.000976953	-0.00112686	-0.000940759	-0.00119941
1.35804	1.07571	1.08509	1.27526	1.14153	1.18783			-0.00125755	-0.00118943	-0.00120131	-0.00112695	-0.0010557	-0.00108633
1.35879	1.07627	1.08509	1.27634	1.14205	1.18825			-0.00108293	-0.000963582	-0.00129159	-0.00104127	-0.00101759	-0.00125723
1.35953	1.07682	1.08509	1.27742	1.14207	1.18867			-0.00112126	-0.0011334	-0.00123483	-0.0011857	-0.000959761	-0.00115728
1.36028	1.07737	1.08509	1.2785	1.14207	1.18909			-0.00137092	-0.00097922	-0.000997842	-0.00132101	-0.000870466	-0.00107043
1.36103	1.07792	1.08509	1.27958	1.14207	1.1895			-0.00114684	-0.00118361	-0.00107877	-0.00122948	-0.00106565	-0.0011408
1.36177	1.07848	1.08509	1.28067	1.14207	1.18992			-0.00133196	-0.00108189	-0.0010545	-0.00122787	-0.000843503	-0.00107115
1.36252	1.07903	1.08509	1.28188	1.14207	1.19034			-0.000998129	-0.00122916	-0.00118746	-0.00120476	-0.00104506	-0.00106754
1.36326	1.07958	1.08509	1.2831	1.14207	1.19075			-0.00122984	-0.00100368	-0.000969877	-0.000974521	-0.00116109	-0.00109269
1.36401	1.08014	1.08509	1.28431	1.14207	1.19117			-0.00101519	-0.00107052	-0.000995982	-0.00107773	-0.0009429	-0.00114395
1.36476	1.08069	1.08509	1.28552	1.14207	1.19159			-0.000910416	-0.000916119	-0.0012738	-0.000960421	-0.00117554	-0.00107925
1.3655	1.08124	1.08509	1.28674	1.14207	1.192			-0.00114507	-0.0010741	-0.00104418	-0.000961421	-0.00105268	-0.00116919
1.36625	1.08179	1.08509	1.28795	1.14207	1.19242			-0.0010832	-0.000898748	-0.00108015	-0.00120786	-0.00100095	-0.00099513
1.367	1.08235	1.08509	1.28916	1.14207	1.19284			-0.0010633	-0.0011681	-0.00111423	-0.000822837	-0.00111137	-0.00102133
1.36774	1.0829	1.08509	1.29038	1.14207	1.19326			-0.00110449	-0.0010993	-0.000987448	-0.00119392	-0.00116067	-0.00107795
1.36849	1.08348	1.08509	1.29159	1.14207	1.19367			-0.00110348	-0.00119267	-0.00104972	-0.00121627	-0.00115598	-0.00112169
1.36924	1.08416	1.08509	1.2928	1.14207	1.19409			-0.000934942	-0.00112035	-0.00112085	-0.0010874	-0.000978427	-0.00132604
1.36998	1.08483	1.08509	1.29402	1.14207	1.19451			-0.00100857	-0.00071864	-0.00108039	-0.00126543	-0.00120382	-0.00116642
1.37073	1.08551	1.08509	1.29523	1.14207	1.19492			-0.00110864	-0.0012933	-0.000946495	-0.00128666	-0.00109068	-0.00115424
1.37147	1.08619	1.08509	1.29644	1.14207	1.19534			-0.00099311	-0.0012527	-0.00104914	-0.00111264	-0.00108153	-0.000923214
1.37222	1.08686	1.08509	1.29766	1.14207	1.19576			-0.000959306	-0.00126471	-0.00116387	-0.00114499	-0.00102991	-0.00108743
1.37297	1.08754	1.08509	1.29887	1.14207	1.19617			-0.000937315	-0.00110325	-0.00124027	-0.00124551	-0.00110974	-0.00130748
1.37371	1.08822	1.08509	1.30008	1.14207	1.19659			-0.00117461	-0.00104108	-0.0011199	-0.00100796	-0.0010827	-0.00125686
1.37446	1.08889	1.08509	1.3013	1.14207	1.19701			-0.000988775	-0.00116522	-0.00106362	-0.00104131	-0.00105772	-0.000993224
1.3752	1.08957	1.08509	1.30251	1.14207	1.19742			-0.00122949	-0.00110701	-0.0010919	-0.00113888	-0.00109899	-0.000971286
1.37595	1.09025	1.08509	1.30373	1.14207	1.19784			-0.00114835	-0.00123435	-0.0011439	-0.00101659	-0.00115413	-0.000983496
1.3767	1.09093	1.08509	1.30494	1.14207	1.19826			-0.00104872	-0.00109998	-0.001032	-0.00102568	-0.00117911	-0.00111578
1.37744	1.0916	1.08509	1.30615	1.14207	1.19868			-0.000993736	-0.00100876	-0.00119998	-0.000821746	-0.00104878	-0.00106085
1.37819	1.09228	1.08509	1.30737	1.14207	1.19909			-0.0010487	-0.00115116	-0.00117244	-0.000988884	-0.00116589	-0.00119823
1.37894	1.09296	1.08509	1.30858	1.14207	1.19951			-0.00111334	-0.00121659	-0.00109423	-0.0010264	-0.00107189	-0.00119641
1.37968	1.09363	1.08509	1.30979	1.14207	1.19993			-0.00111808	-0.00108652	-0.00102558	-0.00107439	-0.00112253	-0.000919316
1.38043	1.09431	1.08509	1.31101	1.14207	1.20034			-0.0012607	-0.00123208	-0.00104137	-0.00115219	-0.0010395	-0.00117826
1.38118	1.09499	1.08509	1.31227	1.14207	1.20076			-0.00113346	-0.00111865	-0.0011672	-0.00100884	-0.00122708	-0.00106838
1.38192	1.09566	1.08509	1.31354	1.14207	1.20118			-0.000968559	-0.00106655	-0.0012392	-0.00106597	-0.000978095	-0.00132152
1.38267	1.09634	1.08509	1.31481	1.14207	1.20159			-0.00109771	-0.00100773	-0.00104244	-0.000980663	-0.00103637	-0.00116406
1.38341	1.09702	1.08509	1.31608	1.14207	1.20201			-0.00130609	-0.000989702	-0.00105622	-0.00108626	-0.00111869	-0.000979579
1.38416	1.09769	1.08509	1.31735	1.14207	1.20243			-0.00106369	-0.00108337	-0.00108146	-0.00111807	-0.00109692	-0.00116419
1.38491	1.09837	1.08509	1.31861	1.14207	1.20284			-0.00124347	-0.00110789	-0.00115131	-0.000967189	-0.000907091	-0.00100928
1.38565	1.09905	1.08509	1.31988	1.14207	1.20326			-0.00105077	-0.00113694	-0.000937101	-0.00110707	-0.00126471	-0.0011305
1.3864	1.09972	1.08509	1.32115	1.14207	1.20368			-0.00110356	-0.00102169	-0.00103702	-0.00114329	-0.00111891	-0.00105105
1.38714	1.1004	1.08509	1.32242	1.14207	1.2041			-0.00108527	-0.00106045	-0.00118607	-0.000823983	-0.000982005	-0.00105784
1.38789	1.10108	1.08509	1.32369	1.14207	1.20451			-0.00127449	-0.000909142	-0.00127305	-0.00124029	-0.00115839	-0.00102234
1.38864	1.10175	1.08509	1.32496	1.14207	1.20493			-0.00110846	-0.00109685	-0.00113192	-0.000928351	-0.00127362	-0.00120845
1.38933	1.10243	1.08509	1.32622	1.14207	1.20535			-0.00112094	-0.00113892	-0.00120711	-0.0011379	-0.0010687	-0.00112841
1.39001	1.10311	1.08509	1.32749	1.14207	1.20576			-0.00114728	-0.00101481	-0.00112487	-0.00104064	-0.00110981	-0.00105643
1.39068	1.10378	1.08509	1.32876	1.14207	1.20618			-0.00101043	-0.00109739	-0.00111124	-0.00113155	-0.00126047	-0.00106947
1.39136	1.10446	1.08509	1.33003	1.14207	1.2066			-0.00103207	-0.00126704	-0.00112306	-0.00105113	-0.000857635	-0.00122388
1.39204	1.10514	1.08509	1.3313	1.14207	1.20701			-0.00128606	-0.00101942	-0.00106293	-0.00110587	-0.00106392	-0.00119565
1.39272	1.10582	1.08509	1.33257	1.14207	1.20743			-0.00126572	-0.00117315	-0.00113962	-0.00104296	-0.00107033	-0.00138243
1.39339	1.10651	1.08509	1.33383	1.14207	1.20785			-0.00103711	-0.00115287	-0.00105181	-0.001092	-0.00092794	-0.00129818
1.39407	1.10743	1.08509	1.3351	1.14207	1.20827			-0.000903546	-0.00114102	-0.00120403	-0.00125483	-0.00102796	-0.00115881
1.39475	1.10836	1.08509	1.33637	1.14207	1.20868			-0.000997476	-0.00110782	-0.000865117	-0.00122113	-0.00104532	-0.00115292
1.39542	1.1093	1.08509	1.33764	1.14207	1.2091			-0.00127088	-0.00120749	-0.00114507	-0.00109255	-0.00118118	-0.00114398
1.3961	1.11023	1.08509	1.33891	1.14207	1.20952			-0.00116444	-0.00109843	-0.00109653	-0.00105835	-0.0011044	-0.000994895
1.39678	1.11117	1.08509	1.34018	1.14207	1.20993			-0.00103442	-0.00105634	-0.00105367	-0.00104081	-0.0010115	-0.000997589
1.39746	1.1121	1.08509	1.34147	1.14207	1.21035			-0.00114876	-0.000764484	-0.00118471	-0.00106734	-0.00106156	-0.00115953
1.39813	1.11303	1.08509	1.34283	1.14207	1.21077			-0.000953485	-0.00118157	-0.000949822	-0.00108483	-0.00113456	-0.00114951
1.39881	1.11397	1.08509	1.34418	1.14207	1.21119			-0.00105601	-0.00111047	-0.00116196	-0.0011158	-0.000996889	-0.00121132
1.39949	1.1149	1.08509	1.34554	1.14207	1.2116			-0.000807286	-0.00107603	-0.00109003	-0.00110571	-0.00115274	-0.00101929
1.40016	1.11584	1.08509	1.34689	1.14207	1.21202			-0.00127214	-0.0011471	-0.00129221	-0.0010053	-0.000898858	-0.00122975
1.40084	1.11677	1.08509	1.34825	1.14207	1.21244			-0.00110839	-0.00124951	-0.00103478	-0.00102816	-0.00123665	-0.000937746
1.40152	1.11771	1.08509	1.3496	1.14207	1.21285			-0.00112281	-0.00102753	-0.00115154	-0.00121342	-0.00115919	-0.00115054
1.4022	1.11864	1.08509	1.35095	1.14207	1.21327			-0.00101538	-0.00117706	-0.00113187	-0.00111883	-0.00103904	-0.00119353
1.40287	1.11958	1.08509	1.35231	1.14207	1.21369			-0.00105453	-0.00108097	-0.00113879	-0.00118142	-0.00109347	-0.00105342
1.40355	1.12051	1.08509	1.35366	1.14207	1.2141			-0.000963897	-0.00120616	-0.000950642	-0.00109283	-0.00107446	-0.000947732
1.40423	1.12145	1.08509	1.35502	1.14207	1.21452			-0.00084685	-0.00106138	-0.00103849	-0.00095559	-0.00109187	-0.00124875
1.4049	1.12238	1.08509	1.35637	1.14207	1.21494			-0.00104044	-0.00110904	-0.00102577	-0.00109515	-0.00112344	-0.00116531
1.40558	1.12332	1.08509	1.35773	1.14207	1.21535			-0.00118164	-0.00108772	-0.00102172	-0.00112124	-0.00102336	-0.00105587
1.40626	1.12425	1.08509	1.35908	1.14207	1.21577			-0.00108645	-0.00120757	-0.00101954	-0.000980246	-0.00117194	-0.0011319
1.40694	1.12518	1.08509	1.36043	1.14207	1.21619			-0.00112499	-0.000914451	-0.00112201	-0.00109766	-0.00120324	-0.00100829
1.40761	1.12612	1.08509	1.36179	1.14207	1.21661			-0.00124148	-0.000977768	-0.00116879	-0.00123439	-0.00111009	-0.00106532
1.40829	1.12705	1.08509	1.36314	1.14207	1.21702			-0.00123083	-0.00105358	-0.00109604	-0.00105259	-0.00102677	-0.00102583
1.40897	1.12799	1.08509	1.3645	1.14207	1.21744			-0.00113654	-0.00116042	-0.000747659	-0.000976973	-0.0011699	-0.00107914
1.40964	1.12892	1.08509	1.36585	1.14207	1.21786			-0.0012472	-0.000862729	-0.0014807	-0.000969212	-0.00125047	-0.00106453
1.41032	1.12986	1.08509	1.3672	1.14207	1.21827			-0.000991128	-0.00102512	-0.00109871	-0.00108323	-0.00111998	-0.00108194
1.411	1.13079	1.08509	1.36856	1.14207	1.21869			-0.00115428	-0.00114434	-0.000991724	-0.00105489	-0.00107393	-0.00134845
1.41168	1.13173	1.08509	1.36991	1.14207	1.21911			-0.00122046	-0.00097314	-0.00123926	-0.00105305	-0.00109339	-0.00121516
1.41235	1.13269	1.08509	1.37131	1.14207	1.21952			-0.00100524	-0.00126642	-0.000997225	-0.00119635	-0.00109609	-0.00117106
1.41303	1.13382	1.08509	1.37277	1.14207	1.21994			-0.00114185	-0.00113274	-0.0011192	-0.0010947	-0.0011504	-0.000977098
1.41371	1.13497	1.08509	1.37423	1.14207	1.22036			-0.0012884	-0.00119963	-0.00123442	-0.00098805	-0.00118997	-0.000865618
1.41438	1.13611	1.08509	1.37569	1.14207	1.22078			-0.00128815	-0.00115658	-0.00115342	-0.00113168	-0.00110959	-0.00114824
1.41506	1.13726	1.08509	1.37715	1.14207	1.22119			-0.00105263	-0.00122688	-0.00100048	-0.00144939	-0.000946093	-0.0010562
1.41574	1.1384	1.08509	1.37861	1.14207	1.22161			-0.0011563	-0.00110294	-0.00117172	-0.000976306	-0.00136791	-0.00109516
1.41642	1.13955	1.08509	1.38007	1.14207	1.22203			-0.00131001	-0.00109663	-0.00121732	-0.00102713	-0.00113707	-0.00107426
1.41709	1.14069	1.08509	1.38153	1.14207	1.22244			-0.000949166	-0.00113279	-0.00120035	-0.00114051	-0.00123964	-0.00106222
1.41777	1.14183	1.08509	1.38299	1.14207	1.22286			-0.00102681	-0.000998211	-0.00115469	-0.00114914	-0.00114019	-0.00110088
1.41845	1.14298	1.08509	1.38445	1.14207	1.22328			-0.00111228	-0.00123651	-0.00122843	-0.000867394	-0.00114337	-0.00107455
1.41912	1.14412	1.08509	1.3859	1.14207	1.22369			-0.00121115	-0.0010964	-0.0011379	-0.000998433	-0.00109468	-0.00130951
1.4198	1.14527	1.08509	1.38736	1.14207	1.22411			-0.00102647	-0.00116743	-0.0011863	-0.000960095	-0.00117656	-0.00134345
1.42048	1.14641	1.08509	1.38882	1.14207	1.22453			-0.000976464	-0.00118364	-0.000958753	-0.00116683	-0.00117468	-0.00108458
1.42116	1.14756	1.08509	1.39028	1.14207	1.22495			-0.00104972	-0.00122287	-0.00101223	-0.000955006	-0.00128508	-0.00120159
1.42183	1.1487	1.08509	1.39174	1.14207	1.22536			-0.00124312	-0.00112183	-0.00124482	-0.00094676	-0.00104258	-0.00121331
1.42251	1.14985	1.08509	1.3932	1.14207	1.22578			-0.0010552	-0.00104165	-0.00114799	-0.00101779	-0.00105241	-0.000973367
1.42319	1.15099	1.08509	1.39466	1.14207	1.2262			-0.00107585	-0.00091267	-0.00111304	-0.000990057	-0.00120247	-0.000900652
1.42386	1.15213	1.08509	1.39612	1.14207	1.22661			-0.000983072	-0.00122517	-0.00104403	-0.00106833	-0.00110971	-0.00103514
1.42454	1.15328	1.08509	1.39758	1.14207	1.22703			-0.000856156	-0.00126302	-0.00077141	-0.0013047	-0.00113383	-0.00115566
1.42522	1.15442	1.08509	1.39904	1.14207	1.22745			-0.0010525	-0.00113214	-0.00103343	-0.00120713	-0.00132008	-0.00111193
1.42587	1.15557	1.08509	1.4005	1.14207	1.22786			-0.00113391	-0.00111816	-0.000963006	-0.00106567	-0.00115259	-0.000957217
1.42646	1.15671	1.08509	1.40196	1.14207	1.22828			-0.00122853	-0.00103699	-0.00107992	-0.00115808	-0.00117945	-0.0012224
1.42705	1.15786	1.08509	1.40341	1.14207	1.22858			-0.00118023	-0.0011386	-0.00105335	-0.00123049	-0.00107126	-0.00115669
