lap2_5_samp	lap2_6_samp	lap2_7_samp	lap2_8_samp	lap2_9_samp	rp1728	cur2_5_samp	cur2_6_samp	cur2_7_samp	cur2_8_samp	cur2_9_samp	rp3655	lap2_29_samp	lap2_30_samp	lap2_31_samp	lap2_32_samp	lap2_33_samp	cur2_29_samp	cur2_30_samp	cur2_31_samp	cur2_32_samp	cur2_33_samp
6.756	6.65243	5.94553	7.13024	7.65571		-0.000738527	-0.000794473	-0.000954221	-0.000583873	-0.000676725		7.77838	5.6886	5.1103	9.34668	1.51376	0.0994465	-0.000523507	-0.000315351	-0.00041692	-0.00079148
6.75839	6.65243	5.94789	7.13099	7.65571		-0.000568425	-0.000667055	-0.000630487	-0.000660985	-0.00064784		7.7818	5.68971	5.11147	9.34886	1.51605	0.0992465	-0.000468386	-0.000420323	-0.000545047	-0.000624482
6.76079	6.65243	5.95026	7.13174	7.65571		-0.000529638	-0.000575384	-0.000528043	-0.000586609	-0.000484828		7.78523	5.69083	5.11264	9.35103	1.51834	0.0991838	-0.000656447	-0.000613463	-0.00044838	-0.000426869
6.76318	6.65243	5.95263	7.1325	7.65571		-0.000541141	-0.000464401	-0.000649732	-0.000564054	-0.000737896		7.78865	5.69195	5.11382	9.3532	1.52062	0.0991281	-0.00082583	-0.00074569	-0.000558753	-0.000712369
6.76557	6.65243	5.95507	7.13325	7.65571		-0.000703941	-0.000687978	-0.000707384	-0.000575059	-0.000728252		7.79208	5.69306	5.11499	9.35538	1.52282	0.0993702	-0.000499486	-0.000768025	-0.000709547	-0.000805381
6.76797	6.65243	5.95752	7.134	7.65571		-0.000419435	-0.000530637	-0.0003895	-0.000340407	-0.000741923		7.79553	5.69418	5.11616	9.35755	1.52503	0.0991999	-0.000689588	-0.000735816	-0.000541874	-0.000660813
6.77036	6.65243	5.95997	7.13476	7.65571		-0.000478266	-0.000439869	-0.000486841	-0.000563022	-0.000416723		7.79897	5.69529	5.11734	9.35973	1.52723	0.0993255	-0.000661556	-0.000521713	-0.000603862	-0.00077915
6.77284	6.65243	5.96242	7.13551	7.65571		-0.000541765	-0.000429296	-0.000543761	-0.000799664	-0.00065676		7.80241	5.69641	5.11851	9.3619	1.52944	0.0991814	-0.000618525	-0.000713202	-0.000656969	-0.000750712
6.77534	6.65243	5.96487	7.13626	7.65571		-0.0006363	-0.000470211	-0.000569513	-0.00053555	-0.000475858		7.80585	5.69752	5.11968	9.36408	1.53164	0.0990757	-0.000597794	-0.000658104	-0.000614015	-0.000563896
6.77784	6.65243	5.96733	7.13702	7.65571		-0.000805475	-0.00060851	-0.00058745	-0.000393976	-0.000792556		7.8093	5.69864	5.12085	9.36625	1.53385	0.0994868	-0.000683895	-0.000397631	-0.000566056	-0.000617618
6.78034	6.65243	5.96978	7.13777	7.65571		-0.000460006	-0.000504876	-0.000656256	-0.000767871	-0.000532539		7.81274	5.69975	5.12203	9.36843	1.53605	0.0993182	-0.000596486	-0.000662656	-0.000645867	-0.000446519
6.78284	6.65243	5.97223	7.13852	7.65571		-0.000542817	-0.000556554	-0.000732088	-0.000560926	-0.000514011		7.81618	5.70087	5.12331	9.3706	1.53825	0.0993505	-0.000530663	-0.000662487	-0.000623014	-0.000598606
6.78533	6.65243	5.97468	7.13928	7.65571		-0.000719173	-0.000548529	-0.000565849	-0.000669382	-0.000480367		7.81963	5.70199	5.1248	9.37277	1.54046	0.0990662	-0.000706447	-0.00053072	-0.000601655	-0.00063143
6.78783	6.65243	5.97713	7.14003	7.65571		-0.000708545	-0.000771973	-0.000595593	-0.000867013	-0.000737042		7.82309	5.7031	5.12629	9.37495	1.54266	0.0992734	-0.000722455	-0.00043068	-0.000473778	-0.000416909
6.79033	6.65243	5.97958	7.14079	7.65571		-0.000411296	-0.000696439	-0.000706581	-0.000593034	-0.000550909		7.82659	5.70422	5.12777	9.37712	1.54487	0.0993071	-0.000559423	-0.000583799	-0.000672974	-0.000619142
6.79283	6.65243	5.98203	7.14154	7.65571		-0.000552702	-0.000608453	-0.000653275	-0.000558622	-0.000648938		7.83009	5.70533	5.12926	9.3793	1.54707	0.0992356	-0.000577526	-0.000637634	-0.000457654	-0.000625871
6.79533	6.65243	5.98448	7.14229	7.65571		-0.000837305	-0.000816944	-0.00069153	-0.000581878	-0.000779334		7.83359	5.70645	5.13075	9.38146	1.54928	0.0993261	-0.000416067	-0.000488759	-0.000566082	-0.000451487
6.79783	6.65243	5.98692	7.14304	7.65571		-0.000592802	-0.000700866	-0.000481847	-0.000490192	-0.00048732		7.83709	5.70756	5.13224	9.38343	1.55148	0.0992256	-0.000622877	-0.000580852	-0.000558391	-0.000761292
6.80033	6.65243	5.98936	7.1438	7.65571		-0.000357968	-0.000721868	-0.000600453	-0.000493119	-0.000523883		7.84059	5.70871	5.13372	9.38538	1.55369	0.099347	-0.000546538	-0.000737317	-0.000639847	-0.000724391
6.80283	6.65243	5.9918	7.14455	7.65571		-0.000619414	-0.000432715	-0.000374091	-0.000482409	-0.000558615		7.84409	5.70987	5.13521	9.38732	1.5558	0.0991403	-0.000746803	-0.000753936	-0.000516538	-0.000560275
6.80532	6.65243	5.99424	7.14531	7.65571		-0.000522935	-0.000621116	-0.000771889	-0.000533975	-0.000614458		7.84759	5.71103	5.1367	9.38927	1.55784	0.0990829	-0.000528749	-0.000379842	-0.000550962	-0.000739633
6.80782	6.65243	5.99667	7.14606	7.65571		-0.000444892	-0.000799406	-0.000752942	-0.00051904	-0.000635389		7.85109	5.7122	5.13819	9.39122	1.55989	0.099295	-0.000715959	-0.000474017	-0.000445715	-0.000745061
6.81032	6.65243	5.99911	7.14681	7.65571		-0.000680937	-0.00052197	-0.000774886	-0.000403754	-0.00052665		7.85461	5.71336	5.13967	9.39316	1.56193	0.099399	-0.000451693	-0.00058586	-0.000666737	-0.000642793
6.81282	6.65243	6.00155	7.14756	7.65571		-0.00050114	-0.000506407	-0.000739107	-0.00075058	-0.000521203		7.85814	5.71452	5.14116	9.3951	1.56397	0.0990642	-0.000833307	-0.000668504	-0.000675779	-0.000527923
6.81532	6.65243	6.00399	7.14832	7.65571		-0.000597253	-0.000506767	-0.000492888	-0.000693512	-0.000640869		7.86168	5.71569	5.14265	9.39705	1.56602	0.0993262	-0.000773782	-0.000663366	-0.000512543	-0.00058571
6.81782	6.65243	6.00643	7.14907	7.65571		-0.000887769	-0.000573154	-0.000684249	-0.000647552	-0.000791574		7.86522	5.71685	5.14414	9.399	1.56806	0.0992245	-0.000515793	-0.000465406	-0.000614154	-0.000467629
6.82032	6.65243	6.00886	7.14985	7.65571		-0.000399413	-0.000586843	-0.00063416	-0.000593108	-0.000663422		7.86876	5.71802	5.14562	9.40094	1.5701	0.0992509	-0.000738979	-0.000379305	-0.000666103	-0.000798627
6.82281	6.65243	6.0113	7.1507	7.65571		-0.000779149	-0.000546726	-0.000721451	-0.000696451	-0.000670593		7.8723	5.71918	5.14711	9.40289	1.57215	0.0992907	-0.000720559	-0.000672836	-0.000600937	-0.000600192
6.82531	6.65243	6.01374	7.15155	7.65571		-0.000488064	-0.000656282	-0.000643997	-0.000760861	-0.000486381		7.87583	5.72034	5.1486	9.40483	1.57419	0.0993857	-0.000707873	-0.000376616	-0.000632349	-0.000858201
6.82781	6.65243	6.01618	7.1524	7.65571		-0.0007385	-0.000537321	-0.000522968	-0.000748396	-0.00069231		7.87937	5.7215	5.15009	9.40678	1.57623	0.0992099	-0.000645101	-0.000391625	-0.000549509	-0.000651231
6.83031	6.65243	6.01861	7.15325	7.65571		-0.000453293	-0.000636479	-0.000612881	-0.000612397	-0.000625858		7.88291	5.72267	5.15163	9.40872	1.57828	0.0990779	-0.000412548	-0.00093697	-0.000618813	-0.000531045
6.83281	6.65243	6.02104	7.1541	7.65571		-0.00060299	-0.000601055	-0.000635916	-0.000660831	-0.000505055		7.88644	5.72383	5.15331	9.41067	1.58032	0.0991558	-0.000676344	-0.000405144	-0.000679723	-0.000529522
6.8353	6.65243	6.02347	7.15495	7.65571		-0.000746498	-0.00067592	-0.000847282	-0.000482039	-0.000630164		7.88995	5.72499	5.15499	9.41261	1.58236	0.0991906	-0.00065262	-0.000528412	-0.000593003	-0.000614101
6.83776	6.65243	6.02591	7.15579	7.65571		-0.000393525	-0.000515068	-0.000462558	-0.000647368	-0.00065522		7.89346	5.72616	5.15667	9.41456	1.58441	0.0991997	-0.00075373	-0.000585954	-0.000641428	-0.000571687
6.84021	6.65243	6.02834	7.15664	7.65571		-0.000570318	-0.000316854	-0.00064896	-0.000687903	-0.000691928		7.89697	5.72732	5.15835	9.41649	1.58645	0.0992757	-0.00052356	-0.000434753	-0.000738098	-0.000692074
6.84266	6.65243	6.03077	7.15749	7.65571		-0.000573731	-0.000504517	-0.000405914	-0.000669104	-0.000481677		7.90048	5.72849	5.16003	9.41829	1.58849	0.0992787	-0.000647885	-0.00070456	-0.000647261	-0.000602165
6.84511	6.65243	6.0332	7.15834	7.65571		-0.000835989	-0.000746507	-0.000717951	-0.00043173	-0.000447058		7.90399	5.72965	5.16171	9.42008	1.5905	0.0993184	-0.000549718	-0.000752394	-0.000332002	-0.000662329
6.84756	6.65243	6.03563	7.15919	7.65571		-0.00052741	-0.000565993	-0.000531123	-0.000660772	-0.000615403		7.9075	5.73081	5.16338	9.42188	1.59233	0.0994009	-0.000467757	-0.000654899	-0.000763187	-0.000714339
6.85001	6.65243	6.03806	7.16004	7.65571		-0.000619779	-0.000724444	-0.000717745	-0.000797642	-0.000667063		7.91101	5.73198	5.16506	9.42367	1.59417	0.0992972	-0.000564181	-0.000590651	-0.000481686	-0.000459081
6.85246	6.65243	6.0405	7.16089	7.65571		-0.000563708	-0.000587427	-0.000477751	-0.00061664	-0.000500727		7.91452	5.73314	5.16674	9.42546	1.59601	0.0991894	-0.000516093	-0.00068568	-0.000813779	-0.000620049
6.85492	6.65243	6.04293	7.16174	7.65571		-0.000663628	-0.000698375	-0.000616615	-0.000743891	-0.000640989		7.91803	5.7343	5.16842	9.42725	1.59784	0.0993816	-0.000513203	-0.000401308	-0.000666588	-0.000582302
6.85737	6.65243	6.04536	7.16258	7.65571		-0.000636478	-0.000609325	-0.000418177	-0.000645572	-0.000566605		7.92152	5.73547	5.1701	9.42905	1.59968	0.0994106	-0.000377694	-0.000587046	-0.000561877	-0.000602651
6.85982	6.65243	6.04779	7.16343	7.65571		-0.000684952	-0.000591969	-0.000593699	-0.000595891	-0.000621854		7.92501	5.73663	5.17178	9.43084	1.60152	0.0993337	-0.000614065	-0.000689839	-0.00072604	-0.000493121
6.86227	6.65243	6.05024	7.16428	7.65571		-0.000710674	-0.000520268	-0.000591019	-0.000358929	-0.0005804		7.9285	5.73779	5.17345	9.43263	1.60335	0.0992972	-0.00054576	-0.000742358	-0.000643758	-0.000444229
6.86472	6.65243	6.05269	7.16513	7.65571		-0.000644702	-0.000478159	-0.00050065	-0.000633099	-0.000832187		7.93199	5.73896	5.17513	9.43443	1.60519	0.0992964	-0.000553092	-0.00043979	-0.000662067	-0.000682304
6.86717	6.65243	6.05514	7.16598	7.65571		-0.000650371	-0.000753168	-0.000613073	-0.000618164	-0.000574314		7.93548	5.74012	5.17681	9.43622	1.60702	0.099318	-0.000412145	-0.000424924	-0.00067904	-0.000755077
6.86958	6.65243	6.05759	7.16683	7.65571		-0.000698382	-0.000609416	-0.000686162	-0.000753228	-0.000615787		7.93897	5.74129	5.17849	9.43801	1.60886	0.0992445	-0.000391506	-0.000629944	-0.000556618	-0.000662124
6.87198	6.65243	6.06004	7.16768	7.65571		-0.000510041	-0.000558691	-0.000719402	-0.000728628	-0.000585442		7.94246	5.74245	5.18017	9.43981	1.6107	0.0992298	-0.000658583	-0.000746175	-0.000581667	-0.000482367
6.87437	6.65243	6.06249	7.16853	7.65571		-0.000640115	-0.000828956	-0.000390374	-0.000525298	-0.00072669		7.94595	5.74361	5.18186	9.4416	1.61253	0.099391	-0.000591284	-0.000379679	-0.000785768	-0.000706063
6.87676	6.65243	6.06494	7.16937	7.65571		-0.000645712	-0.000597949	-0.000782787	-0.000592567	-0.000717622		7.94944	5.74477	5.18363	9.44339	1.61437	0.0992265	-0.000541953	-0.000365347	-0.000531562	-0.00049491
6.87916	6.65243	6.06739	7.17022	7.65571		-0.000562282	-0.000567251	-0.000606226	-0.000565996	-0.000450619		7.95288	5.7459	5.18539	9.44518	1.6162	0.099236	-0.000568973	-0.00072938	-0.000404924	-0.000598876
6.88155	6.65243	6.06984	7.17107	7.65571		-0.000638947	-0.000598863	-0.000773318	-0.000620752	-0.000420126		7.95632	5.74689	5.18716	9.44698	1.61804	0.0992532	-0.000447686	-0.000433235	-0.00045596	-0.000556547
6.88395	6.65243	6.0723	7.17192	7.65571		-0.000576054	-0.000674321	-0.000595739	-0.000682901	-0.00049773		7.95975	5.74788	5.18892	9.44877	1.61988	0.0993419	-0.000443307	-0.000437951	-0.000424499	-0.000412544
6.88634	6.65243	6.07475	7.17277	7.65571		-0.000872068	-0.000876408	-0.000626966	-0.000602769	-0.00061397		7.96318	5.74887	5.19069	9.45056	1.62171	0.09942	-0.000580401	-0.000712452	-0.000525966	-0.000528381
6.88873	6.65243	6.0772	7.17362	7.65571		-0.000872507	-0.000668112	-0.000710682	-0.000657924	-0.000602603		7.96662	5.74985	5.19245	9.45228	1.62355	0.0993467	-0.000477724	-0.000318478	-0.000413643	-0.00051678
6.89113	6.65243	6.07965	7.17447	7.65571		-0.000547731	-0.000523653	-0.00059285	-0.000626899	-0.000697652		7.97005	5.75084	5.19421	9.4539	1.62539	0.0993744	-0.000530623	-0.000577111	-0.000712314	-0.000537981
6.89352	6.65243	6.08218	7.17532	7.65571		-0.0005934	-0.000515567	-0.000549309	-0.000391949	-0.000465986		7.97348	5.75182	5.19598	9.45552	1.62709	0.0993809	-0.000713207	-0.000685503	-0.000545486	-0.000792722
6.89591	6.65243	6.0847	7.17616	7.65571		-0.000572956	-0.000442299	-0.000606658	-0.000850591	-0.000587129		7.97692	5.75281	5.19774	9.45714	1.62873	0.0991953	-0.00034981	-0.000624819	-0.000756809	-0.000627841
6.89831	6.65243	6.08723	7.17701	7.65571		-0.000589179	-0.000829266	-0.000530776	-0.00061919	-0.000749442		7.98035	5.75379	5.19951	9.45876	1.63037	0.0991818	-0.000583386	-0.00062118	-0.000587679	-0.00071634
6.9007	6.65243	6.08976	7.17787	7.65571		-0.000673693	-0.00066983	-0.00070614	-0.000572437	-0.000820182		7.98376	5.75478	5.20127	9.46038	1.632	0.0990053	-0.000610845	-0.000512115	-0.000742937	-0.000673801
6.9031	6.65243	6.09228	7.17882	7.65571		-0.000676162	-0.000743516	-0.000638505	-0.000616967	-0.000700908		7.98709	5.75577	5.20304	9.46201	1.63364	0.0993445	-0.000743753	-0.000566412	-0.000491847	-0.000612998
6.90549	6.65243	6.09481	7.17978	7.65571		-0.000660137	-0.000660975	-0.000441471	-0.00047279	-0.000670568		7.99042	5.75675	5.2048	9.46363	1.63528	0.0991666	-0.000743067	-0.000567381	-0.000540911	-0.000636718
6.90788	6.65243	6.09734	7.18075	7.65571		-0.00044986	-0.000592325	-0.000620767	-0.000631448	-0.000749504		7.99375	5.75774	5.20656	9.46525	1.63692	0.099123	-0.000387013	-0.000582737	-0.000670294	-0.000633193
6.91028	6.65243	6.09987	7.18171	7.65571		-0.000623091	-0.000659791	-0.000933998	-0.000556465	-0.000634131		7.99708	5.75872	5.20833	9.46687	1.63856	0.0994426	-0.00051487	-0.000362065	-0.000625297	-0.000583716
6.91267	6.65243	6.10239	7.18267	7.65571		-0.000827397	-0.000507072	-0.000446417	-0.00062824	-0.000713601		8.00041	5.75971	5.21009	9.46849	1.64019	0.0992968	-0.00065801	-0.000642624	-0.000649164	-0.000702895
6.91506	6.65243	6.10492	7.18364	7.65571		-0.000847527	-0.000551488	-0.000711477	-0.000526438	-0.000427718		8.00375	5.7607	5.21186	9.47011	1.64183	0.099354	-0.000432659	-0.000629052	-0.000584953	-0.000646772
6.91746	6.65243	6.10745	7.1846	7.65571		-0.000759172	-0.000783141	-0.000548182	-0.000668387	-0.000370185		8.00708	5.76168	5.21362	9.47173	1.64347	0.0992455	-0.000718698	-0.000540873	-0.000564154	-0.000528561
6.91985	6.65243	6.10997	7.18556	7.65571		-0.000588319	-0.000746911	-0.000717264	-0.000582952	-0.000539384		8.01042	5.76267	5.2154	9.47336	1.64511	0.0991197	-0.000604885	-0.000510687	-0.000501078	-0.000588639
6.92225	6.65243	6.1125	7.18653	7.65571		-0.000549799	-0.000470474	-0.000746037	-0.00048071	-0.000588045		8.01376	5.76366	5.21717	9.47498	1.64675	0.0994073	-0.000710635	-0.000519329	-0.000477626	-0.000583946
6.92464	6.65243	6.11499	7.18749	7.65571		-0.000777395	-0.000577175	-0.000627775	-0.000785264	-0.000550738		8.01707	5.76464	5.21895	9.4766	1.64838	0.0992007	-0.000736388	-0.000723865	-0.000580619	-0.000763947
6.92703	6.65243	6.11749	7.18845	7.65571		-0.000559127	-0.000795142	-0.000596361	-0.000685062	-0.000602478		8.02035	5.76563	5.22072	9.47822	1.65002	0.0991929	-0.000533192	-0.000584547	-0.000558254	-0.000656991
6.92943	6.65243	6.11999	7.18941	7.65571		-0.000663154	-0.000738545	-0.000537215	-0.000699611	-0.000457797		8.02363	5.76662	5.22249	9.47984	1.65166	0.0990461	-0.000495865	-0.000463685	-0.000616413	-0.000359817
6.93182	6.65243	6.12249	7.19038	7.65571		-0.000501152	-0.000679571	-0.000578627	-0.000459842	-0.000503593		8.02691	5.7676	5.22427	9.48146	1.6533	0.0991771	-0.000531289	-0.000693766	-0.000607048	-0.000723716
6.93418	6.65243	6.12499	7.19134	7.65571		-0.000503142	-0.000573501	-0.000452913	-0.000716069	-0.000556776		8.03019	5.76859	5.22604	9.48308	1.65494	0.0993772	-0.000496008	-0.00078149	-0.000619461	-0.00043446
6.93654	6.65243	6.12749	7.1923	7.65571		-0.000599907	-0.000460136	-0.000496758	-0.000496327	-0.000576428		8.03347	5.76958	5.22781	9.4847	1.65657	0.0992658	-0.000545047	-0.000670025	-0.00071993	-0.000377969
6.9389	6.65243	6.12999	7.19327	7.65571		-0.000573591	-0.000623128	-0.000769759	-0.000698432	-0.000469669		8.03675	5.77056	5.22959	9.48633	1.65821	0.0990642	-0.00058133	-0.000803663	-0.000780579	-0.00059917
6.94125	6.65243	6.13248	7.19423	7.65571		-0.000653793	-0.000589263	-0.000651436	-0.000732085	-0.000518016		8.04004	5.77155	5.23136	9.48788	1.65985	0.0991758	-0.000669015	-0.000726707	-0.000721416	-0.00058311
6.94361	6.65243	6.13498	7.19519	7.65571		-0.000382495	-0.00070307	-0.000652397	-0.00045236	-0.000685379		8.04331	5.77254	5.23314	9.48933	1.66149	0.0993524	-0.000697206	-0.000672855	-0.000568381	-0.000808093
6.94596	6.65243	6.13748	7.19616	7.65571		-0.000688355	-0.000527481	-0.000754147	-0.000739185	-0.000545459		8.0466	5.77352	5.23491	9.49078	1.66312	0.0993112	-0.000768719	-0.000493617	-0.000543727	-0.000510115
6.94832	6.65243	6.13998	7.19712	7.65571		-0.000593609	-0.000612844	-0.000495767	-0.000638807	-0.000425662		8.04985	5.77451	5.23668	9.49223	1.66468	0.0993252	-0.000756988	-0.000564635	-0.000579639	-0.000374167
6.95067	6.65243	6.14248	7.19808	7.65571		-0.000445668	-0.00048225	-0.000462415	-0.000459181	-0.000628779		8.05309	5.77549	5.23846	9.49368	1.66604	0.0992711	-0.000904712	-0.00050228	-0.0006452	-0.000423462
6.95303	6.65243	6.14498	7.19905	7.65571		-0.000856589	-0.000768037	-0.000650508	-0.000628335	-0.000771639		8.05634	5.77648	5.24023	9.49513	1.66741	0.0993599	-0.000668755	-0.000464462	-0.000610653	-0.000806516
6.95539	6.65243	6.14748	7.20001	7.65571		-0.000762867	-0.000623823	-0.000613552	-0.000741956	-0.000643698		8.05958	5.77746	5.242	9.49658	1.66878	0.099258	-0.000452388	-0.000623122	-0.000649224	-0.000440826
6.95774	6.65243	6.14997	7.20097	7.65571		-0.000815215	-0.000584202	-0.000442862	-0.00057844	-0.000584116		8.06282	5.77845	5.24378	9.49803	1.67015	0.099187	-0.000519012	-0.000465366	-0.000545808	-0.0004709
6.9601	6.65243	6.15247	7.20193	7.65571		-0.00045142	-0.000782529	-0.00052442	-0.000559252	-0.000694425		8.06606	5.77943	5.24556	9.49948	1.67152	0.099272	-0.000444408	-0.000519604	-0.000805928	-0.000759655
6.96245	6.65243	6.15497	7.2029	7.65571		-0.000763848	-0.000540366	-0.000454561	-0.000571875	-0.000599782		8.06931	5.78042	5.24735	9.50093	1.67289	0.099218	-0.000624219	-0.000453366	-0.000629773	-0.000701738
6.96481	6.65243	6.15747	7.20386	7.65571		-0.000469982	-0.000587421	-0.000384939	-0.000391907	-0.000636992		8.07255	5.78141	5.24915	9.50238	1.67426	0.0993152	-0.000647798	-0.000665236	-0.000709541	-0.000475144
6.96711	6.65243	6.15997	7.20482	7.65571		-0.00076	-0.000521427	-0.000789363	-0.000615588	-0.000558216		8.07579	5.78239	5.25094	9.50383	1.67562	0.0992256	-0.000592886	-0.000553521	-0.000554825	-0.000720936
6.96938	6.65243	6.16247	7.20579	7.65571		-0.000757253	-0.000664044	-0.000532326	-0.000666338	-0.000793574		8.07904	5.78338	5.25273	9.50528	1.67699	0.0992437	-0.000467085	-0.000675783	-0.000768935	-0.000439745
6.97166	6.65243	6.16497	7.20675	7.65571		-0.000687427	-0.000643859	-0.000310272	-0.000639639	-0.000623838		8.08236	5.78437	5.25452	9.50673	1.67836	0.0993226	-0.00055057	-0.000638506	-0.000571672	-0.000728891
6.97394	6.65243	6.16747	7.20771	7.65571		-0.000846185	-0.000585145	-0.000813679	-0.000639508	-0.000540716		8.08568	5.78535	5.25632	9.50818	1.67973	0.0992975	-0.000611458	-0.000643977	-0.000646219	-0.000668345
6.97622	6.65243	6.16996	7.20868	7.65571		-0.000789647	-0.000564126	-0.000657706	-0.000631892	-0.000417262		8.08899	5.78634	5.25811	9.50963	1.6811	0.0991098	-0.000697581	-0.000622505	-0.000721851	-0.000630282
6.9785	6.65243	6.17246	7.20964	7.65571		-0.000642308	-0.000581233	-0.000572205	-0.000644126	-0.000504064		8.09231	5.78732	5.2599	9.51108	1.68247	0.0991501	-0.000556814	-0.000769065	-0.000652953	-0.000695858
6.98078	6.65243	6.17496	7.2106	7.65571		-0.000808186	-0.000766741	-0.000601047	-0.000505125	-0.000694651		8.09563	5.78831	5.2617	9.51253	1.68384	0.0992536	-0.000780261	-0.000623659	-0.000640502	-0.000755385
6.98306	6.65243	6.17746	7.21154	7.65571		-0.000593324	-0.000602008	-0.00064444	-0.000591155	-0.0007044		8.09895	5.7893	5.26349	9.51398	1.6852	0.0993044	-0.000561541	-0.000830117	-0.000556002	-0.000709425
6.98534	6.65243	6.17996	7.21249	7.65571		-0.000502551	-0.000555579	-0.000559113	-0.000616765	-0.000666891		8.10227	5.79028	5.26528	9.51543	1.68657	0.0990318	-0.000724981	-0.000551358	-0.000237762	-0.000676176
6.98762	6.65243	6.18246	7.21343	7.65571		-0.000871802	-0.000652658	-0.000499765	-0.000763911	-0.00061778		8.10559	5.79127	5.26708	9.51688	1.68794	0.0992027	-0.000584189	-0.000665678	-0.000782489	-0.000521368
6.9899	6.65243	6.18496	7.21438	7.65571		-0.0007618	-0.000779863	-0.000635276	-0.000743221	-0.000831508		8.10891	5.79225	5.26887	9.51832	1.68931	0.0993042	-0.000807002	-0.000357969	-0.000716685	-0.000308305
6.99218	6.65243	6.18746	7.21532	7.65571		-0.000585503	-0.000330131	-0.000834698	-0.000542212	-0.000417531		8.11226	5.79324	5.27066	9.51977	1.69068	0.0995839	-0.000620184	-0.00070109	-0.000694022	-0.000602918
6.99446	6.65243	6.18995	7.21626	7.65571		-0.000646546	-0.000609681	-0.000706552	-0.000719314	-0.000668014		8.11564	5.79423	5.27245	9.52122	1.69205	0.0991536	-0.000510648	-0.000629748	-0.000602909	-0.000561611
6.99674	6.65243	6.19245	7.21721	7.65571		-0.000635267	-0.000615157	-0.00045403	-0.000716743	-0.000617622		8.11901	5.79521	5.27425	9.52267	1.69341	0.0991126	-0.000725957	-0.000490442	-0.000580932	-0.000797168
6.99901	6.65243	6.19495	7.21815	7.65571		-0.000565786	-0.000679569	-0.000462205	-0.000629488	-0.000609109		8.12239	5.7962	5.27604	9.52412	1.69478	0.0993501	-0.000640115	-0.000472131	-0.000450451	-0.000650239
7.00118	6.65243	6.19745	7.2191	7.65571		-0.000505255	-0.00058218	-0.000668994	-0.000496532	-0.000450662		8.12576	5.79719	5.27783	9.52547	1.69615	0.0992277	-0.000716574	-0.000712143	-0.000684236	-0.000773732
7.00331	6.65243	6.19995	7.22004	7.65571		-0.000780309	-0.000608775	-0.000375514	-0.000362842	-0.000632026		8.12914	5.79817	5.27963	9.52671	1.69752	0.0993207	-0.000544844	-0.000544462	-0.000535726	-0.000675222
7.00543	6.65243	6.20245	7.22098	7.65571		-0.000404534	-0.000532398	-0.000676006	-0.000663556	-0.000725891		8.13251	5.79916	5.2814	9.52795	1.69889	0.0994053	-0.000575543	-0.00065289	-0.000514933	-0.000576096
7.00756	6.65243	6.20495	7.22193	7.65571		-0.000575446	-0.00064227	-0.000606997	-0.000714803	-0.00053187		8.13589	5.80015	5.28298	9.52919	1.70018	0.0991516	-0.000478022	-0.000481577	-0.000816088	-0.000550154
7.00969	6.65243	6.20745	7.22287	7.65571		-0.000458312	-0.000760842	-0.000403966	-0.000620999	-0.000508265		8.13927	5.80113	5.28456	9.53043	1.70142	0.0994024	-0.000694974	-0.000697634	-0.000598114	-0.000543475
7.01181	6.65243	6.20997	7.22382	7.65571		-0.000554689	-0.000376968	-0.000554574	-0.000480141	-0.00049333		8.14265	5.80212	5.28613	9.53167	1.70266	0.0992425	-0.000595517	-0.000816792	-0.000793514	-0.000590121
7.01394	6.65243	6.2125	7.22476	7.65571		-0.000537905	-0.000635167	-0.00067778	-0.000560759	-0.000533681		8.14606	5.8031	5.2877	9.53291	1.70391	0.0990601	-0.000616184	-0.000510257	-0.000604879	-0.00071226
7.01607	6.65243	6.21503	7.22571	7.65571		-0.000674746	-0.000575146	-0.000576577	-0.000547171	-0.000565503		8.14948	5.80409	5.28928	9.53415	1.70515	0.099275	-0.000546259	-0.000653127	-0.000596253	-0.000562002
7.0182	6.65243	6.21755	7.22665	7.65571		-0.000735008	-0.000485073	-0.000665584	-0.000563989	-0.000378078		8.15289	5.80508	5.29085	9.53539	1.70639	0.0993408	-0.000487634	-0.000434845	-0.000557697	-0.000748715
7.02032	6.65243	6.22008	7.22759	7.65571		-0.000638593	-0.000623517	-0.000592594	-0.000565261	-0.00067619		8.15631	5.80606	5.29242	9.53663	1.70763	0.0991895	-0.000490204	-0.000659355	-0.000526322	-0.000681257
7.02245	6.65243	6.22261	7.22854	7.65571		-0.000915018	-0.000485271	-0.000704927	-0.000635114	-0.000538081		8.15972	5.80705	5.294	9.53787	1.70888	0.099092	-0.000529622	-0.000623883	-0.000634464	-0.000506309
7.02458	6.65243	6.22514	7.22948	7.65571		-0.000543008	-0.000592252	-0.000809889	-0.00058159	-0.000682265		8.16314	5.80803	5.29557	9.53911	1.71012	0.099269	-0.000685311	-0.000821373	-0.000511448	-0.000484318
7.0267	6.65243	6.22766	7.23043	7.65571		-0.00043356	-0.000756646	-0.000513059	-0.000488231	-0.000616451		8.16655	5.80902	5.29714	9.54035	1.71136	0.0992222	-0.000489367	-0.000617191	-0.000586713	-0.000636232
7.02883	6.65243	6.23019	7.23137	7.65571		-0.00072833	-0.000610539	-0.000751312	-0.000540636	-0.000461215		8.16996	5.81	5.29872	9.54159	1.7126	0.0991781	-0.000651985	-0.000409134	-0.000753106	-0.000490528
