lap2_17_samp	lap2_18_samp	lap2_19_samp	lap2_20_samp	lap2_21_samp	lap2_22_samp	lap2_23_samp	cur2_17_samp	cur2_18_samp	cur2_19_samp	cur2_20_samp	cur2_21_samp	cur2_22_samp	cur2_23_samp	rp24332
1.33326	0.905468	1.10397	1.47087	1.87001	1.35622	1.78213	-0.000749854	-0.000542932	-0.000793004	-0.000927109	-0.00088951	-0.000670755	-0.000732615	
1.33373	0.905468	1.10397	1.47087	1.87001	1.35622	1.78293	-0.000478795	-0.000841007	-0.000741009	-0.000725709	-0.000633516	-0.000483597	-0.000798708	
1.3342	0.905468	1.10397	1.47087	1.87001	1.35622	1.78374	-0.000765197	-0.00050691	-0.000557461	-0.000514171	-0.000598251	-0.000735262	-0.000830081	
1.33467	0.905468	1.10397	1.47087	1.87001	1.35622	1.78454	-0.000827848	-0.000861335	-0.000337847	-0.000765082	-0.000571239	-0.000852902	-0.000514978	
1.33514	0.905468	1.10397	1.47087	1.87001	1.35622	1.78535	-0.000496613	-0.000712957	-0.000573856	-0.000252229	-0.000876726	-0.000825229	-0.000371113	
1.33561	0.905469	1.10397	1.47087	1.87001	1.35622	1.78616	-0.000600385	-0.000716905	-0.000490607	-0.000623123	-0.000662388	-0.000369646	-0.000820335	
1.33608	0.905469	1.10397	1.47087	1.87001	1.35622	1.78696	-0.000693751	-0.000671259	-0.000413317	-0.000506428	-0.000764099	-0.000410926	-0.00060787	
1.33655	0.90547	1.10397	1.47104	1.87001	1.35622	1.78777	-0.00069169	-0.000647134	-0.000395013	-0.0005304	-0.000720806	-0.000553299	-0.000519228	
1.33702	0.90547	1.10397	1.4714	1.87001	1.35622	1.78857	-0.000610019	-0.000844099	-0.00083045	-0.000534328	-0.000679823	-0.000504764	-0.000766776	
1.33749	0.90547	1.10397	1.47176	1.87001	1.35622	1.78938	-0.000872733	-0.000730474	-0.000503228	-0.000469652	-0.000726671	-0.000770055	-0.000435978	
1.33796	0.905471	1.10397	1.47212	1.87001	1.35622	1.79018	-0.000585067	-0.000882309	-0.000599157	-0.000381555	-0.000605811	-0.000557035	-0.000622937	
1.33843	0.905471	1.10397	1.47248	1.87001	1.35622	1.79095	-0.000713318	-0.000603826	-0.000670752	-0.000312927	-0.000451178	-0.000637805	-0.000470651	
1.3389	0.905471	1.10397	1.47284	1.87001	1.35622	1.79155	-0.000714262	-0.000761431	-0.000576574	-0.000778495	-0.000418382	-0.000374992	-0.000385723	
1.33937	0.905471	1.10397	1.4732	1.87001	1.35622	1.79216	-0.000944089	-0.000533929	-0.000860272	-0.000568949	-0.00107799	-0.000728153	-0.000677357	
1.33984	0.905472	1.10397	1.47356	1.87001	1.35622	1.79276	-0.000860889	-0.000507626	-0.000588128	-0.000642816	-0.00050717	-0.000777857	-0.000336497	
1.34031	0.905472	1.10397	1.47392	1.87001	1.35622	1.79336	-0.000533438	-0.000554512	-0.000352236	-0.000763462	-0.00083123	-0.00026489	-0.000703736	
1.34078	0.905472	1.10397	1.47428	1.87001	1.35622	1.79396	-0.000871641	-0.000733242	-0.000622763	-0.000875096	-0.000724244	-0.000716973	-0.000463903	
1.34125	0.905472	1.10397	1.47464	1.87001	1.35622	1.79456	-0.00055605	-0.000342338	-0.000857104	-0.000631653	-0.000457953	-0.000711536	-0.000752215	
1.34172	0.905472	1.10397	1.475	1.87001	1.35622	1.79516	-0.000784863	-0.000397146	-0.000302012	-0.000645174	-0.000811274	-0.000567006	-0.000993834	
1.34219	0.905473	1.10397	1.47536	1.87001	1.35622	1.79576	-0.000680957	-0.00105525	-0.00055631	-0.00077287	-0.000763861	-0.000788387	-0.000705347	
1.34266	0.905473	1.10397	1.47572	1.87001	1.35622	1.79636	-0.000786742	-0.000362251	-0.00078794	-0.000640809	-0.000638055	-0.000512051	-0.00091337	
1.34313	0.905473	1.10397	1.47608	1.87001	1.35622	1.79696	-0.000627385	-0.000729816	-0.000651223	-0.000563623	-0.000472782	-0.000745669	-0.000444977	
1.3436	0.905473	1.10397	1.47644	1.87001	1.35622	1.79756	-0.000603197	-0.000614149	-0.000771849	-0.000300749	-0.00070243	-0.000734893	-0.000737871	
1.34407	0.905473	1.10397	1.4768	1.87001	1.35622	1.79816	-0.000601367	-0.000696486	-0.0002935	-0.000519013	-0.00101954	-0.000413358	-0.00048185	
1.34453	0.905474	1.10397	1.47716	1.87001	1.35622	1.79876	-0.000498999	-0.000797785	-0.000454308	-0.000675913	-0.000558477	-0.000790329	-0.00045607	
1.345	0.905474	1.10397	1.47752	1.87001	1.35622	1.79936	-0.000796581	-0.000741558	-0.000709901	-0.000844813	-0.000712593	-0.000913862	-0.000763975	
1.34547	0.905474	1.10397	1.47788	1.87001	1.35622	1.79997	-0.000606086	-0.000203983	-0.000719306	-0.000888444	-0.000794712	-0.000545503	-0.000537641	
1.34594	0.905474	1.10397	1.47824	1.87001	1.35622	1.80057	-0.000627301	-0.000732559	-0.00075842	-0.000618589	-0.000595667	-0.000475995	-0.000559441	
1.34641	0.905474	1.10397	1.4786	1.87001	1.35622	1.80117	-0.0007802	-0.00075068	-0.000592315	-0.000585506	-0.000427597	-0.000707381	-0.00098491	
1.34688	0.905475	1.10397	1.47896	1.87001	1.35622	1.80177	-0.000631443	-0.000781735	-0.000431361	-0.000812938	-0.000744738	-0.000666548	-0.000794653	
1.34735	0.905475	1.10397	1.47932	1.87001	1.35622	1.80237	-0.000729539	-0.000601744	-0.000849073	-0.000760331	-0.000841111	-0.000604928	-0.000620992	
1.34782	0.905475	1.10397	1.47968	1.87001	1.35622	1.80297	-0.00090847	-0.000939534	-0.000610148	-0.000770041	-0.000728755	-0.000900489	-0.000475806	
1.34829	0.905476	1.10397	1.48004	1.87001	1.35622	1.80357	-0.000499427	-0.000841737	-0.000921133	-0.000483891	-0.00061782	-0.000469461	-0.000648135	
1.34876	0.905476	1.10397	1.4804	1.87001	1.35622	1.80417	-0.00112924	-0.000935186	-0.000725723	-0.000523702	-0.00055836	-0.000837267	-0.000725546	
1.34923	0.905476	1.10397	1.48076	1.87001	1.35622	1.80477	-0.000513324	-0.000584365	-0.00049206	-0.000984497	-0.000511019	-0.000859363	-0.000823636	
1.3497	0.905476	1.10397	1.48112	1.87001	1.35622	1.80537	-0.000652461	-0.000829025	-0.000412541	-0.000840508	-0.000602834	-0.000617269	-0.000630578	
1.35017	0.905477	1.10397	1.48148	1.87001	1.35622	1.80597	-0.00062419	-0.000763794	-0.000637332	-0.000470787	-0.000633813	-0.000837798	-0.0004373	
1.35064	0.905477	1.10397	1.48184	1.87001	1.35622	1.80657	-0.000665054	-0.000868885	-0.00100509	-0.000648974	-0.000722772	-0.000651558	-0.000718438	
1.35111	0.905477	1.10397	1.4822	1.87001	1.35622	1.80718	-0.000355628	-0.0005349	-0.000788043	-0.000464829	-0.000463271	-0.00100974	-0.000529556	
1.35158	0.905478	1.10397	1.48255	1.87001	1.35622	1.80778	-0.000390696	-0.000309609	-0.000521108	-0.000581255	-0.000521245	-0.000877483	-0.000814782	
1.35205	0.905478	1.10397	1.48291	1.87001	1.35622	1.80838	-0.000914005	-0.000910535	-0.000891136	-0.00107549	-0.00060374	-0.000388178	-0.000352856	
1.35252	0.905478	1.10397	1.48327	1.87001	1.35622	1.80898	-0.000981109	-0.000577586	-0.000514678	-0.000868486	-0.000653855	-0.000696182	-0.000518056	
1.35299	0.905479	1.10397	1.48363	1.87001	1.35622	1.80958	-0.00051672	-0.00050492	-0.00082054	-0.000780538	-0.000737492	-0.000861454	-0.00095439	
1.35346	0.905479	1.10397	1.48399	1.87001	1.35622	1.81018	-0.000658988	-0.000872832	-0.000700691	-0.000753623	-0.000973364	-0.000687523	-0.000686728	
1.35393	0.905479	1.10397	1.48435	1.87001	1.35622	1.81078	-0.000666253	-0.000451471	-0.00058291	-0.000466759	-0.000808094	-0.000564563	-0.000438623	
1.3544	0.90548	1.10397	1.48471	1.87001	1.35622	1.81138	-0.000491333	-0.000947952	-0.000594922	-0.000849015	-0.000613802	-0.000495431	-0.000909802	
1.35487	0.90548	1.10397	1.48507	1.87001	1.35622	1.81198	-0.000625575	-0.000569808	-0.00047043	-0.000624834	-0.000428452	-0.000762532	-0.000789204	
1.35534	0.90548	1.10397	1.48543	1.87001	1.35622	1.81258	-0.00092844	-0.000697811	-0.000876807	-0.00045798	-0.000518047	-0.00072015	-0.000702327	
1.35581	0.90548	1.10397	1.48579	1.87001	1.35622	1.81318	-0.000660246	-0.000891756	-0.00093602	-0.000359765	-0.00080108	-0.000601248	-0.000585025	
1.35628	0.905481	1.10397	1.48615	1.87001	1.35622	1.81378	-0.000673828	-0.000528693	-0.000681906	-0.000576668	-0.000466853	-0.000599518	-0.000666726	
1.35675	0.905481	1.10397	1.48651	1.87001	1.35622	1.81438	-0.000894902	-0.00079734	-0.000303404	-0.000610754	-0.000231664	-0.000870116	-0.000452984	
1.35722	0.905481	1.10397	1.48687	1.87001	1.35622	1.81499	-0.00081227	-0.000781275	-0.000358686	-0.000605554	-0.000482416	-0.000622279	-0.000567989	
1.35769	0.905482	1.10397	1.48723	1.87001	1.35622	1.81559	-0.000607463	-0.000797113	-0.000754563	-0.000514008	-0.000651268	-0.000789746	-0.000708677	
1.35816	0.905482	1.10397	1.48759	1.87001	1.35622	1.81619	-0.00088871	-0.000838016	-0.00101155	-0.00069868	-0.000537662	-0.000949066	-0.000465315	
1.35863	0.905482	1.10397	1.48795	1.87001	1.35622	1.81679	-0.000709092	-0.000370277	-0.000369027	-0.000917364	-0.000599709	-0.000598507	-0.00088295	
1.3591	0.905482	1.10397	1.48831	1.87001	1.35622	1.81739	-0.000982208	-0.00042131	-0.000658031	-0.000931542	-0.00056871	-0.000877218	-0.00085855	
1.35957	0.905482	1.10397	1.48867	1.87001	1.35622	1.81799	-0.000350046	-0.000593761	-0.000648445	-0.000604026	-0.000539317	-0.000911015	-0.000647575	
1.36003	0.905483	1.10397	1.48903	1.87001	1.35622	1.81859	-0.00057629	-0.000359668	-0.000735345	-0.000728162	-0.000506606	-0.0010232	-0.000885761	
1.3605	0.905483	1.10397	1.48939	1.87001	1.35622	1.81919	-0.000852081	-0.000566937	-0.000603292	-0.000583755	-0.000990279	-0.000501622	-0.000672672	
1.36097	0.905483	1.10397	1.48975	1.87001	1.35622	1.81979	-0.000673581	-0.000395717	-0.000933313	-0.000618075	-0.00096291	-0.00074104	-0.00053206	
1.36144	0.905483	1.10397	1.49011	1.87001	1.35622	1.82039	-0.000420358	-0.000724043	-0.000813556	-0.000709901	-0.000532132	-0.000854385	-0.000566091	
1.36191	0.905484	1.10397	1.49047	1.87001	1.35622	1.82099	-0.000674773	-0.000488446	-0.000495143	-0.000665062	-0.000269666	-0.000634104	-0.000585632	
1.36238	0.905484	1.10397	1.49083	1.87001	1.35622	1.82159	-0.000727389	-0.000463614	-0.000945274	-0.000806532	-0.000701219	-0.000625823	-0.000641242	
1.36285	0.905484	1.10397	1.49119	1.87001	1.35622	1.8222	-0.00092558	-0.000503512	-0.000618259	-0.000587353	-0.000622229	-0.000486198	-0.000658796	
1.36332	0.905485	1.10397	1.49155	1.87001	1.35622	1.8228	-0.000678357	-0.000363257	-0.000784776	-0.000639935	-0.000846926	-0.000762624	-0.00064697	
1.36379	0.905485	1.10397	1.49191	1.87001	1.35622	1.82341	-0.0008843	-0.000905225	-0.000662779	-0.00109386	-0.000545606	-0.000875852	-0.000610139	
1.36426	0.905485	1.10397	1.49227	1.87001	1.35622	1.82402	-0.000965829	-0.000461037	-0.0005514	-0.000514918	-0.000888341	-0.00070572	-0.00059827	
1.36474	0.905486	1.10397	1.49263	1.87001	1.35622	1.82462	-0.000638338	-0.000701398	-0.00085912	-0.000653837	-0.000516411	-0.000701097	-0.000953312	
1.36522	0.905486	1.10397	1.49299	1.87001	1.35622	1.82523	-0.000736761	-0.00087363	-0.000747695	-0.00081748	-0.000721577	-0.000891281	-0.000661242	
1.3657	0.905486	1.10397	1.49335	1.87001	1.35622	1.82584	-0.000314803	-0.000815138	-0.000977077	-0.000667837	-0.000809174	-0.000604068	-0.0006857	
1.36618	0.905486	1.10397	1.49371	1.87001	1.35622	1.82645	-0.000881101	-0.000619646	-0.000192832	-0.000784673	-0.000969761	-0.000261585	-0.000621693	
1.36666	0.905486	1.10397	1.49407	1.87001	1.35622	1.82706	-0.000782298	-0.000570552	-0.000570241	-0.000594618	-0.000827059	-0.000767806	-0.000819852	
1.36714	0.905487	1.10397	1.49443	1.87001	1.35622	1.82766	-0.000737013	-0.000715902	-0.0008126	-0.000682755	-0.000598465	-0.000621534	-0.00063017	
1.36763	0.905487	1.10397	1.49479	1.87001	1.35622	1.82827	-0.000696506	-0.000708881	-0.000393316	-0.000862006	-0.000658646	-0.00081387	-0.000781238	
1.36811	0.905487	1.10397	1.49515	1.87001	1.35622	1.82888	-0.00063283	-0.000576084	-0.000769143	-0.000833039	-0.000851236	-0.000556517	-0.000656222	
1.36859	0.905488	1.10397	1.49551	1.87001	1.35622	1.82949	-0.000907902	-0.00056514	-0.000853551	-0.000651859	-0.000506889	-0.000759695	-0.000600511	
1.36907	0.905488	1.10397	1.49587	1.87001	1.35622	1.8301	-0.00059893	-0.000667653	-0.000865805	-0.000866622	-0.00073357	-0.000661662	-0.000900333	
1.36955	0.905488	1.10397	1.49623	1.87001	1.35622	1.8307	-0.000724055	-0.000507228	-0.000601769	-0.000694966	-0.00078873	-0.000931198	-0.00045026	
1.37003	0.905489	1.10397	1.49659	1.87001	1.35622	1.83131	-0.000666386	-0.000693751	-0.00067152	-0.000544329	-0.000636836	-0.000676296	-0.000377437	
1.37051	0.905489	1.10397	1.49695	1.87001	1.35622	1.83192	-0.000985567	-0.000777333	-0.000575932	-0.000608808	-0.000691791	-0.000811822	-0.000955619	
1.37099	0.905489	1.10397	1.49731	1.87001	1.35622	1.83253	-0.000838868	-0.000859487	-0.000767077	-0.000744696	-0.000658706	-0.00090413	-0.000721937	
1.37147	0.905489	1.10397	1.49767	1.87001	1.35622	1.83314	-0.000729986	-0.000774482	-0.000741895	-0.000536741	-0.000577845	-0.000560183	-0.000703761	
1.37195	0.90549	1.10397	1.49803	1.87001	1.35622	1.83374	-0.000318705	-0.000603375	-0.000456975	-0.000670803	-0.000811271	-0.000581581	-0.000600642	
1.37243	0.90549	1.10397	1.49839	1.87001	1.35622	1.83435	-0.000827516	-0.000508113	-0.000542141	-0.000530759	-0.000696985	-0.000681688	-0.000756695	
1.37291	0.90549	1.104	1.49875	1.87001	1.35622	1.83496	-0.00054065	-0.000668942	-0.000693282	-0.000587829	-0.000595004	-0.000598678	-0.000543119	
1.37339	0.90549	1.10445	1.49911	1.87001	1.35622	1.83557	-0.000622699	-0.000772998	-0.000660857	-0.000535787	-0.000804884	-0.000766153	-0.000487643	
1.37388	0.90549	1.10491	1.49947	1.87001	1.35622	1.83618	-0.000452318	-0.000693701	-0.000685837	-0.000500427	-0.000683406	-0.000820273	-0.000919394	
1.37436	0.90549	1.10537	1.49983	1.87001	1.35622	1.83678	-0.00085734	-0.000784613	-0.000429498	-0.000692186	-0.000528921	-0.000670682	-0.000447548	
1.37484	0.905491	1.10584	1.50019	1.87001	1.35622	1.83739	-0.000509024	-0.000567952	-0.000960682	-0.000874607	-0.000730536	-0.000654688	-0.000677989	
1.37532	0.905491	1.1063	1.50055	1.87001	1.35622	1.838	-0.000677284	-0.00102378	-0.000586506	-0.000993972	-0.000374742	-0.000507099	-0.000636767	
1.3758	0.905491	1.10676	1.50091	1.87001	1.35622	1.83861	-0.000661444	-0.000504196	-0.000622467	-0.000940075	-0.000912996	-0.000532995	-0.000395454	
1.37628	0.905492	1.10722	1.50127	1.87001	1.35622	1.83922	-0.00089206	-0.000644741	-0.000378201	-0.000702607	-0.000791664	-0.00082449	-0.000613452	
1.37676	0.905492	1.10769	1.50162	1.87001	1.35622	1.83982	-0.000739202	-0.000623916	-0.000789071	-0.000624068	-0.000576661	-0.00065697	-0.000674989	
1.37724	0.905492	1.10815	1.50199	1.87001	1.35622	1.84043	-0.000426075	-0.000626109	-0.000547837	-0.000702191	-0.000740282	-0.000505282	-0.000460381	
1.37772	0.905492	1.10861	1.50234	1.87001	1.35622	1.84104	-0.000690591	-0.00104068	-0.000655204	-0.000467667	-0.000701482	-0.000854918	-0.000786745	
1.3782	0.905492	1.10907	1.5027	1.87001	1.35622	1.84165	-0.00057399	-0.000936635	-0.000643006	-0.000300771	-0.00054893	-0.000652733	-0.000719228	
1.37868	0.905493	1.10954	1.50306	1.87001	1.35622	1.84226	-0.000954389	-0.000522395	-0.000636995	-0.000855748	-0.000803154	-0.000907798	-0.000912359	
1.37916	0.905493	1.11	1.50342	1.87001	1.35622	1.84286	-0.00049259	-0.000782041	-0.000626443	-0.000768783	-0.00057387	-0.000724705	-0.000463573	
1.37964	0.905493	1.11046	1.50378	1.87001	1.35622	1.84347	-0.000543459	-0.000390805	-0.000666334	-0.00101724	-0.000720359	-0.000787301	-0.000508385	
1.38012	0.905493	1.11093	1.50414	1.87001	1.35622	1.84408	-0.000604868	-0.000940621	-0.000600751	-0.00072712	-0.000558053	-0.000561825	-0.000408926	
1.3806	0.905494	1.11139	1.5045	1.87001	1.35622	1.84469	-0.000374243	-0.000663701	-0.000691189	-0.000666342	-0.000616996	-0.000562558	-0.00047646	
1.38109	0.905494	1.11185	1.50486	1.87001	1.35622	1.8453	-0.000534974	-0.000544218	-0.000689738	-0.000329223	-0.000834882	-0.000453008	-0.000895362	
1.38157	0.905494	1.11231	1.50522	1.87001	1.35622	1.8459	-0.000669084	-0.000559648	-0.000767827	-0.000557293	-0.000487531	-0.000603724	-0.00087039	
1.38205	0.905495	1.11278	1.50557	1.87001	1.35622	1.84651	-0.000744151	-0.000570525	-0.000819963	-0.000442258	-0.00040826	-0.000923901	-0.000664429	
1.38253	0.905495	1.11324	1.5059	1.87001	1.35622	1.84712	-0.000470595	-0.000938932	-0.000725244	-0.000525371	-0.000750187	-0.000551209	-0.000576488	
1.38301	0.905495	1.1137	1.50623	1.87001	1.35622	1.84773	-0.000709397	-0.000675686	-0.00083773	-0.000999224	-0.000464774	-0.000726761	-0.000413313	
1.38349	0.905496	1.11416	1.50657	1.87001	1.35622	1.84834	-0.000498776	-0.000650472	-0.000883241	-0.0010308	-0.000651517	-0.000485508	-0.000279999	
1.38397	0.905496	1.11463	1.5069	1.87001	1.35622	1.84894	-0.00074079	-0.000953671	-0.000733509	-0.000476457	-0.000623699	-0.000701613	-0.000611132	
1.38445	0.905496	1.11509	1.50723	1.87001	1.35622	1.84955	-0.000610438	-0.000729653	-0.000564947	-0.000715706	-0.000407722	-0.000583676	-0.000563793	
1.38493	0.905497	1.11555	1.50757	1.87001	1.35622	1.85016	-0.000530148	-0.000623197	-0.000683925	-0.000401403	-0.000576222	-0.000925706	-0.000625543	
1.38541	0.905497	1.11601	1.5079	1.87001	1.35622	1.85077	-0.000526397	-0.000651067	-0.000762697	-0.000672184	-0.000863659	-0.000877946	-0.000623703	
1.38589	0.905497	1.11648	1.50824	1.87001	1.35622	1.85138	-0.000779619	-0.0007176	-0.000262652	-0.000498658	-0.00074678	-0.000616401	-0.000843507	
1.38637	0.905497	1.11694	1.50857	1.87002	1.35622	1.85198	-0.000439815	-0.000504	-0.000654492	-0.000429883	-0.000551087	-0.000630242	-0.000505124	
1.38685	0.905497	1.1174	1.5089	1.87002	1.35622	1.85259	-0.000588069	-0.000723384	-0.000845106	-0.000673286	-0.000631602	-0.000750908	-0.000788584	
1.38733	0.905498	1.11786	1.50924	1.87002	1.35622	1.8532	-0.000568244	-0.00108056	-0.000630835	-0.000886303	-0.000575387	-0.000634126	-0.00034601	
1.38781	0.905498	1.11833	1.50957	1.87002	1.35622	1.85381	-0.000674047	-0.00052118	-0.000492898	-0.00083355	-0.000585053	-0.000504602	-0.000726728	
1.3883	0.905498	1.11879	1.5099	1.87002	1.35622	1.85441	-0.000729031	-0.000609526	-0.000516596	-0.000792134	-0.000559844	-0.000698191	-0.000800855	
1.38878	0.905498	1.11925	1.51024	1.87002	1.35622	1.85502	-0.00062773	-0.000575519	-0.000871469	-0.000322671	-0.000893173	-0.000418072	-0.000899674	
1.38926	0.905499	1.11971	1.51057	1.87002	1.35622	1.85563	-0.00060684	-0.000459663	-0.000422594	-0.000719482	-0.000511865	-0.000860534	-0.000660981	
1.38974	0.905499	1.12018	1.51091	1.87002	1.35622	1.85624	-0.00085492	-0.000616479	-0.000416486	-0.000603974	-0.000494199	-0.000791852	-0.000925925	
1.39022	0.905499	1.12064	1.51124	1.87002	1.35622	1.85685	-0.000696011	-0.000373953	-0.000653775	-0.00066595	-0.000528496	-0.000764142	-0.000519245	
1.3907	0.9055	1.1211	1.51157	1.87002	1.35622	1.85745	-0.000720948	-0.0008414	-0.000860268	-0.000595895	-0.000179632	-0.000659952	-0.000671562	
1.39118	0.9055	1.12156	1.51191	1.87002	1.35622	1.85806	-0.000693351	-0.000839429	-0.000691206	-0.000852233	-0.000737005	-0.000545469	-0.000413436	
1.39166	0.9055	1.12203	1.51224	1.87002	1.35622	1.85867	-0.000793275	-0.000720387	-0.000586965	-0.000552239	-0.000416837	-0.000679745	-0.000837723	
1.39214	0.9055	1.12249	1.51257	1.87002	1.35622	1.85928	-0.000668268	-0.000396308	-0.000553717	-0.00060173	-0.00101751	-0.000680199	-0.000548816	
1.39262	0.9055	1.12295	1.51291	1.87002	1.35622	1.85989	-0.00074689	-0.000724651	-0.000919912	-0.000580182	-0.000708449	-0.000502172	-0.000715933	
1.3931	0.905501	1.12341	1.51324	1.87002	1.35622	1.86049	-0.000733392	-0.00067977	-0.000354798	-0.000606063	-0.000474892	-0.000338242	-0.000594477	
1.39358	0.905501	1.12388	1.51358	1.87002	1.35622	1.8611	-0.000451086	-0.00078678	-0.000699808	-0.000765626	-0.000687447	-0.000866768	-0.000722737	
1.39406	0.905501	1.12434	1.51391	1.87002	1.35622	1.86171	-0.000749414	-0.000847722	-0.000863678	-0.000502279	-0.000758584	-0.000738681	-0.000563813	
1.39455	0.905501	1.1248	1.51424	1.87002	1.35622	1.86232	-0.000666107	-0.000984373	-0.000914681	-0.00051137	-0.000564173	-0.000747784	-0.000799729	
1.39503	0.905502	1.12526	1.51458	1.87002	1.35622	1.86293	-0.000570661	-0.000798317	-0.000609162	-0.000633883	-0.000725973	-0.000629726	-0.000784428	
1.39551	0.905502	1.12573	1.51491	1.87002	1.35622	1.86353	-0.000709609	-0.000800179	-0.000655796	-0.000455828	-0.00086734	-0.000663402	-0.000788954	
1.39599	0.905502	1.12619	1.51524	1.87002	1.35622	1.86414	-0.000506143	-0.000873556	-0.000679278	-0.000376747	-0.000714007	-0.000745255	-0.000627778	
1.39647	0.905502	1.12665	1.51558	1.87002	1.35622	1.86475	-0.000677263	-0.000469489	-0.00044931	-0.00062715	-0.000636612	-0.000760546	-0.000884568	
1.39695	0.905502	1.12711	1.51591	1.87002	1.35622	1.86536	-0.00079949	-0.000730356	-0.000794255	-0.000499725	-0.000482433	-0.000968237	-0.000724697	
1.39743	0.905503	1.12758	1.51625	1.87002	1.35622	1.86597	-0.000650529	-0.000888556	-0.00048755	-0.000568674	-0.000870279	-0.000702507	-0.000706166	
1.39791	0.905503	1.12804	1.51658	1.87002	1.35622	1.86657	-0.00068336	-0.000648254	-0.000911156	-0.00068417	-0.000784994	-0.000570935	-0.000639441	
1.39839	0.905504	1.1285	1.51691	1.87002	1.35622	1.86718	-0.000555877	-0.000604003	-0.000528557	-0.000705346	-0.000839413	-0.000588006	-0.000688504	
1.39887	0.905504	1.12896	1.51725	1.87002	1.35622	1.86779	-0.0011206	-0.000557576	-0.000706879	-0.00065823	-0.000619864	-0.000647542	-0.000483798	
1.39935	0.905504	1.12943	1.51758	1.87002	1.35622	1.8684	-0.000246296	-0.000627411	-0.000347721	-0.000621865	-0.000724633	-0.000116347	-0.000724851	
1.39983	0.905505	1.12989	1.51791	1.87002	1.35622	1.8689	-0.000753323	-0.000609733	-0.00066731	-0.000847406	-0.000466884	-0.000549317	-0.000301555	
1.40031	0.905505	1.13035	1.51825	1.87002	1.35622	1.86932	-0.000465063	-0.000797107	-0.000494142	-0.000703277	-0.000481908	-0.000668571	-0.000655206	
1.40079	0.905505	1.13081	1.51858	1.87002	1.35622	1.86974	-0.000677171	-0.000614737	-0.000561551	-0.000795867	-0.000654062	-0.000565312	-0.000666218	
1.40127	0.905505	1.13128	1.51892	1.87002	1.35622	1.87016	-0.00063559	-0.000514976	-0.000854018	-0.00100533	-0.00072276	-0.000724386	-0.000461625	
1.40176	0.905506	1.13174	1.51925	1.87002	1.35622	1.87057	-0.000928408	-0.000735156	-0.000859055	-0.000572906	-0.000788221	-0.00055932	-0.000788606	
1.40224	0.905506	1.1322	1.51958	1.87002	1.35622	1.87099	-0.000578386	-0.00100377	-0.000895867	-0.000821877	-0.000503909	-0.000680476	-0.00081757	
1.40272	0.905506	1.13266	1.51992	1.87002	1.35622	1.87141	-0.000737214	-0.000646777	-0.000870138	-0.00089527	-0.000412969	-0.000707247	-0.000555433	
1.40317	0.905507	1.13313	1.52025	1.87002	1.35622	1.87183	-0.000561034	-0.000818002	-0.000425464	-0.000651156	-0.000690677	-0.000671745	-0.00057441	
1.40357	0.905507	1.13359	1.52059	1.87002	1.35622	1.87225	-0.000748314	-0.000671687	-0.00076378	-0.00072356	-0.000574684	-0.000536467	-0.000509777	
1.40397	0.905507	1.13405	1.52092	1.87002	1.35622	1.87267	-0.000869013	-0.000656372	-0.000587134	-0.000874048	-0.00098568	-0.000471031	-0.000865142	
1.40436	0.905507	1.13454	1.52125	1.87002	1.35622	1.87309	-0.000296465	-0.000818157	-0.000343556	-0.00073153	-0.000890346	-0.000813198	-0.000400121	
1.40476	0.905508	1.13503	1.52159	1.87002	1.35622	1.87351	-0.000581535	-0.000520415	-0.0008113	-0.000596519	-0.000614265	-0.000577563	-0.000827896	
1.40516	0.905508	1.13552	1.52192	1.87002	1.35622	1.87393	-0.000539261	-0.00079259	-0.000894875	-0.000713744	-0.000913388	-0.000803807	-0.000778486	
1.40556	0.905508	1.13601	1.52225	1.87002	1.35622	1.87435	-0.000782119	-0.000724989	-0.000782048	-0.000766405	-0.000487105	-0.000871977	-0.000392671	
1.40595	0.905509	1.1365	1.52259	1.87002	1.35622	1.87477	-0.000556383	-0.000678764	-0.000599589	-0.000915893	-0.000738078	-0.000685858	-0.000334448	
1.40635	0.905509	1.13699	1.52292	1.87002	1.35622	1.87519	-0.000780407	-0.000608173	-0.000733775	-0.000702712	-0.00056839	-0.000445264	-0.000375649	
1.40675	0.905509	1.13748	1.52326	1.87002	1.35622	1.87561	-0.000797268	-0.000847603	-0.000594233	-0.000815552	-0.000598667	-0.000653545	-0.000568517	
1.40715	0.905509	1.13797	1.52359	1.87002	1.35622	1.87603	-0.000602921	-0.000622554	-0.000583778	-0.000901818	-0.000708121	-0.0008889	-0.000636086	
1.40754	0.905509	1.13846	1.52392	1.87002	1.35622	1.87645	-0.000800758	-0.000923955	-0.000724965	-0.000884603	-0.000624579	-0.000403639	-0.00062784	
1.40794	0.90551	1.13895	1.52426	1.87002	1.35622	1.87687	-0.000843248	-0.00061597	-0.000787839	-0.000607672	-0.000581015	-0.000731507	-0.000341527	
1.40834	0.90551	1.13944	1.52459	1.87002	1.35622	1.87729	-0.000604882	-0.000711347	-0.000677877	-0.000401242	-0.000524304	-0.000528041	-0.000808935	
1.40874	0.90551	1.13993	1.52492	1.87002	1.35622	1.87771	-0.000676226	-0.000778753	-0.000603677	-0.000500649	-0.000857527	-0.000554942	-0.000262782	
1.40913	0.905511	1.14042	1.52526	1.87002	1.35622	1.87813	-0.000717297	-0.000425694	-0.000299609	-0.000637929	-0.000529108	-0.000686268	-0.000752154	
