lap6_3_samp	lap6_4_samp	lap6_5_samp	cur6_3_samp	cur6_4_samp	cur6_5_samp	rp621
0.653738	0.525093	0.606218	0.0516392	0.0516639	0.0518508	
0.657279	0.528668	0.610282	0.051731	0.0517333	0.0518742	
0.660821	0.532242	0.61436	0.0518058	0.0517037	0.0518227	
0.664362	0.535817	0.618439	0.0517462	0.0517323	0.0516822	
0.667903	0.539391	0.622518	0.0517092	0.0516733	0.0518036	
0.671445	0.542966	0.626598	0.051588	0.0517822	0.0516437	
0.674986	0.54654	0.630677	0.0515696	0.0515529	0.0519322	
0.678527	0.550137	0.634756	0.0517421	0.0517473	0.0518423	
0.682068	0.553776	0.638836	0.0517356	0.0517274	0.0515896	
0.685609	0.557416	0.64291	0.0517444	0.0516563	0.0517015	
0.689151	0.561055	0.646954	0.051883	0.0515375	0.0515372	
0.692692	0.564695	0.650996	0.0516691	0.0517184	0.0517491	
0.696233	0.568334	0.655039	0.0517442	0.0518506	0.0515243	
0.699774	0.571973	0.659081	0.0516715	0.0517259	0.0516867	
0.703315	0.575613	0.663123	0.051417	0.0516157	0.0518139	
0.706856	0.579285	0.667165	0.0518526	0.0517959	0.0516791	
0.709603	0.583163	0.671208	0.0516917	0.0516671	0.0517017	
0.711085	0.587048	0.675259	0.0517431	0.0517238	0.0518279	
0.712567	0.590933	0.679336	0.0517012	0.0516632	0.0517137	
0.714049	0.594818	0.683413	0.0518387	0.05183	0.0515945	
0.715531	0.598703	0.68749	0.0516361	0.0516525	0.0516786	
0.717012	0.602588	0.691566	0.0519118	0.0518262	0.051755	
0.718494	0.606473	0.695643	0.0517575	0.0517522	0.0516708	
0.720056	0.610379	0.699721	0.0515714	0.0517155	0.0516913	
0.723932	0.61439	0.703798	0.0517071	0.0517732	0.0518226	
0.728196	0.618403	0.707912	0.051733	0.0518487	0.0519161	
0.73246	0.622417	0.71206	0.0518976	0.0517459	0.0517278	
0.736724	0.626431	0.716207	0.0516239	0.0515168	0.0516999	
0.740988	0.630445	0.720354	0.0517003	0.0517649	0.0515458	
0.745252	0.634459	0.724501	0.0516512	0.0517602	0.0516963	
0.749516	0.638473	0.728648	0.051714	0.0517747	0.0517748	
0.753781	0.642514	0.732795	0.0516855	0.0516386	0.0516453	
0.758045	0.64661	0.737192	0.0516327	0.0518997	0.05169	
0.762309	0.650706	0.741773	0.0516489	0.0515275	0.0518028	
0.766573	0.654801	0.746355	0.0516725	0.0516893	0.0518214	
0.770057	0.658897	0.750936	0.051769	0.051798	0.0517217	
0.772873	0.662993	0.755518	0.0518933	0.0518717	0.0516913	
0.775688	0.667089	0.760099	0.0517956	0.0519039	0.0516548	
0.778503	0.671185	0.764681	0.0518525	0.0517814	0.0516849	
0.781319	0.67528	0.769205	0.0517493	0.051667	0.0516785	
0.784134	0.679373	0.773591	0.0516264	0.0516205	0.0519156	
0.786949	0.683467	0.777977	0.0517336	0.0517644	0.0517125	
0.789764	0.687561	0.782362	0.0518061	0.0517169	0.0516148	
0.79258	0.691654	0.786748	0.0515998	0.0518935	0.0518745	
0.795395	0.695748	0.791133	0.0517419	0.0516041	0.0519417	
0.798405	0.699842	0.795519	0.0516097	0.0517572	0.0518888	
0.801595	0.703936	0.799906	0.051728	0.0516687	0.0517399	
0.804785	0.708009	0.804302	0.0517712	0.0517805	0.0517224	
0.807975	0.712071	0.8087	0.051921	0.0516614	0.0517473	
0.811166	0.716134	0.813098	0.0517597	0.0516443	0.0517307	
0.814356	0.720196	0.817495	0.051535	0.0516328	0.0516873	
0.817546	0.724259	0.821893	0.0515151	0.051744	0.051758	
0.820736	0.728322	0.826291	0.0516357	0.0517312	0.0517154	
0.823927	0.732385	0.830688	0.0515422	0.0516627	0.0517607	
0.827116	0.736448	0.835086	0.0517197	0.0519329	0.0518233	
0.830288	0.740533	0.839248	0.0517163	0.0516603	0.0518146	
0.833383	0.744623	0.842927	0.0517271	0.051678	0.0517341	
0.836477	0.748713	0.846605	0.0515989	0.0516017	0.0518599	
0.839571	0.752803	0.850282	0.0517125	0.0516779	0.0517583	
0.842665	0.756893	0.85396	0.0516507	0.0517067	0.0517289	
0.845759	0.760983	0.857638	0.05163	0.0517257	0.0516505	
0.848853	0.765073	0.861315	0.0517266	0.0517986	0.0518044	
0.851947	0.769165	0.864993	0.0517044	0.0516288	0.0518834	
0.855042	0.773275	0.868672	0.0516347	0.0517955	0.0514745	
0.858136	0.777386	0.872433	0.0516912	0.051892	0.0516754	
0.86123	0.781497	0.876209	0.0518183	0.0517022	0.0515351	
0.864273	0.785608	0.879986	0.0517204	0.0516385	0.0516443	
0.867253	0.789719	0.883762	0.0519463	0.0518482	0.0516253	
0.870233	0.79383	0.887539	0.0517539	0.0516909	0.051565	
0.873213	0.797941	0.891316	0.0517994	0.0519025	0.0517929	
0.876194	0.802047	0.895461	0.0518435	0.0517341	0.0516607	
0.879174	0.806143	0.900352	0.0516827	0.0516739	0.0517447	
0.882154	0.810239	0.905244	0.0517879	0.0516815	0.051766	
0.885134	0.814335	0.910136	0.0517204	0.0516374	0.0516802	
0.888115	0.818431	0.915029	0.0517422	0.0516406	0.0517919	
0.891095	0.822527	0.919921	0.0516182	0.0518782	0.0517423	
0.894075	0.826623	0.924814	0.0517607	0.0516258	0.051782	
0.897031	0.830718	0.929705	0.0514988	0.0518557	0.0517426	
0.899969	0.834791	0.934112	0.0516542	0.0516168	0.0517105	
0.902907	0.838817	0.938289	0.0517043	0.0518056	0.0517808	
0.905846	0.842842	0.942466	0.0517301	0.0517155	0.0518956	
0.908784	0.846868	0.946644	0.0515924	0.0517887	0.0517379	
0.911723	0.850894	0.950821	0.051923	0.0516022	0.05175	
0.914661	0.85492	0.954998	0.0515498	0.0518354	0.0518016	
0.917599	0.858945	0.959175	0.0517434	0.0518347	0.0519385	
0.920538	0.862971	0.963496	0.0514546	0.0516456	0.0519206	
0.923476	0.866978	0.967958	0.0517658	0.0516717	0.0517588	
0.926422	0.870925	0.97242	0.0515905	0.0517499	0.0515779	
0.929443	0.874872	0.976882	0.0516957	0.0519173	0.0515431	
0.932471	0.878818	0.981343	0.0517017	0.051555	0.0517798	
0.935499	0.882765	0.985805	0.0518932	0.0518045	0.0516913	
0.938526	0.886712	0.990267	0.0515754	0.0518649	0.0517095	
0.941554	0.890658	0.994729	0.0515562	0.0517092	0.0516042	
0.944581	0.894604	0.998934	0.0516198	0.051664	0.0517184	
0.947609	0.89855	1.00299	0.0517796	0.0517201	0.0517722	
0.950636	0.902369	1.00704	0.051824	0.0516485	0.0516609	
0.953664	0.906147	1.01109	0.0515251	0.0516583	0.0515651	
0.956692	0.909926	1.01515	0.0514589	0.051898	0.0515718	
0.959774	0.913704	1.0192	0.0516193	0.0517212	0.0515796	
0.962878	0.917483	1.02325	0.0517481	0.0520023	0.0515619	
0.965982	0.921262	1.0273	0.0517684	0.0514965	0.051683	
0.969087	0.925041	1.0313	0.0517882	0.0518586	0.0517649	
0.972191	0.928819	1.03523	0.0517068	0.051805	0.0518905	
0.975295	0.932593	1.03916	0.0518782	0.0515431	0.0515667	
0.978399	0.936224	1.04309	0.0518028	0.0518121	0.0516861	
0.981503	0.939832	1.04702	0.0517419	0.0517119	0.0517651	
0.984608	0.943441	1.05095	0.0517502	0.0518685	0.0515489	
0.98772	0.94705	1.05489	0.0516846	0.051846	0.0516685	
0.990974	0.950658	1.05882	0.0516331	0.051642	0.0517793	
0.994245	0.954267	1.06274	0.0516553	0.051741	0.0518698	
0.997516	0.957875	1.06649	0.0518038	0.0516148	0.0516643	
1.00079	0.961484	1.07022	0.0517866	0.0515521	0.0516252	
1.00406	0.965092	1.07396	0.051713	0.0516773	0.0515805	
1.00733	0.968596	1.07769	0.0515856	0.0515929	0.0516924	
1.0106	0.972011	1.08142	0.0517246	0.0517836	0.0516268	
1.01387	0.975427	1.08515	0.0516969	0.0517969	0.051661	
1.01714	0.978842	1.08888	0.0517232	0.051916	0.0517759	
1.02042	0.982257	1.09261	0.0518043	0.0518298	0.0517217	
1.02372	0.985673	1.09633	0.0516738	0.0518805	0.0516922	
1.02703	0.989088	1.09995	0.0518882	0.0514591	0.0517462	
1.03033	0.992504	1.10357	0.0516925	0.0516805	0.0518321	
1.03363	0.995919	1.10719	0.0517634	0.0516833	0.0517123	
1.03693	0.999334	1.11081	0.0516861	0.0516622	0.0516632	
1.04023	1.00263	1.11443	0.05178	0.0518354	0.0517787	
1.04354	1.0059	1.11805	0.0517471	0.0517002	0.0518928	
1.04684	1.00916	1.12167	0.0518154	0.0516304	0.0515687	
1.05014	1.01242	1.12529	0.0516926	0.0514734	0.0516365	
1.05344	1.01568	1.12895	0.0518459	0.0517705	0.0515675	
1.05674	1.01894	1.13266	0.0516683	0.0517978	0.0515568	
1.06004	1.0222	1.13637	0.0516304	0.0517361	0.0514994	
1.06334	1.02546	1.14008	0.0517281	0.0519016	0.0516613	
1.06664	1.02872	1.14379	0.051688	0.0517734	0.0517758	
1.06994	1.032	1.1475	0.0516175	0.0519569	0.0519082	
1.07324	1.03532	1.15121	0.0518062	0.0516686	0.0518153	
1.07654	1.03864	1.15492	0.0518564	0.0516008	0.0518404	
1.07984	1.04197	1.15863	0.051722	0.0514857	0.0516955	
1.08314	1.04529	1.16235	0.0516397	0.0517526	0.0515942	
1.08638	1.04862	1.16608	0.051655	0.0517906	0.0516018	
1.08955	1.05194	1.16981	0.0516799	0.0515445	0.051769	
1.09273	1.05527	1.17354	0.0518842	0.0516795	0.0516571	
1.0959	1.05859	1.17727	0.0516931	0.051844	0.0517743	
1.09908	1.06192	1.18099	0.0517367	0.0515961	0.0518897	
1.10226	1.0653	1.18472	0.0517427	0.0515856	0.0516767	
1.10543	1.0687	1.18845	0.0518084	0.0517095	0.0516072	
1.10861	1.0721	1.19218	0.0517188	0.0518483	0.0515564	
1.11178	1.07551	1.19592	0.0517182	0.0515159	0.0517183	
1.11496	1.07891	1.19966	0.0515558	0.0516457	0.0517804	
1.11812	1.08231	1.2034	0.0515847	0.0516314	0.0517475	
1.12125	1.08571	1.20714	0.0516868	0.0516845	0.0517051	
1.12438	1.08912	1.21088	0.0517653	0.0517071	0.0517746	
1.1275	1.09252	1.21462	0.0516032	0.0518491	0.0515669	
1.13063	1.09592	1.21837	0.0516584	0.0517341	0.0517787	
1.13376	1.09932	1.22211	0.0517455	0.0518721	0.0518534	
1.13689	1.10272	1.22581	0.0517474	0.051766	0.0516367	
1.14002	1.10613	1.2295	0.0516424	0.0517752	0.0518597	
1.14314	1.10953	1.23319	0.0517574	0.0517326	0.0517286	
1.14627	1.11293	1.23688	0.0518149	0.051758	0.051561	
1.1494	1.11633	1.24057	0.0516702	0.051906	0.0517337	
1.15249	1.11973	1.24427	0.0431304	0.0515605	0.0517581	
1.15557	1.12313	1.24796	0.00192341	0.0243398	0.0516952	
1.15865	1.12653	1.25165	0.00224287	0.00206934	0.00252287	
1.16174	1.12994	1.25534	0.00214915	0.00224202	0.00211142	
1.16482	1.13334	1.25902	0.00209601	0.0022554	0.00204625	
1.1679	1.13674	1.2627	0.00210632	0.00219112	0.00213114	
1.17099	1.14014	1.26637	0.00223291	0.00204924	0.00200527	
1.17407	1.14354	1.27005	0.00204983	0.00216621	0.00198781	
1.17715	1.14694	1.27373	0.00216659	0.00220302	0.00217413	
1.18024	1.15034	1.27741	0.00208751	0.00206684	0.00217509	
1.18331	1.15375	1.28109	0.00226441	0.00229354	0.00204444	
1.18637	1.15715	1.28477	0.00220886	0.00206353	0.00211633	
1.18943	1.16055	1.28845	0.00194581	0.00228524	0.00195526	
1.19249	1.16395	1.29211	0.00224919	0.00194567	0.00202055	
1.19555	1.16735	1.29578	0.00211048	0.00198515	0.00198038	
1.19861	1.17075	1.29944	0.0019396	0.00209762	0.00212912	
1.20167	1.17416	1.30311	0.00208355	0.00209766	0.00220813	
1.20473	1.17756	1.30677	0.0020187	0.00211671	0.00193259	
1.20779	1.18096	1.31044	0.00206863	0.00214047	0.00190021	
1.21084	1.18429	1.31411	0.00202442	0.00219564	0.0020302	
1.2139	1.18579	1.31777	0.00216491	0.00208283	0.00201529	
1.21697	1.187	1.32146	0.00214403	0.00203741	0.00185606	
1.22003	1.18821	1.32516	0.00210987	0.00219589	0.00209378	
1.2231	1.18943	1.32886	0.0020918	0.00199602	0.00220462	
1.22616	1.19064	1.33255	0.00214277	0.00207802	0.00226361	
1.22923	1.19185	1.33625	0.00212764	0.00205767	0.00198282	
1.23229	1.19306	1.33995	0.00202838	0.00199678	0.00197601	
1.23536	1.19427	1.34365	0.00216993	0.00212973	0.00189701	
1.23842	1.19549	1.34734	0.00204112	0.00224149	0.00209711	
1.24149	1.19843	1.35104	0.00217708	0.0020641	0.00209201	
1.24455	1.20192	1.3547	0.00217479	0.00208869	0.00222862	
1.2476	1.20542	1.35836	0.00198064	0.00218465	0.00216568	
1.25063	1.20891	1.36202	0.00203151	0.00206698	0.00223114	
1.25367	1.21241	1.36567	0.00208269	0.00220608	0.00198401	
1.2567	1.21591	1.36933	0.00206565	0.00208592	0.0021441	
1.25973	1.2194	1.37298	0.00201916	0.00203168	0.00203864	
1.26276	1.2229	1.37664	0.00205038	0.00212701	0.00201118	
1.2658	1.22639	1.3803	0.00224679	0.00190761	0.00225927	
1.26883	1.22989	1.38395	0.00200709	0.00211452	0.00211029	
1.27186	1.23318	1.38753	0.00208246	0.00197016	0.00211569	
1.27489	1.23632	1.39111	0.00215103	0.00215427	0.00202588	
1.27793	1.23945	1.39468	0.00203985	0.0020733	0.00214001	
1.28097	1.24258	1.39826	0.00205532	0.00202898	0.00238249	
1.28401	1.24571	1.40184	0.00220469	0.00204965	0.00196124	
1.28704	1.24885	1.40541	0.0019555	0.00227665	0.00195711	
1.29008	1.25198	1.40899	0.0022938	0.0022425	0.00206419	
1.29312	1.25511	1.41257	0.0022476	0.00214721	0.00204689	
1.29616	1.25825	1.41614	0.00196876	0.00209344	0.00205108	
1.2992	1.26159	1.41972	0.00212887	0.0019024	0.00213439	
1.30224	1.26512	1.42329	0.0020808	0.00206152	0.00194576	
1.30528	1.26866	1.42687	0.00217719	0.00211656	0.00190762	
1.30832	1.2722	1.43045	0.00214392	0.00197416	0.00183282	
1.31136	1.27573	1.43402	0.00205367	0.00213974	0.00206567	
1.3144	1.27927	1.4376	0.00207854	0.00192238	0.00204579	
1.31744	1.2828	1.44118	0.00199161	0.00207463	0.00199819	
1.32048	1.28634	1.44475	0.00198911	0.0020343	0.0020617	
1.32352	1.28987	1.44833	0.00201288	0.00180581	0.00213979	
1.32656	1.2934	1.45189	0.00193663	0.00200644	0.0020668	
1.3296	1.29689	1.45545	0.00219088	0.00226438	0.00197606	
1.33264	1.30039	1.45901	0.00199362	0.00210562	0.00218907	
1.33568	1.30389	1.46257	0.00211496	0.00194522	0.00209802	
1.33872	1.30739	1.46613	0.00209372	0.00213957	0.00194505	
1.34176	1.31088	1.46968	0.00199792	0.00212412	0.00210139	
1.34475	1.31438	1.47324	0.00218534	0.0021543	0.00222054	
1.34771	1.31788	1.4768	0.00230129	0.00224107	0.0020534	
1.35068	1.32138	1.48038	0.00197435	0.00206429	0.00214676	
1.35365	1.32487	1.48402	0.00198521	0.00216706	0.00186632	
1.35662	1.32827	1.48766	0.00196647	0.00206078	0.00201555	
1.35959	1.33167	1.4913	0.00200039	0.00217619	0.00204878	
1.36256	1.33507	1.49494	0.00210573	0.00207274	0.00201698	
1.36552	1.33847	1.49857	0.00195756	0.00205429	0.0020771	
1.36849	1.34186	1.50221	0.00209823	0.00216762	0.00189112	
1.37146	1.34526	1.50585	0.00215638	0.00201406	0.00201355	
1.37443	1.34866	1.50949	0.00193765	0.00217724	0.0021628	
1.37734	1.35206	1.5132	0.00201317	0.00215982	0.00207711	
1.38022	1.35545	1.51693	0.00209198	0.00206096	0.00200599	
1.38311	1.35883	1.52067	0.00203813	0.00210006	0.00190277	
1.38599	1.3621	1.52441	0.00218644	0.00203877	0.00200713	
1.38887	1.36538	1.52815	0.00214007	0.00206616	0.00195695	
1.39175	1.36865	1.53189	0.00216774	0.00206236	0.00201939	
1.39463	1.37193	1.53563	0.00204174	0.00202925	0.00203371	
1.39751	1.3752	1.53937	0.00205053	0.00207862	0.00207529	
1.40039	1.37847	1.54313	0.00207878	0.00216075	0.0021906	
1.40327	1.38175	1.54696	0.00221262	0.00205698	0.00206488	
1.40615	1.38502	1.55078	0.00189005	0.00208755	0.00213949	
1.40902	1.3883	1.5546	0.00203856	0.0019436	0.00206692	
1.4119	1.39156	1.55843	0.00214386	0.00200819	0.00194223	
1.41477	1.39472	1.56225	0.00219325	0.00209779	0.00202304	
1.41764	1.39788	1.56608	0.00213551	0.00198408	0.00200014	
