lap4_11_samp	lap4_12_samp	lap4_13_samp	lap4_14_samp	lap4_15_samp	lap4_16_samp	rp711	rp1727	cur4_12_samp	cur4_13_samp	cur4_14_samp	cur4_15_samp	cur4_16_samp
0.74884	10.1302	1.74133	7.29247		5.13408			-0.000763269	-0.000829627	-0.000897456		-0.000849261
0.748841	10.1328	1.74133	7.2932		5.13765			-0.000958315	-0.000862868	-0.000785387		-0.00105197
0.748842	10.1355	1.74133	7.29392		5.14123			-0.000946915	-0.000780664	-0.00104546		-0.000788504
0.748842	10.1381	1.74133	7.29465		5.1448			-0.000963501	-0.000956632	-0.000835556		-0.000824632
0.748843	10.1406	1.74133	7.29537		5.14838			-0.000918633	-0.00098278	-0.000836225		-0.00108196
0.748844	10.1432	1.74133	7.29609		5.15196			-0.000735361	-0.00112061	-0.000803298		-0.00099786
0.748844	10.1457	1.74133	7.29682		5.15553			-0.000676603	-0.000820845	-0.000939026		-0.000882277
0.748845	10.1483	1.74133	7.29754		5.15911			-0.000690759	-0.000974422	-0.000706307		-0.000808476
0.748846	10.1508	1.74133	7.29827		5.16269			-0.000851834	-0.000945062	-0.000977756		-0.00100055
0.748846	10.1534	1.74133	7.29899		5.16626			-0.000691309	-0.000923797	-0.0010382		-0.000999079
0.748847	10.156	1.74134	7.29972		5.16983			-0.000737424	-0.000928257	-0.00103046		-0.000861828
0.748847	10.1585	1.74134	7.30044		5.1734			-0.000846081	-0.000954502	-0.000975205		-0.000778241
0.748848	10.1611	1.74134	7.30117		5.17696			-0.000893365	-0.000806157	-0.000623352		-0.000993499
0.748848	10.1636	1.74134	7.30189		5.18053			-0.00111223	-0.000938473	-0.000809562		-0.00078773
0.748849	10.1662	1.74134	7.30262		5.1841			-0.0009722	-0.000631598	-0.000985235		-0.000676703
0.748849	10.1687	1.74134	7.30334		5.18766			-0.000923941	-0.000899033	-0.000987972		-0.00100643
0.74885	10.1712	1.74134	7.30407		5.19123			-0.000731747	-0.000955015	-0.000817993		-0.000874697
0.74885	10.1737	1.74134	7.30479		5.1948			-0.000991406	-0.000868795	-0.0010141		-0.000856885
0.748851	10.1762	1.74134	7.30552		5.19836			-0.00104236	-0.000938637	-0.000985296		-0.000808693
0.748851	10.1787	1.74134	7.30624		5.20192			-0.000871925	-0.000879961	-0.000978385		-0.000791055
0.748852	10.1811	1.74134	7.30697		5.20548			-0.00101998	-0.000844603	-0.000905769		-0.00107925
0.748853	10.1836	1.74134	7.30769		5.20904			-0.000765123	-0.000837796	-0.000897823		-0.00103124
0.748853	10.1861	1.74134	7.30842		5.21259			-0.00105274	-0.0010105	-0.000959504		-0.00091077
0.748854	10.1886	1.74134	7.30916		5.21615			-0.000821603	-0.000816849	-0.000955544		-0.000786634
0.748855	10.191	1.74134	7.31019		5.21971			-0.000807259	-0.00071256	-0.000697892		-0.000769773
0.748855	10.1935	1.74134	7.31124		5.22326			-0.000990273	-0.000860812	-0.000823764		-0.000873393
0.748856	10.196	1.74134	7.31229		5.22682			-0.000986139	-0.000874451	-0.000855338		-0.000765739
0.748857	10.1985	1.74134	7.31333		5.23041			-0.000953836	-0.000940944	-0.000861598		-0.00102274
0.748857	10.2009	1.74134	7.31438		5.23406			-0.000838344	-0.000931297	-0.000882338		-0.00111433
0.748857	10.2034	1.74134	7.31543		5.23771			-0.000904238	-0.000849842	-0.000705026		-0.000913992
0.748858	10.2058	1.74134	7.31648		5.24137			-0.000860802	-0.000718664	-0.000909017		-0.000754675
0.748858	10.2082	1.74134	7.31753		5.24502			-0.000786456	-0.000781119	-0.000977147		-0.000934059
0.748859	10.2106	1.74134	7.31858		5.24867			-0.000991676	-0.0010661	-0.000988251		-0.00104994
0.74886	10.213	1.74134	7.31963		5.25233			-0.000924695	-0.00106293	-0.000924877		-0.00100006
0.74886	10.2154	1.74134	7.32068		5.25598			-0.000843824	-0.000835114	-0.00073522		-0.000916056
0.748861	10.2178	1.74134	7.32173		5.25963			-0.00101252	-0.000931793	-0.000969765		-0.000811016
0.748861	10.2202	1.74134	7.32278		5.26341			-0.00089517	-0.000976256	-0.000849855		-0.000813808
0.748862	10.2226	1.74134	7.32382		5.2672			-0.000877206	-0.00091741	-0.000865851		-0.00116447
0.748862	10.225	1.74134	7.32487		5.271			-0.000890494	-0.000860304	-0.000900048		-0.000981587
0.748863	10.2274	1.74134	7.32592		5.2748			-0.00100161	-0.00109064	-0.000926108		-0.000793943
0.748863	10.2298	1.74134	7.32697		5.27859			-0.0010147	-0.000927369	-0.000982785		-0.00087987
0.748864	10.2322	1.74134	7.32802		5.28239			-0.00103096	-0.000796989	-0.00104371		-0.000868385
0.748864	10.2346	1.74134	7.32907		5.28618			-0.000937233	-0.000903766	-0.00107507		-0.000906639
0.748865	10.237	1.74134	7.33012		5.28998			-0.00102871	-0.000857454	-0.000784926		-0.000736606
0.748865	10.2394	1.74134	7.33117		5.29383			-0.000924122	-0.00106312	-0.000795704		-0.000856381
0.748866	10.2417	1.74134	7.33222		5.29771			-0.000819228	-0.000792015	-0.00100832		-0.0010217
0.748866	10.2441	1.74134	7.33345		5.30159			-0.00111095	-0.00102167	-0.00091092		-0.00101462
0.748867	10.2465	1.74134	7.33487		5.30548			-0.000889651	-0.000708431	-0.000943838		-0.00119106
0.748868	10.2488	1.74134	7.33629		5.30936			-0.000950171	-0.00114439	-0.00076483		-0.000832327
0.748868	10.2512	1.74134	7.33771		5.31324			-0.00087167	-0.000781488	-0.000965907		-0.00091499
0.748869	10.2536	1.74134	7.33913		5.31712			-0.000865022	-0.000848826	-0.000959095		-0.000857132
0.748869	10.2559	1.74134	7.34055		5.321			-0.00101295	-0.000761814	-0.000904623		-0.000899852
0.74887	10.2583	1.74134	7.34198		5.32494			-0.0008572	-0.000875222	-0.000931005		-0.000752737
0.74887	10.2607	1.74134	7.3434		5.3289			-0.000955118	-0.000933266	-0.000875618		-0.0007463
0.748871	10.263	1.74134	7.34482		5.33287			-0.000923034	-0.000948248	-0.000952684		-0.000906235
0.748871	10.2654	1.74134	7.34624		5.33684			-0.000990025	-0.000854537	-0.000981216		-0.000631532
0.748872	10.2678	1.74134	7.34766		5.34081			-0.000985058	-0.0011158	-0.000838331		-0.000812149
0.748872	10.2702	1.74134	7.34908		5.34477			-0.000911202	-0.000796453	-0.000889514		-0.00104268
0.748873	10.2726	1.74134	7.3505		5.34874			-0.00108557	-0.00101063	-0.000939661		-0.000747171
0.748873	10.275	1.74134	7.35192		5.35271			-0.000888473	-0.00109994	-0.000942224		-0.000906476
0.748874	10.2775	1.74134	7.35334		5.35672			-0.00103386	-0.000871565	-0.00104565		-0.000824231
0.748874	10.2799	1.74134	7.35476		5.36076			-0.000783034	-0.000782283	-0.000697598		-0.000791457
0.748875	10.2823	1.74134	7.35619		5.36479			-0.000964617	-0.000883025	-0.000608542		-0.000867889
0.748875	10.2847	1.74134	7.35791		5.36882			-0.000746233	-0.000833219	-0.000675522		-0.00102196
0.748876	10.2872	1.74134	7.35981		5.37286			-0.000885606	-0.000536318	-0.000746994		-0.000870334
0.748877	10.2896	1.74134	7.3617		5.37689			-0.000786446	-0.00109135	-0.000887697		-0.00101935
0.748877	10.292	1.74134	7.3636		5.38093			-0.000650725	-0.00108381	-0.00105031		-0.000951138
0.748878	10.2944	1.74134	7.3655		5.38496			-0.000868358	-0.000941903	-0.000922209		-0.00114206
0.748878	10.2968	1.74134	7.3674		5.38896			-0.000712095	-0.000931616	-0.000944327		-0.000946553
0.748879	10.2993	1.74134	7.3693		5.39295			-0.00107113	-0.00078452	-0.000946917		-0.000795536
0.748879	10.3018	1.74134	7.37119		5.39693			-0.000998117	-0.000789429	-0.000865899		-0.00104543
0.748879	10.3042	1.74134	7.37309		5.40092			-0.000985487	-0.000976652	-0.00108819		-0.000885174
0.74888	10.3067	1.74134	7.37499		5.40491			-0.000973429	-0.000936147	-0.000845722		-0.000801532
0.74888	10.3091	1.74134	7.37689		5.40889			-0.000915694	-0.000842602	-0.00104372		-0.000826364
0.748881	10.3116	1.74134	7.37879		5.41288			-0.000828958	-0.000767914	-0.000788728		-0.00107732
0.748881	10.3141	1.74134	7.38068		5.41687			-0.000846528	-0.00114	-0.000967965		-0.000761897
0.748882	10.3165	1.74134	7.38258		5.42082			-0.000848399	-0.000842801	-0.00103956		-0.000886888
0.748882	10.319	1.74134	7.38475		5.42476			-0.000943568	-0.00095155	-0.000830343		-0.000827203
0.748883	10.3214	1.74134	7.38704		5.4287			-0.000886355	-0.000796764	-0.000773061		-0.000948437
0.748883	10.3239	1.74134	7.38933		5.43264			-0.000886286	-0.00102276	-0.000986566		-0.000949886
0.748884	10.3264	1.74134	7.39161		5.43658			-0.00087557	-0.000992149	-0.000863205		-0.000879837
0.748884	10.3288	1.74134	7.3939		5.44052			-0.00096198	-0.000743891	-0.000847863		-0.00102577
0.748885	10.3313	1.74134	7.39619		5.44446			-0.000890292	-0.000823901	-0.00105114		-0.000768521
0.748885	10.3338	1.74134	7.39848		5.4484			-0.000967936	-0.000851407	-0.000774608		-0.00080161
0.748886	10.3363	1.74134	7.40077		5.45233			-0.000891983	-0.000811455	-0.000834676		-0.000925776
0.748886	10.3388	1.74134	7.40306		5.45627			-0.00102804	-0.000902533	-0.000961505		-0.000924039
0.748887	10.3413	1.74134	7.40535		5.46021			-0.000707539	-0.00101764	-0.000769957		-0.000736711
0.748887	10.3438	1.74134	7.40763		5.46415			-0.000950843	-0.000797923	-0.000911964		-0.000873932
0.748888	10.3463	1.74134	7.40992		5.46809			-0.000726951	-0.000752878	-0.000799542		-0.000856044
0.748888	10.3488	1.74134	7.41233		5.47203			-0.000879068	-0.000958334	-0.0008955		-0.000949214
0.748889	10.3513	1.74134	7.41492		5.47597			-0.00077666	-0.000974142	-0.000920678		-0.000914654
0.74889	10.3538	1.74134	7.41752		5.4799			-0.000894114	-0.000966515	-0.000919373		-0.00100234
0.74889	10.3563	1.74134	7.42011		5.48386			-0.000989925	-0.000763984	-0.00105482		-0.000932381
0.748891	10.3588	1.74134	7.42271		5.48785			-0.00103129	-0.00078238	-0.000845137		-0.000870439
0.748891	10.3613	1.74134	7.4253		5.49184			-0.000838704	-0.000821961	-0.000798685		-0.000937494
0.748892	10.3638	1.74134	7.42789		5.49582			-0.000845168	-0.000817492	-0.000772666		-0.000920439
0.748893	10.3662	1.74134	7.43049		5.49981			-0.000891011	-0.000645757	-0.000923406		-0.00105916
0.748893	10.3686	1.74134	7.43308		5.5038			-0.000893708	-0.000984787	-0.00086066		-0.000890246
0.748894	10.3711	1.74134	7.43568		5.50778			-0.00103548	-0.00087408	-0.000834503		-0.00093691
0.748894	10.3735	1.74134	7.43827		5.51177			-0.000956794	-0.000978982	-0.00106091		-0.000716764
0.748895	10.376	1.74134	7.44087		5.51583			-0.00103975	-0.000863529	-0.000800231		-0.000934762
0.748895	10.3784	1.74134	7.4436		5.51992			-0.00100621	-0.00094171	-0.000770174		-0.000829743
0.748896	10.3808	1.74134	7.44637		5.52402			-0.00092246	-0.000849698	-0.000900255		-0.000870892
0.748896	10.3833	1.74134	7.44913		5.52812			-0.00076	-0.000848632	-0.000887884		-0.000959932
0.748896	10.3857	1.74134	7.4519		5.53222			-0.00103324	-0.000816661	-0.000786923		-0.000896873
0.748897	10.3882	1.74134	7.45466		5.53631			-0.0008335	-0.0010459	-0.000798452		-0.00121808
0.748898	10.3906	1.74134	7.45743		5.54041			-0.00087425	-0.000937806	-0.000947197		-0.000855268
0.748898	10.393	1.74134	7.4602		5.54451			-0.000844898	-0.00089743	-0.00091976		-0.000717807
0.748899	10.3955	1.74134	7.46296		5.54869			-0.000987976	-0.00100127	-0.000837868		-0.000787466
0.748899	10.3978	1.74134	7.46573		5.55288			-0.000900769	-0.00100944	-0.00108674		-0.000915812
0.7489	10.4	1.74134	7.46849		5.55707			-0.00108831	-0.00103533	-0.000980417		-0.00082927
0.748901	10.4023	1.74134	7.47126		5.56125			-0.000557383	-0.000774736	-0.00107602		-0.000849814
0.748901	10.4045	1.74134	7.4741		5.56544			-0.000647634	-0.000910373	-0.00109669		-0.000967333
0.748902	10.4067	1.74134	7.47697		5.56963			-0.000825512	-0.000953218	-0.00104077		-0.000739656
0.748902	10.409	1.74134	7.47984		5.57381			-0.000750117	-0.000879272	-0.000826042		-0.000991777
0.748903	10.4112	1.74134	7.48271		5.57801			-0.00100988	-0.000981348	-0.000864716		-0.000902063
0.748903	10.4134	1.74134	7.48558		5.58223			-0.00072049	-0.000923223	-0.000711536		-0.000861829
0.748904	10.4157	1.74134	7.48845		5.58644			-0.000933424	-0.000785441	-0.0011009		-0.000940697
0.748904	10.4179	1.74134	7.49132		5.59066			-0.000769448	-0.000930724	-0.000854024		-0.000688149
0.748905	10.4201	1.74134	7.49419		5.59487			-0.000857402	-0.00115435	-0.000890854		-0.000909035
0.748905	10.4224	1.74134	7.49706		5.59909			-0.000737306	-0.00101737	-0.00076842		-0.000888988
0.748906	10.4246	1.74134	7.49993		5.6033			-0.001072	-0.000812458	-0.00129588		-0.000941847
0.748906	10.4268	1.74134	7.50281		5.60752			-0.000817606	-0.000846701	-0.00102602		-0.00079702
0.748907	10.4291	1.74134	7.50577		5.61176			-0.000877504	-0.000966704	-0.000973127		-0.000761686
0.748907	10.4313	1.74134	7.50873		5.616			-0.00105769	-0.000766702	-0.000916063		-0.000770347
0.748908	10.4334	1.74134	7.5117		5.62025			-0.00100869	-0.000908337	-0.00097487		-0.000942076
0.748908	10.4354	1.74134	7.51466		5.62449			-0.000945039	-0.0009255	-0.000953221		-0.000846725
0.748909	10.4374	1.74134	7.51763		5.62873			-0.000877034	-0.000920327	-0.000839184		-0.000867183
0.74891	10.4393	1.74134	7.5206		5.63298			-0.000899877	-0.000961576	-0.000931497		-0.000833415
0.74891	10.4413	1.74134	7.52356		5.63722			-0.00112353	-0.000806218	-0.000932491		-0.000774104
0.74891	10.4433	1.74134	7.52653		5.64146			-0.000777825	-0.000809528	-0.000844243		-0.000953493
0.748911	10.4452	1.74134	7.52949		5.64571			-0.000820254	-0.00111247	-0.000721426		-0.000857717
0.748912	10.4472	1.74134	7.53246		5.64995			-0.000853455	-0.00101361	-0.000932988		-0.00081014
0.748912	10.4492	1.74134	7.53543		5.6542			-0.00104376	-0.000908121	-0.000804707		-0.000771554
0.748913	10.4511	1.74134	7.53841		5.65844			-0.000900682	-0.000752037	-0.000905882		-0.00070723
0.748913	10.4531	1.74134	7.5414		5.66269			-0.000881621	-0.000851592	-0.000893584		-0.0010118
0.748914	10.4551	1.74134	7.54439		5.66693			-0.000869814	-0.000912366	-0.000835579		-0.000861341
0.748915	10.457	1.74134	7.54737		5.67118			-0.000758801	-0.00090441	-0.000886879		-0.000998813
0.748915	10.459	1.74134	7.55035		5.67544			-0.000920002	-0.000922535	-0.000977964		-0.000950758
0.748915	10.4609	1.74134	7.55334		5.6797			-0.00101839	-0.000883432	-0.00084109		-0.000849356
0.748916	10.4629	1.74134	7.55632		5.68397			-0.000875351	-0.000959111	-0.000971679		-0.000976471
0.748917	10.4649	1.74134	7.55931		5.68823			-0.000770351	-0.000888741	-0.0010763		-0.000992146
0.748917	10.4668	1.74134	7.56229		5.69249			-0.00082394	-0.00079441	-0.000957994		-0.000834065
0.748918	10.4688	1.74134	7.56528		5.69675			-0.000877539	-0.000933198	-0.000959086		-0.000921322
0.748919	10.4708	1.74134	7.56825		5.70102			-0.000732811	-0.000973786	-0.000824425		-0.000942886
0.748919	10.4726	1.74134	7.57113		5.70529			-0.000912593	-0.000767795	-0.000886055		-0.000954804
0.74892	10.4742	1.74134	7.57401		5.70958			-0.000796835	-0.00101892	-0.000883147		-0.000735056
0.748921	10.4758	1.74134	7.57689		5.71388			-0.000862797	-0.00107289	-0.000732431		-0.0010127
0.748921	10.4774	1.74134	7.57977		5.71817			-0.000995923	-0.000933416	-0.000940588		-0.000759618
0.748921	10.479	1.74134	7.58265		5.72246			-0.000997997	-0.000774465	-0.000906197		-0.000977102
0.748922	10.4806	1.74134	7.58553		5.72675			-0.00102426	-0.00102453	-0.000831022		-0.00082552
0.748922	10.4822	1.74134	7.58841		5.73104			-0.00114132	-0.00104602	-0.000690566		-0.000948057
0.748923	10.4838	1.74134	7.59129		5.73533			-0.000845572	-0.00101359	-0.000933835		-0.000747993
0.748924	10.4854	1.74134	7.59417		5.73963			-0.000902901	-0.000795104	-0.000920808		-0.000893176
0.748924	10.487	1.74134	7.59705		5.74393			-0.000891208	-0.000894409	-0.000817475		-0.000765356
0.748925	10.4886	1.74134	7.59993		5.74823			-0.000881697	-0.00106535	-0.000834427		-0.000802161
0.748925	10.4902	1.74134	7.60276		5.75253			-0.000661504	-0.000815789	-0.00104122		-0.0010263
0.748926	10.4918	1.74134	7.60544		5.75683			-0.000979973	-0.00103895	-0.000830928		-0.00095914
0.748927	10.4934	1.74134	7.60812		5.76113			-0.00104094	-0.000808265	-0.000837168		-0.000816888
0.748927	10.495	1.74134	7.6108		5.76543			-0.000820224	-0.000961745	-0.0010763		-0.000926625
0.748928	10.4966	1.74134	7.61348		5.76971			-0.000902317	-0.000857839	-0.000875949		-0.000779563
0.748928	10.4982	1.74134	7.61616		5.77397			-0.000719299	-0.000791925	-0.000932544		-0.000950989
0.748929	10.4998	1.74134	7.61884		5.77823			-0.000891504	-0.000906784	-0.00109135		-0.000785475
0.74893	10.5014	1.74134	7.62152		5.7825			-0.00093108	-0.000761753	-0.000910642		-0.000819465
0.74893	10.503	1.74134	7.6242		5.78676			-0.000871078	-0.000953915	-0.00104313		-0.00104947
0.748931	10.5046	1.74134	7.62688		5.79102			-0.00087669	-0.000924795	-0.00105816		-0.000764881
0.748931	10.5062	1.74134	7.62956		5.79529			-0.000880435	-0.000936063	-0.00098587		-0.000730986
0.748932	10.5078	1.74134	7.63224		5.79955			-0.000940145	-0.000961451	-0.000873699		-0.00101152
0.748932	10.5094	1.74134	7.63492		5.80382			-0.00106423	-0.000658411	-0.00095241		-0.000934298
0.748933	10.511	1.74134	7.63758		5.80809			-0.000980456	-0.000930043	-0.000861981		-0.000825521
0.748933	10.5126	1.74134	7.64001		5.81237			-0.000991976	-0.000776994	-0.0009176		-0.000765304
0.748934	10.5142	1.74134	7.64243		5.81664			-0.000626054	-0.000857023	-0.000915217		-0.000972077
0.748934	10.5155	1.74134	7.64484		5.82091			-0.000726875	-0.000931278	-0.000941284		-0.000905063
0.748935	10.5167	1.74134	7.64725		5.82518			-0.000785727	-0.000789466	-0.000859539		-0.000852088
0.748935	10.5179	1.74134	7.64967		5.82946			-0.000911436	-0.000872058	-0.000694394		-0.000900271
0.748936	10.5191	1.74134	7.65208		5.83372			-0.000936864	-0.000924171	-0.00087981		-0.000943612
0.748937	10.5203	1.74134	7.65449		5.83797			-0.000747033	-0.000939071	-0.000886914		-0.000708096
0.748937	10.5215	1.74134	7.6569		5.84223			-0.00080508	-0.000885443	-0.000839979		-0.00116694
0.748938	10.5227	1.74134	7.65932		5.84648			-0.000726978	-0.000766891	-0.000973132		-0.00105662
0.748938	10.5239	1.74134	7.66173		5.85073			-0.000982247	-0.00100523	-0.000947398		-0.000821433
0.748938	10.5251	1.74134	7.66414		5.85499			-0.00107613	-0.000751508	-0.00111945		-0.000763012
0.748939	10.5263	1.74134	7.66655		5.85924			-0.000825331	-0.000953851	-0.000902574		-0.000821004
0.74894	10.5275	1.74134	7.66897		5.86349			-0.00091676	-0.000878317	-0.000981633		-0.000767513
0.74894	10.5287	1.74134	7.67138		5.86771			-0.000934962	-0.000828975	-0.000842255		-0.00092909
0.748941	10.5299	1.74134	7.67375		5.87193			-0.00104199	-0.000880815	-0.000839064		-0.00102769
0.748941	10.5311	1.74134	7.6759		5.87614			-0.000868971	-0.000828403	-0.000769373		-0.00072792
0.748941	10.5323	1.74134	7.67805		5.88036			-0.000667423	-0.000987236	-0.00100502		-0.000999199
0.748942	10.5335	1.74134	7.6802		5.88457			-0.00104937	-0.000960815	-0.000975764		-0.000790009
0.748942	10.5347	1.74134	7.68234		5.88879			-0.00100381	-0.000735602	-0.00107052		-0.000907308
0.748943	10.5359	1.74134	7.68449		5.893			-0.000899484	-0.00109715	-0.000947185		-0.000967728
0.748943	10.5371	1.74134	7.68663		5.89721			-0.000842999	-0.000811588	-0.000726464		-0.000963682
0.748944	10.5383	1.74134	7.68878		5.90138			-0.000877512	-0.000853893	-0.000961331		-0.0008339
0.748944	10.5395	1.74134	7.69092		5.90556			-0.000854554	-0.000920791	-0.00091893		-0.000616401
0.748945	10.5407	1.74134	7.69307		5.90974			-0.000712083	-0.000594281	-0.00118703		-0.000910283
0.748946	10.5419	1.74134	7.69522		5.91391			-0.00104657	-0.000865471	-0.00085873		-0.000872303
0.748946	10.5431	1.74134	7.69736		5.91809			-0.000869568	-0.000651527	-0.000999413		-0.000662236
0.748947	10.5443	1.74134	7.69951		5.92227			-0.00100782	-0.000897051	-0.000916435		-0.00111145
0.748947	10.5455	1.74134	7.70165		5.92644			-0.00100238	-0.000861735	-0.00102548		-0.000761921
0.748948	10.5467	1.74134	7.7038		5.93061			-0.00101551	-0.000946515	-0.000856474		-0.000908439
0.748948	10.5479	1.74134	7.70594		5.93478			-0.000865107	-0.000982762	-0.00111088		-0.000839456
0.748949	10.5491	1.74134	7.70809		5.93895			-0.000933138	-0.000780545	-0.000762428		-0.000734238
0.748949	10.5503	1.74134	7.71024		5.94312			-0.000966674	-0.000849924	-0.00107663		-0.000764529
0.74895	10.5515	1.74134	7.71219		5.94728			-0.000882311	-0.000950655	-0.000749746		-0.000977692
0.74895	10.5527	1.74134	7.71401		5.95145			-0.000932067	-0.000962776	-0.000877333		-0.00082109
0.748951	10.5539	1.74134	7.71583		5.95562			-0.00092451	-0.000662394	-0.000980851		-0.00100566
0.748951	10.5551	1.74134	7.71766		5.95979			-0.000904732	-0.000858629	-0.00102978		-0.000991133
0.748952	10.5561	1.74134	7.71948		5.96399			-0.00096743	-0.000831613	-0.000853457		-0.000670774
0.748952	10.557	1.74134	7.7213		5.9682			-0.000836431	-0.00112143	-0.000862851		-0.00084305
0.748952	10.5579	1.74134	7.72312		5.9724			-0.000695116	-0.000983901	-0.000907228		-0.000992473
0.748953	10.5589	1.74134	7.72494		5.97661			-0.00102335	-0.00102098	-0.000965883		-0.000947632
0.748953	10.5598	1.74134	7.72676		5.98082			-0.00104846	-0.000994783	-0.000885493		-0.000801832
0.748954	10.5608	1.74134	7.72858		5.98502			-0.000680624	-0.000748095	-0.000867368		-0.000970314
0.748955	10.5617	1.74134	7.73041		5.98923			-0.00070809	-0.000921196	-0.00100892		-0.000736406
0.748955	10.5626	1.74134	7.73223		5.99346			-0.000935462	-0.000861634	-0.000882426		-0.000921496
0.748955	10.5636	1.74134	7.73405		5.99773			-0.000895195	-0.00105567	-0.000922191		-0.00101523
0.748956	10.5645	1.74134	7.73587		6.00199			-0.000898097	-0.00111555	-0.00098492		-0.000998289
0.748956	10.5654	1.74134	7.73769		6.00625			-0.000876991	-0.000801607	-0.000658234		-0.000774885
0.748957	10.5664	1.74134	7.73951		6.01052			-0.000886391	-0.000777739	-0.000945001		-0.000979158
0.748957	10.5673	1.74134	7.74133		6.01478			-0.000843883	-0.000901762	-0.000806578		-0.00094121
0.748958	10.5682	1.74134	7.74316		6.01904			-0.000897657	-0.000809112	-0.000742978		-0.000956331
0.748958	10.5692	1.74134	7.74498		6.02331			-0.00101247	-0.000923452	-0.000843153		-0.000910856
0.748959	10.5701	1.74134	7.7468		6.02763			-0.000856466	-0.000904816	-0.000975652		-0.000938333
0.74896	10.571	1.74134	7.74862		6.03195			-0.000666802	-0.00077043	-0.00104647		-0.000797223
0.74896	10.572	1.74134	7.75044		6.03627			-0.00106879	-0.000778384	-0.00110966		-0.000739065
0.748961	10.5729	1.74134	7.75226		6.04059			-0.00106697	-0.000959142	-0.000754574		-0.00095886
0.748961	10.5738	1.74134	7.75409		6.04491			-0.000803702	-0.000871068	-0.000888099		-0.00105373
0.748961	10.5748	1.74134	7.75591		6.04923			-0.000852631	-0.000842379	-0.00084189		-0.0010579
0.748962	10.5757	1.74134	7.75734		6.05355			-0.000836223	-0.000916025	-0.00106943		-0.000797688
0.748963	10.5766	1.74134	7.75863		6.05788			-0.000925062	-0.000788866	-0.000954484		-0.000759967
0.748963	10.5776	1.74134	7.75991		6.06221			-0.00093203	-0.000861769	-0.000910238		-0.000802146
0.748964	10.5785	1.74134	7.7612		6.06654			-0.000861902	-0.000893024	-0.0009627		-0.00103598
0.748965	10.5794	1.74134	7.76249		6.07087			-0.000930508	-0.00115169	-0.000972185		-0.000623187
0.748965	10.5804	1.74134	7.76378		6.0752			-0.00083604	-0.000811097	-0.00104036		-0.000873188
0.748966	10.5813	1.74134	7.76506		6.07953			-0.000973934	-0.000855837	-0.00109556		-0.00100845
0.748967	10.5822	1.74134	7.76635		6.08386			-0.000909163	-0.000978355	-0.000864486		-0.000994846
0.748967	10.5832	1.74134	7.76764		6.08817			-0.000883838	-0.00082907	-0.000911826		-0.000687673
0.748967	10.5841	1.74134	7.76893		6.09245			-0.000838392	-0.0008982	-0.000791233		-0.000694735
0.748968	10.5851	1.74134	7.77022		6.09672			-0.000840393	-0.00084905	-0.000896725		-0.000953889
0.748969	10.586	1.74134	7.7715		6.10099			-0.000922892	-0.000744165	-0.000874969		-0.000953888
0.748969	10.5869	1.74134	7.77279		6.10526			-0.000871735	-0.000869323	-0.000633022		-0.00101498
0.74897	10.5879	1.74134	7.77408		6.10954			-0.000814312	-0.00118131	-0.000929247		-0.000691055
0.748971	10.5888	1.74134	7.77536		6.11381			-0.000890274	-0.000961725	-0.000849152		-0.00100191
0.748971	10.5897	1.74134	7.77665		6.11808			-0.000858506	-0.000914627	-0.000856849		-0.00104744
0.748972	10.5907	1.74134	7.77794		6.12229			-0.000915589	-0.000816555	-0.00102039		-0.00107369
0.748973	10.5916	1.74134	7.77923		6.12646			-0.00100144	-0.00103148	-0.000888765		-0.000731665
0.748973	10.5925	1.74134	7.78051		6.13062			-0.000908584	-0.000809686	-0.000837596		-0.000707275
0.748973	10.5935	1.74134	7.7818		6.13479			-0.000865118	-0.000897416	-0.000901114		-0.000834082
0.748974	10.5944	1.74134	7.78309		6.13896			-0.00103944	-0.00072321	-0.000941854		-0.00106501
0.748975	10.5953	1.74134	7.78438		6.14313			-0.000940675	-0.000845895	-0.000786221		-0.000786876
0.748975	10.5963	1.74134	7.78566		6.14729			-0.000912638	-0.000698535	-0.00103447		-0.000753516
0.748976	10.5972	1.74134	7.78695		6.15146			-0.000931611	-0.000828418	-0.000724432		-0.000781855
0.748976	10.5981	1.74134	7.78824		6.15555			-0.000940509	-0.000831519	-0.000878019		-0.000674308
0.748977	10.5991	1.74134	7.78953		6.15961			-0.000841355	-0.000882541	-0.00103098		-0.000881753
0.748977	10.6	1.74134	7.79081		6.16367			-0.000669212	-0.000842007	-0.000921252		-0.000809976
0.748978	10.6009	1.74134	7.7921		6.16774			-0.000756917	-0.000853213	-0.000858761		-0.000916538
0.748978	10.6019	1.74134	7.79339		6.1718			-0.00103579	-0.000773449	-0.000868407		-0.000951677
0.748978	10.6028	1.74134	7.79468		6.17586			-0.000819581	-0.00100439	-0.000982559		-0.000909368
0.748979	10.6037	1.74134	7.79596		6.17993			-0.000838568	-0.00084777	-0.000861645		-0.000885197
0.74898	10.6047	1.74134	7.79725		6.18399			-0.000778979	-0.00100533	-0.000877191		-0.00096321
0.74898	10.6056	1.74134	7.79854		6.18804			-0.000614677	-0.000778472	-0.000873779		-0.000862057
0.74898	10.6065	1.74134	7.79983		6.19208			-0.00107687	-0.00105824	-0.000866075		-0.00102479
0.748981	10.6075	1.74134	7.80111		6.19612			-0.000916333	-0.000966627	-0.000932376		-0.000829056
