lap4_11_samp	lap4_12_samp	lap4_13_samp	lap4_14_samp	lap4_15_samp	lap4_16_samp	rp711	rp1727	cur4_12_samp	cur4_13_samp	cur4_14_samp	cur4_15_samp	cur4_16_samp
0.743477	0.713419	0.643521	0.648278	0.840094	1.12272			-0.000764294	-0.000731467	-0.000835277	-0.000800749	-0.000935044
0.743478	0.71342	0.643522	0.648279	0.841279	1.12452			-0.000960383	-0.00103901	-0.000784019	-0.000773148	-0.000826379
0.743479	0.71342	0.643523	0.648279	0.842465	1.12631			-0.000843367	-0.00080175	-0.000956621	-0.000717006	-0.000624899
0.743479	0.713421	0.643523	0.64828	0.84365	1.12812			-0.000724555	-0.00087426	-0.000714584	-0.000799663	-0.000872229
0.74348	0.713421	0.643524	0.648281	0.844835	1.13002			-0.000795094	-0.000736422	-0.000916498	-0.000999926	-0.000764799
0.74348	0.713422	0.643524	0.648281	0.84602	1.13192			-0.000692185	-0.00100718	-0.000756586	-0.000952248	-0.000941051
0.743481	0.713422	0.643525	0.648282	0.847206	1.13382			-0.000993373	-0.000837712	-0.00106826	-0.000855486	-0.000982149
0.743481	0.713422	0.643525	0.648282	0.848391	1.13573			-0.000865183	-0.000562734	-0.000777494	-0.000767794	-0.000719466
0.743482	0.713423	0.643526	0.648283	0.849577	1.13763			-0.000981235	-0.00092989	-0.000692675	-0.000725835	-0.000958032
0.743482	0.713424	0.643526	0.648283	0.850762	1.13953			-0.00110941	-0.000754744	-0.00108162	-0.000798187	-0.000926297
0.743483	0.713424	0.643527	0.648284	0.851947	1.14144			-0.000919728	-0.000958215	-0.000758601	-0.00101964	-0.00085189
0.743483	0.713425	0.643527	0.648284	0.853132	1.14334			-0.0010429	-0.000928766	-0.000766343	-0.000897126	-0.00106021
0.743484	0.713425	0.643528	0.648285	0.854336	1.14524			-0.00095656	-0.000968781	-0.000923886	-0.00100169	-0.000925222
0.743484	0.713426	0.643528	0.648286	0.855661	1.14714			-0.0010786	-0.000924092	-0.000835614	-0.000929715	-0.000700009
0.743485	0.713427	0.643529	0.648286	0.856991	1.14905			-0.00104362	-0.000895999	-0.000985005	-0.000944123	-0.0007069
0.743485	0.713427	0.64353	0.648287	0.858321	1.15095			-0.0007739	-0.000966196	-0.00102294	-0.00083722	-0.000845697
0.743486	0.713428	0.64353	0.648287	0.859652	1.15285			-0.000785238	-0.00102562	-0.00076264	-0.000929945	-0.00093313
0.743486	0.713428	0.643531	0.648288	0.860982	1.15476			-0.000883683	-0.000898148	-0.000996759	-0.00103465	-0.000925628
0.743487	0.713429	0.643532	0.648289	0.862312	1.15666			-0.000923384	-0.000808322	-0.000950452	-0.000737978	-0.00100638
0.743487	0.713429	0.643532	0.648289	0.863642	1.15856			-0.00100364	-0.00105853	-0.000975092	-0.00079463	-0.000999457
0.743488	0.71343	0.643533	0.648289	0.864972	1.16048			-0.0010276	-0.000751163	-0.000929634	-0.00102908	-0.000841375
0.743488	0.71343	0.643533	0.64829	0.866303	1.16241			-0.00100911	-0.00097089	-0.000985859	-0.00107108	-0.000927289
0.743489	0.713431	0.643534	0.64829	0.867633	1.16434			-0.000803469	-0.00103807	-0.000821671	-0.000621604	-0.000871204
0.743489	0.713431	0.643534	0.648291	0.868963	1.16627			-0.000848974	-0.000870456	-0.000960171	-0.000916156	-0.000991535
0.74349	0.713432	0.643535	0.648291	0.870293	1.1682			-0.00103944	-0.000906267	-0.000843738	-0.000820251	-0.000872432
0.74349	0.713433	0.643535	0.648292	0.871623	1.17014			-0.000754959	-0.00095372	-0.00107189	-0.000897971	-0.000996319
0.743491	0.713433	0.643535	0.648292	0.872953	1.17207			-0.00104826	-0.00109741	-0.000850153	-0.000969642	-0.00080373
0.743491	0.713434	0.643536	0.648293	0.874284	1.174			-0.000686442	-0.00100516	-0.000780544	-0.00101827	-0.00112639
0.743492	0.713435	0.643537	0.648293	0.875614	1.17593			-0.000725982	-0.000892271	-0.000799108	-0.000904084	-0.00111553
0.743493	0.713435	0.643537	0.648294	0.876944	1.17786			-0.000787529	-0.00108847	-0.0010307	-0.000869457	-0.000926429
0.743493	0.713436	0.643538	0.648294	0.878274	1.17979			-0.000777283	-0.000786168	-0.000803125	-0.000734249	-0.000900629
0.743494	0.713436	0.643538	0.648295	0.879605	1.18172			-0.000754617	-0.000953272	-0.0010189	-0.00100464	-0.000899476
0.743495	0.713437	0.643539	0.648296	0.880935	1.18365			-0.000876489	-0.00095365	-0.000792312	-0.000873758	-0.000882539
0.743495	0.713437	0.643539	0.648297	0.882266	1.18558			-0.00100514	-0.000943988	-0.00090261	-0.00093684	-0.000883377
0.743496	0.713438	0.64354	0.648297	0.883639	1.18752			-0.00092311	-0.000867891	-0.00107771	-0.000813136	-0.000740229
0.743496	0.713439	0.64354	0.648298	0.885105	1.18945			-0.000962913	-0.000792604	-0.00113116	-0.00077857	-0.000905329
0.743497	0.713439	0.643541	0.648298	0.886572	1.19138			-0.000964788	-0.000902827	-0.000849682	-0.00111845	-0.000692104
0.743497	0.713439	0.643541	0.648299	0.88804	1.19329			-0.000832914	-0.000964453	-0.00107372	-0.000803585	-0.00104172
0.743498	0.71344	0.643542	0.648299	0.889507	1.1952			-0.000887109	-0.00101873	-0.000966812	-0.000792889	-0.000882904
0.743499	0.713441	0.643542	0.648299	0.890974	1.19711			-0.000913293	-0.000783897	-0.000956118	-0.00076871	-0.000882375
0.743499	0.713441	0.643543	0.6483	0.892441	1.19901			-0.000831164	-0.000864478	-0.000728557	-0.00091645	-0.000840829
0.7435	0.713442	0.643543	0.6483	0.893908	1.20092			-0.0008195	-0.000748665	-0.000864926	-0.000921573	-0.000700121
0.743501	0.713442	0.643544	0.648301	0.895375	1.20283			-0.000863654	-0.000888326	-0.000914541	-0.000952559	-0.000937557
0.743501	0.713443	0.643544	0.648301	0.896842	1.20473			-0.000900375	-0.00110556	-0.00116438	-0.00103916	-0.000986167
0.743502	0.713443	0.643545	0.648302	0.898309	1.20664			-0.0010691	-0.00101401	-0.000911099	-0.000845624	-0.000807937
0.743503	0.713444	0.643545	0.648302	0.899776	1.20855			-0.00096549	-0.00090156	-0.0010652	-0.00104852	-0.000601026
0.743503	0.713444	0.643546	0.648303	0.901243	1.21046			-0.000699684	-0.00117636	-0.000789047	-0.000761005	-0.000974574
0.743503	0.713445	0.643546	0.648304	0.90271	1.21236			-0.000855608	-0.000836974	-0.00091585	-0.00101446	-0.000938891
0.743504	0.713445	0.643547	0.648304	0.904177	1.21427			-0.000881497	-0.00085877	-0.000764596	-0.000831591	-0.000949475
0.743505	0.713446	0.643547	0.648305	0.905644	1.21618			-0.00086109	-0.000927021	-0.000876167	-0.000841455	-0.0010645
0.743505	0.713447	0.643548	0.648305	0.907111	1.21809			-0.000929293	-0.000887194	-0.000963069	-0.000817078	-0.000880344
0.743506	0.713447	0.643548	0.648306	0.908578	1.21999			-0.00110982	-0.000667179	-0.0007856	-0.00100483	-0.000946761
0.743507	0.713448	0.643549	0.648306	0.910045	1.2219			-0.000830457	-0.000982441	-0.00093743	-0.000864845	-0.000781427
0.743507	0.713449	0.643549	0.648307	0.911512	1.22381			-0.00072184	-0.00104791	-0.000939985	-0.000797986	-0.000799869
0.743508	0.713449	0.643549	0.648308	0.913079	1.22575			-0.000821945	-0.00113983	-0.000935697	-0.000965844	-0.00101043
0.743508	0.71345	0.64355	0.648308	0.914702	1.22768			-0.000760641	-0.000913232	-0.000911997	-0.000810076	-0.000845934
0.743509	0.71345	0.64355	0.648309	0.916325	1.22961			-0.000772938	-0.000693026	-0.000918791	-0.000892206	-0.000852443
0.74351	0.713451	0.643551	0.648309	0.917948	1.23155			-0.000944482	-0.000858479	-0.000911581	-0.00094678	-0.000826256
0.74351	0.713451	0.643551	0.64831	0.919572	1.23348			-0.000825823	-0.000841244	-0.0008776	-0.00108781	-0.00071185
0.743511	0.713452	0.643552	0.64831	0.921195	1.23541			-0.000684499	-0.000653446	-0.00104759	-0.000861065	-0.000983927
0.743511	0.713453	0.643552	0.648311	0.922818	1.23735			-0.000899498	-0.000935535	-0.000846697	-0.00102416	-0.00092917
0.743512	0.713453	0.643553	0.648312	0.924441	1.23928			-0.000968969	-0.000879199	-0.000669266	-0.00102053	-0.000936198
0.743513	0.713454	0.643553	0.648312	0.926065	1.24121			-0.000990166	-0.000924701	-0.000942938	-0.000910312	-0.000907049
0.743513	0.713455	0.643554	0.648313	0.927688	1.24315			-0.000929917	-0.000910354	-0.000881841	-0.00101699	-0.000785448
0.743514	0.713455	0.643554	0.648313	0.929311	1.24508			-0.000991227	-0.001083	-0.000961916	-0.000754155	-0.000687102
0.743514	0.713456	0.643555	0.648314	0.930934	1.24701			-0.000791584	-0.0011673	-0.000807969	-0.000747336	-0.000854888
0.743515	0.713456	0.643556	0.648315	0.932557	1.24895			-0.000833893	-0.000990059	-0.000966771	-0.000875824	-0.000792486
0.743516	0.713457	0.643556	0.648315	0.934181	1.25088			-0.000879571	-0.000980561	-0.000833078	-0.00105457	-0.00100117
0.743516	0.713458	0.643557	0.648316	0.935804	1.25281			-0.00100969	-0.000847988	-0.000987012	-0.0010892	-0.00098194
0.743517	0.713458	0.643557	0.648316	0.937427	1.25483			-0.000895824	-0.000907493	-0.000963531	-0.000947753	-0.000832139
0.743517	0.713459	0.643558	0.648317	0.939051	1.25688			-0.00091547	-0.000866306	-0.00091566	-0.000724713	-0.000907678
0.743518	0.71346	0.643558	0.648317	0.940674	1.25893			-0.000913061	-0.000989408	-0.00123089	-0.000858254	-0.000821843
0.743519	0.71346	0.643558	0.648318	0.942396	1.26098			-0.000935359	-0.000931805	-0.000951882	-0.000951726	-0.000909557
0.743519	0.713461	0.643559	0.648319	0.944173	1.26303			-0.000900034	-0.000963993	-0.000894612	-0.000828171	-0.00078761
0.74352	0.713462	0.64356	0.648319	0.94595	1.26508			-0.00108199	-0.000959438	-0.000902921	-0.000980883	-0.000932334
0.74352	0.713462	0.64356	0.64832	0.947727	1.26713			-0.000943381	-0.000646516	-0.000878209	-0.000902265	-0.00109366
0.743521	0.713462	0.643561	0.64832	0.949504	1.26918			-0.000971635	-0.000898581	-0.000867316	-0.000820452	-0.00097374
0.743522	0.713463	0.643561	0.648321	0.951281	1.27123			-0.000769557	-0.00092495	-0.00107991	-0.00110924	-0.00108652
0.743522	0.713463	0.643562	0.648321	0.953058	1.27328			-0.000716153	-0.000817902	-0.000943097	-0.000869771	-0.000846194
0.743523	0.713464	0.643562	0.648322	0.954835	1.27533			-0.000995869	-0.00111637	-0.000827431	-0.000921937	-0.00103751
0.743523	0.713465	0.643563	0.648322	0.956612	1.27738			-0.000848567	-0.00083943	-0.000885446	-0.000833282	-0.000820015
0.743523	0.713465	0.643563	0.648323	0.958388	1.27943			-0.00103776	-0.000858462	-0.00086971	-0.000902962	-0.000905641
0.743524	0.713466	0.643563	0.648324	0.960165	1.28148			-0.00105879	-0.000880223	-0.000840918	-0.000900915	-0.000712266
0.743524	0.713466	0.643564	0.648324	0.961942	1.28356			-0.00104989	-0.000953987	-0.0009753	-0.000835647	-0.000964111
0.743525	0.713466	0.643564	0.648325	0.963719	1.28576			-0.00107285	-0.000805281	-0.00101308	-0.000973868	-0.00084325
0.743526	0.713467	0.643565	0.648325	0.965496	1.28796			-0.00110609	-0.000905679	-0.0010734	-0.000955546	-0.000831536
0.743526	0.713468	0.643566	0.648326	0.967273	1.29016			-0.000927675	-0.000818175	-0.00103515	-0.000952125	-0.00069904
0.743527	0.713468	0.643566	0.648327	0.96905	1.29236			-0.000753019	-0.000876791	-0.000904849	-0.00092808	-0.00104543
0.743527	0.713469	0.643567	0.648327	0.97089	1.29456			-0.000594791	-0.000900107	-0.00087046	-0.000800519	-0.000987826
0.743528	0.713469	0.643567	0.648328	0.972848	1.29676			-0.000924142	-0.000935968	-0.0010197	-0.000964873	-0.00108141
0.743528	0.71347	0.643568	0.648329	0.974807	1.29896			-0.0009695	-0.000956629	-0.000862312	-0.00095182	-0.000882953
0.743529	0.713471	0.643568	0.648329	0.976765	1.30116			-0.000802138	-0.000798773	-0.000895676	-0.000960027	-0.000801906
0.743529	0.713472	0.643569	0.64833	0.978724	1.30336			-0.000706677	-0.000938885	-0.00102375	-0.00084856	-0.000885444
0.74353	0.713472	0.643569	0.648331	0.980682	1.30557			-0.000857019	-0.000901276	-0.000917259	-0.000819409	-0.00098394
0.743531	0.713473	0.64357	0.648331	0.982641	1.30777			-0.00113311	-0.000785504	-0.000891255	-0.000953538	-0.000833574
0.743531	0.713473	0.643571	0.648332	0.9846	1.30997			-0.00100969	-0.000912772	-0.00089866	-0.000995547	-0.000928488
0.743531	0.713474	0.643571	0.648332	0.986558	1.31217			-0.000585804	-0.00101887	-0.000825023	-0.00100296	-0.000745466
0.743532	0.713474	0.643572	0.648333	0.988517	1.31445			-0.00107727	-0.000849399	-0.000818734	-0.000917323	0.078924
0.743532	0.713475	0.643572	0.648334	0.990475	1.3168			-0.000836161	-0.000978179	-0.00101366	-0.000761028	0.0790487
0.743533	0.713475	0.643573	0.648334	0.992434	1.31914			-0.000840981	-0.000959186	-0.00104433	-0.000944449	0.0792487
0.743534	0.713476	0.643574	0.648335	0.994392	1.32149			-0.000958453	-0.0009201	-0.000779113	-0.000944188	0.0788925
0.743534	0.713476	0.643574	0.648336	0.996351	1.32384			-0.000811281	-0.000893629	-0.000878889	-0.000851824	0.0789909
0.743535	0.713476	0.643574	0.648336	0.99831	1.32619			-0.000797748	-0.000855667	-0.000945345	-0.000747396	0.0789422
0.743535	0.713477	0.643575	0.648337	1.00035	1.32853			-0.000828823	-0.000860115	-0.00100973	-0.000823699	0.0791864
0.743536	0.713477	0.643575	0.648338	1.0025	1.33088			-0.000769122	-0.000948544	-0.00111078	-0.000867544	0.0790708
0.743536	0.713478	0.643576	0.648338	1.00464	1.33323			-0.000891718	-0.000922965	-0.00088265	-0.000948601	0.078812
0.743537	0.713479	0.643576	0.648339	1.00679	1.33558			-0.000775121	-0.000971249	-0.00117342	-0.000778815	0.0788678
0.743537	0.713479	0.643577	0.648339	1.00893	1.33793			-0.000943796	-0.00104944	-0.000827561	-0.00109589	0.0792167
0.743538	0.71348	0.643578	0.64834	1.01108	1.34027			-0.000727598	-0.00094142	-0.00103137	-0.000804855	0.0789752
0.743538	0.713481	0.643578	0.64834	1.01323	1.34262			-0.00100581	-0.000785263	-0.000861153	-0.000892835	0.0790864
0.743539	0.713481	0.643579	0.648341	1.01537	1.34507			-0.00101276	-0.000837028	-0.00111414	-0.000950401	0.0789081
0.743539	0.713482	0.643579	0.648341	1.01752	1.34756			-0.000936865	-0.000790295	-0.000810311	-0.000995117	0.0788802
0.74354	0.713482	0.643579	0.648342	1.01966	1.35005			-0.000872269	-0.000865931	-0.00103821	-0.000862579	0.0791494
0.743541	0.713483	0.64358	0.648342	1.02181	1.35254			-0.00088171	-0.000801566	-0.000955037	-0.00095392	0.0790268
0.743541	0.713484	0.64358	0.648343	1.02395	1.35503			-0.000856963	-0.000941662	-0.00100547	-0.000897828	0.0789981
0.743542	0.713484	0.643581	0.648343	1.0261	1.35752			-0.00093587	-0.000815531	-0.000779982	-0.000860579	0.0788891
0.743542	0.713485	0.643581	0.648344	1.02825	1.36001			-0.000926889	-0.00091003	-0.000870694	-0.00079334	0.079067
0.743543	0.713485	0.643582	0.648345	1.03047	1.3625			-0.000929385	-0.000967895	-0.000808062	-0.000864158	0.079081
0.743543	0.713486	0.643583	0.648345	1.03276	1.36499			-0.000986046	-0.000949846	-0.00101203	-0.000942765	0.0791351
0.743544	0.713487	0.643583	0.648346	1.03505	1.36747			-0.000864399	-0.000827526	-0.000889252	-0.000884271	0.0790478
0.743544	0.713487	0.643584	0.648346	1.03734	1.36996			-0.000982309	-0.000811585	-0.000869211	-0.000899387	0.0789278
0.743545	0.713488	0.643584	0.648347	1.03963	1.37245			-0.000862231	-0.000841216	-0.000958119	-0.000815796	0.0790408
0.743545	0.713489	0.643585	0.648348	1.04192	1.37501			-0.00108834	-0.000926629	-0.000928665	-0.000729933	0.0791245
0.743546	0.713489	0.643586	0.648348	1.04421	1.37763			-0.000747751	-0.000938546	-0.00104599	-0.000736682	0.0788668
0.743547	0.71349	0.643586	0.648348	1.0465	1.38026			-0.000776362	-0.000668078	-0.000796613	-0.000924868	0.0790141
0.743547	0.71349	0.643587	0.648349	1.0488	1.38288			-0.00100227	-0.000876023	-0.000868679	-0.000990784	0.0787409
0.743548	0.713491	0.643587	0.648349	1.05109	1.3855			-0.000990305	-0.000760776	-0.000853144	-0.000887064	0.0791693
0.743549	0.713491	0.643588	0.64835	1.05338	1.38812			-0.000917357	-0.000687561	-0.000928659	-0.000884862	0.0788883
0.743549	0.713492	0.643588	0.648351	1.05567	1.39074			-0.000880709	-0.000850132	-0.000844104	-0.000791726	0.0791232
0.74355	0.713492	0.643589	0.648351	1.05796	1.39336			-0.000938457	-0.000783845	-0.000767372	-0.000950192	0.079007
0.74355	0.713493	0.643589	0.648352	1.06025	1.39599			-0.000731034	-0.000824413	-0.000989307	-0.000791675	0.07901
0.743551	0.713493	0.64359	0.648352	1.06259	1.39861			-0.000921259	-0.000759051	-0.000991685	-0.00115006	0.0788987
0.743551	0.713493	0.643591	0.648353	1.06493	1.40123			-0.00103745	-0.00066552	-0.00106879	-0.000915994	0.0788997
0.743552	0.713494	0.643591	0.648353	1.06727	1.40385			-0.000797869	-0.000864008	-0.000854254	-0.000601917	0.0789979
0.743553	0.713495	0.643592	0.648354	1.06961	1.40653			-0.000932644	-0.000938481	-0.000868013	-0.000845856	0.0790724
0.743553	0.713495	0.643592	0.648354	1.07195	1.40923			-0.000831749	-0.000915833	-0.000830963	-0.000822158	0.0790022
0.743554	0.713496	0.643593	0.648355	1.07429	1.41193			-0.000825211	-0.000812277	-0.00076155	-0.00103371	0.0791529
0.743554	0.713496	0.643593	0.648356	1.07663	1.41463			-0.00107514	-0.000876502	-0.000939804	-0.000873861	0.0792013
0.743555	0.713497	0.643594	0.648356	1.07898	1.41733			-0.000795859	-0.000915283	-0.000905299	-0.000651848	0.0790123
0.743555	0.713497	0.643595	0.648357	1.08132	1.42003			-0.00094037	-0.00104795	-0.000945175	-0.0008634	0.079117
0.743556	0.713498	0.643595	0.648358	1.08366	1.42273			-0.00102459	-0.000877383	-0.00108318	-0.00107406	0.078984
0.743556	0.713498	0.643596	0.648358	1.086	1.42543			-0.000849288	-0.0008129	-0.000917673	-0.000769687	0.0789395
0.743557	0.713499	0.643597	0.648359	1.08834	1.42813			-0.000546604	-0.000797354	-0.000944927	-0.00094006	0.0791184
0.743557	0.7135	0.643597	0.64836	1.09068	1.43083			-0.0010177	-0.0008252	-0.000979071	-0.000870249	0.0790455
0.743558	0.7135	0.643598	0.64836	1.09302	1.43353			-0.000839438	-0.00100691	-0.000999803	-0.000904565	0.0791431
0.743558	0.713501	0.643599	0.648361	1.09535	1.43624			-0.000863388	-0.000656755	-0.000848239	-0.00109921	0.079094
0.743559	0.713501	0.643599	0.648361	1.09767	1.43899			-0.00102798	-0.000668728	-0.000961515	-0.000759824	0.0789018
0.743559	0.713502	0.6436	0.648361	1.1	1.44174			-0.000722968	-0.000966848	-0.000981029	-0.000902072	0.0788207
0.74356	0.713502	0.6436	0.648362	1.10233	1.44449			-0.00106654	-0.000716092	-0.00088182	-0.000909683	0.0788505
0.74356	0.713503	0.643705	0.648363	1.10466	1.44724			-0.000836628	-0.000864213	-0.00100118	-0.00081642	0.0789714
0.743561	0.713503	0.644123	0.648363	1.10698	1.44999			-0.000909741	-0.00105657	-0.000954642	-0.000916528	0.0791233
0.743561	0.713504	0.644543	0.648364	1.10931	1.45274			-0.000884259	-0.000978988	-0.000880064	-0.00105855	0.079152
0.743562	0.713504	0.644964	0.648365	1.11164	1.45549			-0.00100812	-0.000900342	-0.000742874	-0.000870648	0.0787953
0.743562	0.713505	0.645385	0.648366	1.11396	1.45824			-0.00084283	-0.0009983	-0.000896248	-0.000771934	0.0791207
0.743562	0.713506	0.645806	0.648366	1.11629	1.46099			-0.000957882	-0.000984418	-0.000909718	-0.000878729	0.0791653
0.743563	0.713506	0.646226	0.648367	1.11862	1.46374			-0.000786213	-0.00069494	-0.000843288	-0.000831707	0.0791861
0.743563	0.713506	0.646647	0.648367	1.12094	1.46649			-0.000794815	-0.00077085	-0.00101534	-0.00104417	0.0789763
0.743564	0.713507	0.647068	0.648368	1.12327	1.46928			-0.000930685	-0.000839927	-0.000876007	-0.000898705	0.0790505
0.743564	0.713507	0.647488	0.648368	1.12559	1.47208			-0.000962687	-0.000913577	-0.000870171	-0.000988595	0.0792052
0.743565	0.713508	0.647909	0.648369	1.1279	1.47489			-0.000667224	-0.000750377	-0.000899371	-0.000850141	0.0790738
0.743565	0.713509	0.64833	0.648369	1.1302	1.4777			-0.000936778	-0.00115526	-0.00089527	-0.00101748	0.0791446
0.743566	0.713509	0.64875	0.64837	1.13251	1.4805			-0.000954841	-0.00095008	-0.000823142	-0.000668505	0.079147
0.743566	0.71351	0.649171	0.64837	1.13481	1.48331			-0.000796991	-0.000932853	-0.000800048	-0.000832274	0.0790153
0.743567	0.71351	0.649592	0.648371	1.13712	1.48611			-0.000871167	-0.000854317	-0.00105693	-0.00103785	0.0789741
0.743568	0.713511	0.650012	0.648371	1.13943	1.48892			-0.000935116	-0.00108489	-0.000914497	-0.000934087	0.0789883
0.743568	0.713512	0.650433	0.648372	1.14173	1.49173			-0.000829368	-0.000824614	-0.00082811	-0.000832988	0.0790979
0.743569	0.713512	0.650854	0.648372	1.14404	1.49453			-0.000748626	-0.00106895	-0.0008158	-0.000747213	0.0788786
0.743569	0.713512	0.651275	0.648373	1.14634	1.49734			-0.000953884	-0.000928523	-0.000958946	-0.00104557	0.0788862
0.74357	0.713513	0.651695	0.648373	1.14865	1.50016			-0.000903969	-0.000933625	-0.000871143	-0.000962199	0.0789126
0.74357	0.713513	0.652116	0.648374	1.15095	1.503			-0.000978966	-0.00091166	-0.000963635	-0.000785771	0.0789362
0.743571	0.713514	0.652537	0.648374	1.15326	1.50585			-0.000725369	-0.000867849	-0.000938312	-0.000854794	0.0791492
0.743571	0.713514	0.652957	0.648375	1.15556	1.50869			-0.000840285	-0.000918306	-0.0010141	-0.00111014	0.078825
0.743572	0.713515	0.653378	0.648375	1.15787	1.51153			-0.000820342	-0.00111302	-0.00109683	-0.000848175	0.0790723
0.743572	0.713516	0.653799	0.648376	1.16018	1.51437			-0.000856025	-0.00105869	-0.00100568	-0.00100481	0.0790392
0.743573	0.713516	0.65422	0.648376	1.16249	1.51721			-0.00086732	-0.000904137	-0.000907547	-0.00105265	0.0791321
0.743573	0.713517	0.65464	0.648377	1.16479	1.52006			-0.000936649	-0.00089649	-0.000854612	-0.000942855	0.0788652
0.743574	0.713517	0.655061	0.648377	1.1671	1.5229			-0.000829077	-0.000867906	-0.00101055	-0.000822375	0.0789334
0.743575	0.713522	0.655481	0.648378	1.16941	1.52574			-0.000818306	-0.000881331	-0.00086225	-0.000928296	0.0791203
0.743575	0.713897	0.655902	0.648378	1.17172	1.52858			-0.000767673	-0.000862854	-0.00107261	-0.00123883	0.0792666
0.743576	0.714377	0.656323	0.648379	1.17403	1.53142			-0.000973325	-0.000674844	-0.000974127	-0.000775333	0.0792062
0.743576	0.714857	0.656743	0.648379	1.17633	1.53425			-0.000989531	-0.000810168	-0.000824378	-0.000919409	0.0789504
0.743577	0.715338	0.657164	0.64838	1.17864	1.53709			-0.000894964	-0.00102585	-0.00100328	-0.00114541	0.0788396
0.743577	0.715818	0.657585	0.648381	1.18095	1.53992			-0.000892955	-0.00100952	-0.000941642	-0.000967012	0.0791259
0.743578	0.716298	0.658005	0.648381	1.18326	1.54275			-0.000871921	-0.0009151	-0.000848491	-0.00101776	0.0790273
0.743578	0.716779	0.658426	0.648382	1.18556	1.54558			-0.000790924	-0.000869634	-0.000826671	-0.000941332	0.0791132
0.743579	0.717259	0.658847	0.648383	1.18787	1.54842			-0.000911899	-0.000804627	-0.00106991	-0.00094011	0.0789516
0.743579	0.717739	0.659268	0.648383	1.19019	1.55125			-0.000918284	-0.000962261	-0.00104815	-0.00093405	0.0789339
0.74358	0.718219	0.659688	0.648384	1.19251	1.55408			-0.000838452	-0.000577603	-0.000828238	-0.000989701	0.0789304
0.74358	0.7187	0.660109	0.648384	1.19483	1.55691			-0.00108856	-0.000841774	-0.000861993	-0.000964723	0.078801
0.743581	0.71918	0.66053	0.648385	1.19715	1.55975			-0.00092565	-0.000944688	-0.000990447	-0.000835231	0.0789018
0.743582	0.71966	0.660951	0.648385	1.19947	1.56258			-0.0007417	-0.000814299	-0.000938613	-0.000938866	0.0790946
0.743582	0.72014	0.661371	0.648386	1.20179	1.56543			-0.000976517	-0.000906411	-0.000732035	-0.000935955	0.0790507
0.743583	0.72062	0.661792	0.648386	1.20411	1.56828			-0.000761215	-0.00076718	-0.000992122	-0.00105647	0.0789888
0.743584	0.721101	0.662212	0.648387	1.20643	1.57113			-0.000794311	-0.000887506	-0.000991171	-0.000724306	0.0790086
0.743584	0.721581	0.662636	0.648387	1.20875	1.57398			-0.000827843	-0.000736601	-0.000942115	-0.0008612	0.0790395
0.743585	0.722061	0.663276	0.648388	1.21107	1.57683			-0.000990254	-0.000966457	-0.000921608	-0.000712329	0.0789233
0.743585	0.722542	0.663979	0.648389	1.21339	1.57968			-0.000762061	-0.000816809	-0.000756409	-0.000915678	0.0791696
0.743586	0.723022	0.664682	0.648389	1.21571	1.58254			-0.00102697	-0.000847157	-0.000829896	-0.000715463	0.0791516
0.743586	0.723502	0.665385	0.64839	1.21803	1.58539			-0.0010002	-0.00083606	-0.000751275	-0.000933386	0.0790207
0.743586	0.723982	0.666088	0.64839	1.22035	1.58824			-0.000945103	-0.00101412	-0.000683446	-0.000824773	0.0791332
0.743587	0.724462	0.666791	0.648391	1.22265	1.59109			-0.000806516	-0.000865829	-0.000940095	-0.000950508	0.0790309
0.743587	0.724943	0.667494	0.648391	1.22496	1.59394			-0.000916437	-0.00105758	-0.000813633	-0.000999464	0.0792344
0.743588	0.725423	0.668198	0.648392	1.22726	1.59683			-0.00101951	-0.000961688	-0.00101624	-0.0008445	0.0790437
0.743588	0.725903	0.668901	0.648393	1.22956	1.59972			-0.000814132	-0.0010354	-0.000855494	-0.000779214	0.0789596
0.743589	0.726383	0.669604	0.648393	1.23187	1.60261			-0.000980855	-0.00106306	-0.000978394	-0.000842869	0.0790596
0.743589	0.726864	0.670307	0.648394	1.23417	1.6055			-0.000999082	-0.00096273	-0.00081217	-0.000707247	0.0791494
0.74359	0.727344	0.67101	0.648394	1.23647	1.60839			-0.00098044	-0.000868293	-0.000733164	-0.000789241	0.0792764
0.743591	0.727824	0.671713	0.648395	1.23878	1.61127			-0.00113766	-0.000994592	-0.000948352	-0.000855913	0.0790367
0.743591	0.728304	0.672416	0.648395	1.24108	1.61416			-0.000901542	-0.00098924	-0.000905778	-0.00089115	0.078996
0.743592	0.728785	0.67312	0.648396	1.24338	1.61705			-0.000912516	-0.00079479	-0.000922819	-0.000889593	0.0789424
0.743592	0.729265	0.673823	0.648396	1.24569	1.61994			-0.000856474	-0.000920374	-0.000873627	-0.00107192	0.0788382
0.743593	0.729745	0.674526	0.648397	1.24799	1.62283			-0.000960201	-0.000955707	-0.000901764	-0.000894221	0.0792697
0.743593	0.730225	0.675229	0.648398	1.25029	1.62573			-0.000924432	-0.00088388	-0.000662738	-0.000884848	0.0788646
0.743594	0.730706	0.675932	0.648398	1.25259	1.62867			-0.000962591	-0.000898858	-0.000817831	-0.000838465	0.0789926
0.743594	0.731186	0.676635	0.648399	1.25489	1.63161			-0.000834187	-0.00105265	-0.000746619	-0.000851611	0.0789793
